AT3G09720	Ddx52
AT1G02580	Ezh2
AT1G02580	Ezh2
AT1G02580	Ezh2
AT1G02580	Ezh1
AT1G02580	Ezh1
AT1G02580	Ezh1
AT2G27600	Vps4b
AT2G27600	Vps4b
AT2G27600	Vps4a
AT1G08270	Vps4b
AT1G08270	Vps4b
AT1G08270	Vps4a
AT3G27120	Fignl1
AT3G27120	Fignl1
AT3G27120	Fignl1
AT3G27120	Fignl1
AT1G10390	Nup98
AT1G10390	Nup98
AT1G10390	Nup98
AT1G10390	Nup98
AT1G10390	Nup98
AT1G10390	Nup98
AT1G59660	Nup98
AT1G59660	Nup98
AT1G59660	Nup98
AT1G59660	Nup98
AT1G59660	Nup98
AT1G59660	Nup98
AT1G80680	Nup98
AT1G80680	Nup98
AT1G80680	Nup98
AT1G80680	Nup98
AT1G80680	Nup98
AT1G80680	Nup98
AT1G79650	Rad23a
AT1G79650	Rad23a
AT1G79650	Rad23a
AT1G79650	Rad23a
AT1G79650	Rad23b
AT1G16190	Rad23a
AT1G16190	Rad23a
AT1G16190	Rad23a
AT1G16190	Rad23a
AT1G16190	Rad23b
AT3G02540	Rad23a
AT3G02540	Rad23a
AT3G02540	Rad23a
AT3G02540	Rad23a
AT3G02540	Rad23b
AT5G38470	Rad23a
AT5G38470	Rad23a
AT5G38470	Rad23a
AT5G38470	Rad23a
AT5G38470	Rad23b
AT1G17880	Btf3l4
AT1G17880	Btf3l4
AT1G17880	Btf3l4
AT1G17880	Gm20075
AT1G17880	Btf3l4
AT1G17880	Btf3
AT1G17880	Btf3
AT1G17880	Btf3
AT1G73230	Btf3l4
AT1G73230	Btf3l4
AT1G73230	Btf3l4
AT1G73230	Gm20075
AT1G73230	Btf3l4
AT1G73230	Btf3
AT1G73230	Btf3
AT1G73230	Btf3
AT1G36370	Shmt1
AT1G36370	Shmt1
AT1G36370	Shmt1
AT1G36370	Shmt2
AT1G36370	Shmt2
AT1G22020	Shmt1
AT1G22020	Shmt1
AT1G22020	Shmt1
AT1G22020	Shmt2
AT1G22020	Shmt2
AT4G13930	Shmt1
AT4G13930	Shmt1
AT4G13930	Shmt1
AT4G13930	Shmt2
AT4G13930	Shmt2
AT4G13890	Shmt1
AT4G13890	Shmt1
AT4G13890	Shmt1
AT4G13890	Shmt2
AT4G13890	Shmt2
AT4G32520	Shmt1
AT4G32520	Shmt1
AT4G32520	Shmt1
AT4G32520	Shmt2
AT4G32520	Shmt2
AT5G26780	Shmt1
AT5G26780	Shmt1
AT5G26780	Shmt1
AT5G26780	Shmt2
AT5G26780	Shmt2
AT4G37930	Shmt1
AT4G37930	Shmt1
AT4G37930	Shmt1
AT4G37930	Shmt2
AT4G37930	Shmt2
AT2G17900	Smyd2
AT2G17900	Smyd1
AT2G17900	Smyd1
AT1G26760	Smyd3
AT2G19640	Smyd3
AT1G27760	Ifrd2
AT1G27760	Ifrd2
AT1G27760	Ifrd1
AT1G27760	Ifrd1
AT1G27760	Ifrd1
AT1G27760	Ifrd1
AT1G27760	Ifrd1
AT1G27760	Ifrd1
AT1G27760	Ifrd1
AT1G27760	Ifrd2
AT1G27760	Ifrd2
AT1G31290	Ago2
AT1G31290	Ago4
AT1G31290	Ago3
AT1G31290	Ago1
AT1G31290	Ago1
AT1G31280	Ago2
AT1G31280	Ago4
AT1G31280	Ago3
AT1G31280	Ago1
AT1G31280	Ago1
AT1G69440	Ago2
AT1G69440	Ago4
AT1G69440	Ago3
AT1G69440	Ago1
AT1G69440	Ago1
AT1G48410	Ago2
AT1G48410	Ago4
AT1G48410	Ago3
AT1G48410	Ago1
AT1G48410	Ago1
AT5G43810	Ago2
AT5G43810	Ago4
AT5G43810	Ago3
AT5G43810	Ago1
AT5G43810	Ago1
AT2G27880	Ago2
AT2G27880	Ago4
AT2G27880	Ago3
AT2G27880	Ago1
AT2G27880	Ago1
AT5G21030	Ago2
AT5G21030	Ago4
AT5G21030	Ago3
AT5G21030	Ago1
AT5G21030	Ago1
AT5G21150	Ago2
AT5G21150	Ago4
AT5G21150	Ago3
AT5G21150	Ago1
AT5G21150	Ago1
AT2G27040	Ago2
AT2G27040	Ago4
AT2G27040	Ago3
AT2G27040	Ago1
AT2G27040	Ago1
AT2G32940	Ago2
AT2G32940	Ago4
AT2G32940	Ago3
AT2G32940	Ago1
AT2G32940	Ago1
AT1G33040	Nacad
AT1G33040	Nacad
AT1G33040	Naca
AT4G10480	Nacad
AT4G10480	Nacad
AT4G10480	Naca
AT3G49470	Nacad
AT3G49470	Nacad
AT3G49470	Naca
AT5G13850	Nacad
AT5G13850	Nacad
AT5G13850	Naca
AT3G12390	Nacad
AT3G12390	Nacad
AT3G12390	Naca
AT3G16260	Elac2
AT3G16260	Elac2
AT3G16260	Elac2
AT3G16260	Elac2
AT1G52160	Elac2
AT1G52160	Elac2
AT1G52160	Elac2
AT1G52160	Elac2
AT5G48460	Pls3
AT5G48460	Pls3
AT5G48460	Pls3
AT5G48460	Pls3
AT5G48460	Pls3
AT5G48460	Lcp1
AT5G48460	Lcp1
AT5G48460	Lcp1
AT5G48460	Pls1
AT5G55400	Pls3
AT5G55400	Pls3
AT5G55400	Pls3
AT5G55400	Pls3
AT5G55400	Pls3
AT5G55400	Lcp1
AT5G55400	Lcp1
AT5G55400	Lcp1
AT5G55400	Pls1
AT4G26700	Pls3
AT4G26700	Pls3
AT4G26700	Pls3
AT4G26700	Pls3
AT4G26700	Pls3
AT4G26700	Lcp1
AT4G26700	Lcp1
AT4G26700	Lcp1
AT4G26700	Pls1
AT5G35700	Pls3
AT5G35700	Pls3
AT5G35700	Pls3
AT5G35700	Pls3
AT5G35700	Pls3
AT5G35700	Lcp1
AT5G35700	Lcp1
AT5G35700	Lcp1
AT5G35700	Pls1
AT2G04750	Pls3
AT2G04750	Pls3
AT2G04750	Pls3
AT2G04750	Pls3
AT2G04750	Pls3
AT2G04750	Lcp1
AT2G04750	Lcp1
AT2G04750	Lcp1
AT2G04750	Pls1
AT2G20420	Sucla2
AT2G20420	Sucla2
AT2G20420	Suclg2
AT2G20420	Suclg2
AT2G20495	Stk19
AT2G20495	Stk19
AT2G20495	Stk19
AT2G20495	Stk19
AT2G28540	Cnot4
AT2G28540	Cnot4
AT2G28540	Cnot4
AT2G28540	Cnot4
AT2G28540	Cnot4
AT3G45630	Cnot4
AT3G45630	Cnot4
AT3G45630	Cnot4
AT3G45630	Cnot4
AT3G45630	Cnot4
AT5G60170	Cnot4
AT5G60170	Cnot4
AT5G60170	Cnot4
AT5G60170	Cnot4
AT5G60170	Cnot4
AT3G02460	Evi5l
AT3G02460	Evi5l
AT3G02460	Evi5l
AT3G02460	Evi5l
AT3G02460	Evi5l
AT3G02460	Evi5
AT3G02460	Evi5
AT3G02460	Evi5
AT3G02460	Evi5
AT3G02460	Evi5
AT5G15930	Evi5l
AT5G15930	Evi5l
AT5G15930	Evi5l
AT5G15930	Evi5l
AT5G15930	Evi5l
AT5G15930	Evi5
AT5G15930	Evi5
AT5G15930	Evi5
AT5G15930	Evi5
AT5G15930	Evi5
AT3G53410	Mgrn1
AT3G53410	Mgrn1
AT3G53410	Mgrn1
AT3G53410	Mgrn1
AT3G53410	Rnf157
AT3G53410	Rnf157
AT3G53410	Rnf157
AT5G03200	Mgrn1
AT5G03200	Mgrn1
AT5G03200	Mgrn1
AT5G03200	Mgrn1
AT5G03200	Rnf157
AT5G03200	Rnf157
AT5G03200	Rnf157
AT3G09770	Mgrn1
AT3G09770	Mgrn1
AT3G09770	Mgrn1
AT3G09770	Mgrn1
AT3G09770	Rnf157
AT3G09770	Rnf157
AT3G09770	Rnf157
AT3G06140	Mgrn1
AT3G06140	Mgrn1
AT3G06140	Mgrn1
AT3G06140	Mgrn1
AT3G06140	Rnf157
AT3G06140	Rnf157
AT3G06140	Rnf157
AT5G19080	Mgrn1
AT5G19080	Mgrn1
AT5G19080	Mgrn1
AT5G19080	Mgrn1
AT5G19080	Rnf157
AT5G19080	Rnf157
AT5G19080	Rnf157
AT3G57300	Ino80
AT3G57300	Ino80
AT3G12810	Srcap
AT3G12810	Srcap
AT3G12810	Gm42715
AT3G12810	Srcap
AT3G12810	Srcap
AT3G12810	Srcap
AT4G05520	Ehd2
AT4G05520	Srl
AT4G05520	Srl
AT4G05520	Ehd3
AT4G05520	Ehd1
AT4G05520	Ehd1
AT4G05520	Ehd4
AT4G05520	Ehd2
AT3G20290	Ehd2
AT3G20290	Srl
AT3G20290	Srl
AT3G20290	Ehd3
AT3G20290	Ehd1
AT3G20290	Ehd1
AT3G20290	Ehd4
AT3G20290	Ehd2
AT5G67510	Rpl26
AT5G67510	Rpl26
AT5G67510	Rpl26
AT5G67510	Rpl26
AT3G49910	Rpl26
AT3G49910	Rpl26
AT3G49910	Rpl26
AT3G49910	Rpl26
AT4G15930	Dynll1
AT4G15930	Dynll2
AT4G15930	Dynll2
AT4G15930	Dynll2
AT4G15930	Dynll2
AT4G15930	Dynll1
AT4G15930	BC048507
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp2
AT5G03415	Tfdp1
AT5G03415	Tfdp1
AT5G03415	Tfdp1
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G19570	Tmem234
AT5G22770	Ap2a2
AT5G22770	Ap2a1
AT5G22770	Ap2a1
AT5G22770	Ap2a1
AT5G22770	Ap2a1
AT5G22770	Ap2a1
AT5G22770	Ap2a1
AT5G22780	Ap2a2
AT5G22780	Ap2a1
AT5G22780	Ap2a1
AT5G22780	Ap2a1
AT5G22780	Ap2a1
AT5G22780	Ap2a1
AT5G22780	Ap2a1
AT5G27380	Gss
AT5G27380	Gss
AT5G27380	Gss
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G51220	Uqcc1
AT5G52790	Cnnm4
AT5G52790	Cnnm2
AT5G52790	Cnnm2
AT5G52790	Cnnm3
AT5G52790	Cnnm3
AT5G52790	Cnnm1
AT5G52790	Cnnm1
AT2G14520	Cnnm4
AT2G14520	Cnnm2
AT2G14520	Cnnm2
AT2G14520	Cnnm3
AT2G14520	Cnnm3
AT2G14520	Cnnm1
AT2G14520	Cnnm1
AT4G33700	Cnnm4
AT4G33700	Cnnm2
AT4G33700	Cnnm2
AT4G33700	Cnnm3
AT4G33700	Cnnm3
AT4G33700	Cnnm1
AT4G33700	Cnnm1
AT1G47330	Cnnm4
AT1G47330	Cnnm2
AT1G47330	Cnnm2
AT1G47330	Cnnm3
AT1G47330	Cnnm3
AT1G47330	Cnnm1
AT1G47330	Cnnm1
AT1G03270	Cnnm4
AT1G03270	Cnnm2
AT1G03270	Cnnm2
AT1G03270	Cnnm3
AT1G03270	Cnnm3
AT1G03270	Cnnm1
AT1G03270	Cnnm1
AT4G14230	Cnnm4
AT4G14230	Cnnm2
AT4G14230	Cnnm2
AT4G14230	Cnnm3
AT4G14230	Cnnm3
AT4G14230	Cnnm1
AT4G14230	Cnnm1
AT4G14240	Cnnm4
AT4G14240	Cnnm2
AT4G14240	Cnnm2
AT4G14240	Cnnm3
AT4G14240	Cnnm3
AT4G14240	Cnnm1
AT4G14240	Cnnm1
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G54710	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT1G03380	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT5G54730	Bcas3
AT1G13560	Chpt1
AT1G13560	Chpt1
AT1G13560	Chpt1
AT1G13560	Chpt1
AT1G13560	Chpt1
AT1G13560	Chpt1
AT1G13560	Chpt1
AT1G13560	Cept1
AT1G13560	Cept1
AT1G13560	Cept1
AT1G13560	Cept1
AT3G25585	Chpt1
AT3G25585	Chpt1
AT3G25585	Chpt1
AT3G25585	Chpt1
AT3G25585	Chpt1
AT3G25585	Chpt1
AT3G25585	Chpt1
AT3G25585	Cept1
AT3G25585	Cept1
AT3G25585	Cept1
AT3G25585	Cept1
AT3G18220	Plpp5
AT3G18220	Plpp5
AT3G18220	Plpp5
AT3G18220	Plpp5
AT3G18220	Plpp4
AT1G15080	Plpp5
AT1G15080	Plpp5
AT1G15080	Plpp5
AT1G15080	Plpp5
AT1G15080	Plpp4
AT3G02600	Plpp5
AT3G02600	Plpp5
AT3G02600	Plpp5
AT3G02600	Plpp5
AT3G02600	Plpp4
AT2G01180	Plpp5
AT2G01180	Plpp5
AT2G01180	Plpp5
AT2G01180	Plpp5
AT2G01180	Plpp4
AT3G06170	Serinc3
AT3G06170	Serinc1
AT3G06170	Serinc1
AT3G06170	Serinc1
AT3G06170	Serinc2
AT3G06170	Serinc2
AT3G06170	Serinc2
AT3G06170	Serinc2
AT3G06170	Serinc2
AT1G16180	Serinc3
AT1G16180	Serinc1
AT1G16180	Serinc1
AT1G16180	Serinc1
AT1G16180	Serinc2
AT1G16180	Serinc2
AT1G16180	Serinc2
AT1G16180	Serinc2
AT1G16180	Serinc2
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT5G19720	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G25350	Qars
AT1G26100	Cyb561
AT1G26100	Cyb561
AT1G26100	Cyb561
AT1G26100	Cyb561
AT1G26100	Cyb561
AT1G26100	Cyb561
AT5G38630	Cyb561
AT5G38630	Cyb561
AT5G38630	Cyb561
AT5G38630	Cyb561
AT5G38630	Cyb561
AT5G38630	Cyb561
AT4G25570	Cyb561
AT4G25570	Cyb561
AT4G25570	Cyb561
AT4G25570	Cyb561
AT4G25570	Cyb561
AT4G25570	Cyb561
AT2G28000	Hspd1
AT2G28000	Hspd1
AT5G18820	Hspd1
AT5G18820	Hspd1
AT1G55490	Hspd1
AT1G55490	Hspd1
AT3G13470	Hspd1
AT3G13470	Hspd1
AT5G56500	Hspd1
AT5G56500	Hspd1
AT1G26230	Hspd1
AT1G26230	Hspd1
AT3G13860	Hspd1
AT3G13860	Hspd1
AT3G23990	Hspd1
AT3G23990	Hspd1
AT2G33210	Hspd1
AT2G33210	Hspd1
AT1G26520	Cbwd1
AT2G37090	B3gat1
AT2G37090	B3gat1
AT2G37090	B3gat1
AT2G37090	B3gat1
AT2G37090	B3gat1
AT2G37090	B3gat3
AT2G37090	B3gat2
AT2G37090	B3gat2
AT2G37090	B3gat2
AT1G27600	B3gat1
AT1G27600	B3gat1
AT1G27600	B3gat1
AT1G27600	B3gat1
AT1G27600	B3gat1
AT1G27600	B3gat3
AT1G27600	B3gat2
AT1G27600	B3gat2
AT1G27600	B3gat2
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50500	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT1G50970	Vps53
AT2G20770	Lancl1
AT2G20770	Lancl1
AT2G20770	Lancl1
AT2G20770	Lancl1
AT2G20770	Lancl2
AT2G20770	Lancl2
AT2G20770	Lancl2
AT2G20770	Lancl3
AT1G52920	Lancl1
AT1G52920	Lancl1
AT1G52920	Lancl1
AT1G52920	Lancl1
AT1G52920	Lancl2
AT1G52920	Lancl2
AT1G52920	Lancl2
AT1G52920	Lancl3
AT5G65280	Lancl1
AT5G65280	Lancl1
AT5G65280	Lancl1
AT5G65280	Lancl1
AT5G65280	Lancl2
AT5G65280	Lancl2
AT5G65280	Lancl2
AT5G65280	Lancl3
AT5G10270	Cdk9
AT5G10270	Cdk9
AT5G10270	Cdk13
AT5G10270	Cdk13
AT5G10270	Cdk13
AT5G64960	Cdk9
AT5G64960	Cdk9
AT5G64960	Cdk13
AT5G64960	Cdk13
AT5G64960	Cdk13
AT1G53050	Cdk9
AT1G53050	Cdk9
AT1G53050	Cdk13
AT1G53050	Cdk13
AT1G53050	Cdk13
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G28450	Trmt2a
AT2G37550	Arfgap1
AT2G37550	Arfgap1
AT2G37550	Arfgap1
AT2G37550	Arfgap1
AT2G37550	Arfgap1
AT2G37550	Arfgap1
AT2G37550	Arfgap1
AT3G53710	Arfgap1
AT3G53710	Arfgap1
AT3G53710	Arfgap1
AT3G53710	Arfgap1
AT3G53710	Arfgap1
AT3G53710	Arfgap1
AT3G53710	Arfgap1
AT3G55640	Slc25a19
AT3G55640	Slc25a19
AT3G55640	Slc25a19
AT3G55640	Slc25a19
AT3G53940	Slc25a19
AT3G53940	Slc25a19
AT3G53940	Slc25a19
AT3G53940	Slc25a19
AT2G37890	Slc25a19
AT2G37890	Slc25a19
AT2G37890	Slc25a19
AT2G37890	Slc25a19
AT3G21390	Slc25a19
AT3G21390	Slc25a19
AT3G21390	Slc25a19
AT3G21390	Slc25a19
AT5G48970	Slc25a19
AT5G48970	Slc25a19
AT5G48970	Slc25a19
AT5G48970	Slc25a19
AT2G38280	Ampd1
AT2G38280	Ampd3
AT2G38280	Ampd3
AT2G38280	Ampd3
AT2G38280	Ampd2
AT2G38280	Ampd2
AT2G38280	Ampd2
AT4G39660	Phykpl
AT4G39660	Phykpl
AT4G39660	Etnppl
AT4G39660	Etnppl
AT4G39660	Etnppl
AT4G39660	Etnppl
AT4G39660	Agxt2
AT4G39660	Agxt2
AT4G39660	Agxt2
AT2G38400	Phykpl
AT2G38400	Phykpl
AT2G38400	Etnppl
AT2G38400	Etnppl
AT2G38400	Etnppl
AT2G38400	Etnppl
AT2G38400	Agxt2
AT2G38400	Agxt2
AT2G38400	Agxt2
AT3G08860	Phykpl
AT3G08860	Phykpl
AT3G08860	Etnppl
AT3G08860	Etnppl
AT3G08860	Etnppl
AT3G08860	Etnppl
AT3G08860	Agxt2
AT3G08860	Agxt2
AT3G08860	Agxt2
AT2G38560	Tcea3
AT2G38560	Tcea1
AT2G38560	Tcea1
AT2G38560	Tcea2
AT2G38560	Tcea2
AT2G38560	Tcea2
AT3G09200	Rplp0
AT3G09200	Rplp0
AT3G09200	Rplp0
AT3G11250	Rplp0
AT3G11250	Rplp0
AT3G11250	Rplp0
AT2G40010	Rplp0
AT2G40010	Rplp0
AT2G40010	Rplp0
AT2G48060	Piezo2
AT2G48060	Piezo2
AT2G48060	Piezo1
AT2G48060	Piezo1
AT2G48060	Piezo1
AT2G48060	Piezo1
AT5G17440	Luc7l
AT5G17440	Luc7l
AT5G17440	Luc7l
AT5G17440	Luc7l
AT5G17440	Luc7l2
AT5G17440	Luc7l2
AT5G17440	Luc7l2
AT5G17440	Luc7l2
AT3G03340	Luc7l
AT3G03340	Luc7l
AT3G03340	Luc7l
AT3G03340	Luc7l
AT3G03340	Luc7l2
AT3G03340	Luc7l2
AT3G03340	Luc7l2
AT3G03340	Luc7l2
AT5G26980	Stx16
AT5G26980	Stx16
AT5G26980	Stx16
AT5G26980	Stx16
AT5G26980	Stx16
AT3G05710	Stx16
AT3G05710	Stx16
AT3G05710	Stx16
AT3G05710	Stx16
AT3G05710	Stx16
AT4G02195	Stx16
AT4G02195	Stx16
AT4G02195	Stx16
AT4G02195	Stx16
AT4G02195	Stx16
AT4G11060	Ssbp1
AT4G11060	Ssbp1
AT4G11060	Ssbp1
AT4G11060	Ssbp1
AT4G11060	Ssbp1
AT3G18580	Ssbp1
AT3G18580	Ssbp1
AT3G18580	Ssbp1
AT3G18580	Ssbp1
AT3G18580	Ssbp1
AT3G50690	Anp32a
AT3G50690	Anp32a
AT3G50690	Anp32a
AT3G50690	Anp32a
AT3G50690	Anp32b
AT3G50690	Anp32e
AT3G50690	Anp32e
AT3G50690	Anp32e
AT3G50690	Anp32e
AT3G50690	Anp32e
AT3G50690	Anp32e
AT3G60740	Tbcd
AT3G60740	Tbcd
AT3G60740	Tbcd
AT5G13840	Fzr1
AT5G13840	Fzr1
AT4G11920	Fzr1
AT4G11920	Fzr1
AT4G22910	Fzr1
AT4G22910	Fzr1
AT4G33260	Cdc20
AT4G33270	Cdc20
AT5G27945	Cdc20
AT5G27080	Cdc20
AT5G26900	Cdc20
AT5G27570	Cdc20
AT4G34640	Fdft1
AT4G34640	Fdft1
AT4G34640	Fdft1
AT4G34650	Fdft1
AT4G34650	Fdft1
AT4G34650	Fdft1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT4G39680	Acin1
AT5G10350	Pabpn1l
AT5G10350	Pabpn1l
AT5G10350	Pabpn1
AT5G10350	Pabpn1
AT5G10350	Pabpn1
AT5G10350	Gm20521
AT5G10350	Pabpn1
AT5G10350	Pabpn1
AT5G10350	Pabpn1
AT5G10350	Pabpn1
AT5G65260	Pabpn1l
AT5G65260	Pabpn1l
AT5G65260	Pabpn1
AT5G65260	Pabpn1
AT5G65260	Pabpn1
AT5G65260	Gm20521
AT5G65260	Pabpn1
AT5G65260	Pabpn1
AT5G65260	Pabpn1
AT5G65260	Pabpn1
AT5G51120	Pabpn1l
AT5G51120	Pabpn1l
AT5G51120	Pabpn1
AT5G51120	Pabpn1
AT5G51120	Pabpn1
AT5G51120	Gm20521
AT5G51120	Pabpn1
AT5G51120	Pabpn1
AT5G51120	Pabpn1
AT5G51120	Pabpn1
AT5G17690	Cbx7
AT5G17690	Cbx7
AT5G17690	Cbx7
AT5G17690	Cbx7
AT5G17690	Cbx7
AT5G17690	Cbx7
AT5G17690	Cbx7
AT5G17690	Cbx6
AT5G17690	Cbx8
AT5G17690	Cbx6
AT5G17690	Cbx6
AT5G17690	Cbx6
AT5G49970	Pnpo
AT1G02260	Oca2
AT2G32780	Usp3
AT2G32780	Usp45
AT2G32780	Usp45
AT2G32780	Usp45
AT2G32780	Usp45
AT2G32780	Usp45
AT2G32780	Usp45
AT2G32780	Usp16
AT2G32780	Usp16
AT2G32780	Usp16
AT1G04860	Usp3
AT1G04860	Usp45
AT1G04860	Usp45
AT1G04860	Usp45
AT1G04860	Usp45
AT1G04860	Usp45
AT1G04860	Usp45
AT1G04860	Usp16
AT1G04860	Usp16
AT1G04860	Usp16
AT1G05880	Arih1
AT1G05890	Arih1
AT2G31510	Arih1
AT1G65430	Arih1
AT2G31770	Arih1
AT2G31760	Arih1
AT2G31780	Arih1
AT4G34370	Arih1
AT4G34370	Arih1
AT4G34370	Arih1
AT2G16090	Arih1
AT2G16090	Arih1
AT2G16090	Arih1
AT3G27720	Arih1
AT3G27720	Arih1
AT3G27720	Arih1
AT3G27710	Arih1
AT3G27710	Arih1
AT3G27710	Arih1
AT1G58050	Dhx29
AT1G58060	Dhx29
AT2G01130	Dhx57
AT2G01130	Dhx57
AT2G01130	Dhx36
AT1G48650	Dhx57
AT1G48650	Dhx57
AT1G48650	Dhx36
AT5G04895	Dhx57
AT5G04895	Dhx57
AT5G04895	Dhx36
AT2G35920	Dhx57
AT2G35920	Dhx57
AT2G35920	Dhx36
AT2G30800	Dhx57
AT2G30800	Dhx57
AT2G30800	Dhx36
AT1G06670	Dhx57
AT1G06670	Dhx57
AT1G06670	Dhx36
AT2G29900	Psen1
AT2G29900	Psen1
AT2G29900	Psen2
AT2G29900	Psen2
AT2G29900	Psen2
AT2G29900	Psen2
AT2G29900	Psen2
AT1G08700	Psen1
AT1G08700	Psen1
AT1G08700	Psen2
AT1G08700	Psen2
AT1G08700	Psen2
AT1G08700	Psen2
AT1G08700	Psen2
AT1G57610	Mcu
AT1G57610	Mcu
AT1G57610	Mcub
AT1G57610	Mcub
AT1G57610	Mcub
AT1G57610	Mcub
AT1G09575	Mcu
AT1G09575	Mcu
AT1G09575	Mcub
AT1G09575	Mcub
AT1G09575	Mcub
AT1G09575	Mcub
AT5G66650	Mcu
AT5G66650	Mcu
AT5G66650	Mcub
AT5G66650	Mcub
AT5G66650	Mcub
AT5G66650	Mcub
AT2G23790	Mcu
AT2G23790	Mcu
AT2G23790	Mcub
AT2G23790	Mcub
AT2G23790	Mcub
AT2G23790	Mcub
AT4G36820	Mcu
AT4G36820	Mcu
AT4G36820	Mcub
AT4G36820	Mcub
AT4G36820	Mcub
AT4G36820	Mcub
AT5G42610	Mcu
AT5G42610	Mcu
AT5G42610	Mcub
AT5G42610	Mcub
AT5G42610	Mcub
AT5G42610	Mcub
AT1G15000	Cpvl
AT1G15000	Cpvl
AT1G15000	Cpvl
AT1G79230	Mpst
AT1G79230	Mpst
AT1G79230	Mpst
AT1G79230	Mpst
AT1G79230	Mpst
AT1G79230	Mpst
AT1G79230	Tst
AT1G16460	Mpst
AT1G16460	Mpst
AT1G16460	Mpst
AT1G16460	Mpst
AT1G16460	Mpst
AT1G16460	Mpst
AT1G16460	Tst
AT5G43780	Papss2
AT5G43780	Papss1
AT5G43780	Papss1
AT5G43780	Papss1
AT4G14680	Papss2
AT4G14680	Papss1
AT4G14680	Papss1
AT4G14680	Papss1
AT3G22890	Papss2
AT3G22890	Papss1
AT3G22890	Papss1
AT3G22890	Papss1
AT1G19920	Papss2
AT1G19920	Papss1
AT1G19920	Papss1
AT1G19920	Papss1
AT2G20990	Esyt2
AT2G20990	Esyt1
AT2G20990	Esyt1
AT2G20990	Esyt2
AT2G20990	Esyt2
AT2G20990	Esyt2
AT2G20990	Esyt3
AT2G20990	Esyt3
AT1G20080	Esyt2
AT1G20080	Esyt1
AT1G20080	Esyt1
AT1G20080	Esyt2
AT1G20080	Esyt2
AT1G20080	Esyt2
AT1G20080	Esyt3
AT1G20080	Esyt3
AT5G04220	Esyt2
AT5G04220	Esyt1
AT5G04220	Esyt1
AT5G04220	Esyt2
AT5G04220	Esyt2
AT5G04220	Esyt2
AT5G04220	Esyt3
AT5G04220	Esyt3
AT2G21010	Esyt2
AT2G21010	Esyt1
AT2G21010	Esyt1
AT2G21010	Esyt2
AT2G21010	Esyt2
AT2G21010	Esyt2
AT2G21010	Esyt3
AT2G21010	Esyt3
AT2G21040	Esyt2
AT2G21040	Esyt1
AT2G21040	Esyt1
AT2G21040	Esyt2
AT2G21040	Esyt2
AT2G21040	Esyt2
AT2G21040	Esyt3
AT2G21040	Esyt3
AT3G20330	Cad
AT1G29900	Cps1
