Ddx52	YGL171W
Nap1l1	YKR048C
Nap1l1	YKR048C
Bckdk	YIL042C
Bckdk	YIL042C
Bckdk	YIL042C
Bckdk	YIL042C
Bckdk	YIL042C
Bckdk	YIL042C
Slc47a1	YHR032W
Slc47a1	YDR338C
Slc47a1	YHR032W
Slc47a1	YDR338C
Slc47a1	YHR032W
Slc47a1	YDR338C
Slc47a2	YHR032W
Slc47a2	YDR338C
Slc47a2	YHR032W
Slc47a2	YDR338C
Slc44a2	YOR161C
Slc44a5	YOR161C
Slc44a2	YOR161C
Slc44a2	YOR161C
Slc44a2	YOR161C
Slc44a4	YOR161C
Slc44a4	YOR161C
Abcf3	YFR009W
Abcf3	YFR009W
Abcf3	YFR009W
Abcf2	YER036C
Me3	YKL029C
Me2	YKL029C
Me1	YKL029C
Me1	YKL029C
Me3	YKL029C
Lipo2	YKL140W
Lipo3	YKL140W
Lipo3	YKL140W
Lipo4	YKL140W
Lipo1	YKL140W
Lipa	YKL140W
Lipa	YKL140W
Lipm	YKL140W
Lipn	YKL140W
Lipn	YKL140W
Lipn	YKL140W
Lipk	YKL140W
Lipk	YKL140W
Lipf	YKL140W
Lipk	YKL140W
Atp6v0a4	YMR054W
Atp6v0a4	YOR270C
Atp6v0a4	YMR054W
Atp6v0a4	YOR270C
Atp6v0a2	YMR054W
Atp6v0a2	YOR270C
Tcirg1	YMR054W
Tcirg1	YOR270C
Tcirg1	YMR054W
Tcirg1	YOR270C
Tcirg1	YMR054W
Tcirg1	YOR270C
Clgn	YAL058W
Clgn	YAL058W
Kpna6	YNL189W
Kpna6	YNL189W
Kpna6	YNL189W
Kpna1	YNL189W
Kpna2	YNL189W
Gm10184	YNL189W
Kpna2	YNL189W
Kpna2	YNL189W
Kpna2	YNL189W
Kpna4	YNL189W
Kpna4	YNL189W
Kpna3	YNL189W
Tom1	YDR358W
Tom1	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1l2	YDR358W
Tom1l2	YHR108W
Tom1	YDR358W
Tom1	YHR108W
Tom1	YDR358W
Tom1	YHR108W
Tom1	YDR358W
Tom1	YHR108W
Pfkp	YMR205C
Pfkp	YGR240C
Pfkp	YMR205C
Pfkp	YGR240C
Pfkp	YMR205C
Pfkp	YGR240C
Pfkp	YMR205C
Pfkp	YGR240C
Pfkm	YMR205C
Pfkm	YGR240C
Pfkm	YMR205C
Pfkm	YGR240C
Pfkm	YMR205C
Pfkm	YGR240C
Pfkl	YMR205C
Pfkl	YGR240C
Pfkm	YMR205C
Pfkm	YGR240C
Pfkm	YMR205C
Pfkm	YGR240C
Pfkl	YMR205C
Pfkl	YGR240C
Pfkp	YMR205C
Pfkp	YGR240C
Exoc7	YJL085W
Exoc7	YJL085W
Exoc7	YJL085W
Exoc7	YJL085W
Exoc7	YJL085W
Exoc7	YJL085W
Skp1a	YDR328C
Skp1a	YDR328C
Skp1a	YDR328C
Vars2	YGR094W
Vars	YGR094W
Vars	YGR094W
Vars	YGR094W
Hmgb1	YPR052C
Hmgb1	YPR052C
Hmgb1	YPR052C
Hmgb1	YPR052C
Hmgb1	YPR052C
Hmgb2	YPR052C
Hmgb1	YPR052C
Hmgb2	YPR052C
Hmgb1	YPR052C
Hmgb3	YPR052C
Hmgb3	YPR052C
Hmgb3	YPR052C
Hmgb3	YPR052C
Hmgb3	YPR052C
Idh3g	YNL037C
4933405O20Rik	YNL037C
Idh3b	YNL037C
Idh3a	YIL094C
Idh3a	YIL094C
Kcnk2	YJL093C
Kcnk2	YJL093C
Kcnk2	YJL093C
Kcnk2	YJL093C
Kcnk2	YJL093C
Kcnk2	YJL093C
Kcnk2	YJL093C
Kcnk10	YJL093C
Kcnk10	YJL093C
Kcnk10	YJL093C
Kcnk4	YJL093C
Kcnk6	YJL093C
Kcnk5	YJL093C
Kcnk16	YJL093C
Kcnk16	YJL093C
Lims2	YKR090W
Lims2	YKR090W
Lims1	YKR090W
Lims1	YKR090W
Lims2	YKR090W
Lims2	YKR090W
Lims1	YKR090W
Slc16a1	YKL221W
Slc16a7	YKL221W
Slc16a7	YKL221W
Slc16a7	YKL221W
Slc16a7	YKL221W
Slc16a3	YKL221W
Slc16a3	YKL221W
Slc16a3	YKL221W
Slc16a3	YKL221W
Slc16a3	YKL221W
Slc16a8	YKL221W
Tuba8	YML085C
Tuba8	YML124C
Tubal3	YML085C
Tubal3	YML124C
Rfc2	YOL094C
Rfc5	YNL290W
Rfc4	YJR068W
Rfc4	YJR068W
Rfc4	YJR068W
Rfc4	YJR068W
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Tm7sf2	YGL012W
Tm7sf2	YNL280C
Lbr	YGL012W
Lbr	YNL280C
Lbr	YGL012W
Lbr	YNL280C
Ypel3	YBL049W
Ypel1	YBL049W
Ypel1	YBL049W
Ypel1	YBL049W
Ypel3	YBL049W
Ypel3	YBL049W
Ypel3	YBL049W
Ypel3	YBL049W
Ypel3	YBL049W
Ypel2	YBL049W
Ypel1	YBL049W
Ypel1	YBL049W
Ypel4	YBL049W
Pex5	YMR018W
Pex5	YDR244W
Pex5	YMR018W
Pex5	YDR244W
Pex5	YMR018W
Pex5	YDR244W
Pex5	YMR018W
Pex5	YDR244W
Pex5	YMR018W
Pex5	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Pex5l	YMR018W
Pex5l	YDR244W
Phb	YGR132C
Phb	YGR132C
Phb2	YGR231C
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Tes3-ps	YLR128W
Dcun1d2	YLR128W
Dcun1d2	YLR128W
Dcun1d2	YLR128W
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Dcun1d1	YLR128W
Dcun1d2	YLR128W
Dcun1d2	YLR128W
Dcun1d2	YLR128W
Dcun1d4	YLR128W
Dcun1d4	YLR128W
Ap2s1	YJR058C
Ap2s1	YJR058C
Ap2s1	YJR058C
Ap1s3	YLR170C
Ap1s1	YLR170C
Ap1s1	YLR170C
Ap1s1	YLR170C
Ap1s2	YLR170C
Ap1s2	YLR170C
Ap1s2	YLR170C
Ap1s2	YLR170C
Ncoa7	YPL196W
Ncoa7	YPL196W
Ncoa7	YPL196W
Ncoa7	YPL196W
Ncoa7	YPL196W
Tldc2	YPL196W
Tldc2	YPL196W
Oxr1	YPL196W
Oxr1	YPL196W
Oxr1	YPL196W
Stag1	YIL026C
Fkbp14	YDR519W
Fkbp14	YDR519W
Fkbp14	YDR519W
Fkbp2	YDR519W
Fkbp2	YDR519W
Fkbp1a	YNL135C
Fkbp1b	YNL135C
Fkbp1b	YNL135C
Fkbp1a	YNL135C
Cnot3	YIL038C
Cnot3	YPR072W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn1	YDR379W
Chn1	YOR127W
Chn2	YDR379W
Chn2	YOR127W
Arhgap23	YDR379W
Arhgap23	YOR127W
Kdm4b	YER169W
Kdm4b	YDR096W
Kdm4c	YER169W
Kdm4c	YDR096W
Kdm4c	YER169W
Kdm4c	YDR096W
Kdm4b	YER169W
Kdm4b	YDR096W
Kdm4b	YER169W
Kdm4b	YDR096W
Kdm4b	YER169W
Kdm4b	YDR096W
Kdm4a	YER169W
Kdm4a	YDR096W
Kdm4a	YER169W
Kdm4a	YDR096W
Kdm4a	YER169W
Kdm4a	YDR096W
Kdm4a	YER169W
Kdm4a	YDR096W
Kdm4d	YER169W
Kdm4d	YDR096W
Kdm4d	YER169W
Kdm4d	YDR096W
Fap	YOR219C
Fap	YHR028C
Fap	YOR219C
Fap	YHR028C
Fap	YOR219C
Fap	YHR028C
Fap	YOR219C
Fap	YHR028C
Dpp4	YOR219C
Dpp4	YHR028C
Dpp6	YOR219C
Dpp6	YHR028C
Dpp6	YOR219C
Dpp6	YHR028C
Dpp6	YOR219C
Dpp6	YHR028C
Dpp6	YOR219C
Dpp6	YHR028C
Dpp10	YOR219C
Dpp10	YHR028C
Dpp10	YOR219C
Dpp10	YHR028C
Rapgefl1	YAL024C
Rapgef5	YAL024C
Rapgef5	YAL024C
Rapgef5	YAL024C
Rapgef3	YAL024C
Rapgef3	YAL024C
Rapgef3	YAL024C
Rapgef3	YAL024C
Rapgef3	YAL024C
Rapgef4	YAL024C
Rapgef4	YAL024C
Rapgef4	YAL024C
Rfx4	YLR176C
Rfx6	YLR176C
Rfx2	YLR176C
Rfx2	YLR176C
Rfx2	YLR176C
Rfx1	YLR176C
Rfx1	YLR176C
Rfx3	YLR176C
Rfx3	YLR176C
Rfx3	YLR176C
Rfx3	YLR176C
Tfec	YBL103C
Tfec	YBL103C
Tfeb	YBL103C
Tfeb	YBL103C
Tfeb	YBL103C
Tfeb	YBL103C
Mitf	YBL103C
Mitf	YBL103C
Mitf	YBL103C
Mitf	YBL103C
Mitf	YBL103C
Mitf	YBL103C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1b	YLR072W
Gramd1b	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
Gramd1a	YLR072W
Gramd1a	YFL042C
March8	YIL030C
Usp11	YJL197W
Usp15	YJL197W
Usp15	YJL197W
Usp4	YJL197W
Usp4	YJL197W
Usp4	YJL197W
Usp32	YJL197W
Usp31	YJL197W
Usp19	YJL197W
Usp19	YJL197W
Usp19	YJL197W
Usp19	YJL197W
Usp19	YJL197W
Usp19	YJL197W
Usp19	YJL197W
Tnnc2	YBR109C
Depdc5	YJR138W
Depdc5	YJR138W
Depdc5	YJR138W
Depdc5	YJR138W
Depdc5	YJR138W
Depdc5	YJR138W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif2	YPL177C
Tgif2	YGL096W
Tgif2	YPL177C
Tgif2	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Tgif1	YPL177C
Tgif1	YGL096W
Grina	YNL305C
Faim2	YNL305C
Faim2	YNL305C
Bcat1	YHR208W
Bcat1	YJR148W
Bcat1	YHR208W
Bcat1	YJR148W
Bcat1	YHR208W
Bcat1	YJR148W
Bcat1	YHR208W
Bcat1	YJR148W
Bcat1	YHR208W
Bcat1	YJR148W
Bcat1	YHR208W
Bcat1	YJR148W
Bcat1	YHR208W
Bcat1	YJR148W
Bcat2	YHR208W
Bcat2	YJR148W
Bcat2	YHR208W
Bcat2	YJR148W
Bcat2	YHR208W
Bcat2	YJR148W
Bcat2	YHR208W
Bcat2	YJR148W
Bcat2	YHR208W
Bcat2	YJR148W
Sumo1	YDR510W
Sumo1	YDR510W
Sumo2	YDR510W
Sumo3	YDR510W
Sumo3	YDR510W
Sumo3	YDR510W
Sumo3	YDR510W
Sumo3	YDR510W
Gm49325	YDR510W
Sumo3	YDR510W
Sumo2	YDR510W
Sumo2	YDR510W
Sumo2	YDR510W
Sumo2	YDR510W
Dmc1	YER179W
Dmc1	YER179W
Dmc1	YER179W
Rad51	YER095W
Rad51	YER095W
Rad51	YER095W
Rad51	YER095W
Hars2	YPR033C
Hars2	YPR033C
Hars	YPR033C
Arhgap22	YOR134W
Arhgap22	YDR389W
Arhgap22	YOR134W
Arhgap22	YDR389W
Arhgap22	YOR134W
Arhgap22	YDR389W
Arhgap22	YOR134W
Arhgap22	YDR389W
Arhgap25	YOR134W
Arhgap25	YDR389W
Arhgap25	YOR134W
Arhgap25	YDR389W
Arhgap25	YOR134W
Arhgap25	YDR389W
Arhgap24	YOR134W
Arhgap24	YDR389W
Arhgap24	YOR134W
Arhgap24	YDR389W
Arhgap24	YOR134W
Arhgap24	YDR389W
Arhgap24	YOR134W
Arhgap24	YDR389W
Arhgap24	YOR134W
Arhgap24	YDR389W
Arhgap24	YOR134W
Arhgap24	YDR389W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Smarca2	YGR056W
Smarca2	YLR357W
Glipr2	YKR013W
Glipr2	YJL079C
Glipr2	YJL078C
Glipr2	YKR013W
Glipr2	YJL079C
Glipr2	YJL078C
Znrd1	YJR063W
Znrd1	YJR063W
Znrd1	YJR063W
Tmem184a	YKR051W
Tmem184a	YKR051W
Tmem184b	YKR051W
Tmem184b	YKR051W
Tmem184b	YKR051W
Tmem184b	YKR051W
Tmem184b	YKR051W
Tmem184c	YKR051W
Tmem184c	YKR051W
Tmem184c	YKR051W
Slc39a7	YIL023C
Slc39a7	YIL023C
Slc39a7	YIL023C
Slc39a13	YIL023C
Slc39a13	YIL023C
Slc39a13	YIL023C
Eno3	YMR323W
Eno3	YOR393W
Eno3	YPL281C
Eno3	YHR174W
Eno3	YGR254W
Eno3	YMR323W
Eno3	YOR393W
Eno3	YPL281C
Eno3	YHR174W
Eno3	YGR254W
Eno3	YMR323W
Eno3	YOR393W
Eno3	YPL281C
Eno3	YHR174W
Eno3	YGR254W
Eno3	YMR323W
Eno3	YOR393W
Eno3	YPL281C
Eno3	YHR174W
Eno3	YGR254W
Eno1	YMR323W
Eno1	YOR393W
Eno1	YPL281C
Eno1	YHR174W
Eno1	YGR254W
Eno1	YMR323W
Eno1	YOR393W
Eno1	YPL281C
Eno1	YHR174W
Eno1	YGR254W
Eno1b	YMR323W
Eno1b	YOR393W
Eno1b	YPL281C
Eno1b	YHR174W
Eno1b	YGR254W
Eno1	YMR323W
Eno1	YOR393W
Eno1	YPL281C
Eno1	YHR174W
Eno1	YGR254W
Eno2	YMR323W
Eno2	YOR393W
Eno2	YPL281C
Eno2	YHR174W
Eno2	YGR254W
Eno2	YMR323W
Eno2	YOR393W
Eno2	YPL281C
Eno2	YHR174W
Eno2	YGR254W
Eno2	YMR323W
Eno2	YOR393W
Eno2	YPL281C
Eno2	YHR174W
Eno2	YGR254W
Prdx3	YML028W
Prdx3	YDR453C
Nme4	YKL067W
Nme3	YKL067W
Nme2	YKL067W
Nme2	YKL067W
Nme1	YKL067W
Gm20390	YKL067W
Nme1	YKL067W
Nme1	YKL067W
Sphk2	YOR171C
Sphk2	YLR260W
Sphk2	YOR171C
Sphk2	YLR260W
Sphk2	YOR171C
Sphk2	YLR260W
Sphk2	YOR171C
Sphk2	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Sphk1	YOR171C
Sphk1	YLR260W
Myo1f	YKL129C
Myo1f	YMR109W
Myo1e	YKL129C
Myo1e	YMR109W
Myo1f	YKL129C
Myo1f	YMR109W
Myo1a	YKL129C
Myo1a	YMR109W
Myo1b	YKL129C
Myo1b	YMR109W
Myo1b	YKL129C
Myo1b	YMR109W
Myo1b	YKL129C
Myo1b	YMR109W
Myo1b	YKL129C
Myo1b	YMR109W
Myo1h	YKL129C
Myo1h	YMR109W
Myo1h	YKL129C
Myo1h	YMR109W
Myo1h	YKL129C
Myo1h	YMR109W
Myo1c	YKL129C
Myo1c	YMR109W
Myo1c	YKL129C
Myo1c	YMR109W
Myo1c	YKL129C
Myo1c	YMR109W
Myo1c	YKL129C
Myo1c	YMR109W
Eef2kmt	YJR129C
Eef2kmt	YJR129C
Tgfb1i1	YDL240W
Tgfb1i1	YDL240W
Tgfb1i1	YDL240W
Tgfb1i1	YDL240W
Tgfb1i1	YDL240W
Tgfb1i1	YDL240W
Pxn	YDL240W
Pxn	YDL240W
Pxn	YDL240W
Lpxn	YDL240W
Dock1	YLR422W
Dock1	YLR422W
Dock5	YLR422W
Dock2	YLR422W
Dock2	YLR422W
Dock2	YLR422W
Dock4	YLR422W
Dock4	YLR422W
Dock3	YLR422W
Dock3	YLR422W
Dock3	YLR422W
Dock3	YLR422W
Dock3	YLR422W
Ehmt1	YMR068W
Ehmt2	YMR068W
Ehmt2	YMR068W
Ehmt2	YMR068W
Ehmt2	YMR068W
Ehmt2	YMR068W
Ehmt2	YMR068W
Cfl2	YLL050C
Cfl2	YLL050C
Dstn	YLL050C
Cfl1	YLL050C
Cfl1	YLL050C
Pias4	YOR156C
Pias4	YDR409W
Pias4	YOR156C
Pias4	YDR409W
Pias3	YOR156C
Pias3	YDR409W
Pias3	YOR156C
Pias3	YDR409W
Pias3	YOR156C
Pias3	YDR409W
Pias3	YOR156C
Pias3	YDR409W
Pias1	YOR156C
Pias1	YDR409W
Pias1	YOR156C
Pias1	YDR409W
Pias2	YOR156C
Pias2	YDR409W
Pias2	YOR156C
Pias2	YDR409W
Pias2	YOR156C
Pias2	YDR409W
Dnajb4	YNL007C
Dnajb4	YNL007C
Dnajb4	YNL007C
Dnajb1	YNL007C
Dnajb5	YNL007C
Dnajb5	YNL007C
Dnajb5	YNL007C
Dnajb5	YNL007C
Dnajb13	YNL007C
Dnajb13	YNL007C
Dnajb13	YNL007C
Ube2v1	YGL087C
Ube2v1	YGL087C
Nsdhl	YGL001C
Hsd3b3	YGL001C
Gm4450	YGL001C
Gm10681	YGL001C
Hsd3b4	YGL001C
Gm10681	YGL001C
Hsd3b4	YGL001C
Gm10681	YGL001C
Gm4450	YGL001C
Hsd3b5	YGL001C
Hsd3b1	YGL001C
Hsd3b1	YGL001C
Hsd3b2	YGL001C
Hsd3b2	YGL001C
Hsd3b2	YGL001C
Hsd3b3	YGL001C
Hsd3b3	YGL001C
Hsd3b3	YGL001C
Hsd3b3	YGL001C
Hsd3b6	YGL001C
Hsd3b6	YGL001C
Hsd3b7	YGL001C
Hsd3b7	YGL001C
Hsd3b7	YGL001C
Gosr2	YLR078C
Gosr2	YLR078C
Mtmr2	YJR110W
Mtmr2	YJR110W
Mtmr1	YJR110W
Mtmr1	YJR110W
Mtm1	YJR110W
Mtm1	YJR110W
Mtm1	YJR110W
Mtm1	YJR110W
Mtm1	YJR110W
Mtm1	YJR110W
Mtmr7	YJR110W
Mtmr7	YJR110W
Mtmr7	YJR110W
Mtmr6	YJR110W
Mtmr6	YJR110W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf3	YPR031W
Brpf1	YPR031W
Brpf1	YPR031W
Brpf1	YPR031W
Brpf1	YPR031W
Brpf1	YPR031W
Brpf1	YPR031W
Brpf1	YPR031W
Brd1	YPR031W
Brd1	YPR031W
Mob2	YFL034C-B
Mob2	YFL034C-B
Mob2	YFL034C-B
Mob2	YFL034C-B
Mob2	YFL034C-B
Mob2	YFL034C-B
Mob1b	YIL106W
Mob1b	YIL106W
Mob1a	YIL106W
Mob1a	YIL106W
Mob1a	YIL106W
Mob1a	YIL106W
Vdac2	YIL114C
Vdac2	YNL055C
Vdac3	YIL114C
Vdac3	YNL055C
Vdac3	YIL114C
Vdac3	YNL055C
Vdac2	YIL114C
Vdac2	YNL055C
Vdac2	YIL114C
Vdac2	YNL055C
Vdac2	YIL114C
Vdac2	YNL055C
Vdac2	YIL114C
Vdac2	YNL055C
Vdac2	YIL114C
Vdac2	YNL055C
Vdac1	YIL114C
Vdac1	YNL055C
Vdac1	YIL114C
Vdac1	YNL055C
Vdac1	YIL114C
Vdac1	YNL055C
Pcsk7	YNL238W
Pcsk7	YNL238W
Pcsk7	YNL238W
Pcsk2	YNL238W
Pcsk6	YNL238W
Pcsk4	YNL238W
Pcsk4	YNL238W
Pcsk4	YNL238W
Furin	YNL238W
Furin	YNL238W
Furin	YNL238W
Pcsk1	YNL238W
Hagh	YDR272W
Hagh	YOR040W
Hagh	YDR272W
Hagh	YOR040W
Hagh	YDR272W
Hagh	YOR040W
Hagh	YDR272W
Hagh	YOR040W
Hagh	YDR272W
Hagh	YOR040W
Hagh	YDR272W
Hagh	YOR040W
Hagh	YDR272W
Hagh	YOR040W
Haghl	YDR272W
Haghl	YOR040W
Haghl	YDR272W
Haghl	YOR040W
Haghl	YDR272W
Haghl	YOR040W
Haghl	YDR272W
Haghl	YOR040W
Haghl	YDR272W
Haghl	YOR040W
Haghl	YDR272W
Haghl	YOR040W
Recql	YMR190C
Recql	YMR190C
Recql	YMR190C
Recql	YMR190C
Psmb5	YPR103W
Psmb5	YPR103W
Psmb8	YPR103W
Psmb8	YPR103W
Cnot7	YNR052C
Cnot7	YNR052C
Cnot7	YNR052C
Cnot7	YNR052C
Cnot8	YNR052C
Cnot8	YNR052C
Pabpc4l	YER165W
Pabpc4l	YER165W
Pabpc5	YER165W
Pabpc5	YER165W
Pabpc4	YER165W
Pabpc4	YER165W
Pabpc4	YER165W
Pabpc4	YER165W
Pabpc1	YER165W
Pabpc6	YER165W
Pabpc2	YER165W
Pabpc1l	YER165W
Msrb3	YCL033C
Msrb3	YCL033C
Ppm1a	YER089C
Ppm1a	YBL056W
Ppm1a	YER089C
Ppm1a	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Ppm1b	YER089C
Ppm1b	YBL056W
Smox	YMR020W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Tango2	YGR127W
Dyrk1a	YJL141C
Dyrk1a	YJL141C
Dyrk1a	YJL141C
Dyrk1b	YJL141C
Dyrk1b	YJL141C
Dyrk1b	YJL141C
Rad17	YER173W
Rad17	YER173W
Rad17	YER173W
Cdc14a	YFR028C
Cdc14a	YFR028C
Cdc14b	YFR028C
Cdc14b	YFR028C
Cdc14b	YFR028C
Cdc14b	YFR028C
Cdc14b	YFR028C
Cdc14b	YFR028C
Ptp4a3	YFR028C
Cdc14b	YFR028C
Cdc14b	YFR028C
Ptprd	YDL230W
Ptprd	YDL230W
Ptprd	YDL230W
Ptprf	YDL230W
Ptprd	YDL230W
Ptprd	YDL230W
Ptprs	YDL230W
Ptprs	YDL230W
Ptprm	YDL230W
Ptprg	YDL230W
Ptprg	YDL230W
Ptprg	YDL230W
Pak1	YHL007C
Pak1	YNL298W
Pak1	YHL007C
Pak1	YNL298W
Pak2	YHL007C
Pak2	YNL298W
Pak3	YHL007C
Pak3	YNL298W
Pak3	YHL007C
Pak3	YNL298W
Pak3	YHL007C
Pak3	YNL298W
Pak3	YHL007C
Pak3	YNL298W
Pak3	YHL007C
Pak3	YNL298W
Pak3	YHL007C
Pak3	YNL298W
H1f0	YPL127C
Hist1h1t	YPL127C
Hist1h1a	YPL127C
Hist1h1c	YPL127C
Hist1h1d	YPL127C
Hist1h1e	YPL127C
Hist1h1b	YPL127C
Morf4l1	YPR023C
Morf4l1	YPR023C
Morf4l1	YPR023C
Morf4l1	YPR023C
Morf4l2	YPR023C
Morf4l2	YPR023C
Morf4l2	YPR023C
Morf4l2	YPR023C
Morf4l2	YPR023C
Morf4l2	YPR023C
Morf4l2	YPR023C
Nfyc	YOR358W
Nfyc	YOR358W
Nfyc	YOR358W
Nfyc	YOR358W
Nfyc	YOR358W
Nfyc	YOR358W
Nfyc	YOR358W
Cnih4	YGL054C
Cnih4	YBR210W
Cnih4	YGL054C
Cnih4	YBR210W
Cnih4	YGL054C
Cnih4	YBR210W
Cnih2	YGL054C
Cnih2	YBR210W
Cnih3	YGL054C
Cnih3	YBR210W
Cnih3	YGL054C
Cnih3	YBR210W
Cnih3	YGL054C
Cnih3	YBR210W
Cnih3	YGL054C
Cnih3	YBR210W
Cnih1	YGL054C
Cnih1	YBR210W
Cnih1	YGL054C
Cnih1	YBR210W
Tial1	YNL016W
Tial1	YNL016W
Tia1	YNL016W
Tia1	YNL016W
Tia1	YNL016W
Tia1	YNL016W
Tial1	YNL016W
Tial1	YNL016W
Tial1	YNL016W
Tial1	YNL016W
Tial1	YNL016W
Tia1	YNL016W
Tia1	YNL016W
Tia1	YNL016W
Tia1	YNL016W
Impa2	YHR046C
Impa2	YDR287W
Impa1	YHR046C
Impa1	YDR287W
Impa1	YHR046C
Impa1	YDR287W
