NCU00919	YGL171W
NCU09895	YBL095W
NCU09853	YER182W
NCU07579	YGL066W
NCU08968	YPL266W
NCU07409	YDR165W
NCU11357	YLL036C
NCU09450	YIL075C
NCU02423	YJL133W
NCU02423	YKR052C
NCU03007	YBR065C
NCU09239	YBR088C
NCU03401	YNL153C
NCU03273	YNL023C
NCU04334	YOR020C
NCU08421	YDR398W
NCU02223	YDR145W
NCU09642	YPR003C
NCU01201	YNR046W
NCU00467	YDL216C
NCU06727	YLR146C
NCU06727	YPR069C
NCU07002	YNL139C
NCU05959	YMR197C
NCU00476	YLR022C
NCU06712	YMR314W
NCU09869	YER008C
NCU06031	YBL064C
NCU09025	YBL080C
NCU06175	YDR329C
NCU04652	YPL195W
NCU00188	YGL180W
NCU03558	YPL271W
NCU01919	YFR010W
NCU10049	YBR217W
NCU02256	YOR001W
NCU02285	YOL114C
NCU07844	YBL074C
NCU01455	YPL210C
NCU03341	YIL068C
NCU08888	YLR060W
NCU03503	YGL065C
NCU00194	YLR438W
NCU05410	YOL140W
NCU01930	YNL147W
NCU03471	YMR253C
NCU03471	YPL264C
NCU04187	YMR125W
NCU01515	YIL021W
NCU04252	YDR189W
NCU06367	YGL198W
NCU05301	YBL024W
NCU02459	YJR008W
NCU16657	YDR268W
NCU03277	YDR265W
NCU00958	YHR076W
NCU01236	YBR228W
NCU02781	YBR234C
NCU03692	YNL092W
NCU01675	YPL012W
NCU02137	YPL076W
NCU03150	YGL031C
NCU03150	YGR148C
NCU16399	YER074W-A
NCU11381	YNR043W
NCU02771	YDR047W
NCU00481	YLR389C
NCU06141	YPL172C
NCU06721	YGL143C
NCU06552	YBL082C
NCU02387	YDR335W
NCU00302	YBR265W
NCU06716	YBR265W
NCU00148	YBR265W
NCU10270	YCR060W
NCU03757	YDR012W
NCU03757	YBR031W
NCU01552	YGR118W
NCU01552	YPR132W
NCU01547	YOR261C
NCU02966	YPL151C
NCU08553	YGL070C
NCU07071	YNL288W
NCU06333	YPL094C
NCU02104	YAR003W
NCU04407	YOL124C
NCU07498	YGR258C
NCU00274	YBL088C
NCU00447	YDR062W
NCU00896	YKL212W
NCU01023	YJL063C
NCU01323	YFL008W
NCU09827	YDR257C
NCU09311	YHR070W
NCU09789	YNL220W
NCU03038	YDR064W
NCU03954	YLR212C
NCU08020	YNL082W
NCU04387	YGR020C
NCU03737	YOR187W
NCU03814	YLR382C
NCU07794	YPL252C
NCU02611	YPR112C
NCU01553	YNR041C
NCU03972	YPR108W
NCU01516	YOR232W
NCU07082	YLL018C
NCU00915	YLL018C
NCU01701	YDR109C
NCU00977	YJL096W
NCU08502	YBR181C
NCU08502	YPL090C
NCU03409	YKL149C
NCU07266	YLR172C
NCU08940	YDR529C
NCU08981	YMR211W
NCU05095	YFL022C
NCU03718	YGR036C
NCU07828	YPR067W
NCU08395	YPR082C
NCU03838	YGR063C
NCU06732	YNL045W
NCU07889	YNL118C
NCU00617	YOR281C
NCU05250	YDR180W
NCU02357	YMR308C
NCU00569	YGL127C
NCU04155	YNL232W
NCU00676	YJL180C
NCU02231	YOL093W
NCU01041	YKR087C
NCU06310	YHR201C
NCU02418	YDL146W
NCU04078	YGL256W
NCU06632	YGR082W
NCU00527	YPL098C
NCU07584	YDR323C
NCU06662	YBR104W
NCU04841	YHL002W
NCU03784	YBR235W
NCU08138	YKL087C
NCU05601	YAL039C
NCU07438	YOR181W
NCU04174	YLR281C
NCU04534	YOR269W
NCU04312	YOR269W
NCU10733	YGL094C
NCU04015	YNR006W
NCU00725	YJR125C
NCU00459	YPR117W
NCU00459	YLR454W
NCU06266	YDR440W
NCU06593	YBR200W
NCU09205	YNR063W
NCU08294	YNR063W
NCU08726	YNR063W
NCU03120	YNR063W
NCU06068	YNR063W
NCU05536	YNR063W
NCU05411	YNR063W
NCU06971	YNR063W
NCU02142	YNR063W
NCU10258	YNR063W
NCU02012	YNR063W
NCU07658	YDR170C
NCU01657	YPL132W
NCU01546	YDR044W
NCU04455	YNL124W
NCU07746	YBR155W
NCU06340	YBR155W
NCU00596	YLR239C
NCU06484	YGR270W
NCU07565	YJL157C
NCU05555	YJL157C
NCU04815	YML004C
NCU07259	YDR331W
NCU08678	YER007C-A
NCU03826	YPL048W
NCU03826	YGR201C
NCU03826	YKL081W
NCU06622	YPL213W
NCU02122	YNL275W
NCU01480	YNL275W
NCU06432	YOR369C
NCU01390	YKL095W
NCU00310	YGR047C
NCU02555	YJL081C
NCU03006	YML008C
NCU03625	YLR147C
NCU16560	YGL014W
NCU16560	YGL178W
NCU00200	YKL211C
NCU00220	YPR168W
NCU06893	YGL110C
NCU01637	YDR473C
NCU01596	YDL097C
NCU06230	YHR082C
NCU02421	YNL041C
NCU09216	YOR103C
NCU01784	YFL001W
NCU02083	YFR019W
NCU01013	YGL040C
NCU02208	YOR361C
NCU01922	YER175C
NCU01922	YHR209W
NCU06616	YER175C
NCU06616	YHR209W
NCU08280	YGR175C
NCU00656	YLR240W
NCU03217	YOL027C
NCU03217	YPR125W
NCU09809	YLL018C-A
NCU01951	YPL167C
NCU03597	YBL035C
NCU02499	YNL310C
NCU07393	YDL148C
NCU07608	YOR095C
NCU00345	YKL033W
NCU04059	YIL149C
NCU04059	YKR095W
NCU07482	YML021C
NCU02702	YDR248C
NCU07626	YDR248C
NCU02202	YHR079C
NCU00359	YNL107W
NCU02747	YFL034W
NCU08217	YKL154W
NCU01404	YOR201C
NCU00634	YKL006W
NCU00634	YHL001W
NCU06217	YPL043W
NCU06447	YCL001W
NCU06311	YLR126C
NCU00693	YOL142W
NCU11215	YHL010C
NCU06711	YJL055W
NCU06768	YBL038W
NCU01939	YJR132W
NCU02802	YOR130C
NCU01317	YDR418W
NCU01317	YEL054C
NCU04098	YPL059W
NCU03257	YPR138C
NCU03257	YGR121C
NCU01065	YNL142W
NCU06386	YPL227C
NCU01412	YOR323C
NCU06779	YNL048W
NCU08277	YJR007W
NCU03763	YJR006W
NCU01433	YGR123C
NCU08660	YBR257W
NCU08379	YER019C-A
NCU08379	YER087C-B
NCU11187	YDR292C
NCU02570	YNL035C
NCU11234	YGL169W
NCU09112	YLR071C
NCU01288	YDR159W
NCU00505	YGR074W
NCU03798	YDL217C
NCU08046	YDR429C
NCU06278	YNL163C
NCU08595	YKR081C
NCU06409	YNL308C
NCU08135	YDR097C
NCU08021	YFL025C
NCU03395	YLR447C
NCU05596	YCR023C
NCU12121	YCR023C
NCU02522	YCR023C
NCU09912	YCR023C
NCU03107	YCR023C
NCU07668	YCR023C
NCU06341	YCR023C
NCU05387	YIL164C
NCU00437	YIL165C
NCU07722	YNL207W
NCU00021	YMR012W
NCU03488	YEL021W
NCU03899	YIL144W
NCU01341	YLR298C
NCU06606	YEL024W
NCU07451	YGR264C
NCU01172	YDR027C
NCU00417	YCR063W
NCU02639	YOL058W
NCU00814	YLR181C
NCU07070	YLR276C
NCU01961	YBL019W
NCU02982	YHR200W
NCU08518	YNL110C
NCU00493	YFR051C
NCU07360	YGL018C
NCU08951	YDL208W
NCU05927	YLR289W
NCU04196	YJL125C
NCU03764	YOR272W
NCU09065	YOL034W
NCU02633	YNL286W
NCU02368	YLR088W
NCU08029	YJR142W
NCU05014	YJR142W
NCU05363	YGL048C
NCU02675	YOL010W
NCU10155	YPR175W
NCU08507	YGR211W
NCU01725	YLR316C
NCU04571	YCL031C
NCU08904	YOR056C
NCU06238	YOR141C
NCU08009	YEL032W
NCU02082	YDR301W
NCU02225	YMR218C
NCU02753	YNL253W
NCU06264	YOR005C
NCU06534	YMR247C
NCU02007	YER048W-A
NCU04787	YDR299W
NCU02388	YBR246W
NCU00466	YOL033W
NCU05714	YNL284C
NCU05750	YMR234W
NCU06495	YCL057C-A
NCU05890	YCR071C
NCU07023	YLR114C
NCU01916	YBR192W
NCU03076	YHR037W
NCU09998	YPR049C
NCU07992	YDR392W
NCU02434	YNL224C
NCU05272	YFL027C
NCU02834	YPL162C
NCU05207	YIL120W
NCU05207	YIL121W
NCU05207	YNL065W
NCU09876	YIL120W
NCU09876	YIL121W
NCU09876	YNL065W
NCU01411	YBR043C
NCU00875	YBR180W
NCU04886	YBR180W
NCU07938	YBR180W
NCU05166	YNR070W
NCU05166	YDR011W
NCU05166	YPL058C
NCU10009	YOR328W
NCU10009	YDR406W
NCU10009	YOR153W
NCU08056	YOR328W
NCU08056	YDR406W
NCU08056	YOR153W
NCU09830	YOR328W
NCU09830	YDR406W
NCU09830	YOR153W
NCU05591	YOR328W
NCU05591	YDR406W
NCU05591	YOR153W
NCU02147	YDR049W
NCU07472	YNR030W
NCU03084	YDR400W
NCU02055	YDR400W
NCU03297	YKR066C
NCU04595	YGR262C
NCU05902	YDR080W
NCU00409	YNL316C
NCU05222	YMR135C
NCU05452	YMR240C
NCU06708	YLR268W
NCU02136	YLR354C
NCU02136	YGR043C
NCU04265	YIL162W
NCU00714	YOR027W
NCU00924	YLR459W
NCU05876	YOR275C
NCU08001	YPL084W
NCU06663	YDR302W
NCU06764	YML092C
NCU01601	YJL124C
NCU09512	YLR438C-A
NCU04778	YNL036W
NCU08133	YNL036W
NCU03980	YJR064W
NCU04159	YDR339C
NCU09128	YAL043C
NCU06761	YDR294C
NCU07662	YDR142C
NCU00405	YPR081C
NCU00405	YBR121C
NCU06846	YDR497C
NCU06846	YOL103W
NCU04400	YML070W
NCU04400	YFL053W
NCU03779	YML070W
NCU03779	YFL053W
NCU01632	YDR127W
NCU09367	YLR305C
NCU08345	YOR339C
NCU07319	YGL137W
NCU04508	YHR143W-A
NCU06366	YDL128W
NCU00916	YDL128W
NCU00795	YDL128W
NCU07711	YDL128W
NCU07075	YDL128W
NCU09008	YIL096C
NCU02108	YAL044W-A
NCU02325	YMR217W
NCU04243	YNL075W
NCU02528	YGR280C
NCU01800	YBR251W
NCU03085	YJR022W
NCU04313	YBL013W
NCU06468	YLR106C
NCU03380	YFL002C
NCU02268	YER157W
NCU03827	YBR146W
NCU16769	YPL207W
NCU03799	YAL032C
NCU05710	YOR254C
NCU00169	YOR254C
NCU09302	YDL156W
NCU07300	YML096W
NCU00056	YER061C
NCU07321	YER134C
NCU08554	YJR017C
NCU06354	YOR159C
NCU04738	YIL150C
NCU06666	YJL153C
NCU04022	YLR387C
NCU04022	YBR267W
NCU00770	YHL030W
NCU00930	YHR005C-A
NCU00419	YNL113W
NCU05982	YOL096C
NCU02105	YGR024C
NCU02828	YBL097W
NCU00564	YPR166C
NCU04406	YBR105C
NCU04406	YGR066C
NCU06268	YPL045W
NCU05233	YPL146C
NCU03459	YOL073C
NCU00956	YIL110W
NCU04768	YOR356W
NCU02829	YFL045C
NCU02203	YDR266C
NCU09843	YMR093W
NCU09709	YDR188W
NCU03030	YPL097W
NCU12023	YHL004W
NCU16757	YHR089C
NCU06677	YLR066W
NCU00336	YJL109C
NCU03066	YER006W
NCU08952	YLR291C
NCU03137	YMR165C
NCU04448	YDR212W
NCU07171	YDL029W
NCU00655	YBR026C
NCU02467	YIR005W
NCU01174	YHR166C
NCU10847	YGR252W
NCU02428	YLR186W
NCU05252	YJR070C
NCU03504	YKR053C
NCU03504	YJL134W
NCU03632	YKL019W
NCU06497	YLR215C
NCU02658	YLR243W
NCU01441	YJR069C
NCU01918	YKL013C
NCU03854	YDL219W
NCU09570	YKR076W
NCU09570	YMR251W
NCU09570	YGR154C
NCU04368	YKR076W
NCU04368	YMR251W
NCU04368	YGR154C
NCU02923	YKL071W
NCU08763	YDR236C
NCU03970	YDR236C
NCU08094	YOR280C
NCU08094	YMR222C
NCU08691	YHR049W
NCU03748	YNR050C
NCU08071	YPL013C
NCU16845	YGR227W
NCU00122	YHR113W
NCU05783	YBL020W
NCU01227	YOR142W
NCU02650	YDL147W
NCU09313	YLR166C
NCU01486	YLR384C
NCU03018	YJL069C
NCU03357	YDL190C
NCU06508	YLL031C
NCU02513	YKL151C
NCU00597	YGR283C
NCU00597	YMR310C
NCU09091	YOR334W
NCU09091	YPL060W
NCU05293	YDR083W
NCU07263	YOR100C
NCU09131	YOL041C
NCU09261	YDR489W
NCU00736	YHR111W
NCU08874	YDR472W
NCU08368	YHR062C
NCU08359	YLR245C
NCU06949	YEL060C
NCU06949	YOR003W
NCU00673	YEL060C
NCU00673	YOR003W
NCU06055	YCR045C
NCU07159	YCR045C
NCU06228	YEL038W
NCU04837	YOR222W
NCU04837	YPL134C
NCU09094	YHR085W
NCU07814	YMR027W
NCU01611	YAR035W
NCU06244	YGR181W
NCU00091	YBL104C
NCU02587	YDR460W
NCU11237	YNL044W
NCU00376	YGR163W
NCU02293	YMR244C-A
NCU06719	YLR193C
NCU06924	YBL098W
NCU04125	YDR495C
NCU01069	YCR009C
NCU03495	YCR079W
NCU03425	YCR053W
NCU01954	YLR323C
NCU03596	YNL231C
NCU03596	YNL264C
NCU16771	YAL033W
NCU02133	YJR104C
NCU09463	YPL160W
NCU16378	YMR194C-B
NCU02605	YOR210W
NCU07851	YMR038C
NCU09488	YGR245C
NCU07560	YNL252C
NCU03394	YDR337W
NCU02036	YLR430W
NCU02036	YER176W
NCU01022	YIL091C
NCU09435	YMR061W
NCU05526	YDL182W
NCU05526	YDL131W
NCU02224	YER021W
NCU06052	YIR004W
NCU02805	YER048C
NCU07698	YDR166C
NCU03304	YER094C
NCU02200	YJL145W
NCU08689	YNL325C
NCU08706	YNL218W
NCU06578	YGL241W
NCU07755	YGR185C
NCU09218	YPL157W
NCU00281	YLR189C
NCU07473	YLR189C
NCU00679	YLR189C
NCU09301	YLR189C
NCU02353	YFL044C
NCU02840	YKL145W
NCU05295	YGR253C
NCU00622	YGR238C
NCU01643	YOR048C
NCU00115	YLR051C
NCU06051	YMR073C
NCU03956	YGL244W
NCU04611	YGR116W
NCU06803	YMR250W
NCU00678	YMR250W
NCU00134	YKL205W
NCU02052	YCR042C
NCU01667	YJL088W
NCU06284	YJL154C
NCU04780	YGL211W
NCU02541	YJL002C
NCU05776	YKL174C
NCU00648	YNR056C
NCU00648	YGL077C
NCU07175	YDL210W
NCU02998	YFR047C
NCU16003	Q0275
NCU01171	YLR274W
NCU01821	YFL030W
NCU10053	YOR074C
NCU00501	YPR144C
NCU01429	YOR184W
NCU09521	YMR131C
NCU07721	YHR027C
NCU03539	YER070W
NCU03539	YIL066C
NCU07188	YBL033C
NCU05983	YDR487C
NCU08767	YOR119C
NCU05129	YER090W
NCU05264	YER037W
NCU05264	YGL224C
NCU07299	YDL043C
NCU03492	YMR272C
NCU05267	YHR077C
NCU10762	YBR243C
NCU07726	YDR361C
NCU04177	YIL008W
NCU09571	YNL062C
NCU00690	YNL221C
NCU07567	YJL008C
NCU07265	YDL098C
NCU00621	YHR186C
NCU16337	YPL125W
NCU04190	YPR055W
NCU04541	YDR486C
NCU06322	YJL072C
NCU05292	YER143W
NCU11222	YOR308C
NCU03907	YLR435W
NCU00660	YMR293C
NCU09816	YOR065W
NCU01644	YDL058W
NCU05587	YLR085C
NCU05818	YKR070W
NCU03173	YKR070W
NCU04924	YKR070W
NCU03759	YGR171C
NCU01638	YOR341W
NCU02678	YLR271W
NCU09161	YCL001W-A
NCU09161	YNL001W
NCU03964	YCR054C
NCU07011	YLR409C
NCU07057	YBR282W
NCU00954	YHR075C
NCU00040	YBR079C
NCU06371	YPL029W
NCU04733	YJL092W
NCU01595	YLL011W
NCU06626	YBR097W
NCU00109	YPR040W
NCU02619	YLR401C
NCU05901	YNL172W
NCU05418	YHR068W
NCU00034	YDR410C
NCU09567	YOL064C
NCU05342	YOL064C
NCU04069	YOL064C
NCU09378	YJL140W
NCU02984	YJR014W
NCU02385	YGL232W
NCU07885	YKL018W
NCU03628	YLR222C
NCU02791	YLR318W
NCU02532	YPR066W
NCU07942	YDR087C
NCU04945	YKL195W
NCU00308	YNL022C
NCU06769	YBR087W
NCU06216	YDR325W
NCU04569	YKL215C
NCU10351	YEL029C
NCU10351	YNR027W
NCU11188	YBR136W
NCU01936	YDR419W
NCU04242	YMR080C
NCU02571	YPL028W
NCU09732	YPL028W
NCU00920	YPL040C
NCU02264	YGR078C
NCU02063	YKL134C
NCU00794	YCR072C
NCU08268	YMR028W
NCU09264	YJR024C
NCU01955	YNR007C
NCU08111	YDR465C
NCU00669	YEL002C
NCU16028	Q0250
NCU16016	Q0045
NCU16016	Q0070
NCU09892	YER087W
NCU02333	YPL111W
NCU08742	YMR201C
NCU02980	YEL004W
NCU00778	YHR181W
NCU01962	YGL191W
NCU05813	YNL177C
NCU10647	YER155C
NCU06998	YOR173W
NCU06998	YLR270W
NCU06774	YDR137W
NCU02701	YOL057W
NCU01099	YML121W
NCU04382	YDL117W
NCU04095	YDL117W
NCU04181	YNL070W
NCU00050	YGR193C
NCU05291	YDR071C
NCU05991	YLR100W
NCU02014	YGL050W
NCU00167	YKL047W
NCU02009	YOL152W
NCU00023	YOL152W
NCU00829	YOL152W
NCU03868	YOL152W
NCU08194	YOL152W
NCU00876	YOL152W
NCU02278	YOL152W
NCU02020	YOL152W
NCU09333	YGR044C
NCU06186	YGR044C
NCU09335	YGR044C
NCU03699	YGR044C
NCU02994	YGR044C
NCU06487	YGR044C
NCU04619	YGR044C
NCU00285	YGR044C
NCU06541	YOR099W
NCU01388	YBR199W
NCU04037	YIL085C
NCU04037	YNL029C
NCU06166	YIL085C
NCU06166	YNL029C
NCU05680	YIL085C
NCU05680	YNL029C
NCU09937	YKL046C
NCU09937	YMR238W
NCU02032	YKL046C
NCU02032	YMR238W
NCU03770	YKL046C
NCU03770	YMR238W
NCU02216	YKL046C
NCU02216	YMR238W
NCU06319	YKL046C
NCU06319	YMR238W
NCU08127	YKL046C
NCU08127	YMR238W
NCU04262	YKL046C
NCU04262	YMR238W
NCU06167	YOL119C
NCU06167	YOR306C
NCU16370	YOL119C
NCU16370	YOR306C
NCU05045	YOL119C
NCU05045	YOR306C
NCU05089	YOL119C
NCU05089	YOR306C
NCU09550	YOL119C
NCU09550	YOR306C
NCU09811	YOL119C
NCU09811	YOR306C
NCU09069	YOL119C
NCU09069	YOR306C
NCU06521	YGR288W
NCU06521	YBR297W
NCU06521	YPR196W
NCU06521	YFL052W
NCU09974	YGR288W
NCU09974	YBR297W
NCU09974	YPR196W
NCU09974	YFL052W
NCU10080	YGR288W
NCU10080	YBR297W
NCU10080	YPR196W
NCU10080	YFL052W
NCU07788	YGR288W
NCU07788	YBR297W
NCU07788	YPR196W
NCU07788	YFL052W
NCU08443	YGR288W
NCU08443	YBR297W
NCU08443	YPR196W
NCU08443	YFL052W
NCU00570	YDR045C
NCU05287	YLR439W
NCU04548	YNL262W
NCU04166	YGL099W
NCU06921	YDR364C
NCU06646	YDR079C-A
NCU01198	YDL207W
NCU03794	YCR057C
NCU07807	YKL060C
NCU07849	YOL055C
NCU07849	YPL258C
NCU07849	YPR121W
NCU04150	YAL025C
NCU03935	YJR139C
NCU04362	YGL174W
NCU03808	YMR128W
NCU01503	YDL060W
NCU05608	YJR066W
NCU05608	YKL203C
NCU03839	YOR077W
NCU09437	YGR090W
NCU07864	YKL021C
NCU07125	YER140W
NCU06875	YJR074W
NCU09894	YDR060W
NCU07395	YKL017C
NCU08663	YHR170W
NCU03186	YIL001W
NCU03194	YOR128C
NCU16025	Q0085
NCU08352	YDR353W
NCU08352	YHR106W
NCU04182	YOR319W
NCU03526	YDR390C
NCU04583	YIR042C
NCU01370	YBR060C
NCU06550	YNL333W
NCU06550	YFL059W
NCU06550	YMR096W
NCU02228	YGL155W
NCU09004	YPR016C
NCU02169	YLR003C
NCU05235	YLR009W
NCU07381	YMR137C
NCU03876	YMR146C
NCU04104	YGL238W
NCU00107	YNR020C
NCU04640	YPL237W
NCU06272	YMR229C
NCU06394	YNL059C
NCU07956	YOR145C
NCU02839	YDL143W
NCU09249	YEL003W
NCU01368	YER012W
NCU01257	YKL172W
NCU08931	YIL010W
NCU09793	YGL251C
NCU00133	YML069W
NCU04035	YBL008W
NCU08313	YBR153W
NCU02531	YGR099W
NCU07556	YPL082C
NCU00396	YML049C
NCU03961	YGR145W
NCU09407	YKR089C
NCU09407	YOR081C
NCU11180	YMR313C
NCU03325	YMR313C
NCU02372	YGR001C
NCU09366	YBL041W
NCU08810	YGR033C
NCU03637	YJR117W
NCU00404	YHR088W
NCU08119	YBR202W
NCU04606	YBR055C
NCU01164	YGL207W
NCU01118	YOR057W
NCU06424	YJR122W
NCU00966	YKL207W
NCU10895	YFL003C
NCU07646	YFL003C
NCU03344	YBR070C
NCU02438	YDR148C
NCU09290	YJL001W
NCU04404	YDR238C
NCU08729	YDR167W
NCU05594	YMR041C
NCU06870	YMR296C
NCU01539	YDL077C
NCU06595	YLR417W
NCU02017	YDR397C
NCU07041	YCL059C
NCU00264	YAL046C
NCU02237	YLL035W
NCU01758	YPL222W
NCU03465	YNL024C-A
NCU03276	YNL320W
NCU09745	YOR262W
NCU00727	YNR003C
NCU02961	YGR276C
NCU08036	YDR416W
NCU02452	YOR118W
NCU05999	YDL090C
NCU07440	YPL022W
NCU11353	YGR194C
NCU04817	YER141W
NCU06472	YPL001W
NCU02495	YGR093W
NCU08973	YKL196C
NCU03901	YGL153W
NCU07870	YNL102W
NCU08416	YBR269C
NCU03130	YOR111W
NCU08333	YNL239W
NCU07430	YMR042W
NCU07430	YMR043W
NCU07854	YER093C
NCU04604	YER046W
NCU01322	YKL028W
NCU04245	YHR117W
NCU04245	YNL121C
NCU01980	YPL030W
NCU08632	YOL138C
NCU07067	YLR057W
NCU05836	YLR057W
NCU09028	YLR057W
NCU03134	YLR057W
NCU01059	YLR057W
NCU02235	YLR057W
NCU02762	YGR217W
NCU16902	YLR050C
NCU04156	YMR202W
NCU03282	YJR025C
NCU02431	YDR143C
NCU09184	YJR078W
NCU05752	YJR078W
NCU03464	YML098W
NCU03333	YNL032W
NCU00348	YPR094W
NCU00944	YEL046C
NCU00407	YGL021W
NCU00407	YBL009W
NCU02149	YJR034W
NCU02624	YHR007C
NCU09312	YDL193W
NCU00178	YKL110C
NCU08324	YGR187C
NCU00242	YAL014C
NCU00242	YGL212W
NCU07547	YKL009W
NCU08323	YBR247C
NCU09325	YLR149C
NCU04327	YBL023C
NCU00077	YMR106C
NCU01524	YOL077C
NCU07365	YFR050C
NCU05803	YGL195W
NCU03047	YGR005C
NCU02631	YDR013W
NCU02409	YLR386W
NCU00512	YLR127C
NCU02066	YOR206W
NCU00567	YER069W
NCU01795	YOR091W
NCU08903	YHR072W-A
NCU06883	YLR016C
NCU10169	YGR021W
NCU02493	YOR362C
NCU02364	YLR074C
NCU03321	YMR049C
NCU00301	YDL153C
NCU04485	YDR365C
NCU04118	YER052C
NCU06033	YDR434W
NCU01806	YDL111C
NCU06839	YOL107W
NCU05593	YNL026W
NCU09700	YJL111W
NCU05620	YFL007W
NCU09380	YDR496C
NCU05781	YJL030W
NCU03233	YGR183C
NCU09297	YLR272C
NCU10483	YML005W
NCU02296	YIR027C
NCU01367	YPR137W
NCU09756	YNR038W
NCU02723	YBL102W
NCU07156	YBR248C
NCU08409	YGL026C
NCU02948	YCR004C
NCU02948	YDR032C
NCU02494	YBL004W
NCU17251	YKL053C-A
NCU00981	YER126C
NCU06104	YOR006C
NCU04153	YNL292W
NCU01008	YHR148W
NCU00293	YGL067W
NCU02207	YIL142W
NCU06057	YJR013W
NCU04898	YEL031W
NCU06869	YLR115W
NCU06491	YBR231C
NCU08441	YBR115C
NCU04531	YBR115C
NCU07119	YBR115C
NCU03010	YBR115C
NCU05194	YGL201C
NCU02053	YOR346W
NCU08825	YGL091C
NCU03042	YMR288W
NCU08357	YML102W
NCU03952	YJR002W
NCU00095	YOL145C
NCU03243	YER019W
NCU05717	YKL003C
NCU09442	YPL225W
NCU00276	YOR330C
NCU16656	YGL016W
NCU01506	YNL213C
NCU04165	YKL143W
NCU03073	YDR121W
NCU05895	YCR017C
NCU09609	YKL089W
NCU06579	YCL014W
NCU09576	YPL230W
NCU09576	YMR182C
NCU05064	YPL230W
NCU05064	YMR182C
NCU06249	YOL045W
NCU06249	YAL017W
NCU00155	YIL130W
NCU00155	YJL206C
NCU06656	YIL130W
NCU06656	YJL206C
NCU06028	YIL130W
NCU06028	YJL206C
NCU05383	YIL130W
NCU05383	YJL206C
NCU07139	YIL130W
NCU07139	YJL206C
NCU06351	YDL024C
NCU06351	YHR215W
NCU06351	YAR071W
NCU06351	YBR093C
NCU06351	YBR092C
NCU03255	YDL024C
NCU03255	YHR215W
NCU03255	YAR071W
NCU03255	YBR093C
NCU03255	YBR092C
NCU11364	YGL039W
NCU11364	YGL157W
NCU11364	YOL151W
NCU11364	YDR541C
NCU03358	YGL039W
NCU03358	YGL157W
NCU03358	YOL151W
NCU03358	YDR541C
NCU06951	YGL039W
NCU06951	YGL157W
NCU06951	YOL151W
NCU06951	YDR541C
NCU04033	YKL162C-A
NCU04033	YJL158C
NCU04033	YJL160C
NCU04033	YJL159W
NCU04033	YKL163W
NCU04033	YKL164C
NCU05492	YOR378W
NCU09172	YMR279C
NCU09172	YML116W
NCU04418	YMR279C
NCU04418	YML116W
NCU05735	YMR279C
NCU05735	YML116W
NCU04097	YFL028C
NCU04348	YPL217C
NCU06198	YER039C-A
NCU06198	YER039C
NCU06198	YGL225W
NCU09320	YER055C
NCU04461	YER044C
NCU06655	YOR059C
NCU06183	YLR148W
NCU07972	YLR262C-A
NCU06086	YIL070C
NCU08938	YER142C
NCU03622	YDR320C
NCU06232	YCL018W
NCU02419	YMR188C
NCU09847	YNL152W
NCU02546	YNR053C
NCU04646	YKL045W
NCU09930	YNL256W
NCU06360	YIL116W
NCU00337	YLR002C
NCU04277	YHR025W
NCU11426	YGR233C
NCU07554	YJL074C
NCU05278	YMR015C
NCU08121	YOR294W
NCU03068	YHR044C
NCU03068	YHR043C
NCU03068	YER062C
NCU03068	YIL053W
NCU08893	YDR116C
NCU10048	YBR176W
NCU01792	YKL117W
NCU03051	YLR129W
NCU01300	YOR202W
NCU03817	YML050W
NCU07732	YOR303W
NCU03771	YMR013C
NCU08668	YNR054C
NCU03133	YKL099C
NCU02456	YJL129C
NCU02456	YKR050W
NCU06449	YJL129C
NCU06449	YKR050W
NCU03639	YJR107W
NCU10506	YJR107W
NCU00105	YPL211W
NCU08115	YCR092C
NCU03669	YCL054W
NCU05894	YDR449C
NCU05238	YJR137C
NCU01235	YDL030W
NCU02406	YLR336C
NCU04411	YDR354W
NCU00823	YFR004W
NCU04136	YBR198C
NCU00602	YKR069W
NCU02661	YDR404C
NCU06549	YFL060C
NCU06549	YNL334C
NCU06549	YMR095C
NCU03949	YJR149W
NCU09931	YJR149W
NCU01275	YJR149W
NCU04803	YJR149W
NCU04001	YJL218W
NCU09283	YJL218W
NCU11312	YOL130W
NCU11312	YFL050C
NCU03312	YKL064W
NCU03029	YEL062W
NCU11367	YGL126W
NCU03195	YLR405W
NCU06457	YHR019C
NCU09255	YDR511W
NCU06631	YBR102C
NCU05541	YPL107W
NCU05281	YNL136W
NCU04409	YCR051W
NCU11129	YJL172W
NCU07960	YNR055C
NCU01968	YNR055C
NCU00728	YNR055C
NCU08887	YNR055C
NCU11347	YNR055C
NCU07621	YGL255W
NCU11414	YLR130C
NCU00860	YLR130C
NCU04819	YLR130C
NCU01036	YOR365C
NCU01036	YAL053W
NCU05785	YOR365C
NCU05785	YAL053W
NCU09253	YOR365C
NCU09253	YAL053W
NCU01978	YOR365C
NCU01978	YAL053W
NCU06781	YMR215W
NCU06850	YOL030W
NCU07253	YOL030W
NCU01162	YOL030W
NCU01754	YBR145W
NCU01754	YOL086C
NCU01754	YMR303C
NCU01754	YMR083W
NCU02476	YBR145W
NCU02476	YOL086C
NCU02476	YMR303C
NCU02476	YMR083W
NCU08063	YOR380W
NCU07535	YOR380W
NCU05308	YOR380W
NCU02214	YOR380W
NCU07945	YOR380W
