CG5589	YGL171W
Hsp83	YMR186W
Hsp83	YPL240C
Hsp83	YMR186W
Hsp83	YPL240C
ArfGAP3	YER122C
ArfGAP3	YER122C
ArfGAP3	YER122C
ArfGAP3	YER122C
ArfGAP3	YER122C
ArfGAP3	YER122C
ArfGAP3	YER122C
CG32371	YER016W
Eb1	YER016W
Eb1	YER016W
Eb1	YER016W
Eb1	YER016W
Eb1	YER016W
Eb1	YER016W
CG18190	YER016W
Pgi	YBR196C
Pgi	YBR196C
Pgi	YBR196C
Cln3	YJL059W
Cln3	YJL059W
CG33260	YAR008W
Cul3	YGR003W
Cul3	YGR003W
Cul3	YGR003W
Cul3	YGR003W
Xpd	YER171W
gskt	YDL079C
gskt	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
sgg	YDL079C
sgg	YMR139W
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
Hsc70Cb	YPL106C
Hsc70Cb	YBR169C
RpI135	YPR010C
RpIII128	YOR207C
RpII140	YOR151C
RpII140	YOR151C
CG4729	YBR042C
CG4729	YDR018C
CG4729	YBR042C
CG4729	YDR018C
CG4729	YBR042C
CG4729	YDR018C
CG4729	YBR042C
CG4729	YDR018C
CG4729	YBR042C
CG4729	YDR018C
CG4753	YBR042C
CG4753	YDR018C
CG4753	YBR042C
CG4753	YDR018C
CG4753	YBR042C
CG4753	YDR018C
eas	YDR147W
eas	YLR133W
eas	YDR147W
eas	YLR133W
eas	YDR147W
eas	YLR133W
CG5946	YIL043C
CG5946	YIL043C
CG5946	YIL043C
CG5946	YIL043C
CG5946	YIL043C
CG5946	YIL043C
CG5946	YIL043C
Ho	YLR205C
sbr	YPL169C
sbr	YPL169C
sbr	YPL169C
nxf4	YPL169C
anne	YOR291W
anne	YOR291W
anne	YOR291W
anne	YOR291W
anne	YOR291W
anne	YOR291W
anne	YOR291W
anne	YOR291W
anne	YOR291W
Ythdf	YDR374C
Ythdf	YDR374C
Ythdf	YDR374C
Ythdf	YDR374C
AP-1mu	YPL259C
AP-2mu	YOL062C
AP-2mu	YOL062C
AP-2mu	YOL062C
tws	YGL190C
tws	YGL190C
tws	YGL190C
tws	YGL190C
tws	YGL190C
tws	YGL190C
tws	YGL190C
tws	YGL190C
tws	YGL190C
CG8141	YER116C
CG34308	YER116C
Nhe3	YDR456W
Nhe3	YDR456W
Nhe3	YDR456W
Nhe3	YDR456W
Nhe3	YDR456W
Nhe3	YDR456W
Nhe1	YDR456W
Cbs	YGR012W
Cbs	YGR155W
Cbs	YGR012W
Cbs	YGR155W
Cbs	YGR012W
Cbs	YGR155W
Hrb98DE	YGR159C
Hrb98DE	YGR159C
Hrb98DE	YGR159C
Prp31	YGR091W
Top3beta	YLR234W
Top3beta	YLR234W
Top3alpha	YLR234W
CG11975	YGR223C
CG11975	YGR223C
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
l(1)G0196	YLR410W
PIG-N	YKL165C
Tomosyn	YPR032W
Tomosyn	YBL106C
Tomosyn	YPR032W
Tomosyn	YBL106C
Tomosyn	YPR032W
Tomosyn	YBL106C
Tomosyn	YPR032W
Tomosyn	YBL106C
Tomosyn	YPR032W
Tomosyn	YBL106C
Tomosyn	YPR032W
Tomosyn	YBL106C
Tomosyn	YPR032W
Tomosyn	YBL106C
ebi	YBR103W
Pka-C3	YPL203W
Pka-C3	YKL166C
Pka-C3	YJL164C
Pka-C1	YPL203W
Pka-C1	YKL166C
Pka-C1	YJL164C
Pka-C1	YPL203W
Pka-C1	YKL166C
Pka-C1	YJL164C
Pka-C1	YPL203W
Pka-C1	YKL166C
Pka-C1	YJL164C
Mal-A5	YIL172C
Mal-A5	YJL221C
Mal-A5	YOL157C
Mal-A5	YGR287C
Mal-A5	YBR299W
Mal-A5	YGR292W
Mal-A5	YJL216C
Mal-A5	YIL172C
Mal-A5	YJL221C
Mal-A5	YOL157C
Mal-A5	YGR287C
Mal-A5	YBR299W
Mal-A5	YGR292W
Mal-A5	YJL216C
Mal-A5	YIL172C
Mal-A5	YJL221C
Mal-A5	YOL157C
Mal-A5	YGR287C
Mal-A5	YBR299W
Mal-A5	YGR292W
Mal-A5	YJL216C
Mal-A4	YIL172C
Mal-A4	YJL221C
Mal-A4	YOL157C
Mal-A4	YGR287C
Mal-A4	YBR299W
Mal-A4	YGR292W
Mal-A4	YJL216C
Mal-A3	YIL172C
Mal-A3	YJL221C
Mal-A3	YOL157C
Mal-A3	YGR287C
Mal-A3	YBR299W
Mal-A3	YGR292W
Mal-A3	YJL216C
Mal-A6	YIL172C
Mal-A6	YJL221C
Mal-A6	YOL157C
Mal-A6	YGR287C
Mal-A6	YBR299W
Mal-A6	YGR292W
Mal-A6	YJL216C
Mal-A6	YIL172C
Mal-A6	YJL221C
Mal-A6	YOL157C
Mal-A6	YGR287C
Mal-A6	YBR299W
Mal-A6	YGR292W
Mal-A6	YJL216C
Mal-A8	YIL172C
Mal-A8	YJL221C
Mal-A8	YOL157C
Mal-A8	YGR287C
Mal-A8	YBR299W
Mal-A8	YGR292W
Mal-A8	YJL216C
Mal-A7	YIL172C
Mal-A7	YJL221C
Mal-A7	YOL157C
Mal-A7	YGR287C
Mal-A7	YBR299W
Mal-A7	YGR292W
Mal-A7	YJL216C
Mal-A7	YIL172C
Mal-A7	YJL221C
Mal-A7	YOL157C
Mal-A7	YGR287C
Mal-A7	YBR299W
Mal-A7	YGR292W
Mal-A7	YJL216C
Mal-A1	YIL172C
Mal-A1	YJL221C
Mal-A1	YOL157C
Mal-A1	YGR287C
Mal-A1	YBR299W
Mal-A1	YGR292W
Mal-A1	YJL216C
Mal-A2	YIL172C
Mal-A2	YJL221C
Mal-A2	YOL157C
Mal-A2	YGR287C
Mal-A2	YBR299W
Mal-A2	YGR292W
Mal-A2	YJL216C
Mal-B2	YIL172C
Mal-B2	YJL221C
Mal-B2	YOL157C
Mal-B2	YGR287C
Mal-B2	YBR299W
Mal-B2	YGR292W
Mal-B2	YJL216C
Mal-B2	YIL172C
Mal-B2	YJL221C
Mal-B2	YOL157C
Mal-B2	YGR287C
Mal-B2	YBR299W
Mal-B2	YGR292W
Mal-B2	YJL216C
Mal-B2	YIL172C
Mal-B2	YJL221C
Mal-B2	YOL157C
Mal-B2	YGR287C
Mal-B2	YBR299W
Mal-B2	YGR292W
Mal-B2	YJL216C
Mal-B1	YIL172C
Mal-B1	YJL221C
Mal-B1	YOL157C
Mal-B1	YGR287C
Mal-B1	YBR299W
Mal-B1	YGR292W
Mal-B1	YJL216C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
CLIP-190	YCL029C
Rab11	YER031C
Rab11	YGL210W
Rab11	YER031C
Rab11	YGL210W
Rga	YDL165W
Rga	YDL165W
Rga	YDL165W
CG15262	YDL165W
RhoGDI	YDL135C
RhoGDI	YDL135C
eEF5	YEL034W
eEF5	YJR047C
eEF5	YEL034W
eEF5	YJR047C
Pfdn6	YLR200W
Pfdn6	YLR200W
ATPsynC	Q0130
ATPsynC	Q0130
ATPsynC	Q0130
ATPsynC	Q0130
ATPsynC	Q0130
ATPsynC	Q0130
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
slgA	YLR142W
CG1544	YIL125W
CG33791	YIL125W
CG33791	YIL125W
CG33791	YIL125W
CG33791	YIL125W
CG33791	YIL125W
CG33791	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Nc73EF	YIL125W
Mlh1	YMR167W
Mlh1	YMR167W
Alas	YDR232W
l(3)02640	YDL205C
drk	YPR154W
drk	YGR136W
drk	YPR154W
drk	YGR136W
drk	YPR154W
drk	YGR136W
drk	YPR154W
drk	YGR136W
drk	YPR154W
drk	YGR136W
Rab1	YFL038C
Rab8	YFL005W
Rab8	YFL005W
Rab10	YFL005W
ncd	YPR141C
ncd	YPR141C
CG5532	YJR085C
CG5532	YJR085C
CG2316	YPL147W
CG2316	YPL147W
CG2316	YPL147W
CG2316	YPL147W
CG2316	YPL147W
CG2316	YPL147W
Pmp70	YKL188C
Pmp70	YKL188C
Pmp70	YKL188C
Pmp70	YKL188C
IntS11	YLR277C
Cpsf73	YLR277C
PHGPx	YKL026C
PHGPx	YIR037W
PHGPx	YBR244W
PHGPx	YKL026C
PHGPx	YIR037W
PHGPx	YBR244W
PHGPx	YKL026C
PHGPx	YIR037W
PHGPx	YBR244W
CG15116	YKL026C
CG15116	YIR037W
CG15116	YBR244W
Adck	YLR253W
Adck	YLR253W
CG10778	YMR101C
CG10778	YBR002C
CG10778	YMR101C
CG10778	YBR002C
CG14740	YPR001W
kdn	YNR001C
kdn	YCR005C
kdn	YNR001C
kdn	YCR005C
CG13667	YPR048W
CG13667	YPR048W
Cpr	YFR030W
Cpr	YHR042W
Cpr	YFR030W
Cpr	YHR042W
Cpr	YFR030W
Cpr	YHR042W
Cpr	YFR030W
Cpr	YHR042W
CG7069	YAL038W
CG7069	YOR347C
CG2964	YAL038W
CG2964	YOR347C
PyK	YAL038W
PyK	YOR347C
PyK	YAL038W
PyK	YOR347C
HDAC1	YNL330C
HDAC3	YGL194C
pont	YDR190C
rept	YPL235W
rept	YPL235W
rept	YPL235W
Der-2	YBR201W
Der-2	YDR411C
Der-1	YBR201W
Der-1	YDR411C
Der-1	YBR201W
Der-1	YDR411C
cuff	YGL246C
CG9125	YGL246C
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG1882	YLR099C
CG1882	YDR125C
CG1882	YGR110W
CG32103	YNL083W
CG32103	YNL083W
CG32103	YNL083W
CG32103	YNL083W
Tip60	YOR244W
Tip60	YOR244W
Tip60	YOR244W
Hel25E	YDL084W
Hel25E	YDL084W
Hel25E	YDL084W
CanA-14F	YLR433C
CanA-14F	YML057W
CanA-14F	YLR433C
CanA-14F	YML057W
CanA-14F	YLR433C
CanA-14F	YML057W
CanA-14F	YLR433C
CanA-14F	YML057W
Pp2B-14D	YLR433C
Pp2B-14D	YML057W
Pp2B-14D	YLR433C
Pp2B-14D	YML057W
Pp2B-14D	YLR433C
Pp2B-14D	YML057W
CanA1	YLR433C
CanA1	YML057W
CanA1	YLR433C
CanA1	YML057W
CanA1	YLR433C
CanA1	YML057W
Rho1	YPR165W
Rho1	YNL090W
Rho1	YPR165W
Rho1	YNL090W
Rho1	YPR165W
Rho1	YNL090W
Rho1	YPR165W
Rho1	YNL090W
Rho1	YPR165W
Rho1	YNL090W
Rho1	YPR165W
Rho1	YNL090W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
CG7115	YDL006W
CG7115	YDL006W
CG7115	YDL006W
CG7115	YDL006W
CG7115	YDL006W
CG10376	YBR125C
alpha-Man-Ib	YJR131W
CTPsyn	YBL039C
CTPsyn	YJR103W
CTPsyn	YBL039C
CTPsyn	YJR103W
CTPsyn	YBL039C
CTPsyn	YJR103W
eIF5	YPR041W
eIF5	YPR041W
eIF5	YPR041W
eIF5	YPR041W
eIF5	YPR041W
eIF5	YPR041W
eIF5	YPR041W
UQCR-C1	YLR163C
UQCR-C1	YBL045C
UQCR-C1	YLR163C
UQCR-C1	YBL045C
CG8728	YHR024C
eIF1A	YMR260C
eIF1A	YMR260C
eIF1A	YMR260C
SRPK	YMR216C
SRPK	YMR216C
Srpk79D	YMR216C
Srpk79D	YMR216C
Srpk79D	YMR216C
Srpk79D	YMR216C
Srpk79D	YMR216C
Srpk79D	YMR216C
Srpk79D	YMR216C
CG1941	YOR245C
CG1941	YOR245C
CG1941	YOR245C
CG1941	YOR245C
CG1942	YOR245C
CG1946	YOR245C
PIG-Q	YGR216C
PIG-Q	YGR216C
AP-1-2beta	YJR005W
AP-1-2beta	YKL135C
CG14512	YGL047W
Adk3	YER170W
Adk3	YER170W
Adk3	YER170W
Adk3	YER170W
Adk2	YDR226W
SPoCk	YGL167C
SPoCk	YGL167C
SPoCk	YGL167C
SPoCk	YGL167C
SPoCk	YGL167C
SPoCk	YGL167C
SPoCk	YGL167C
CG33722	YMR067C
CG33722	YMR067C
CG33722	YMR067C
CG33722	YMR067C
step	YBL060W
step	YPR095C
coro	YLR429W
coro	YLR429W
coro	YLR429W
coro	YLR429W
coro	YLR429W
coro	YLR429W
coro	YLR429W
tral	YPR129W
tral	YPR129W
tral	YPR129W
tral	YPR129W
tral	YPR129W
tral	YPR129W
tral	YPR129W
tral	YPR129W
tral	YPR129W
Ubi-p5E	YLL039C
Ubi-p5E	YLL039C
Ubi-p63E	YLL039C
Ubi-p63E	YLL039C
Ubi-p63E	YLL039C
Ubi-p63E	YLL039C
nop5	YOR310C
Nop56	YLR197W
Bap60	YNR023W
Bap60	YCR052W
lmgA	YDL008W
lmgA	YDL008W
lmgA	YDL008W
lmgA	YDL008W
PIG-T	YHR188C
ct	YKL179C
ct	YKL179C
ct	YKL179C
Droj2	YMR214W
Droj2	YPR061C
Droj2	YNL064C
Droj2	YMR214W
Droj2	YPR061C
Droj2	YNL064C
Droj2	YMR214W
Droj2	YPR061C
Droj2	YNL064C
Droj2	YMR214W
Droj2	YPR061C
Droj2	YNL064C
Droj2	YMR214W
Droj2	YPR061C
Droj2	YNL064C
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
CG42668	YKR003W
fry	YIL129C
fry	YIL129C
fry	YIL129C
fry	YIL129C
fry	YIL129C
fry	YIL129C
fry	YIL129C
fry	YIL129C
CG4186	YHR116W
CG4186	YHR116W
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Sam-S	YLR180W
Sam-S	YDR502C
Nedd8	YDR139C
Nedd8	YDR139C
Gapdh1	YGR192C
Gapdh1	YJR009C
Gapdh1	YJL052W
Gapdh1	YGR192C
Gapdh1	YJR009C
Gapdh1	YJL052W
Gapdh2	YGR192C
Gapdh2	YJR009C
Gapdh2	YJL052W
Gapdh2	YGR192C
Gapdh2	YJR009C
Gapdh2	YJL052W
CG9010	YGR192C
CG9010	YJR009C
CG9010	YJL052W
CG2901	YIL047C
CG10481	YIL047C
CG7536	YIL047C
CG7536	YIL047C
CG7536	YIL047C
CG7536	YIL047C
CG10483	YIL047C
CG10103	YNL265C
CG10103	YNL265C
CG10103	YNL265C
CG10103	YNL265C
CG10103	YNL265C
CG10103	YNL265C
RpL17	YJL177W
RpL17	YKL180W
RpL17	YJL177W
RpL17	YKL180W
RpL17	YJL177W
RpL17	YKL180W
RpL17	YJL177W
RpL17	YKL180W
RpL17	YJL177W
RpL17	YKL180W
Dbi	YGR037C
Dbi	YGR037C
zetaCOP	YPL010W
zetaCOP	YPL010W
zetaCOP	YPL010W
ATP7	YDR270W
ATP7	YDR270W
CG1271	YHL032C
CG1271	YHL032C
CG1271	YHL032C
CG1271	YHL032C
Gk1	YHL032C
Gk1	YHL032C
Gk2	YHL032C
Gk2	YHL032C
Gk2	YHL032C
Gk2	YHL032C
Gk2	YHL032C
Gk2	YHL032C
eIF2Bepsilon	YDR211W
eIF2Bepsilon	YDR211W
CG12795	YNL155W
CG2616	YGR257C
CG2616	YGR257C
Shawn	YGR257C
Shawn	YGR257C
Shawn	YGR257C
Shawn	YGR257C
AhcyL1	YER043C
AhcyL2	YER043C
AhcyL2	YER043C
Ahcy	YER043C
Ahcy	YER043C
Ahcy	YER043C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
Rab5	YOR089C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
RpL15	YMR121C
RpL15	YLR029C
CG17337	YFR044C
CG17337	YFR044C
CG5830	YLL010C
CG5830	YLR019W
CG5830	YLL010C
CG5830	YLR019W
CG9589	YOR278W
CG1885	YOR278W
CG1885	YOR278W
Rop	YDR164C
Rop	YDR164C
CG6415	YDR019C
Sec31	YDL195W
Sec31	YDL195W
Sec31	YDL195W
Sec31	YDL195W
CG6145	YJR049C
CG6145	YEL041W
CG6145	YJR049C
CG6145	YEL041W
CG6145	YJR049C
CG6145	YEL041W
CG6145	YJR049C
CG6145	YEL041W
CG6145	YJR049C
CG6145	YEL041W
CG33156	YJR049C
CG33156	YEL041W
CG33156	YJR049C
CG33156	YEL041W
CG33156	YJR049C
CG33156	YEL041W
CG33156	YJR049C
CG33156	YEL041W
CG33156	YJR049C
CG33156	YEL041W
Pglym87	YKL152C
Pglym87	YDL021W
Pglym87	YOL056W
Pglym78	YKL152C
Pglym78	YDL021W
Pglym78	YOL056W
Pglym78	YKL152C
Pglym78	YDL021W
Pglym78	YOL056W
Pglym78	YKL152C
Pglym78	YDL021W
Pglym78	YOL056W
CG7059	YKL152C
CG7059	YDL021W
CG7059	YOL056W
CG7059	YKL152C
CG7059	YDL021W
CG7059	YOL056W
CG7059	YKL152C
CG7059	YDL021W
CG7059	YOL056W
COX6B	YLR038C
COX6B	YLR038C
COX6B	YLR038C
COX6B	YLR038C
CG5484	YNL263C
CG5484	YNL263C
CG5484	YNL263C
mEFG1	YLR069C
mRRF2	YJL102W
mRRF2	YJL102W
e(y)1	YMR236W
CG10073	YBR074W
CG10073	YBR074W
CG10081	YBR074W
CG10081	YBR074W
CG30049	YBR074W
CG30047	YBR074W
CG30043	YBR074W
CG33012	YBR074W
CG13160	YBR074W
CG13160	YBR074W
CG10051	YBR074W
CG9416	YBR074W
CG9416	YBR074W
CG11961	YBR074W
CG11961	YBR074W
CG11961	YBR074W
CG10062	YBR074W
CG10062	YBR074W
CG10062	YBR074W
CG4645	YGL161C
CG4645	YGL161C
CG4645	YGL161C
CG9186	YPR147C
CG9186	YPR147C
RpS10b	YOR293W
RpS10b	YMR230W
RpS10b	YOR293W
RpS10b	YMR230W
RpS10b	YOR293W
RpS10b	YMR230W
RpS10b	YOR293W
RpS10b	YMR230W
RpS10a	YOR293W
RpS10a	YMR230W
capt	YNL138W
capt	YNL138W
capt	YNL138W
Synj	YNL106C
Synj	YOR109W
Synj	YIL002C
Synj	YNL106C
Synj	YOR109W
Synj	YIL002C
Synj	YNL106C
Synj	YOR109W
Synj	YIL002C
Eps-15	YNL084C
Eps-15	YBL047C
Eps-15	YNL084C
Eps-15	YBL047C
Eps-15	YNL084C
Eps-15	YBL047C
Eps-15	YNL084C
Eps-15	YBL047C
DIP2	YOR093C
DIP2	YOR093C
DIP2	YOR093C
DIP2	YOR093C
DIP2	YOR093C
Clc	YGR167W
Clc	YGR167W
Clc	YGR167W
Clc	YGR167W
CG18815	YLR118C
CG18815	YLR118C
CG18815	YLR118C
CG18815	YLR118C
CG18815	YLR118C
rump	YCL011C
rump	YNL004W
rump	YCL011C
rump	YNL004W
CG5522	YLR310C
CG5522	YLR310C
CG5522	YLR310C
CG5522	YLR310C
CG5522	YLR310C
CG5522	YLR310C
ORMDL	YLR350W
ORMDL	YGR038W
CG5021	YDR084C
CG5021	YDR084C
CG5021	YDR084C
CG5021	YDR084C
Nf-YA	YGL237C
Vps13	YLL040C
Vps13	YLL040C
Rm62	YNL112W
Rm62	YNL112W
Rm62	YNL112W
Rm62	YNL112W
Rm62	YNL112W
Rm62	YNL112W
Rm62	YNL112W
CG10077	YNL112W
CG6950	YJL060W
CG6950	YJL060W
CG6950	YJL060W
CG6950	YJL060W
l(2)tid	YFL016C
l(2)tid	YFL016C
l(2)tid	YFL016C
l(2)tid	YFL016C
l(2)tid	YFL016C
vnc	YHR013C
vnc	YHR013C
vnc	YHR013C
vnc	YHR013C
vnc	YHR013C
Atg4a	YNL223W
Atg4a	YNL223W
puc	YIL113W
puc	YNL053W
CG17698	YER129W
CG17698	YGL179C
CG17698	YER129W
CG17698	YGL179C
CG17698	YER129W
CG17698	YGL179C
CG17698	YER129W
CG17698	YGL179C
Smr	YCR033W
Smr	YCR033W
Smr	YCR033W
Smr	YCR033W
Nurf-38	YBR011C
Nurf-38	YMR267W
Nurf-38	YBR011C
Nurf-38	YMR267W
Nurf-38	YBR011C
Nurf-38	YMR267W
Ldsdh1	YLR426W
Ldsdh1	YDL114W
CG15629	YLR426W
CG15629	YDL114W
CG9265	YLR426W
CG9265	YDL114W
CG9265	YLR426W
CG9265	YDL114W
CG9265	YLR426W
CG9265	YDL114W
CG9265	YLR426W
CG9265	YDL114W
Git	YLR313C
Vps4	YPR173C
Vps4	YPR173C
Fign	YER047C
Fign	YER047C
Nup98-96	YGL092W
Nup98-96	YGL092W
Nup98-96	YGL092W
Rad23	YEL037C
Rad23	YEL037C
Rad23	YEL037C
CG10694	YEL037C
bic	YPL037C
bic	YDR252W
bic	YPL037C
bic	YDR252W
CG11835	YPL037C
CG11835	YDR252W
CG11835	YPL037C
CG11835	YDR252W
CG11835	YPL037C
CG11835	YDR252W
CG11835	YPL037C
CG11835	YDR252W
Shmt	YBR263W
Shmt	YLR058C
Shmt	YBR263W
Shmt	YLR058C
Shmt	YBR263W
Shmt	YLR058C
Nacalpha	YHR193C
Nacalpha	YHR193C
Nacalpha	YHR193C
Nacalpha	YHR193C
RNaseZ	YKR079C
Fim	YDR129C
Fim	YDR129C
Fim	YDR129C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaA	YGR244C
ScsbetaG	YGR244C
ScsbetaG	YGR244C
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Cnot4	YER068W
Evi5	YMR192W
Evi5	YPL249C
Evi5	YMR192W
Evi5	YPL249C
Evi5	YMR192W
Evi5	YPL249C
Evi5	YMR192W
Evi5	YPL249C
Evi5	YMR192W
Evi5	YPL249C
Ino80	YGL150C
dom	YDR334W
dom	YDR334W
dom	YDR334W
dom	YDR334W
RpL26	YLR344W
RpL26	YGR034W
RpL26	YLR344W
RpL26	YGR034W
RpL26	YLR344W
RpL26	YGR034W
ctp	YDR424C
ctp	YDR424C
ctp	YDR424C
Cdlc2	YDR424C
Cdlc2	YDR424C
Cdlc2	YDR424C
ctp	YDR424C
AP-2alpha	YBL037W
AP-2alpha	YBL037W
Gss1	YOL049W
Gss1	YOL049W
Gss2	YOL049W
Gss2	YOL049W
Gss1	YOL049W
Gss1	YOL049W
Gss2	YOL049W
Gss1	YOL049W
Gss2	YOL049W
Gss2	YOL049W
Gss1	YOL049W
Gss2	YOL049W
Gss1	YOL049W
Gss2	YOL049W
CG10075	YPL215W
AdSL	YLR359W
rt	YJR143C
tw	YDL095W
tw	YDL093W
tw	YAL023C
tw	YOR321W
tw	YGR199W
tw	YDL095W
tw	YDL093W
tw	YAL023C
tw	YOR321W
tw	YGR199W
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
nSyb	YAL030W
nSyb	YOR327C
Chd64	YOR367W
Chd64	YOR367W
CG5023	YOR367W
Mp20	YOR367W
Mp20	YOR367W
Lasp	YCR088W
Lasp	YCR088W
Lasp	YCR088W
Lasp	YCR088W
CG34367	YDR451C
CG34367	YDR451C
CG34367	YDR451C
otp	YDR451C
otp	YDR451C
otp	YDR451C
otp	YDR451C
otp	YDR451C
otp	YDR451C
otp	YDR451C
otp	YDR451C
uex	YOL060C
uex	YOL060C
uex	YOL060C
uex	YOL060C
CG12746	YDR284C
CG12746	YDR503C
CG12746	YDR284C
CG12746	YDR503C
CG12746	YDR284C
CG12746	YDR503C
TMS1	YDR105C
TMS1	YDR105C
TMS1	YDR105C
TMS1	YDR105C
TMS1	YDR105C
TMS1	YDR105C
GlnRS	YOR168W
Hsp60B	YLR259C
Hsp60D	YLR259C
Hsp60D	YLR259C
Hsp60C	YLR259C
Hsp60C	YLR259C
Hsp60C	YLR259C
Hsp60A	YLR259C
Hsp60A	YLR259C
Vps53	YJL029C
Cdk9	YKL139W
Cdk12	YKL139W
Cdk12	YKL139W
Cdk12	YKL139W
CG3808	YKR056W
ArfGAP1	YDL226C
ArfGAP1	YDL226C
Tpc1	YGR096W
Tpc1	YGR096W
Tpc2	YGR096W
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
AMPdeam	YML035C
TfIIS	YGL043W
TfIIS	YGL043W
CG8117	YGL043W
RpLP0	YLR340W
RpLP0	YLR340W
CG7564	YDL087C
CG7564	YDL087C
CG7564	YDL087C
CG7564	YDL087C
Syx16	YOL018C
TBCD	YOR349W
fzr2	YGL003C
fzr	YGL003C
fzr	YGL003C
fzy	YGL116W
Pabp2	YIR001C
Pabp2	YIR001C
CG2974	YNL200C
CG31473	YBR035C
sgll	YBR035C
sgll	YBR035C
VhaM9.7-d	YCL005W-A
VhaM9.7-b	YCL005W-A
