AT3G09720	CG5589
AT2G44410	CG8141
AT2G44410	CG34308
AT2G42030	CG32581
AT2G42030	CG32581
AT2G42030	CG8974
AT2G42030	CG8974
AT2G42030	CG8974
AT2G42030	CG8974
AT2G42030	CG8974
AT2G42030	CG32847
AT2G42030	CG8141
AT2G42030	CG34308
AT3G58030	CG32581
AT3G58030	CG32581
AT3G58030	CG8974
AT3G58030	CG8974
AT3G58030	CG8974
AT3G58030	CG8974
AT3G58030	CG8974
AT3G58030	CG32847
AT3G58030	CG8141
AT3G58030	CG34308
AT4G28270	CG32581
AT4G28270	CG32581
AT4G28270	CG8974
AT4G28270	CG8974
AT4G28270	CG8974
AT4G28270	CG8974
AT4G28270	CG8974
AT4G28270	CG32847
AT4G28270	CG8141
AT4G28270	CG34308
AT4G03510	CG32581
AT4G03510	CG32581
AT4G03510	CG8974
AT4G03510	CG8974
AT4G03510	CG8974
AT4G03510	CG8974
AT4G03510	CG8974
AT4G03510	CG32847
AT4G03510	CG8141
AT4G03510	CG34308
AT4G27470	CG32581
AT4G27470	CG32581
AT4G27470	CG8974
AT4G27470	CG8974
AT4G27470	CG8974
AT4G27470	CG8974
AT4G27470	CG8974
AT4G27470	CG32847
AT4G27470	CG8141
AT4G27470	CG34308
AT1G44820	CG6465
AT1G44820	CG6738
AT1G44820	CG6733
AT1G44820	CG17109
AT1G44820	CG17109
AT1G44820	CG17110
AT1G44820	CG17110
AT1G44820	CG17110
AT1G44820	CG6726
AT1G44820	CG6726
AT1G44820	CG6726
AT1G44180	CG6465
AT1G44180	CG6738
AT1G44180	CG6733
AT1G44180	CG17109
AT1G44180	CG17109
AT1G44180	CG17110
AT1G44180	CG17110
AT1G44180	CG17110
AT1G44180	CG6726
AT1G44180	CG6726
AT1G44180	CG6726
AT4G38220	CG6465
AT4G38220	CG6738
AT4G38220	CG6733
AT4G38220	CG17109
AT4G38220	CG17109
AT4G38220	CG17110
AT4G38220	CG17110
AT4G38220	CG17110
AT4G38220	CG6726
AT4G38220	CG6726
AT4G38220	CG6726
AT1G79610	Nhe3
AT1G79610	Nhe3
AT1G79610	Nhe3
AT1G79610	Nhe3
AT1G79610	Nhe3
AT1G79610	Nhe3
AT1G79610	Nhe1
AT1G54370	Nhe3
AT1G54370	Nhe3
AT1G54370	Nhe3
AT1G54370	Nhe3
AT1G54370	Nhe3
AT1G54370	Nhe3
AT1G54370	Nhe1
AT1G55880	Cbs
AT1G55880	Cbs
AT1G55880	Cbs
AT3G22460	Cbs
AT3G22460	Cbs
AT3G22460	Cbs
AT4G14880	Cbs
AT4G14880	Cbs
AT4G14880	Cbs
AT3G61440	Cbs
AT3G61440	Cbs
AT3G61440	Cbs
AT2G43750	Cbs
AT2G43750	Cbs
AT2G43750	Cbs
AT3G59760	Cbs
AT3G59760	Cbs
AT3G59760	Cbs
AT5G28020	Cbs
AT5G28020	Cbs
AT5G28020	Cbs
AT5G28030	Cbs
AT5G28030	Cbs
AT5G28030	Cbs
AT3G04940	Cbs
AT3G04940	Cbs
AT3G04940	Cbs
AT3G03630	Cbs
AT3G03630	Cbs
AT3G03630	Cbs
AT1G60000	Hrb98DE
AT1G60000	Hrb98DE
AT1G60000	Hrb98DE
AT3G52150	Hrb98DE
AT3G52150	Hrb98DE
AT3G52150	Hrb98DE
AT3G52380	Hrb98DE
AT3G52380	Hrb98DE
AT3G52380	Hrb98DE
AT3G53460	Hrb98DE
AT3G53460	Hrb98DE
AT3G53460	Hrb98DE
AT2G37220	Hrb98DE
AT2G37220	Hrb98DE
AT2G37220	Hrb98DE
AT4G24770	Hrb98DE
AT4G24770	Hrb98DE
AT4G24770	Hrb98DE
AT5G50250	Hrb98DE
AT5G50250	Hrb98DE
AT5G50250	Hrb98DE
AT1G70400	Prp31
AT1G60170	Prp31
AT2G32000	Top3beta
AT2G32000	Top3beta
AT5G63920	Top3alpha
AT3G56440	CG11975
AT3G56440	CG11975
AT2G40810	CG11975
AT2G40810	CG11975
AT5G05150	CG11975
AT5G05150	CG11975
AT3G62770	CG11975
AT3G62770	CG11975
AT2G47720	CG11975
AT2G47720	CG11975
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT3G01310	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT5G15070	l(1)G0196
AT3G01380	PIG-N
AT3G08650	Zip48C
AT4G35560	Tomosyn
AT4G35560	Tomosyn
AT4G35560	Tomosyn
AT4G35560	Tomosyn
AT4G35560	Tomosyn
AT4G35560	Tomosyn
AT4G35560	Tomosyn
AT5G05570	Tomosyn
AT5G05570	Tomosyn
AT5G05570	Tomosyn
AT5G05570	Tomosyn
AT5G05570	Tomosyn
AT5G05570	Tomosyn
AT5G05570	Tomosyn
AT5G21160	larp
AT5G21160	larp
AT5G21160	larp
AT5G21160	larp
AT5G21160	larp
AT5G21160	larp
AT5G21160	larp
AT5G67320	ebi
AT1G02305	CtsB1
AT1G02305	CtsB1
AT1G02300	CtsB1
AT1G02300	CtsB1
AT4G01610	CtsB1
AT4G01610	CtsB1
AT3G46830	Rab11
AT3G46830	Rab11
AT5G59150	Rab11
AT5G59150	Rab11
AT1G07410	Rab11
AT1G07410	Rab11
AT1G09630	Rab11
AT1G09630	Rab11
AT5G65270	Rab11
AT5G65270	Rab11
AT4G39990	Rab11
AT4G39990	Rab11
AT3G12160	Rab11
AT3G12160	Rab11
AT5G47960	Rab11
AT5G47960	Rab11
AT3G15060	Rab11
AT3G15060	Rab11
AT5G60860	Rab11
AT5G60860	Rab11
AT1G28550	Rab11
AT1G28550	Rab11
AT2G33870	Rab11
AT2G33870	Rab11
AT4G18430	Rab11
AT4G18430	Rab11
AT5G45750	Rab11
AT5G45750	Rab11
AT4G18800	Rab11
AT4G18800	Rab11
AT1G06400	Rab11
AT1G06400	Rab11
AT1G16920	Rab11
AT1G16920	Rab11
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT4G00900	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07670	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G07810	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G10130	SERCA
AT1G07705	Rga
AT1G07705	Rga
AT1G07705	Rga
AT1G07705	CG15262
AT5G59710	Rga
AT5G59710	Rga
AT5G59710	Rga
AT5G59710	CG15262
AT3G07880	RhoGDI
AT3G07880	RhoGDI
AT1G12070	RhoGDI
AT1G12070	RhoGDI
AT1G62450	RhoGDI
AT1G62450	RhoGDI
AT1G26630	eEF5
AT1G26630	eEF5
AT1G69410	eEF5
AT1G69410	eEF5
AT1G13950	eEF5
AT1G13950	eEF5
AT1G29990	Pfdn6
AT1G29990	Pfdn6
AT4G16800	CG8778
ATMG01080	ATPsynC
ATMG01080	ATPsynC
ATMG01080	ATPsynC
ATMG01080	ATPsynC
ATMG01080	ATPsynC
ATMG01080	ATPsynC
AT2G07671	ATPsynC
AT2G07671	ATPsynC
AT2G07671	ATPsynC
AT2G07671	ATPsynC
AT2G07671	ATPsynC
AT2G07671	ATPsynC
AT2G18030	Eip71CD
AT2G18030	Eip71CD
AT2G18030	Eip71CD
AT2G18030	Eip71CD
AT2G18030	Eip71CD
AT2G18030	Eip71CD
AT2G25970	Psi
AT2G25970	Psi
AT2G25970	Psi
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT5G38710	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G30775	slgA
AT3G55410	CG1544
AT3G55410	CG33791
AT3G55410	CG33791
AT3G55410	CG33791
AT3G55410	CG33791
AT3G55410	CG33791
AT3G55410	CG33791
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT3G55410	Nc73EF
AT5G65750	CG1544
AT5G65750	CG33791
AT5G65750	CG33791
AT5G65750	CG33791
AT5G65750	CG33791
AT5G65750	CG33791
AT5G65750	CG33791
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT5G65750	Nc73EF
AT4G09140	Mlh1
AT4G09140	Mlh1
AT5G02530	Ref1
AT5G59950	Ref1
AT5G04620	Alas
AT5G04620	CG10361
AT5G08280	l(3)02640
AT5G47200	Rab1
AT4G17530	Rab1
AT1G02130	Rab1
AT3G11730	Rab1
AT3G46060	Rab8
AT3G46060	Rab8
AT3G46060	Rab10
AT5G59840	Rab8
AT5G59840	Rab8
AT5G59840	Rab10
AT3G53610	Rab8
AT3G53610	Rab8
AT3G53610	Rab10
AT3G09900	Rab8
AT3G09900	Rab8
AT3G09900	Rab10
AT5G03520	Rab8
AT5G03520	Rab8
AT5G03520	Rab10
AT2G22610	ncd
AT2G22610	ncd
AT1G72250	ncd
AT1G72250	ncd
AT5G41310	ncd
AT5G41310	ncd
AT1G63640	ncd
AT1G63640	ncd
AT1G73860	ncd
AT1G73860	ncd
AT1G18410	ncd
AT1G18410	ncd
AT3G10310	ncd
AT3G10310	ncd
AT3G44730	ncd
AT3G44730	ncd
AT2G47500	ncd
AT2G47500	ncd
AT1G09170	ncd
AT1G09170	ncd
AT5G27000	ncd
AT5G27000	ncd
AT4G05190	ncd
AT4G05190	ncd
AT4G21270	ncd
AT4G21270	ncd
AT5G54670	ncd
AT5G54670	ncd
AT4G27180	ncd
AT4G27180	ncd
AT1G13190	CG7185
AT1G13190	CG7185
AT5G55670	CG7185
AT5G55670	CG7185
AT2G26240	CG5532
AT2G26240	CG5532
AT3G43520	CG5532
AT3G43520	CG5532
AT3G57280	CG5532
AT3G57280	CG5532
AT1G50740	CG5532
AT1G50740	CG5532
AT3G20510	CG5532
AT3G20510	CG5532
AT4G39850	CG2316
AT4G39850	CG2316
AT4G39850	CG2316
AT4G39850	CG2316
AT4G39850	CG2316
AT4G39850	CG2316
AT4G39850	Pmp70
AT4G39850	Pmp70
AT4G39850	Pmp70
AT4G39850	Pmp70
AT2G01730	IntS11
AT1G61010	Cpsf73
AT2G48150	PHGPx
AT2G48150	PHGPx
AT2G48150	PHGPx
AT2G48150	CG15116
AT3G63080	PHGPx
AT3G63080	PHGPx
AT3G63080	PHGPx
AT3G63080	CG15116
AT1G63460	PHGPx
AT1G63460	PHGPx
AT1G63460	PHGPx
AT1G63460	CG15116
AT4G11600	PHGPx
AT4G11600	PHGPx
AT4G11600	PHGPx
AT4G11600	CG15116
AT2G31570	PHGPx
AT2G31570	PHGPx
AT2G31570	PHGPx
AT2G31570	CG15116
AT2G43350	PHGPx
AT2G43350	PHGPx
AT2G43350	PHGPx
AT2G43350	CG15116
AT2G25080	PHGPx
AT2G25080	PHGPx
AT2G25080	PHGPx
AT2G25080	CG15116
AT4G31870	PHGPx
AT4G31870	PHGPx
AT4G31870	PHGPx
AT4G31870	CG15116
AT2G40090	Adck
AT2G40090	Adck
AT1G65950	CG7616
AT1G65950	CG7616
AT5G60500	CG10778
AT5G60500	CG10778
AT5G60510	CG10778
AT5G60510	CG10778
AT2G17570	CG10778
AT2G17570	CG10778
AT3G60100	CG14740
AT3G60100	kdn
AT3G60100	kdn
AT2G44350	CG14740
AT2G44350	kdn
AT2G44350	kdn
AT3G02280	CG13667
AT3G02280	CG13667
AT3G24710	Cpr
AT3G24710	Cpr
AT3G24710	Cpr
AT3G24710	Cpr
AT4G24520	Cpr
AT4G24520	Cpr
AT4G24520	Cpr
AT4G24520	Cpr
AT4G30210	Cpr
AT4G30210	Cpr
AT4G30210	Cpr
AT4G30210	Cpr
AT4G26390	CG7069
AT4G26390	CG2964
AT4G26390	PyK
AT4G26390	PyK
AT5G56350	CG7069
AT5G56350	CG2964
AT5G56350	PyK
AT5G56350	PyK
AT5G63680	CG7069
AT5G63680	CG2964
AT5G63680	PyK
AT5G63680	PyK
AT5G08570	CG7069
AT5G08570	CG2964
AT5G08570	PyK
AT5G08570	PyK
AT3G04050	CG7069
AT3G04050	CG2964
AT3G04050	PyK
AT3G04050	PyK
AT3G25960	CG7069
AT3G25960	CG2964
AT3G25960	PyK
AT3G25960	PyK
AT3G55650	CG7069
AT3G55650	CG2964
AT3G55650	PyK
AT3G55650	PyK
AT3G55810	CG7069
AT3G55810	CG2964
AT3G55810	PyK
AT3G55810	PyK
AT5G35600	HDAC1
AT5G63110	HDAC1
AT4G38130	HDAC1
AT3G44680	HDAC3
AT5G22330	pont
AT5G67630	rept
AT5G67630	rept
AT5G67630	rept
AT3G49830	rept
AT3G49830	rept
AT3G49830	rept
AT4G29330	Der-2
AT4G29330	Der-1
AT4G29330	Der-1
AT4G21810	Der-2
AT4G21810	Der-1
AT4G21810	Der-1
AT4G04860	Der-2
AT4G04860	Der-1
AT4G04860	Der-1
AT4G17620	cuff
AT4G17620	CG9125
AT4G24160	CG1882
AT4G24160	CG1882
AT4G24160	CG1882
AT4G24160	CG1882
AT4G24160	CG1882
AT4G24160	CG1882
AT4G24160	CG1882
AT5G07320	CG32103
AT5G07320	CG32103
AT5G07320	CG32103
AT5G07320	CG32103
AT5G61810	CG32103
AT5G61810	CG32103
AT5G61810	CG32103
AT5G61810	CG32103
AT5G51050	CG32103
AT5G51050	CG32103
AT5G51050	CG32103
AT5G51050	CG32103
AT5G09740	mof
AT5G09740	chm
AT5G09740	chm
AT5G09740	chm
AT5G09740	Tip60
AT5G09740	Tip60
AT5G09740	Tip60
AT5G64610	mof
AT5G64610	chm
AT5G64610	chm
AT5G64610	chm
AT5G64610	Tip60
AT5G64610	Tip60
AT5G64610	Tip60
AT5G11170	Hel25E
AT5G11170	Hel25E
AT5G11170	Hel25E
AT5G11200	Hel25E
AT5G11200	Hel25E
AT5G11200	Hel25E
AT1G08990	Gyg
AT1G08990	Gyg
AT1G08990	Gyg
AT1G08990	Gyg
AT1G08990	Gyg
AT1G08990	Gyg
AT1G54940	Gyg
AT1G54940	Gyg
AT1G54940	Gyg
AT1G54940	Gyg
AT1G54940	Gyg
AT1G54940	Gyg
AT4G33330	Gyg
AT4G33330	Gyg
AT4G33330	Gyg
AT4G33330	Gyg
AT4G33330	Gyg
AT4G33330	Gyg
AT1G77130	Gyg
AT1G77130	Gyg
AT1G77130	Gyg
AT1G77130	Gyg
AT1G77130	Gyg
AT1G77130	Gyg
AT3G18660	Gyg
AT3G18660	Gyg
AT3G18660	Gyg
AT3G18660	Gyg
AT3G18660	Gyg
AT3G18660	Gyg
AT5G18480	Gyg
AT5G18480	Gyg
AT5G18480	Gyg
AT5G18480	Gyg
AT5G18480	Gyg
AT5G18480	Gyg
AT5G61210	Snap25
AT5G61210	Snap25
AT5G61210	Snap24
AT5G07880	Snap25
AT5G07880	Snap25
AT5G07880	Snap24
AT1G13890	Snap25
AT1G13890	Snap25
AT1G13890	Snap24
AT5G10740	CG7115
AT5G10740	CG7115
AT5G10740	CG7115
AT5G10740	CG7115
AT5G10740	CG7115
AT5G24940	CG7115
AT5G24940	CG7115
AT5G24940	CG7115
AT5G24940	CG7115
AT5G24940	CG7115
AT4G31750	CG7115
AT4G31750	CG7115
AT4G31750	CG7115
AT4G31750	CG7115
AT4G31750	CG7115
AT1G43900	CG7115
AT1G43900	CG7115
AT1G43900	CG7115
AT1G43900	CG7115
AT1G43900	CG7115
AT5G53140	CG7115
AT5G53140	CG7115
AT5G53140	CG7115
AT5G53140	CG7115
AT5G53140	CG7115
AT4G28400	CG7115
AT4G28400	CG7115
AT4G28400	CG7115
AT4G28400	CG7115
AT4G28400	CG7115
AT2G20630	CG7115
AT2G20630	CG7115
AT2G20630	CG7115
AT2G20630	CG7115
AT2G20630	CG7115
AT3G15260	CG7115
AT3G15260	CG7115
AT3G15260	CG7115
AT3G15260	CG7115
AT3G15260	CG7115
AT2G34740	CG7115
AT2G34740	CG7115
AT2G34740	CG7115
AT2G34740	CG7115
AT2G34740	CG7115
AT1G34750	CG7115
AT1G34750	CG7115
AT1G34750	CG7115
AT1G34750	CG7115
AT1G34750	CG7115
AT1G22280	CG7115
AT1G22280	CG7115
AT1G22280	CG7115
AT1G22280	CG7115
AT1G22280	CG7115
AT1G78200	CG7115
AT1G78200	CG7115
AT1G78200	CG7115
AT1G78200	CG7115
AT1G78200	CG7115
AT2G40860	CG10376
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT1G51590	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT3G21160	alpha-Man-Ia
AT1G30000	alpha-Man-Ib
AT4G20320	CTPsyn
AT4G20320	CTPsyn
AT4G20320	CTPsyn
AT1G30820	CTPsyn
AT1G30820	CTPsyn
AT1G30820	CTPsyn
AT2G34890	CTPsyn
AT2G34890	CTPsyn
AT2G34890	CTPsyn
AT3G12670	CTPsyn
AT3G12670	CTPsyn
AT3G12670	CTPsyn
AT4G02120	CTPsyn
AT4G02120	CTPsyn
AT4G02120	CTPsyn
AT1G77840	eIF5
AT1G77840	eIF5
AT1G77840	eIF5
AT1G77840	eIF5
AT1G77840	eIF5
AT1G77840	eIF5
AT1G77840	eIF5
AT1G36730	eIF5
AT1G36730	eIF5
AT1G36730	eIF5
AT1G36730	eIF5
AT1G36730	eIF5
AT1G36730	eIF5
AT1G36730	eIF5
AT3G02090	UQCR-C1
AT3G02090	UQCR-C1
AT1G51980	CG8728
AT3G16480	CG8728
AT1G72040	dnk
AT1G72040	dnk
AT5G35680	eIF1A
AT5G35680	eIF1A
AT5G35680	eIF1A
AT2G04520	eIF1A
AT2G04520	eIF1A
AT2G04520	eIF1A
AT3G53030	SRPK
AT3G53030	SRPK
AT3G53030	Srpk79D
AT3G53030	Srpk79D
AT3G53030	Srpk79D
AT3G53030	Srpk79D
AT3G53030	Srpk79D
AT3G53030	Srpk79D
AT3G53030	Srpk79D
AT3G44850	SRPK
AT3G44850	SRPK
AT3G44850	Srpk79D
AT3G44850	Srpk79D
AT3G44850	Srpk79D
AT3G44850	Srpk79D
AT3G44850	Srpk79D
AT3G44850	Srpk79D
AT3G44850	Srpk79D
AT5G22840	SRPK
AT5G22840	SRPK
AT5G22840	Srpk79D
AT5G22840	Srpk79D
AT5G22840	Srpk79D
AT5G22840	Srpk79D
AT5G22840	Srpk79D
AT5G22840	Srpk79D
AT5G22840	Srpk79D
AT2G17530	SRPK
AT2G17530	SRPK
AT2G17530	Srpk79D
AT2G17530	Srpk79D
AT2G17530	Srpk79D
AT2G17530	Srpk79D
AT2G17530	Srpk79D
AT2G17530	Srpk79D
AT2G17530	Srpk79D
AT4G35500	SRPK
AT4G35500	SRPK
AT4G35500	Srpk79D
AT4G35500	Srpk79D
AT4G35500	Srpk79D
AT4G35500	Srpk79D
AT4G35500	Srpk79D
AT4G35500	Srpk79D
AT4G35500	Srpk79D
AT4G28680	Tdc1
AT4G28680	Tdc2
AT4G28680	Hdc
AT4G28680	Hdc
AT4G28680	Hdc
AT4G28680	Hdc
AT4G28680	amd
AT4G28680	amd
AT4G28680	Ddc
AT4G28680	Ddc
AT4G28680	Ddc
AT2G20340	Tdc1
AT2G20340	Tdc2
AT2G20340	Hdc
AT2G20340	Hdc
AT2G20340	Hdc
AT2G20340	Hdc
AT2G20340	amd
AT2G20340	amd
AT2G20340	Ddc
AT2G20340	Ddc
AT2G20340	Ddc
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT2G42240	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G21215	cpo
AT3G48195	CG11534
AT3G51520	CG1941
AT3G51520	CG1941
AT3G51520	CG1941
AT3G51520	CG1941
AT3G51520	CG1942
AT3G51520	CG1946
AT3G57170	PIG-Q
AT3G57170	PIG-Q
AT4G11380	AP-1-2beta
AT4G23460	AP-1-2beta
AT4G16710	CG14512
AT5G40290	fal
AT5G40290	fal
AT5G40290	fal
AT5G40270	fal
AT5G40270	fal
AT5G40270	fal
AT5G63400	Adk3
AT5G63400	Adk3
AT5G63400	Adk3
AT5G63400	Adk3
AT5G63400	Adk2
AT5G50370	Adk3
AT5G50370	Adk3
AT5G50370	Adk3
AT5G50370	Adk3
AT5G50370	Adk2
AT1G03090	Mccc1
AT1G03090	Mccc1
AT1G03090	Mccc1
AT1G03090	Mccc1
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT1G26110	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT5G45330	tral
AT1G31480	PAPLA1
AT1G31480	PAPLA1
AT1G31480	PAPLA1
AT1G31480	PAPLA1
AT4G05320	Ubi-p5E
AT4G05320	Ubi-p5E
AT4G05320	Ubi-p63E
AT4G05320	Ubi-p63E
AT4G05320	Ubi-p63E
AT4G05320	Ubi-p63E
AT3G09790	Ubi-p5E
AT3G09790	Ubi-p5E
AT3G09790	Ubi-p63E
AT3G09790	Ubi-p63E
AT3G09790	Ubi-p63E
AT3G09790	Ubi-p63E
AT5G20620	Ubi-p5E
AT5G20620	Ubi-p5E
AT5G20620	Ubi-p63E
AT5G20620	Ubi-p63E
AT5G20620	Ubi-p63E
AT5G20620	Ubi-p63E
AT1G65350	CG11700
AT1G55060	CG11700
AT4G05050	CG11700
AT5G37640	CG11700
AT4G02890	CG11700
AT5G03240	CG11700
AT3G05060	nop5
AT5G27120	nop5
AT5G27140	nop5
AT1G56110	Nop56
AT3G12860	Nop56
AT5G14170	Bap60
AT3G01890	Bap60
AT5G26640	lmgA
AT5G26640	lmgA
AT5G26640	lmgA
AT5G26640	lmgA
AT3G05870	lmgA
AT3G05870	lmgA
AT3G05870	lmgA
AT3G05870	lmgA
AT3G07140	PIG-T
AT3G18480	ct
AT3G18480	ct
AT3G18480	ct
AT5G27660	HtrA2
AT5G27660	HtrA2
AT5G22060	Droj2
AT5G22060	Droj2
AT5G22060	Droj2
AT5G22060	Droj2
AT5G22060	Droj2
AT3G44110	Droj2
AT3G44110	Droj2
AT3G44110	Droj2
AT3G44110	Droj2
AT3G44110	Droj2
AT3G62140	CG14480
AT3G62140	CG14480
AT5G47130	BI-1
AT5G47130	BI-1
AT5G47120	BI-1
AT5G47120	BI-1
AT4G17580	BI-1
AT4G17580	BI-1
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25845	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT4G25850	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT5G57240	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT4G25860	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G57400	CG42668
AT5G03370	CG14022
AT5G03370	CG14022
AT5G03370	CG11052
AT5G03370	CG11052
AT5G03370	CG11052
AT5G03370	CG11052
AT5G03370	CG34161
AT5G03370	CG34161
AT5G03370	CG34161
AT5G03370	Acyp
AT5G03370	Acyp
AT5G03370	Acyp2
AT5G03370	Acyp2
AT5G03370	CG18371
AT5G15680	fry
AT5G15680	fry
AT5G15680	fry
AT5G15680	fry
AT5G15680	fry
AT5G15680	fry
AT5G15680	fry
AT5G15680	fry
AT1G02160	CG4186
AT1G02160	CG4186
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT2G36880	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT4G01850	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT1G02500	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G17390	Sam-S
AT3G05775	Lon
AT3G05775	Lon
AT1G11970	Nedd8
AT1G11970	Nedd8
AT1G11980	Nedd8
AT1G11980	Nedd8
AT1G79530	Gapdh1
AT1G79530	Gapdh1
AT1G79530	Gapdh2
AT1G79530	Gapdh2
AT1G79530	CG9010
AT1G16300	Gapdh1
AT1G16300	Gapdh1
AT1G16300	Gapdh2
AT1G16300	Gapdh2
AT1G16300	CG9010
AT1G13440	Gapdh1
AT1G13440	Gapdh1
AT1G13440	Gapdh2
AT1G13440	Gapdh2
AT1G13440	CG9010
AT3G04120	Gapdh1
AT3G04120	Gapdh1
AT3G04120	Gapdh2
AT3G04120	Gapdh2
AT3G04120	CG9010
AT2G03260	CG2901
