AT3G09720	YGL171W
AT3G02270	YDR211W
AT3G57480	YNL155W
AT2G41835	YNL155W
AT5G48205	YNL155W
AT3G28210	YNL155W
AT4G27940	YGR257C
AT2G46320	YGR257C
AT3G23810	YER043C
AT4G13940	YER043C
AT3G54840	YOR089C
AT5G45130	YOR089C
AT4G19640	YOR089C
AT4G17390	YMR121C
AT4G17390	YLR029C
AT4G16720	YMR121C
AT4G16720	YLR029C
AT4G17830	YFR044C
AT4G17830	YBR281C
AT5G11860	YLL010C
AT5G11860	YLR019W
AT1G12360	YDR164C
AT4G12120	YDR164C
AT1G02010	YDR164C
AT1G11860	YDR019C
AT3G63460	YDL195W
AT1G18830	YDL195W
AT1G21640	YJR049C
AT1G21640	YEL041W
AT3G21070	YJR049C
AT3G21070	YEL041W
AT1G78050	YKL152C
AT1G78050	YDL021W
AT1G78050	YOL056W
AT1G22170	YKL152C
AT1G22170	YDL021W
AT1G22170	YOL056W
AT5G04120	YOR283W
AT3G50520	YOR283W
AT5G57815	YLR038C
AT4G28060	YLR038C
AT1G22450	YLR038C
AT1G32710	YLR038C
AT3G59500	YNL263C
AT1G30890	YNL263C
AT1G45332	YLR069C
AT2G45030	YLR069C
AT1G62750	YJL102W
AT1G54140	YMR236W
AT1G67420	YBR074W
AT5G20660	YBR074W
AT3G05510	YPR140W
AT2G27480	YGR058W
AT5G04170	YGR058W
AT3G10300	YGR058W
AT3G05280	YGL161C
AT5G27490	YGL161C
AT2G39805	YGL161C
AT3G06670	YNL201C
AT5G49390	YNL201C
AT3G11220	YPL101W
AT3G11620	YPR147C
AT5G19740	YJR126C
AT4G07670	YJR126C
AT3G54720	YJR126C
AT5G41520	YOR293W
AT5G41520	YMR230W
AT5G52650	YOR293W
AT5G52650	YMR230W
AT4G25740	YOR293W
AT4G25740	YMR230W
AT4G29690	YEL016C
AT4G29690	YCR026C
AT4G29700	YEL016C
AT4G29700	YCR026C
AT4G29680	YEL016C
AT4G29680	YCR026C
AT4G29710	YEL016C
AT4G29710	YCR026C
AT4G34490	YNL138W
AT1G01230	YLR350W
AT1G01230	YGR038W
AT5G42000	YLR350W
AT5G42000	YGR038W
AT3G20750	YMR136W
AT3G20750	YLR013W
AT3G20750	YIR013C
AT5G66320	YMR136W
AT5G66320	YLR013W
AT5G66320	YIR013C
AT3G51080	YMR136W
AT3G51080	YLR013W
AT3G51080	YIR013C
AT4G36240	YMR136W
AT4G36240	YLR013W
AT4G36240	YIR013C
AT4G34680	YMR136W
AT4G34680	YLR013W
AT4G34680	YIR013C
AT3G60530	YMR136W
AT3G60530	YLR013W
AT3G60530	YIR013C
AT2G45050	YMR136W
AT2G45050	YLR013W
AT2G45050	YIR013C
AT5G25830	YMR136W
AT5G25830	YLR013W
AT5G25830	YIR013C
AT4G32890	YMR136W
AT4G32890	YLR013W
AT4G32890	YIR013C
AT3G24050	YMR136W
AT3G24050	YLR013W
AT3G24050	YIR013C
AT3G54810	YMR136W
AT3G54810	YLR013W
AT3G54810	YIR013C
AT3G45170	YMR136W
AT3G45170	YLR013W
AT3G45170	YIR013C
AT2G28340	YMR136W
AT2G28340	YLR013W
AT2G28340	YIR013C
AT1G08010	YMR136W
AT1G08010	YLR013W
AT1G08010	YIR013C
AT1G08000	YMR136W
AT1G08000	YLR013W
AT1G08000	YIR013C
AT3G50870	YMR136W
AT3G50870	YLR013W
AT3G50870	YIR013C
AT4G36620	YMR136W
AT4G36620	YLR013W
AT4G36620	YIR013C
AT5G56860	YMR136W
AT5G56860	YLR013W
AT5G56860	YIR013C
AT4G26150	YMR136W
AT4G26150	YLR013W
AT4G26150	YIR013C
AT5G26930	YMR136W
AT5G26930	YLR013W
AT5G26930	YIR013C
AT3G16870	YMR136W
AT3G16870	YLR013W
AT3G16870	YIR013C
AT4G16141	YMR136W
AT4G16141	YLR013W
AT4G16141	YIR013C
AT5G49300	YMR136W
AT5G49300	YLR013W
AT5G49300	YIR013C
AT3G06740	YMR136W
AT3G06740	YLR013W
AT3G06740	YIR013C
AT1G09330	YDR084C
AT1G54160	YGL237C
AT3G14020	YGL237C
AT1G72830	YGL237C
AT1G17590	YGL237C
AT2G34720	YGL237C
AT1G30500	YGL237C
AT3G20910	YGL237C
AT5G12840	YGL237C
AT3G48990	YBR222C
AT2G47430	YIL147C
AT2G17820	YIL147C
AT1G48090	YLL040C
AT4G17140	YLL040C
AT1G55150	YNL112W
AT5G63120	YNL112W
AT1G76710	YJL168C
AT1G77300	YJL168C
AT2G13810	YJL060W
AT1G77670	YJL060W
AT5G48030	YFL016C
AT1G80030	YFL016C
AT3G17830	YFL016C
AT2G22360	YFL016C
AT4G39960	YFL016C
AT5G13780	YHR013C
AT2G44140	YNL223W
AT3G59950	YNL223W
AT5G26594	YLR006C
AT3G04280	YLR006C
AT3G23610	YIL113W
AT3G23610	YNL053W
AT5G60550	YER129W
AT5G60550	YGL179C
AT3G45240	YER129W
AT3G45240	YGL179C
AT3G52250	YCR033W
AT5G09650	YBR011C
AT5G09650	YMR267W
AT2G27600	YPR173C
AT1G08270	YPR173C
AT3G27120	YER047C
AT1G10390	YGL092W
AT1G59660	YGL092W
AT1G80680	YGL092W
AT1G79650	YEL037C
AT1G16190	YEL037C
AT3G02540	YEL037C
AT5G38470	YEL037C
AT1G17880	YPL037C
AT1G17880	YDR252W
AT1G73230	YPL037C
AT1G73230	YDR252W
AT1G36370	YBR263W
AT1G36370	YLR058C
AT1G22020	YBR263W
AT1G22020	YLR058C
AT4G13930	YBR263W
AT4G13930	YLR058C
AT4G13890	YBR263W
AT4G13890	YLR058C
AT4G32520	YBR263W
AT4G32520	YLR058C
AT5G26780	YBR263W
AT5G26780	YLR058C
AT4G37930	YBR263W
AT4G37930	YLR058C
AT1G26760	YPL165C
AT2G19640	YPL165C
AT5G06620	YHR207C
AT1G33040	YHR193C
AT4G10480	YHR193C
AT3G49470	YHR193C
AT5G13850	YHR193C
AT3G12390	YHR193C
AT3G16260	YKR079C
AT1G52160	YKR079C
AT5G48460	YDR129C
AT5G55400	YDR129C
AT4G26700	YDR129C
AT5G35700	YDR129C
AT2G04750	YDR129C
AT2G20420	YGR244C
AT2G28540	YER068W
AT3G45630	YER068W
AT5G60170	YER068W
AT3G02460	YMR192W
AT3G02460	YPL249C
AT5G15930	YMR192W
AT5G15930	YPL249C
AT3G57300	YGL150C
AT3G12810	YDR334W
AT5G67510	YLR344W
AT5G67510	YGR034W
AT3G49910	YLR344W
AT3G49910	YGR034W
AT4G15930	YDR424C
AT5G22770	YBL037W
AT5G22780	YBL037W
AT5G27380	YOL049W
AT5G51220	YPL215W
AT5G52790	YOL060C
AT2G14520	YOL060C
AT4G33700	YOL060C
AT1G47330	YOL060C
AT1G03270	YOL060C
AT4G14230	YOL060C
AT4G14240	YOL060C
AT3G18220	YDR284C
AT3G18220	YDR503C
AT1G15080	YDR284C
AT1G15080	YDR503C
AT3G02600	YDR284C
AT3G02600	YDR503C
AT2G01180	YDR284C
AT2G01180	YDR503C
AT3G06170	YDR105C
AT1G16180	YDR105C
AT5G19720	YOR168W
AT1G25350	YOR168W
AT2G28000	YLR259C
AT5G18820	YLR259C
AT1G55490	YLR259C
AT3G13470	YLR259C
AT5G56500	YLR259C
AT1G26230	YLR259C
AT3G13860	YLR259C
AT3G23990	YLR259C
AT2G33210	YLR259C
AT1G26520	YNR029C
AT1G50500	YJL029C
AT1G50970	YJL029C
AT5G10270	YKL139W
AT5G64960	YKL139W
AT1G53050	YKL139W
AT2G28450	YKR056W
AT2G37550	YDL226C
AT3G53710	YDL226C
AT3G55640	YGR096W
AT3G53940	YGR096W
AT2G37890	YGR096W
AT3G21390	YGR096W
AT5G48970	YGR096W
AT2G38280	YML035C
AT2G38560	YGL043W
AT3G09200	YLR340W
AT3G11250	YLR340W
AT2G40010	YLR340W
AT5G17440	YDL087C
AT3G03340	YDL087C
AT5G26980	YOL018C
AT3G05710	YOL018C
AT4G02195	YOL018C
AT3G60740	YOR349W
AT5G13840	YGL003C
AT4G11920	YGL003C
AT4G22910	YGL003C
AT5G26955	YGL116W
AT4G33260	YGL116W
AT4G33270	YGL116W
AT5G27945	YGL116W
AT5G27080	YGL116W
AT5G26900	YGL116W
AT5G27570	YGL116W
AT4G34640	YHR190W
AT4G34650	YHR190W
AT5G10350	YIR001C
AT5G65260	YIR001C
AT5G51120	YIR001C
AT5G49970	YBR035C
AT4G34370	YKR017C
AT2G16090	YKR017C
AT3G27720	YKR017C
AT3G27710	YKR017C
AT2G01130	YLR419W
AT1G48650	YLR419W
AT5G04895	YLR419W
AT2G35920	YLR419W
AT2G30800	YLR419W
AT1G06670	YLR419W
AT5G22980	YMR297W
AT5G22980	YBR139W
AT3G45010	YMR297W
AT3G45010	YBR139W
AT3G10410	YMR297W
AT3G10410	YBR139W
AT5G22960	YMR297W
AT5G22960	YBR139W
AT1G15000	YGL203C
AT1G79230	YOR251C
AT1G16460	YOR251C
AT5G67520	YKL001C
AT3G03900	YKL001C
AT2G14750	YKL001C
AT4G39940	YKL001C
AT5G43780	YKL001C
AT4G14680	YKL001C
AT3G22890	YKL001C
AT1G19920	YKL001C
AT3G20330	YJL130C
AT1G29900	YJR109C
AT1G34340	YBR177C
AT1G34340	YPL095C
AT1G34340	YMR210W
AT5G49950	YBR177C
AT5G49950	YPL095C
AT5G49950	YMR210W
AT3G50790	YBR177C
AT3G50790	YPL095C
AT3G50790	YMR210W
AT3G17820	YPR035W
AT1G48470	YPR035W
AT5G16570	YPR035W
AT1G66200	YPR035W
AT5G37600	YPR035W
AT5G35630	YPR035W
AT1G50400	YMR203W
AT3G20000	YMR203W
AT1G58684	YGL123W
AT1G59359	YGL123W
AT1G58983	YGL123W
AT1G58380	YGL123W
AT2G41840	YGL123W
AT3G57490	YGL123W
AT2G05630	YBL078C
AT1G62040	YBL078C
AT4G21980	YBL078C
AT4G04620	YBL078C
AT3G60640	YBL078C
AT4G16520	YBL078C
AT2G45170	YBL078C
AT1G67070	YER003C
AT3G02570	YER003C
AT1G80930	YGR278W
AT5G26830	YKL194C
AT5G26830	YIL078W
AT3G52590	YKR094C
AT3G52590	YIL148W
AT2G36170	YKR094C
AT2G36170	YIL148W
AT2G45290	YBR117C
AT2G45290	YPR074C
AT3G60750	YBR117C
AT3G60750	YPR074C
AT2G46900	YDR333C
AT5G17400	YBL030C
AT5G17400	YBR085W
AT5G17400	YMR056C
AT5G56450	YBL030C
AT5G56450	YBR085W
AT5G56450	YMR056C
AT5G13490	YBL030C
AT5G13490	YBR085W
AT5G13490	YMR056C
AT3G08580	YBL030C
AT3G08580	YBR085W
AT3G08580	YMR056C
AT4G28390	YBL030C
AT4G28390	YBR085W
AT4G28390	YMR056C
AT4G00651	YHR008C
AT3G56350	YHR008C
AT3G10920	YHR008C
AT3G45100	YPL175W
AT4G05000	YPL065W
AT4G21560	YPL065W
AT5G12040	YLR351C
AT4G08790	YJL126W
AT5G41820	YJL031C
AT4G24490	YJL031C
AT4G37010	YOR257W
AT5G36880	YAL054C
AT5G36880	YLR153C
AT5G63070	YOL040C
AT1G04270	YOL040C
AT5G09510	YOL040C
AT5G09500	YOL040C
AT1G33850	YOL040C
AT5G43640	YOL040C
AT5G09490	YOL040C
AT1G55650	YML127W
AT1G55650	YDL002C
AT3G13350	YML127W
AT3G13350	YDL002C
AT1G76110	YML127W
AT1G76110	YDL002C
AT1G04880	YML127W
AT1G04880	YDL002C
AT5G43670	YPR181C
AT2G21630	YPR181C
AT4G14160	YPR181C
AT3G23660	YPR181C
AT1G05520	YPR181C
AT3G46040	YLR367W
AT3G46040	YJL190C
AT5G59850	YLR367W
AT5G59850	YJL190C
AT1G07770	YLR367W
AT1G07770	YJL190C
AT2G39590	YLR367W
AT2G39590	YJL190C
AT1G08960	YJR106W
AT1G08960	YDL206W
AT5G17860	YJR106W
AT5G17860	YDL206W
AT5G17850	YJR106W
AT5G17850	YDL206W
AT3G14070	YJR106W
AT3G14070	YDL206W
AT1G54115	YJR106W
AT1G54115	YDL206W
AT1G09830	YGL234W
AT3G55010	YGL234W
AT1G60860	YDR524C
AT1G10870	YDR524C
AT5G13300	YDR524C
AT5G61980	YDR524C
AT1G13320	YAL016W
AT3G25800	YAL016W
AT1G25490	YAL016W
AT1G18100	YLR179C
AT1G18100	YLR178C
AT2G27550	YLR179C
AT2G27550	YLR178C
AT5G03840	YLR179C
AT5G03840	YLR178C
AT5G62040	YLR179C
AT5G62040	YLR178C
AT4G20370	YLR179C
AT4G20370	YLR178C
AT1G65480	YLR179C
AT1G65480	YLR178C
AT1G20000	YML015C
AT4G20280	YML015C
AT1G26340	YNL111C
AT2G46650	YNL111C
AT5G53560	YNL111C
AT2G32720	YNL111C
AT5G48810	YNL111C
AT1G78720	YLR378C
AT1G29310	YLR378C
AT2G34250	YLR378C
AT1G53710	YDR182W
AT1G54170	YGR178C
AT3G14010	YGR178C
AT5G18940	YKL189W
AT4G17270	YKL189W
AT5G47540	YKL189W
AT2G03410	YKL189W
AT2G16953	YBR017C
AT2G16950	YBR017C
AT2G16960	YBR017C
AT4G26230	YDL075W
AT4G26230	YLR406C
AT5G56710	YDL075W
AT5G56710	YLR406C
AT2G19740	YDL075W
AT2G19740	YLR406C
AT2G22040	YNL006W
AT3G18140	YNL006W
AT5G10260	YLR262C
AT2G22290	YLR262C
AT5G64990	YLR262C
AT2G44610	YLR262C
AT4G39890	YLR262C
AT4G38320	YOL002C
AT4G38320	YDR492W
AT4G37680	YOL002C
AT4G37680	YDR492W
AT4G38290	YOL002C
AT4G38290	YDR492W
AT2G40710	YOL002C
AT2G40710	YDR492W
AT2G24150	YOL002C
AT2G24150	YDR492W
AT4G30850	YOL002C
AT4G30850	YDR492W
AT5G20270	YOL002C
AT5G20270	YDR492W
AT5G38830	YNL247W
AT3G56300	YNL247W
AT2G31170	YNL247W
AT2G38670	YGR007W
AT2G44160	YPL023C
AT2G44160	YGL125W
AT3G59970	YPL023C
AT3G59970	YGL125W
AT3G61110	YKL156W
AT3G61110	YHR021C
AT3G61111	YKL156W
AT3G61111	YHR021C
AT2G45710	YKL156W
AT2G45710	YHR021C
AT5G47930	YKL156W
AT5G47930	YHR021C
AT5G15520	YOL121C
AT5G15520	YNL302C
AT3G02080	YOL121C
AT3G02080	YNL302C
AT5G61170	YOL121C
AT5G61170	YNL302C
AT3G17590	YBR289W
AT3G17590	YLR321C
AT5G19750	YOR292C
AT5G19750	YLR251W
AT3G24570	YOR292C
AT3G24570	YLR251W
AT5G65180	YDR289C
AT5G10060	YDR289C
AT3G26990	YDR289C
AT4G00450	YCR081W
AT4G38600	YKL010C
AT5G02880	YKL010C
AT5G13070	YDR185C
AT5G13070	YLR168C
AT5G13550	YLR092W
AT5G13550	YBR294W
AT5G53770	YOL115W
AT5G53770	YNL299W
AT1G24610	YHL039W
AT1G24610	YPL208W
AT1G01920	YHL039W
AT1G01920	YPL208W
AT2G02990	YPL123C
AT1G26820	YPL123C
AT1G14220	YPL123C
AT1G14210	YPL123C
AT2G39780	YPL123C
AT1G66580	YLR075W
AT1G26910	YLR075W
AT1G14320	YLR075W
AT2G02760	YGL058W
AT1G14400	YGL058W
AT5G62540	YGL058W
AT1G74560	YNL246W
AT1G18800	YNL246W
AT1G34030	YML026C
AT1G34030	YDR450W
AT4G09800	YML026C
AT4G09800	YDR450W
AT1G22780	YML026C
AT1G22780	YDR450W
AT1G27070	YNL173C
AT1G27070	YHR146W
AT1G27070	YDR422C
AT5G21170	YER027C
AT5G21170	YGL208W
AT2G28060	YER027C
AT2G28060	YGL208W
AT2G01280	YGR246C
AT3G09360	YGR246C
AT2G45100	YGR246C
AT1G30455	YGR246C
AT3G56490	YDL125C
AT1G31160	YDL125C
AT5G48545	YDL125C
AT4G01940	YKL040C
AT1G51390	YKL040C
AT3G20970	YKL040C
AT1G65930	YLR174W
AT1G65930	YNL009W
AT1G65930	YDL066W
AT1G54340	YLR174W
AT1G54340	YNL009W
AT1G54340	YDL066W
AT5G14590	YLR174W
AT5G14590	YNL009W
AT5G14590	YDL066W
AT3G52880	YNR074C
AT3G09940	YNR074C
AT5G03630	YNR074C
AT3G27820	YNR074C
AT1G63940	YNR074C
ATCG00120	YBL099W
ATMG01190	YBL099W
AT2G07629	YBL099W
ATMG00690	YBL099W
ATMG00090	YBL099W
ATMG01200	YBL099W
AT2G07698	YBL099W
AT4G29160	YLR025W
AT2G19830	YLR025W
AT2G40690	YOL059W
AT2G40690	YDL022W
AT5G40610	YOL059W
AT5G40610	YDL022W
AT5G27850	YNL301C
AT5G27850	YOL120C
AT3G05590	YNL301C
AT3G05590	YOL120C
AT2G47570	YNL301C
AT2G47570	YOL120C
AT5G17570	YMR262W
AT3G03500	YMR262W
AT3G63150	YAL048C
AT3G05310	YAL048C
AT5G27540	YAL048C
AT3G06680	YFR032C-A
AT3G06700	YFR032C-A
AT3G07740	YDR448W
AT4G16420	YDR448W
AT3G10050	YER086W
AT4G11640	YKL218C
AT3G55630	YOR241W
AT5G05980	YOR241W
AT3G10160	YOR241W
AT5G41480	YKL132C
AT5G41480	YMR113W
AT3G59280	YJL104W
AT5G61880	YJL104W
AT4G19110	YJL106W
AT5G45430	YJL106W
AT4G13020	YJL106W
AT5G35620	YOL139C
AT4G18040	YOL139C
AT4G30510	YFR021W
AT5G04270	YNL326C
AT5G42400	YHR119W
AT5G48120	YIL128W
AT5G55810	YGR010W
AT5G55810	YLR328W
AT1G04400	YOR386W
AT4G08920	YOR386W
AT5G48880	YIL160C
AT1G04710	YIL160C
AT2G33150	YIL160C
AT1G56070	YOR133W
AT1G56070	YDR385W
AT3G12915	YOR133W
AT3G12915	YDR385W
AT5G25230	YKL173W
AT1G06220	YKL173W
AT2G47580	YIR009W
AT1G06960	YIR009W
AT2G30260	YIR009W
AT4G14700	YLR442C
AT4G14700	YML065W
AT4G12620	YLR442C
AT4G12620	YML065W
AT2G29680	YJL194W
AT1G07270	YJL194W
AT4G33470	YNL021W
AT1G08460	YNL021W
AT2G01070	YHL017W
AT2G01070	YKL039W
AT1G72480	YHL017W
AT1G72480	YKL039W
AT1G10980	YHL017W
AT1G10980	YKL039W
AT1G61670	YHL017W
AT1G61670	YKL039W
AT1G72330	YDR111C
AT1G72330	YLR089C
AT1G17290	YDR111C
AT1G17290	YLR089C
AT1G70580	YDR111C
AT1G70580	YLR089C
AT1G23310	YDR111C
AT1G23310	YLR089C
AT1G20370	YPL212C
AT1G20370	YGL063W
AT1G76120	YPL212C
AT1G76120	YGL063W
AT1G23900	YPR029C
AT1G60070	YPR029C
AT1G69620	YIL052C
AT1G69620	YER056C-A
AT3G28900	YIL052C
AT3G28900	YER056C-A
AT1G26880	YIL052C
AT1G26880	YER056C-A
AT1G28490	YDR468C
AT2G35370	YAL044C
AT1G32470	YAL044C
AT2G35120	YAL044C
AT1G33120	YGL147C
AT1G33120	YNL067W
AT1G33140	YGL147C
AT1G33140	YNL067W
AT4G10450	YGL147C
AT4G10450	YNL067W
AT1G48605	YKL088W
AT3G18030	YKL088W
AT1G48970	YGR083C
AT2G44070	YGR083C
AT5G38640	YGR083C
AT1G52600	YIR022W
AT3G15710	YIR022W
AT2G06990	YJL050W
AT1G59760	YJL050W
AT3G46960	YLR398C
AT5G58230	YEL056W
AT2G16780	YEL056W
AT4G35050	YEL056W
AT2G31260	YDL149W
AT5G35530	YNL178W
AT3G53870	YNL178W
AT2G31610	YNL178W
AT2G41000	YJR097W
AT4G10130	YJR097W
AT2G45500	YPL074W
AT4G34670	YLR441C
AT4G34670	YML063W
AT3G04840	YLR441C
AT3G04840	YML063W
AT5G04510	YOL100W
AT5G04510	YDR490C
AT3G10540	YOL100W
AT3G10540	YDR490C
AT4G15940	YNL168C
AT3G16700	YNL168C
AT3G18430	YKL190W
AT3G27060	YJL026W
AT3G27060	YGR180C
AT3G23580	YJL026W
AT3G23580	YGR180C
AT3G57870	YDL064W
AT3G58560	YAL021C
AT3G58580	YAL021C
AT5G40840	YDL003W
AT3G59550	YDL003W
AT4G05360	YDL003W
AT5G05490	YDL003W
AT4G25280	YKL024C
AT3G60961	YKL024C
AT3G60180	YKL024C
AT5G26667	YKL024C
AT5G02280	YDR246W
AT5G03430	YDL045C
AT5G15770	YFL017C
AT5G26360	YJL014W
AT5G48630	YNL025C
AT5G48640	YNL025C
AT5G51300	YLR116W
AT5G57280	YCR047C
AT5G67220	YML080W
AT1G05120	YBR114W
AT1G02670	YBR114W
AT5G43530	YLR032W
AT5G22750	YLR032W
AT1G50410	YOR191W
AT3G20010	YOR191W
AT1G61140	YOR191W
AT1G11100	YOR191W
AT3G16600	YOR191W
AT5G27770	YLR061W
AT5G27770	YFL034C-A
AT3G05560	YLR061W
AT3G05560	YFL034C-A
AT1G02830	YLR061W
AT1G02830	YFL034C-A
AT5G46160	YKL170W
AT1G17560	YKL170W
AT1G04480	YER117W
AT1G04480	YBL087C
AT3G04400	YER117W
AT3G04400	YBL087C
AT2G33370	YER117W
AT2G33370	YBL087C
AT1G23465	YMR150C
AT1G29960	YMR150C
AT1G53530	YMR150C
AT1G07140	YDR002W
AT5G58590	YDR002W
AT2G30060	YDR002W
AT1G08130	YDL164C
AT1G49250	YDL164C
AT5G26210	YPL138C
AT5G20510	YPL138C
AT3G42790	YPL138C
AT2G02470	YPL138C
AT1G14510	YPL138C
AT5G05610	YPL138C
AT3G11200	YPL138C
AT4G04260	YPL138C
AT4G22140	YPL138C
AT4G39100	YPL138C
AT5G02950	YLR455W
AT3G09670	YLR455W
AT2G04137	YLR455W
AT1G75630	YPL234C
AT1G75630	YEL027W
AT4G38920	YPL234C
AT4G38920	YEL027W
AT2G16510	YPL234C
AT2G16510	YEL027W
AT4G34720	YPL234C
AT4G34720	YEL027W
AT1G19910	YPL234C
AT1G19910	YEL027W
AT2G21380	YPL155C
AT4G39050	YPL155C
AT1G21730	YPL155C
AT3G62510	YCL043C
AT3G62510	YDR518W
AT1G77510	YCL043C
AT1G77510	YDR518W
AT1G21750	YCL043C
AT1G21750	YDR518W
AT5G33320	YOR307C
AT5G33320	YJL193W
AT3G01550	YOR307C
AT3G01550	YJL193W
AT5G46110	YOR307C
AT5G46110	YJL193W
AT5G17630	YOR307C
AT5G17630	YJL193W
AT5G54800	YOR307C
AT5G54800	YJL193W
AT1G61800	YOR307C
AT1G61800	YJL193W
AT4G03950	YOR307C
AT4G03950	YJL193W
AT1G43310	YOR307C
AT1G43310	YJL193W
AT1G77610	YOR307C
AT1G77610	YJL193W
AT1G21870	YOR307C
AT1G21870	YJL193W
AT1G70730	YKL127W
AT1G70730	YMR105C
AT1G23190	YKL127W
AT1G23190	YMR105C
AT5G51820	YKL127W
AT5G51820	YMR105C
AT1G27470	YDR324C
AT4G07410	YDR324C
AT1G29800	YFR024C-A
AT1G29800	YHR016C
AT3G43230	YFR024C-A
AT3G43230	YHR016C
AT1G36180	YMR207C
AT1G36180	YNR016C
AT1G36160	YMR207C
AT1G36160	YNR016C
AT1G37150	YDL141W
AT2G25710	YDL141W
AT3G15970	YIL063C
AT1G52380	YIL063C
AT5G35160	YDR107C
AT5G35160	YLR083C
AT1G55130	YDR107C
AT1G55130	YLR083C
AT3G13772	YDR107C
AT3G13772	YLR083C
AT2G24170	YDR107C
AT2G24170	YLR083C
AT5G10840	YDR107C
AT5G10840	YLR083C
AT5G25100	YDR107C
AT5G25100	YLR083C
AT5G57870	YGL049C
AT4G30680	YGL049C
AT2G24050	YGL049C
AT1G62410	YGL049C
AT5G65620	YCL057W
AT5G10540	YCL057W
AT1G67690	YCL057W
AT5G40370	YDR513W
AT5G40370	YCL035C
AT5G63030	YDR513W
AT5G63030	YCL035C
AT2G20270	YDR513W
AT2G20270	YCL035C
AT4G28730	YDR513W
AT4G28730	YCL035C
AT1G77370	YDR513W
AT1G77370	YCL035C
AT5G20500	YDR513W
AT5G20500	YCL035C
AT2G43810	YDR378C
AT3G59810	YDR378C
AT4G30220	YPR182W
AT2G14285	YPR182W
AT3G11510	YJL191W
AT3G11510	YCR031C
AT2G36160	YJL191W
AT2G36160	YCR031C
AT3G52580	YJL191W
AT3G52580	YCR031C
AT3G55590	YDL055C
AT2G39770	YDL055C
AT4G30570	YDL055C
AT4G10680	YPR086W
AT3G29380	YPR086W
AT3G57370	YPR086W
AT2G41630	YPR086W
AT3G10330	YPR086W
AT3G06200	YDR454C
AT3G57550	YDR454C
AT2G41880	YDR454C
AT2G42390	YDR221W
AT5G56360	YDR221W
AT2G45000	YJL041W
AT3G05350	YLL029W
AT4G36760	YLL029W
AT3G16785	YKR031C
AT3G05630	YKR031C
AT4G15880	YPL020C
AT3G06910	YPL020C
AT4G00690	YPL020C
AT4G13170	YNL069C
AT4G13170	YIL133C
AT5G48760	YNL069C
AT5G48760	YIL133C
AT3G07110	YNL069C
AT3G07110	YIL133C
AT3G24830	YNL069C
AT3G24830	YIL133C
AT5G05700	YGL017W
AT3G11240	YGL017W
AT3G18524	YHR120W
AT3G18524	YOL090W
AT3G24090	YMR085W
AT3G24090	YKL104C
AT5G48600	YLR086W
AT3G46560	YEL020W-A
AT3G47340	YGR124W
AT3G47340	YPR145W
AT5G65010	YGR124W
AT5G65010	YPR145W
AT5G10240	YGR124W
AT5G10240	YPR145W
AT3G48540	YHR144C
AT3G52570	YGR031W
AT3G52570	YGR015C
AT4G10030	YGR031W
AT4G10030	YGR015C
AT4G01395	YPR105C
AT4G08960	YPL152W
AT4G08960	YIL153W
AT4G16440	YNL240C
AT4G20440	YER029C
AT5G44500	YER029C
AT5G52490	YDL014W
AT5G52470	YDL014W
AT4G25630	YDL014W
AT4G36720	YPR028W
AT5G06140	YKR078W
AT5G06140	YOR069W
AT5G15170	YBR223C
AT5G17380	YEL020C
AT5G59140	YPL046C
AT5G63860	YGL097W
AT3G62560	YPL218W
AT1G02620	YPL218W
AT4G02080	YPL218W
AT1G56330	YPL218W
AT1G09180	YPL218W
AT1G03060	YCR032W
AT4G02660	YCR032W
AT3G25880	YPL003W
AT3G03180	YMR292W
AT5G01430	YMR292W
AT3G49420	YMR292W
AT1G05785	YMR292W
AT4G27565	YBR126C
AT1G16980	YDR074W
AT1G16980	YML100W
AT1G16980	YMR261C
AT1G78580	YDR074W
AT1G78580	YML100W
AT1G78580	YMR261C
AT4G27550	YDR074W
AT4G27550	YML100W
AT4G27550	YMR261C
AT1G70290	YDR074W
AT1G70290	YML100W
AT1G70290	YMR261C
AT1G23870	YDR074W
AT1G23870	YML100W
AT1G23870	YMR261C
AT1G60140	YDR074W
AT1G60140	YML100W
AT1G60140	YMR261C
AT2G18700	YDR074W
AT2G18700	YML100W
AT2G18700	YMR261C
AT1G06410	YDR074W
AT1G06410	YML100W
AT1G06410	YMR261C
AT4G17770	YDR074W
AT4G17770	YML100W
AT4G17770	YMR261C
AT1G68020	YDR074W
AT1G68020	YML100W
AT1G68020	YMR261C
AT1G06470	YML038C
AT2G20060	YML025C
AT1G07320	YML025C
AT1G07615	YHR168W
AT1G18080	YMR116C
AT1G18080	YPR178W
AT1G48630	YMR116C
AT1G48630	YPR178W
AT3G18130	YMR116C
AT3G18130	YPR178W
AT1G20350	YJL143W
AT2G37410	YJL143W
AT5G11690	YJL143W
AT1G20760	YIR006C
AT1G21630	YIR006C
AT1G21710	YML060W
AT3G19040	YGR274C
AT1G32750	YGR274C
AT1G54220	YNL071W
AT3G13930	YNL071W
AT5G16130	YNL096C
AT5G16130	YOR096W
AT3G02560	YNL096C
AT3G02560	YOR096W
AT1G48830	YNL096C
AT1G48830	YOR096W
AT1G51450	YLR015W
AT3G53910	YDL078C
AT3G53910	YOL126C
AT3G47520	YKL085W
AT2G22780	YKL085W
AT5G09660	YKL085W
AT1G53240	YKL085W
AT3G15020	YKL085W
AT1G55250	YDL074C
AT2G44950	YDL074C
