CG5589	NCU00919
CG9391	NCU06348
CG9389	NCU06022
CG9389	NCU06348
CG7379	NCU02796
CG7379	NCU00070
Dis3	NCU03065
Dis3	NCU03065
Dis3l2	NCU01197
Dis3l2	NCU01197
Gp93	NCU04142
Hsp83	NCU04142
Hsp83	NCU04142
ArfGAP3	NCU08811
ArfGAP3	NCU08811
ArfGAP3	NCU08811
ArfGAP3	NCU08811
ArfGAP3	NCU08811
ArfGAP3	NCU08811
ArfGAP3	NCU08811
CG32371	NCU00243
Eb1	NCU00243
Eb1	NCU00243
Eb1	NCU00243
Eb1	NCU00243
Eb1	NCU00243
Eb1	NCU00243
CG18190	NCU00243
Pgi	NCU07281
Pgi	NCU07281
Pgi	NCU07281
Ace	NCU09575
Ace	NCU06573
Ace	NCU09575
Ace	NCU06573
Ace	NCU09575
Ace	NCU06573
Est-P	NCU04930
Est-6	NCU04930
Est-6	NCU04930
Jhedup	NCU04930
CG6414	NCU04930
CG6414	NCU04930
clt	NCU04930
HP1Lcsd	NCU08362
HP1D3csd	NCU08362
Oxp	NCU08362
rhi	NCU08362
HP6	NCU08362
HP1e	NCU08362
Su(var)205	NCU08362
Su(var)205	NCU08362
HP1b	NCU08362
HP1b	NCU08362
HP1b	NCU08362
Cln3	NCU08408
Cln3	NCU08408
Dap160	NCU06171
Dap160	NCU06171
Dap160	NCU06171
Dap160	NCU06171
Dap160	NCU06171
Dap160	NCU06171
CG33260	NCU08032
Cul4	NCU00272
Cul4	NCU00272
Cul3	NCU02498
Cul3	NCU02498
Cul3	NCU02498
Cul3	NCU02498
Xpd	NCU01625
gskt	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
sgg	NCU04185
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
Hsc70Cb	NCU05269
RpI135	NCU08616
RpIII128	NCU01772
RpII140	NCU05120
RpII140	NCU05120
CG4729	NCU07741
CG4729	NCU07741
CG4729	NCU07741
CG4729	NCU07741
CG4729	NCU07741
CG4753	NCU07741
CG4753	NCU07741
CG4753	NCU07741
eas	NCU03176
eas	NCU03176
eas	NCU03176
CG5946	NCU00216
CG5946	NCU08060
CG5946	NCU00216
CG5946	NCU08060
CG5946	NCU00216
CG5946	NCU08060
CG5946	NCU00216
CG5946	NCU08060
CG5946	NCU00216
CG5946	NCU08060
CG5946	NCU00216
CG5946	NCU08060
CG5946	NCU00216
CG5946	NCU08060
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
Actn	NCU06429
sbr	NCU09317
sbr	NCU09317
sbr	NCU09317
nxf4	NCU09317
anne	NCU10143
anne	NCU10143
anne	NCU10143
anne	NCU10143
anne	NCU10143
anne	NCU10143
anne	NCU10143
anne	NCU10143
anne	NCU10143
AP-1mu	NCU09688
AP-2mu	NCU09673
AP-2mu	NCU09673
AP-2mu	NCU09673
tws	NCU09377
tws	NCU09377
tws	NCU09377
tws	NCU09377
tws	NCU09377
tws	NCU09377
tws	NCU09377
tws	NCU09377
tws	NCU09377
CG8141	NCU00275
CG34308	NCU00275
CG6465	NCU02227
CG6738	NCU02227
CG6733	NCU02227
CG17109	NCU02227
CG17109	NCU02227
CG17110	NCU02227
CG17110	NCU02227
CG17110	NCU02227
CG6726	NCU02227
CG6726	NCU02227
CG6726	NCU02227
Nhe3	NCU00453
Nhe3	NCU00453
Nhe3	NCU00453
Nhe3	NCU00453
Nhe3	NCU00453
Nhe3	NCU00453
Nhe1	NCU00453
Cbs	NCU02564
Cbs	NCU06452
Cbs	NCU08216
Cbs	NCU02564
Cbs	NCU06452
Cbs	NCU08216
Cbs	NCU02564
Cbs	NCU06452
Cbs	NCU08216
Hrb98DE	NCU16466
Hrb98DE	NCU03092
Hrb98DE	NCU16466
Hrb98DE	NCU03092
Hrb98DE	NCU16466
Hrb98DE	NCU03092
Prp31	NCU02716
Top3beta	NCU00081
Top3beta	NCU00081
Top3alpha	NCU00081
CG11975	NCU02466
CG11975	NCU02466
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
l(1)G0196	NCU07010
PIG-N	NCU07999
Tomosyn	NCU09432
Tomosyn	NCU09432
Tomosyn	NCU09432
Tomosyn	NCU09432
Tomosyn	NCU09432
Tomosyn	NCU09432
Tomosyn	NCU09432
Hmt4-20	NCU08551
Hmt4-20	NCU08551
S6KL	NCU00682
S6KL	NCU00682
S6KL	NCU00682
Pka-C3	NCU06240
Pka-C1	NCU06240
Pka-C1	NCU06240
Pka-C1	NCU06240
shep	NCU09742
shep	NCU09742
shep	NCU09742
shep	NCU09742
shep	NCU09742
shep	NCU09742
shep	NCU09742
shep	NCU09742
Mal-A5	NCU07860
Mal-A5	NCU06523
Mal-A5	NCU07860
Mal-A5	NCU06523
Mal-A5	NCU07860
Mal-A5	NCU06523
Mal-A4	NCU07860
Mal-A4	NCU06523
Mal-A3	NCU07860
Mal-A3	NCU06523
Mal-A6	NCU07860
Mal-A6	NCU06523
Mal-A6	NCU07860
Mal-A6	NCU06523
Mal-A8	NCU07860
Mal-A8	NCU06523
Mal-A7	NCU07860
Mal-A7	NCU06523
Mal-A7	NCU07860
Mal-A7	NCU06523
Mal-A1	NCU07860
Mal-A1	NCU06523
Mal-A2	NCU07860
Mal-A2	NCU06523
Mal-B2	NCU07860
Mal-B2	NCU06523
Mal-B2	NCU07860
Mal-B2	NCU06523
Mal-B2	NCU07860
Mal-B2	NCU06523
Mal-B1	NCU07860
Mal-B1	NCU06523
Rab11	NCU01523
Rab11	NCU08271
Rab11	NCU01523
Rab11	NCU08271
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
SERCA	NCU03305
Rga	NCU11372
Rga	NCU11372
Rga	NCU11372
CG15262	NCU11372
RhoGDI	NCU06561
RhoGDI	NCU06561
eEF5	NCU05274
eEF5	NCU05274
Pfdn6	NCU06941
Pfdn6	NCU06941
CG8778	NCU09058
Echs1	NCU06448
Echs1	NCU06448
ATPsynC	NCU16027
ATPsynC	NCU16027
ATPsynC	NCU16027
ATPsynC	NCU16027
ATPsynC	NCU16027
ATPsynC	NCU16027
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
slgA	NCU02936
CG1544	NCU08917
CG33791	NCU05425
CG33791	NCU05425
CG33791	NCU05425
CG33791	NCU05425
CG33791	NCU05425
CG33791	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Nc73EF	NCU05425
Mlh1	NCU08309
Mlh1	NCU08309
Ref1	NCU07421
Alas	NCU06189
l(3)02640	NCU10292
CG14644	NCU03388
CG14644	NCU03388
CG14736	NCU03388
CG14736	NCU03388
CG14736	NCU03388
CG14736	NCU03388
CG31358	NCU03388
CG31358	NCU03388
CG33253	NCU03388
CG33253	NCU03388
CG33253	NCU03388
Mec2	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
CG42540	NCU03388
Bx	NCU03266
Bx	NCU03266
Bx	NCU03266
tup	NCU03266
tup	NCU03266
tup	NCU03266
Awh	NCU03266
Awh	NCU03266
Awh	NCU03266
Awh	NCU03266
Lmx1a	NCU03266
Lmx1a	NCU03266
Lim3	NCU03266
Lim3	NCU03266
Lim3	NCU03266
Lim3	NCU03266
Lim3	NCU03266
Lim3	NCU03266
Lim3	NCU03266
Pcl	NCU07297
Pcl	NCU07297
Rab1	NCU08477
Rab8	NCU06404
Rab8	NCU06404
Rab10	NCU06404
ncd	NCU04581
ncd	NCU04581
CG7185	NCU02152
CG7185	NCU02152
CG5532	NCU09251
CG5532	NCU09251
CG2316	NCU08382
CG2316	NCU08382
CG2316	NCU08382
CG2316	NCU08382
CG2316	NCU08382
CG2316	NCU08382
Pmp70	NCU01751
Pmp70	NCU01751
Pmp70	NCU01751
Pmp70	NCU01751
IntS11	NCU03479
Cpsf73	NCU03479
PHGPx	NCU09534
PHGPx	NCU09534
PHGPx	NCU09534
CG15116	NCU09534
Adck	NCU04259
Adck	NCU04259
CG10778	NCU03460
CG10778	NCU03460
CG14740	NCU02482
kdn	NCU01692
kdn	NCU01692
CG13667	NCU09727
CG13667	NCU09727
Cpr	NCU03697
Cpr	NCU04077
Cpr	NCU09741
Cpr	NCU03697
Cpr	NCU04077
Cpr	NCU09741
Cpr	NCU03697
Cpr	NCU04077
Cpr	NCU09741
Cpr	NCU03697
Cpr	NCU04077
Cpr	NCU09741
CG7069	NCU06075
CG2964	NCU06075
PyK	NCU06075
PyK	NCU06075
HDAC1	NCU00824
HDAC3	NCU02795
pont	NCU03482
rept	NCU06854
rept	NCU06854
rept	NCU06854
Der-2	NCU00146
Der-1	NCU00146
Der-1	NCU00146
cuff	NCU04191
CG9125	NCU04191
CG1882	NCU06332
CG1882	NCU06332
CG1882	NCU06332
CG1882	NCU06332
CG1882	NCU06332
CG1882	NCU06332
CG1882	NCU06332
CG32103	NCU01564
CG32103	NCU01564
CG32103	NCU01564
CG32103	NCU01564
chm	NCU04782
chm	NCU04782
chm	NCU04782
Tip60	NCU05218
Tip60	NCU05218
Tip60	NCU05218
Hel25E	NCU09076
Hel25E	NCU09076
Hel25E	NCU09076
CanA-14F	NCU03804
CanA-14F	NCU03804
CanA-14F	NCU03804
CanA-14F	NCU03804
Pp2B-14D	NCU03804
Pp2B-14D	NCU03804
Pp2B-14D	NCU03804
CanA1	NCU03804
CanA1	NCU03804
CanA1	NCU03804
Rho1	NCU03407
Rho1	NCU01484
Rho1	NCU08683
Rho1	NCU16559
Rho1	NCU03407
Rho1	NCU01484
Rho1	NCU08683
Rho1	NCU16559
Rho1	NCU03407
Rho1	NCU01484
Rho1	NCU08683
Rho1	NCU16559
Rho1	NCU03407
Rho1	NCU01484
Rho1	NCU08683
Rho1	NCU16559
Rho1	NCU03407
Rho1	NCU01484
Rho1	NCU08683
Rho1	NCU16559
Rho1	NCU03407
Rho1	NCU01484
Rho1	NCU08683
Rho1	NCU16559
Gyg	NCU06698
Gyg	NCU06698
Gyg	NCU06698
Gyg	NCU06698
Gyg	NCU06698
Gyg	NCU06698
CG7115	NCU00434
CG7115	NCU00434
CG7115	NCU00434
CG7115	NCU00434
CG7115	NCU00434
alpha-Man-Ib	NCU02778
CTPsyn	NCU00261
CTPsyn	NCU00261
CTPsyn	NCU00261
eIF5	NCU00366
eIF5	NCU00366
eIF5	NCU00366
eIF5	NCU00366
eIF5	NCU00366
eIF5	NCU00366
eIF5	NCU00366
UQCR-C1	NCU02549
UQCR-C1	NCU02549
CG8728	NCU06270
eIF1A	NCU07437
eIF1A	NCU07437
eIF1A	NCU07437
SRPK	NCU09202
SRPK	NCU09202
Srpk79D	NCU09202
Srpk79D	NCU09202
Srpk79D	NCU09202
Srpk79D	NCU09202
Srpk79D	NCU09202
Srpk79D	NCU09202
Srpk79D	NCU09202
Tdc1	NCU08275
Tdc2	NCU08275
Hdc	NCU08275
Hdc	NCU08275
Hdc	NCU08275
Hdc	NCU08275
amd	NCU08275
amd	NCU08275
Ddc	NCU08275
Ddc	NCU08275
Ddc	NCU08275
CG1941	NCU02665
CG1941	NCU02665
CG1941	NCU02665
CG1941	NCU02665
CG1942	NCU02665
CG1946	NCU02665
PIG-Q	NCU02255
PIG-Q	NCU02255
AP-1-2beta	NCU05232
AP-1-2beta	NCU09721
CG14512	NCU17108
Adk3	NCU03216
Adk3	NCU03216
Adk3	NCU03216
Adk3	NCU03216
Adk2	NCU01550
SPoCk	NCU03292
SPoCk	NCU03292
SPoCk	NCU03292
SPoCk	NCU03292
SPoCk	NCU03292
SPoCk	NCU03292
SPoCk	NCU03292
CG33722	NCU03303
CG33722	NCU03303
CG33722	NCU03303
CG33722	NCU03303
step	NCU02347
step	NCU01465
coro	NCU00202
coro	NCU00202
coro	NCU00202
coro	NCU00202
coro	NCU00202
coro	NCU00202
coro	NCU00202
Mccc1	NCU00591
Mccc1	NCU00591
Mccc1	NCU00591
Mccc1	NCU00591
tral	NCU03366
tral	NCU03366
tral	NCU03366
tral	NCU03366
tral	NCU03366
tral	NCU03366
tral	NCU03366
tral	NCU03366
tral	NCU03366
CG11700	NCU05995
nop5	NCU03396
Nop56	NCU06943
Bap60	NCU03572
lmgA	NCU11300
lmgA	NCU11300
lmgA	NCU11300
lmgA	NCU11300
PIG-T	NCU05644
ct	NCU04124
ct	NCU04124
ct	NCU04124
Droj2	NCU00465
Droj2	NCU11102
Droj2	NCU07414
Droj2	NCU00465
Droj2	NCU11102
Droj2	NCU07414
Droj2	NCU00465
Droj2	NCU11102
Droj2	NCU07414
Droj2	NCU00465
Droj2	NCU11102
Droj2	NCU07414
Droj2	NCU00465
Droj2	NCU11102
Droj2	NCU07414
CG14480	NCU07294
CG14480	NCU07294
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG42668	NCU03258
CG14022	NCU16374
CG14022	NCU16374
CG11052	NCU16374
CG11052	NCU16374
CG11052	NCU16374
CG11052	NCU16374
CG34161	NCU16374
CG34161	NCU16374
CG34161	NCU16374
Acyp	NCU16374
Acyp	NCU16374
Acyp2	NCU16374
Acyp2	NCU16374
CG18371	NCU16374
fry	NCU09740
fry	NCU09740
fry	NCU09740
fry	NCU09740
fry	NCU09740
fry	NCU09740
fry	NCU09740
fry	NCU09740
CG4186	NCU02217
CG4186	NCU02217
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Sam-S	NCU02657
Nedd8	NCU03309
Nedd8	NCU03309
Gapdh1	NCU01528
Gapdh1	NCU01528
Gapdh2	NCU01528
Gapdh2	NCU01528
CG9010	NCU01528
CG2901	NCU04201
CG10481	NCU04201
CG7536	NCU04201
CG7536	NCU04201
CG7536	NCU04201
CG7536	NCU04201
CG10483	NCU04201
CG10103	NCU07991
CG10103	NCU07991
CG10103	NCU07991
CG10103	NCU07991
CG10103	NCU07991
CG10103	NCU07991
RpL17	NCU03703
RpL17	NCU03703
RpL17	NCU03703
RpL17	NCU03703
RpL17	NCU03703
CG8628	NCU01763
CG8628	NCU01763
CG8629	NCU01763
CG15829	NCU01763
CG15829	NCU01763
CG5804	NCU01763
Dbi	NCU06346
Dbi	NCU06346
zetaCOP	NCU02538
zetaCOP	NCU02538
zetaCOP	NCU02538
ATP7	NCU08341
ATP7	NCU08341
CG1271	NCU06005
CG1271	NCU06005
CG1271	NCU06005
CG1271	NCU06005
Gk1	NCU06005
Gk1	NCU06005
Gk2	NCU06005
Gk2	NCU06005
Gk2	NCU06005
Gk2	NCU06005
Gk2	NCU06005
Gk2	NCU06005
eIF2Bepsilon	NCU02414
eIF2Bepsilon	NCU02414
CG12795	NCU06586
CG2616	NCU07478
CG2616	NCU07478
Shawn	NCU07478
Shawn	NCU07478
Shawn	NCU07478
Shawn	NCU07478
AhcyL1	NCU07930
AhcyL2	NCU07930
AhcyL2	NCU07930
Ahcy	NCU07930
Ahcy	NCU07930
Ahcy	NCU07930
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
Rab5	NCU00895
Rab5	NCU06410
RpL15	NCU01776
RpL15	NCU01776
RpL15	NCU01776
RpL15	NCU01776
RpL15	NCU01776
RpL15	NCU01776
RpL15	NCU01776
RpL15	NCU01776
CG17337	NCU07153
CG17337	NCU07153
Mccc2	NCU02127
CG5830	NCU08380
CG5830	NCU08380
Gad1	NCU06112
Gad1	NCU06112
Gad1	NCU06112
Gad1	NCU06112
CG5618	NCU06112
CG5618	NCU06112
CG5618	NCU06112
b	NCU06112
b	NCU06112
b	NCU06112
CG9589	NCU02395
CG1885	NCU02395
CG1885	NCU02395
Tsc1	NCU08331
Rop	NCU08312
Rop	NCU08312
CG9132	NCU04345
CG9132	NCU04345
CG9132	NCU04345
CG6415	NCU02727
Sec31	NCU06738
Sec31	NCU06738
Sec31	NCU06738
Sec31	NCU06738
CG6145	NCU03741
CG6145	NCU03267
CG6145	NCU03741
CG6145	NCU03267
CG6145	NCU03741
CG6145	NCU03267
CG6145	NCU03741
CG6145	NCU03267
CG6145	NCU03741
CG6145	NCU03267
CG33156	NCU03741
CG33156	NCU03267
CG33156	NCU03741
CG33156	NCU03267
CG33156	NCU03741
CG33156	NCU03267
CG33156	NCU03741
CG33156	NCU03267
CG33156	NCU03741
CG33156	NCU03267
Pglym87	NCU09489
Pglym78	NCU09489
Pglym78	NCU09489
Pglym78	NCU09489
CG7059	NCU09489
CG7059	NCU09489
CG7059	NCU09489
COX6B	NCU06741
COX6B	NCU06741
COX6B	NCU06741
COX6B	NCU06741
CG5484	NCU00624
CG5484	NCU00624
CG5484	NCU00624
DAAM	NCU01431
DAAM	NCU01431
DAAM	NCU01431
DAAM	NCU01431
DAAM	NCU01431
DAAM	NCU01431
mEFG1	NCU02955
mRRF2	NCU07021
mRRF2	NCU07021
e(y)1	NCU03138
CG10073	NCU04133
CG10073	NCU04133
CG10081	NCU04133
CG10081	NCU04133
CG30049	NCU04133
CG30047	NCU04133
CG30043	NCU04133
CG33012	NCU04133
CG13160	NCU04133
CG13160	NCU04133
CG10051	NCU04133
CG9416	NCU04133
CG9416	NCU04133
CG11961	NCU04133
CG11961	NCU04133
CG11961	NCU04133
CG10062	NCU04133
CG10062	NCU04133
CG10062	NCU04133
CG17765	NCU02738
Alg-2	NCU02738
CG4645	NCU05276
CG4645	NCU05276
CG4645	NCU05276
CG9186	NCU09838
CG9186	NCU09838
Pcmt	NCU05078
Pcmt	NCU05078
RpS10b	NCU06743
RpS10b	NCU06743
RpS10b	NCU06743
RpS10b	NCU06743
RpS10a	NCU06743
capt	NCU08008
capt	NCU08008
capt	NCU08008
ND-75	NCU01765
ND-75	NCU01765
Synj	NCU03298
Synj	NCU03298
Synj	NCU03298
Eps-15	NCU09469
Eps-15	NCU09469
Eps-15	NCU09469
Eps-15	NCU09469
DIP2	NCU00239
DIP2	NCU00239
DIP2	NCU00239
DIP2	NCU00239
DIP2	NCU00239
gig	NCU04105
gig	NCU04105
Clc	NCU04115
Clc	NCU04115
Clc	NCU04115
Clc	NCU04115
CG18815	NCU02027
CG18815	NCU02027
CG18815	NCU02027
CG18815	NCU02027
CG18815	NCU02027
Ced-12	NCU03264
rump	NCU02404
rump	NCU02404
grh	NCU06095
grh	NCU06095
grh	NCU06095
grh	NCU06095
grh	NCU06095
grh	NCU06095
grh	NCU06095
grh	NCU06095
ORMDL	NCU11109
CG5021	NCU02733
CG5021	NCU02733
CG5021	NCU02733
CG5021	NCU02733
CG6293	NCU06918
CG6293	NCU06918
Nf-YA	NCU03033
CG6178	NCU03295
CG6178	NCU00677
CG6178	NCU05851
CG6178	NCU10546
CG6178	NCU02485
pdgy	NCU03295
pdgy	NCU00677
pdgy	NCU05851
pdgy	NCU10546
pdgy	NCU02485
pdgy	NCU03295
pdgy	NCU00677
pdgy	NCU05851
pdgy	NCU10546
pdgy	NCU02485
pdgy	NCU03295
pdgy	NCU00677
pdgy	NCU05851
pdgy	NCU10546
pdgy	NCU02485
pdgy	NCU03295
pdgy	NCU00677
pdgy	NCU05851
pdgy	NCU10546
pdgy	NCU02485
CycK	NCU11252
CycK	NCU11252
CycK	NCU11252
Vps13	NCU05837
Vps13	NCU05837
Rm62	NCU07839
Rm62	NCU07839
Rm62	NCU07839
Rm62	NCU07839
Rm62	NCU07839
Rm62	NCU07839
Rm62	NCU07839
CG10077	NCU07839
NSD	NCU01932
NSD	NCU01932
CG6950	NCU03347
CG6950	NCU03347
CG6950	NCU03347
CG6950	NCU03347
l(2)tid	NCU05196
l(2)tid	NCU05196
l(2)tid	NCU05196
l(2)tid	NCU05196
l(2)tid	NCU05196
vnc	NCU08944
vnc	NCU08944
vnc	NCU08944
vnc	NCU08944
vnc	NCU08944
Atg4a	NCU02433
Atg4a	NCU02433
puc	NCU06252
puc	NCU05049
CG17698	NCU06177
CG17698	NCU03523
CG17698	NCU06177
CG17698	NCU03523
CG17698	NCU06177
CG17698	NCU03523
CG17698	NCU06177
CG17698	NCU03523
Smr	NCU10346
Smr	NCU10346
Smr	NCU10346
Smr	NCU10346
CG11164	NCU04740
CG11164	NCU04740
Nurf-38	NCU00951
Nurf-38	NCU08703
Nurf-38	NCU00951
Nurf-38	NCU08703
Nurf-38	NCU00951
Nurf-38	NCU08703
Ldsdh1	NCU06845
CG15629	NCU06845
CG9265	NCU06845
CG9265	NCU06845
CG9265	NCU06845
CG9265	NCU06845
mRpS29	NCU08120
Git	NCU03115
CSN7	NCU08342
E(z)	NCU07496
E(z)	NCU07496
E(z)	NCU07496
Vps4	NCU06942
Vps4	NCU06942
Fign	NCU02420
Fign	NCU02420
Nup98-96	NCU04784
Nup98-96	NCU01896
Nup98-96	NCU04784
Nup98-96	NCU01896
Nup98-96	NCU04784
Nup98-96	NCU01896
Rad23	NCU07542
Rad23	NCU07542
Rad23	NCU07542
CG10694	NCU07542
bic	NCU03148
bic	NCU03148
CG11835	NCU03148
CG11835	NCU03148
CG11835	NCU03148
CG11835	NCU03148
Shmt	NCU05805
Shmt	NCU02274
Shmt	NCU05805
Shmt	NCU02274
Shmt	NCU05805
Shmt	NCU02274
Smyd3	NCU02962
CG31694	NCU04256
AGO1	NCU04730
AGO1	NCU09434
AGO1	NCU04730
AGO1	NCU09434
AGO1	NCU04730
AGO1	NCU09434
AGO1	NCU04730
AGO1	NCU09434
Nacalpha	NCU00635
Nacalpha	NCU00635
Nacalpha	NCU00635
Nacalpha	NCU00635
RNaseZ	NCU00232
Fim	NCU03992
Fim	NCU03992
Fim	NCU03992
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaA	NCU08471
ScsbetaG	NCU08471
ScsbetaG	NCU08471
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Cnot4	NCU04073
Evi5	NCU10309
Evi5	NCU06362
Evi5	NCU08499
Evi5	NCU10309
Evi5	NCU06362
Evi5	NCU08499
Evi5	NCU10309
Evi5	NCU06362
Evi5	NCU08499
Evi5	NCU10309
Evi5	NCU06362
Evi5	NCU08499
Evi5	NCU10309
Evi5	NCU06362
Evi5	NCU08499
Ino80	NCU08919
dom	NCU09993
dom	NCU09993
dom	NCU09993
dom	NCU09993
CG9297	NCU06347
RpL26	NCU03565
RpL26	NCU03565
RpL26	NCU03565
ctp	NCU02610
ctp	NCU02610
ctp	NCU02610
Cdlc2	NCU02610
Cdlc2	NCU02610
Cdlc2	NCU02610
ctp	NCU02610
AP-2alpha	NCU03440
AP-2alpha	NCU03440
Gss1	NCU06191
Gss1	NCU06191
Gss2	NCU06191
Gss2	NCU06191
Gss1	NCU06191
Gss1	NCU06191
Gss2	NCU06191
Gss1	NCU06191
Gss2	NCU06191
Gss2	NCU06191
Gss1	NCU06191
Gss2	NCU06191
Gss1	NCU06191
Gss2	NCU06191
CG10075	NCU00057
AdSL	NCU06187
Oscillin	NCU04727
Oscillin	NCU04727
Oscillin	NCU04727
Oscillin	NCU04727
Oscillin	NCU04727
Oscillin	NCU04727
Oscillin	NCU04727
Oscillin	NCU04727
rt	NCU09332
tw	NCU01912
tw	NCU01648
tw	NCU01912
tw	NCU01648
Chd64	NCU00277
Chd64	NCU00277
CG5023	NCU00277
Mp20	NCU00277
Mp20	NCU00277
uex	NCU04814
uex	NCU04814
uex	NCU04814
uex	NCU04814
bbc	NCU03223
bbc	NCU03223
bbc	NCU03223
bbc	NCU03223
CG12746	NCU02755
CG12746	NCU05941
CG12746	NCU09692
CG12746	NCU02755
CG12746	NCU05941
CG12746	NCU09692
CG12746	NCU02755
CG12746	NCU05941
CG12746	NCU09692
TMS1	NCU07986
TMS1	NCU07986
TMS1	NCU07986
TMS1	NCU07986
TMS1	NCU07986
TMS1	NCU07986
GlnRS	NCU07926
Hsp60B	NCU01589
Hsp60D	NCU01589
Hsp60D	NCU01589
Hsp60C	NCU01589
Hsp60C	NCU01589
Hsp60C	NCU01589
Hsp60A	NCU01589
Hsp60A	NCU01589
Vps53	NCU03024
CG2061	NCU08190
CG2061	NCU08190
CG2061	NCU08190
Cdk9	NCU01435
Cdk12	NCU01435
Cdk12	NCU01435
Cdk12	NCU01435
ArfGAP1	NCU07734
ArfGAP1	NCU07734
Tpc1	NCU07384
Tpc1	NCU07384
Tpc2	NCU07384
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
AMPdeam	NCU02979
CG8745	NCU07623
CG11241	NCU07623
CG11241	NCU07623
CG11241	NCU07623
TfIIS	NCU02563
TfIIS	NCU02563
CG8117	NCU02563
RpLP0	NCU07408
RpLP0	NCU07408
CG7564	NCU05645
CG7564	NCU05645
CG7564	NCU05645
CG7564	NCU05645
Syx16	NCU04119
mtSSB	NCU00137
TBCD	NCU07004
fzr2	NCU01269
fzr	NCU01269
fzr	NCU01269
fzy	NCU02616
Acn	NCU07731
Acn	NCU07731
Acn	NCU07731
Pabp2	NCU03946
Pabp2	NCU03946
CG2974	NCU08070
CG31473	NCU08269
sgll	NCU08269
sgll	NCU08269
VhaM9.7-d	NCU07681
VhaM9.7-b	NCU07681
VhaM9.7-b	NCU07681
VhaM9.7-c	NCU07681
VhaM9.7-a	NCU07681
VhaM9.7-a	NCU07681
Cka	NCU08741
Cka	NCU08741
Cka	NCU08741
Cka	NCU08741
Cka	NCU08741
Cka	NCU08741
Cka	NCU08741
GMF	NCU10777
cnk	NCU00455
cnk	NCU00455
tweek	NCU07702
tweek	NCU07702
tweek	NCU07702
tweek	NCU07702
tweek	NCU07702
tweek	NCU07702
CG12362	NCU06882
CG12362	NCU06882
ari-1	NCU06882
ari-1	NCU06882
ari-1	NCU06882
ari-1	NCU06882
ari-1	NCU06882
ari-1	NCU06882
CG1582	NCU01143
CG1582	NCU01143
Rhau	NCU01143
Rhau	NCU01143
MCU	NCU08166
MCU	NCU08166
MCU	NCU08166
MCU	NCU08166
MCU	NCU08166
MCU	NCU08166
