Ddx52	NCU00919
Glyr1	NCU11370
Atp6v0c	NCU00667
Atp6v0c	NCU01332
Atp6v0c	NCU00667
Atp6v0c	NCU01332
Atp6v0c	NCU00667
Atp6v0c	NCU01332
Cenpe	NCU02626
Cenpe	NCU02626
Pdia3	NCU09223
Slc35e1	NCU05453
Pgm1	NCU10058
Pgm1	NCU10058
Pgm1	NCU10058
Pgm1	NCU10058
Pgm5	NCU10058
Utp4	NCU00650
Sh3yl1	NCU08844
Sh3yl1	NCU05881
Sh3yl1	NCU03888
Sh3yl1	NCU08844
Sh3yl1	NCU05881
Sh3yl1	NCU03888
Acacb	NCU08535
Acacb	NCU08535
Acaca	NCU08535
Acaca	NCU08535
Hlcs	NCU05516
Hlcs	NCU05516
Hlcs	NCU05516
Hlcs	NCU05516
Hlcs	NCU05516
Tm9sf2	NCU06374
Tm9sf2	NCU07330
Tm9sf2	NCU07330
Kdm1a	NCU09120
Kdm1a	NCU09120
Kdm1a	NCU09120
Kdm1a	NCU09120
Kdm1a	NCU09120
Thop1	NCU06618
Nln	NCU06618
Nln	NCU06618
Glrx2	NCU01219
Glrx2	NCU01219
Glrx2	NCU01219
Glrx2	NCU01219
Glrx2	NCU01219
Nat9	NCU03760
Nat9	NCU03760
Nat9	NCU03760
Nat9	NCU03760
Lsm6	NCU10352
Lsm6	NCU10352
Lsm6	NCU10352
Snrpf	NCU01614
Mtx1	NCU00923
Mtx1	NCU00923
Mtx1	NCU00923
Mtx1	NCU00923
Mtx1	NCU00923
Mtx1	NCU00923
Mtx1	NCU00923
Mtx1	NCU00923
Mtx3	NCU00923
Mtx1	NCU00923
Rps14	NCU07830
Rps14	NCU07830
Rps14	NCU07830
Rps14	NCU07830
Rps14	NCU07830
Gmppb	NCU06003
Gmppb	NCU06003
Gtf2b	NCU07289
Guk1	NCU06300
Guk1	NCU06300
Prkcsh	NCU05606
Prkcsh	NCU05606
Prkcsh	NCU05606
Prkcsh	NCU05606
Nup62cl	NCU02808
Nup62cl	NCU02808
Nup62cl	NCU02808
Nup62cl	NCU02808
Xpnpep2	NCU00112
Xpnpep2	NCU00112
Xpnpep2	NCU00112
Pld2	NCU06342
Pld2	NCU10400
Pld2	NCU03955
Pld2	NCU06342
Pld2	NCU10400
Pld2	NCU03955
Pld1	NCU06342
Pld1	NCU10400
Pld1	NCU03955
Pld1	NCU06342
Pld1	NCU10400
Pld1	NCU03955
Pld1	NCU06342
Pld1	NCU10400
Pld1	NCU03955
Pld1	NCU06342
Pld1	NCU10400
Pld1	NCU03955
Rpl13a	NCU01221
Rpl13a	NCU01221
Rpl13a	NCU01221
Rpl13a	NCU01221
Rpl13a	NCU01221
Rpl13a	NCU01221
Rpl13a	NCU01221
Rpl13a	NCU01221
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
Ndufa6	NCU00418
Ndufa6	NCU00418
Ndufa6	NCU00418
Ndufa6	NCU00418
Msh3	NCU07407
Msh2	NCU02230
Gfpt1	NCU07366
Gfpt1	NCU07366
Gfpt2	NCU07366
Fam214b	NCU16778
Fam214b	NCU16778
Fam214b	NCU16778
Fam214b	NCU16778
Fam214b	NCU16778
Fam214b	NCU16778
Fam214b	NCU16778
Fam214b	NCU16778
Smc4	NCU09063
Smc4	NCU09063
Smc4	NCU09063
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Timm9	NCU00198
Asns	NCU04303
Asns	NCU04303
Asns	NCU04303
Asns	NCU04303
Dctd	NCU06673
Abhd11	NCU01454
Abhd11	NCU01454
Abhd11	NCU01454
Abhd11	NCU01454
Abhd11	NCU01454
Abhd11	NCU01454
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Cog4	NCU11246
Ptpa	NCU03269
Ptpa	NCU04810
Ptpa	NCU03269
Ptpa	NCU04810
Narf	NCU03204
Narfl	NCU03204
Narfl	NCU03204
Snrpb	NCU02508
Snrpn	NCU02508
Snrpb	NCU02508
Fbll1	NCU03702
Fbl	NCU03702
Reep6	NCU06702
Reep6	NCU06702
Reep6	NCU06702
Reep6	NCU06702
Reep5	NCU06702
Snx10	NCU04137
Snx10	NCU04137
Snx10	NCU04137
Snx1	NCU04137
Snx1	NCU04137
Snx2	NCU04137
Tdp1	NCU06345
Tdp1	NCU06345
Tdp1	NCU06345
Eif4e2	NCU09546
Eif4e2	NCU09546
Eif4e2	NCU09546
Eif4e2	NCU09546
Eif4e2	NCU09546
Eif4e2	NCU09546
Eif4e2	NCU09546
Eif4e2	NCU09546
Eloc	NCU03406
Eloc	NCU03406
Eloc	NCU03406
Eloc	NCU03406
Eloc	NCU03406
Eloc	NCU03406
Eloc	NCU03406
Rcc1	NCU05513
Rcc1	NCU05513
Rcc1	NCU05513
Rcc1	NCU05513
Agl	NCU00743
Agl	NCU00743
Agl	NCU00743
Agl	NCU00743
Agl	NCU00743
Agl	NCU00743
Agl	NCU00743
Dynlrb2	NCU09095
Dynlrb2	NCU09095
Dynlrb1	NCU09095
Dynlrb1	NCU09095
Nup93	NCU01702
Nup93	NCU01702
Nup93	NCU01702
Nup93	NCU01702
Uqcrc2	NCU03559
Uqcrc2	NCU03559
Chek2	NCU02751
Chek2	NCU02814
Fbxw2	NCU07521
Btrc	NCU07521
Btrc	NCU07521
Fbxw11	NCU07521
Fbxw11	NCU07521
Fbxw11	NCU07521
Btrc	NCU07521
Btrc	NCU07521
Btrc	NCU07521
Mapkap1	NCU00324
Mapkap1	NCU00324
Mapkap1	NCU00324
Mapkap1	NCU00324
Mapkap1	NCU00324
Mapkap1	NCU00324
Higd1c	NCU02451
Higd1c	NCU02451
Higd1a	NCU02451
Higd1a	NCU02451
Higd1a	NCU02451
Higd1a	NCU02451
Higd1a	NCU02451
Higd1a	NCU02451
Higd1a	NCU02451
Higd2a	NCU02451
Slc27a4	NCU06032
Slc27a1	NCU06032
Slc27a1	NCU06032
Slc27a2	NCU06032
Slc27a2	NCU06032
Sar1a	NCU11181
Sar1a	NCU11181
Sar1b	NCU11181
Wdfy4	NCU00671
Wdfy4	NCU00671
Wdfy3	NCU00671
Wdfy3	NCU00671
Wdfy3	NCU00671
Wdfy3	NCU00671
Wdfy3	NCU00671
Wdfy4	NCU00671
Nae1	NCU08040
Nae1	NCU08040
Golt1b	NCU06396
Golt1a	NCU06396
Golt1a	NCU06396
Gm28040	NCU06396
Gm28040	NCU06396
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Slc35c2	NCU03097
Anapc5	NCU01963
Mrpl4	NCU01474
Mrpl4	NCU01474
Mrpl4	NCU01474
Mrpl4	NCU01474
Mrpl4	NCU01474
Mrpl4	NCU01474
Rhbdf2	NCU01305
Rhbdf2	NCU01305
Rhbdf1	NCU01305
Rhbdf1	NCU01305
Rack1	NCU05810
Timm17b	NCU05623
Timm17b	NCU05623
Timm17a	NCU05623
Timm17a	NCU05623
Ogg1	NCU03040
Ogg1	NCU03040
Ogg1	NCU03040
Sergef	NCU00469
Sergef	NCU00469
Sergef	NCU00469
Zfp207	NCU06145
Zfp207	NCU06145
Zfp207	NCU06145
Zfp207	NCU06145
Zfp207	NCU06145
Zfp207	NCU06145
Zfp207	NCU06145
Taf1	NCU02556
Taf1	NCU02556
Taf1	NCU02556
Taf1	NCU02556
Dlat	NCU07659
Rps7	NCU00258
Rps7	NCU00258
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Polk	NCU02457
Ash2l	NCU06993
Ash2l	NCU06993
Ash2l	NCU06993
Ash2l	NCU06993
Ash2l	NCU06993
Ash2l	NCU06993
Ash2l	NCU06993
Mdh2	NCU06211
Mdh2	NCU04899
Mdh2	NCU04899
Mdh2	NCU04899
Mettl23	NCU04775
Mettl23	NCU04775
Heatr5b	NCU08993
Heatr5b	NCU08993
Heatr5a	NCU08993
Heatr5a	NCU08993
Gmppa	NCU05937
Gmppa	NCU05937
Gmppa	NCU05937
Gmppa	NCU05937
Gmppa	NCU05937
Gmppa	NCU05937
Gmppa	NCU05937
Gmppa	NCU05937
Hsd17b4	NCU08828
Gm20458	NCU02294
Sys1	NCU02294
Sys1	NCU02294
Sys1	NCU02294
Sys1	NCU02294
Sys1	NCU02294
Prmt3	NCU01669
Prmt3	NCU07459
Rpl28	NCU06210
Rpl28	NCU06210
Rpl28	NCU06210
Fau	NCU06048
Fau	NCU09089
Fau	NCU06048
Fau	NCU09089
Fau	NCU06048
Fau	NCU09089
Gck	NCU04728
Gck	NCU06996
Gck	NCU02542
Gck	NCU04728
Gck	NCU06996
Gck	NCU02542
Gck	NCU04728
Gck	NCU06996
Gck	NCU02542
Bmp2k	NCU06202
Bmp2k	NCU06202
Aak1	NCU06202
Aak1	NCU06202
Dnajc15	NCU00075
Dnajc19	NCU00075
Dnajc19	NCU00075
Dnajc19	NCU00075
Dnajc19	NCU00075
Dnajc15	NCU00075
Rps5	NCU09475
Rps5	NCU09475
Rps5	NCU09475
Rps5	NCU09475
Leng8	NCU06594
Leng8	NCU06594
Abca1	NCU04021
Abca14	NCU04021
Abca15	NCU04021
Abca15	NCU04021
Abca15	NCU04021
Abca16	NCU04021
Abca16	NCU04021
Abca17	NCU04021
Abca17	NCU04021
Abca3	NCU04021
Abca3	NCU04021
Abca3	NCU04021
Pex12	NCU05245
Pex12	NCU05245
Pex12	NCU05245
Pex12	NCU05245
LT629154.3	NCU05245
LT629151.3	NCU05245
LT629151.3	NCU05245
LT629154.3	NCU05245
LT629148.5	NCU05245
LT629148.5	NCU05245
Rps24	NCU07182
Rps24	NCU07182
Rps24	NCU07182
Rps24	NCU07182
Rps24	NCU07182
Elovl6	NCU08976
Elovl6	NCU06694
Elovl6	NCU06694
Elovl6	NCU06694
Elovl3	NCU06694
Elovl6	NCU06694
Gpd2	NCU05454
Gpd2	NCU05454
Gpd2	NCU05454
Ahsa1	NCU04087
Ahsa1	NCU04087
Ahsa2	NCU04087
Ahsa2	NCU04087
Ahsa2	NCU04087
Ahsa2	NCU04087
Ahsa2	NCU04087
Ddx24	NCU04041
Ddx24	NCU04041
Ddx24	NCU04041
Ddx24	NCU04041
Ddx24	NCU04041
Rpl36al	NCU00706
Rpl36al	NCU00706
Rpl36a-ps1	NCU00706
Rpl36a	NCU00706
Rpl36al	NCU00706
Gm6525	NCU00706
Hyou1	NCU09485
Hyou1	NCU09485
Hyou1	NCU09485
Hyou1	NCU09485
Fdxr	NCU08005
Aptx	NCU06572
Aptx	NCU06572
Epc1	NCU03834
Epc2	NCU03834
Epc2	NCU03834
Epc1	NCU03834
Epc1	NCU03834
Elof1	NCU01447
Elof1	NCU01447
Elof1	NCU01447
Elof1	NCU01447
Elof1	NCU01447
Scd1	NCU05259
Scd3	NCU05259
Scd2	NCU05259
Scd4	NCU05259
Sv2c	NCU09767
Sv2c	NCU01285
Sv2c	NCU09767
Sv2c	NCU01285
Sv2b	NCU09767
Sv2b	NCU01285
Sv2b	NCU09767
Sv2b	NCU01285
Sv2b	NCU09767
Sv2b	NCU01285
Ip6k1	NCU03546
Ip6k1	NCU03546
Ip6k3	NCU03546
Ip6k2	NCU03546
Ip6k2	NCU03546
Ip6k2	NCU03546
Ip6k2	NCU03546
Setd4	NCU02158
Setd4	NCU02158
Setd4	NCU02158
Setd4	NCU02158
Setd4	NCU02158
Setd4	NCU02158
Arhgap1	NCU02524
Arhgap1	NCU02524
Arhgap1	NCU02524
Arhgap1	NCU02524
Arhgap8	NCU02524
Arhgap8	NCU02524
Arhgap8	NCU02524
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Mfsd10	NCU09098
Foxj2	NCU00019
Foxj2	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Foxj3	NCU00019
Foxj3	NCU06173
Azin1	NCU01271
Azin1	NCU01271
Azin2	NCU01271
Azin2	NCU01271
Azin2	NCU01271
Azin2	NCU01271
Odc1	NCU01271
Odc1	NCU01271
Gm853	NCU01271
Zfp410	NCU03043
Wipf1	NCU03089
Wipf1	NCU03089
Wipf1	NCU03089
Wipf1	NCU03089
Wipf1	NCU03089
Wipf2	NCU03089
Lmbrd1	NCU02100
Lmbrd1	NCU02100
Lmbrd1	NCU02100
Ppil3	NCU10388
Ppil3	NCU10388
Ppil3	NCU10388
Ppil3	NCU10388
Ppil3	NCU10388
Ppil3	NCU10388
Ppil1	NCU00578
Tpk1	NCU04944
Tpk1	NCU04944
Pbld1	NCU11356
Pbld1	NCU11356
Pbld2	NCU11356
Pbld1	NCU11356
Pbld1	NCU11356
Pbld1	NCU11356
Pbld2	NCU11356
Xpnpep3	NCU05971
Xpnpep3	NCU05971
Pepd	NCU11288
Pepd	NCU00154
Rpl21	NCU01948
Rpl21	NCU01948
Rpl21	NCU01948
Atp6v1c2	NCU09897
Atp6v1c2	NCU09897
Atp6v1c2	NCU09897
Atp6v1c2	NCU09897
Atp6v1c1	NCU09897
Atp6v1c1	NCU09897
Slc25a42	NCU08326
Slc25a42	NCU08326
Slc25a16	NCU08326
Slc25a16	NCU08326
Ube2j2	NCU05592
Ube2j2	NCU05592
Ube2j2	NCU05592
Ube2j2	NCU05592
Ube2j2	NCU05592
Ube2j2	NCU05592
Ube2j2	NCU05592
Ube2j2	NCU05592
Papolb	NCU08983
Papola	NCU08983
Papola	NCU08983
Papola	NCU08983
Papola	NCU08983
Papola	NCU08983
Papolg	NCU08983
Papolg	NCU08983
Kif18b	NCU06144
Kif18a	NCU06144
Smarcc2	NCU08003
Smarcc2	NCU08003
Smarcc2	NCU08003
Smarcc1	NCU08003
Smarcc1	NCU08003
Smarcc1	NCU08003
Smarcc1	NCU08003
Ola1	NCU02044
Ola1	NCU02044
Ola1	NCU02044
Alkbh8	NCU09959
Nipa2	NCU00490
Nipa2	NCU00490
Nipa2	NCU00490
Nipa2	NCU00490
Fbp1	NCU04797
Fbp1	NCU04797
Fbp2	NCU04797
Fbp1	NCU04797
Chac2	NCU02737
Chac2	NCU02737
Chac1	NCU02737
Nadsyn1	NCU04648
Nadsyn1	NCU04648
Nadsyn1	NCU04648
Tbpl2	NCU04770
Tbpl2	NCU04770
Tbp	NCU04770
Tbp	NCU04770
Tbp	NCU04770
Tbp	NCU04770
Unc45a	NCU06821
Unc45a	NCU06821
Unc45a	NCU06821
Unc45a	NCU06821
Unc45a	NCU06821
Unc45b	NCU06821
Unc45b	NCU06821
Unc45b	NCU06821
Unc45a	NCU06821
Pgk2	NCU07914
Pgk1	NCU07914
Pgk1	NCU07914
Polr1c	NCU02533
Polr1c	NCU02533
Polr1c	NCU02533
Polr1c	NCU02533
Atp6v1e1	NCU07446
Atp6v1e1	NCU07446
Atp6v1e1	NCU07446
Atp6v1e2	NCU07446
Atp6v1e2	NCU07446
Atp6v1e2	NCU07446
Pds5a	NCU00424
Pds5b	NCU00424
Pds5b	NCU00424
Pds5b	NCU00424
Pds5b	NCU00424
Pds5a	NCU00424
Pds5a	NCU00424
Dnm1l	NCU04100
Dnm1l	NCU09808
Dnm1l	NCU04100
Dnm1l	NCU09808
Dnm1l	NCU04100
Dnm1l	NCU09808
Dnm1l	NCU04100
Dnm1l	NCU09808
Dnm1l	NCU04100
Dnm1l	NCU09808
Trit1	NCU10185
Mdc1	NCU03924
Galm	NCU08516
Galm	NCU08398
Galm	NCU09705
Galm	NCU08516
Galm	NCU08398
Galm	NCU09705
Trmt1	NCU06336
Trmt1	NCU06336
Trmt1	NCU06336
Trmt1	NCU06336
Trmt1	NCU06336
Trmt1	NCU06336
Entpd5	NCU03713
Entpd5	NCU03713
Entpd5	NCU03713
Entpd5	NCU03713
Entpd5	NCU03713
Entpd5	NCU03713
Ercc1	NCU07066
Ercc1	NCU07066
Ercc1	NCU07066
Ercc1	NCU07066
Pnkp	NCU08151
Pnkp	NCU08151
Pnkp	NCU08151
Pnkp	NCU08151
Pnkp	NCU08151
Pnkp	NCU08151
Acsf3	NCU02107
Acsf3	NCU02107
Acsf3	NCU02107
Ergic2	NCU04293
Ergic2	NCU04293
Ergic2	NCU04293
Slc20a1	NCU09564
Slc20a1	NCU09564
Slc20a2	NCU09564
Rbm26	NCU07699
Rbm26	NCU07699
Rbm26	NCU07699
Rbm26	NCU07699
Rbm26	NCU07699
Rbm27	NCU07699
Rbm27	NCU07699
Pygl	NCU07027
Pygl	NCU07027
Pygb	NCU07027
Pygm	NCU07027
Pygm	NCU07027
Pygm	NCU07027
Pygm	NCU07027
Slc25a3	NCU07465
Slc25a3	NCU07465
Slc25a3	NCU07465
Srrm2	NCU06498
Srrm2	NCU06498
Srrm2	NCU06498
Srrm2	NCU06498
Srrm2	NCU06498
Ap3s1	NCU09461
Ap3s1	NCU09461
Ap3s1	NCU09461
Ap3s1	NCU09461
Ap3s1	NCU09461
Ap3s2	NCU09461
Vps33a	NCU09121
Vps33a	NCU09121
Vps33b	NCU09121
Atp6v1d	NCU08035
Tmem205	NCU00078
Tmem205	NCU00078
Tmem205	NCU00078
Mpdu1	NCU08363
Mpdu1	NCU08363
Mpdu1	NCU08363
Mpdu1	NCU08363
Mpdu1	NCU08363
Sgta	NCU10273
Sgta	NCU10273
Sgta	NCU10273
Sgta	NCU10273
Sgtb	NCU10273
Sgtb	NCU10273
Sgtb	NCU10273
Mindy1	NCU03336
Mindy1	NCU03336
Mindy1	NCU03336
Mindy2	NCU03336
Mindy2	NCU03336
Mindy1	NCU03336
Rbbp6	NCU06718
Rbbp6	NCU06718
Rbbp6	NCU06718
Rbbp6	NCU06718
Rbbp6	NCU06718
Sae1	NCU09006
Sae1	NCU09006
Sae1	NCU09006
Dars2	NCU02585
Polr2a	NCU02103
Polr2a	NCU02103
Polr3a	NCU03986
Polr3a	NCU03986
Wdr26	NCU04101
Wdr26	NCU04101
Wdr26	NCU04101
Wdr26	NCU04101
Pi4kb	NCU10397
Pi4kb	NCU10397
Pi4kb	NCU10397
Pi4kb	NCU10397
Pi4kb	NCU10397
Mettl11b	NCU01114
Ntmt1	NCU01114
Ntmt1	NCU01114
Ntmt1	NCU01114
Ntmt1	NCU01114
Ntmt1	NCU01114
Nolc1	NCU04047
Nolc1	NCU04047
Nolc1	NCU04047
Nolc1	NCU04047
Nolc1	NCU04047
Nolc1	NCU04047
Brsk2	NCU09064
Brsk2	NCU09064
Brsk2	NCU09064
Brsk2	NCU09064
Brsk1	NCU09064
Brsk1	NCU09064
Brsk1	NCU09064
Pdp2	NCU01767
Pdp1	NCU01767
Pdp1	NCU01767
Pdp1	NCU01767
Pdp1	NCU01767
Pdp1	NCU01767
Pdp1	NCU01767
Fam160a2	NCU08869
Fam160a2	NCU08869
Fam160a2	NCU08869
Fam160a2	NCU08869
Fam160a2	NCU08869
Fam160a2	NCU08869
Fam160a2	NCU08869
Fam160a1	NCU08869
Fam160a1	NCU08869
Fam160a1	NCU08869
Osbpl9	NCU10715
Osbpl9	NCU10715
Osbpl9	NCU10715
Osbpl9	NCU10715
Osbpl9	NCU10715
Osbpl9	NCU10715
Osbpl9	NCU10715
Sall1	NCU03184
Sall3	NCU03184
Nmral1	NCU06936
Nmral1	NCU09169
Nmral1	NCU06936
Nmral1	NCU09169
Nmral1	NCU06936
Nmral1	NCU09169
Nmral1	NCU06936
Nmral1	NCU09169
Naa20	NCU01276
Naa20	NCU01276
Naa20	NCU01276
Naa20	NCU01276
Rpl35a	NCU09109
Rpl35a	NCU09109
Rpl35a	NCU09109
Rpl35a	NCU09109
Rpl35a	NCU09109
Nutf2	NCU04759
Nutf2	NCU04759
Nutf2-ps1	NCU04759
Nutf2	NCU04759
Nutf2	NCU04759
Trnau1ap	NCU00768
Trnau1ap	NCU00768
Trnau1ap	NCU00768
Trnau1ap	NCU00768
Trnau1ap	NCU00768
Trnau1ap	NCU00768
Gale	NCU04442
Gale	NCU04442
Etf1	NCU00410
Tmem30b	NCU01165
Tmem30a	NCU01165
Tmem30a	NCU01165
Exo1	NCU06089
Exo1	NCU06089
Exo1	NCU06089
Exo1	NCU06089
Exo1	NCU06089
Exo1	NCU06089
Atp6v1b2	NCU08515
Atp6v1b1	NCU08515
Atp6v1b1	NCU08515
Rab7	NCU03711
Rab7	NCU03711
Rab7	NCU03711
Rab7	NCU03711
Rab7	NCU03711
Aprt	NCU02090
Rpl18a	NCU08389
Rpl18a	NCU08389
Rpl18a	NCU08389
Rpl18a	NCU08389
Rpl18a	NCU08389
Rpl18a	NCU08389
Eef1b2	NCU06035
Eef1b2	NCU06035
Marc2	NCU11406
Marc2	NCU07678
Marc2	NCU11406
Marc2	NCU07678
Marc1	NCU11406
Marc1	NCU07678
Marc1	NCU11406
Marc1	NCU07678
Marc1	NCU11406
Marc1	NCU07678
Rnf14	NCU03719
Rnf14	NCU03719
Rnf14	NCU03719
Gm45808	NCU01704
Dhdh	NCU01704
Suox	NCU06931
Prpf40b	NCU03062
Prpf40a	NCU03062
Prpf40a	NCU03062
Prpf40a	NCU03062
Prpf40b	NCU03062
Prpf40b	NCU03062
Prpf40b	NCU03062
Prpf40b	NCU03062
Ube2w	NCU09122
Ube2w	NCU09122
Ube2w	NCU09122
Thoc5	NCU03239
Thoc5	NCU03239
Thoc5	NCU03239
Desi2	NCU02043
Desi2	NCU02043
Desi2	NCU02043
Desi2	NCU02043
Desi2	NCU02043
Desi2	NCU02043
Elp2	NCU04176
Elp2	NCU04176
Pitrm1	NCU01272
Pitrm1	NCU01272
Pitrm1	NCU01272
Mthfd1l	NCU03877
Mthfd1l	NCU03877
Mthfd1l	NCU03877
Mthfd1	NCU03877
Mthfd1	NCU03877
Glud1	NCU01195
Glud1	NCU01195
Med13	NCU03962
Med13l	NCU03962
Med13l	NCU03962
Gtf2h1	NCU05423
Gtf2h1	NCU05423
Gtf2h1	NCU05423
Gtf2h1	NCU05423
Timm50	NCU02943
Syvn1	NCU04633
Syvn1	NCU04633
Syvn1	NCU04633
Syvn1	NCU04633
Syvn1	NCU04633
Ndufab1	NCU05008
Ndufab1	NCU05008
Ndufab1	NCU05008
Ndufab1	NCU05008
Cdipt	NCU09192
Cdipt	NCU09192
Cdipt	NCU09192
Cdipt	NCU09192
Cdipt	NCU09192
Cdipt	NCU09192
Cdipt	NCU09192
Rpusd2	NCU03846
Mrps12	NCU06542
Mrps12	NCU06542
Mrps12	NCU06542
Sdha	NCU08336
Sdha	NCU08336
Cdc27	NCU08076
Cdc27	NCU08076
Cdc27	NCU08076
Uba7	NCU04370
Uba6	NCU04370
Uba6	NCU04370
Gm20661	NCU04370
Uba1y	NCU04370
Uba1y	NCU04370
Uba1	NCU04370
Uba1	NCU04370
Rpl27	NCU01827
Rpl27	NCU01827
Rpl27	NCU01827
Pcyt1b	NCU03880
Pcyt1b	NCU03880
Pcyt1a	NCU03880
Pcyt1a	NCU03880
Pcyt1a	NCU03880
Pcyt1a	NCU03880
Atpaf1	NCU03296
Atpaf1	NCU03296
Atpaf1	NCU03296
Atpaf1	NCU03296
Atpaf1	NCU03296
Atpaf1	NCU03296
Tent2	NCU04364
Tent2	NCU04364
Pqlc2	NCU09195
Pqlc2	NCU09195
Pqlc2	NCU09195
Pqlc2	NCU09195
Pqlc2	NCU00300
Metap2	NCU04306
Metap2	NCU04306
Metap2	NCU04306
Metap2	NCU04306
Metap2	NCU04306
Metap2	NCU04306
Dmxl1	NCU01658
Dmxl1	NCU01658
Dmxl2	NCU01658
Dmxl2	NCU01658
Dmxl2	NCU01658
Dmxl2	NCU01658
Iscu	NCU05778
Iscu	NCU05778
Iscu	NCU05778
Iscu	NCU05778
Acad11	NCU01181
Acad11	NCU01181
Acad11	NCU01181
Acad12	NCU00513
Acad12	NCU00513
Acad10	NCU00513
Acad10	NCU00513
Hao2	NCU11278
Hao2	NCU07362
Hao2	NCU08272
Hao2	NCU04539
Smap1	NCU03890
Smap1	NCU03890
Smap2	NCU03890
Rad54b	NCU02348
Rad54l	NCU02348
Rad54l	NCU02348
Ubxn2b	NCU01100
Nsfl1c	NCU01100
Nsfl1c	NCU01100
Nsfl1c	NCU01100
Ganab	NCU04203
Ganc	NCU04203
Stx5a	NCU01907
Stx5a	NCU01907
Stx5a	NCU01907
Stx5a	NCU01907
Stx5a	NCU01907
Stx5a	NCU01907
Stx5a	NCU01907
Stx5a	NCU01907
Ube2g2	NCU03623
Ube2g1	NCU07264
Ube2g1	NCU01188
Snrnp70	NCU07548
Snrnp70	NCU07548
Polr2j	NCU03782
Polr2j	NCU03782
Polr2j	NCU03782
Maea	NCU09000
Maea	NCU09000
Maea	NCU09000
Napb	NCU01674
Napb	NCU01674
Napa	NCU01674
Dkc1	NCU01290
Dcaf11	NCU02151
Dcaf11	NCU02151
Dcaf11	NCU02151
Dcaf11	NCU02151
Dcaf11	NCU02151
Fxn	NCU09754
Fxn	NCU09754
Snu13	NCU01331
Aco2	NCU02366
Aco2	NCU04280
Uchl1	NCU06372
Uchl3	NCU06372
Uchl3	NCU06372
Uchl4	NCU06372
Trappc12	NCU04498
Trappc12	NCU04498
Trappc12	NCU04498
Ftsj1	NCU04040
Ftsj1	NCU04040
Ftsj1	NCU04040
Asl	NCU08162
Asl	NCU08162
Asl	NCU08162
Asl	NCU08162
Asl	NCU08162
Asl	NCU08162
Maf1	NCU04597
Maf1	NCU04597
Maf1	NCU04597
Maf1	NCU04597
Maf1	NCU04597
1700009N14Rik	NCU09269
Rasl2-9	NCU09269
Ran	NCU09269
Ran	NCU09269
Rfc1	NCU06767
Rfc1	NCU06767
Rfc1	NCU06767
Rfc1	NCU06767
Rfc1	NCU06767
Os9	NCU08445
Os9	NCU08445
Os9	NCU08445
Ercc3	NCU06438
Ech1	NCU06647
Ech1	NCU06647
Tbc1d15	NCU03661
Tbc1d17	NCU03661
Tbc1d17	NCU03661
Ccnj	NCU02114
Ccnj	NCU02114
Ccnjl	NCU02114
Gorasp1	NCU09217
Gorasp2	NCU09217
Gorasp2	NCU09217
Gorasp2	NCU09217
Gorasp2	NCU09217
Pgpep1	NCU07453
Pgpep1	NCU07453
Pgpep1l	NCU07453
Pgpep1l	NCU07453
Pgpep1	NCU07453
Pgpep1	NCU07453
Pgpep1	NCU07453
Hip1r	NCU01956
Hip1	NCU01956
Hip1	NCU01956
Hip1	NCU01956
Hip1	NCU01956
Hip1	NCU01956
Hip1r	NCU01956
Hip1r	NCU01956
Hip1r	NCU01956
Poli	NCU06757
Poli	NCU06757
Poli	NCU06757
Poli	NCU06757
Poli	NCU06757
Ranbp9	NCU01409
Ranbp9	NCU01409
Ranbp9	NCU01409
Ranbp9	NCU01409
Ranbp10	NCU01409
Ranbp9	NCU01409
Pcx	NCU02505
Pcx	NCU02505
Pcx	NCU02505
Leprot	NCU06713
Leprot	NCU06713
Leprotl1	NCU06713
Arpp21	NCU01019
Arpp21	NCU01019
Arpp21	NCU01019
Arpp21	NCU01019
Arpp21	NCU01019
Arpp21	NCU01019
Arpp21	NCU01019
