AT3G09720.1 YGL171W_mRNA
AT2G19990.1 YKR013W_mRNA
AT2G19990.1 YJL079C_mRNA
AT2G19990.1 YJL078C_mRNA
AT1G01310.1 YKR013W_mRNA
AT1G01310.1 YJL079C_mRNA
AT1G01310.1 YJL078C_mRNA
AT5G02730.1 YKR013W_mRNA
AT5G02730.1 YJL079C_mRNA
AT5G02730.1 YJL078C_mRNA
AT3G09590.1 YKR013W_mRNA
AT3G09590.1 YJL079C_mRNA
AT3G09590.1 YJL078C_mRNA
AT4G31470.1 YKR013W_mRNA
AT4G31470.1 YJL079C_mRNA
AT4G31470.1 YJL078C_mRNA
AT5G57625.1 YKR013W_mRNA
AT5G57625.1 YJL079C_mRNA
AT5G57625.1 YJL078C_mRNA
AT4G25790.1 YKR013W_mRNA
AT4G25790.1 YJL079C_mRNA
AT4G25790.1 YJL078C_mRNA
AT4G30320.1 YKR013W_mRNA
AT4G30320.1 YJL079C_mRNA
AT4G30320.1 YJL078C_mRNA
AT4G25780.1 YKR013W_mRNA
AT4G25780.1 YJL079C_mRNA
AT4G25780.1 YJL078C_mRNA
AT4G33730.1 YKR013W_mRNA
AT4G33730.1 YJL079C_mRNA
AT4G33730.1 YJL078C_mRNA
AT3G19690.1 YKR013W_mRNA
AT3G19690.1 YJL079C_mRNA
AT3G19690.1 YJL078C_mRNA
AT2G14580.1 YKR013W_mRNA
AT2G14580.1 YJL079C_mRNA
AT2G14580.1 YJL078C_mRNA
AT2G14610.1 YKR013W_mRNA
AT2G14610.1 YJL079C_mRNA
AT2G14610.1 YJL078C_mRNA
AT1G50060.1 YKR013W_mRNA
AT1G50060.1 YJL079C_mRNA
AT1G50060.1 YJL078C_mRNA
AT1G50050.1 YKR013W_mRNA
AT1G50050.1 YJL079C_mRNA
AT1G50050.1 YJL078C_mRNA
AT4G07820.1 YKR013W_mRNA
AT4G07820.1 YJL079C_mRNA
AT4G07820.1 YJL078C_mRNA
AT4G33720.1 YKR013W_mRNA
AT4G33720.1 YJL079C_mRNA
AT4G33720.1 YJL078C_mRNA
AT4G33710.1 YKR013W_mRNA
AT4G33710.1 YJL079C_mRNA
AT4G33710.1 YJL078C_mRNA
AT5G26130.1 YKR013W_mRNA
AT5G26130.1 YJL079C_mRNA
AT5G26130.1 YJL078C_mRNA
AT1G20065.2 YJR063W_mRNA
AT3G25940.1 YJR063W_mRNA
AT5G26740.1 YKR051W_mRNA
AT3G05940.1 YKR051W_mRNA
AT4G38360.2 YKR051W_mRNA
AT1G77220.1 YKR051W_mRNA
AT1G23070.1 YKR051W_mRNA
AT1G68100.1 YIL023C_mRNA
AT1G74030.1 YMR323W_mRNA
AT1G74030.1 YOR393W_mRNA
AT1G74030.1 YPL281C_mRNA
AT1G74030.1 YHR174W_mRNA
AT1G74030.1 YGR254W_mRNA
AT2G29560.1 YMR323W_mRNA
AT2G29560.1 YOR393W_mRNA
AT2G29560.1 YPL281C_mRNA
AT2G29560.1 YHR174W_mRNA
AT2G29560.1 YGR254W_mRNA
AT2G36530.1 YMR323W_mRNA
AT2G36530.1 YOR393W_mRNA
AT2G36530.1 YPL281C_mRNA
AT2G36530.1 YHR174W_mRNA
AT2G36530.1 YGR254W_mRNA
AT5G67380.1 YOR061W_mRNA
AT5G67380.1 YIL035C_mRNA
AT3G50000.1 YOR061W_mRNA
AT3G50000.1 YIL035C_mRNA
AT2G23080.1 YOR061W_mRNA
AT2G23080.1 YIL035C_mRNA
AT2G23070.1 YOR061W_mRNA
AT2G23070.1 YIL035C_mRNA
AT5G06290.1 YML028W_mRNA
AT5G06290.1 YDR453C_mRNA
AT3G11630.1 YML028W_mRNA
AT3G11630.1 YDR453C_mRNA
AT4G09320.1 YKL067W_mRNA
AT5G63310.1 YKL067W_mRNA
AT4G21540.1 YOR171C_mRNA
AT4G21540.1 YLR260W_mRNA
AT4G21534.1 YOR171C_mRNA
AT4G21534.1 YLR260W_mRNA
AT2G31200.1 YLL050C_mRNA
AT2G16700.1 YLL050C_mRNA
AT4G34970.1 YLL050C_mRNA
AT4G25590.1 YLL050C_mRNA
AT5G52360.1 YLL050C_mRNA
AT1G01750.2 YLL050C_mRNA
AT4G00680.2 YLL050C_mRNA
AT3G46000.2 YLL050C_mRNA
AT3G45990.1 YLL050C_mRNA
AT3G46010.2 YLL050C_mRNA
AT5G59890.1 YLL050C_mRNA
AT5G59880.1 YLL050C_mRNA
AT5G41580.1 YOR156C_mRNA
AT5G41580.1 YDR409W_mRNA
AT1G08910.1 YOR156C_mRNA
AT1G08910.1 YDR409W_mRNA
AT2G20560.1 YNL007C_mRNA
AT4G28480.1 YNL007C_mRNA
AT3G08910.1 YNL007C_mRNA
AT5G01390.1 YNL007C_mRNA
AT1G10350.1 YNL007C_mRNA
AT1G59725.1 YNL007C_mRNA
AT3G47940.1 YNL007C_mRNA
AT5G25530.1 YNL007C_mRNA
AT1G80830.1 YOL122C_mRNA
AT1G80830.1 YLR034C_mRNA
AT1G80830.1 YHR050W_mRNA
AT1G15960.1 YOL122C_mRNA
AT1G15960.1 YLR034C_mRNA
AT1G15960.1 YHR050W_mRNA
AT3G52560.4 YGL087C_mRNA
AT2G36060.2 YGL087C_mRNA
AT1G70660.1 YGL087C_mRNA
AT1G70650.2 YGL087C_mRNA
AT1G23260.1 YGL087C_mRNA
AT2G43420.1 YGL001C_mRNA
AT2G26260.1 YGL001C_mRNA
AT1G47290.2 YGL001C_mRNA
AT2G36900.1 YLR078C_mRNA
AT5G50440.1 YLR078C_mRNA
AT3G10550.1 YJR110W_mRNA
AT5G04540.1 YJR110W_mRNA
AT3G14740.2 YPR031W_mRNA
AT5G20430.1 YFL034C-B_mRNA
AT5G20440.1 YFL034C-B_mRNA
AT4G19045.1 YIL106W_mRNA
AT5G45550.1 YIL106W_mRNA
AT3G10850.1 YDR272W_mRNA
AT3G10850.1 YOR040W_mRNA
AT3G05740.1 YMR190C_mRNA
AT1G10930.1 YMR190C_mRNA
AT1G31360.3 YMR190C_mRNA
AT3G26340.1 YPR103W_mRNA
AT1G13060.2 YPR103W_mRNA
AT5G10960.1 YNR052C_mRNA
AT1G80780.3 YNR052C_mRNA
AT2G32070.1 YNR052C_mRNA
AT1G15920.1 YNR052C_mRNA
AT5G22250.1 YNR052C_mRNA
AT3G44260.1 YNR052C_mRNA
AT1G49760.1 YER165W_mRNA
AT2G15500.1 YER165W_mRNA
AT4G34110.1 YER165W_mRNA
AT2G23350.1 YER165W_mRNA
AT1G22760.1 YER165W_mRNA
AT1G71770.1 YER165W_mRNA
AT2G36660.1 YER165W_mRNA
AT4G04800.1 YCL033C_mRNA
AT4G21860.1 YCL033C_mRNA
AT4G04810.1 YCL033C_mRNA
AT4G04830.1 YCL033C_mRNA
AT4G21850.1 YCL033C_mRNA
AT4G21830.1 YCL033C_mRNA
AT4G21840.1 YCL033C_mRNA
AT4G04840.1 YCL033C_mRNA
AT4G31860.1 YER089C_mRNA
AT4G31860.1 YBL056W_mRNA
AT2G25070.1 YER089C_mRNA
AT2G25070.1 YBL056W_mRNA
AT4G38260.1 YGR127W_mRNA
AT5G35980.1 YJL141C_mRNA
AT5G66130.1 YER173W_mRNA
AT1G02740.1 YPR023C_mRNA
AT4G37280.1 YPR023C_mRNA
AT5G50490.1 YOR358W_mRNA
AT5G27910.1 YOR358W_mRNA
AT5G50470.1 YOR358W_mRNA
AT5G50480.1 YOR358W_mRNA
AT5G38140.1 YOR358W_mRNA
AT1G08970.1 YOR358W_mRNA
AT1G54830.1 YOR358W_mRNA
AT1G56170.1 YOR358W_mRNA
AT3G48590.1 YOR358W_mRNA
AT5G63470.1 YOR358W_mRNA
AT1G12390.1 YGL054C_mRNA
AT1G12390.1 YBR210W_mRNA
AT1G12340.1 YGL054C_mRNA
AT1G12340.1 YBR210W_mRNA
AT1G62880.1 YGL054C_mRNA
AT1G62880.1 YBR210W_mRNA
AT4G12090.1 YGL054C_mRNA
AT4G12090.1 YBR210W_mRNA
AT3G12180.1 YGL054C_mRNA
AT3G12180.1 YBR210W_mRNA
AT1G54080.2 YNL016W_mRNA
AT1G17370.1 YNL016W_mRNA
AT3G14100.1 YNL016W_mRNA
AT4G39120.2 YHR046C_mRNA
AT4G39120.2 YDR287W_mRNA
AT1G31190.1 YHR046C_mRNA
AT1G31190.1 YDR287W_mRNA
AT3G02870.1 YHR046C_mRNA
AT3G02870.1 YDR287W_mRNA
AT1G54390.2 YNL097C_mRNA
AT1G54390.2 YHR090C_mRNA
AT1G54390.2 YOR064C_mRNA
AT5G02250.1 YMR287C_mRNA
AT2G17510.2 YOL021C_mRNA
AT1G77680.1 YDR293C_mRNA
AT2G04030.1 YMR186W_mRNA
AT2G04030.1 YPL240C_mRNA
AT3G07770.1 YMR186W_mRNA
AT3G07770.1 YPL240C_mRNA
AT4G24190.1 YMR186W_mRNA
AT4G24190.1 YPL240C_mRNA
AT5G56010.1 YMR186W_mRNA
AT5G56010.1 YPL240C_mRNA
AT5G56030.2 YMR186W_mRNA
AT5G56030.2 YPL240C_mRNA
AT5G56000.1 YMR186W_mRNA
AT5G56000.1 YPL240C_mRNA
AT5G52640.1 YMR186W_mRNA
AT5G52640.1 YPL240C_mRNA
AT5G46750.1 YER122C_mRNA
AT4G17890.1 YER122C_mRNA
AT2G35210.1 YER122C_mRNA
AT5G62500.1 YER016W_mRNA
AT3G47690.1 YER016W_mRNA
AT5G67270.1 YER016W_mRNA
AT5G42740.1 YBR196C_mRNA
AT1G69670.1 YGR003W_mRNA
AT1G26830.1 YGR003W_mRNA
AT1G03190.1 YER171W_mRNA
AT3G61160.2 YDL079C_mRNA
AT3G61160.2 YMR139W_mRNA
AT4G00720.1 YDL079C_mRNA
AT4G00720.1 YMR139W_mRNA
AT1G09840.10 YDL079C_mRNA
AT1G09840.10 YMR139W_mRNA
AT1G57870.3 YDL079C_mRNA
AT1G57870.3 YMR139W_mRNA
AT2G30980.1 YDL079C_mRNA
AT2G30980.1 YMR139W_mRNA
AT1G06390.1 YDL079C_mRNA
AT1G06390.1 YMR139W_mRNA
AT4G18710.1 YDL079C_mRNA
AT4G18710.1 YMR139W_mRNA
AT5G14640.1 YDL079C_mRNA
AT5G14640.1 YMR139W_mRNA
AT5G26751.1 YDL079C_mRNA
AT5G26751.1 YMR139W_mRNA
AT3G05840.1 YDL079C_mRNA
AT3G05840.1 YMR139W_mRNA
AT1G11660.1 YPL106C_mRNA
AT1G11660.1 YBR169C_mRNA
AT1G79920.1 YPL106C_mRNA
AT1G79920.1 YBR169C_mRNA
AT1G79930.1 YPL106C_mRNA
AT1G79930.1 YBR169C_mRNA
AT1G29940.1 YPR010C_mRNA
AT5G45140.1 YOR207C_mRNA
AT4G21710.1 YOR151C_mRNA
AT3G57650.1 YBR042C_mRNA
AT3G57650.1 YDR018C_mRNA
AT1G51260.1 YBR042C_mRNA
AT1G51260.1 YDR018C_mRNA
AT1G74320.1 YDR147W_mRNA
AT1G74320.1 YLR133W_mRNA
AT1G71697.1 YDR147W_mRNA
AT1G71697.1 YLR133W_mRNA
AT4G09760.1 YDR147W_mRNA
AT4G09760.1 YLR133W_mRNA
AT2G26830.1 YDR147W_mRNA
AT2G26830.1 YLR133W_mRNA
AT5G20080.1 YKL150W_mRNA
AT5G17770.1 YIL043C_mRNA
AT1G09810.1 YDR374C_mRNA
AT1G79270.1 YDR374C_mRNA
AT3G17330.1 YDR374C_mRNA
AT1G48110.1 YDR374C_mRNA
AT1G55500.5 YDR374C_mRNA
AT3G13460.1 YDR374C_mRNA
AT5G61020.1 YDR374C_mRNA
AT3G03950.3 YDR374C_mRNA
AT3G13060.2 YDR374C_mRNA
AT1G27960.1 YDR374C_mRNA
AT5G58190.2 YDR374C_mRNA
AT1G60780.1 YPL259C_mRNA
AT1G10730.1 YPL259C_mRNA
AT5G46630.2 YOL062C_mRNA
AT1G17720.1 YGL190C_mRNA
AT1G74990.1 YER116C_mRNA
AT1G19310.1 YER116C_mRNA
AT2G23780.1 YER116C_mRNA
AT2G44410.1 YER116C_mRNA
AT2G42030.1 YER116C_mRNA
AT3G58030.1 YER116C_mRNA
AT4G28270.1 YER116C_mRNA
AT4G03510.1 YER116C_mRNA
AT4G27470.1 YER116C_mRNA
AT1G79610.1 YDR456W_mRNA
AT1G54370.1 YDR456W_mRNA
AT1G55880.1 YGR012W_mRNA
AT1G60000.1 YGR159C_mRNA
AT3G52150.1 YGR159C_mRNA
AT3G52380.1 YGR159C_mRNA
AT3G53460.4 YGR159C_mRNA
AT2G37220.1 YGR159C_mRNA
AT4G24770.1 YGR159C_mRNA
AT5G50250.1 YGR159C_mRNA
AT1G70400.3 YGR091W_mRNA
AT1G60170.1 YGR091W_mRNA
AT2G32000.1 YLR234W_mRNA
AT5G63920.1 YLR234W_mRNA
AT2G47720.1 YGR223C_mRNA
AT3G01310.1 YLR410W_mRNA
AT5G15070.2 YLR410W_mRNA
AT3G01380.2 YKL165C_mRNA
AT4G35560.2 YPR032W_mRNA
AT4G35560.2 YBL106C_mRNA
AT5G05570.1 YPR032W_mRNA
AT5G05570.1 YBL106C_mRNA
AT4G35890.1 YDR515W_mRNA
AT4G35890.1 YCL037C_mRNA
AT5G66100.1 YDR515W_mRNA
AT5G66100.1 YCL037C_mRNA
AT5G67320.1 YBR103W_mRNA
AT3G46830.1 YER031C_mRNA
AT3G46830.1 YGL210W_mRNA
AT5G59150.1 YER031C_mRNA
AT5G59150.1 YGL210W_mRNA
AT1G07410.1 YER031C_mRNA
AT1G07410.1 YGL210W_mRNA
AT1G09630.1 YER031C_mRNA
AT1G09630.1 YGL210W_mRNA
AT5G65270.1 YER031C_mRNA
AT5G65270.1 YGL210W_mRNA
AT4G39990.1 YER031C_mRNA
AT4G39990.1 YGL210W_mRNA
AT3G12160.1 YER031C_mRNA
AT3G12160.1 YGL210W_mRNA
AT5G47960.1 YER031C_mRNA
AT5G47960.1 YGL210W_mRNA
AT3G15060.1 YER031C_mRNA
AT3G15060.1 YGL210W_mRNA
AT5G60860.1 YER031C_mRNA
AT5G60860.1 YGL210W_mRNA
AT1G28550.1 YER031C_mRNA
AT1G28550.1 YGL210W_mRNA
AT2G33870.1 YER031C_mRNA
AT2G33870.1 YGL210W_mRNA
AT4G18430.1 YER031C_mRNA
AT4G18430.1 YGL210W_mRNA
AT5G45750.1 YER031C_mRNA
AT5G45750.1 YGL210W_mRNA
AT4G18800.1 YER031C_mRNA
AT4G18800.1 YGL210W_mRNA
AT1G06400.1 YER031C_mRNA
AT1G06400.1 YGL210W_mRNA
AT1G16920.1 YER031C_mRNA
AT1G16920.1 YGL210W_mRNA
AT1G07705.2 YDL165W_mRNA
AT5G59710.1 YDL165W_mRNA
AT1G52760.1 YKL094W_mRNA
AT5G14980.1 YKL094W_mRNA
AT5G19290.1 YKL094W_mRNA
AT1G11090.1 YKL094W_mRNA
AT5G16120.4 YKL094W_mRNA
AT1G77420.1 YKL094W_mRNA
AT3G55180.1 YKL094W_mRNA
AT2G39400.1 YKL094W_mRNA
AT2G39420.1 YKL094W_mRNA
AT2G39410.2 YKL094W_mRNA
AT3G55190.1 YKL094W_mRNA
AT2G47630.1 YKL094W_mRNA
AT3G62860.1 YKL094W_mRNA
AT1G18360.1 YKL094W_mRNA
AT1G73480.1 YKL094W_mRNA
AT5G11650.1 YKL094W_mRNA
AT3G07880.1 YDL135C_mRNA
AT1G12070.1 YDL135C_mRNA
AT1G62450.1 YDL135C_mRNA
AT1G26630.1 YEL034W_mRNA
AT1G26630.1 YJR047C_mRNA
AT1G69410.1 YEL034W_mRNA
AT1G69410.1 YJR047C_mRNA
AT1G13950.1 YEL034W_mRNA
AT1G13950.1 YJR047C_mRNA
AT1G29990.1 YLR200W_mRNA
ATMG01080.1 Q0130_mRNA
AT2G07671.1 Q0130_mRNA
AT5G07460.1 YER042W_mRNA
AT4G25130.1 YER042W_mRNA
AT5G61640.2 YER042W_mRNA
AT5G07470.1 YER042W_mRNA
AT5G38710.1 YLR142W_mRNA
AT3G30775.1 YLR142W_mRNA
AT3G55410.1 YIL125W_mRNA
AT5G65750.1 YIL125W_mRNA
AT4G09140.1 YMR167W_mRNA
AT5G04620.2 YDR232W_mRNA
AT5G08280.1 YDL205C_mRNA
AT5G47200.1 YFL038C_mRNA
AT4G17530.1 YFL038C_mRNA
AT1G02130.1 YFL038C_mRNA
AT3G11730.1 YFL038C_mRNA
AT3G46060.1 YFL005W_mRNA
AT5G59840.1 YFL005W_mRNA
AT3G53610.1 YFL005W_mRNA
AT3G09900.1 YFL005W_mRNA
AT5G03520.1 YFL005W_mRNA
AT2G22610.3 YPR141C_mRNA
AT1G72250.3 YPR141C_mRNA
AT5G41310.1 YPR141C_mRNA
AT1G63640.3 YPR141C_mRNA
AT1G73860.1 YPR141C_mRNA
AT1G18410.4 YPR141C_mRNA
AT3G10310.2 YPR141C_mRNA
AT3G44730.2 YPR141C_mRNA
AT2G47500.1 YPR141C_mRNA
AT1G09170.5 YPR141C_mRNA
AT5G27000.1 YPR141C_mRNA
AT4G05190.1 YPR141C_mRNA
AT4G21270.1 YPR141C_mRNA
AT5G54670.1 YPR141C_mRNA
AT4G27180.1 YPR141C_mRNA
AT2G26240.1 YJR085C_mRNA
AT3G43520.1 YJR085C_mRNA
AT3G57280.1 YJR085C_mRNA
AT1G50740.1 YJR085C_mRNA
AT3G20510.1 YJR085C_mRNA
AT4G39850.3 YPL147W_mRNA
AT4G39850.3 YKL188C_mRNA
AT2G01730.1 YLR277C_mRNA
AT1G61010.1 YLR277C_mRNA
AT2G48150.1 YKL026C_mRNA
AT2G48150.1 YIR037W_mRNA
AT2G48150.1 YBR244W_mRNA
AT3G63080.1 YKL026C_mRNA
AT3G63080.1 YIR037W_mRNA
AT3G63080.1 YBR244W_mRNA
AT1G63460.1 YKL026C_mRNA
AT1G63460.1 YIR037W_mRNA
AT1G63460.1 YBR244W_mRNA
AT4G11600.1 YKL026C_mRNA
AT4G11600.1 YIR037W_mRNA
AT4G11600.1 YBR244W_mRNA
AT2G31570.1 YKL026C_mRNA
AT2G31570.1 YIR037W_mRNA
AT2G31570.1 YBR244W_mRNA
AT2G43350.1 YKL026C_mRNA
AT2G43350.1 YIR037W_mRNA
AT2G43350.1 YBR244W_mRNA
AT2G25080.1 YKL026C_mRNA
AT2G25080.1 YIR037W_mRNA
AT2G25080.1 YBR244W_mRNA
AT4G31870.1 YKL026C_mRNA
AT4G31870.1 YIR037W_mRNA
AT4G31870.1 YBR244W_mRNA
AT2G40090.1 YLR253W_mRNA
AT1G74310.1 YLL026W_mRNA
AT4G14670.1 YLL026W_mRNA
AT5G15450.1 YDR258C_mRNA
AT2G25140.1 YDR258C_mRNA
AT5G60500.1 YMR101C_mRNA
AT5G60500.1 YBR002C_mRNA
AT5G60510.1 YMR101C_mRNA
AT5G60510.1 YBR002C_mRNA
AT2G17570.1 YMR101C_mRNA
AT2G17570.1 YBR002C_mRNA
AT3G60100.2 YPR001W_mRNA
AT3G60100.2 YNR001C_mRNA
AT3G60100.2 YCR005C_mRNA
AT2G44350.2 YPR001W_mRNA
AT2G44350.2 YNR001C_mRNA
AT2G44350.2 YCR005C_mRNA
AT3G02280.1 YPR048W_mRNA
AT3G24710.1 YFR030W_mRNA
AT4G24520.1 YHR042W_mRNA
AT4G30210.3 YHR042W_mRNA
AT4G26390.1 YAL038W_mRNA
AT4G26390.1 YOR347C_mRNA
AT5G56350.1 YAL038W_mRNA
AT5G56350.1 YOR347C_mRNA
AT5G63680.1 YAL038W_mRNA
AT5G63680.1 YOR347C_mRNA
AT5G08570.1 YAL038W_mRNA
AT5G08570.1 YOR347C_mRNA
AT3G04050.1 YAL038W_mRNA
AT3G04050.1 YOR347C_mRNA
AT3G25960.1 YAL038W_mRNA
AT3G25960.1 YOR347C_mRNA
AT3G55650.1 YAL038W_mRNA
AT3G55650.1 YOR347C_mRNA
AT3G55810.1 YAL038W_mRNA
AT3G55810.1 YOR347C_mRNA
AT5G35600.1 YNL330C_mRNA
AT5G63110.1 YNL330C_mRNA
AT4G38130.1 YNL330C_mRNA
AT3G44680.1 YGL194C_mRNA
AT5G22330.1 YDR190C_mRNA
AT5G67630.1 YPL235W_mRNA
AT3G49830.1 YPL235W_mRNA
AT4G29330.1 YBR201W_mRNA
AT4G29330.1 YDR411C_mRNA
AT4G21810.1 YBR201W_mRNA
AT4G21810.1 YDR411C_mRNA
AT4G04860.1 YBR201W_mRNA
AT4G04860.1 YDR411C_mRNA
AT4G17620.1 YGL246C_mRNA
AT4G24160.1 YLR099C_mRNA
AT4G24160.1 YDR125C_mRNA
AT4G24160.1 YGR110W_mRNA
AT5G07320.1 YNL083W_mRNA
AT5G61810.1 YNL083W_mRNA
AT5G51050.1 YNL083W_mRNA
AT5G09740.1 YOR244W_mRNA
AT5G64610.1 YOR244W_mRNA
AT5G11170.1 YDL084W_mRNA
AT5G11200.2 YDL084W_mRNA
AT5G42950.1 YBR172C_mRNA
AT1G08990.1 YJL137C_mRNA
AT1G08990.1 YKR058W_mRNA
AT1G08990.1 YOR320C_mRNA
AT1G54940.1 YJL137C_mRNA
AT1G54940.1 YKR058W_mRNA
AT1G54940.1 YOR320C_mRNA
AT4G33330.2 YJL137C_mRNA
AT4G33330.2 YKR058W_mRNA
AT4G33330.2 YOR320C_mRNA
AT1G77130.1 YJL137C_mRNA
AT1G77130.1 YKR058W_mRNA
AT1G77130.1 YOR320C_mRNA
AT3G18660.2 YJL137C_mRNA
AT3G18660.2 YKR058W_mRNA
AT3G18660.2 YOR320C_mRNA
AT5G18480.1 YJL137C_mRNA
AT5G18480.1 YKR058W_mRNA
AT5G18480.1 YOR320C_mRNA
AT4G08480.1 YLR362W_mRNA
AT4G08480.1 YJL095W_mRNA
AT4G08480.1 YNR031C_mRNA
AT4G08480.1 YCR073C_mRNA
AT4G08480.1 YHR102W_mRNA
AT4G08500.1 YLR362W_mRNA
AT4G08500.1 YJL095W_mRNA
AT4G08500.1 YNR031C_mRNA
AT4G08500.1 YCR073C_mRNA
AT4G08500.1 YHR102W_mRNA
AT4G08470.1 YLR362W_mRNA
AT4G08470.1 YJL095W_mRNA
AT4G08470.1 YNR031C_mRNA
AT4G08470.1 YCR073C_mRNA
AT4G08470.1 YHR102W_mRNA
AT5G10740.1 YDL006W_mRNA
AT5G24940.1 YDL006W_mRNA
AT4G31750.1 YDL006W_mRNA
AT1G43900.1 YDL006W_mRNA
AT5G53140.1 YDL006W_mRNA
AT4G28400.1 YDL006W_mRNA
AT2G20630.2 YDL006W_mRNA
AT3G15260.1 YDL006W_mRNA
AT2G34740.1 YDL006W_mRNA
AT1G34750.1 YDL006W_mRNA
AT1G22280.3 YDL006W_mRNA
AT1G78200.1 YDL006W_mRNA
AT2G40860.1 YBR125C_mRNA
AT3G23360.1 YBR125C_mRNA
AT5G16980.2 YML131W_mRNA
AT5G37960.1 YML131W_mRNA
AT3G03080.1 YML131W_mRNA
AT5G16990.1 YML131W_mRNA
AT5G17000.1 YML131W_mRNA
AT5G16970.1 YML131W_mRNA
AT1G26320.1 YML131W_mRNA
AT5G16960.1 YML131W_mRNA
AT5G37940.1 YML131W_mRNA
AT5G38000.1 YML131W_mRNA
AT5G37980.1 YML131W_mRNA
AT3G59845.1 YML131W_mRNA
AT1G65560.1 YML131W_mRNA
AT1G30000.2 YJR131W_mRNA
AT4G20320.1 YBL039C_mRNA
AT4G20320.1 YJR103W_mRNA
AT1G30820.1 YBL039C_mRNA
AT1G30820.1 YJR103W_mRNA
AT2G34890.1 YBL039C_mRNA
AT2G34890.1 YJR103W_mRNA
AT3G12670.1 YBL039C_mRNA
AT3G12670.1 YJR103W_mRNA
AT4G02120.2 YBL039C_mRNA
AT4G02120.2 YJR103W_mRNA
AT1G77840.1 YPR041W_mRNA
AT1G36730.1 YPR041W_mRNA
AT3G02090.2 YLR163C_mRNA
AT3G02090.2 YBL045C_mRNA
AT1G51980.1 YHR024C_mRNA
AT3G16480.1 YHR024C_mRNA
AT5G35680.3 YMR260C_mRNA
AT2G04520.1 YMR260C_mRNA
AT3G53030.1 YMR216C_mRNA
AT3G44850.1 YMR216C_mRNA
AT5G22840.1 YMR216C_mRNA
AT2G17530.1 YMR216C_mRNA
AT4G35500.2 YMR216C_mRNA
AT5G58670.1 YPL268W_mRNA
AT4G38530.1 YPL268W_mRNA
AT2G40116.1 YPL268W_mRNA
AT5G58700.1 YPL268W_mRNA
AT3G47220.1 YPL268W_mRNA
AT3G47290.2 YPL268W_mRNA
AT5G58690.1 YPL268W_mRNA
AT3G08510.1 YPL268W_mRNA
AT3G55940.1 YPL268W_mRNA
AT3G51520.1 YOR245C_mRNA
AT3G57170.1 YGR216C_mRNA
AT4G11380.2 YJR005W_mRNA
AT4G11380.2 YKL135C_mRNA
AT4G23460.1 YJR005W_mRNA
AT4G23460.1 YKL135C_mRNA
AT4G16710.1 YGL047W_mRNA
AT5G61510.1 YBR046C_mRNA
AT5G63400.1 YER170W_mRNA
AT5G63400.1 YDR226W_mRNA
AT5G50370.1 YER170W_mRNA
AT5G50370.1 YDR226W_mRNA
AT1G26110.1 YPR129W_mRNA
AT5G45330.1 YPR129W_mRNA
AT1G31480.1 YOR022C_mRNA
AT4G05320.2 YLL039C_mRNA
AT3G09790.1 YLL039C_mRNA
AT5G20620.1 YLL039C_mRNA
AT3G05060.1 YOR310C_mRNA
AT5G27120.1 YOR310C_mRNA
AT5G27140.2 YOR310C_mRNA
AT1G56110.1 YLR197W_mRNA
AT3G12860.1 YLR197W_mRNA
AT5G14170.1 YNR023W_mRNA
AT5G14170.1 YCR052W_mRNA
AT3G01890.1 YNR023W_mRNA
AT3G01890.1 YCR052W_mRNA
AT5G26640.1 YDL008W_mRNA
AT3G05870.3 YDL008W_mRNA
AT3G07140.1 YHR188C_mRNA
AT3G18480.1 YKL179C_mRNA
AT5G22060.1 YMR214W_mRNA
AT5G22060.1 YPR061C_mRNA
AT5G22060.1 YNL064C_mRNA
AT3G44110.1 YMR214W_mRNA
AT3G44110.1 YPR061C_mRNA
AT3G44110.1 YNL064C_mRNA
AT3G60240.4 YGR162W_mRNA
AT4G25845.1 YKR003W_mRNA
AT4G25850.2 YKR003W_mRNA
AT5G57240.3 YKR003W_mRNA
AT4G25860.1 YKR003W_mRNA
AT5G57400.2 YKR003W_mRNA
AT5G15680.1 YIL129C_mRNA
AT1G02160.2 YHR116W_mRNA
AT2G36880.1 YLR180W_mRNA
AT2G36880.1 YDR502C_mRNA
AT4G01850.1 YLR180W_mRNA
AT4G01850.1 YDR502C_mRNA
AT1G02500.1 YLR180W_mRNA
AT1G02500.1 YDR502C_mRNA
AT3G17390.1 YLR180W_mRNA
AT3G17390.1 YDR502C_mRNA
AT5G26860.1 YBL022C_mRNA
AT3G05780.1 YBL022C_mRNA
AT3G05790.1 YBL022C_mRNA
AT1G52560.1 YBR072W_mRNA
AT1G52560.1 YDR171W_mRNA
AT4G25200.1 YBR072W_mRNA
AT4G25200.1 YDR171W_mRNA
AT5G51440.1 YBR072W_mRNA
AT5G51440.1 YDR171W_mRNA
AT4G27670.1 YBR072W_mRNA
AT4G27670.1 YDR171W_mRNA
AT2G29500.1 YBR072W_mRNA
AT2G29500.1 YDR171W_mRNA
AT1G59860.1 YBR072W_mRNA
AT1G59860.1 YDR171W_mRNA
AT1G07400.1 YBR072W_mRNA
AT1G07400.1 YDR171W_mRNA
AT3G46230.1 YBR072W_mRNA
AT3G46230.1 YDR171W_mRNA
AT1G53540.1 YBR072W_mRNA
AT1G53540.1 YDR171W_mRNA
AT5G59720.1 YBR072W_mRNA
AT5G59720.1 YDR171W_mRNA
AT4G10250.1 YBR072W_mRNA
AT4G10250.1 YDR171W_mRNA
AT5G37670.1 YBR072W_mRNA
AT5G37670.1 YDR171W_mRNA
