AT3G09720.1 ENSMUSP00000048802
AT1G80930.1 ENSMUSP00000135969
AT1G80930.1 ENSMUSP00000136971
AT1G80930.1 ENSMUSP00000122338
AT1G80930.1 ENSMUSP00000115067
AT5G26830.1 ENSMUSP00000130269
AT5G26830.1 ENSMUSP00000073946
AT5G26830.1 ENSMUSP00000029752
AT5G26830.1 ENSMUSP00000022849
AT5G26830.1 ENSMUSP00000032728
AT3G48350.1 ENSMUSP00000112006
AT3G48350.1 ENSMUSP00000015667
AT3G48350.1 ENSMUSP00000036801
AT3G48350.1 ENSMUSP00000026078
AT3G48350.1 ENSMUSP00000152497
AT3G48350.1 ENSMUSP00000152357
AT3G48350.1 ENSMUSP00000152551
AT3G48350.1 ENSMUSP00000152169
AT3G48350.1 ENSMUSP00000021933
AT3G48340.1 ENSMUSP00000112006
AT3G48340.1 ENSMUSP00000015667
AT3G48340.1 ENSMUSP00000036801
AT3G48340.1 ENSMUSP00000026078
AT3G48340.1 ENSMUSP00000152497
AT3G48340.1 ENSMUSP00000152357
AT3G48340.1 ENSMUSP00000152551
AT3G48340.1 ENSMUSP00000152169
AT3G48340.1 ENSMUSP00000021933
AT5G50260.1 ENSMUSP00000112006
AT5G50260.1 ENSMUSP00000015667
AT5G50260.1 ENSMUSP00000036801
AT5G50260.1 ENSMUSP00000026078
AT5G50260.1 ENSMUSP00000152497
AT5G50260.1 ENSMUSP00000152357
AT5G50260.1 ENSMUSP00000152551
AT5G50260.1 ENSMUSP00000152169
AT5G50260.1 ENSMUSP00000021933
AT2G22160.1 ENSMUSP00000112006
AT2G22160.1 ENSMUSP00000015667
AT2G22160.1 ENSMUSP00000036801
AT2G22160.1 ENSMUSP00000026078
AT2G22160.1 ENSMUSP00000152497
AT2G22160.1 ENSMUSP00000152357
AT2G22160.1 ENSMUSP00000152551
AT2G22160.1 ENSMUSP00000152169
AT2G22160.1 ENSMUSP00000021933
AT5G45890.1 ENSMUSP00000112006
AT5G45890.1 ENSMUSP00000015667
AT5G45890.1 ENSMUSP00000036801
AT5G45890.1 ENSMUSP00000026078
AT5G45890.1 ENSMUSP00000152497
AT5G45890.1 ENSMUSP00000152357
AT5G45890.1 ENSMUSP00000152551
AT5G45890.1 ENSMUSP00000152169
AT5G45890.1 ENSMUSP00000021933
AT4G36940.1 ENSMUSP00000023237
AT2G23420.1 ENSMUSP00000023237
AT2G27100.1 ENSMUSP00000142344
AT2G27100.1 ENSMUSP00000142435
AT2G27100.1 ENSMUSP00000152514
AT2G27100.1 ENSMUSP00000143442
AT2G27100.1 ENSMUSP00000143232
AT2G27100.1 ENSMUSP00000142564
AT2G27100.1 ENSMUSP00000043123
AT2G27100.1 ENSMUSP00000142351
AT3G52590.1 ENSMUSP00000080608
AT3G52590.1 ENSMUSP00000137461
AT3G52590.1 ENSMUSP00000086852
AT3G52590.1 ENSMUSP00000080543
AT3G52590.1 ENSMUSP00000123562
AT3G52590.1 ENSMUSP00000120096
AT3G52590.1 ENSMUSP00000121149
AT3G52590.1 ENSMUSP00000123263
AT2G36170.1 ENSMUSP00000080608
AT2G36170.1 ENSMUSP00000137461
AT2G36170.1 ENSMUSP00000086852
AT2G36170.1 ENSMUSP00000080543
AT2G36170.1 ENSMUSP00000123562
AT2G36170.1 ENSMUSP00000120096
AT2G36170.1 ENSMUSP00000121149
AT2G36170.1 ENSMUSP00000123263
AT2G37160.2 ENSMUSP00000152626
AT2G37160.2 ENSMUSP00000152487
AT2G37160.2 ENSMUSP00000036682
AT2G37160.2 ENSMUSP00000093059
AT2G37160.2 ENSMUSP00000152408
AT2G37160.2 ENSMUSP00000141887
AT2G37160.2 ENSMUSP00000141678
AT2G37160.2 ENSMUSP00000032570
AT2G37160.2 ENSMUSP00000104119
AT3G53390.1 ENSMUSP00000152626
AT3G53390.1 ENSMUSP00000152487
AT3G53390.1 ENSMUSP00000036682
AT3G53390.1 ENSMUSP00000093059
AT3G53390.1 ENSMUSP00000152408
AT3G53390.1 ENSMUSP00000141887
AT3G53390.1 ENSMUSP00000141678
AT3G53390.1 ENSMUSP00000032570
AT3G53390.1 ENSMUSP00000104119
AT2G45290.1 ENSMUSP00000022529
AT2G45290.1 ENSMUSP00000153691
AT2G45290.1 ENSMUSP00000010127
AT2G45290.1 ENSMUSP00000002025
AT2G45290.1 ENSMUSP00000138388
AT3G60750.1 ENSMUSP00000022529
AT3G60750.1 ENSMUSP00000153691
AT3G60750.1 ENSMUSP00000010127
AT3G60750.1 ENSMUSP00000002025
AT3G60750.1 ENSMUSP00000138388
AT2G46900.1 ENSMUSP00000148531
AT2G46900.1 ENSMUSP00000148676
AT2G46900.1 ENSMUSP00000104468
AT2G46900.1 ENSMUSP00000148344
AT2G46900.1 ENSMUSP00000056485
AT2G46900.1 ENSMUSP00000148454
AT2G46900.1 ENSMUSP00000148504
AT5G17400.1 ENSMUSP00000088723
AT5G17400.1 ENSMUSP00000155169
AT5G17400.1 ENSMUSP00000034049
AT5G17400.1 ENSMUSP00000016463
AT5G56450.1 ENSMUSP00000088723
AT5G56450.1 ENSMUSP00000155169
AT5G56450.1 ENSMUSP00000034049
AT5G56450.1 ENSMUSP00000016463
AT5G13490.1 ENSMUSP00000088723
AT5G13490.1 ENSMUSP00000155169
AT5G13490.1 ENSMUSP00000034049
AT5G13490.1 ENSMUSP00000016463
AT3G08580.1 ENSMUSP00000088723
AT3G08580.1 ENSMUSP00000155169
AT3G08580.1 ENSMUSP00000034049
AT3G08580.1 ENSMUSP00000016463
AT4G28390.1 ENSMUSP00000088723
AT4G28390.1 ENSMUSP00000155169
AT4G28390.1 ENSMUSP00000034049
AT4G28390.1 ENSMUSP00000016463
AT4G00651.1 ENSMUSP00000156844
AT4G00651.1 ENSMUSP00000007012
AT3G56350.1 ENSMUSP00000156844
AT3G56350.1 ENSMUSP00000007012
AT3G10920.1 ENSMUSP00000156844
AT3G10920.1 ENSMUSP00000007012
AT3G16630.1 ENSMUSP00000064261
AT3G16630.1 ENSMUSP00000102044
AT3G16630.1 ENSMUSP00000058084
AT3G16630.1 ENSMUSP00000113921
AT3G16630.1 ENSMUSP00000113361
AT3G16630.1 ENSMUSP00000022204
AT3G16630.1 ENSMUSP00000112715
AT3G16630.1 ENSMUSP00000125644
AT3G16060.1 ENSMUSP00000064261
AT3G16060.1 ENSMUSP00000102044
AT3G16060.1 ENSMUSP00000058084
AT3G16060.1 ENSMUSP00000113921
AT3G16060.1 ENSMUSP00000113361
AT3G16060.1 ENSMUSP00000022204
AT3G16060.1 ENSMUSP00000112715
AT3G16060.1 ENSMUSP00000125644
AT4G15885.1 ENSMUSP00000064261
AT4G15885.1 ENSMUSP00000102044
AT4G15885.1 ENSMUSP00000058084
AT4G15885.1 ENSMUSP00000113921
AT4G15885.1 ENSMUSP00000113361
AT4G15885.1 ENSMUSP00000022204
AT4G15885.1 ENSMUSP00000112715
AT4G15885.1 ENSMUSP00000125644
AT4G19540.1 ENSMUSP00000044292
AT3G29130.2 ENSMUSP00000123679
AT3G29130.2 ENSMUSP00000091165
AT3G29130.2 ENSMUSP00000113816
AT3G29130.2 ENSMUSP00000123438
AT3G29130.2 ENSMUSP00000113804
AT3G29130.2 ENSMUSP00000121539
AT3G29130.2 ENSMUSP00000123548
AT3G29130.2 ENSMUSP00000112561
AT3G45100.1 ENSMUSP00000137831
AT3G45100.1 ENSMUSP00000138077
AT3G45100.1 ENSMUSP00000122176
AT3G45100.1 ENSMUSP00000146731
AT3G45100.1 ENSMUSP00000146808
AT3G45100.1 ENSMUSP00000147146
AT3G45100.1 ENSMUSP00000107874
AT3G45100.1 ENSMUSP00000033754
AT4G05000.1 ENSMUSP00000155847
AT4G05000.1 ENSMUSP00000077856
AT4G21560.1 ENSMUSP00000155847
AT4G21560.1 ENSMUSP00000077856
AT5G12040.1 ENSMUSP00000156191
AT5G12040.1 ENSMUSP00000155971
AT5G12040.1 ENSMUSP00000156334
AT5G12040.1 ENSMUSP00000023432
AT4G08790.1 ENSMUSP00000106926
AT4G08790.1 ENSMUSP00000119171
AT4G08790.1 ENSMUSP00000116835
AT4G08790.1 ENSMUSP00000106927
AT4G08790.1 ENSMUSP00000106920
AT5G41820.1 ENSMUSP00000061498
AT5G41820.1 ENSMUSP00000154725
AT5G41820.1 ENSMUSP00000128668
AT5G41820.1 ENSMUSP00000133032
AT4G24490.1 ENSMUSP00000061498
AT4G24490.1 ENSMUSP00000154725
AT4G24490.1 ENSMUSP00000128668
AT4G24490.1 ENSMUSP00000133032
AT4G37010.2 ENSMUSP00000074975
AT4G37010.2 ENSMUSP00000071349
AT4G37010.2 ENSMUSP00000100020
AT4G37010.2 ENSMUSP00000157153
AT4G37010.2 ENSMUSP00000157126
AT4G37010.2 ENSMUSP00000057392
AT4G37010.2 ENSMUSP00000129410
AT4G37010.2 ENSMUSP00000132689
AT4G37010.2 ENSMUSP00000022009
AT4G37010.2 ENSMUSP00000153322
AT4G37010.2 ENSMUSP00000153539
AT4G37010.2 ENSMUSP00000153541
AT4G37010.2 ENSMUSP00000153229
AT4G37010.2 ENSMUSP00000152896
AT5G14950.1 ENSMUSP00000145861
AT5G14950.1 ENSMUSP00000095949
AT5G14950.1 ENSMUSP00000083928
AT5G14950.1 ENSMUSP00000130529
AT5G14950.1 ENSMUSP00000145916
AT5G36880.2 ENSMUSP00000028944
AT5G36880.2 ENSMUSP00000099431
AT5G36880.2 ENSMUSP00000068776
AT5G36880.2 ENSMUSP00000029135
AT5G49800.1 ENSMUSP00000134430
AT5G49800.1 ENSMUSP00000134138
AT5G49800.1 ENSMUSP00000133955
AT5G49800.1 ENSMUSP00000133985
AT5G49800.1 ENSMUSP00000032927
AT5G49800.1 ENSMUSP00000148114
AT5G49800.1 ENSMUSP00000133002
AT5G49800.1 ENSMUSP00000129408
AT5G49800.1 ENSMUSP00000127962
AT5G49800.1 ENSMUSP00000134156
AT5G50230.1 ENSMUSP00000027512
AT5G50230.1 ENSMUSP00000108815
AT5G50230.1 ENSMUSP00000108811
AT5G63070.1 ENSMUSP00000100997
AT5G63070.1 ENSMUSP00000069004
AT1G04270.1 ENSMUSP00000100997
AT1G04270.1 ENSMUSP00000069004
AT5G09510.1 ENSMUSP00000100997
AT5G09510.1 ENSMUSP00000069004
AT5G09500.1 ENSMUSP00000100997
AT5G09500.1 ENSMUSP00000069004
AT1G33850.1 ENSMUSP00000100997
AT1G33850.1 ENSMUSP00000069004
AT5G43640.1 ENSMUSP00000100997
AT5G43640.1 ENSMUSP00000069004
AT5G09490.1 ENSMUSP00000100997
AT5G09490.1 ENSMUSP00000069004
AT1G55650.1 ENSMUSP00000124563
AT1G55650.1 ENSMUSP00000114261
AT1G55650.1 ENSMUSP00000101015
AT1G55650.1 ENSMUSP00000019708
AT1G55650.1 ENSMUSP00000101016
AT1G55650.1 ENSMUSP00000116411
AT1G55650.1 ENSMUSP00000081748
AT1G55650.1 ENSMUSP00000127678
AT3G13350.1 ENSMUSP00000124563
AT3G13350.1 ENSMUSP00000114261
AT3G13350.1 ENSMUSP00000101015
AT3G13350.1 ENSMUSP00000019708
AT3G13350.1 ENSMUSP00000101016
AT3G13350.1 ENSMUSP00000116411
AT3G13350.1 ENSMUSP00000081748
AT3G13350.1 ENSMUSP00000127678
AT1G76110.1 ENSMUSP00000124563
AT1G76110.1 ENSMUSP00000114261
AT1G76110.1 ENSMUSP00000101015
AT1G76110.1 ENSMUSP00000019708
AT1G76110.1 ENSMUSP00000101016
AT1G76110.1 ENSMUSP00000116411
AT1G76110.1 ENSMUSP00000081748
AT1G76110.1 ENSMUSP00000127678
AT1G04880.1 ENSMUSP00000124563
AT1G04880.1 ENSMUSP00000114261
AT1G04880.1 ENSMUSP00000101015
AT1G04880.1 ENSMUSP00000019708
AT1G04880.1 ENSMUSP00000101016
AT1G04880.1 ENSMUSP00000116411
AT1G04880.1 ENSMUSP00000081748
AT1G04880.1 ENSMUSP00000127678
AT5G43670.1 ENSMUSP00000028916
AT5G43670.1 ENSMUSP00000126011
AT5G43670.1 ENSMUSP00000021375
AT2G21630.1 ENSMUSP00000028916
AT2G21630.1 ENSMUSP00000126011
AT2G21630.1 ENSMUSP00000021375
AT4G14160.1 ENSMUSP00000028916
AT4G14160.1 ENSMUSP00000126011
AT4G14160.1 ENSMUSP00000021375
AT3G23660.2 ENSMUSP00000028916
AT3G23660.2 ENSMUSP00000126011
AT3G23660.2 ENSMUSP00000021375
AT1G05520.1 ENSMUSP00000028916
AT1G05520.1 ENSMUSP00000126011
AT1G05520.1 ENSMUSP00000021375
AT3G46040.1 ENSMUSP00000114544
AT3G46040.1 ENSMUSP00000116061
AT3G46040.1 ENSMUSP00000102200
AT3G46040.1 ENSMUSP00000102198
AT3G46040.1 ENSMUSP00000127791
AT3G46040.1 ENSMUSP00000119975
AT5G59850.1 ENSMUSP00000114544
AT5G59850.1 ENSMUSP00000116061
AT5G59850.1 ENSMUSP00000102200
AT5G59850.1 ENSMUSP00000102198
AT5G59850.1 ENSMUSP00000127791
AT5G59850.1 ENSMUSP00000119975
AT1G07770.1 ENSMUSP00000114544
AT1G07770.1 ENSMUSP00000116061
AT1G07770.1 ENSMUSP00000102200
AT1G07770.1 ENSMUSP00000102198
AT1G07770.1 ENSMUSP00000127791
AT1G07770.1 ENSMUSP00000119975
AT2G39590.1 ENSMUSP00000114544
AT2G39590.1 ENSMUSP00000116061
AT2G39590.1 ENSMUSP00000102200
AT2G39590.1 ENSMUSP00000102198
AT2G39590.1 ENSMUSP00000127791
AT2G39590.1 ENSMUSP00000119975
AT1G16430.1 ENSMUSP00000015920
AT1G16430.1 ENSMUSP00000099963
AT1G16430.1 ENSMUSP00000116442
AT1G07950.2 ENSMUSP00000015920
AT1G07950.2 ENSMUSP00000099963
AT1G07950.2 ENSMUSP00000116442
AT1G08960.1 ENSMUSP00000064714
AT1G08960.1 ENSMUSP00000075428
AT1G08960.1 ENSMUSP00000107521
AT1G08960.1 ENSMUSP00000107520
AT1G08960.1 ENSMUSP00000117260
AT5G17860.1 ENSMUSP00000064714
AT5G17860.1 ENSMUSP00000075428
AT5G17860.1 ENSMUSP00000107521
AT5G17860.1 ENSMUSP00000107520
AT5G17860.1 ENSMUSP00000117260
AT5G17850.1 ENSMUSP00000064714
AT5G17850.1 ENSMUSP00000075428
AT5G17850.1 ENSMUSP00000107521
AT5G17850.1 ENSMUSP00000107520
AT5G17850.1 ENSMUSP00000117260
AT3G14070.1 ENSMUSP00000064714
AT3G14070.1 ENSMUSP00000075428
AT3G14070.1 ENSMUSP00000107521
AT3G14070.1 ENSMUSP00000107520
AT3G14070.1 ENSMUSP00000117260
AT1G54115.1 ENSMUSP00000064714
AT1G54115.1 ENSMUSP00000075428
AT1G54115.1 ENSMUSP00000107521
AT1G54115.1 ENSMUSP00000107520
AT1G54115.1 ENSMUSP00000117260
AT1G09830.1 ENSMUSP00000156002
AT1G09830.1 ENSMUSP00000023684
AT1G09830.1 ENSMUSP00000119272
AT1G09830.1 ENSMUSP00000156142
AT1G09830.1 ENSMUSP00000114034
AT1G09830.1 ENSMUSP00000156232
AT3G55010.1 ENSMUSP00000156002
AT3G55010.1 ENSMUSP00000023684
AT3G55010.1 ENSMUSP00000119272
AT3G55010.1 ENSMUSP00000156142
AT3G55010.1 ENSMUSP00000114034
AT3G55010.1 ENSMUSP00000156232
AT1G60860.1 ENSMUSP00000101209
AT1G60860.1 ENSMUSP00000078040
AT1G60860.1 ENSMUSP00000156077
AT1G60860.1 ENSMUSP00000154852
AT1G60860.1 ENSMUSP00000154983
AT1G60860.1 ENSMUSP00000061501
AT1G60860.1 ENSMUSP00000104262
AT1G60860.1 ENSMUSP00000001631
AT1G10870.2 ENSMUSP00000101209
AT1G10870.2 ENSMUSP00000078040
AT1G10870.2 ENSMUSP00000156077
AT1G10870.2 ENSMUSP00000154852
AT1G10870.2 ENSMUSP00000154983
AT1G10870.2 ENSMUSP00000061501
AT1G10870.2 ENSMUSP00000104262
AT1G10870.2 ENSMUSP00000001631
AT5G13300.1 ENSMUSP00000101209
AT5G13300.1 ENSMUSP00000078040
AT5G13300.1 ENSMUSP00000156077
AT5G13300.1 ENSMUSP00000154852
AT5G13300.1 ENSMUSP00000154983
AT5G13300.1 ENSMUSP00000061501
AT5G13300.1 ENSMUSP00000104262
AT5G13300.1 ENSMUSP00000001631
AT5G61980.1 ENSMUSP00000101209
AT5G61980.1 ENSMUSP00000078040
AT5G61980.1 ENSMUSP00000156077
AT5G61980.1 ENSMUSP00000154852
AT5G61980.1 ENSMUSP00000154983
AT5G61980.1 ENSMUSP00000061501
AT5G61980.1 ENSMUSP00000104262
AT5G61980.1 ENSMUSP00000001631
AT1G13320.1 ENSMUSP00000135758
AT1G13320.1 ENSMUSP00000034560
AT1G13320.1 ENSMUSP00000133404
AT1G13320.1 ENSMUSP00000110080
AT1G13320.1 ENSMUSP00000135525
AT1G13320.1 ENSMUSP00000135871
AT1G13320.1 ENSMUSP00000007708
AT1G13320.1 ENSMUSP00000133778
AT3G25800.1 ENSMUSP00000135758
AT3G25800.1 ENSMUSP00000034560
AT3G25800.1 ENSMUSP00000133404
AT3G25800.1 ENSMUSP00000110080
AT3G25800.1 ENSMUSP00000135525
AT3G25800.1 ENSMUSP00000135871
AT3G25800.1 ENSMUSP00000007708
AT3G25800.1 ENSMUSP00000133778
AT1G25490.1 ENSMUSP00000135758
AT1G25490.1 ENSMUSP00000034560
AT1G25490.1 ENSMUSP00000133404
AT1G25490.1 ENSMUSP00000110080
AT1G25490.1 ENSMUSP00000135525
AT1G25490.1 ENSMUSP00000135871
AT1G25490.1 ENSMUSP00000007708
AT1G25490.1 ENSMUSP00000133778
AT1G18100.1 ENSMUSP00000048425
AT1G18100.1 ENSMUSP00000107604
AT1G18100.1 ENSMUSP00000116186
AT1G18100.1 ENSMUSP00000098414
AT1G18100.1 ENSMUSP00000022678
AT2G27550.1 ENSMUSP00000048425
AT2G27550.1 ENSMUSP00000107604
AT2G27550.1 ENSMUSP00000116186
AT2G27550.1 ENSMUSP00000098414
AT2G27550.1 ENSMUSP00000022678
AT5G03840.1 ENSMUSP00000048425
AT5G03840.1 ENSMUSP00000107604
AT5G03840.1 ENSMUSP00000116186
AT5G03840.1 ENSMUSP00000098414
AT5G03840.1 ENSMUSP00000022678
AT5G62040.1 ENSMUSP00000048425
AT5G62040.1 ENSMUSP00000107604
AT5G62040.1 ENSMUSP00000116186
AT5G62040.1 ENSMUSP00000098414
AT5G62040.1 ENSMUSP00000022678
AT4G20370.1 ENSMUSP00000048425
AT4G20370.1 ENSMUSP00000107604
AT4G20370.1 ENSMUSP00000116186
AT4G20370.1 ENSMUSP00000098414
AT4G20370.1 ENSMUSP00000022678
AT1G65480.2 ENSMUSP00000048425
AT1G65480.2 ENSMUSP00000107604
AT1G65480.2 ENSMUSP00000116186
AT1G65480.2 ENSMUSP00000098414
AT1G65480.2 ENSMUSP00000022678
AT1G20000.1 ENSMUSP00000110498
AT1G20000.1 ENSMUSP00000025057
AT1G20000.1 ENSMUSP00000156447
AT4G20280.1 ENSMUSP00000110498
AT4G20280.1 ENSMUSP00000025057
AT4G20280.1 ENSMUSP00000156447
AT1G80260.1 ENSMUSP00000032627
AT1G80260.1 ENSMUSP00000146111
AT1G80260.1 ENSMUSP00000146033
AT1G80260.1 ENSMUSP00000146178
AT1G20570.3 ENSMUSP00000032627
AT1G20570.3 ENSMUSP00000146111
AT1G20570.3 ENSMUSP00000146033
AT1G20570.3 ENSMUSP00000146178
AT1G26340.1 ENSMUSP00000124412
AT1G26340.1 ENSMUSP00000124480
AT1G26340.1 ENSMUSP00000025549
AT1G26340.1 ENSMUSP00000034400
AT2G46650.1 ENSMUSP00000124412
AT2G46650.1 ENSMUSP00000124480
AT2G46650.1 ENSMUSP00000025549
AT2G46650.1 ENSMUSP00000034400
AT5G53560.1 ENSMUSP00000124412
AT5G53560.1 ENSMUSP00000124480
AT5G53560.1 ENSMUSP00000025549
AT5G53560.1 ENSMUSP00000034400
AT2G32720.1 ENSMUSP00000124412
AT2G32720.1 ENSMUSP00000124480
AT2G32720.1 ENSMUSP00000025549
AT2G32720.1 ENSMUSP00000034400
AT5G48810.1 ENSMUSP00000124412
AT5G48810.1 ENSMUSP00000124480
AT5G48810.1 ENSMUSP00000025549
AT5G48810.1 ENSMUSP00000034400
AT1G78720.1 ENSMUSP00000026926
AT1G78720.1 ENSMUSP00000100046
AT1G78720.1 ENSMUSP00000032168
AT1G78720.1 ENSMUSP00000141333
AT1G29310.1 ENSMUSP00000026926
AT1G29310.1 ENSMUSP00000100046
AT1G29310.1 ENSMUSP00000032168
AT1G29310.1 ENSMUSP00000141333
AT2G34250.1 ENSMUSP00000026926
AT2G34250.1 ENSMUSP00000100046
AT2G34250.1 ENSMUSP00000032168
AT2G34250.1 ENSMUSP00000141333
AT1G53710.1 ENSMUSP00000072808
AT1G54170.1 ENSMUSP00000153566
AT1G54170.1 ENSMUSP00000035415
AT1G54170.1 ENSMUSP00000125881
AT1G54170.1 ENSMUSP00000132959
AT1G54170.1 ENSMUSP00000146023
AT1G54170.1 ENSMUSP00000137108
AT3G14010.5 ENSMUSP00000153566
AT3G14010.5 ENSMUSP00000035415
AT3G14010.5 ENSMUSP00000125881
AT3G14010.5 ENSMUSP00000132959
AT3G14010.5 ENSMUSP00000146023
AT3G14010.5 ENSMUSP00000137108
AT5G14390.1 ENSMUSP00000140424
AT5G14390.1 ENSMUSP00000003436
AT5G14390.1 ENSMUSP00000139766
AT5G14390.1 ENSMUSP00000112988
AT5G14390.1 ENSMUSP00000141177
AT5G14390.1 ENSMUSP00000056099
AT3G01690.1 ENSMUSP00000140424
AT3G01690.1 ENSMUSP00000003436
AT3G01690.1 ENSMUSP00000139766
AT3G01690.1 ENSMUSP00000112988
AT3G01690.1 ENSMUSP00000141177
AT3G01690.1 ENSMUSP00000056099
AT4G24760.1 ENSMUSP00000140424
AT4G24760.1 ENSMUSP00000003436
AT4G24760.1 ENSMUSP00000139766
AT4G24760.1 ENSMUSP00000112988
AT4G24760.1 ENSMUSP00000141177
AT4G24760.1 ENSMUSP00000056099
AT5G38220.1 ENSMUSP00000140424
AT5G38220.1 ENSMUSP00000003436
AT5G38220.1 ENSMUSP00000139766
AT5G38220.1 ENSMUSP00000112988
AT5G38220.1 ENSMUSP00000141177
AT5G38220.1 ENSMUSP00000056099
AT1G66900.1 ENSMUSP00000140424
AT1G66900.1 ENSMUSP00000003436
AT1G66900.1 ENSMUSP00000139766
AT1G66900.1 ENSMUSP00000112988
AT1G66900.1 ENSMUSP00000141177
AT1G66900.1 ENSMUSP00000056099
AT3G30380.1 ENSMUSP00000140424
AT3G30380.1 ENSMUSP00000003436
AT3G30380.1 ENSMUSP00000139766
AT3G30380.1 ENSMUSP00000112988
AT3G30380.1 ENSMUSP00000141177
AT3G30380.1 ENSMUSP00000056099
AT4G31020.1 ENSMUSP00000140424
AT4G31020.1 ENSMUSP00000003436
AT4G31020.1 ENSMUSP00000139766
AT4G31020.1 ENSMUSP00000112988
AT4G31020.1 ENSMUSP00000141177
AT4G31020.1 ENSMUSP00000056099
AT2G24320.2 ENSMUSP00000140424
AT2G24320.2 ENSMUSP00000003436
AT2G24320.2 ENSMUSP00000139766
AT2G24320.2 ENSMUSP00000112988
AT2G24320.2 ENSMUSP00000141177
AT2G24320.2 ENSMUSP00000056099
AT1G76730.1 ENSMUSP00000148797
AT1G76730.1 ENSMUSP00000148598
AT1G76730.1 ENSMUSP00000044172
AT1G76730.1 ENSMUSP00000112116
AT1G76730.1 ENSMUSP00000117429
AT1G76730.1 ENSMUSP00000115382
AT1G76730.1 ENSMUSP00000119673
AT1G79870.1 ENSMUSP00000120254
AT1G79870.1 ENSMUSP00000047218
AT1G79870.1 ENSMUSP00000117800
AT5G18940.1 ENSMUSP00000153643
AT5G18940.1 ENSMUSP00000022553
AT5G18940.1 ENSMUSP00000095270
AT5G18940.1 ENSMUSP00000114690
AT5G18940.1 ENSMUSP00000108987
AT4G17270.1 ENSMUSP00000153643
AT4G17270.1 ENSMUSP00000022553
AT4G17270.1 ENSMUSP00000095270
AT4G17270.1 ENSMUSP00000114690
AT4G17270.1 ENSMUSP00000108987
AT5G47540.1 ENSMUSP00000153643
AT5G47540.1 ENSMUSP00000022553
AT5G47540.1 ENSMUSP00000095270
AT5G47540.1 ENSMUSP00000114690
AT5G47540.1 ENSMUSP00000108987
AT2G03410.1 ENSMUSP00000153643
AT2G03410.1 ENSMUSP00000022553
AT2G03410.1 ENSMUSP00000095270
AT2G03410.1 ENSMUSP00000114690
AT2G03410.1 ENSMUSP00000108987
AT2G16953.1 ENSMUSP00000091051
AT2G16953.1 ENSMUSP00000133076
AT2G16953.1 ENSMUSP00000147583
AT2G16953.1 ENSMUSP00000136917
AT2G16953.1 ENSMUSP00000105026
AT2G16953.1 ENSMUSP00000105028
AT2G16950.1 ENSMUSP00000091051
AT2G16950.1 ENSMUSP00000133076
AT2G16950.1 ENSMUSP00000147583
AT2G16950.1 ENSMUSP00000136917
AT2G16950.1 ENSMUSP00000105026
AT2G16950.1 ENSMUSP00000105028
AT2G16960.1 ENSMUSP00000091051
AT2G16960.1 ENSMUSP00000133076
AT2G16960.1 ENSMUSP00000147583
AT2G16960.1 ENSMUSP00000136917
AT2G16960.1 ENSMUSP00000105026
AT2G16960.1 ENSMUSP00000105028
AT4G26230.1 ENSMUSP00000141808
AT4G26230.1 ENSMUSP00000142039
AT4G26230.1 ENSMUSP00000136354
AT4G26230.1 ENSMUSP00000137631
AT4G26230.1 ENSMUSP00000083722
AT5G56710.1 ENSMUSP00000141808
AT5G56710.1 ENSMUSP00000142039
AT5G56710.1 ENSMUSP00000136354
AT5G56710.1 ENSMUSP00000137631
AT5G56710.1 ENSMUSP00000083722
AT2G19740.1 ENSMUSP00000141808
AT2G19740.1 ENSMUSP00000142039
AT2G19740.1 ENSMUSP00000136354
AT2G19740.1 ENSMUSP00000137631
AT2G19740.1 ENSMUSP00000083722
AT2G22040.1 ENSMUSP00000136287
AT2G22040.1 ENSMUSP00000157301
AT2G22040.1 ENSMUSP00000157137
AT2G22040.1 ENSMUSP00000157225
AT2G22040.1 ENSMUSP00000157107
AT2G22040.1 ENSMUSP00000065004
AT2G22040.1 ENSMUSP00000157174
AT3G18140.1 ENSMUSP00000136287
AT3G18140.1 ENSMUSP00000157301
AT3G18140.1 ENSMUSP00000157137
AT3G18140.1 ENSMUSP00000157225
AT3G18140.1 ENSMUSP00000157107
AT3G18140.1 ENSMUSP00000065004
AT3G18140.1 ENSMUSP00000157174
AT5G10260.1 ENSMUSP00000102663
AT5G10260.1 ENSMUSP00000032946
AT5G10260.1 ENSMUSP00000095852
AT5G10260.1 ENSMUSP00000035155
AT2G22290.1 ENSMUSP00000102663
AT2G22290.1 ENSMUSP00000032946
AT2G22290.1 ENSMUSP00000095852
AT2G22290.1 ENSMUSP00000035155
AT5G64990.2 ENSMUSP00000102663
AT5G64990.2 ENSMUSP00000032946
AT5G64990.2 ENSMUSP00000095852
AT5G64990.2 ENSMUSP00000035155
AT2G44610.1 ENSMUSP00000102663
AT2G44610.1 ENSMUSP00000032946
AT2G44610.1 ENSMUSP00000095852
AT2G44610.1 ENSMUSP00000035155
AT4G39890.1 ENSMUSP00000102663
AT4G39890.1 ENSMUSP00000032946
AT4G39890.1 ENSMUSP00000095852
AT4G39890.1 ENSMUSP00000035155
AT4G38320.1 ENSMUSP00000126138
AT4G38320.1 ENSMUSP00000032272
AT4G38320.1 ENSMUSP00000027727
AT4G38320.1 ENSMUSP00000107856
AT4G37680.3 ENSMUSP00000126138
AT4G37680.3 ENSMUSP00000032272
AT4G37680.3 ENSMUSP00000027727
AT4G37680.3 ENSMUSP00000107856
