FBpp0074936 YGL171W_mRNA
FBpp0071794 YBL099W_mRNA
FBpp0087704 YLR025W_mRNA
FBpp0305432 YOL059W_mRNA
FBpp0305432 YDL022W_mRNA
FBpp0078778 YOL059W_mRNA
FBpp0078778 YDL022W_mRNA
FBpp0305430 YOL059W_mRNA
FBpp0305430 YDL022W_mRNA
FBpp0078779 YOL059W_mRNA
FBpp0078779 YDL022W_mRNA
FBpp0305431 YOL059W_mRNA
FBpp0305431 YDL022W_mRNA
FBpp0078777 YOL059W_mRNA
FBpp0078777 YDL022W_mRNA
FBpp0071884 YOL059W_mRNA
FBpp0071884 YDL022W_mRNA
FBpp0311286 YNL301C_mRNA
FBpp0311286 YOL120C_mRNA
FBpp0305562 YNL301C_mRNA
FBpp0305562 YOL120C_mRNA
FBpp0076602 YNL301C_mRNA
FBpp0076602 YOL120C_mRNA
FBpp0083501 YMR262W_mRNA
FBpp0302814 YAL048C_mRNA
FBpp0083981 YAL048C_mRNA
FBpp0292857 YAL048C_mRNA
FBpp0083980 YAL048C_mRNA
FBpp0071519 YFR032C-A_mRNA
FBpp0071518 YFR032C-A_mRNA
FBpp0296949 YFR032C-A_mRNA
FBpp0081504 YER086W_mRNA
FBpp0081504 YKL218C_mRNA
FBpp0081505 YER086W_mRNA
FBpp0081505 YKL218C_mRNA
FBpp0312046 YOR241W_mRNA
FBpp0073488 YOR241W_mRNA
FBpp0082657 YJL104W_mRNA
FBpp0311409 YJL104W_mRNA
FBpp0271880 YJL104W_mRNA
FBpp0289242 YJL106W_mRNA
FBpp0304023 YJL106W_mRNA
FBpp0076221 YOL139C_mRNA
FBpp0076217 YOL139C_mRNA
FBpp0076219 YOL139C_mRNA
FBpp0076218 YOL139C_mRNA
FBpp0306017 YOL139C_mRNA
FBpp0306016 YOL139C_mRNA
FBpp0076220 YOL139C_mRNA
FBpp0076215 YOL139C_mRNA
FBpp0076216 YOL139C_mRNA
FBpp0076464 YOL139C_mRNA
FBpp0076672 YOL139C_mRNA
FBpp0302863 YFR021W_mRNA
FBpp0302862 YFR021W_mRNA
FBpp0312165 YFR021W_mRNA
FBpp0076414 YFR021W_mRNA
FBpp0076415 YFR021W_mRNA
FBpp0076416 YFR021W_mRNA
FBpp0302864 YFR021W_mRNA
FBpp0304068 YFR021W_mRNA
FBpp0081016 YFR021W_mRNA
FBpp0086406 YNL326C_mRNA
FBpp0079770 YNL326C_mRNA
FBpp0112594 YHR119W_mRNA
FBpp0112592 YHR119W_mRNA
FBpp0112593 YHR119W_mRNA
FBpp0291455 YHR119W_mRNA
FBpp0291456 YHR119W_mRNA
FBpp0291453 YHR119W_mRNA
FBpp0291454 YHR119W_mRNA
FBpp0291452 YHR119W_mRNA
FBpp0291457 YHR119W_mRNA
FBpp0078425 YIL128W_mRNA
FBpp0084124 YGR010W_mRNA
FBpp0084124 YLR328W_mRNA
FBpp0307941 YGR010W_mRNA
FBpp0307941 YLR328W_mRNA
FBpp0422970 YGR010W_mRNA
FBpp0422970 YLR328W_mRNA
FBpp0084125 YGR010W_mRNA
FBpp0084125 YLR328W_mRNA
FBpp0072484 YLR284C_mRNA
FBpp0072484 YOR180C_mRNA
FBpp0073266 YOR058C_mRNA
FBpp0073265 YOR058C_mRNA
FBpp0312030 YOR058C_mRNA
FBpp0076557 YPL069C_mRNA
FBpp0304975 YPL069C_mRNA
FBpp0291255 YPL069C_mRNA
FBpp0078058 YGR100W_mRNA
FBpp0304182 YGR100W_mRNA
FBpp0110096 YMR010W_mRNA
FBpp0303230 YMR010W_mRNA
FBpp0303231 YMR010W_mRNA
FBpp0303232 YMR010W_mRNA
FBpp0079042 YMR010W_mRNA
FBpp0079540 YDR375C_mRNA
FBpp0079539 YDR375C_mRNA
FBpp0085254 YDL132W_mRNA
FBpp0085255 YDL132W_mRNA
FBpp0087923 YDL132W_mRNA
FBpp0087924 YDL132W_mRNA
FBpp0087921 YDL132W_mRNA
FBpp0087922 YDL132W_mRNA
FBpp0087002 YOL004W_mRNA
FBpp0312447 YOL004W_mRNA
FBpp0292599 YOL004W_mRNA
FBpp0087001 YOL004W_mRNA
FBpp0308713 YOL004W_mRNA
FBpp0308712 YOL004W_mRNA
FBpp0293225 YOL004W_mRNA
FBpp0292598 YOL004W_mRNA
FBpp0087003 YOL004W_mRNA
FBpp0087000 YOL004W_mRNA
FBpp0088847 YHR034C_mRNA
FBpp0072560 YIL160C_mRNA
FBpp0079472 YIL160C_mRNA
FBpp0085265 YOR133W_mRNA
FBpp0085265 YDR385W_mRNA
FBpp0085266 YOR133W_mRNA
FBpp0085266 YDR385W_mRNA
FBpp0305182 YOR133W_mRNA
FBpp0305182 YDR385W_mRNA
FBpp0084626 YKL173W_mRNA
FBpp0070716 YIR009W_mRNA
FBpp0088033 YLR442C_mRNA
FBpp0088033 YML065W_mRNA
FBpp0076371 YJL194W_mRNA
FBpp0073826 YNL021W_mRNA
FBpp0073827 YNL021W_mRNA
FBpp0073825 YNL021W_mRNA
FBpp0303431 YNL021W_mRNA
FBpp0298372 YNL021W_mRNA
FBpp0298373 YNL021W_mRNA
FBpp0290988 YNL021W_mRNA
FBpp0073601 YDR111C_mRNA
FBpp0073601 YLR089C_mRNA
FBpp0073604 YDR111C_mRNA
FBpp0073604 YLR089C_mRNA
FBpp0073605 YDR111C_mRNA
FBpp0073605 YLR089C_mRNA
FBpp0073602 YDR111C_mRNA
FBpp0073602 YLR089C_mRNA
FBpp0073603 YDR111C_mRNA
FBpp0073603 YLR089C_mRNA
FBpp0308869 YDR111C_mRNA
FBpp0308869 YLR089C_mRNA
FBpp0073600 YDR111C_mRNA
FBpp0073600 YLR089C_mRNA
FBpp0083351 YPL212C_mRNA
FBpp0083351 YGL063W_mRNA
FBpp0291529 YPL212C_mRNA
FBpp0291529 YGL063W_mRNA
FBpp0301193 YPR029C_mRNA
FBpp0071231 YPR029C_mRNA
FBpp0305942 YPR029C_mRNA
FBpp0111878 YPR029C_mRNA
FBpp0089134 YPR029C_mRNA
FBpp0301194 YPR029C_mRNA
FBpp0071233 YPR029C_mRNA
FBpp0071230 YPR029C_mRNA
FBpp0071232 YPR029C_mRNA
FBpp0081527 YIL052C_mRNA
FBpp0081527 YER056C-A_mRNA
FBpp0081528 YIL052C_mRNA
FBpp0081528 YER056C-A_mRNA
FBpp0308319 YIL052C_mRNA
FBpp0308319 YER056C-A_mRNA
FBpp0308318 YIL052C_mRNA
FBpp0308318 YER056C-A_mRNA
FBpp0084345 YIL052C_mRNA
FBpp0084345 YER056C-A_mRNA
FBpp0084346 YIL052C_mRNA
FBpp0084346 YER056C-A_mRNA
FBpp0291564 YIL052C_mRNA
FBpp0291564 YER056C-A_mRNA
FBpp0087205 YDR468C_mRNA
FBpp0087203 YDR468C_mRNA
FBpp0087204 YDR468C_mRNA
FBpp0078066 YAL044C_mRNA
FBpp0079753 YGL147C_mRNA
FBpp0079753 YNL067W_mRNA
FBpp0079752 YGL147C_mRNA
FBpp0079752 YNL067W_mRNA
FBpp0309201 YGL147C_mRNA
FBpp0309201 YNL067W_mRNA
FBpp0309730 YKL088W_mRNA
FBpp0071589 YKL088W_mRNA
FBpp0291521 YGR083C_mRNA
FBpp0071924 YGR083C_mRNA
FBpp0071922 YGR083C_mRNA
FBpp0071923 YGR083C_mRNA
FBpp0081185 YIR022W_mRNA
FBpp0080319 YJL050W_mRNA
FBpp0306916 YLR398C_mRNA
FBpp0083853 YLR398C_mRNA
FBpp0291059 YEL056W_mRNA
FBpp0082511 YEL056W_mRNA
FBpp0302990 YDL149W_mRNA
FBpp0086285 YDL149W_mRNA
FBpp0312066 YNL178W_mRNA
FBpp0083802 YNL178W_mRNA
FBpp0111997 YJR097W_mRNA
FBpp0297608 YJR097W_mRNA
FBpp0305077 YJR097W_mRNA
FBpp0086339 YJR097W_mRNA
FBpp0086340 YJR097W_mRNA
FBpp0297607 YJR097W_mRNA
FBpp0086337 YJR097W_mRNA
FBpp0086338 YJR097W_mRNA
FBpp0083918 YPL074W_mRNA
FBpp0083919 YPL074W_mRNA
FBpp0311932 YPL074W_mRNA
FBpp0302812 YPL074W_mRNA
FBpp0401487 YPL074W_mRNA
FBpp0401488 YPL074W_mRNA
FBpp0088243 YLR441C_mRNA
FBpp0088243 YML063W_mRNA
FBpp0300615 YLR441C_mRNA
FBpp0300615 YML063W_mRNA
FBpp0088242 YLR441C_mRNA
FBpp0088242 YML063W_mRNA
FBpp0072369 YOL100W_mRNA
FBpp0072369 YDR490C_mRNA
FBpp0072368 YOL100W_mRNA
FBpp0072368 YDR490C_mRNA
FBpp0072367 YOL100W_mRNA
FBpp0072367 YDR490C_mRNA
FBpp0305420 YOL100W_mRNA
FBpp0305420 YDR490C_mRNA
FBpp0072366 YOL100W_mRNA
FBpp0072366 YDR490C_mRNA
FBpp0072370 YOL100W_mRNA
FBpp0072370 YDR490C_mRNA
FBpp0072372 YOL100W_mRNA
FBpp0072372 YDR490C_mRNA
FBpp0072373 YOL100W_mRNA
FBpp0072373 YDR490C_mRNA
FBpp0072371 YOL100W_mRNA
FBpp0072371 YDR490C_mRNA
FBpp0293256 YNL168C_mRNA
FBpp0306058 YNL168C_mRNA
FBpp0306057 YNL168C_mRNA
FBpp0078381 YKL190W_mRNA
FBpp0306969 YKL190W_mRNA
FBpp0070731 YKL190W_mRNA
FBpp0300667 YKL190W_mRNA
FBpp0088004 YKL190W_mRNA
FBpp0301600 YKL190W_mRNA
FBpp0087152 YJL026W_mRNA
FBpp0087152 YGR180C_mRNA
FBpp0077742 YDL064W_mRNA
FBpp0077741 YDL064W_mRNA
FBpp0301732 YDL064W_mRNA
FBpp0301731 YDL064W_mRNA
FBpp0083956 YAL021C_mRNA
FBpp0083951 YAL021C_mRNA
FBpp0083953 YAL021C_mRNA
FBpp0083954 YAL021C_mRNA
FBpp0083952 YAL021C_mRNA
FBpp0083955 YAL021C_mRNA
FBpp0084349 YKL024C_mRNA
FBpp0075750 YKL024C_mRNA
FBpp0075749 YKL024C_mRNA
FBpp0079332 YDR246W_mRNA
FBpp0073529 YDL045C_mRNA
FBpp0073528 YDL045C_mRNA
FBpp0080079 YDL045C_mRNA
FBpp0301950 YFL017C_mRNA
FBpp0297241 YFL017C_mRNA
FBpp0084841 YFL017C_mRNA
FBpp0303328 YFL017C_mRNA
FBpp0084840 YFL017C_mRNA
FBpp0305955 YFL017C_mRNA
FBpp0305954 YFL017C_mRNA
FBpp0291566 YJL014W_mRNA
FBpp0291565 YJL014W_mRNA
FBpp0082788 YJL014W_mRNA
FBpp0082787 YJL014W_mRNA
FBpp0082469 YNL025C_mRNA
FBpp0304096 YLR116W_mRNA
FBpp0304095 YLR116W_mRNA
FBpp0082897 YLR116W_mRNA
FBpp0302559 YCR047C_mRNA
FBpp0081283 YCR047C_mRNA
FBpp0077799 YML080W_mRNA
FBpp0077800 YML080W_mRNA
FBpp0307923 YML080W_mRNA
FBpp0305264 YPL181W_mRNA
FBpp0305264 YJL105W_mRNA
FBpp0305264 YKR029C_mRNA
FBpp0075510 YPL181W_mRNA
FBpp0075510 YJL105W_mRNA
FBpp0075510 YKR029C_mRNA
FBpp0079233 YOR085W_mRNA
FBpp0308636 YGR101W_mRNA
FBpp0087151 YGR101W_mRNA
FBpp0288910 YOR360C_mRNA
FBpp0305704 YOR360C_mRNA
FBpp0305705 YOR360C_mRNA
FBpp0303421 YOR360C_mRNA
FBpp0081255 YOR191W_mRNA
FBpp0070143 YLR061W_mRNA
FBpp0070143 YFL034C-A_mRNA
FBpp0071808 YER117W_mRNA
FBpp0071808 YBL087C_mRNA
FBpp0300838 YMR150C_mRNA
FBpp0073876 YMR150C_mRNA
FBpp0084188 YDR002W_mRNA
FBpp0293235 YDR002W_mRNA
FBpp0072041 YDL164C_mRNA
FBpp0290255 YPL138C_mRNA
FBpp0309469 YPL138C_mRNA
FBpp0292905 YLR455W_mRNA
FBpp0079520 YLR455W_mRNA
FBpp0310306 YLR455W_mRNA
FBpp0085485 YPL234C_mRNA
FBpp0085485 YEL027W_mRNA
FBpp0085483 YPL234C_mRNA
FBpp0085483 YEL027W_mRNA
FBpp0085484 YPL234C_mRNA
FBpp0085484 YEL027W_mRNA
FBpp0085486 YPL234C_mRNA
FBpp0085486 YEL027W_mRNA
FBpp0075821 YPL234C_mRNA
FBpp0075821 YEL027W_mRNA
FBpp0291555 YPL234C_mRNA
FBpp0291555 YEL027W_mRNA
FBpp0075822 YPL234C_mRNA
FBpp0075822 YEL027W_mRNA
FBpp0087164 YCL043C_mRNA
FBpp0087164 YDR518W_mRNA
FBpp0308637 YOR307C_mRNA
FBpp0308637 YJL193W_mRNA
FBpp0077036 YOR307C_mRNA
FBpp0077036 YJL193W_mRNA
FBpp0309677 YOR307C_mRNA
FBpp0309677 YJL193W_mRNA
FBpp0308638 YOR307C_mRNA
FBpp0308638 YJL193W_mRNA
FBpp0075247 YKL127W_mRNA
FBpp0075247 YMR105C_mRNA
FBpp0087947 YMR207C_mRNA
FBpp0087947 YNR016C_mRNA
FBpp0087948 YMR207C_mRNA
FBpp0087948 YNR016C_mRNA
FBpp0111966 YMR207C_mRNA
FBpp0111966 YNR016C_mRNA
FBpp0308270 YMR207C_mRNA
FBpp0308270 YNR016C_mRNA
FBpp0308269 YMR207C_mRNA
FBpp0308269 YNR016C_mRNA
FBpp0308268 YMR207C_mRNA
FBpp0308268 YNR016C_mRNA
FBpp0078332 YDL141W_mRNA
FBpp0311430 YDL141W_mRNA
FBpp0311431 YDL141W_mRNA
FBpp0307745 YDL141W_mRNA
FBpp0307011 YIL063C_mRNA
FBpp0083859 YIL063C_mRNA
FBpp0310252 YDR107C_mRNA
FBpp0310252 YLR083C_mRNA
FBpp0080109 YDR107C_mRNA
FBpp0080109 YLR083C_mRNA
FBpp0307148 YDR107C_mRNA
FBpp0307148 YLR083C_mRNA
FBpp0080923 YDR107C_mRNA
FBpp0080923 YLR083C_mRNA
FBpp0086899 YGL049C_mRNA
FBpp0086900 YGL049C_mRNA
FBpp0306828 YGL049C_mRNA
FBpp0084123 YCL057W_mRNA
FBpp0071631 YDR513W_mRNA
FBpp0071631 YCL035C_mRNA
FBpp0074830 YDR513W_mRNA
FBpp0074830 YCL035C_mRNA
FBpp0300970 YDR513W_mRNA
FBpp0300970 YCL035C_mRNA
FBpp0071449 YDR378C_mRNA
FBpp0087118 YPR182W_mRNA
FBpp0071051 YJL191W_mRNA
FBpp0071051 YCR031C_mRNA
FBpp0311458 YJL191W_mRNA
FBpp0311458 YCR031C_mRNA
FBpp0071052 YJL191W_mRNA
FBpp0071052 YCR031C_mRNA
FBpp0071050 YJL191W_mRNA
FBpp0071050 YCR031C_mRNA
FBpp0078510 YDL055C_mRNA
FBpp0311384 YDL055C_mRNA
FBpp0311383 YDL055C_mRNA
FBpp0078511 YDL055C_mRNA
FBpp0079615 YPR086W_mRNA
FBpp0305673 YPR086W_mRNA
FBpp0075994 YDR454C_mRNA
FBpp0083050 YDR221W_mRNA
FBpp0305964 YDR221W_mRNA
FBpp0296964 YDR221W_mRNA
FBpp0080551 YDR221W_mRNA
FBpp0112137 YLL029W_mRNA
FBpp0082118 YLL029W_mRNA
FBpp0085340 YKR031C_mRNA
FBpp0085339 YKR031C_mRNA
FBpp0085343 YKR031C_mRNA
FBpp0307592 YKR031C_mRNA
FBpp0085341 YKR031C_mRNA
FBpp0112984 YKR031C_mRNA
FBpp0075663 YPL020C_mRNA
FBpp0307201 YNL069C_mRNA
FBpp0307201 YIL133C_mRNA
FBpp0078354 YNL069C_mRNA
FBpp0078354 YIL133C_mRNA
FBpp0085627 YGL017W_mRNA
FBpp0085626 YGL017W_mRNA
FBpp0307617 YGL017W_mRNA
FBpp0089149 YGL017W_mRNA
FBpp0310469 YOL090W_mRNA
FBpp0310470 YOL090W_mRNA
FBpp0080203 YOL090W_mRNA
FBpp0301208 YOL090W_mRNA
FBpp0084666 YMR085W_mRNA
FBpp0084666 YKL104C_mRNA
FBpp0291987 YMR085W_mRNA
FBpp0291987 YKL104C_mRNA
FBpp0112413 YMR085W_mRNA
FBpp0112413 YKL104C_mRNA
FBpp0291986 YMR085W_mRNA
FBpp0291986 YKL104C_mRNA
FBpp0291990 YMR085W_mRNA
FBpp0291990 YKL104C_mRNA
FBpp0112410 YMR085W_mRNA
FBpp0112410 YKL104C_mRNA
FBpp0112417 YMR085W_mRNA
FBpp0112417 YKL104C_mRNA
FBpp0291988 YMR085W_mRNA
FBpp0291988 YKL104C_mRNA
FBpp0112415 YMR085W_mRNA
FBpp0112415 YKL104C_mRNA
FBpp0291989 YMR085W_mRNA
FBpp0291989 YKL104C_mRNA
FBpp0080489 YLR086W_mRNA
FBpp0309846 YEL020W-A_mRNA
FBpp0073606 YEL020W-A_mRNA
FBpp0089009 YGR124W_mRNA
FBpp0089009 YPR145W_mRNA
FBpp0074597 YHR144C_mRNA
FBpp0074598 YHR144C_mRNA
FBpp0071006 YGR031W_mRNA
FBpp0292475 YGR031W_mRNA
FBpp0079628 YPR105C_mRNA
FBpp0077277 YPL152W_mRNA
FBpp0077277 YIL153W_mRNA
FBpp0110581 YNL240C_mRNA
FBpp0110523 YNL240C_mRNA
FBpp0110563 YNL240C_mRNA
FBpp0110483 YNL240C_mRNA
FBpp0293061 YER029C_mRNA
FBpp0071892 YDL014W_mRNA
FBpp0311937 YPR028W_mRNA
FBpp0084293 YPR028W_mRNA
FBpp0291641 YPR028W_mRNA
FBpp0086654 YPR028W_mRNA
FBpp0291639 YPR028W_mRNA
FBpp0291640 YPR028W_mRNA
FBpp0077206 YOR069W_mRNA
FBpp0309920 YOR069W_mRNA
FBpp0077263 YBR223C_mRNA
FBpp0085630 YEL020C_mRNA
FBpp0085725 YPL046C_mRNA
FBpp0085724 YPL046C_mRNA
FBpp0076782 YGL097W_mRNA
FBpp0076784 YGL097W_mRNA
FBpp0076783 YGL097W_mRNA
FBpp0289623 YPR184W_mRNA
FBpp0302010 YPR184W_mRNA
FBpp0289624 YPR184W_mRNA
FBpp0071525 YPR184W_mRNA
FBpp0071527 YPR184W_mRNA
FBpp0071526 YPR184W_mRNA
FBpp0071501 YBR089C-A_mRNA
FBpp0082467 YFR002W_mRNA
FBpp0073659 YFR002W_mRNA
FBpp0075069 YPR191W_mRNA
FBpp0303947 YPR191W_mRNA
FBpp0080862 YDL101C_mRNA
FBpp0080861 YDL101C_mRNA
FBpp0297344 YDL101C_mRNA
FBpp0080860 YDL101C_mRNA
FBpp0306059 YIL046W_mRNA
FBpp0083434 YIL046W_mRNA
FBpp0303082 YIL046W_mRNA
FBpp0086616 YOL078W_mRNA
FBpp0305495 YML030W_mRNA
FBpp0305494 YML030W_mRNA
FBpp0312554 YBR041W_mRNA
FBpp0312553 YBR041W_mRNA
FBpp0312555 YBR041W_mRNA
FBpp0312556 YBR041W_mRNA
FBpp0308254 YBR041W_mRNA
FBpp0308253 YBR041W_mRNA
FBpp0308255 YBR041W_mRNA
FBpp0308256 YBR041W_mRNA
FBpp0083604 YPL218W_mRNA
FBpp0083607 YPL218W_mRNA
FBpp0089284 YPL218W_mRNA
FBpp0083606 YPL218W_mRNA
FBpp0078775 YCR032W_mRNA
FBpp0293022 YCR032W_mRNA
FBpp0100008 YMR292W_mRNA
FBpp0074024 YMR292W_mRNA
FBpp0077121 YBR126C_mRNA
FBpp0077121 YDR074W_mRNA
FBpp0077121 YML100W_mRNA
FBpp0077121 YMR261C_mRNA
FBpp0073002 YML038C_mRNA
FBpp0080401 YML025C_mRNA
FBpp0080855 YHR168W_mRNA
FBpp0311572 YMR116C_mRNA
FBpp0311572 YPR178W_mRNA
FBpp0079187 YMR116C_mRNA
FBpp0079187 YPR178W_mRNA
FBpp0303680 YMR116C_mRNA
FBpp0303680 YPR178W_mRNA
FBpp0078430 YJL143W_mRNA
FBpp0310301 YJL143W_mRNA
FBpp0088641 YJL143W_mRNA
FBpp0076949 YJL143W_mRNA
FBpp0112618 YJL143W_mRNA
FBpp0311388 YJL143W_mRNA
FBpp0297276 YIR006C_mRNA
FBpp0079817 YIR006C_mRNA
FBpp0071168 YML060W_mRNA
FBpp0081184 YGR274C_mRNA
FBpp0311434 YGR274C_mRNA
FBpp0290837 YGR274C_mRNA
FBpp0089420 YGR274C_mRNA
FBpp0089369 YGR274C_mRNA
FBpp0293442 YGR274C_mRNA
FBpp0304794 YNL071W_mRNA
FBpp0304795 YNL071W_mRNA
FBpp0304796 YNL071W_mRNA
FBpp0304797 YNL071W_mRNA
FBpp0079072 YNL071W_mRNA
FBpp0079073 YNL071W_mRNA
FBpp0088970 YNL096C_mRNA
FBpp0088970 YOR096W_mRNA
FBpp0088440 YNL096C_mRNA
FBpp0088440 YOR096W_mRNA
FBpp0308324 YNL096C_mRNA
FBpp0308324 YOR096W_mRNA
FBpp0088439 YNL096C_mRNA
FBpp0088439 YOR096W_mRNA
FBpp0084040 YLR015W_mRNA
FBpp0084039 YLR015W_mRNA
FBpp0297301 YLR015W_mRNA
FBpp0082985 YKL085W_mRNA
FBpp0075605 YKL085W_mRNA
FBpp0075634 YKL085W_mRNA
FBpp0082677 YLR285W_mRNA
FBpp0290138 YJL207C_mRNA
FBpp0307216 YJL207C_mRNA
FBpp0307217 YJL207C_mRNA
FBpp0081308 YJL207C_mRNA
FBpp0081307 YJL207C_mRNA
FBpp0290139 YJL207C_mRNA
FBpp0073988 YKR009C_mRNA
FBpp0309384 YKR009C_mRNA
FBpp0302775 YJL004C_mRNA
FBpp0306431 YJL004C_mRNA
FBpp0081368 YJL004C_mRNA
FBpp0082588 YBR034C_mRNA
FBpp0082589 YBR034C_mRNA
FBpp0083377 YLR287C-A_mRNA
FBpp0083377 YOR182C_mRNA
FBpp0083376 YLR287C-A_mRNA
FBpp0083376 YOR182C_mRNA
FBpp0311976 YLR287C-A_mRNA
FBpp0311976 YOR182C_mRNA
FBpp0084383 YGL253W_mRNA
FBpp0084383 YFR053C_mRNA
FBpp0305527 YGL253W_mRNA
FBpp0305527 YFR053C_mRNA
FBpp0071297 YGL253W_mRNA
FBpp0071297 YFR053C_mRNA
FBpp0071296 YGL253W_mRNA
FBpp0071296 YFR053C_mRNA
FBpp0086530 YGL253W_mRNA
FBpp0086530 YFR053C_mRNA
FBpp0309286 YBR059C_mRNA
FBpp0309286 YIL095W_mRNA
FBpp0309286 YNL020C_mRNA
FBpp0080729 YBR059C_mRNA
FBpp0080729 YIL095W_mRNA
FBpp0080729 YNL020C_mRNA
FBpp0089380 YBR059C_mRNA
FBpp0089380 YIL095W_mRNA
FBpp0089380 YNL020C_mRNA
FBpp0309287 YBR059C_mRNA
FBpp0309287 YIL095W_mRNA
FBpp0309287 YNL020C_mRNA
FBpp0288463 YLR008C_mRNA
FBpp0075829 YLR008C_mRNA
FBpp0305417 YLR008C_mRNA
FBpp0296928 YLR008C_mRNA
FBpp0074180 YJR123W_mRNA
FBpp0311353 YJR123W_mRNA
FBpp0309957 YJR123W_mRNA
FBpp0309958 YJR123W_mRNA
FBpp0300392 YJR123W_mRNA
FBpp0082465 YJR123W_mRNA
FBpp0290924 YPR045C_mRNA
FBpp0079776 YPR045C_mRNA
FBpp0305188 YMR026C_mRNA
FBpp0077675 YMR026C_mRNA
FBpp0071846 YER074W_mRNA
FBpp0071846 YIL069C_mRNA
FBpp0075114 YLR372W_mRNA
FBpp0075114 YJL196C_mRNA
FBpp0075114 YCR034W_mRNA
FBpp0075115 YLR372W_mRNA
FBpp0075115 YJL196C_mRNA
FBpp0075115 YCR034W_mRNA
FBpp0294018 YIL155C_mRNA
FBpp0301956 YIL155C_mRNA
FBpp0087981 YIL155C_mRNA
FBpp0111813 YIL155C_mRNA
FBpp0086444 YIL155C_mRNA
FBpp0086442 YIL155C_mRNA
FBpp0086443 YIL155C_mRNA
FBpp0085260 YNL281W_mRNA
FBpp0085260 YDR214W_mRNA
FBpp0085259 YNL281W_mRNA
FBpp0085259 YDR214W_mRNA
FBpp0085258 YNL281W_mRNA
FBpp0085258 YDR214W_mRNA
FBpp0085616 YBR142W_mRNA
FBpp0079168 YNL162W_mRNA
FBpp0079168 YHR141C_mRNA
FBpp0311488 YNL162W_mRNA
FBpp0311488 YHR141C_mRNA
FBpp0070395 YKL073W_mRNA
FBpp0290016 YKL073W_mRNA
FBpp0087272 YDR376W_mRNA
FBpp0083173 YOR258W_mRNA
FBpp0087238 YFL024C_mRNA
FBpp0087239 YFL024C_mRNA
FBpp0303472 YFL024C_mRNA
FBpp0303473 YFL024C_mRNA
FBpp0303471 YFL024C_mRNA
FBpp0075257 YKL160W_mRNA
FBpp0306003 YKL160W_mRNA
FBpp0306004 YKL160W_mRNA
FBpp0306002 YKL160W_mRNA
FBpp0112564 YKL160W_mRNA
FBpp0311990 YGL055W_mRNA
FBpp0084939 YGL055W_mRNA
FBpp0082095 YGL055W_mRNA
FBpp0082098 YGL055W_mRNA
FBpp0082099 YGL055W_mRNA
FBpp0082097 YGL055W_mRNA
FBpp0082096 YGL055W_mRNA
FBpp0082064 YGL055W_mRNA
FBpp0075926 YGL055W_mRNA
FBpp0082205 YGL055W_mRNA
FBpp0084937 YGL055W_mRNA
FBpp0071578 YDR017C_mRNA
FBpp0071579 YDR017C_mRNA
FBpp0072640 YDR198C_mRNA
FBpp0306009 YOR344C_mRNA
FBpp0074644 YOR344C_mRNA
FBpp0074642 YOR344C_mRNA
FBpp0074643 YOR344C_mRNA
FBpp0082246 YJL044C_mRNA
FBpp0088311 YCR065W_mRNA
FBpp0084146 YCR065W_mRNA
FBpp0087939 YKL184W_mRNA
FBpp0087940 YKL184W_mRNA
FBpp0305167 YPR015C_mRNA
FBpp0112913 YPR015C_mRNA
FBpp0290850 YPR015C_mRNA
FBpp0112914 YPR015C_mRNA
FBpp0307198 YOR143C_mRNA
FBpp0081906 YOR143C_mRNA
FBpp0070025 YER078C_mRNA
FBpp0311237 YFR006W_mRNA
FBpp0082069 YFR006W_mRNA
FBpp0303728 YPL079W_mRNA
FBpp0303728 YBR191W_mRNA
FBpp0311640 YPL079W_mRNA
FBpp0311640 YBR191W_mRNA
FBpp0085314 YPL079W_mRNA
FBpp0085314 YBR191W_mRNA
FBpp0086320 YKL080W_mRNA
FBpp0086317 YKL080W_mRNA
FBpp0086319 YKL080W_mRNA
FBpp0088486 YHR002W_mRNA
FBpp0310686 YHR002W_mRNA
FBpp0088980 YHR002W_mRNA
FBpp0310687 YHR002W_mRNA
FBpp0310685 YHR002W_mRNA
FBpp0088485 YHR002W_mRNA
FBpp0302818 YER100W_mRNA
FBpp0082929 YER100W_mRNA
FBpp0110309 YKR002W_mRNA
FBpp0085679 YKR002W_mRNA
FBpp0085678 YKR002W_mRNA
FBpp0303281 YKR002W_mRNA
FBpp0306018 YGL216W_mRNA
FBpp0312148 YGL216W_mRNA
FBpp0076227 YGL216W_mRNA
FBpp0082692 YFR037C_mRNA
FBpp0082692 YJL176C_mRNA
FBpp0291706 YFR037C_mRNA
FBpp0291706 YJL176C_mRNA
FBpp0088409 YHL014C_mRNA
FBpp0088409 YBR025C_mRNA
FBpp0088411 YHL014C_mRNA
FBpp0088411 YBR025C_mRNA
FBpp0088410 YHL014C_mRNA
FBpp0088410 YBR025C_mRNA
FBpp0088408 YHL014C_mRNA
FBpp0088408 YBR025C_mRNA
FBpp0307859 YHL014C_mRNA
FBpp0307859 YBR025C_mRNA
FBpp0071849 YML014W_mRNA
FBpp0310399 YLR377C_mRNA
FBpp0310400 YLR377C_mRNA
FBpp0080853 YLR377C_mRNA
FBpp0312559 YLR377C_mRNA
FBpp0073508 YER163C_mRNA
FBpp0083841 YER163C_mRNA
FBpp0083840 YER163C_mRNA
FBpp0083839 YER163C_mRNA
FBpp0083838 YER163C_mRNA
FBpp0073675 YHR074W_mRNA
