ENSMUSP00000048802 EAA35509
ENSMUSP00000037131 EAA31434
ENSMUSP00000113391 EAA35893
ENSMUSP00000127859 EAA35893
ENSMUSP00000142883 EAA35893
ENSMUSP00000109399 EAA35893
ENSMUSP00000113704 EAA35893
ENSMUSP00000138342 EAA35893
ENSMUSP00000150210 EAA28421
ENSMUSP00000150007 EAA28421
ENSMUSP00000149389 EAA28421
ENSMUSP00000148870 EAA28421
ENSMUSP00000082856 EAA28421
ENSMUSP00000144393 EAA27509
ENSMUSP00000144361 EAA27509
ENSMUSP00000144563 EAA27509
ENSMUSP00000076875 EAA27509
ENSMUSP00000130880 EAA27509
ENSMUSP00000143802 EAA27509
ENSMUSP00000110250 EAA27509
ENSMUSP00000139973 EAA27924
ENSMUSP00000035043 EAA27924
ENSMUSP00000140426 EAA27924
ENSMUSP00000122547 EAA27694
ENSMUSP00000112944 EAA27694
ENSMUSP00000112425 EAA27694
ENSMUSP00000113601 EAA27694
ENSMUSP00000026818 EAA27694
ENSMUSP00000025394 EAA27694
ENSMUSP00000022281 EAA27062
ENSMUSP00000036265 EAA36252
ENSMUSP00000155095 EAA31565
ENSMUSP00000155267 EAA31565
ENSMUSP00000135002 EAA31565
ENSMUSP00000075098 EAA31565
ENSMUSP00000155112 EAA31565
ENSMUSP00000026398 EAA31565
ENSMUSP00000135213 EAA31565
ENSMUSP00000074875 EAA31565
ENSMUSP00000085467 EAA31565
ENSMUSP00000155295 EAA31565
ENSMUSP00000065271 EAA31565
ENSMUSP00000155621 EAA31565
ENSMUSP00000114734 EAA31758
ENSMUSP00000107945 EAA31758
ENSMUSP00000033720 EAA31758
ENSMUSP00000107946 EAA31758
ENSMUSP00000099658 EAA31758
ENSMUSP00000140012 EAA30368
ENSMUSP00000139641 EAA30368
ENSMUSP00000047449 EAA30368
ENSMUSP00000139731 EAA30368
ENSMUSP00000139608 EAA30368
ENSMUSP00000139828 EAA30368
ENSMUSP00000032998 EAA26938
ENSMUSP00000146709 EAA26938
ENSMUSP00000102713 EAA26938
ENSMUSP00000029722 EAA26738
ENSMUSP00000103825 EAA34294
ENSMUSP00000116139 EAA34294
ENSMUSP00000116772 EAA34294
ENSMUSP00000068516 EAA34294
ENSMUSP00000155163 EAA34294
ENSMUSP00000111066 EAA26774
ENSMUSP00000111070 EAA26774
ENSMUSP00000099991 EAA26774
ENSMUSP00000111068 EAA26774
ENSMUSP00000061942 EAA26774
ENSMUSP00000028848 ESA42983
ENSMUSP00000028848 ESA43762
ENSMUSP00000055827 ESA44089
ENSMUSP00000114013 ESA42479
ENSMUSP00000014221 ESA42479
ENSMUSP00000033152 ESA42479
ENSMUSP00000029991 ESA42479
ENSMUSP00000099944 ESA42479
ENSMUSP00000022901 EAA33584
ENSMUSP00000119400 EAA33584
ENSMUSP00000119502 EAA33584
ENSMUSP00000120893 EAA33584
ENSMUSP00000020980 EAA33584
ENSMUSP00000134169 EAA31856
ENSMUSP00000134450 EAA31856
ENSMUSP00000134491 EAA31856
ENSMUSP00000134350 EAA31856
ENSMUSP00000134261 EAA31856
ENSMUSP00000055714 EAA31856
ENSMUSP00000134161 EAA31856
ENSMUSP00000108629 ESA42355
ENSMUSP00000119415 ESA42355
ENSMUSP00000113821 ESA42355
ENSMUSP00000121239 ESA42355
ENSMUSP00000020624 ESA42355
ENSMUSP00000094174 EAA34981
ENSMUSP00000136918 EAA34981
ENSMUSP00000022927 EAA34981
ENSMUSP00000154815 EAA34981
ENSMUSP00000030491 ESA42098
ENSMUSP00000030491 EAA35232
ENSMUSP00000142174 ESA42098
ENSMUSP00000142174 EAA35232
ENSMUSP00000123534 ESA42098
ENSMUSP00000123534 EAA35232
ENSMUSP00000108902 ESA42098
ENSMUSP00000108902 EAA35232
ENSMUSP00000108903 ESA42098
ENSMUSP00000108903 EAA35232
ENSMUSP00000068479 ESA42098
ENSMUSP00000068479 EAA35232
ENSMUSP00000147087 EAA29710
ENSMUSP00000146940 EAA29710
ENSMUSP00000147214 EAA29710
ENSMUSP00000066038 EAA29710
ENSMUSP00000034623 EDO65306
ENSMUSP00000150263 EDO65306
ENSMUSP00000149324 EDO65306
ENSMUSP00000103049 EAA34574
ENSMUSP00000103052 EAA34574
ENSMUSP00000125654 EAA34574
ENSMUSP00000122252 EAA34574
ENSMUSP00000051366 EAA34574
ENSMUSP00000121915 EAA28423
ENSMUSP00000120223 EAA28423
ENSMUSP00000042967 EAA28423
ENSMUSP00000123069 EAA28423
ENSMUSP00000154084 EAA36297
ENSMUSP00000154382 EAA36297
ENSMUSP00000154777 EAA36297
ENSMUSP00000154590 EAA36297
ENSMUSP00000154299 EAA36297
ENSMUSP00000154780 EAA36297
ENSMUSP00000154025 EAA36297
ENSMUSP00000042860 EAA36297
ENSMUSP00000154138 EAA36297
ENSMUSP00000134920 EAA27391
ENSMUSP00000125566 EAA27391
ENSMUSP00000131113 EAA27391
ENSMUSP00000126109 EAA27391
ENSMUSP00000130616 EAA27391
ENSMUSP00000001452 EAA27391
ENSMUSP00000100062 ESA43662
ENSMUSP00000113682 ESA43662
ENSMUSP00000069076 ESA43662
ENSMUSP00000103875 ESA43662
ENSMUSP00000114438 EAA32030
ENSMUSP00000144356 EAA32030
ENSMUSP00000144370 EAA32030
ENSMUSP00000109115 EAA32030
ENSMUSP00000144378 EAA32030
ENSMUSP00000121309 EAA32030
ENSMUSP00000109116 EAA32030
ENSMUSP00000144016 EAA32030
ENSMUSP00000109117 EAA32030
ENSMUSP00000143894 EAA32030
ENSMUSP00000106836 EAA35697
ENSMUSP00000083146 EAA35697
ENSMUSP00000120383 EAA35697
ENSMUSP00000071600 EAA35697
ENSMUSP00000118370 EAA35697
ENSMUSP00000144612 EAA35697
ENSMUSP00000119659 EAA35697
ENSMUSP00000116619 EAA27139
ENSMUSP00000118773 EAA27139
ENSMUSP00000101739 EAA27139
ENSMUSP00000026151 EAA27139
ENSMUSP00000101741 EAA27139
ENSMUSP00000132516 EAA27139
ENSMUSP00000129916 EAA27344
ENSMUSP00000148022 EAA27344
ENSMUSP00000120994 EAA27344
ENSMUSP00000033583 EAA27344
ENSMUSP00000109196 EAA27344
ENSMUSP00000115579 EAA27344
ENSMUSP00000147691 EAA27344
ENSMUSP00000126080 EAA27344
ENSMUSP00000148134 EAA27344
ENSMUSP00000137482 EAA32444
ENSMUSP00000003268 EAA32444
ENSMUSP00000156570 EAA32444
ENSMUSP00000102802 EAA32444
ENSMUSP00000102807 EAA32444
ENSMUSP00000117573 EAA32444
ENSMUSP00000102806 EAA32444
ENSMUSP00000030212 EAA32444
ENSMUSP00000032874 EAA32444
ENSMUSP00000137621 EAA32444
ENSMUSP00000156379 EAA34937
ENSMUSP00000119060 EAA34937
ENSMUSP00000119470 EAA34937
ENSMUSP00000155974 EAA34937
ENSMUSP00000045361 EAA34937
ENSMUSP00000156245 EAA34937
ENSMUSP00000155904 EAA34937
ENSMUSP00000119032 EAA29585
ENSMUSP00000076208 EAA28286
ENSMUSP00000141510 EAA31672
ENSMUSP00000043111 EAA31672
ENSMUSP00000118787 EAA31672
ENSMUSP00000140276 EAA31672
ENSMUSP00000099480 EAA31672
ENSMUSP00000099435 EAA36351
ENSMUSP00000049044 ESA42619
ENSMUSP00000138996 ESA43378
ENSMUSP00000055288 ESA43378
ENSMUSP00000111309 ESA43378
ENSMUSP00000139059 ESA43378
ENSMUSP00000124846 ESA42656
ENSMUSP00000023564 ESA42656
ENSMUSP00000031841 ESA42656
ENSMUSP00000145039 ESA42656
ENSMUSP00000096411 EAA27885
ENSMUSP00000126525 EAA27885
ENSMUSP00000136972 EAA27885
ENSMUSP00000029814 ESA41815
ENSMUSP00000029814 EAA35570
ENSMUSP00000122148 ESA41815
ENSMUSP00000122148 EAA35570
ENSMUSP00000023189 EDO64997
ENSMUSP00000111510 EDO64997
ENSMUSP00000121464 EAA36571
ENSMUSP00000121464 EAA32182
ENSMUSP00000024932 EAA36571
ENSMUSP00000024932 EAA32182
ENSMUSP00000111059 EAA36571
ENSMUSP00000111059 EAA32182
ENSMUSP00000143435 EAA34815
ENSMUSP00000057938 EAA34815
ENSMUSP00000028683 EAA29931
ENSMUSP00000115754 EAA34208
ENSMUSP00000154986 EAA34468
ENSMUSP00000099844 EAA34468
ENSMUSP00000155213 EAA34468
ENSMUSP00000061227 EAA34468
ENSMUSP00000036025 EAA34468
ENSMUSP00000048377 EAA36554
ENSMUSP00000020997 EAA32819
ENSMUSP00000020997 EAA30636
ENSMUSP00000020997 EAA28291
ENSMUSP00000106504 EAA32819
ENSMUSP00000106504 EAA30636
ENSMUSP00000106504 EAA28291
ENSMUSP00000031583 EAA33781
ENSMUSP00000099642 EAA33781
ENSMUSP00000099490 EAA33781
ENSMUSP00000020843 EAA33781
ENSMUSP00000154056 EAA31242
ENSMUSP00000154157 EAA31242
ENSMUSP00000153773 EAA31242
ENSMUSP00000130981 EAA31242
ENSMUSP00000097112 EAA31242
ENSMUSP00000128894 EAA33172
ENSMUSP00000131227 EAA33252
ENSMUSP00000026624 EAA33252
ENSMUSP00000101473 EAA29656
ENSMUSP00000114268 EAA29656
ENSMUSP00000131385 EAA29656
ENSMUSP00000111977 EAA29656
ENSMUSP00000035457 EAA29656
ENSMUSP00000005057 EAA33124
ENSMUSP00000153227 EAA33124
ENSMUSP00000104938 EAA33124
ENSMUSP00000121665 EAA32349
ENSMUSP00000107588 EAA32349
ENSMUSP00000121010 EAA32349
ENSMUSP00000053443.10 EAA32349
ENSMUSP00000115893 EAA32349
ENSMUSP00000141022 EAA32349
ENSMUSP00000099328 EAA31871
ENSMUSP00000099330 EAA31871
ENSMUSP00000099327 EAA31871
ENSMUSP00000099329 EAA31871
ENSMUSP00000049722 EDO64904
ENSMUSP00000119841 EDO64904
ENSMUSP00000148221 EDO64904
ENSMUSP00000020203 EAA27289
ENSMUSP00000133773 EAA35513
ENSMUSP00000134110 EAA35513
ENSMUSP00000133291 EAA35513
ENSMUSP00000133282 EAA35513
ENSMUSP00000113986 EAA35513
ENSMUSP00000114009 EAA35513
ENSMUSP00000073261 EAA35513
ENSMUSP00000133866 EAA35513
ENSMUSP00000075526 EAA35513
ENSMUSP00000133623 EAA35513
ENSMUSP00000113081 EAA33715
ENSMUSP00000114478 EAA33715
ENSMUSP00000122985 EAA33715
ENSMUSP00000113504 EAA33715
ENSMUSP00000025511 EAA33715
ENSMUSP00000036898 EAA29575
ENSMUSP00000107914 EAA29575
ENSMUSP00000029938 ESA43022
ENSMUSP00000127566 EAA33326
ENSMUSP00000130214 EAA33326
ENSMUSP00000150233 EAA31332
ENSMUSP00000110987 EAA31332
ENSMUSP00000149936 EAA31332
ENSMUSP00000003493 EAA31332
ENSMUSP00000116128 EAA35228
ENSMUSP00000116491 EAA35228
ENSMUSP00000121310 EAA35228
ENSMUSP00000098772 EAA35228
ENSMUSP00000110650 EAA28000
ENSMUSP00000110652 EAA28000
ENSMUSP00000076951 EAA28000
ENSMUSP00000018429 EAA33140
ENSMUSP00000018429 EDO64986
ENSMUSP00000018429 EAA28358
ENSMUSP00000104197 EAA33140
ENSMUSP00000104197 EDO64986
ENSMUSP00000104197 EAA28358
ENSMUSP00000120273 EAA33140
ENSMUSP00000120273 EDO64986
ENSMUSP00000120273 EAA28358
ENSMUSP00000118727 EAA33140
ENSMUSP00000118727 EDO64986
ENSMUSP00000118727 EAA28358
ENSMUSP00000113810 EAA33140
ENSMUSP00000113810 EDO64986
ENSMUSP00000113810 EAA28358
ENSMUSP00000064694 EAA33140
ENSMUSP00000064694 EDO64986
ENSMUSP00000064694 EAA28358
ENSMUSP00000147958 ESA42522
ENSMUSP00000147520 ESA42522
ENSMUSP00000147877 ESA42522
ENSMUSP00000148139 ESA42522
ENSMUSP00000147866 ESA42522
ENSMUSP00000148031 ESA42522
ENSMUSP00000071763 ESA42522
ENSMUSP00000148262 ESA42522
ENSMUSP00000115722 ESA42522
ENSMUSP00000147132 EAA27245
ENSMUSP00000136956 EAA27245
ENSMUSP00000043365 EAA27245
ENSMUSP00000033139 EAA27245
ENSMUSP00000148888 EAA27245
ENSMUSP00000091556 EAA27245
ENSMUSP00000147239 EAA27245
ENSMUSP00000155547 EAA28068
ENSMUSP00000155839 EAA28068
ENSMUSP00000155449 EAA28068
ENSMUSP00000023085 EAA28068
ENSMUSP00000140402 EAA28946
ENSMUSP00000024967 EAA30407
ENSMUSP00000032057 EAA28758
ENSMUSP00000109288 EAA28758
ENSMUSP00000020629 EAA28758
ENSMUSP00000115835 ESA42851
ENSMUSP00000103592 ESA42851
ENSMUSP00000103591 ESA42851
ENSMUSP00000103590 ESA42851
ENSMUSP00000118228 ESA42851
ENSMUSP00000122882 ESA42851
ENSMUSP00000038177 ESA42851
ENSMUSP00000103593 ESA42851
ENSMUSP00000047872 EAA29331
ENSMUSP00000103433 EAA29331
ENSMUSP00000115033 EAA29331
ENSMUSP00000152255 EAA27347
ENSMUSP00000152544 EAA27347
ENSMUSP00000152577 EAA27347
ENSMUSP00000152204 EAA27347
ENSMUSP00000126298 EAA27347
ENSMUSP00000152574 EAA27347
ENSMUSP00000021486 EAA27347
ENSMUSP00000152114 EAA27347
ENSMUSP00000152455 EAA27347
ENSMUSP00000120489 EAA31713
ENSMUSP00000115415 EAA31713
ENSMUSP00000111204 EAA31713
ENSMUSP00000031766 EAA31713
ENSMUSP00000134195 EAA31684
ENSMUSP00000144553 EAA26606
ENSMUSP00000144595 EAA26606
ENSMUSP00000143994 EAA26606
ENSMUSP00000106847 EAA26606
ENSMUSP00000144449 EAA26606
ENSMUSP00000043041 EAA26606
ENSMUSP00000134252 EDO65277
ENSMUSP00000133471 EDO65277
ENSMUSP00000133458 EDO65277
ENSMUSP00000134306 EDO65277
ENSMUSP00000133583 EDO65277
ENSMUSP00000133283 EDO65277
ENSMUSP00000128518 EDO65277
ENSMUSP00000133297 EDO65277
ENSMUSP00000034203 EDO65277
ENSMUSP00000109233 EAA35186
ENSMUSP00000109233 EAA31200
ENSMUSP00000046837 EAA35186
ENSMUSP00000046837 EAA31200
ENSMUSP00000099304 EAA36068
ENSMUSP00000002350 EAA36068
ENSMUSP00000117136 EAA36068
ENSMUSP00000143633 EAA36403
ENSMUSP00000055941.10 EAA36403
ENSMUSP00000096003 EAA36403
ENSMUSP00000099488 EAA36403
ENSMUSP00000128889 EAA32242
ENSMUSP00000037613 EAA32242
ENSMUSP00000043722 EAA31781
ENSMUSP00000100991 EAA31781
ENSMUSP00000140840 EAA31781
ENSMUSP00000100992 EAA31781
ENSMUSP00000006027 EAA31781
ENSMUSP00000044165 EAA32057
ENSMUSP00000136974 EAA32057
ENSMUSP00000110082 EAA32057
ENSMUSP00000120746 EAA32057
ENSMUSP00000034946 EAA32057
ENSMUSP00000039243 EAA32057
ENSMUSP00000021594 EAA33143
ENSMUSP00000118656 EAA33143
ENSMUSP00000123269 EAA33143
ENSMUSP00000108861 EAA29529
ENSMUSP00000108858 EAA29529
ENSMUSP00000053403 EAA29529
ENSMUSP00000108856 EAA29529
ENSMUSP00000137771 EAA29529
ENSMUSP00000075699 EAA29529
ENSMUSP00000108857 EAA29529
ENSMUSP00000108859 EAA29529
ENSMUSP00000139480 ESA43508
ENSMUSP00000111009 ESA43508
ENSMUSP00000139741 ESA43508
ENSMUSP00000140161 ESA43508
ENSMUSP00000140422 ESA43508
ENSMUSP00000140962 ESA43508
ENSMUSP00000139675 ESA43508
ENSMUSP00000081271 EAA31239
ENSMUSP00000101571 EAA31239
ENSMUSP00000030726 EAA31239
ENSMUSP00000120701 EAA31239
ENSMUSP00000125246 EAA35160
ENSMUSP00000123877 EAA35160
ENSMUSP00000124840 EAA35160
ENSMUSP00000143582 EAA35160
ENSMUSP00000124149 EAA35160
ENSMUSP00000044012 EAA35160
ENSMUSP00000123985 EAA35160
ENSMUSP00000148749 EAA35676
ENSMUSP00000077301 EAA35676
ENSMUSP00000105304 EAA35676
ENSMUSP00000114928 EAA35676
ENSMUSP00000148700 EAA27672
ENSMUSP00000105174 EAA27672
ENSMUSP00000078878 EAA27672
ENSMUSP00000148458 EAA27672
ENSMUSP00000146732 EAA26886
ENSMUSP00000033176 EAA26886
ENSMUSP00000066679 EAA34608
ENSMUSP00000066679 EAA35234
ENSMUSP00000108698 EAA29133
ENSMUSP00000152926 EAA29133
ENSMUSP00000153119 EAA29133
ENSMUSP00000075721 EAA29133
ENSMUSP00000090893 EAA29133
ENSMUSP00000104991 EAA29133
ENSMUSP00000153562 EAA29133
ENSMUSP00000107567 EAA29133
ENSMUSP00000070728 EAA29133
ENSMUSP00000108748 EAA28559
ENSMUSP00000123301 EAA28559
ENSMUSP00000108749 EAA28559
ENSMUSP00000108751 EAA28559
ENSMUSP00000116494 EAA28559
ENSMUSP00000141407 EAA28559
ENSMUSP00000134848 EAA30270
ENSMUSP00000134927 EAA30270
ENSMUSP00000149531 EAA30270
ENSMUSP00000150726 EAA30270
ENSMUSP00000054881 EAA30270
ENSMUSP00000150962 EAA30270
ENSMUSP00000150629 EAA30270
ENSMUSP00000149331 EAA30270
ENSMUSP00000150189 EAA30270
ENSMUSP00000026986 EAA30270
ENSMUSP00000078971 EAA30386
ENSMUSP00000148768 EAA30386
ENSMUSP00000034267 EAA30386
ENSMUSP00000117145 EAA30386
ENSMUSP00000057595 EAA30386
ENSMUSP00000151383 EDO65417
ENSMUSP00000020285 EDO65417
ENSMUSP00000020653 EDO65417
ENSMUSP00000057556 EAA36575
ENSMUSP00000117068 EAA36575
ENSMUSP00000052607 EAA36575
ENSMUSP00000134244 EAA36575
ENSMUSP00000148521 EAA36575
ENSMUSP00000133979 EAA36575
ENSMUSP00000134541 EAA36575
ENSMUSP00000120118 EAA36575
ENSMUSP00000125456 ESA42985
ENSMUSP00000034349 ESA42985
ENSMUSP00000032372 EAA32998
ENSMUSP00000141960 EAA32998
ENSMUSP00000092136 EAA32998
ENSMUSP00000139189 EAA32998
ENSMUSP00000138922 EAA32998
ENSMUSP00000017808 EAA34631
ENSMUSP00000104921 EAA34631
ENSMUSP00000104922 EAA34631
ENSMUSP00000104923 EAA34631
ENSMUSP00000119071 EAA34631
ENSMUSP00000118227 EAA34631
ENSMUSP00000116288 EAA34631
ENSMUSP00000118605 EAA34631
ENSMUSP00000123299 EAA34631
ENSMUSP00000120036 EAA34631
ENSMUSP00000143457 EAA35091
ENSMUSP00000003386 ESA42616
ENSMUSP00000150112 ESA42616
ENSMUSP00000150591 ESA42616
ENSMUSP00000150420 ESA42616
ENSMUSP00000149690 ESA42616
ENSMUSP00000151075 ESA42616
ENSMUSP00000099317 EAA32155
ENSMUSP00000099318 EAA32155
ENSMUSP00000020524 EAA32155
ENSMUSP00000117471 EAA32155
ENSMUSP00000020640 EAA30834
ENSMUSP00000117340 EAA30931
ENSMUSP00000033498 EAA30931
ENSMUSP00000119555 EAA30931
ENSMUSP00000079883 EAA30931
ENSMUSP00000144905 EAA34809
ENSMUSP00000144792 EAA34809
ENSMUSP00000032406 EAA34809
ENSMUSP00000033127 EAA27552
ENSMUSP00000150835 EAA27552
ENSMUSP00000116461 EAA27552
ENSMUSP00000115924 EAA30771
ENSMUSP00000103851 EAA30771
ENSMUSP00000132968 EAA30771
ENSMUSP00000054168 EAA30771
ENSMUSP00000136727 EAA30771
ENSMUSP00000139653 EAA30771
ENSMUSP00000017567 EAA30771
ENSMUSP00000138159 EAA36451
ENSMUSP00000114765 EAA36451
ENSMUSP00000098895 EAA36451
ENSMUSP00000112772 EAA36451
ENSMUSP00000034567 EAA33550
ENSMUSP00000073880 EAA28493
ENSMUSP00000152456 EAA28493
ENSMUSP00000100516 EAA28493
ENSMUSP00000022172 ESA41939
ENSMUSP00000152647 ESA41939
ENSMUSP00000088950 ESA41939
ENSMUSP00000152178 ESA41939
ENSMUSP00000152192 ESA41939
ENSMUSP00000152322 ESA41939
ENSMUSP00000152658 ESA41939
ENSMUSP00000152139 ESA41939
ENSMUSP00000152468 ESA41939
ENSMUSP00000106239 EAA33397
ENSMUSP00000132546 EAA33397
ENSMUSP00000118346 EAA33397
ENSMUSP00000117488 EAA33397
ENSMUSP00000070957 EAA33397
ENSMUSP00000106238 EAA33397
ENSMUSP00000106240 EAA33397
ENSMUSP00000136225 ESA43202
ENSMUSP00000142993 EAA29172
ENSMUSP00000143748 EAA29172
ENSMUSP00000019323 EAA29172
ENSMUSP00000101978 EAA30988
ENSMUSP00000119131 EAA30988
ENSMUSP00000156531 EAA29785
ENSMUSP00000094882 EAA29785
ENSMUSP00000043115 EAA29785
ENSMUSP00000151713 EAA29785
ENSMUSP00000121418 EAA29545
ENSMUSP00000109214 EAA29545
ENSMUSP00000035564 EAA29545
ENSMUSP00000122443 EAA29545
ENSMUSP00000120841 EAA29545
ENSMUSP00000114375 EAA29545
ENSMUSP00000139936 EAA29545
ENSMUSP00000121552 EAA29545
ENSMUSP00000025385 EAA32803
ENSMUSP00000126658 EAA30702
ENSMUSP00000117507 EAA30702
ENSMUSP00000114360 EAA30702
ENSMUSP00000121900 EAA30702
ENSMUSP00000072275 EAA30702
ENSMUSP00000104976 EAA30702
ENSMUSP00000115155 EAA27639
ENSMUSP00000032715 EAA34674
ENSMUSP00000117699 EAA33690
ENSMUSP00000032597 EAA33690
ENSMUSP00000104217 EAA33690
ENSMUSP00000136358 ESA41925
ENSMUSP00000136358 ESA43783
ENSMUSP00000042835 ESA41925
ENSMUSP00000042835 ESA43783
ENSMUSP00000136803 ESA41925
ENSMUSP00000136803 ESA43783
ENSMUSP00000099984 EAA31127
ENSMUSP00000099984 EAA33400
ENSMUSP00000099984 ESA43907
ENSMUSP00000105448 EAA31127
ENSMUSP00000105448 EAA33400
ENSMUSP00000105448 ESA43907
ENSMUSP00000105447 EAA31127
ENSMUSP00000105447 EAA33400
ENSMUSP00000105447 ESA43907
ENSMUSP00000037970 EAA33682
ENSMUSP00000108598 EAA33682
ENSMUSP00000086948 EAA33682
ENSMUSP00000003710 EAA33682
ENSMUSP00000154390 EAA27149
ENSMUSP00000103830 EAA27149
ENSMUSP00000113484 EAA27149
ENSMUSP00000011029 EAA27149
ENSMUSP00000113514 EAA27149
ENSMUSP00000022590 EAA27149
ENSMUSP00000118798 EAA33994
ENSMUSP00000121961 EAA33994
ENSMUSP00000104179 EAA33994
ENSMUSP00000004554 EAA33994
ENSMUSP00000112428 EAA33100
ENSMUSP00000046465 EAA33100
ENSMUSP00000030010 EAA28400
ENSMUSP00000081690 EAA28400
ENSMUSP00000146489 EAA28400
ENSMUSP00000112821 EAA28400
ENSMUSP00000075621 EAA28400
ENSMUSP00000112736 EAA28400
ENSMUSP00000061094 EAA28400
ENSMUSP00000046218 EAA28400
ENSMUSP00000112538 EAA28400
ENSMUSP00000113538 EAA28400
ENSMUSP00000078544 EAA28400
ENSMUSP00000045285 EAA28400
ENSMUSP00000103781 EAA32773
ENSMUSP00000135632 EAA32773
ENSMUSP00000018877 EAA32773
ENSMUSP00000135145 EAA32773
ENSMUSP00000154998 EAA32773
ENSMUSP00000155063 EAA32773
ENSMUSP00000155342 EAA32773
ENSMUSP00000154895 EAA32773
ENSMUSP00000155570 EAA32773
ENSMUSP00000155723 EAA32773
ENSMUSP00000152944 EAA28171
ENSMUSP00000153637 EAA28171
ENSMUSP00000153659 EAA28171
ENSMUSP00000108003 EAA28171
ENSMUSP00000125977 EAA28171
ENSMUSP00000143736 EAA29768
ENSMUSP00000143131 EAA31773
ENSMUSP00000142832 EAA31773
ENSMUSP00000143143 EAA31773
ENSMUSP00000036357 EAA31773
ENSMUSP00000071351 EAA31773
ENSMUSP00000130992 EAA34209
ENSMUSP00000028167 EAA34209
ENSMUSP00000108237 EAA34209
ENSMUSP00000021425 EAA26847
ENSMUSP00000152471 EAA26847
ENSMUSP00000115134 EAA26847
ENSMUSP00000121255 EAA26847
ENSMUSP00000105166 EAA26847
ENSMUSP00000020529 EAA26847
ENSMUSP00000121920 EAA26847
ENSMUSP00000152366 EAA28420
ENSMUSP00000152058 EAA28420
ENSMUSP00000105628 EAA28420
ENSMUSP00000152206 EAA28420
ENSMUSP00000040890 EAA28420
ENSMUSP00000059766 EAA35304
ENSMUSP00000106249 EAA35304
ENSMUSP00000153782 EAA35304
ENSMUSP00000108837 EAA35304
ENSMUSP00000106250 EAA35304
ENSMUSP00000141377 EAA35304
ENSMUSP00000123700 EAA33973
ENSMUSP00000068594 EAA33973
ENSMUSP00000125594 EAA33973
ENSMUSP00000124177 EAA33973
ENSMUSP00000021078 EAA33439
ENSMUSP00000124264 EAA32506
ENSMUSP00000030119 EAA32506
ENSMUSP00000060599 EAA31357
ENSMUSP00000119134 EAA31357
ENSMUSP00000089758 EAA31357
ENSMUSP00000111536 EAA31357
ENSMUSP00000028100 EAA31357
ENSMUSP00000128173 EAA26733
ENSMUSP00000150536 EAA26733
ENSMUSP00000149885 EAA26733
ENSMUSP00000013966 EAA26733
ENSMUSP00000150169 EAA26733
ENSMUSP00000036936 EAA32588
ENSMUSP00000026220 EAA32588
ENSMUSP00000026221 EAA32588
ENSMUSP00000059860 EAA32588
ENSMUSP00000124473 EAA29115
ENSMUSP00000124473 EAA31586
ENSMUSP00000138317 EAA29115
ENSMUSP00000138317 EAA31586
ENSMUSP00000146049 EAA29115
ENSMUSP00000146049 EAA31586
ENSMUSP00000082254 EAA29115
ENSMUSP00000082254 EAA31586
ENSMUSP00000127245 EAA29115
ENSMUSP00000127245 EAA31586
ENSMUSP00000134754 EAA27589
ENSMUSP00000035214 EAA27589
ENSMUSP00000025046 EAA27589
ENSMUSP00000141605 EAA27589
ENSMUSP00000144336 EAA27589
ENSMUSP00000082091 EAA27589
ENSMUSP00000144020 EAA27589
ENSMUSP00000156723 ESA43796
ENSMUSP00000023669 ESA43796
ENSMUSP00000156698 ESA43796
ENSMUSP00000156553 ESA43796
ENSMUSP00000156855 ESA43796
ENSMUSP00000156951 ESA43796
ENSMUSP00000106962 EAA36419
ENSMUSP00000106961 EAA36419
ENSMUSP00000088105 EAA36419
ENSMUSP00000106963 EAA36419
ENSMUSP00000006029 EAA36419
ENSMUSP00000130977 EAA36419
ENSMUSP00000132008 EAA36419
ENSMUSP00000109970 EAA35679
ENSMUSP00000109968 EAA35679
ENSMUSP00000001109 EAA35679
ENSMUSP00000118786 EAA35679
ENSMUSP00000115204 EAA35679
ENSMUSP00000144121 EAA35679
ENSMUSP00000144117 EAA35679
ENSMUSP00000144239 EAA35679
ENSMUSP00000143812 EAA35679
ENSMUSP00000119140 EAA35679
ENSMUSP00000120814 EAA35679
ENSMUSP00000144630 EAA35679
ENSMUSP00000145438 EAA27770
ENSMUSP00000145438 ESA43188
ENSMUSP00000124806 EAA27770
ENSMUSP00000124806 ESA43188
ENSMUSP00000123815 EAA27770
ENSMUSP00000123815 ESA43188
ENSMUSP00000035746 EAA27770
ENSMUSP00000035746 ESA43188
ENSMUSP00000101917 EAA27770
ENSMUSP00000101917 ESA43188
ENSMUSP00000123923 EAA27770
ENSMUSP00000123923 ESA43188
ENSMUSP00000123826 EAA27770
ENSMUSP00000123826 ESA43188
ENSMUSP00000135430 EAA27770
ENSMUSP00000135430 ESA43188
ENSMUSP00000065544 EAA31513
ENSMUSP00000105958 EAA31513
ENSMUSP00000122240 EAA31513
ENSMUSP00000114086 EAA31513
ENSMUSP00000030581 EAA31513
ENSMUSP00000101683 EAA31513
ENSMUSP00000152363 EAA31513
ENSMUSP00000128661 EAA31513
ENSMUSP00000023884 EAA31513
ENSMUSP00000152225 EAA34812
ENSMUSP00000092268 EAA34623
ENSMUSP00000099740 EAA34623
ENSMUSP00000099741 EAA34623
ENSMUSP00000119190 EAA34623
ENSMUSP00000121335 EAA34623
ENSMUSP00000123244 EAA34623
ENSMUSP00000140516 EAA34858
ENSMUSP00000092672 EAA34858
