FBpp0074936 ENSMUSP00000048802
FBpp0081031 ENSMUSP00000109635
FBpp0081031 ENSMUSP00000056011
FBpp0081031 ENSMUSP00000109632
FBpp0081031 ENSMUSP00000109634
FBpp0081031 ENSMUSP00000109626
FBpp0081031 ENSMUSP00000109629
FBpp0081031 ENSMUSP00000151663
FBpp0081031 ENSMUSP00000151561
FBpp0290491 ENSMUSP00000117018
FBpp0290491 ENSMUSP00000093598
FBpp0290491 ENSMUSP00000066361
FBpp0290491 ENSMUSP00000109635
FBpp0290491 ENSMUSP00000056011
FBpp0290491 ENSMUSP00000109632
FBpp0290491 ENSMUSP00000109634
FBpp0290491 ENSMUSP00000109626
FBpp0290491 ENSMUSP00000109629
FBpp0290491 ENSMUSP00000151663
FBpp0290491 ENSMUSP00000151561
FBpp0305299 ENSMUSP00000117018
FBpp0305299 ENSMUSP00000093598
FBpp0305299 ENSMUSP00000066361
FBpp0305299 ENSMUSP00000109635
FBpp0305299 ENSMUSP00000056011
FBpp0305299 ENSMUSP00000109632
FBpp0305299 ENSMUSP00000109634
FBpp0305299 ENSMUSP00000109626
FBpp0305299 ENSMUSP00000109629
FBpp0305299 ENSMUSP00000151663
FBpp0305299 ENSMUSP00000151561
FBpp0297159 ENSMUSP00000117018
FBpp0297159 ENSMUSP00000093598
FBpp0297159 ENSMUSP00000066361
FBpp0297159 ENSMUSP00000109635
FBpp0297159 ENSMUSP00000056011
FBpp0297159 ENSMUSP00000109632
FBpp0297159 ENSMUSP00000109634
FBpp0297159 ENSMUSP00000109626
FBpp0297159 ENSMUSP00000109629
FBpp0297159 ENSMUSP00000151663
FBpp0297159 ENSMUSP00000151561
FBpp0081032 ENSMUSP00000117018
FBpp0081032 ENSMUSP00000093598
FBpp0081032 ENSMUSP00000066361
FBpp0081032 ENSMUSP00000109635
FBpp0081032 ENSMUSP00000056011
FBpp0081032 ENSMUSP00000109632
FBpp0081032 ENSMUSP00000109634
FBpp0081032 ENSMUSP00000109626
FBpp0081032 ENSMUSP00000109629
FBpp0081032 ENSMUSP00000151663
FBpp0081032 ENSMUSP00000151561
FBpp0305300 ENSMUSP00000117018
FBpp0305300 ENSMUSP00000093598
FBpp0305300 ENSMUSP00000066361
FBpp0305300 ENSMUSP00000109635
FBpp0305300 ENSMUSP00000056011
FBpp0305300 ENSMUSP00000109632
FBpp0305300 ENSMUSP00000109634
FBpp0305300 ENSMUSP00000109626
FBpp0305300 ENSMUSP00000109629
FBpp0305300 ENSMUSP00000151663
FBpp0305300 ENSMUSP00000151561
FBpp0087953 ENSMUSP00000044272
FBpp0087953 ENSMUSP00000138729
FBpp0087953 ENSMUSP00000151293
FBpp0087953 ENSMUSP00000129023
FBpp0087953 ENSMUSP00000110894
FBpp0087953 ENSMUSP00000062014
FBpp0087953 ENSMUSP00000054034
FBpp0087953 ENSMUSP00000143928
FBpp0087953 ENSMUSP00000144136
FBpp0087953 ENSMUSP00000074293
FBpp0087953 ENSMUSP00000143901
FBpp0087953 ENSMUSP00000144235
FBpp0087953 ENSMUSP00000104615
FBpp0087953 ENSMUSP00000112920
FBpp0087953 ENSMUSP00000113038
FBpp0087953 ENSMUSP00000113775
FBpp0087953 ENSMUSP00000120427
FBpp0087952 ENSMUSP00000044272
FBpp0087952 ENSMUSP00000138729
FBpp0087952 ENSMUSP00000151293
FBpp0087952 ENSMUSP00000129023
FBpp0087952 ENSMUSP00000110894
FBpp0087952 ENSMUSP00000062014
FBpp0087952 ENSMUSP00000054034
FBpp0087952 ENSMUSP00000143928
FBpp0087952 ENSMUSP00000144136
FBpp0087952 ENSMUSP00000074293
FBpp0087952 ENSMUSP00000143901
FBpp0087952 ENSMUSP00000144235
FBpp0087952 ENSMUSP00000104615
FBpp0087952 ENSMUSP00000112920
FBpp0087952 ENSMUSP00000113038
FBpp0087952 ENSMUSP00000113775
FBpp0087952 ENSMUSP00000120427
FBpp0306646 ENSMUSP00000044272
FBpp0306646 ENSMUSP00000138729
FBpp0306646 ENSMUSP00000151293
FBpp0306646 ENSMUSP00000129023
FBpp0306646 ENSMUSP00000110894
FBpp0306646 ENSMUSP00000062014
FBpp0306646 ENSMUSP00000054034
FBpp0306646 ENSMUSP00000143928
FBpp0306646 ENSMUSP00000144136
FBpp0306646 ENSMUSP00000074293
FBpp0306646 ENSMUSP00000143901
FBpp0306646 ENSMUSP00000144235
FBpp0306646 ENSMUSP00000104615
FBpp0306646 ENSMUSP00000112920
FBpp0306646 ENSMUSP00000113038
FBpp0306646 ENSMUSP00000113775
FBpp0306646 ENSMUSP00000120427
FBpp0083352 ENSMUSP00000044272
FBpp0083352 ENSMUSP00000138729
FBpp0083352 ENSMUSP00000151293
FBpp0083352 ENSMUSP00000129023
FBpp0083352 ENSMUSP00000110894
FBpp0083352 ENSMUSP00000062014
FBpp0083352 ENSMUSP00000054034
FBpp0083352 ENSMUSP00000143928
FBpp0083352 ENSMUSP00000144136
FBpp0083352 ENSMUSP00000074293
FBpp0083352 ENSMUSP00000143901
FBpp0083352 ENSMUSP00000144235
FBpp0083352 ENSMUSP00000104615
FBpp0083352 ENSMUSP00000112920
FBpp0083352 ENSMUSP00000113038
FBpp0083352 ENSMUSP00000113775
FBpp0083352 ENSMUSP00000120427
FBpp0083777 ENSMUSP00000137079
FBpp0083777 ENSMUSP00000095936
FBpp0083777 ENSMUSP00000120139
FBpp0099606 ENSMUSP00000137079
FBpp0099606 ENSMUSP00000095936
FBpp0099606 ENSMUSP00000120139
FBpp0083776 ENSMUSP00000137079
FBpp0083776 ENSMUSP00000095936
FBpp0083776 ENSMUSP00000120139
FBpp0306565 ENSMUSP00000137079
FBpp0306565 ENSMUSP00000095936
FBpp0306565 ENSMUSP00000120139
FBpp0083778 ENSMUSP00000137079
FBpp0083778 ENSMUSP00000095936
FBpp0083778 ENSMUSP00000120139
FBpp0099607 ENSMUSP00000137079
FBpp0099607 ENSMUSP00000095936
FBpp0099607 ENSMUSP00000120139
FBpp0290706 ENSMUSP00000137079
FBpp0290706 ENSMUSP00000095936
FBpp0290706 ENSMUSP00000120139
FBpp0087047 ENSMUSP00000003568
FBpp0087047 ENSMUSP00000126673
FBpp0087047 ENSMUSP00000148408
FBpp0087047 ENSMUSP00000110015
FBpp0087047 ENSMUSP00000148297
FBpp0087047 ENSMUSP00000091455
FBpp0111988 ENSMUSP00000003568
FBpp0111988 ENSMUSP00000126673
FBpp0111988 ENSMUSP00000148408
FBpp0111988 ENSMUSP00000110015
FBpp0111988 ENSMUSP00000148297
FBpp0111988 ENSMUSP00000091455
FBpp0086614 ENSMUSP00000003568
FBpp0086614 ENSMUSP00000126673
FBpp0086614 ENSMUSP00000148408
FBpp0086614 ENSMUSP00000110015
FBpp0086614 ENSMUSP00000148297
FBpp0086614 ENSMUSP00000091455
FBpp0291628 ENSMUSP00000145563
FBpp0291628 ENSMUSP00000120403
FBpp0291628 ENSMUSP00000145687
FBpp0291628 ENSMUSP00000118816
FBpp0291628 ENSMUSP00000118440
FBpp0291628 ENSMUSP00000123614
FBpp0291628 ENSMUSP00000145965
FBpp0291628 ENSMUSP00000104269
FBpp0291628 ENSMUSP00000104267
FBpp0291628 ENSMUSP00000104270
FBpp0291628 ENSMUSP00000046911
FBpp0087897 ENSMUSP00000016681
FBpp0087897 ENSMUSP00000110771
FBpp0087897 ENSMUSP00000059276
FBpp0087897 ENSMUSP00000016680
FBpp0290569 ENSMUSP00000016681
FBpp0290569 ENSMUSP00000110771
FBpp0290569 ENSMUSP00000059276
FBpp0290569 ENSMUSP00000016680
FBpp0291368 ENSMUSP00000130738
FBpp0291368 ENSMUSP00000131891
FBpp0291367 ENSMUSP00000130738
FBpp0291367 ENSMUSP00000131891
FBpp0291366 ENSMUSP00000130738
FBpp0291366 ENSMUSP00000131891
FBpp0291369 ENSMUSP00000130738
FBpp0291369 ENSMUSP00000131891
FBpp0070773 ENSMUSP00000116159
FBpp0070773 ENSMUSP00000053120
FBpp0070773 ENSMUSP00000104442
FBpp0070773 ENSMUSP00000096571
FBpp0070773 ENSMUSP00000104443
FBpp0070773 ENSMUSP00000043563
FBpp0304672 ENSMUSP00000116159
FBpp0304672 ENSMUSP00000053120
FBpp0304672 ENSMUSP00000104442
FBpp0304672 ENSMUSP00000096571
FBpp0304672 ENSMUSP00000104443
FBpp0304672 ENSMUSP00000043563
FBpp0071503 ENSMUSP00000054380
FBpp0071503 ENSMUSP00000104101
FBpp0071503 ENSMUSP00000117840
FBpp0071503 ENSMUSP00000104100
FBpp0085145 ENSMUSP00000071654
FBpp0085145 ENSMUSP00000104049
FBpp0085145 ENSMUSP00000110398
FBpp0085145 ENSMUSP00000023507
FBpp0089161 ENSMUSP00000071654
FBpp0089161 ENSMUSP00000104049
FBpp0089161 ENSMUSP00000110398
FBpp0089161 ENSMUSP00000023507
FBpp0291178 ENSMUSP00000071654
FBpp0291178 ENSMUSP00000104049
FBpp0291178 ENSMUSP00000110398
FBpp0291178 ENSMUSP00000023507
FBpp0291395 ENSMUSP00000071654
FBpp0291395 ENSMUSP00000104049
FBpp0291395 ENSMUSP00000110398
FBpp0291395 ENSMUSP00000023507
FBpp0089158 ENSMUSP00000071654
FBpp0089158 ENSMUSP00000104049
FBpp0089158 ENSMUSP00000110398
FBpp0089158 ENSMUSP00000023507
FBpp0089159 ENSMUSP00000071654
FBpp0089159 ENSMUSP00000104049
FBpp0089159 ENSMUSP00000110398
FBpp0089159 ENSMUSP00000023507
FBpp0070449 ENSMUSP00000071654
FBpp0070449 ENSMUSP00000104049
FBpp0070449 ENSMUSP00000110398
FBpp0070449 ENSMUSP00000023507
FBpp0070450 ENSMUSP00000071654
FBpp0070450 ENSMUSP00000104049
FBpp0070450 ENSMUSP00000110398
FBpp0070450 ENSMUSP00000023507
FBpp0070453 ENSMUSP00000071654
FBpp0070453 ENSMUSP00000104049
FBpp0070453 ENSMUSP00000110398
FBpp0070453 ENSMUSP00000023507
FBpp0070451 ENSMUSP00000071654
FBpp0070451 ENSMUSP00000104049
FBpp0070451 ENSMUSP00000110398
FBpp0070451 ENSMUSP00000023507
FBpp0070452 ENSMUSP00000071654
FBpp0070452 ENSMUSP00000104049
FBpp0070452 ENSMUSP00000110398
FBpp0070452 ENSMUSP00000023507
FBpp0089162 ENSMUSP00000071654
FBpp0089162 ENSMUSP00000104049
FBpp0089162 ENSMUSP00000110398
FBpp0089162 ENSMUSP00000023507
FBpp0304141 ENSMUSP00000071654
FBpp0304141 ENSMUSP00000104049
FBpp0304141 ENSMUSP00000110398
FBpp0304141 ENSMUSP00000023507
FBpp0089160 ENSMUSP00000071654
FBpp0089160 ENSMUSP00000104049
FBpp0089160 ENSMUSP00000110398
FBpp0089160 ENSMUSP00000023507
FBpp0305265 ENSMUSP00000144297
FBpp0305265 ENSMUSP00000144654
FBpp0305265 ENSMUSP00000144413
FBpp0305265 ENSMUSP00000074392
FBpp0305265 ENSMUSP00000155441
FBpp0305265 ENSMUSP00000144787
FBpp0305265 ENSMUSP00000155315
FBpp0305265 ENSMUSP00000103721
FBpp0305265 ENSMUSP00000154874
FBpp0305265 ENSMUSP00000145468
FBpp0305265 ENSMUSP00000020630
FBpp0075514 ENSMUSP00000144297
FBpp0075514 ENSMUSP00000144654
FBpp0075514 ENSMUSP00000144413
FBpp0075514 ENSMUSP00000074392
FBpp0075514 ENSMUSP00000155441
FBpp0075514 ENSMUSP00000144787
FBpp0075514 ENSMUSP00000155315
FBpp0075514 ENSMUSP00000103721
FBpp0075514 ENSMUSP00000154874
FBpp0075514 ENSMUSP00000145468
FBpp0075514 ENSMUSP00000020630
FBpp0075515 ENSMUSP00000144297
FBpp0075515 ENSMUSP00000144654
FBpp0075515 ENSMUSP00000144413
FBpp0075515 ENSMUSP00000074392
FBpp0075515 ENSMUSP00000155441
FBpp0075515 ENSMUSP00000144787
FBpp0075515 ENSMUSP00000155315
FBpp0075515 ENSMUSP00000103721
FBpp0075515 ENSMUSP00000154874
FBpp0075515 ENSMUSP00000145468
FBpp0075515 ENSMUSP00000020630
FBpp0075513 ENSMUSP00000144297
FBpp0075513 ENSMUSP00000144654
FBpp0075513 ENSMUSP00000144413
FBpp0075513 ENSMUSP00000074392
FBpp0075513 ENSMUSP00000155441
FBpp0075513 ENSMUSP00000144787
FBpp0075513 ENSMUSP00000155315
FBpp0075513 ENSMUSP00000103721
FBpp0075513 ENSMUSP00000154874
FBpp0075513 ENSMUSP00000145468
FBpp0075513 ENSMUSP00000020630
FBpp0292998 ENSMUSP00000144297
FBpp0292998 ENSMUSP00000144654
FBpp0292998 ENSMUSP00000144413
FBpp0292998 ENSMUSP00000074392
FBpp0292998 ENSMUSP00000155441
FBpp0292998 ENSMUSP00000144787
FBpp0292998 ENSMUSP00000155315
FBpp0292998 ENSMUSP00000103721
FBpp0292998 ENSMUSP00000154874
FBpp0292998 ENSMUSP00000145468
FBpp0292998 ENSMUSP00000020630
FBpp0292997 ENSMUSP00000144297
FBpp0292997 ENSMUSP00000144654
FBpp0292997 ENSMUSP00000144413
FBpp0292997 ENSMUSP00000074392
FBpp0292997 ENSMUSP00000155441
FBpp0292997 ENSMUSP00000144787
FBpp0292997 ENSMUSP00000155315
FBpp0292997 ENSMUSP00000103721
FBpp0292997 ENSMUSP00000154874
FBpp0292997 ENSMUSP00000145468
FBpp0292997 ENSMUSP00000020630
FBpp0293000 ENSMUSP00000144297
FBpp0293000 ENSMUSP00000144654
FBpp0293000 ENSMUSP00000144413
FBpp0293000 ENSMUSP00000074392
FBpp0293000 ENSMUSP00000155441
FBpp0293000 ENSMUSP00000144787
FBpp0293000 ENSMUSP00000155315
FBpp0293000 ENSMUSP00000103721
FBpp0293000 ENSMUSP00000154874
FBpp0293000 ENSMUSP00000145468
FBpp0293000 ENSMUSP00000020630
FBpp0292999 ENSMUSP00000144297
FBpp0292999 ENSMUSP00000144654
FBpp0292999 ENSMUSP00000144413
FBpp0292999 ENSMUSP00000074392
FBpp0292999 ENSMUSP00000155441
FBpp0292999 ENSMUSP00000144787
FBpp0292999 ENSMUSP00000155315
FBpp0292999 ENSMUSP00000103721
FBpp0292999 ENSMUSP00000154874
FBpp0292999 ENSMUSP00000145468
FBpp0292999 ENSMUSP00000020630
FBpp0083945 ENSMUSP00000146761
FBpp0083945 ENSMUSP00000147094
FBpp0083945 ENSMUSP00000147048
FBpp0083945 ENSMUSP00000146633
FBpp0083945 ENSMUSP00000146864
FBpp0083945 ENSMUSP00000146676
FBpp0083945 ENSMUSP00000003049
FBpp0083945 ENSMUSP00000146498
FBpp0083945 ENSMUSP00000146405
FBpp0083945 ENSMUSP00000147117
FBpp0083945 ENSMUSP00000146475
FBpp0083945 ENSMUSP00000146817
FBpp0083945 ENSMUSP00000146422
FBpp0083945 ENSMUSP00000146595
FBpp0083945 ENSMUSP00000035281
FBpp0083945 ENSMUSP00000146587
FBpp0083234 ENSMUSP00000146761
FBpp0083234 ENSMUSP00000147094
FBpp0083234 ENSMUSP00000147048
FBpp0083234 ENSMUSP00000146633
FBpp0083234 ENSMUSP00000146864
FBpp0083234 ENSMUSP00000146676
FBpp0083234 ENSMUSP00000003049
FBpp0083234 ENSMUSP00000146498
FBpp0083234 ENSMUSP00000146405
FBpp0083234 ENSMUSP00000147117
FBpp0083234 ENSMUSP00000146475
FBpp0083234 ENSMUSP00000146817
FBpp0083234 ENSMUSP00000146422
FBpp0083234 ENSMUSP00000146595
FBpp0083234 ENSMUSP00000035281
FBpp0083234 ENSMUSP00000146587
FBpp0077714 ENSMUSP00000099494
FBpp0087085 ENSMUSP00000149862
FBpp0087085 ENSMUSP00000076418
FBpp0310926 ENSMUSP00000031167
FBpp0082353 ENSMUSP00000031167
FBpp0075176 ENSMUSP00000114885
FBpp0075176 ENSMUSP00000119713
FBpp0075176 ENSMUSP00000101026
FBpp0075176 ENSMUSP00000101029
FBpp0075176 ENSMUSP00000101027
FBpp0075176 ENSMUSP00000101028
FBpp0075176 ENSMUSP00000132954
FBpp0075176 ENSMUSP00000001240
FBpp0075176 ENSMUSP00000128085
FBpp0075176 ENSMUSP00000127477
FBpp0075176 ENSMUSP00000024594
FBpp0075175 ENSMUSP00000114885
FBpp0075175 ENSMUSP00000119713
FBpp0075175 ENSMUSP00000101026
FBpp0075175 ENSMUSP00000101029
FBpp0075175 ENSMUSP00000101027
FBpp0075175 ENSMUSP00000101028
FBpp0075175 ENSMUSP00000132954
FBpp0075175 ENSMUSP00000001240
FBpp0075175 ENSMUSP00000128085
FBpp0075175 ENSMUSP00000127477
FBpp0075175 ENSMUSP00000024594
FBpp0075178 ENSMUSP00000114885
FBpp0075178 ENSMUSP00000119713
FBpp0075178 ENSMUSP00000101026
FBpp0075178 ENSMUSP00000101029
FBpp0075178 ENSMUSP00000101027
FBpp0075178 ENSMUSP00000101028
FBpp0075178 ENSMUSP00000132954
FBpp0075178 ENSMUSP00000001240
FBpp0075178 ENSMUSP00000128085
FBpp0075178 ENSMUSP00000127477
FBpp0075178 ENSMUSP00000024594
FBpp0300976 ENSMUSP00000114885
FBpp0300976 ENSMUSP00000119713
FBpp0300976 ENSMUSP00000101026
FBpp0300976 ENSMUSP00000101029
FBpp0300976 ENSMUSP00000101027
FBpp0300976 ENSMUSP00000101028
FBpp0300976 ENSMUSP00000132954
FBpp0300976 ENSMUSP00000001240
FBpp0300976 ENSMUSP00000128085
FBpp0300976 ENSMUSP00000127477
FBpp0300976 ENSMUSP00000024594
FBpp0075177 ENSMUSP00000114885
FBpp0075177 ENSMUSP00000119713
FBpp0075177 ENSMUSP00000101026
FBpp0075177 ENSMUSP00000101029
FBpp0075177 ENSMUSP00000101027
FBpp0075177 ENSMUSP00000101028
FBpp0075177 ENSMUSP00000132954
FBpp0075177 ENSMUSP00000001240
FBpp0075177 ENSMUSP00000128085
FBpp0075177 ENSMUSP00000127477
FBpp0075177 ENSMUSP00000024594
FBpp0075180 ENSMUSP00000114885
FBpp0075180 ENSMUSP00000119713
FBpp0075180 ENSMUSP00000101026
FBpp0075180 ENSMUSP00000101029
FBpp0075180 ENSMUSP00000101027
FBpp0075180 ENSMUSP00000101028
FBpp0075180 ENSMUSP00000132954
FBpp0075180 ENSMUSP00000001240
FBpp0075180 ENSMUSP00000128085
FBpp0075180 ENSMUSP00000127477
FBpp0075180 ENSMUSP00000024594
FBpp0075179 ENSMUSP00000114885
FBpp0075179 ENSMUSP00000119713
FBpp0075179 ENSMUSP00000101026
FBpp0075179 ENSMUSP00000101029
FBpp0075179 ENSMUSP00000101027
FBpp0075179 ENSMUSP00000101028
FBpp0075179 ENSMUSP00000132954
FBpp0075179 ENSMUSP00000001240
FBpp0075179 ENSMUSP00000128085
FBpp0075179 ENSMUSP00000127477
FBpp0075179 ENSMUSP00000024594
FBpp0303599 ENSMUSP00000114885
FBpp0303599 ENSMUSP00000119713
FBpp0303599 ENSMUSP00000101026
FBpp0303599 ENSMUSP00000101029
FBpp0303599 ENSMUSP00000101027
FBpp0303599 ENSMUSP00000101028
FBpp0303599 ENSMUSP00000132954
FBpp0303599 ENSMUSP00000001240
FBpp0303599 ENSMUSP00000128085
FBpp0303599 ENSMUSP00000127477
FBpp0303599 ENSMUSP00000024594
FBpp0300841 ENSMUSP00000122244
FBpp0300841 ENSMUSP00000114272
FBpp0300841 ENSMUSP00000032413
FBpp0300841 ENSMUSP00000145041
FBpp0300841 ENSMUSP00000144903
FBpp0300842 ENSMUSP00000122244
FBpp0300842 ENSMUSP00000114272
FBpp0300842 ENSMUSP00000032413
FBpp0300842 ENSMUSP00000145041
FBpp0300842 ENSMUSP00000144903
FBpp0310124 ENSMUSP00000122244
FBpp0310124 ENSMUSP00000114272
FBpp0310124 ENSMUSP00000032413
FBpp0310124 ENSMUSP00000145041
FBpp0310124 ENSMUSP00000144903
FBpp0073990 ENSMUSP00000122244
FBpp0073990 ENSMUSP00000114272
FBpp0073990 ENSMUSP00000032413
FBpp0073990 ENSMUSP00000145041
FBpp0073990 ENSMUSP00000144903
FBpp0300843 ENSMUSP00000122244
FBpp0300843 ENSMUSP00000114272
FBpp0300843 ENSMUSP00000032413
FBpp0300843 ENSMUSP00000145041
FBpp0300843 ENSMUSP00000144903
FBpp0073993 ENSMUSP00000122244
FBpp0073993 ENSMUSP00000114272
FBpp0073993 ENSMUSP00000032413
FBpp0073993 ENSMUSP00000145041
FBpp0073993 ENSMUSP00000144903
FBpp0073991 ENSMUSP00000122244
FBpp0073991 ENSMUSP00000114272
FBpp0073991 ENSMUSP00000032413
FBpp0073991 ENSMUSP00000145041
FBpp0073991 ENSMUSP00000144903
FBpp0310123 ENSMUSP00000122244
FBpp0310123 ENSMUSP00000114272
FBpp0310123 ENSMUSP00000032413
FBpp0310123 ENSMUSP00000145041
FBpp0310123 ENSMUSP00000144903
FBpp0310709 ENSMUSP00000157030
FBpp0310709 ENSMUSP00000157245
FBpp0310709 ENSMUSP00000083725
FBpp0310709 ENSMUSP00000132809
FBpp0310709 ENSMUSP00000126373
FBpp0310709 ENSMUSP00000157278
FBpp0310709 ENSMUSP00000128926
FBpp0310709 ENSMUSP00000147497
FBpp0310709 ENSMUSP00000138735
FBpp0310709 ENSMUSP00000082334
FBpp0310709 ENSMUSP00000063258
FBpp0310708 ENSMUSP00000157030
FBpp0310708 ENSMUSP00000157245
FBpp0310708 ENSMUSP00000083725
FBpp0310708 ENSMUSP00000132809
FBpp0310708 ENSMUSP00000126373
FBpp0310708 ENSMUSP00000157278
FBpp0310708 ENSMUSP00000128926
FBpp0310708 ENSMUSP00000147497
FBpp0310708 ENSMUSP00000138735
FBpp0310708 ENSMUSP00000082334
FBpp0310708 ENSMUSP00000063258
FBpp0301142 ENSMUSP00000157030
FBpp0301142 ENSMUSP00000157245
FBpp0301142 ENSMUSP00000083725
FBpp0301142 ENSMUSP00000132809
FBpp0301142 ENSMUSP00000126373
FBpp0301142 ENSMUSP00000157278
FBpp0301142 ENSMUSP00000128926
FBpp0301142 ENSMUSP00000147497
FBpp0301142 ENSMUSP00000138735
FBpp0301142 ENSMUSP00000082334
FBpp0301142 ENSMUSP00000063258
FBpp0301144 ENSMUSP00000157030
FBpp0301144 ENSMUSP00000157245
FBpp0301144 ENSMUSP00000083725
FBpp0301144 ENSMUSP00000132809
FBpp0301144 ENSMUSP00000126373
FBpp0301144 ENSMUSP00000157278
FBpp0301144 ENSMUSP00000128926
FBpp0301144 ENSMUSP00000147497
FBpp0301144 ENSMUSP00000138735
FBpp0301144 ENSMUSP00000082334
FBpp0301144 ENSMUSP00000063258
FBpp0301143 ENSMUSP00000157030
FBpp0301143 ENSMUSP00000157245
FBpp0301143 ENSMUSP00000083725
FBpp0301143 ENSMUSP00000132809
FBpp0301143 ENSMUSP00000126373
FBpp0301143 ENSMUSP00000157278
FBpp0301143 ENSMUSP00000128926
FBpp0301143 ENSMUSP00000147497
FBpp0301143 ENSMUSP00000138735
FBpp0301143 ENSMUSP00000082334
FBpp0301143 ENSMUSP00000063258
FBpp0083404 ENSMUSP00000157030
FBpp0083404 ENSMUSP00000157245
FBpp0083404 ENSMUSP00000083725
FBpp0083404 ENSMUSP00000132809
FBpp0083404 ENSMUSP00000126373
FBpp0083404 ENSMUSP00000157278
FBpp0083404 ENSMUSP00000128926
FBpp0083404 ENSMUSP00000147497
FBpp0083404 ENSMUSP00000138735
FBpp0083404 ENSMUSP00000082334
FBpp0083404 ENSMUSP00000063258
FBpp0083403 ENSMUSP00000157030
FBpp0083403 ENSMUSP00000157245
FBpp0083403 ENSMUSP00000083725
FBpp0083403 ENSMUSP00000132809
FBpp0083403 ENSMUSP00000126373
FBpp0083403 ENSMUSP00000157278
FBpp0083403 ENSMUSP00000128926
FBpp0083403 ENSMUSP00000147497
FBpp0083403 ENSMUSP00000138735
FBpp0083403 ENSMUSP00000082334
FBpp0083403 ENSMUSP00000063258
FBpp0083402 ENSMUSP00000157030
FBpp0083402 ENSMUSP00000157245
FBpp0083402 ENSMUSP00000083725
FBpp0083402 ENSMUSP00000132809
FBpp0083402 ENSMUSP00000126373
FBpp0083402 ENSMUSP00000157278
FBpp0083402 ENSMUSP00000128926
FBpp0083402 ENSMUSP00000147497
FBpp0083402 ENSMUSP00000138735
FBpp0083402 ENSMUSP00000082334
FBpp0083402 ENSMUSP00000063258
FBpp0301141 ENSMUSP00000157030
FBpp0301141 ENSMUSP00000157245
FBpp0301141 ENSMUSP00000083725
FBpp0301141 ENSMUSP00000132809
FBpp0301141 ENSMUSP00000126373
FBpp0301141 ENSMUSP00000157278
FBpp0301141 ENSMUSP00000128926
FBpp0301141 ENSMUSP00000147497
FBpp0301141 ENSMUSP00000138735
FBpp0301141 ENSMUSP00000082334
FBpp0301141 ENSMUSP00000063258
FBpp0075810 ENSMUSP00000050061
FBpp0075810 ENSMUSP00000146504
FBpp0075810 ENSMUSP00000018186
FBpp0075810 ENSMUSP00000124062
FBpp0075810 ENSMUSP00000125636
FBpp0075810 ENSMUSP00000134488
FBpp0075810 ENSMUSP00000027726
FBpp0291346 ENSMUSP00000050061
FBpp0291346 ENSMUSP00000146504
FBpp0291346 ENSMUSP00000018186
FBpp0291346 ENSMUSP00000124062
FBpp0291346 ENSMUSP00000125636
FBpp0291346 ENSMUSP00000134488
FBpp0291346 ENSMUSP00000027726
FBpp0075811 ENSMUSP00000050061
FBpp0075811 ENSMUSP00000146504
FBpp0075811 ENSMUSP00000018186
FBpp0075811 ENSMUSP00000124062
FBpp0075811 ENSMUSP00000125636
FBpp0075811 ENSMUSP00000134488
FBpp0075811 ENSMUSP00000027726
FBpp0290358 ENSMUSP00000050061
FBpp0290358 ENSMUSP00000146504
FBpp0290358 ENSMUSP00000018186
FBpp0290358 ENSMUSP00000124062
FBpp0290358 ENSMUSP00000125636
FBpp0290358 ENSMUSP00000134488
FBpp0290358 ENSMUSP00000027726
FBpp0110168 ENSMUSP00000050061
FBpp0110168 ENSMUSP00000146504
FBpp0110168 ENSMUSP00000018186
FBpp0110168 ENSMUSP00000124062
FBpp0110168 ENSMUSP00000125636
FBpp0110168 ENSMUSP00000134488
FBpp0110168 ENSMUSP00000027726
FBpp0110169 ENSMUSP00000050061
FBpp0110169 ENSMUSP00000146504
FBpp0110169 ENSMUSP00000018186
FBpp0110169 ENSMUSP00000124062
FBpp0110169 ENSMUSP00000125636
FBpp0110169 ENSMUSP00000134488
FBpp0110169 ENSMUSP00000027726
FBpp0310443 ENSMUSP00000050061
FBpp0310443 ENSMUSP00000146504
FBpp0310443 ENSMUSP00000018186
FBpp0310443 ENSMUSP00000124062
FBpp0310443 ENSMUSP00000125636
FBpp0310443 ENSMUSP00000134488
FBpp0310443 ENSMUSP00000027726
FBpp0081900 ENSMUSP00000122699
FBpp0302777 ENSMUSP00000115436
FBpp0302777 ENSMUSP00000151028
FBpp0302777 ENSMUSP00000066068
FBpp0302777 ENSMUSP00000127176
FBpp0302777 ENSMUSP00000021554
FBpp0302777 ENSMUSP00000006626
FBpp0302777 ENSMUSP00000067708
FBpp0302777 ENSMUSP00000129609
FBpp0070330 ENSMUSP00000115436
FBpp0070330 ENSMUSP00000151028
FBpp0070330 ENSMUSP00000066068
FBpp0070330 ENSMUSP00000127176
FBpp0070330 ENSMUSP00000021554
FBpp0070330 ENSMUSP00000006626
FBpp0070330 ENSMUSP00000067708
FBpp0070330 ENSMUSP00000129609
FBpp0292167 ENSMUSP00000115436
FBpp0292167 ENSMUSP00000151028
FBpp0292167 ENSMUSP00000066068
FBpp0292167 ENSMUSP00000127176
FBpp0292167 ENSMUSP00000021554
FBpp0292167 ENSMUSP00000006626
FBpp0292167 ENSMUSP00000067708
FBpp0292167 ENSMUSP00000129609
FBpp0302778 ENSMUSP00000115436
FBpp0302778 ENSMUSP00000151028
FBpp0302778 ENSMUSP00000066068
FBpp0302778 ENSMUSP00000127176
