ENSMUSP00000048802 YGL171W_mRNA
ENSMUSP00000030845 YGR010W_mRNA
ENSMUSP00000030845 YLR328W_mRNA
ENSMUSP00000108557 YGR010W_mRNA
ENSMUSP00000108557 YLR328W_mRNA
ENSMUSP00000108559 YGR010W_mRNA
ENSMUSP00000108559 YLR328W_mRNA
ENSMUSP00000132701 YLR284C_mRNA
ENSMUSP00000132701 YOR180C_mRNA
ENSMUSP00000021853 YLR284C_mRNA
ENSMUSP00000021853 YOR180C_mRNA
ENSMUSP00000137411 YLR284C_mRNA
ENSMUSP00000137411 YOR180C_mRNA
ENSMUSP00000021854 YLR284C_mRNA
ENSMUSP00000021854 YOR180C_mRNA
ENSMUSP00000129428 YLR284C_mRNA
ENSMUSP00000129428 YOR180C_mRNA
ENSMUSP00000126500 YLR284C_mRNA
ENSMUSP00000126500 YOR180C_mRNA
ENSMUSP00000129477 YLR284C_mRNA
ENSMUSP00000129477 YOR180C_mRNA
ENSMUSP00000130076 YLR284C_mRNA
ENSMUSP00000130076 YOR180C_mRNA
ENSMUSP00000129164 YLR284C_mRNA
ENSMUSP00000129164 YOR180C_mRNA
ENSMUSP00000130283 YLR284C_mRNA
ENSMUSP00000130283 YOR180C_mRNA
ENSMUSP00000105880 YLR284C_mRNA
ENSMUSP00000105880 YOR180C_mRNA
ENSMUSP00000131735 YLR284C_mRNA
ENSMUSP00000131735 YOR180C_mRNA
ENSMUSP00000152754 YPL069C_mRNA
ENSMUSP00000126603 YPL069C_mRNA
ENSMUSP00000152428 YPL069C_mRNA
ENSMUSP00000152789 YPL069C_mRNA
ENSMUSP00000152355 YPL069C_mRNA
ENSMUSP00000152512 YPL069C_mRNA
ENSMUSP00000152645 YPL069C_mRNA
ENSMUSP00000152753 YPL069C_mRNA
ENSMUSP00000152649 YPL069C_mRNA
ENSMUSP00000141257 YGR100W_mRNA
ENSMUSP00000098828 YGR100W_mRNA
ENSMUSP00000090825 YGR100W_mRNA
ENSMUSP00000091093 YGR100W_mRNA
ENSMUSP00000034145 YGR100W_mRNA
ENSMUSP00000094036 YGR100W_mRNA
ENSMUSP00000049967 YGR100W_mRNA
ENSMUSP00000141750 YGR100W_mRNA
ENSMUSP00000121684 YMR010W_mRNA
ENSMUSP00000069986 YMR010W_mRNA
ENSMUSP00000121890 YMR010W_mRNA
ENSMUSP00000118670 YMR010W_mRNA
ENSMUSP00000117166 YMR010W_mRNA
ENSMUSP00000119083 YMR010W_mRNA
ENSMUSP00000089402 YMR010W_mRNA
ENSMUSP00000115819 YMR010W_mRNA
ENSMUSP00000109362 YDR375C_mRNA
ENSMUSP00000027358 YDR375C_mRNA
ENSMUSP00000109361 YDR375C_mRNA
ENSMUSP00000025073 YDL132W_mRNA
ENSMUSP00000123903 YDL132W_mRNA
ENSMUSP00000125403 YDL132W_mRNA
ENSMUSP00000031697 YDL132W_mRNA
ENSMUSP00000122702 YDL132W_mRNA
ENSMUSP00000128956 YOL004W_mRNA
ENSMUSP00000130221 YOL004W_mRNA
ENSMUSP00000045044 YOL004W_mRNA
ENSMUSP00000126601 YOL004W_mRNA
ENSMUSP00000130641 YOL004W_mRNA
ENSMUSP00000004494 YOL004W_mRNA
ENSMUSP00000103441 YHR034C_mRNA
ENSMUSP00000082490 YHR034C_mRNA
ENSMUSP00000148186 YHR034C_mRNA
ENSMUSP00000147567 YHR034C_mRNA
ENSMUSP00000147265 YHR034C_mRNA
ENSMUSP00000147858 YHR034C_mRNA
ENSMUSP00000147474 YHR034C_mRNA
ENSMUSP00000153396 YGR070W_mRNA
ENSMUSP00000153396 YLR371W_mRNA
ENSMUSP00000089464 YGR070W_mRNA
ENSMUSP00000089464 YLR371W_mRNA
ENSMUSP00000097529 YGR070W_mRNA
ENSMUSP00000097529 YLR371W_mRNA
ENSMUSP00000153124 YGR070W_mRNA
ENSMUSP00000153124 YLR371W_mRNA
ENSMUSP00000046486 YGR070W_mRNA
ENSMUSP00000046486 YLR371W_mRNA
ENSMUSP00000152333 YGR070W_mRNA
ENSMUSP00000152333 YLR371W_mRNA
ENSMUSP00000156406 YIL160C_mRNA
ENSMUSP00000007005 YIL160C_mRNA
ENSMUSP00000125454 YIL160C_mRNA
ENSMUSP00000045912 YIL160C_mRNA
ENSMUSP00000125066 YIL160C_mRNA
ENSMUSP00000037348 YIL160C_mRNA
ENSMUSP00000042351 YIL160C_mRNA
ENSMUSP00000010795 YIL160C_mRNA
ENSMUSP00000046101 YOR133W_mRNA
ENSMUSP00000046101 YDR385W_mRNA
ENSMUSP00000102675 YKL173W_mRNA
ENSMUSP00000134327 YKL173W_mRNA
ENSMUSP00000021306 YKL173W_mRNA
ENSMUSP00000119818 YIR009W_mRNA
ENSMUSP00000099805 YLR442C_mRNA
ENSMUSP00000099805 YML065W_mRNA
ENSMUSP00000091469 YJL194W_mRNA
ENSMUSP00000090382 YJL194W_mRNA
ENSMUSP00000118421 YJL194W_mRNA
ENSMUSP00000121653 YNL021W_mRNA
ENSMUSP00000033501 YNL021W_mRNA
ENSMUSP00000111306 YNL021W_mRNA
ENSMUSP00000115968 YDR111C_mRNA
ENSMUSP00000115968 YLR089C_mRNA
ENSMUSP00000034136 YDR111C_mRNA
ENSMUSP00000034136 YLR089C_mRNA
ENSMUSP00000155686 YDR111C_mRNA
ENSMUSP00000155686 YLR089C_mRNA
ENSMUSP00000023203 YDR111C_mRNA
ENSMUSP00000023203 YLR089C_mRNA
ENSMUSP00000155553 YDR111C_mRNA
ENSMUSP00000155553 YLR089C_mRNA
ENSMUSP00000031483 YPL212C_mRNA
ENSMUSP00000031483 YGL063W_mRNA
ENSMUSP00000083844 YPL212C_mRNA
ENSMUSP00000083844 YGL063W_mRNA
ENSMUSP00000115143 YPL212C_mRNA
ENSMUSP00000115143 YGL063W_mRNA
ENSMUSP00000115468 YPL212C_mRNA
ENSMUSP00000115468 YGL063W_mRNA
ENSMUSP00000031481 YPL212C_mRNA
ENSMUSP00000031481 YGL063W_mRNA
ENSMUSP00000108045 YPL212C_mRNA
ENSMUSP00000108045 YGL063W_mRNA
ENSMUSP00000130814 YPL212C_mRNA
ENSMUSP00000130814 YGL063W_mRNA
ENSMUSP00000090844 YPR029C_mRNA
ENSMUSP00000034171 YPR029C_mRNA
ENSMUSP00000043996 YPR029C_mRNA
ENSMUSP00000128427 YPR029C_mRNA
ENSMUSP00000142486 YIL052C_mRNA
ENSMUSP00000142486 YER056C-A_mRNA
ENSMUSP00000086614 YIL052C_mRNA
ENSMUSP00000086614 YER056C-A_mRNA
ENSMUSP00000142951 YIL052C_mRNA
ENSMUSP00000142951 YER056C-A_mRNA
ENSMUSP00000143752 YIL052C_mRNA
ENSMUSP00000143752 YER056C-A_mRNA
ENSMUSP00000078092 YIL052C_mRNA
ENSMUSP00000078092 YER056C-A_mRNA
ENSMUSP00000027743 YDR468C_mRNA
ENSMUSP00000142089 YDR468C_mRNA
ENSMUSP00000141976 YDR468C_mRNA
ENSMUSP00000141362 YDR468C_mRNA
ENSMUSP00000037131 YAL044C_mRNA
ENSMUSP00000113391 YGL147C_mRNA
ENSMUSP00000113391 YNL067W_mRNA
ENSMUSP00000127859 YGL147C_mRNA
ENSMUSP00000127859 YNL067W_mRNA
ENSMUSP00000142883 YGL147C_mRNA
ENSMUSP00000142883 YNL067W_mRNA
ENSMUSP00000109399 YGL147C_mRNA
ENSMUSP00000109399 YNL067W_mRNA
ENSMUSP00000113704 YGL147C_mRNA
ENSMUSP00000113704 YNL067W_mRNA
ENSMUSP00000138342 YGL147C_mRNA
ENSMUSP00000138342 YNL067W_mRNA
ENSMUSP00000148917 YKR072C_mRNA
ENSMUSP00000148917 YOR054C_mRNA
ENSMUSP00000144393 YGR083C_mRNA
ENSMUSP00000144361 YGR083C_mRNA
ENSMUSP00000144563 YGR083C_mRNA
ENSMUSP00000076875 YGR083C_mRNA
ENSMUSP00000130880 YGR083C_mRNA
ENSMUSP00000143802 YGR083C_mRNA
ENSMUSP00000110250 YGR083C_mRNA
ENSMUSP00000122547 YIR022W_mRNA
ENSMUSP00000112944 YIR022W_mRNA
ENSMUSP00000112425 YIR022W_mRNA
ENSMUSP00000113601 YIR022W_mRNA
ENSMUSP00000026818 YIR022W_mRNA
ENSMUSP00000025394 YIR022W_mRNA
ENSMUSP00000022281 YJL050W_mRNA
ENSMUSP00000036265 YLR398C_mRNA
ENSMUSP00000114734 YEL056W_mRNA
ENSMUSP00000107945 YEL056W_mRNA
ENSMUSP00000033720 YEL056W_mRNA
ENSMUSP00000107946 YEL056W_mRNA
ENSMUSP00000099658 YEL056W_mRNA
ENSMUSP00000140012 YDL149W_mRNA
ENSMUSP00000139641 YDL149W_mRNA
ENSMUSP00000047449 YDL149W_mRNA
ENSMUSP00000139731 YDL149W_mRNA
ENSMUSP00000139608 YDL149W_mRNA
ENSMUSP00000139828 YDL149W_mRNA
ENSMUSP00000032998 YNL178W_mRNA
ENSMUSP00000146709 YNL178W_mRNA
ENSMUSP00000102713 YNL178W_mRNA
ENSMUSP00000139982 YJR097W_mRNA
ENSMUSP00000140456 YJR097W_mRNA
ENSMUSP00000153469 YPL074W_mRNA
ENSMUSP00000024869 YPL074W_mRNA
ENSMUSP00000156393 YPL074W_mRNA
ENSMUSP00000029722 YLR441C_mRNA
ENSMUSP00000029722 YML063W_mRNA
ENSMUSP00000111066 YOL100W_mRNA
ENSMUSP00000111066 YDR490C_mRNA
ENSMUSP00000111070 YOL100W_mRNA
ENSMUSP00000111070 YDR490C_mRNA
ENSMUSP00000099991 YOL100W_mRNA
ENSMUSP00000099991 YDR490C_mRNA
ENSMUSP00000111068 YOL100W_mRNA
ENSMUSP00000111068 YDR490C_mRNA
ENSMUSP00000061942 YOL100W_mRNA
ENSMUSP00000061942 YDR490C_mRNA
ENSMUSP00000055827 YNL168C_mRNA
ENSMUSP00000114013 YKL190W_mRNA
ENSMUSP00000014221 YKL190W_mRNA
ENSMUSP00000033152 YKL190W_mRNA
ENSMUSP00000029991 YKL190W_mRNA
ENSMUSP00000099944 YKL190W_mRNA
ENSMUSP00000022901 YJL026W_mRNA
ENSMUSP00000022901 YGR180C_mRNA
ENSMUSP00000119400 YJL026W_mRNA
ENSMUSP00000119400 YGR180C_mRNA
ENSMUSP00000119502 YJL026W_mRNA
ENSMUSP00000119502 YGR180C_mRNA
ENSMUSP00000120893 YJL026W_mRNA
ENSMUSP00000120893 YGR180C_mRNA
ENSMUSP00000020980 YJL026W_mRNA
ENSMUSP00000020980 YGR180C_mRNA
ENSMUSP00000134169 YDL064W_mRNA
ENSMUSP00000134450 YDL064W_mRNA
ENSMUSP00000134491 YDL064W_mRNA
ENSMUSP00000134350 YDL064W_mRNA
ENSMUSP00000134261 YDL064W_mRNA
ENSMUSP00000055714 YDL064W_mRNA
ENSMUSP00000134161 YDL064W_mRNA
ENSMUSP00000108629 YAL021C_mRNA
ENSMUSP00000119415 YAL021C_mRNA
ENSMUSP00000113821 YAL021C_mRNA
ENSMUSP00000121239 YAL021C_mRNA
ENSMUSP00000020624 YAL021C_mRNA
ENSMUSP00000030491 YKL024C_mRNA
ENSMUSP00000142174 YKL024C_mRNA
ENSMUSP00000123534 YKL024C_mRNA
ENSMUSP00000108902 YKL024C_mRNA
ENSMUSP00000108903 YKL024C_mRNA
ENSMUSP00000068479 YKL024C_mRNA
ENSMUSP00000034623 YDR246W_mRNA
ENSMUSP00000150263 YDR246W_mRNA
ENSMUSP00000149324 YDR246W_mRNA
ENSMUSP00000103049 YDL045C_mRNA
ENSMUSP00000103052 YDL045C_mRNA
ENSMUSP00000125654 YDL045C_mRNA
ENSMUSP00000122252 YDL045C_mRNA
ENSMUSP00000051366 YDL045C_mRNA
ENSMUSP00000154084 YFL017C_mRNA
ENSMUSP00000154382 YFL017C_mRNA
ENSMUSP00000154777 YFL017C_mRNA
ENSMUSP00000154590 YFL017C_mRNA
ENSMUSP00000154299 YFL017C_mRNA
ENSMUSP00000154780 YFL017C_mRNA
ENSMUSP00000154025 YFL017C_mRNA
ENSMUSP00000042860 YFL017C_mRNA
ENSMUSP00000154138 YFL017C_mRNA
ENSMUSP00000134920 YJL014W_mRNA
ENSMUSP00000125566 YJL014W_mRNA
ENSMUSP00000131113 YJL014W_mRNA
ENSMUSP00000126109 YJL014W_mRNA
ENSMUSP00000130616 YJL014W_mRNA
ENSMUSP00000001452 YJL014W_mRNA
ENSMUSP00000100062 YNL025C_mRNA
ENSMUSP00000113682 YNL025C_mRNA
ENSMUSP00000069076 YNL025C_mRNA
ENSMUSP00000103875 YNL025C_mRNA
ENSMUSP00000114438 YLR116W_mRNA
ENSMUSP00000144356 YLR116W_mRNA
ENSMUSP00000144370 YLR116W_mRNA
ENSMUSP00000109115 YLR116W_mRNA
ENSMUSP00000144378 YLR116W_mRNA
ENSMUSP00000121309 YLR116W_mRNA
ENSMUSP00000109116 YLR116W_mRNA
ENSMUSP00000144016 YLR116W_mRNA
ENSMUSP00000109117 YLR116W_mRNA
ENSMUSP00000143894 YLR116W_mRNA
ENSMUSP00000106836 YCR047C_mRNA
ENSMUSP00000083146 YCR047C_mRNA
ENSMUSP00000120383 YCR047C_mRNA
ENSMUSP00000071600 YCR047C_mRNA
ENSMUSP00000118370 YCR047C_mRNA
ENSMUSP00000144612 YCR047C_mRNA
ENSMUSP00000119659 YCR047C_mRNA
ENSMUSP00000116619 YML080W_mRNA
ENSMUSP00000118773 YML080W_mRNA
ENSMUSP00000101739 YML080W_mRNA
ENSMUSP00000026151 YML080W_mRNA
ENSMUSP00000101741 YML080W_mRNA
ENSMUSP00000132516 YML080W_mRNA
ENSMUSP00000129916 YOR085W_mRNA
ENSMUSP00000148022 YOR085W_mRNA
ENSMUSP00000120994 YOR085W_mRNA
ENSMUSP00000033583 YOR085W_mRNA
ENSMUSP00000109196 YOR085W_mRNA
ENSMUSP00000115579 YOR085W_mRNA
ENSMUSP00000147691 YOR085W_mRNA
ENSMUSP00000126080 YOR085W_mRNA
ENSMUSP00000148134 YOR085W_mRNA
ENSMUSP00000156379 YGR101W_mRNA
ENSMUSP00000119060 YGR101W_mRNA
ENSMUSP00000119470 YGR101W_mRNA
ENSMUSP00000155974 YGR101W_mRNA
ENSMUSP00000045361 YGR101W_mRNA
ENSMUSP00000156245 YGR101W_mRNA
ENSMUSP00000155904 YGR101W_mRNA
ENSMUSP00000116724 YOR360C_mRNA
ENSMUSP00000117065 YOR360C_mRNA
ENSMUSP00000121003 YOR360C_mRNA
ENSMUSP00000038005 YOR360C_mRNA
ENSMUSP00000117611 YOR360C_mRNA
ENSMUSP00000119032 YOR191W_mRNA
ENSMUSP00000076208 YOR191W_mRNA
ENSMUSP00000141510 YLR061W_mRNA
ENSMUSP00000141510 YFL034C-A_mRNA
ENSMUSP00000043111 YLR061W_mRNA
ENSMUSP00000043111 YFL034C-A_mRNA
ENSMUSP00000118787 YLR061W_mRNA
ENSMUSP00000118787 YFL034C-A_mRNA
ENSMUSP00000140276 YLR061W_mRNA
ENSMUSP00000140276 YFL034C-A_mRNA
ENSMUSP00000099480 YLR061W_mRNA
ENSMUSP00000099480 YFL034C-A_mRNA
ENSMUSP00000099435 YER117W_mRNA
ENSMUSP00000099435 YBL087C_mRNA
ENSMUSP00000049044 YMR150C_mRNA
ENSMUSP00000138996 YDR002W_mRNA
ENSMUSP00000055288 YDR002W_mRNA
ENSMUSP00000111309 YDR002W_mRNA
ENSMUSP00000139059 YDR002W_mRNA
ENSMUSP00000096411 YDL164C_mRNA
ENSMUSP00000126525 YDL164C_mRNA
ENSMUSP00000136972 YDL164C_mRNA
ENSMUSP00000122974 YPL138C_mRNA
ENSMUSP00000023189 YLR455W_mRNA
ENSMUSP00000111510 YLR455W_mRNA
ENSMUSP00000121464 YPL234C_mRNA
ENSMUSP00000121464 YEL027W_mRNA
ENSMUSP00000024932 YPL234C_mRNA
ENSMUSP00000024932 YEL027W_mRNA
ENSMUSP00000111059 YPL234C_mRNA
ENSMUSP00000111059 YEL027W_mRNA
ENSMUSP00000143435 YPL155C_mRNA
ENSMUSP00000057938 YPL155C_mRNA
ENSMUSP00000028683 YCL043C_mRNA
ENSMUSP00000028683 YDR518W_mRNA
ENSMUSP00000115754 YOR307C_mRNA
ENSMUSP00000115754 YJL193W_mRNA
ENSMUSP00000154986 YKL127W_mRNA
ENSMUSP00000154986 YMR105C_mRNA
ENSMUSP00000099844 YKL127W_mRNA
ENSMUSP00000099844 YMR105C_mRNA
ENSMUSP00000155213 YKL127W_mRNA
ENSMUSP00000155213 YMR105C_mRNA
ENSMUSP00000061227 YKL127W_mRNA
ENSMUSP00000061227 YMR105C_mRNA
ENSMUSP00000036025 YKL127W_mRNA
ENSMUSP00000036025 YMR105C_mRNA
ENSMUSP00000048377 YDR324C_mRNA
ENSMUSP00000020997 YFR024C-A_mRNA
ENSMUSP00000020997 YHR016C_mRNA
ENSMUSP00000106504 YFR024C-A_mRNA
ENSMUSP00000106504 YHR016C_mRNA
ENSMUSP00000031583 YMR207C_mRNA
ENSMUSP00000031583 YNR016C_mRNA
ENSMUSP00000099642 YMR207C_mRNA
ENSMUSP00000099642 YNR016C_mRNA
ENSMUSP00000099490 YMR207C_mRNA
ENSMUSP00000099490 YNR016C_mRNA
ENSMUSP00000020843 YMR207C_mRNA
ENSMUSP00000020843 YNR016C_mRNA
ENSMUSP00000154056 YDL141W_mRNA
ENSMUSP00000154157 YDL141W_mRNA
ENSMUSP00000153773 YDL141W_mRNA
ENSMUSP00000130981 YDL141W_mRNA
ENSMUSP00000097112 YDL141W_mRNA
ENSMUSP00000002445 YIL063C_mRNA
ENSMUSP00000156588 YIL063C_mRNA
ENSMUSP00000055750 YIL063C_mRNA
ENSMUSP00000149846 YIL063C_mRNA
ENSMUSP00000154787 YIL063C_mRNA
ENSMUSP00000154327 YIL063C_mRNA
ENSMUSP00000086422 YDR107C_mRNA
ENSMUSP00000086422 YLR083C_mRNA
ENSMUSP00000128894 YDR107C_mRNA
ENSMUSP00000128894 YLR083C_mRNA
ENSMUSP00000131227 YDR107C_mRNA
ENSMUSP00000131227 YLR083C_mRNA
ENSMUSP00000026624 YDR107C_mRNA
ENSMUSP00000026624 YLR083C_mRNA
ENSMUSP00000124551 YGL049C_mRNA
ENSMUSP00000125375 YGL049C_mRNA
ENSMUSP00000124914 YGL049C_mRNA
ENSMUSP00000005057 YCL057W_mRNA
ENSMUSP00000153227 YCL057W_mRNA
ENSMUSP00000104938 YCL057W_mRNA
ENSMUSP00000121665 YDR513W_mRNA
ENSMUSP00000121665 YCL035C_mRNA
ENSMUSP00000107588 YDR513W_mRNA
ENSMUSP00000107588 YCL035C_mRNA
ENSMUSP00000121010 YDR513W_mRNA
ENSMUSP00000121010 YCL035C_mRNA
ENSMUSP00000053443.10 YDR513W_mRNA
ENSMUSP00000053443.10 YCL035C_mRNA
ENSMUSP00000115893 YDR513W_mRNA
ENSMUSP00000115893 YCL035C_mRNA
ENSMUSP00000141022 YDR513W_mRNA
ENSMUSP00000141022 YCL035C_mRNA
ENSMUSP00000049722 YDR378C_mRNA
ENSMUSP00000119841 YDR378C_mRNA
ENSMUSP00000148221 YDR378C_mRNA
ENSMUSP00000020203 YPR182W_mRNA
ENSMUSP00000113081 YJL191W_mRNA
ENSMUSP00000113081 YCR031C_mRNA
ENSMUSP00000114478 YJL191W_mRNA
ENSMUSP00000114478 YCR031C_mRNA
ENSMUSP00000122985 YJL191W_mRNA
ENSMUSP00000122985 YCR031C_mRNA
ENSMUSP00000113504 YJL191W_mRNA
ENSMUSP00000113504 YCR031C_mRNA
ENSMUSP00000025511 YJL191W_mRNA
ENSMUSP00000025511 YCR031C_mRNA
ENSMUSP00000036898 YDL055C_mRNA
ENSMUSP00000107914 YDL055C_mRNA
ENSMUSP00000029938 YPR086W_mRNA
ENSMUSP00000127566 YDR454C_mRNA
ENSMUSP00000130214 YDR454C_mRNA
ENSMUSP00000150233 YDR221W_mRNA
ENSMUSP00000110987 YDR221W_mRNA
ENSMUSP00000149936 YDR221W_mRNA
ENSMUSP00000003493 YDR221W_mRNA
ENSMUSP00000116128 YJL041W_mRNA
ENSMUSP00000116491 YJL041W_mRNA
ENSMUSP00000121310 YJL041W_mRNA
ENSMUSP00000098772 YJL041W_mRNA
ENSMUSP00000110650 YLL029W_mRNA
ENSMUSP00000110652 YLL029W_mRNA
ENSMUSP00000076951 YLL029W_mRNA
ENSMUSP00000018429 YKR031C_mRNA
ENSMUSP00000104197 YKR031C_mRNA
ENSMUSP00000120273 YKR031C_mRNA
ENSMUSP00000118727 YKR031C_mRNA
ENSMUSP00000113810 YKR031C_mRNA
ENSMUSP00000064694 YKR031C_mRNA
ENSMUSP00000046598 YPL020C_mRNA
ENSMUSP00000138056 YPL020C_mRNA
ENSMUSP00000023561 YPL020C_mRNA
ENSMUSP00000097613 YPL020C_mRNA
ENSMUSP00000096518 YPL020C_mRNA
ENSMUSP00000132789 YPL020C_mRNA
ENSMUSP00000147958 YNL069C_mRNA
ENSMUSP00000147958 YIL133C_mRNA
ENSMUSP00000147520 YNL069C_mRNA
ENSMUSP00000147520 YIL133C_mRNA
ENSMUSP00000147877 YNL069C_mRNA
ENSMUSP00000147877 YIL133C_mRNA
ENSMUSP00000148139 YNL069C_mRNA
ENSMUSP00000148139 YIL133C_mRNA
ENSMUSP00000147866 YNL069C_mRNA
ENSMUSP00000147866 YIL133C_mRNA
ENSMUSP00000148031 YNL069C_mRNA
ENSMUSP00000148031 YIL133C_mRNA
ENSMUSP00000071763 YNL069C_mRNA
ENSMUSP00000071763 YIL133C_mRNA
ENSMUSP00000148262 YNL069C_mRNA
ENSMUSP00000148262 YIL133C_mRNA
ENSMUSP00000115722 YNL069C_mRNA
ENSMUSP00000115722 YIL133C_mRNA
ENSMUSP00000147132 YGL017W_mRNA
ENSMUSP00000136956 YGL017W_mRNA
ENSMUSP00000043365 YGL017W_mRNA
ENSMUSP00000033139 YGL017W_mRNA
ENSMUSP00000148888 YGL017W_mRNA
ENSMUSP00000091556 YGL017W_mRNA
ENSMUSP00000147239 YGL017W_mRNA
ENSMUSP00000140402 YHR120W_mRNA
ENSMUSP00000024967 YOL090W_mRNA
ENSMUSP00000032057 YMR085W_mRNA
ENSMUSP00000032057 YKL104C_mRNA
ENSMUSP00000109288 YMR085W_mRNA
ENSMUSP00000109288 YKL104C_mRNA
ENSMUSP00000020629 YMR085W_mRNA
ENSMUSP00000020629 YKL104C_mRNA
ENSMUSP00000047872 YLR086W_mRNA
ENSMUSP00000103433 YLR086W_mRNA
ENSMUSP00000115033 YLR086W_mRNA
ENSMUSP00000152255 YEL020W-A_mRNA
ENSMUSP00000152544 YEL020W-A_mRNA
ENSMUSP00000152577 YEL020W-A_mRNA
ENSMUSP00000152204 YEL020W-A_mRNA
ENSMUSP00000126298 YEL020W-A_mRNA
ENSMUSP00000152574 YEL020W-A_mRNA
ENSMUSP00000021486 YEL020W-A_mRNA
ENSMUSP00000152114 YEL020W-A_mRNA
ENSMUSP00000152455 YEL020W-A_mRNA
ENSMUSP00000120489 YGR124W_mRNA
ENSMUSP00000120489 YPR145W_mRNA
ENSMUSP00000115415 YGR124W_mRNA
ENSMUSP00000115415 YPR145W_mRNA
ENSMUSP00000111204 YGR124W_mRNA
ENSMUSP00000111204 YPR145W_mRNA
ENSMUSP00000031766 YGR124W_mRNA
ENSMUSP00000031766 YPR145W_mRNA
ENSMUSP00000134195 YHR144C_mRNA
ENSMUSP00000144553 YGR031W_mRNA
ENSMUSP00000144595 YGR031W_mRNA
ENSMUSP00000143994 YGR031W_mRNA
ENSMUSP00000106847 YGR031W_mRNA
ENSMUSP00000144449 YGR031W_mRNA
ENSMUSP00000043041 YGR031W_mRNA
ENSMUSP00000144329 YGR015C_mRNA
ENSMUSP00000134306 YPR105C_mRNA
ENSMUSP00000133583 YPR105C_mRNA
ENSMUSP00000109233 YPL152W_mRNA
ENSMUSP00000109233 YIL153W_mRNA
ENSMUSP00000046837 YPL152W_mRNA
ENSMUSP00000046837 YIL153W_mRNA
ENSMUSP00000099304 YNL240C_mRNA
ENSMUSP00000002350 YNL240C_mRNA
ENSMUSP00000117136 YNL240C_mRNA
ENSMUSP00000143633 YER029C_mRNA
ENSMUSP00000055941.10 YER029C_mRNA
ENSMUSP00000096003 YER029C_mRNA
ENSMUSP00000099488 YER029C_mRNA
ENSMUSP00000128889 YDL014W_mRNA
ENSMUSP00000037613 YDL014W_mRNA
ENSMUSP00000043722 YPR028W_mRNA
ENSMUSP00000100991 YPR028W_mRNA
ENSMUSP00000140840 YPR028W_mRNA
ENSMUSP00000100992 YPR028W_mRNA
ENSMUSP00000006027 YPR028W_mRNA
ENSMUSP00000120746 YOR069W_mRNA
ENSMUSP00000034946 YOR069W_mRNA
ENSMUSP00000039243 YOR069W_mRNA
ENSMUSP00000123269 YBR223C_mRNA
ENSMUSP00000114922 YEL020C_mRNA
ENSMUSP00000120452 YEL020C_mRNA
ENSMUSP00000022437 YEL020C_mRNA
ENSMUSP00000132913 YEL020C_mRNA
ENSMUSP00000154592 YEL020C_mRNA
ENSMUSP00000114879 YEL020C_mRNA
ENSMUSP00000128588 YEL020C_mRNA
ENSMUSP00000129090 YEL020C_mRNA
ENSMUSP00000130268 YEL020C_mRNA
ENSMUSP00000139480 YPL046C_mRNA
ENSMUSP00000111009 YPL046C_mRNA
ENSMUSP00000139741 YPL046C_mRNA
ENSMUSP00000140161 YPL046C_mRNA
ENSMUSP00000140422 YPL046C_mRNA
ENSMUSP00000140962 YPL046C_mRNA
ENSMUSP00000139675 YPL046C_mRNA
ENSMUSP00000081271 YGL097W_mRNA
ENSMUSP00000101571 YGL097W_mRNA
ENSMUSP00000030726 YGL097W_mRNA
ENSMUSP00000120701 YGL097W_mRNA
ENSMUSP00000125246 YPR184W_mRNA
ENSMUSP00000123877 YPR184W_mRNA
ENSMUSP00000124840 YPR184W_mRNA
ENSMUSP00000143582 YPR184W_mRNA
ENSMUSP00000124149 YPR184W_mRNA
ENSMUSP00000044012 YPR184W_mRNA
ENSMUSP00000123985 YPR184W_mRNA
ENSMUSP00000137861 YBR089C-A_mRNA
ENSMUSP00000128807 YBR089C-A_mRNA
ENSMUSP00000100961 YBR089C-A_mRNA
ENSMUSP00000100960 YBR089C-A_mRNA
ENSMUSP00000117322 YBR089C-A_mRNA
ENSMUSP00000115459 YBR089C-A_mRNA
ENSMUSP00000020454 YBR089C-A_mRNA
ENSMUSP00000149698 YBR089C-A_mRNA
ENSMUSP00000034879 YBR089C-A_mRNA
ENSMUSP00000149359 YBR089C-A_mRNA
ENSMUSP00000148700 YFR002W_mRNA
ENSMUSP00000105174 YFR002W_mRNA
ENSMUSP00000078878 YFR002W_mRNA
ENSMUSP00000148458 YFR002W_mRNA
ENSMUSP00000146732 YPR191W_mRNA
ENSMUSP00000033176 YPR191W_mRNA
ENSMUSP00000066679 YDL101C_mRNA
ENSMUSP00000108698 YIL046W_mRNA
ENSMUSP00000152926 YIL046W_mRNA
ENSMUSP00000153119 YIL046W_mRNA
ENSMUSP00000075721 YIL046W_mRNA
ENSMUSP00000090893 YIL046W_mRNA
ENSMUSP00000104991 YIL046W_mRNA
ENSMUSP00000153562 YIL046W_mRNA
ENSMUSP00000107567 YIL046W_mRNA
ENSMUSP00000070728 YIL046W_mRNA
ENSMUSP00000108748 YOL078W_mRNA
ENSMUSP00000123301 YOL078W_mRNA
ENSMUSP00000108749 YOL078W_mRNA
ENSMUSP00000108751 YOL078W_mRNA
ENSMUSP00000116494 YOL078W_mRNA
ENSMUSP00000141407 YOL078W_mRNA
ENSMUSP00000134848 YML030W_mRNA
ENSMUSP00000134927 YML030W_mRNA
ENSMUSP00000149531 YML030W_mRNA
ENSMUSP00000150726 YML030W_mRNA
