AT3G09720.1 FBpp0074936
AT3G52560.4 FBpp0311276
AT3G52560.4 FBpp0076859
AT3G52560.4 FBpp0076860
AT2G36060.2 FBpp0311276
AT2G36060.2 FBpp0076859
AT2G36060.2 FBpp0076860
AT1G70660.1 FBpp0311276
AT1G70660.1 FBpp0076859
AT1G70660.1 FBpp0076860
AT1G70650.2 FBpp0311276
AT1G70650.2 FBpp0076859
AT1G70650.2 FBpp0076860
AT1G23260.1 FBpp0311276
AT1G23260.1 FBpp0076859
AT1G23260.1 FBpp0076860
AT2G43420.1 FBpp0075044
AT2G26260.1 FBpp0075044
AT1G47290.2 FBpp0075044
AT2G36900.1 FBpp0076849
AT5G50440.1 FBpp0076849
AT3G10550.1 FBpp0311457
AT3G10550.1 FBpp0078854
AT3G10550.1 FBpp0111853
AT3G10550.1 FBpp0071937
AT3G10550.1 FBpp0071938
AT5G04540.1 FBpp0311457
AT5G04540.1 FBpp0078854
AT5G04540.1 FBpp0111853
AT5G04540.1 FBpp0071937
AT5G04540.1 FBpp0071938
AT3G14740.2 FBpp0088092
AT3G14740.2 FBpp0311524
AT4G19045.1 FBpp0079573
AT4G19045.1 FBpp0311400
AT4G19045.1 FBpp0083624
AT4G19045.1 FBpp0307973
AT5G45550.1 FBpp0079573
AT5G45550.1 FBpp0311400
AT5G45550.1 FBpp0083624
AT5G45550.1 FBpp0307973
AT3G10850.1 FBpp0077910
AT3G10850.1 FBpp0077911
AT3G10850.1 FBpp0077912
AT4G35740.1 FBpp0099768
AT4G35740.1 FBpp0075457
AT4G35740.1 FBpp0075458
AT3G05740.1 FBpp0081910
AT1G10930.1 FBpp0081910
AT1G31360.3 FBpp0081910
AT3G26340.1 FBpp0087320
AT3G26340.1 FBpp0087319
AT3G26340.1 FBpp0309163
AT3G26340.1 FBpp0080578
AT3G26340.1 FBpp0071954
AT1G13060.2 FBpp0087320
AT1G13060.2 FBpp0087319
AT1G13060.2 FBpp0309163
AT1G13060.2 FBpp0080578
AT1G13060.2 FBpp0071954
AT5G10960.1 FBpp0311089
AT5G10960.1 FBpp0289500
AT5G10960.1 FBpp0075790
AT5G10960.1 FBpp0075792
AT5G10960.1 FBpp0075791
AT1G80780.3 FBpp0311089
AT1G80780.3 FBpp0289500
AT1G80780.3 FBpp0075790
AT1G80780.3 FBpp0075792
AT1G80780.3 FBpp0075791
AT2G32070.1 FBpp0311089
AT2G32070.1 FBpp0289500
AT2G32070.1 FBpp0075790
AT2G32070.1 FBpp0075792
AT2G32070.1 FBpp0075791
AT1G15920.1 FBpp0311089
AT1G15920.1 FBpp0289500
AT1G15920.1 FBpp0075790
AT1G15920.1 FBpp0075792
AT1G15920.1 FBpp0075791
AT5G22250.1 FBpp0311089
AT5G22250.1 FBpp0289500
AT5G22250.1 FBpp0075790
AT5G22250.1 FBpp0075792
AT5G22250.1 FBpp0075791
AT3G44260.1 FBpp0311089
AT3G44260.1 FBpp0289500
AT3G44260.1 FBpp0075790
AT3G44260.1 FBpp0075792
AT3G44260.1 FBpp0075791
AT1G49760.1 FBpp0085915
AT1G49760.1 FBpp0085917
AT1G49760.1 FBpp0085919
AT2G15500.1 FBpp0085915
AT2G15500.1 FBpp0085917
AT2G15500.1 FBpp0085919
AT4G34110.1 FBpp0085915
AT4G34110.1 FBpp0085917
AT4G34110.1 FBpp0085919
AT2G23350.1 FBpp0085915
AT2G23350.1 FBpp0085917
AT2G23350.1 FBpp0085919
AT1G22760.1 FBpp0085915
AT1G22760.1 FBpp0085917
AT1G22760.1 FBpp0085919
AT1G71770.1 FBpp0085915
AT1G71770.1 FBpp0085917
AT1G71770.1 FBpp0085919
AT2G36660.1 FBpp0085915
AT2G36660.1 FBpp0085917
AT2G36660.1 FBpp0085919
AT4G04800.1 FBpp0081768
AT4G04800.1 FBpp0271855
AT4G04800.1 FBpp0081769
AT4G04800.1 FBpp0081771
AT4G04800.1 FBpp0081772
AT4G04800.1 FBpp0271853
AT4G04800.1 FBpp0271854
AT4G04800.1 FBpp0297596
AT4G21860.1 FBpp0081768
AT4G21860.1 FBpp0271855
AT4G21860.1 FBpp0081769
AT4G21860.1 FBpp0081771
AT4G21860.1 FBpp0081772
AT4G21860.1 FBpp0271853
AT4G21860.1 FBpp0271854
AT4G21860.1 FBpp0297596
AT4G04810.1 FBpp0081768
AT4G04810.1 FBpp0271855
AT4G04810.1 FBpp0081769
AT4G04810.1 FBpp0081771
AT4G04810.1 FBpp0081772
AT4G04810.1 FBpp0271853
AT4G04810.1 FBpp0271854
AT4G04810.1 FBpp0297596
AT4G04830.1 FBpp0081768
AT4G04830.1 FBpp0271855
AT4G04830.1 FBpp0081769
AT4G04830.1 FBpp0081771
AT4G04830.1 FBpp0081772
AT4G04830.1 FBpp0271853
AT4G04830.1 FBpp0271854
AT4G04830.1 FBpp0297596
AT4G21850.1 FBpp0081768
AT4G21850.1 FBpp0271855
AT4G21850.1 FBpp0081769
AT4G21850.1 FBpp0081771
AT4G21850.1 FBpp0081772
AT4G21850.1 FBpp0271853
AT4G21850.1 FBpp0271854
AT4G21850.1 FBpp0297596
AT4G21830.1 FBpp0081768
AT4G21830.1 FBpp0271855
AT4G21830.1 FBpp0081769
AT4G21830.1 FBpp0081771
AT4G21830.1 FBpp0081772
AT4G21830.1 FBpp0271853
AT4G21830.1 FBpp0271854
AT4G21830.1 FBpp0297596
AT4G21840.1 FBpp0081768
AT4G21840.1 FBpp0271855
AT4G21840.1 FBpp0081769
AT4G21840.1 FBpp0081771
AT4G21840.1 FBpp0081772
AT4G21840.1 FBpp0271853
AT4G21840.1 FBpp0271854
AT4G21840.1 FBpp0297596
AT4G04840.1 FBpp0081768
AT4G04840.1 FBpp0271855
AT4G04840.1 FBpp0081769
AT4G04840.1 FBpp0081771
AT4G04840.1 FBpp0081772
AT4G04840.1 FBpp0271853
AT4G04840.1 FBpp0271854
AT4G04840.1 FBpp0297596
AT4G31860.1 FBpp0085427
AT4G31860.1 FBpp0085428
AT4G31860.1 FBpp0084809
AT4G31860.1 FBpp0084810
AT4G31860.1 FBpp0084808
AT4G31860.1 FBpp0084811
AT4G31860.1 FBpp0084812
AT4G31860.1 FBpp0301180
AT4G31860.1 FBpp0084399
AT4G31860.1 FBpp0072956
AT4G31860.1 FBpp0072955
AT4G31860.1 FBpp0072452
AT2G25070.1 FBpp0085427
AT2G25070.1 FBpp0085428
AT2G25070.1 FBpp0084809
AT2G25070.1 FBpp0084810
AT2G25070.1 FBpp0084808
AT2G25070.1 FBpp0084811
AT2G25070.1 FBpp0084812
AT2G25070.1 FBpp0301180
AT2G25070.1 FBpp0084399
AT2G25070.1 FBpp0072956
AT2G25070.1 FBpp0072955
AT2G25070.1 FBpp0072452
AT4G26530.1 FBpp0084373
AT4G26530.1 FBpp0113036
AT4G26530.1 FBpp0089214
AT4G26530.1 FBpp0297612
AT4G26530.1 FBpp0302781
AT4G26530.1 FBpp0308680
AT4G26530.1 FBpp0084372
AT4G26530.1 FBpp0084368
AT4G26530.1 FBpp0084367
AT4G26530.1 FBpp0302780
AT4G26520.1 FBpp0084373
AT4G26520.1 FBpp0113036
AT4G26520.1 FBpp0089214
AT4G26520.1 FBpp0297612
AT4G26520.1 FBpp0302781
AT4G26520.1 FBpp0308680
AT4G26520.1 FBpp0084372
AT4G26520.1 FBpp0084368
AT4G26520.1 FBpp0084367
AT4G26520.1 FBpp0302780
AT3G52930.1 FBpp0084373
AT3G52930.1 FBpp0113036
AT3G52930.1 FBpp0089214
AT3G52930.1 FBpp0297612
AT3G52930.1 FBpp0302781
AT3G52930.1 FBpp0308680
AT3G52930.1 FBpp0084372
AT3G52930.1 FBpp0084368
AT3G52930.1 FBpp0084367
AT3G52930.1 FBpp0302780
AT2G36460.1 FBpp0084373
AT2G36460.1 FBpp0113036
AT2G36460.1 FBpp0089214
AT2G36460.1 FBpp0297612
AT2G36460.1 FBpp0302781
AT2G36460.1 FBpp0308680
AT2G36460.1 FBpp0084372
AT2G36460.1 FBpp0084368
AT2G36460.1 FBpp0084367
AT2G36460.1 FBpp0302780
AT5G03690.1 FBpp0084373
AT5G03690.1 FBpp0113036
AT5G03690.1 FBpp0089214
AT5G03690.1 FBpp0297612
AT5G03690.1 FBpp0302781
AT5G03690.1 FBpp0308680
AT5G03690.1 FBpp0084372
AT5G03690.1 FBpp0084368
AT5G03690.1 FBpp0084367
AT5G03690.1 FBpp0302780
AT4G29720.1 FBpp0074952
AT4G29720.1 FBpp0305845
AT4G29720.1 FBpp0308562
AT4G29720.1 FBpp0087206
AT4G29720.1 FBpp0074958
AT4G29720.1 FBpp0076286
AT4G29720.1 FBpp0306432
AT4G29720.1 FBpp0081369
AT5G13700.1 FBpp0080699
AT4G38260.1 FBpp0304111
AT4G38260.1 FBpp0073638
AT4G38260.1 FBpp0300867
AT4G38260.1 FBpp0309341
AT5G12200.1 FBpp0088627
AT5G12200.1 FBpp0088628
AT5G12200.1 FBpp0112945
AT5G35980.1 FBpp0288894
AT5G35980.1 FBpp0289736
AT5G35980.1 FBpp0289735
AT5G35980.1 FBpp0289737
AT5G35980.1 FBpp0309627
AT5G66130.1 FBpp0082433
AT1G02740.1 FBpp0306049
AT1G02740.1 FBpp0082579
AT4G37280.1 FBpp0306049
AT4G37280.1 FBpp0082579
AT5G50490.1 FBpp0070935
AT5G27910.1 FBpp0070935
AT5G50470.1 FBpp0070935
AT5G50480.1 FBpp0070935
AT5G38140.1 FBpp0070935
AT1G08970.1 FBpp0070935
AT1G54830.1 FBpp0070935
AT1G56170.1 FBpp0070935
AT3G48590.1 FBpp0070935
AT5G63470.1 FBpp0070935
AT1G12390.1 FBpp0077350
AT1G12390.1 FBpp0080405
AT1G12390.1 FBpp0308005
AT1G12390.1 FBpp0080406
AT1G12340.1 FBpp0077350
AT1G12340.1 FBpp0080405
AT1G12340.1 FBpp0308005
AT1G12340.1 FBpp0080406
AT1G62880.1 FBpp0077350
AT1G62880.1 FBpp0080405
AT1G62880.1 FBpp0308005
AT1G62880.1 FBpp0080406
AT4G12090.1 FBpp0077350
AT4G12090.1 FBpp0080405
AT4G12090.1 FBpp0308005
AT4G12090.1 FBpp0080406
AT3G12180.1 FBpp0077350
AT3G12180.1 FBpp0080405
AT3G12180.1 FBpp0308005
AT3G12180.1 FBpp0080406
AT1G54080.2 FBpp0305402
AT1G54080.2 FBpp0083976
AT1G54080.2 FBpp0305403
AT1G54080.2 FBpp0305404
AT1G54080.2 FBpp0083977
AT1G54080.2 FBpp0083979
AT1G17370.1 FBpp0305402
AT1G17370.1 FBpp0083976
AT1G17370.1 FBpp0305403
AT1G17370.1 FBpp0305404
AT1G17370.1 FBpp0083977
AT1G17370.1 FBpp0083979
AT3G14100.1 FBpp0305402
AT3G14100.1 FBpp0083976
AT3G14100.1 FBpp0305403
AT3G14100.1 FBpp0305404
AT3G14100.1 FBpp0083977
AT3G14100.1 FBpp0083979
AT4G39120.2 FBpp0291655
AT4G39120.2 FBpp0075270
AT4G39120.2 FBpp0075269
AT4G39120.2 FBpp0305752
AT4G39120.2 FBpp0075268
AT4G39120.2 FBpp0075271
AT4G39120.2 FBpp0305753
AT4G39120.2 FBpp0078071
AT4G39120.2 FBpp0296988
AT4G39120.2 FBpp0078069
AT1G31190.1 FBpp0291655
AT1G31190.1 FBpp0075270
AT1G31190.1 FBpp0075269
AT1G31190.1 FBpp0305752
AT1G31190.1 FBpp0075268
AT1G31190.1 FBpp0075271
AT1G31190.1 FBpp0305753
AT1G31190.1 FBpp0078071
AT1G31190.1 FBpp0296988
AT1G31190.1 FBpp0078069
AT3G02870.1 FBpp0291655
AT3G02870.1 FBpp0075270
AT3G02870.1 FBpp0075269
AT3G02870.1 FBpp0305752
AT3G02870.1 FBpp0075268
AT3G02870.1 FBpp0075271
AT3G02870.1 FBpp0305753
AT3G02870.1 FBpp0078071
AT3G02870.1 FBpp0296988
AT3G02870.1 FBpp0078069
AT1G54390.2 FBpp0082953
AT3G24010.1 FBpp0080104
AT3G24010.1 FBpp0080103
AT2G17510.2 FBpp0306666
AT2G17510.2 FBpp0083989
AT1G77680.1 FBpp0072389
AT1G77680.1 FBpp0072388
AT2G04030.1 FBpp0084623
AT3G07770.1 FBpp0084623
AT4G24190.1 FBpp0084623
AT5G56010.1 FBpp0072904
AT5G56010.1 FBpp0305095
AT5G56030.2 FBpp0072904
AT5G56030.2 FBpp0305095
AT5G56000.1 FBpp0072904
AT5G56000.1 FBpp0305095
AT5G52640.1 FBpp0072904
AT5G52640.1 FBpp0305095
AT5G46750.1 FBpp0303207
AT5G46750.1 FBpp0303206
AT5G46750.1 FBpp0303208
AT5G46750.1 FBpp0078192
AT5G46750.1 FBpp0078191
AT5G46750.1 FBpp0112099
AT5G46750.1 FBpp0304160
AT4G17890.1 FBpp0303207
AT4G17890.1 FBpp0303206
AT4G17890.1 FBpp0303208
AT4G17890.1 FBpp0078192
AT4G17890.1 FBpp0078191
AT4G17890.1 FBpp0112099
AT4G17890.1 FBpp0304160
AT2G35210.1 FBpp0303207
AT2G35210.1 FBpp0303206
AT2G35210.1 FBpp0303208
AT2G35210.1 FBpp0078192
AT2G35210.1 FBpp0078191
AT2G35210.1 FBpp0112099
AT2G35210.1 FBpp0304160
AT5G62500.1 FBpp0076502
AT5G62500.1 FBpp0289513
AT5G62500.1 FBpp0089088
AT5G62500.1 FBpp0305157
AT5G62500.1 FBpp0085464
AT5G62500.1 FBpp0085463
AT5G62500.1 FBpp0085461
AT5G62500.1 FBpp0271746
AT3G47690.1 FBpp0076502
AT3G47690.1 FBpp0289513
AT3G47690.1 FBpp0089088
AT3G47690.1 FBpp0305157
AT3G47690.1 FBpp0085464
AT3G47690.1 FBpp0085463
AT3G47690.1 FBpp0085461
AT3G47690.1 FBpp0271746
AT5G67270.1 FBpp0076502
AT5G67270.1 FBpp0289513
AT5G67270.1 FBpp0089088
AT5G67270.1 FBpp0305157
AT5G67270.1 FBpp0085464
AT5G67270.1 FBpp0085463
AT5G67270.1 FBpp0085461
AT5G67270.1 FBpp0271746
AT5G42740.1 FBpp0087761
AT5G42740.1 FBpp0087762
AT5G42740.1 FBpp0087760
AT5G08230.1 FBpp0084927
AT5G08230.1 FBpp0302568
AT5G23150.1 FBpp0084927
AT5G23150.1 FBpp0302568
AT5G41210.1 FBpp0073609
AT5G41220.1 FBpp0073609
AT5G41240.1 FBpp0073609
AT5G46210.1 FBpp0087897
AT5G46210.1 FBpp0290569
AT1G69670.1 FBpp0291368
AT1G69670.1 FBpp0291367
AT1G69670.1 FBpp0291366
AT1G69670.1 FBpp0291369
AT1G26830.1 FBpp0291368
AT1G26830.1 FBpp0291367
AT1G26830.1 FBpp0291366
AT1G26830.1 FBpp0291369
AT1G79950.1 FBpp0070773
AT1G79950.1 FBpp0304672
AT1G03190.1 FBpp0071503
AT3G61160.2 FBpp0085145
AT3G61160.2 FBpp0089161
AT3G61160.2 FBpp0291178
AT3G61160.2 FBpp0291395
AT3G61160.2 FBpp0089158
AT3G61160.2 FBpp0089159
AT3G61160.2 FBpp0070449
AT3G61160.2 FBpp0070450
AT3G61160.2 FBpp0070453
AT3G61160.2 FBpp0070451
AT3G61160.2 FBpp0070452
AT3G61160.2 FBpp0089162
AT3G61160.2 FBpp0304141
AT3G61160.2 FBpp0089160
AT4G00720.1 FBpp0085145
AT4G00720.1 FBpp0089161
AT4G00720.1 FBpp0291178
AT4G00720.1 FBpp0291395
AT4G00720.1 FBpp0089158
AT4G00720.1 FBpp0089159
AT4G00720.1 FBpp0070449
AT4G00720.1 FBpp0070450
AT4G00720.1 FBpp0070453
AT4G00720.1 FBpp0070451
AT4G00720.1 FBpp0070452
AT4G00720.1 FBpp0089162
AT4G00720.1 FBpp0304141
AT4G00720.1 FBpp0089160
AT1G09840.10 FBpp0085145
AT1G09840.10 FBpp0089161
AT1G09840.10 FBpp0291178
AT1G09840.10 FBpp0291395
AT1G09840.10 FBpp0089158
AT1G09840.10 FBpp0089159
AT1G09840.10 FBpp0070449
AT1G09840.10 FBpp0070450
AT1G09840.10 FBpp0070453
AT1G09840.10 FBpp0070451
AT1G09840.10 FBpp0070452
AT1G09840.10 FBpp0089162
AT1G09840.10 FBpp0304141
AT1G09840.10 FBpp0089160
AT1G57870.3 FBpp0085145
AT1G57870.3 FBpp0089161
AT1G57870.3 FBpp0291178
AT1G57870.3 FBpp0291395
AT1G57870.3 FBpp0089158
AT1G57870.3 FBpp0089159
AT1G57870.3 FBpp0070449
AT1G57870.3 FBpp0070450
AT1G57870.3 FBpp0070453
AT1G57870.3 FBpp0070451
AT1G57870.3 FBpp0070452
AT1G57870.3 FBpp0089162
AT1G57870.3 FBpp0304141
AT1G57870.3 FBpp0089160
AT2G30980.1 FBpp0085145
AT2G30980.1 FBpp0089161
AT2G30980.1 FBpp0291178
AT2G30980.1 FBpp0291395
AT2G30980.1 FBpp0089158
AT2G30980.1 FBpp0089159
AT2G30980.1 FBpp0070449
AT2G30980.1 FBpp0070450
AT2G30980.1 FBpp0070453
AT2G30980.1 FBpp0070451
AT2G30980.1 FBpp0070452
AT2G30980.1 FBpp0089162
AT2G30980.1 FBpp0304141
AT2G30980.1 FBpp0089160
AT1G06390.1 FBpp0085145
AT1G06390.1 FBpp0089161
AT1G06390.1 FBpp0291178
AT1G06390.1 FBpp0291395
AT1G06390.1 FBpp0089158
AT1G06390.1 FBpp0089159
AT1G06390.1 FBpp0070449
AT1G06390.1 FBpp0070450
AT1G06390.1 FBpp0070453
AT1G06390.1 FBpp0070451
AT1G06390.1 FBpp0070452
AT1G06390.1 FBpp0089162
AT1G06390.1 FBpp0304141
AT1G06390.1 FBpp0089160
AT4G18710.1 FBpp0085145
AT4G18710.1 FBpp0089161
AT4G18710.1 FBpp0291178
AT4G18710.1 FBpp0291395
AT4G18710.1 FBpp0089158
AT4G18710.1 FBpp0089159
AT4G18710.1 FBpp0070449
AT4G18710.1 FBpp0070450
AT4G18710.1 FBpp0070453
AT4G18710.1 FBpp0070451
AT4G18710.1 FBpp0070452
AT4G18710.1 FBpp0089162
AT4G18710.1 FBpp0304141
AT4G18710.1 FBpp0089160
AT5G14640.1 FBpp0085145
AT5G14640.1 FBpp0089161
AT5G14640.1 FBpp0291178
AT5G14640.1 FBpp0291395
AT5G14640.1 FBpp0089158
AT5G14640.1 FBpp0089159
AT5G14640.1 FBpp0070449
AT5G14640.1 FBpp0070450
AT5G14640.1 FBpp0070453
AT5G14640.1 FBpp0070451
AT5G14640.1 FBpp0070452
AT5G14640.1 FBpp0089162
AT5G14640.1 FBpp0304141
AT5G14640.1 FBpp0089160
AT5G26751.1 FBpp0085145
AT5G26751.1 FBpp0089161
AT5G26751.1 FBpp0291178
AT5G26751.1 FBpp0291395
AT5G26751.1 FBpp0089158
AT5G26751.1 FBpp0089159
AT5G26751.1 FBpp0070449
AT5G26751.1 FBpp0070450
AT5G26751.1 FBpp0070453
AT5G26751.1 FBpp0070451
AT5G26751.1 FBpp0070452
AT5G26751.1 FBpp0089162
AT5G26751.1 FBpp0304141
AT5G26751.1 FBpp0089160
AT3G05840.1 FBpp0085145
AT3G05840.1 FBpp0089161
AT3G05840.1 FBpp0291178
AT3G05840.1 FBpp0291395
AT3G05840.1 FBpp0089158
AT3G05840.1 FBpp0089159
AT3G05840.1 FBpp0070449
AT3G05840.1 FBpp0070450
AT3G05840.1 FBpp0070453
AT3G05840.1 FBpp0070451
AT3G05840.1 FBpp0070452
AT3G05840.1 FBpp0089162
AT3G05840.1 FBpp0304141
AT3G05840.1 FBpp0089160
AT1G11660.1 FBpp0305265
AT1G11660.1 FBpp0075514
AT1G11660.1 FBpp0075515
AT1G11660.1 FBpp0075513
AT1G11660.1 FBpp0292998
AT1G11660.1 FBpp0292997
AT1G11660.1 FBpp0293000
AT1G11660.1 FBpp0292999
AT1G79920.1 FBpp0305265
AT1G79920.1 FBpp0075514
AT1G79920.1 FBpp0075515
AT1G79920.1 FBpp0075513
AT1G79920.1 FBpp0292998
AT1G79920.1 FBpp0292997
AT1G79920.1 FBpp0293000
AT1G79920.1 FBpp0292999
AT1G79930.1 FBpp0305265
AT1G79930.1 FBpp0075514
AT1G79930.1 FBpp0075515
AT1G79930.1 FBpp0075513
AT1G79930.1 FBpp0292998
AT1G79930.1 FBpp0292997
AT1G79930.1 FBpp0293000
AT1G79930.1 FBpp0292999
AT1G25540.1 FBpp0083945
AT1G25540.1 FBpp0083234
AT1G29940.1 FBpp0077714
AT5G45140.1 FBpp0087085
AT4G21710.1 FBpp0310926
AT4G21710.1 FBpp0082353
AT3G57650.1 FBpp0075176
AT3G57650.1 FBpp0075175
AT3G57650.1 FBpp0075178
AT3G57650.1 FBpp0300976
AT3G57650.1 FBpp0075177
AT3G57650.1 FBpp0075180
AT3G57650.1 FBpp0075179
AT3G57650.1 FBpp0303599
AT1G51260.1 FBpp0075176
AT1G51260.1 FBpp0075175
AT1G51260.1 FBpp0075178
AT1G51260.1 FBpp0300976
AT1G51260.1 FBpp0075177
AT1G51260.1 FBpp0075180
AT1G51260.1 FBpp0075179
AT1G51260.1 FBpp0303599
AT1G74320.1 FBpp0300841
AT1G74320.1 FBpp0300842
AT1G74320.1 FBpp0310124
AT1G74320.1 FBpp0073990
AT1G74320.1 FBpp0300843
AT1G74320.1 FBpp0073993
AT1G74320.1 FBpp0073991
AT1G74320.1 FBpp0310123
AT1G71697.1 FBpp0300841
AT1G71697.1 FBpp0300842
AT1G71697.1 FBpp0310124
AT1G71697.1 FBpp0073990
AT1G71697.1 FBpp0300843
AT1G71697.1 FBpp0073993
AT1G71697.1 FBpp0073991
AT1G71697.1 FBpp0310123
AT4G09760.1 FBpp0300841
AT4G09760.1 FBpp0300842
AT4G09760.1 FBpp0310124
AT4G09760.1 FBpp0073990
AT4G09760.1 FBpp0300843
AT4G09760.1 FBpp0073993
AT4G09760.1 FBpp0073991
AT4G09760.1 FBpp0310123
AT2G26830.1 FBpp0300841
AT2G26830.1 FBpp0300842
AT2G26830.1 FBpp0310124
AT2G26830.1 FBpp0073990
AT2G26830.1 FBpp0300843
AT2G26830.1 FBpp0073993
AT2G26830.1 FBpp0073991
AT2G26830.1 FBpp0310123
AT2G47600.1 FBpp0310709
AT2G47600.1 FBpp0310708
AT2G47600.1 FBpp0301142
AT2G47600.1 FBpp0301144
AT2G47600.1 FBpp0301143
AT2G47600.1 FBpp0083404
AT2G47600.1 FBpp0083403
AT2G47600.1 FBpp0083402
AT2G47600.1 FBpp0301141
AT5G17770.1 FBpp0075810
AT5G17770.1 FBpp0291346
AT5G17770.1 FBpp0075811
AT5G17770.1 FBpp0290358
AT5G17770.1 FBpp0110168
AT5G17770.1 FBpp0110169
AT5G17770.1 FBpp0310443
AT1G01160.2 FBpp0071122
AT1G01160.2 FBpp0310010
AT4G00850.1 FBpp0071122
AT4G00850.1 FBpp0310010
AT5G28640.1 FBpp0071122
AT5G28640.1 FBpp0310010
AT1G09810.1 FBpp0084170
AT1G09810.1 FBpp0112193
AT1G09810.1 FBpp0084169
AT1G09810.1 FBpp0306574
AT1G79270.1 FBpp0084170
AT1G79270.1 FBpp0112193
AT1G79270.1 FBpp0084169
AT1G79270.1 FBpp0306574
AT3G17330.1 FBpp0084170
AT3G17330.1 FBpp0112193
AT3G17330.1 FBpp0084169
AT3G17330.1 FBpp0306574
AT1G48110.1 FBpp0084170
AT1G48110.1 FBpp0112193
AT1G48110.1 FBpp0084169
AT1G48110.1 FBpp0306574
AT1G55500.5 FBpp0084170
AT1G55500.5 FBpp0112193
AT1G55500.5 FBpp0084169
AT1G55500.5 FBpp0306574
AT3G13460.1 FBpp0084170
AT3G13460.1 FBpp0112193
AT3G13460.1 FBpp0084169
AT3G13460.1 FBpp0306574
AT5G61020.1 FBpp0084170
AT5G61020.1 FBpp0112193
AT5G61020.1 FBpp0084169
AT5G61020.1 FBpp0306574
AT3G03950.3 FBpp0084170
AT3G03950.3 FBpp0112193
AT3G03950.3 FBpp0084169
AT3G03950.3 FBpp0306574
AT3G13060.2 FBpp0084170
AT3G13060.2 FBpp0112193
AT3G13060.2 FBpp0084169
AT3G13060.2 FBpp0306574
AT1G27960.1 FBpp0084170
AT1G27960.1 FBpp0112193
AT1G27960.1 FBpp0084169
AT1G27960.1 FBpp0306574
AT5G58190.2 FBpp0084170
AT5G58190.2 FBpp0112193
AT5G58190.2 FBpp0084169
AT5G58190.2 FBpp0306574
AT1G60780.1 FBpp0081592
AT1G10730.1 FBpp0081592
AT5G46630.2 FBpp0083646
AT5G46630.2 FBpp0083645
AT5G46630.2 FBpp0291080
AT1G17720.1 FBpp0081664
AT1G17720.1 FBpp0081665
AT1G17720.1 FBpp0311386
AT1G17720.1 FBpp0081667
AT1G17720.1 FBpp0081669
AT1G17720.1 FBpp0081668
AT1G17720.1 FBpp0081671
AT1G17720.1 FBpp0081670
AT1G17720.1 FBpp0081666
AT1G74990.1 FBpp0112351
AT1G74990.1 FBpp0073969
AT1G74990.1 FBpp0073972
AT1G74990.1 FBpp0073973
AT1G74990.1 FBpp0073971
AT1G74990.1 FBpp0073970
AT1G74990.1 FBpp0073974
AT1G74990.1 FBpp0075392
AT1G74990.1 FBpp0082202
AT1G74990.1 FBpp0401591
AT1G19310.1 FBpp0112351
AT1G19310.1 FBpp0073969
AT1G19310.1 FBpp0073972
AT1G19310.1 FBpp0073973
AT1G19310.1 FBpp0073971
AT1G19310.1 FBpp0073970
AT1G19310.1 FBpp0073974
AT1G19310.1 FBpp0075392
AT1G19310.1 FBpp0082202
AT1G19310.1 FBpp0401591
AT2G23780.1 FBpp0112351
AT2G23780.1 FBpp0073969
AT2G23780.1 FBpp0073972
AT2G23780.1 FBpp0073973
AT2G23780.1 FBpp0073971
AT2G23780.1 FBpp0073970
AT2G23780.1 FBpp0073974
AT2G23780.1 FBpp0075392
AT2G23780.1 FBpp0082202
AT2G23780.1 FBpp0401591
AT2G44410.1 FBpp0112351
AT2G44410.1 FBpp0073969
AT2G44410.1 FBpp0073972
AT2G44410.1 FBpp0073973
AT2G44410.1 FBpp0073971
AT2G44410.1 FBpp0073970
AT2G44410.1 FBpp0073974
AT2G44410.1 FBpp0075392
AT2G44410.1 FBpp0082202
AT2G44410.1 FBpp0401591
AT2G42030.1 FBpp0112351
AT2G42030.1 FBpp0073969
AT2G42030.1 FBpp0073972
AT2G42030.1 FBpp0073973
AT2G42030.1 FBpp0073971
AT2G42030.1 FBpp0073970
AT2G42030.1 FBpp0073974
AT2G42030.1 FBpp0075392
AT2G42030.1 FBpp0082202
AT2G42030.1 FBpp0401591
AT3G58030.1 FBpp0112351
AT3G58030.1 FBpp0073969
AT3G58030.1 FBpp0073972
AT3G58030.1 FBpp0073973
AT3G58030.1 FBpp0073971
AT3G58030.1 FBpp0073970
AT3G58030.1 FBpp0073974
AT3G58030.1 FBpp0075392
AT3G58030.1 FBpp0082202
AT3G58030.1 FBpp0401591
AT4G28270.1 FBpp0112351
AT4G28270.1 FBpp0073969
AT4G28270.1 FBpp0073972
AT4G28270.1 FBpp0073973
AT4G28270.1 FBpp0073971
AT4G28270.1 FBpp0073970
AT4G28270.1 FBpp0073974
AT4G28270.1 FBpp0075392
AT4G28270.1 FBpp0082202
AT4G28270.1 FBpp0401591
AT4G03510.1 FBpp0112351
AT4G03510.1 FBpp0073969
AT4G03510.1 FBpp0073972
AT4G03510.1 FBpp0073973
AT4G03510.1 FBpp0073971
AT4G03510.1 FBpp0073970
AT4G03510.1 FBpp0073974
AT4G03510.1 FBpp0075392
AT4G03510.1 FBpp0082202
AT4G03510.1 FBpp0401591
AT4G27470.1 FBpp0112351
AT4G27470.1 FBpp0073969
AT4G27470.1 FBpp0073972
AT4G27470.1 FBpp0073973
AT4G27470.1 FBpp0073971
AT4G27470.1 FBpp0073970
