Orthogroup	arabidopsis	fly
OG0001938	AT3G24350.2, AT5G05760.1	FBpp0080389, FBpp0080390
OG0001939	AT3G55380.2, AT5G59300.1, AT3G46460.1	FBpp0309143, FBpp0074058, FBpp0082303, FBpp0303976, FBpp0303975, FBpp0110481
OG0001940	AT3G50670.1	FBpp0078983, FBpp0303793
OG0001941	AT3G52090.2	FBpp0080564
OG0001943	AT3G54170.1	FBpp0086773, FBpp0293239, FBpp0293240, FBpp0086774
OG0001944	AT3G55070.1	FBpp0084110
OG0001945	AT3G56450.1, AT3G56190.1	FBpp0074609
OG0001946	AT3G56310.1, AT5G08380.1, AT5G08370.1	FBpp0079549, FBpp0086315, FBpp0086316
OG0001947	AT3G57150.1	FBpp0099583, FBpp0072166, FBpp0289464, FBpp0290083
OG0001948	AT4G03020.1	FBpp0085539, FBpp0085540
OG0001949	AT4G03240.1	FBpp0071283
OG0001950	AT5G20160.2, AT4G22380.1, AT4G12600.2	FBpp0079443, FBpp0307465
OG0001952	AT4G17510.1	FBpp0303526, FBpp0077516, FBpp0292511
OG0001953	AT4G34310.1	FBpp0309816, FBpp0088571, FBpp0084388, FBpp0084387
OG0001954	AT4G39820.2	FBpp0077934
OG0001955	AT5G13830.1	FBpp0083225
OG0001955	AT5G01230.1	FBpp0082832, FBpp0083432
OG0001956	AT5G10920.1	FBpp0309230, FBpp0289058, FBpp0099918
OG0001957	AT5G13240.3	FBpp0311225, FBpp0290343, FBpp0112554, FBpp0112552, FBpp0112553
OG0001958	AT5G14030.1	FBpp0075209
OG0001959	AT5G18525.1	FBpp0079896
OG0001960	AT5G55190.1, AT5G20020.1, AT5G20010.1	FBpp0309151, FBpp0309150, FBpp0073327, FBpp0073328
OG0001961	AT5G22010.1	FBpp0099511, FBpp0078478
OG0001963	AT5G41360.1, AT5G41370.1	FBpp0113091, FBpp0075982
OG0001964	AT5G43280.1	FBpp0070006
OG0001965	AT5G52580.2	FBpp0304616, FBpp0077784, FBpp0304615
OG0001966	AT5G52810.1	FBpp0074113
OG0001967	AT5G55000.2	FBpp0085430
OG0002047	AT3G03300.1, AT5G20320.1, AT3G43920.2, AT1G01040.2	FBpp0086061, FBpp0309192, FBpp0083717
OG0002048	AT1G01090.1, AT1G59900.1, AT1G24180.1	FBpp0070680, FBpp0070678, FBpp0070679, FBpp0070677, FBpp0070676
OG0002049	AT1G02080.1	FBpp0111586, FBpp0291332, FBpp0293496, FBpp0111584, FBpp0111585, FBpp0308486
OG0002050	AT5G46400.1, AT1G04080.3	FBpp0084691, FBpp0084692, FBpp0084694, FBpp0112211, FBpp0112213
OG0002054	AT4G13360.1, AT3G24360.1, AT4G31810.1, AT3G60510.3, AT2G30650.1, AT2G30660.1, AT5G65940.1, AT1G06550.1	FBpp0082547, FBpp0082546
OG0002056	AT1G07970.1	FBpp0075006, FBpp0075007, FBpp0304231
OG0002058	AT5G22440.1, AT1G08360.1, AT2G27530.1	FBpp0082483, FBpp0075764
OG0002061	AT1G11870.2	FBpp0082542, FBpp0306656
OG0002062	AT1G11930.1, AT4G26860.2	FBpp0308325, FBpp0084940
OG0002064	AT1G13700.1, AT5G24400.1, AT5G24410.1, AT5G24420.1, AT3G49360.1	FBpp0073235
OG0002065	AT2G01270.1, AT1G15020.2	FBpp0083547, FBpp0083834, FBpp0083548, FBpp0309429, FBpp0086873
OG0002066	AT1G15310.1, AT1G48900.1, AT5G49500.1	FBpp0076872
OG0002067	AT4G04640.1, AT1G15700.1, AT2G33040.1	FBpp0084907, FBpp0084906, FBpp0084905
OG0002069	AT1G79010.1, AT1G16700.1	FBpp0082645
OG0002070	AT1G78900.1	FBpp0080002, FBpp0080010, FBpp0307601, FBpp0080001, FBpp0294002, FBpp0307596, FBpp0080000, FBpp0079999, FBpp0307597
OG0002071	AT4G34200.1, AT3G19480.1, AT1G17745.2	FBpp0079809
OG0002072	AT1G73570.1, AT1G18260.1	FBpp0302807, FBpp0083858
OG0002073	AT1G18540.1, AT1G74050.1, AT1G74060.1	FBpp0085165, FBpp0085166
OG0002074	AT2G36360.4, AT5G04420.1, AT5G27630.3, AT3G05420.2, AT5G18590.1, AT1G74150.1, AT1G18610.1	FBpp0304872, FBpp0071164
OG0002077	AT5G53190.1, AT1G21460.1, AT3G14770.1, AT3G28007.1, AT5G62850.1, AT4G10850.1, AT1G66770.1, AT5G40260.1, AT4G15920.1, AT3G16690.3, AT5G13170.1, AT5G50790.1, AT2G39060.1, AT5G50800.1, AT4G25010.1, AT3G48740.1, AT5G23660.1	FBpp0075303
OG0002078	AT1G21760.1	FBpp0309164, FBpp0082149, FBpp0292148
OG0002079	AT5G35790.1, AT1G24280.1, AT5G13110.1, AT3G27300.4, AT5G40760.1	FBpp0309476, FBpp0074518, FBpp0074517
OG0002080	AT5G66380.1	FBpp0087692, FBpp0291673, FBpp0291674
OG0002081	AT1G28120.1	FBpp0079577
OG0002082	AT1G28260.1	FBpp0084171
OG0002083	AT3G25040.1, AT1G29330.1	FBpp0079612, FBpp0079613, FBpp0079611
OG0002085	AT1G34065.1, AT4G39460.1	FBpp0084307
OG0002086	AT1G61580.1, AT1G43170.1	FBpp0081823, FBpp0081822, FBpp0307759
OG0002087	AT2G46470.1, AT5G62050.1	FBpp0076000, FBpp0076001
OG0002090	AT5G03160.1	FBpp0080423, FBpp0305671, FBpp0305670, FBpp0080424, FBpp0305672
OG0002091	AT2G30970.1	FBpp0077537, FBpp0077536
OG0002091	AT4G31990.3, AT5G11520.1, AT1G62800.2, AT5G19550.1	FBpp0086371, FBpp0086370
OG0002092	AT1G64190.1, AT5G41670.1, AT3G02360.1	FBpp0070368, FBpp0303827
OG0002093	AT5G42040.1, AT1G64520.1	FBpp0075422, FBpp0075068
OG0002095	AT1G72370.1, AT3G04770.1	FBpp0308666, FBpp0070278, FBpp0070277, FBpp0308665
OG0002096	AT1G74260.1	FBpp0078851, FBpp0078850, FBpp0078852
OG0002097	AT2G03120.1	FBpp0077740
OG0002098	AT2G04390.1, AT5G04800.1, AT2G05220.1, AT3G10610.1	FBpp0076207
OG0002099	AT3G51190.1, AT2G18020.1, AT4G36130.1	FBpp0072802, FBpp0072801
OG0002100	AT4G29850.1, AT2G19350.1, AT3G29170.1	FBpp0080917
OG0002101	AT2G21280.2	FBpp0086984
OG0002103	AT2G23890.2	FBpp0087605, FBpp0087604, FBpp0087606
OG0002104	AT2G24280.1, AT5G65760.1	FBpp0305186, FBpp0080895
OG0002105	AT4G32530.2, AT2G25610.2	FBpp0300391, FBpp0082464
OG0002106	AT4G33010.1, AT2G26080.1	FBpp0081703, FBpp0307977
OG0002107	AT2G26470.1	FBpp0081447
OG0002108	AT3G50240.1, AT5G47820.1	FBpp0309092, FBpp0070432
OG0002108	AT2G36200.2, AT3G45850.1, AT2G28620.1, AT2G37420.1	FBpp0072616
OG0002109	AT2G31970.1	FBpp0293866, FBpp0290882
OG0002110	AT2G33740.2	FBpp0073716
OG0002111	AT3G28155.1, AT2G35630.1	FBpp0293342, FBpp0293341, FBpp0293343, FBpp0290694, FBpp0290695
OG0002112	AT2G39030.1, AT2G39020.1	FBpp0082508
OG0002113	AT2G40770.1	FBpp0076706, FBpp0304173
OG0002114	AT5G16440.1, AT3G02780.1	FBpp0289843, FBpp0083457
OG0002115	AT5G46720.1, AT3G02910.1	FBpp0072318, FBpp0311624, FBpp0301182, FBpp0072317, FBpp0099803
OG0002116	AT3G03350.2, AT3G03330.1	FBpp0077552
OG0002117	AT3G05000.1	FBpp0082570
OG0002118	AT3G06580.1	FBpp0076281, FBpp0076280, FBpp0076282, FBpp0292326
OG0002120	AT3G07810.2	FBpp0078976, FBpp0078974, FBpp0297875, FBpp0297874, FBpp0297873, FBpp0290617, FBpp0290618, FBpp0078975
OG0002121	AT3G07890.1	FBpp0082705, FBpp0310460
OG0002122	AT3G08530.1, AT3G11130.1	FBpp0073967, FBpp0089398, FBpp0308531, FBpp0089397, FBpp0111709, FBpp0111710, FBpp0073966
OG0002123	AT4G26600.5, AT5G55920.1	FBpp0087045
OG0002125	AT3G17205.1	FBpp0072169
OG0002125	AT3G53090.1	FBpp0306037, FBpp0076247
OG0002127	AT3G20630.1	FBpp0298309, FBpp0401600, FBpp0072976
OG0002128	AT3G52210.3, AT3G20650.1	FBpp0080257
OG0002129	AT3G24800.1	FBpp0086838, FBpp0291638
OG0002130	AT3G44620.2	FBpp0082309, FBpp0100064, FBpp0099895, FBpp0099893
OG0002131	AT5G42300.1, AT3G45180.1	FBpp0085529
OG0002132	AT3G46940.2	FBpp0079745, FBpp0303623, FBpp0303622, FBpp0079746
OG0002133	AT3G47630.2	FBpp0082457
OG0002134	AT3G48570.1, AT5G50460.1	FBpp0311240, FBpp0309475, FBpp0074514, FBpp0087119, FBpp0085607
OG0002135	AT3G51980.1	FBpp0099759
OG0002136	AT3G52390.2	FBpp0298012, FBpp0307719, FBpp0307720
OG0002137	AT3G55360.1	FBpp0073017
OG0002138	AT4G00755.1	FBpp0073103, FBpp0073102, FBpp0073101
OG0002139	AT4G00800.1	FBpp0076695
OG0002140	AT5G14220.4, AT4G01690.1	FBpp0084044
OG0002141	AT4G02030.2	FBpp0085829
OG0002142	AT4G05590.2, AT4G14695.1, AT4G22310.1	FBpp0080513, FBpp0309160, FBpp0081589, FBpp0081587, FBpp0081588, FBpp0306718, FBpp0306719
OG0002143	AT4G11820.2	FBpp0086290, FBpp0309065, FBpp0086293, FBpp0086292, FBpp0086291, FBpp0086289
OG0002144	AT4G17020.3	FBpp0075348
OG0002146	AT4G23860.1	FBpp0080532
OG0002147	AT4G24040.1	FBpp0086296, FBpp0086295, FBpp0071465, FBpp0071466, FBpp0071464, FBpp0304696, FBpp0071467, FBpp0071468, FBpp0071469, FBpp0086297
OG0002148	AT4G28820.3	FBpp0086482, FBpp0309024
OG0002149	AT4G30890.1	FBpp0072486, FBpp0305465, FBpp0305464
OG0002150	AT4G32910.1	FBpp0085954
OG0002151	AT5G02310.1	FBpp0312009, FBpp0300996, FBpp0074189
OG0002152	AT5G11340.1	FBpp0087227
OG0002153	AT5G11770.1	FBpp0308934, FBpp0084806, FBpp0309363, FBpp0073949, FBpp0073950
OG0002154	AT5G13050.1	FBpp0309891, FBpp0111637
OG0002155	AT5G17410.2	FBpp0074544, FBpp0290523, FBpp0290522, FBpp0074546, FBpp0310187, FBpp0074545, FBpp0076535
OG0002156	AT5G18400.2	FBpp0080284
OG0002157	AT5G23290.1	FBpp0290701, FBpp0083650
OG0002158	AT5G23300.1	FBpp0289671, FBpp0081376
OG0002159	AT5G27450.1	FBpp0305315, FBpp0086997
OG0002161	AT5G54260.2	FBpp0079802
OG0002162	AT5G65720.1	FBpp0079874
OG0002279	AT5G09890.2, AT4G33080.1, AT1G30640.1, AT1G03920.1, AT2G20470.1	FBpp0074691, FBpp0304464
OG0002282	AT1G04950.1, AT1G54360.6	FBpp0305470, FBpp0074709
OG0002283	AT1G05055.1	FBpp0078205, FBpp0304361
OG0002284	AT2G42450.1, AT1G05790.3	FBpp0073656, FBpp0288742, FBpp0288741, FBpp0309251, FBpp0073657, FBpp0309252
OG0002285	AT2G42650.1, AT3G58660.1, AT1G06380.1	FBpp0079306, FBpp0310071
OG0002287	AT2G47810.1, AT1G09030.1, AT2G13570.1, AT5G47640.1, AT4G14540.1, AT3G53340.1, AT2G37060.1, AT2G38880.11	FBpp0310397, FBpp0080827
OG0002288	AT1G26690.1, AT1G69460.1, AT2G03290.1, AT2G03040.1, AT1G14010.1, AT3G29070.1, AT1G09580.1, AT1G57620.1, AT1G21900.1, AT3G10780.1	FBpp0084133
OG0002292	AT1G63050.1, AT1G12640.1	FBpp0311693, FBpp0308504, FBpp0087520, FBpp0311694
OG0002294	AT2G15900.1, AT1G15240.2	FBpp0086045
OG0002297	AT1G55970.1, AT3G12980.1, AT1G79000.2, AT1G16710.1, AT1G16705.2	FBpp0291863, FBpp0071337, FBpp0291862, FBpp0305701
OG0002299	AT1G16970.1	FBpp0081861, FBpp0306423
OG0002300	AT1G17820.1, AT1G73200.1	FBpp0303906, FBpp0303909, FBpp0303908, FBpp0303910, FBpp0303907
OG0002301	AT1G18640.2	FBpp0076185
OG0002305	AT1G24470.1, AT1G67730.1	FBpp0071047
OG0002306	AT4G13590.1, AT5G36290.1, AT1G68650.1, AT1G25520.1	FBpp0291530, FBpp0290326, FBpp0290325, FBpp0291531, FBpp0290323, FBpp0290324
OG0002307	AT1G27330.1, AT1G27350.1	FBpp0072969, FBpp0072968
OG0002308	AT1G30280.1	FBpp0307686, FBpp0078605, FBpp0078604, FBpp0307687
OG0002309	AT1G30590.2, AT2G34750.1, AT2G39240.1	FBpp0085308
OG0002310	AT2G35020.1, AT1G31070.2	FBpp0308834, FBpp0078899, FBpp0078898
OG0002312	AT1G36020.1, AT1G35530.2	FBpp0306724, FBpp0083508
OG0002313	AT1G36240.1, AT1G77940.1, AT3G18740.1	FBpp0080723, FBpp0309280, FBpp0291653
OG0002316	AT1G50940.1	FBpp0087187, FBpp0087186
OG0002317	AT3G54560.1, AT2G38810.1, AT1G52740.1	FBpp0084434, FBpp0306426
OG0002319	AT1G61620.1	FBpp0074330
OG0002320	AT2G21390.1, AT1G62020.1	FBpp0072694, FBpp0072693
OG0002321	AT4G22340.3, AT1G62430.1, AT4G26770.1	FBpp0312164, FBpp0076411
OG0002322	AT4G27630.3, AT1G64990.1	FBpp0086535
OG0002323	AT1G65650.1, AT5G16310.1	FBpp0076200, FBpp0306000, FBpp0073471
OG0002324	AT1G68310.1, AT3G09380.1, AT3G50845.1	FBpp0075999
OG0002326	AT4G17300.2, AT3G07420.1, AT1G70980.1, AT5G56680.1, AT5G38750.1	FBpp0086205
OG0002327	AT1G71080.1, AT5G38050.1	FBpp0088078, FBpp0088080, FBpp0088079, FBpp0088081
OG0002328	AT1G71790.1	FBpp0077549, FBpp0304020
OG0002329	AT4G17790.1, AT1G71940.2, AT4G09580.1	FBpp0288475, FBpp0074261
OG0002330	AT1G73020.1	FBpp0074146
OG0002332	AT1G78010.1	FBpp0084012
OG0002333	AT2G01120.2	FBpp0072330
OG0002334	AT2G01490.1	FBpp0112127
OG0002335	AT2G03780.1	FBpp0312597, FBpp0082549
OG0002336	AT2G04630.1, AT5G51940.1	FBpp0078433
OG0002337	AT2G05170.1	FBpp0070045
OG0002338	ATMG00220.1, AT2G07727.1	FBpp0390634
OG0002339	AT2G16440.1	FBpp0088055, FBpp0311783
OG0002340	AT2G17975.1, AT3G15680.1, AT5G25490.1, AT2G26695.1	FBpp0071847
OG0002341	AT2G18290.1	FBpp0086107
OG0002342	AT2G18990.1, AT3G25580.1, AT3G50960.1, AT5G66410.1	FBpp0081763, FBpp0291412
OG0002343	AT2G19385.1	FBpp0087437
OG0002346	AT3G51040.1, AT2G26070.2	FBpp0079250, FBpp0079249
OG0002347	AT2G26800.2	FBpp0078979, FBpp0310331
OG0002348	AT2G27970.1, AT2G27960.1	FBpp0293882, FBpp0307999, FBpp0081430, FBpp0079399
OG0002349	AT5G26030.1, AT2G30390.2	FBpp0085209, FBpp0085208, FBpp0085210
OG0002350	AT2G31955.1	FBpp0075935, FBpp0075934
OG0002351	AT2G37600.1, AT3G53740.2, AT5G02450.1	FBpp0070150, FBpp0070152, FBpp0070151, FBpp0311481, FBpp0070153
OG0002353	AT5G02610.2, AT2G39390.1, AT3G09500.1, AT3G55170.1	FBpp0070766, FBpp0311779, FBpp0070767
OG0002354	AT2G43030.1, AT3G17465.1	FBpp0073906
OG0002355	AT2G45640.1	FBpp0312505, FBpp0082731, FBpp0312506
OG0002356	AT3G03790.3	FBpp0086322
OG0002357	AT3G05520.2	FBpp0071461
OG0002358	AT3G05540.1, AT3G16640.1	FBpp0081820, FBpp0312492
OG0002359	AT3G08505.1	FBpp0293874, FBpp0078038, FBpp0078039, FBpp0073753, FBpp0073752
OG0002360	AT5G12210.1, AT3G12070.1	FBpp0077316
OG0002361	AT3G60500.1, AT3G12990.1	FBpp0310515, FBpp0074129
OG0002362	AT3G16565.3	FBpp0070543, FBpp0303999
OG0002363	AT5G39400.1, AT3G50110.1, AT3G19420.1	FBpp0088839, FBpp0088843, FBpp0290736, FBpp0289789, FBpp0088840, FBpp0088844, FBpp0088841
OG0002364	AT5G09320.1, AT3G19770.1	FBpp0072557
OG0002365	AT3G21350.2	FBpp0081640, FBpp0081639, FBpp0308776, FBpp0291086, FBpp0291087
OG0002366	AT4G15165.1, AT3G22110.1	FBpp0071451
OG0002367	AT3G23890.1	FBpp0304598, FBpp0080825
OG0002368	AT3G24200.2	FBpp0078759
OG0002369	AT5G39740.1, AT3G25520.1	FBpp0304879, FBpp0311121, FBpp0110424, FBpp0110421
OG0002370	AT5G22950.1, AT3G45000.1	FBpp0312584, FBpp0078598
OG0002371	AT3G47370.1, AT5G62300.1, AT3G45030.1	FBpp0083371
OG0002372	AT3G47810.1	FBpp0077625
OG0002373	AT5G37680.1, AT3G49860.1, AT3G49870.1, AT5G67560.1	FBpp0308780, FBpp0308779, FBpp0081290
OG0002374	AT3G55480.2	FBpp0070670, FBpp0304569, FBpp0310168
OG0002375	AT3G57050.1	FBpp0085889, FBpp0311547
OG0002376	AT5G49060.1, AT5G05750.1, AT3G57340.1	FBpp0082332
OG0002377	AT3G59410.2	FBpp0306619, FBpp0306618, FBpp0085148
OG0002378	AT3G61620.1	FBpp0080062, FBpp0306796
OG0002378	AT4G27490.1	FBpp0074687
OG0002379	AT4G01040.1	FBpp0079207
OG0002380	AT4G01860.1	FBpp0300435
OG0002381	AT4G02260.1	FBpp0084776
OG0002382	AT4G06676.1	FBpp0077104, FBpp0077103
OG0002383	AT4G10100.1	FBpp0289862
OG0002384	AT4G11270.1	FBpp0310568, FBpp0070303
OG0002385	AT4G16700.1	FBpp0083921, FBpp0083923, FBpp0083922
OG0002386	AT4G18100.1, AT5G46430.1	FBpp0113047, FBpp0084960, FBpp0084958, FBpp0084959
OG0002387	AT4G24440.1	FBpp0070177, FBpp0083912
OG0002388	AT5G57440.1, AT4G25840.1	FBpp0077609, FBpp0077143, FBpp0110109, FBpp0077611
OG0002389	AT4G29860.1	FBpp0087138
OG0002390	AT4G38495.1	FBpp0304873
OG0002391	AT5G19930.1	FBpp0075599, FBpp0075598
OG0002392	AT5G20090.1	FBpp0083137, FBpp0306592
OG0002393	AT5G22080.1	FBpp0083849, FBpp0289905
OG0002394	AT5G23720.1	FBpp0309670, FBpp0111917, FBpp0074420
OG0002395	AT5G27720.1	FBpp0293054, FBpp0099642
OG0002396	AT5G48870.1	FBpp0076756, FBpp0304369, FBpp0304370
OG0002397	AT5G57450.1	FBpp0082392
OG0002398	AT5G60340.1	FBpp0087004
OG0002399	AT5G63610.1	FBpp0076098
OG0002400	AT5G63960.2	FBpp0075277
OG0002401	ATMG00070.1	FBpp0072975
OG0002545	AT1G01020.1, AT4G01510.5	FBpp0271929, FBpp0088738, FBpp0088739
OG0002546	AT5G47700.1, AT4G00810.1, AT1G01100.1, AT5G24510.1	FBpp0077716, FBpp0304265
OG0002550	AT1G02780.1, AT4G02230.1, AT3G16780.1	FBpp0072312, FBpp0089141
OG0002553	AT4G03320.1, AT1G04940.1, AT1G04945.3	FBpp0312075, FBpp0302582, FBpp0073490
OG0002554	AT1G04980.1, AT2G32920.1	FBpp0080395, FBpp0311643
OG0002555	AT3G55260.1, AT1G65590.1, AT1G05590.1	FBpp0073091, FBpp0305744, FBpp0289998, FBpp0073093, FBpp0071192
OG0002556	AT1G05900.2, AT2G31450.1	FBpp0088883
OG0002560	AT1G11160.1, AT1G61210.1, AT5G23430.1, AT5G08390.1	FBpp0309385, FBpp0074026, FBpp0074025
OG0002562	AT1G12960.1, AT1G70600.1, AT1G23290.1	FBpp0307135, FBpp0077142, FBpp0311452
OG0002563	AT1G14360.1, AT2G02810.1	FBpp0083420, FBpp0112171
OG0002565	AT1G17220.1, AT4G11160.2	FBpp0084662
OG0002568	AT1G19880.1	FBpp0309821, FBpp0078816, FBpp0078817, FBpp0311963
OG0002573	AT1G22840.1, AT4G10040.1	FBpp0307140, FBpp0080445, FBpp0311164, FBpp0080446
OG0002574	AT1G22882.1, AT1G71360.2, AT4G23950.2	FBpp0310528, FBpp0288499, FBpp0288498
OG0002575	AT1G23360.1, AT5G57300.1	FBpp0311954, FBpp0311953, FBpp0073568
OG0002577	AT1G26160.1, AT2G23820.2	FBpp0078921, FBpp0078922, FBpp0078923
OG0002578	AT1G26570.1, AT5G39320.1, AT3G29360.1, AT5G15490.1, AT3G01010.1	FBpp0076647
OG0002579	AT5G43710.1	FBpp0070337, FBpp0070339, FBpp0070338, FBpp0294034, FBpp0304832
OG0002581	AT1G29220.2	FBpp0087681
OG0002585	AT1G34630.1, AT5G51150.1	FBpp0310722, FBpp0081360, FBpp0081359, FBpp0301748, FBpp0301749, FBpp0081358
OG0002586	AT5G06680.1	FBpp0073672
OG0002587	AT1G42480.1	FBpp0087519
OG0002588	AT1G48030.1, AT3G17240.1	FBpp0074906, FBpp0304195
OG0002589	AT1G48510.3, AT3G17910.1	FBpp0076607
OG0002591	AT1G50730.1	FBpp0081397
OG0002592	AT1G54250.1, AT3G59600.1	FBpp0078086
OG0002594	AT1G60430.1	FBpp0074184, FBpp0306538, FBpp0112388, FBpp0289797, FBpp0306661
OG0002595	AT3G52960.1, AT1G60740.1, AT1G65970.1, AT1G65980.1	FBpp0100079, FBpp0100080
OG0002597	AT1G66530.1, AT4G26300.5	FBpp0073965
OG0002598	AT1G66810.1, AT1G68200.1	FBpp0073516, FBpp0305898, FBpp0311375
OG0002599	AT1G67210.1, AT5G38600.1	FBpp0072251, FBpp0289717
OG0002600	AT1G71800.1	FBpp0083075
OG0002601	AT1G71860.1	FBpp0099558, FBpp0305618, FBpp0292592, FBpp0099557, FBpp0099559, FBpp0099556, FBpp0099555, FBpp0292591, FBpp0099554
OG0002602	AT1G73180.1	FBpp0078095, FBpp0292338, FBpp0292339, FBpp0292337
OG0002603	AT1G75210.1	FBpp0074343, FBpp0074342, FBpp0074346, FBpp0074347, FBpp0309367, FBpp0309368
OG0002605	AT1G77720.1	FBpp0303766, FBpp0082911
OG0002606	AT1G78280.1, AT5G06550.1	FBpp0303404, FBpp0083632
OG0002607	AT1G80410.2	FBpp0311887, FBpp0074480
OG0002608	AT1G80500.1	FBpp0075246
OG0002609	AT3G13580.1, AT2G44120.2, AT2G01250.1	FBpp0079536, FBpp0310250
OG0002610	AT2G03690.1	FBpp0298344, FBpp0289097, FBpp0074989
OG0002613	AT5G18380.1, AT2G09990.1, AT3G04230.1	FBpp0071766, FBpp0309759
OG0002614	AT5G40950.1, AT5G15220.1, AT2G16930.1	FBpp0311697, FBpp0077141, FBpp0307134
OG0002615	AT5G07090.1, AT2G17360.1, AT5G58420.1	FBpp0312080, FBpp0075618, FBpp0075619
OG0002616	AT2G17930.1, AT4G36080.1	FBpp0312589, FBpp0292385
OG0002617	AT2G18250.1	FBpp0076826
OG0002618	AT2G20410.1	FBpp0088586, FBpp0088585, FBpp0308739
OG0002619	AT2G22530.1	FBpp0087978
OG0002620	AT3G58130.1, AT2G27340.2	FBpp0298346, FBpp0083252, FBpp0310553
OG0002621	AT2G27350.3	FBpp0271812, FBpp0271814, FBpp0271813, FBpp0290368
OG0002622	AT2G28390.1	FBpp0077079
OG0002623	AT2G30720.1, AT5G48370.1	FBpp0085157, FBpp0112227, FBpp0085159, FBpp0310455, FBpp0305697, FBpp0078952
OG0002624	AT2G36300.1, AT3G52760.1	FBpp0080011
OG0002625	AT5G54200.1, AT3G15470.1, AT5G02430.1, AT2G37670.2	FBpp0307012, FBpp0290295, FBpp0110188
OG0002626	AT5G13860.1, AT3G12400.2, AT2G38830.1	FBpp0075088
OG0002627	AT2G41530.1	FBpp0083246, FBpp0083245
OG0002628	AT3G59540.1, AT2G43460.1	FBpp0306998, FBpp0110412
OG0002629	AT2G43970.1, AT3G19090.2, AT5G46250.1	FBpp0290490
OG0002630	AT2G44420.2	FBpp0085839, FBpp0085840, FBpp0291075, FBpp0291076
OG0002631	AT2G45270.1	FBpp0301156, FBpp0074583
OG0002632	AT2G47770.1	FBpp0077726
OG0002633	AT3G63000.1, AT2G47970.1	FBpp0084267, FBpp0084266, FBpp0289954
OG0002634	AT3G02040.1, AT5G41080.1, AT5G43300.1	FBpp0074813, FBpp0082033, FBpp0077227, FBpp0077226
OG0002635	AT3G02200.2, AT5G15610.1	FBpp0086705, FBpp0308985
OG0002636	AT5G18930.1, AT3G02470.1, AT5G15950.1, AT3G25570.1, AT3G17717.1	FBpp0079584
OG0002638	AT3G05090.1	FBpp0087277, FBpp0304695
OG0002639	AT3G07100.1	FBpp0087536, FBpp0308496, FBpp0308497
OG0002640	AT3G08950.1	FBpp0078688
OG0002641	AT3G10090.1, AT5G03850.1, AT5G64140.1	FBpp0310057, FBpp0071295, FBpp0084966
OG0002642	AT3G10530.1	FBpp0071142
OG0002643	AT3G15080.1	FBpp0291625, FBpp0075516
OG0002644	AT3G16680.1, AT5G57980.1, AT3G22320.1	FBpp0087332, FBpp0304268
OG0002645	AT3G18290.1, AT3G62970.1, AT5G18650.1, AT5G25560.3, AT5G22920.1	FBpp0078901, FBpp0303613
OG0002646	AT3G18790.1	FBpp0308781, FBpp0081305
OG0002648	AT5G48570.1, AT3G25230.2	FBpp0309663, FBpp0079468
OG0002649	AT3G26730.1	FBpp0072709, FBpp0072708
OG0002650	AT4G33865.1, AT3G44010.1, AT3G43980.1	FBpp0306740, FBpp0081614
OG0002651	AT3G49010.1, AT3G48960.1, AT5G23900.1	FBpp0079484, FBpp0302626, FBpp0099517
OG0002652	AT3G49640.1	FBpp0073720, FBpp0308524
OG0002653	AT3G55160.1	FBpp0300873, FBpp0288416
OG0002654	AT4G02350.1, AT3G56640.1	FBpp0083436
OG0002656	AT3G58140.1	FBpp0086720
OG0002657	AT3G59650.2	FBpp0071993
OG0002658	AT3G61710.1	FBpp0083975
OG0002659	AT4G01660.1	FBpp0073530
OG0002660	AT4G04930.1	FBpp0078810
OG0002661	AT4G29060.1, AT4G11120.1	FBpp0080547
OG0002662	AT4G18593.1	FBpp0074510, FBpp0304757
OG0002663	AT4G19006.2, AT5G45620.1	FBpp0083861, FBpp0083860
OG0002664	AT5G28550.1, AT4G22970.3, AT4G22440.1, AT4G24300.1	FBpp0076831
OG0002665	AT5G39770.1, AT4G30870.1	FBpp0070165
OG0002666	AT4G32700.2	FBpp0076412, FBpp0082131
OG0002668	AT4G36400.1	FBpp0070365, FBpp0070367, FBpp0070366
OG0002672	AT5G01160.1	FBpp0303688, FBpp0303687, FBpp0080805, FBpp0080804
OG0002673	AT5G03500.6, AT5G03220.1	FBpp0081787
OG0002674	AT5G08160.1	FBpp0081116, FBpp0308786
OG0002675	AT5G10780.2	FBpp0312454, FBpp0078227
OG0002676	AT5G10790.1	FBpp0312097, FBpp0288698
OG0002677	AT5G10910.1	FBpp0081744
OG0002679	AT5G11560.1	FBpp0308771, FBpp0308772, FBpp0308770, FBpp0081262
OG0002680	AT5G11640.1	FBpp0085660, FBpp0311843
OG0002681	AT5G37130.1, AT5G17270.1	FBpp0074918
OG0002682	AT5G20990.1	FBpp0070063, FBpp0070064
OG0002683	AT5G49570.1	FBpp0307273, FBpp0085325
OG0002684	AT5G50810.1	FBpp0073338, FBpp0310233
OG0002685	AT5G52210.1	FBpp0071229
OG0002686	AT5G55310.1, AT5G55300.2	FBpp0300905, FBpp0073822, FBpp0099689, FBpp0073823, FBpp0309379
OG0002688	AT5G62030.1	FBpp0305004, FBpp0075862, FBpp0075861
OG0002689	AT5G64200.1	FBpp0088837, FBpp0297362, FBpp0292041, FBpp0088838
OG0002887	AT5G60730.1, AT3G10350.2, AT1G01910.1	FBpp0088029
