Orthogroup	fly	yeast
OG0000862	FBpp0087353	YLR313C_mRNA
OG0000880	FBpp0074278, FBpp0309628	YPR173C_mRNA
OG0000880	FBpp0077290, FBpp0303790	YER047C_mRNA
OG0000882	FBpp0306915, FBpp0083851, FBpp0293109	YGL092W_mRNA
OG0000883	FBpp0088190, FBpp0305835, FBpp0088191, FBpp0083927	YEL037C_mRNA
OG0000884	FBpp0086896, FBpp0086895, FBpp0304618, FBpp0304619, FBpp0311648, FBpp0077736	YPL037C_mRNA, YDR252W_mRNA
OG0000887	FBpp0288674, FBpp0070792, FBpp0311477	YBR263W_mRNA, YLR058C_mRNA
OG0000892	FBpp0086973, FBpp0311394, FBpp0086971, FBpp0086972	YHR193C_mRNA
OG0000893	FBpp0087449	YKR079C_mRNA
OG0000895	FBpp0074216, FBpp0074217, FBpp0074215	YDR129C_mRNA
OG0000896	FBpp0312600, FBpp0312599, FBpp0291001, FBpp0291000, FBpp0112118, FBpp0081437, FBpp0306436, FBpp0306437, FBpp0311088, FBpp0076840	YGR244C_mRNA
OG0000898	FBpp0293055, FBpp0079602, FBpp0079601, FBpp0079599, FBpp0079600, FBpp0079603, FBpp0304027, FBpp0304028, FBpp0304029, FBpp0293056, FBpp0079604	YER068W_mRNA
OG0000899	FBpp0289957, FBpp0073392, FBpp0073391, FBpp0304866, FBpp0289956	YMR192W_mRNA, YPL249C_mRNA
OG0000901	FBpp0083185	YGL150C_mRNA
OG0000901	FBpp0309691, FBpp0071529, FBpp0071528, FBpp0071530	YDR334W_mRNA
OG0000903	FBpp0074833, FBpp0312574, FBpp0305858	YLR344W_mRNA, YGR034W_mRNA
OG0000904	FBpp0070675, FBpp0070672, FBpp0070674, FBpp0294004, FBpp0077590, FBpp0077591, FBpp0297908	YDR424C_mRNA
OG0000907	FBpp0088490, FBpp0088945	YBL037W_mRNA
OG0000908	FBpp0290191, FBpp0290196, FBpp0088741, FBpp0290201, FBpp0290195, FBpp0290193, FBpp0290198, FBpp0290192, FBpp0290199, FBpp0309328, FBpp0309327, FBpp0290197, FBpp0290194, FBpp0290200	YOL049W_mRNA
OG0000909	FBpp0076648	YPL215W_mRNA
OG0000910	FBpp0082816	YLR359W_mRNA
OG0000912	FBpp0075877	YJR143C_mRNA
OG0000912	FBpp0307386, FBpp0070134	YDL095W_mRNA, YDL093W_mRNA, YAL023C_mRNA, YOR321W_mRNA, YGR199W_mRNA
OG0000915	FBpp0303878, FBpp0303879, FBpp0072697, FBpp0290115, FBpp0089251, FBpp0290116, FBpp0297533, FBpp0291516	YAL030W_mRNA, YOR327C_mRNA
OG0000916	FBpp0073126, FBpp0302668, FBpp0083275, FBpp0311634, FBpp0086858	YOR367W_mRNA
OG0000917	FBpp0297281, FBpp0099495, FBpp0075109, FBpp0297282	YCR088W_mRNA
OG0000924	FBpp0290271, FBpp0111504, FBpp0305220, FBpp0309633, FBpp0110069, FBpp0309632, FBpp0309636, FBpp0309635, FBpp0288728, FBpp0309637, FBpp0309634	YDR451C_mRNA
OG0000950	FBpp0306957, FBpp0291436, FBpp0291437, FBpp0312292	YOL060C_mRNA
OG0000955	FBpp0078341, FBpp0078338, FBpp0288654	YDR284C_mRNA, YDR503C_mRNA
OG0000956	FBpp0302689, FBpp0303601, FBpp0302687, FBpp0075147, FBpp0302690, FBpp0302688	YDR105C_mRNA
OG0000957	FBpp0084240	YOR168W_mRNA
OG0000959	FBpp0077665, FBpp0080096, FBpp0080095, FBpp0078744, FBpp0078743, FBpp0078742, FBpp0073291, FBpp0073290	YLR259C_mRNA
OG0000963	FBpp0077151	YJL029C_mRNA
OG0000965	FBpp0071848, FBpp0304962, FBpp0078014, FBpp0078013	YKL139W_mRNA
OG0000967	FBpp0074808	YKR056W_mRNA
OG0000968	FBpp0304398, FBpp0075713	YDL226C_mRNA
OG0000969	FBpp0081810, FBpp0081809, FBpp0293340	YGR096W_mRNA
OG0000970	FBpp0292384, FBpp0309387, FBpp0290268, FBpp0290266, FBpp0301184, FBpp0309386, FBpp0301185, FBpp0073664, FBpp0290267	YML035C_mRNA
OG0000972	FBpp0304751, FBpp0080281, FBpp0073866	YGL043W_mRNA
OG0000973	FBpp0306232, FBpp0078134	YLR340W_mRNA
OG0000975	FBpp0311537, FBpp0074941, FBpp0304226, FBpp0311214	YDL087C_mRNA
OG0000976	FBpp0077022	YOL018C_mRNA
OG0000979	FBpp0077502	YOR349W_mRNA
OG0000980	FBpp0072055, FBpp0070654, FBpp0070655	YGL003C_mRNA
OG0000980	FBpp0080391	YGL116W_mRNA
OG0000983	FBpp0087863, FBpp0087864	YIR001C_mRNA
OG0000985	FBpp0288673	YNL200C_mRNA
OG0000985	FBpp0081246, FBpp0081245, FBpp0081244	YBR035C_mRNA
OG0000988	FBpp0082809, FBpp0078025, FBpp0305645, FBpp0073112, FBpp0112050, FBpp0112049	YCL005W-A_mRNA
OG0000990	FBpp0075979, FBpp0075980, FBpp0075981	YOR163W_mRNA
OG0000992	FBpp0080408	YDR063W_mRNA
OG0000993	FBpp0086117, FBpp0309189	YCL032W_mRNA
OG0000996	FBpp0309158, FBpp0309157, FBpp0293466, FBpp0293469, FBpp0293468, FBpp0293467	YLR087C_mRNA
OG0001022	FBpp0076011, FBpp0076010, FBpp0088499, FBpp0305074, FBpp0089023, FBpp0297199, FBpp0305073, FBpp0088500	YKR017C_mRNA
OG0001024	FBpp0308815, FBpp0073259, FBpp0080988, FBpp0307146	YLR419W_mRNA
OG0001031	FBpp0083269, FBpp0083270, FBpp0291533	YGL203C_mRNA
OG0001033	FBpp0074657, FBpp0074656, FBpp0074655, FBpp0074654, FBpp0304456, FBpp0110399, FBpp0304457, FBpp0074658	YKL001C_mRNA
OG0001035	FBpp0088675, FBpp0309141, FBpp0309142	YJL130C_mRNA
OG0001036	FBpp0308454, FBpp0308453, FBpp0289417, FBpp0087661, FBpp0291658	YBR177C_mRNA, YPL095C_mRNA, YMR210W_mRNA
OG0001038	FBpp0289795, FBpp0077774, FBpp0077773, FBpp0310163, FBpp0310164, FBpp0073345, FBpp0310162, FBpp0073344, FBpp0089332	YPR035W_mRNA
OG0001039	FBpp0085338, FBpp0089237, FBpp0305890, FBpp0071031	YMR203W_mRNA
OG0001040	FBpp0079500, FBpp0303531, FBpp0311561	YGL123W_mRNA
OG0001041	FBpp0312339, FBpp0082957, FBpp0312070, FBpp0312069, FBpp0071427	YBL078C_mRNA
OG0001042	FBpp0081609	YER003C_mRNA
OG0001043	FBpp0080638	YGR278W_mRNA
OG0001044	FBpp0312095, FBpp0079914, FBpp0079913, FBpp0079915	YKL194C_mRNA, YIL078W_mRNA
OG0001048	FBpp0077159, FBpp0306837	YKR094C_mRNA, YIL148W_mRNA
OG0001050	FBpp0081372, FBpp0081370, FBpp0081371, FBpp0074898	YBR117C_mRNA, YPR074C_mRNA
OG0001051	FBpp0306074, FBpp0076407, FBpp0306682	YDR333C_mRNA
OG0001052	FBpp0073279, FBpp0073280, FBpp0073278, FBpp0073277, FBpp0312078, FBpp0073282, FBpp0073281, FBpp0306086	YBL030C_mRNA, YBR085W_mRNA, YMR056C_mRNA
OG0001053	FBpp0086226, FBpp0311603	YHR008C_mRNA
OG0001055	FBpp0077868	YIL003W_mRNA
OG0001057	FBpp0086042, FBpp0309242	YPL175W_mRNA
OG0001058	FBpp0302051, FBpp0087901	YPL065W_mRNA
OG0001059	FBpp0081507	YLR351C_mRNA
OG0001059	FBpp0072385	YJL126W_mRNA
OG0001060	FBpp0074587, FBpp0078483	YJL031C_mRNA
OG0001061	FBpp0080611, FBpp0304877, FBpp0304876, FBpp0304878	YOR257W_mRNA
OG0001063	FBpp0078068, FBpp0078067, FBpp0305337	YAL054C_mRNA, YLR153C_mRNA
OG0001075	FBpp0074792, FBpp0078554, FBpp0078555, FBpp0078553, FBpp0078556	YOR271C_mRNA
OG0001076	FBpp0306179, FBpp0113065, FBpp0075517, FBpp0075518	YIL159W_mRNA, YNL271C_mRNA
OG0001084	FBpp0099886, FBpp0308597, FBpp0080443, FBpp0080442, FBpp0080441	YBR274W_mRNA
OG0001088	FBpp0089202, FBpp0309290, FBpp0085861, FBpp0089201, FBpp0311418, FBpp0085862, FBpp0085860	YJL080C_mRNA
OG0001103	FBpp0086269, FBpp0086270	YOL040C_mRNA
OG0001104	FBpp0071982, FBpp0071981, FBpp0309043, FBpp0309044, FBpp0309045	YDL002C_mRNA
OG0001105	FBpp0308424, FBpp0303346, FBpp0293334, FBpp0301949, FBpp0301099, FBpp0078359, FBpp0078360	YPR181C_mRNA
OG0001106	FBpp0073626, FBpp0073624, FBpp0073625, FBpp0073623, FBpp0290052, FBpp0087321	YLR367W_mRNA, YJL190C_mRNA
OG0001109	FBpp0087214	YJR106W_mRNA, YDL206W_mRNA
OG0001110	FBpp0308722, FBpp0079059, FBpp0099760	YGL234W_mRNA
OG0001111	FBpp0083761, FBpp0083762	YDR524C_mRNA
OG0001113	FBpp0293227, FBpp0099974, FBpp0099975, FBpp0297239, FBpp0308836	YAL016W_mRNA
OG0001115	FBpp0086831	YLR179C_mRNA, YLR178C_mRNA
OG0001116	FBpp0079514	YML015C_mRNA
OG0001119	FBpp0087980, FBpp0087979, FBpp0088809, FBpp0293707, FBpp0088808	YNL111C_mRNA
OG0001120	FBpp0311774, FBpp0078896	YLR378C_mRNA
OG0001122	FBpp0079209, FBpp0307180, FBpp0079208	YDR182W_mRNA
OG0001123	FBpp0310750, FBpp0082556, FBpp0082555, FBpp0082557	YGR178C_mRNA
OG0001127	FBpp0303950, FBpp0075117	YKL189W_mRNA
OG0001128	FBpp0305273, FBpp0076709, FBpp0076708, FBpp0076710, FBpp0076711	YBR017C_mRNA
OG0001129	FBpp0087609, FBpp0087610, FBpp0087608	YDL075W_mRNA, YLR406C_mRNA
OG0001130	FBpp0071303	YNL006W_mRNA
OG0001131	FBpp0079943, FBpp0312096	YLR262C_mRNA
OG0001132	FBpp0306628, FBpp0083676, FBpp0083675, FBpp0301003, FBpp0083677	YOL002C_mRNA, YDR492W_mRNA
OG0001134	FBpp0086706, FBpp0308986, FBpp0086373	YNL247W_mRNA
OG0001135	FBpp0080020, FBpp0080022, FBpp0080021, FBpp0306793	YGR007W_mRNA
OG0001136	FBpp0075903	YPL023C_mRNA, YGL125W_mRNA
OG0001137	FBpp0293236, FBpp0084242	YKL156W_mRNA, YHR021C_mRNA
OG0001138	FBpp0083905, FBpp0304717, FBpp0311350, FBpp0074087, FBpp0074086, FBpp0074088, FBpp0309135	YOL121C_mRNA, YNL302C_mRNA
OG0001141	FBpp0078331	YLR321C_mRNA
OG0001142	FBpp0088286	YOR292C_mRNA, YLR251W_mRNA
OG0001143	FBpp0072787, FBpp0072788	YDR289C_mRNA
OG0001144	FBpp0074653, FBpp0293259	YCR081W_mRNA
OG0001146	FBpp0310477, FBpp0290652, FBpp0292914, FBpp0292918, FBpp0306923, FBpp0292920, FBpp0292915, FBpp0310479, FBpp0306924, FBpp0292917, FBpp0310478	YKL010C_mRNA
OG0001147	FBpp0111858, FBpp0289088, FBpp0078848, FBpp0078849, FBpp0309829	YDR185C_mRNA, YLR168C_mRNA
OG0001148	FBpp0084970, FBpp0088515, FBpp0084081, FBpp0293017, FBpp0304956, FBpp0304955, FBpp0075782, FBpp0075781	YLR092W_mRNA, YBR294W_mRNA
OG0001151	FBpp0304113, FBpp0071158, FBpp0071159, FBpp0304114, FBpp0304112, FBpp0111877, FBpp0111876, FBpp0084094, FBpp0307940	YOL115W_mRNA, YNL299W_mRNA
OG0001155	FBpp0072870, FBpp0072871, FBpp0072872, FBpp0072873, FBpp0112044, FBpp0072862, FBpp0072868, FBpp0072861, FBpp0072864, FBpp0072869, FBpp0112043, FBpp0304423, FBpp0112042, FBpp0072863, FBpp0072865, FBpp0072866	YKL025C_mRNA
OG0001158	FBpp0311541, FBpp0074785, FBpp0301959	YOR032C_mRNA
OG0001161	FBpp0084766, FBpp0306890, FBpp0303862, FBpp0303861, FBpp0080412, FBpp0303863	YMR036C_mRNA
OG0001205	FBpp0076469	YPL123C_mRNA
OG0001206	FBpp0289148, FBpp0289147, FBpp0306039	YLR075W_mRNA
OG0001207	FBpp0078490, FBpp0297243	YGL058W_mRNA
OG0001208	FBpp0082521	YNL246W_mRNA
OG0001210	FBpp0085586, FBpp0085585	YML026C_mRNA, YDR450W_mRNA
OG0001211	FBpp0087706, FBpp0087705	YER027C_mRNA, YGL208W_mRNA
OG0001212	FBpp0291523, FBpp0082893	YGR246C_mRNA
OG0001213	FBpp0077402, FBpp0307127, FBpp0077403	YDL125C_mRNA
OG0001215	FBpp0077066, FBpp0070054, FBpp0070051	YKL040C_mRNA
OG0001216	FBpp0113041, FBpp0076392, FBpp0076396, FBpp0113040, FBpp0305272, FBpp0076393, FBpp0076394, FBpp0076391, FBpp0076390	YLR174W_mRNA, YNL009W_mRNA, YDL066W_mRNA
OG0001218	FBpp0080714, FBpp0070323, FBpp0291627, FBpp0289482, FBpp0070320, FBpp0070321, FBpp0070322, FBpp0289483	YNR074C_mRNA
OG0001220	FBpp0071794	YBL099W_mRNA
OG0001221	FBpp0087704	YLR025W_mRNA
OG0001224	FBpp0305432, FBpp0078778, FBpp0305430, FBpp0078779, FBpp0305431, FBpp0078777, FBpp0071884	YOL059W_mRNA, YDL022W_mRNA
OG0001226	FBpp0311286, FBpp0305562, FBpp0076602	YNL301C_mRNA, YOL120C_mRNA
OG0001227	FBpp0083501	YMR262W_mRNA
OG0001228	FBpp0302814, FBpp0083981, FBpp0292857, FBpp0083980	YAL048C_mRNA
OG0001229	FBpp0071519, FBpp0071518, FBpp0296949	YFR032C-A_mRNA
OG0001231	FBpp0081504, FBpp0081505	YER086W_mRNA, YKL218C_mRNA
OG0001232	FBpp0312046, FBpp0073488	YOR241W_mRNA
OG0001233	FBpp0082657, FBpp0311409, FBpp0271880	YJL104W_mRNA
OG0001236	FBpp0289242, FBpp0304023	YJL106W_mRNA
OG0001237	FBpp0076221, FBpp0076217, FBpp0076219, FBpp0076218, FBpp0306017, FBpp0306016, FBpp0076220, FBpp0076215, FBpp0076216, FBpp0076464, FBpp0076672	YOL139C_mRNA
OG0001239	FBpp0302863, FBpp0302862, FBpp0312165, FBpp0076414, FBpp0076415, FBpp0076416, FBpp0302864, FBpp0304068, FBpp0081016	YFR021W_mRNA
OG0001241	FBpp0086406, FBpp0079770	YNL326C_mRNA
OG0001243	FBpp0112594, FBpp0112592, FBpp0112593, FBpp0291455, FBpp0291456, FBpp0291453, FBpp0291454, FBpp0291452, FBpp0291457	YHR119W_mRNA
OG0001244	FBpp0078425	YIL128W_mRNA
OG0001245	FBpp0084124, FBpp0307941, FBpp0422970, FBpp0084125	YGR010W_mRNA, YLR328W_mRNA
OG0001250	FBpp0072484	YLR284C_mRNA, YOR180C_mRNA
OG0001253	FBpp0073266, FBpp0073265, FBpp0312030	YOR058C_mRNA
OG0001261	FBpp0076557, FBpp0304975, FBpp0291255	YPL069C_mRNA
OG0001263	FBpp0078058, FBpp0304182	YGR100W_mRNA
OG0001265	FBpp0110096, FBpp0303230, FBpp0303231, FBpp0303232, FBpp0079042	YMR010W_mRNA
OG0001267	FBpp0079540, FBpp0079539	YDR375C_mRNA
OG0001273	FBpp0085254, FBpp0085255, FBpp0087923, FBpp0087924, FBpp0087921, FBpp0087922	YDL132W_mRNA
OG0001276	FBpp0087002, FBpp0312447, FBpp0292599, FBpp0087001, FBpp0308713, FBpp0308712, FBpp0293225, FBpp0292598, FBpp0087003, FBpp0087000	YOL004W_mRNA
OG0001279	FBpp0088847	YHR034C_mRNA
OG0001310	FBpp0072560, FBpp0079472	YIL160C_mRNA
OG0001311	FBpp0085265, FBpp0085266, FBpp0305182	YOR133W_mRNA, YDR385W_mRNA
OG0001311	FBpp0084626	YKL173W_mRNA
OG0001312	FBpp0070716	YIR009W_mRNA
OG0001313	FBpp0088033	YLR442C_mRNA, YML065W_mRNA
OG0001313	FBpp0076371	YJL194W_mRNA
OG0001314	FBpp0073826, FBpp0073827, FBpp0073825, FBpp0303431, FBpp0298372, FBpp0298373, FBpp0290988	YNL021W_mRNA
OG0001319	FBpp0073601, FBpp0073604, FBpp0073605, FBpp0073602, FBpp0073603, FBpp0308869, FBpp0073600	YDR111C_mRNA, YLR089C_mRNA
OG0001323	FBpp0083351, FBpp0291529	YPL212C_mRNA, YGL063W_mRNA
OG0001324	FBpp0301193, FBpp0071231, FBpp0305942, FBpp0111878, FBpp0089134, FBpp0301194, FBpp0071233, FBpp0071230, FBpp0071232	YPR029C_mRNA
OG0001325	FBpp0081527, FBpp0081528, FBpp0308319, FBpp0308318, FBpp0084345, FBpp0084346, FBpp0291564	YIL052C_mRNA, YER056C-A_mRNA
OG0001326	FBpp0087205, FBpp0087203, FBpp0087204	YDR468C_mRNA
OG0001328	FBpp0078066	YAL044C_mRNA
OG0001329	FBpp0079753, FBpp0079752, FBpp0309201	YGL147C_mRNA, YNL067W_mRNA
OG0001330	FBpp0309730, FBpp0071589	YKL088W_mRNA
OG0001331	FBpp0291521, FBpp0071924, FBpp0071922, FBpp0071923	YGR083C_mRNA
OG0001333	FBpp0081185	YIR022W_mRNA
OG0001334	FBpp0080319	YJL050W_mRNA
OG0001334	FBpp0306916, FBpp0083853	YLR398C_mRNA
OG0001337	FBpp0291059, FBpp0082511	YEL056W_mRNA
OG0001340	FBpp0302990, FBpp0086285	YDL149W_mRNA
OG0001341	FBpp0312066, FBpp0083802	YNL178W_mRNA
OG0001342	FBpp0111997, FBpp0297608, FBpp0305077, FBpp0086339, FBpp0086340, FBpp0297607, FBpp0086337, FBpp0086338	YJR097W_mRNA
OG0001343	FBpp0083918, FBpp0083919, FBpp0311932, FBpp0302812, FBpp0401487, FBpp0401488	YPL074W_mRNA
OG0001345	FBpp0088243, FBpp0300615, FBpp0088242	YLR441C_mRNA, YML063W_mRNA
OG0001347	FBpp0072369, FBpp0072368, FBpp0072367, FBpp0305420, FBpp0072366, FBpp0072370, FBpp0072372, FBpp0072373, FBpp0072371	YOL100W_mRNA, YDR490C_mRNA
OG0001348	FBpp0293256, FBpp0306058, FBpp0306057	YNL168C_mRNA
OG0001349	FBpp0078381, FBpp0306969, FBpp0070731, FBpp0300667, FBpp0088004, FBpp0301600	YKL190W_mRNA
OG0001350	FBpp0087152	YJL026W_mRNA, YGR180C_mRNA
OG0001351	FBpp0077742, FBpp0077741, FBpp0301732, FBpp0301731	YDL064W_mRNA
OG0001352	FBpp0083956, FBpp0083951, FBpp0083953, FBpp0083954, FBpp0083952, FBpp0083955	YAL021C_mRNA
OG0001354	FBpp0084349, FBpp0075750, FBpp0075749	YKL024C_mRNA
OG0001357	FBpp0079332	YDR246W_mRNA
OG0001358	FBpp0073529, FBpp0073528, FBpp0080079	YDL045C_mRNA
OG0001360	FBpp0301950, FBpp0297241, FBpp0084841, FBpp0303328, FBpp0084840, FBpp0305955, FBpp0305954	YFL017C_mRNA
OG0001362	FBpp0291566, FBpp0291565, FBpp0082788, FBpp0082787	YJL014W_mRNA
OG0001363	FBpp0082469	YNL025C_mRNA
OG0001364	FBpp0304096, FBpp0304095, FBpp0082897	YLR116W_mRNA
OG0001365	FBpp0302559, FBpp0081283	YCR047C_mRNA
OG0001366	FBpp0077799, FBpp0077800, FBpp0307923	YML080W_mRNA
OG0001371	FBpp0305264, FBpp0075510	YPL181W_mRNA, YJL105W_mRNA, YKR029C_mRNA
OG0001375	FBpp0079233	YOR085W_mRNA
OG0001382	FBpp0308636, FBpp0087151	YGR101W_mRNA
OG0001384	FBpp0288910, FBpp0305704, FBpp0305705, FBpp0303421	YOR360C_mRNA
OG0001420	FBpp0081255	YOR191W_mRNA
OG0001421	FBpp0070143	YLR061W_mRNA, YFL034C-A_mRNA
OG0001422	FBpp0071808	YER117W_mRNA, YBL087C_mRNA
OG0001424	FBpp0300838, FBpp0073876	YMR150C_mRNA
OG0001425	FBpp0084188, FBpp0293235	YDR002W_mRNA
OG0001428	FBpp0072041	YDL164C_mRNA
OG0001432	FBpp0290255, FBpp0309469	YPL138C_mRNA
OG0001435	FBpp0292905, FBpp0079520, FBpp0310306	YLR455W_mRNA
OG0001437	FBpp0085485, FBpp0085483, FBpp0085484, FBpp0085486, FBpp0075821, FBpp0291555, FBpp0075822	YPL234C_mRNA, YEL027W_mRNA
OG0001439	FBpp0087164	YCL043C_mRNA, YDR518W_mRNA
OG0001440	FBpp0308637, FBpp0077036, FBpp0309677, FBpp0308638	YOR307C_mRNA, YJL193W_mRNA
OG0001441	FBpp0075247	YKL127W_mRNA, YMR105C_mRNA
OG0001447	FBpp0087947, FBpp0087948, FBpp0111966, FBpp0308270, FBpp0308269, FBpp0308268	YMR207C_mRNA, YNR016C_mRNA
OG0001448	FBpp0078332, FBpp0311430, FBpp0311431, FBpp0307745	YDL141W_mRNA
OG0001451	FBpp0307011, FBpp0083859	YIL063C_mRNA
OG0001452	FBpp0310252, FBpp0080109, FBpp0307148, FBpp0080923	YDR107C_mRNA, YLR083C_mRNA
OG0001453	FBpp0086899, FBpp0086900, FBpp0306828	YGL049C_mRNA
OG0001455	FBpp0084123	YCL057W_mRNA
OG0001456	FBpp0071631, FBpp0074830, FBpp0300970	YDR513W_mRNA, YCL035C_mRNA
OG0001460	FBpp0071449	YDR378C_mRNA
OG0001460	FBpp0087118	YPR182W_mRNA
OG0001463	FBpp0071051, FBpp0311458, FBpp0071052, FBpp0071050	YJL191W_mRNA, YCR031C_mRNA
OG0001465	FBpp0078510, FBpp0311384, FBpp0311383, FBpp0078511	YDL055C_mRNA
OG0001467	FBpp0079615, FBpp0305673	YPR086W_mRNA
OG0001469	FBpp0075994	YDR454C_mRNA
OG0001470	FBpp0083050, FBpp0305964, FBpp0296964, FBpp0080551	YDR221W_mRNA
OG0001473	FBpp0112137, FBpp0082118	YLL029W_mRNA
OG0001474	FBpp0085340, FBpp0085339, FBpp0085343, FBpp0307592, FBpp0085341, FBpp0112984	YKR031C_mRNA
OG0001475	FBpp0075663	YPL020C_mRNA
OG0001476	FBpp0307201, FBpp0078354	YNL069C_mRNA, YIL133C_mRNA
OG0001477	FBpp0085627, FBpp0085626, FBpp0307617, FBpp0089149	YGL017W_mRNA
OG0001480	FBpp0310469, FBpp0310470, FBpp0080203, FBpp0301208	YOL090W_mRNA
OG0001481	FBpp0084666, FBpp0291987, FBpp0112413, FBpp0291986, FBpp0291990, FBpp0112410, FBpp0112417, FBpp0291988, FBpp0112415, FBpp0291989	YMR085W_mRNA, YKL104C_mRNA
OG0001483	FBpp0080489	YLR086W_mRNA
OG0001485	FBpp0309846, FBpp0073606	YEL020W-A_mRNA
OG0001486	FBpp0089009	YGR124W_mRNA, YPR145W_mRNA
OG0001487	FBpp0074597, FBpp0074598	YHR144C_mRNA
OG0001488	FBpp0071006, FBpp0292475	YGR031W_mRNA
OG0001489	FBpp0079628	YPR105C_mRNA
OG0001490	FBpp0077277	YPL152W_mRNA, YIL153W_mRNA
OG0001491	FBpp0110581, FBpp0110523, FBpp0110563, FBpp0110483	YNL240C_mRNA
OG0001492	FBpp0293061	YER029C_mRNA
OG0001493	FBpp0071892	YDL014W_mRNA
OG0001495	FBpp0311937, FBpp0084293, FBpp0291641, FBpp0086654, FBpp0291639, FBpp0291640	YPR028W_mRNA
OG0001496	FBpp0077206, FBpp0309920	YOR069W_mRNA
OG0001497	FBpp0077263	YBR223C_mRNA
OG0001498	FBpp0085630	YEL020C_mRNA
OG0001501	FBpp0085725, FBpp0085724	YPL046C_mRNA
OG0001502	FBpp0076782, FBpp0076784, FBpp0076783	YGL097W_mRNA
OG0001503	FBpp0289623, FBpp0302010, FBpp0289624, FBpp0071525, FBpp0071527, FBpp0071526	YPR184W_mRNA
OG0001507	FBpp0071501	YBR089C-A_mRNA
OG0001512	FBpp0082467, FBpp0073659	YFR002W_mRNA
OG0001515	FBpp0075069, FBpp0303947	YPR191W_mRNA
OG0001523	FBpp0080862, FBpp0080861, FBpp0297344, FBpp0080860	YDL101C_mRNA
OG0001525	FBpp0306059, FBpp0083434, FBpp0303082	YIL046W_mRNA
OG0001530	FBpp0086616	YOL078W_mRNA
OG0001535	FBpp0305495, FBpp0305494	YML030W_mRNA
OG0001537	FBpp0312554, FBpp0312553, FBpp0312555, FBpp0312556, FBpp0308254, FBpp0308253, FBpp0308255, FBpp0308256	YBR041W_mRNA
OG0001574	FBpp0083604, FBpp0083607, FBpp0089284, FBpp0083606	YPL218W_mRNA
OG0001576	FBpp0078775, FBpp0293022	YCR032W_mRNA
OG0001580	FBpp0100008, FBpp0074024	YMR292W_mRNA
OG0001583	FBpp0077121	YBR126C_mRNA, YDR074W_mRNA, YML100W_mRNA, YMR261C_mRNA
OG0001584	FBpp0073002	YML038C_mRNA
OG0001586	FBpp0080401	YML025C_mRNA
OG0001588	FBpp0080855	YHR168W_mRNA
OG0001592	FBpp0311572, FBpp0079187, FBpp0303680	YMR116C_mRNA, YPR178W_mRNA
OG0001593	FBpp0078430, FBpp0310301, FBpp0088641, FBpp0076949, FBpp0112618, FBpp0311388	YJL143W_mRNA
OG0001594	FBpp0297276, FBpp0079817	YIR006C_mRNA
OG0001595	FBpp0071168	YML060W_mRNA
OG0001599	FBpp0081184, FBpp0311434, FBpp0290837, FBpp0089420, FBpp0089369, FBpp0293442	YGR274C_mRNA
OG0001601	FBpp0304794, FBpp0304795, FBpp0304796, FBpp0304797, FBpp0079072, FBpp0079073	YNL071W_mRNA
OG0001603	FBpp0088970, FBpp0088440, FBpp0308324, FBpp0088439	YNL096C_mRNA, YOR096W_mRNA
OG0001605	FBpp0084040, FBpp0084039, FBpp0297301	YLR015W_mRNA
OG0001606	FBpp0082985, FBpp0075605, FBpp0075634	YKL085W_mRNA
OG0001609	FBpp0082677	YLR285W_mRNA
OG0001610	FBpp0290138, FBpp0307216, FBpp0307217, FBpp0081308, FBpp0081307, FBpp0290139	YJL207C_mRNA
OG0001613	FBpp0073988, FBpp0309384	YKR009C_mRNA
OG0001615	FBpp0302775, FBpp0306431, FBpp0081368	YJL004C_mRNA
OG0001618	FBpp0082588, FBpp0082589	YBR034C_mRNA
OG0001620	FBpp0083377, FBpp0083376, FBpp0311976	YLR287C-A_mRNA, YOR182C_mRNA
OG0001621	FBpp0084383, FBpp0305527, FBpp0071297, FBpp0071296, FBpp0086530	YGL253W_mRNA, YFR053C_mRNA
OG0001623	FBpp0309286, FBpp0080729, FBpp0089380, FBpp0309287	YBR059C_mRNA, YIL095W_mRNA, YNL020C_mRNA
OG0001624	FBpp0288463, FBpp0075829, FBpp0305417, FBpp0296928	YLR008C_mRNA
OG0001625	FBpp0074180, FBpp0311353, FBpp0309957, FBpp0309958, FBpp0300392, FBpp0082465	YJR123W_mRNA
OG0001626	FBpp0290924, FBpp0079776	YPR045C_mRNA
OG0001629	FBpp0305188, FBpp0077675	YMR026C_mRNA
OG0001630	FBpp0071846	YER074W_mRNA, YIL069C_mRNA
OG0001631	FBpp0075114, FBpp0075115	YLR372W_mRNA, YJL196C_mRNA, YCR034W_mRNA
OG0001632	FBpp0294018, FBpp0301956, FBpp0087981, FBpp0111813, FBpp0086444, FBpp0086442, FBpp0086443	YIL155C_mRNA
OG0001633	FBpp0085260, FBpp0085259, FBpp0085258	YNL281W_mRNA, YDR214W_mRNA
OG0001635	FBpp0085616	YBR142W_mRNA
OG0001636	FBpp0079168, FBpp0311488	YNL162W_mRNA, YHR141C_mRNA
OG0001638	FBpp0070395, FBpp0290016	YKL073W_mRNA
OG0001640	FBpp0087272	YDR376W_mRNA
OG0001642	FBpp0083173	YOR258W_mRNA
OG0001643	FBpp0087238, FBpp0087239, FBpp0303472, FBpp0303473, FBpp0303471	YFL024C_mRNA
