Orthogroup	fly	neurospora
OG0000853	FBpp0297127, FBpp0072250, FBpp0271761	EAA35908, EAA34328
OG0000855	FBpp0071071, FBpp0077075, FBpp0081035, FBpp0303796, FBpp0303795, FBpp0303794	EAA34083
OG0000857	FBpp0071753	EAA34643
OG0000862	FBpp0087353	ESA44030
OG0000877	FBpp0087821	EAA36009
OG0000878	FBpp0306192, FBpp0271846, FBpp0076008	EAA35807
OG0000880	FBpp0074278, FBpp0309628	EAA28812
OG0000880	FBpp0077290, FBpp0303790	ESA41952
OG0000882	FBpp0306915, FBpp0083851, FBpp0293109	EAA31174, EAA36291
OG0000883	FBpp0088190, FBpp0305835, FBpp0088191, FBpp0083927	EAA29819
OG0000884	FBpp0086896, FBpp0086895, FBpp0304618, FBpp0304619, FBpp0311648, FBpp0077736	EAA34961
OG0000887	FBpp0288674, FBpp0070792, FBpp0311477	ESA42065, EAA30682
OG0000888	FBpp0070431	EAA36113
OG0000889	FBpp0077369	EAA32011
OG0000891	FBpp0294043, FBpp0086738, FBpp0086739, FBpp0086740	ESA42123, EAA29350
OG0000892	FBpp0086973, FBpp0311394, FBpp0086971, FBpp0086972	EAA36539
OG0000893	FBpp0087449	EAA28467
OG0000895	FBpp0074216, FBpp0074217, FBpp0074215	EAA27341
OG0000896	FBpp0312600, FBpp0312599, FBpp0291001, FBpp0291000, FBpp0112118, FBpp0081437, FBpp0306436, FBpp0306437, FBpp0311088, FBpp0076840	EAA34077
OG0000898	FBpp0293055, FBpp0079602, FBpp0079601, FBpp0079599, FBpp0079600, FBpp0079603, FBpp0304027, FBpp0304028, FBpp0304029, FBpp0293056, FBpp0079604	EAA28452
OG0000899	FBpp0289957, FBpp0073392, FBpp0073391, FBpp0304866, FBpp0289956	EDO65344, EAA33160, EAA34192
OG0000901	FBpp0083185	ESA42364
OG0000901	FBpp0309691, FBpp0071529, FBpp0071528, FBpp0071530	EAA29066
OG0000902	FBpp0082295	EAA33145
OG0000903	FBpp0074833, FBpp0312574, FBpp0305858	EAA26892
OG0000904	FBpp0070675, FBpp0070672, FBpp0070674, FBpp0294004, FBpp0077590, FBpp0077591, FBpp0297908	ESA43935
OG0000907	FBpp0088490, FBpp0088945	EAA27490
OG0000908	FBpp0290191, FBpp0290196, FBpp0088741, FBpp0290201, FBpp0290195, FBpp0290193, FBpp0290198, FBpp0290192, FBpp0290199, FBpp0309328, FBpp0309327, FBpp0290197, FBpp0290194, FBpp0290200	ESA43193
OG0000909	FBpp0076648	EAA26564
OG0000910	FBpp0082816	EAA33763
OG0000911	FBpp0078735, FBpp0297903, FBpp0297906, FBpp0304065, FBpp0078734, FBpp0297905, FBpp0297907, FBpp0297904	EAA31126
OG0000912	FBpp0075877	EAA34690
OG0000912	FBpp0307386, FBpp0070134	ESA43861, EAA27034
OG0000916	FBpp0073126, FBpp0302668, FBpp0083275, FBpp0311634, FBpp0086858	EAA28512
OG0000950	FBpp0306957, FBpp0291436, FBpp0291437, FBpp0312292	EAA31204
OG0000954	FBpp0305148, FBpp0086819, FBpp0297135, FBpp0086818	ESA44070
OG0000955	FBpp0078341, FBpp0078338, FBpp0288654	EAA34612, ESA42297, EAA31403
OG0000956	FBpp0302689, FBpp0303601, FBpp0302687, FBpp0075147, FBpp0302690, FBpp0302688	EAA33420
OG0000957	FBpp0084240	EAA33206
OG0000959	FBpp0077665, FBpp0080096, FBpp0080095, FBpp0078744, FBpp0078743, FBpp0078742, FBpp0073291, FBpp0073290	EAA27264
OG0000963	FBpp0077151	EAA36174
OG0000964	FBpp0304657, FBpp0073287, FBpp0073285	EAA30044
OG0000965	FBpp0071848, FBpp0304962, FBpp0078014, FBpp0078013	EAA26759
OG0000968	FBpp0304398, FBpp0075713	EAA32748
OG0000969	FBpp0081810, FBpp0081809, FBpp0293340	EAA29641
OG0000970	FBpp0292384, FBpp0309387, FBpp0290268, FBpp0290266, FBpp0301184, FBpp0309386, FBpp0301185, FBpp0073664, FBpp0290267	EAA36130
OG0000971	FBpp0075543, FBpp0312455, FBpp0112101, FBpp0078188	EAA33562
OG0000972	FBpp0304751, FBpp0080281, FBpp0073866	EAA36458
OG0000973	FBpp0306232, FBpp0078134	ESA44180
OG0000975	FBpp0311537, FBpp0074941, FBpp0304226, FBpp0311214	EAA30970
OG0000976	FBpp0077022	EAA32039
OG0000977	FBpp0082729	ESA43281
OG0000979	FBpp0077502	EAA32524
OG0000980	FBpp0072055, FBpp0070654, FBpp0070655	EAA31511
OG0000980	FBpp0080391	EAA35783
OG0000982	FBpp0080689, FBpp0080688, FBpp0307803	EAA32745
OG0000983	FBpp0087863, FBpp0087864	ESA42242
OG0000985	FBpp0288673	EAA35965
OG0000985	FBpp0081246, FBpp0081245, FBpp0081244	EAA32661
OG0000988	FBpp0082809, FBpp0078025, FBpp0305645, FBpp0073112, FBpp0112050, FBpp0112049	EAA33087
OG0000991	FBpp0079158, FBpp0079161, FBpp0079160, FBpp0079159, FBpp0297143, FBpp0297142, FBpp0305309	EAA34366
OG0000992	FBpp0080408	EDO64952
OG0000993	FBpp0086117, FBpp0309189	EAA27538
OG0000996	FBpp0309158, FBpp0309157, FBpp0293466, FBpp0293469, FBpp0293468, FBpp0293467	EAA33052
OG0001022	FBpp0076011, FBpp0076010, FBpp0088499, FBpp0305074, FBpp0089023, FBpp0297199, FBpp0305073, FBpp0088500	EAA29993
OG0001024	FBpp0308815, FBpp0073259, FBpp0080988, FBpp0307146	EAA31814
OG0001027	FBpp0076681, FBpp0076680, FBpp0076679, FBpp0076682, FBpp0310698, FBpp0300165, FBpp0300166, FBpp0076683	EAA30422
OG0001031	FBpp0083269, FBpp0083270, FBpp0291533	EAA31664, EAA31726
OG0001033	FBpp0074657, FBpp0074656, FBpp0074655, FBpp0074654, FBpp0304456, FBpp0110399, FBpp0304457, FBpp0074658	EAA29385
OG0001035	FBpp0088675, FBpp0309141, FBpp0309142	EAA32577
OG0001036	FBpp0308454, FBpp0308453, FBpp0289417, FBpp0087661, FBpp0291658	EAA32152
OG0001038	FBpp0289795, FBpp0077774, FBpp0077773, FBpp0310163, FBpp0310164, FBpp0073345, FBpp0310162, FBpp0073344, FBpp0089332	ESA42763, EAA31668
OG0001039	FBpp0085338, FBpp0089237, FBpp0305890, FBpp0071031	EAA32309
OG0001040	FBpp0079500, FBpp0303531, FBpp0311561	EAA30574
OG0001041	FBpp0312339, FBpp0082957, FBpp0312070, FBpp0312069, FBpp0071427	EAA27012
OG0001042	FBpp0081609	EAA30512, EAA28154
OG0001043	FBpp0080638	EAA27140
OG0001044	FBpp0312095, FBpp0079914, FBpp0079913, FBpp0079915	EAA35752, ESA41972
OG0001048	FBpp0077159, FBpp0306837	EAA32676, ESA42315
OG0001049	FBpp0084418, FBpp0308349	ESA42247
OG0001050	FBpp0081372, FBpp0081370, FBpp0081371, FBpp0074898	EAA32178
OG0001051	FBpp0306074, FBpp0076407, FBpp0306682	EAA27066
OG0001052	FBpp0073279, FBpp0073280, FBpp0073278, FBpp0073277, FBpp0312078, FBpp0073282, FBpp0073281, FBpp0306086	ESA43737
OG0001053	FBpp0086226, FBpp0311603	EAA32343, ESA41862
OG0001055	FBpp0077868	EAA32460
OG0001055	FBpp0289153, FBpp0306285, FBpp0306286	EAA31178
OG0001057	FBpp0086042, FBpp0309242	EAA28961
OG0001058	FBpp0302051, FBpp0087901	EDO65467
OG0001059	FBpp0081507	EAA31670
OG0001059	FBpp0072385	EAA30496
OG0001060	FBpp0074587, FBpp0078483	EAA26972
OG0001061	FBpp0080611, FBpp0304877, FBpp0304876, FBpp0304878	EAA30917
OG0001063	FBpp0311939, FBpp0083990	EAA31449
OG0001063	FBpp0078068, FBpp0078067, FBpp0305337	EAA34441
OG0001075	FBpp0074792, FBpp0078554, FBpp0078555, FBpp0078553, FBpp0078556	EAA28462
OG0001077	FBpp0076121	ESA42654
OG0001084	FBpp0099886, FBpp0308597, FBpp0080443, FBpp0080442, FBpp0080441	ESA44148
OG0001088	FBpp0089202, FBpp0309290, FBpp0085861, FBpp0089201, FBpp0311418, FBpp0085862, FBpp0085860	ESA42238
OG0001103	FBpp0086269, FBpp0086270	EAA35928
OG0001105	FBpp0308424, FBpp0303346, FBpp0293334, FBpp0301949, FBpp0301099, FBpp0078359, FBpp0078360	EAA32168
OG0001106	FBpp0073626, FBpp0073624, FBpp0073625, FBpp0073623, FBpp0290052, FBpp0087321	ESA43161
OG0001109	FBpp0087214	EAA34547
OG0001110	FBpp0308722, FBpp0079059, FBpp0099760	EAA27164
OG0001111	FBpp0083761, FBpp0083762	EAA34454
OG0001113	FBpp0293227, FBpp0099974, FBpp0099975, FBpp0297239, FBpp0308836	EDO65422
OG0001115	FBpp0086831	EAA31783
OG0001116	FBpp0079514	EAA29460
OG0001119	FBpp0087980, FBpp0087979, FBpp0088809, FBpp0293707, FBpp0088808	EAA28313
OG0001120	FBpp0311774, FBpp0078896	EAA29599
OG0001122	FBpp0079209, FBpp0307180, FBpp0079208	EAA35794
OG0001123	FBpp0310750, FBpp0082556, FBpp0082555, FBpp0082557	EAA35455, EAA34252
OG0001126	FBpp0080946, FBpp0308640, FBpp0308639, FBpp0292068, FBpp0292069, FBpp0080948, FBpp0080949, FBpp0292071, FBpp0311736, FBpp0292070, FBpp0080947, FBpp0308641, FBpp0080952, FBpp0308643, FBpp0308642, FBpp0080951, FBpp0078370	EAA30886
OG0001127	FBpp0303950, FBpp0075117	EAA26779
OG0001128	FBpp0305273, FBpp0076709, FBpp0076708, FBpp0076710, FBpp0076711	EAA32230
OG0001129	FBpp0087609, FBpp0087610, FBpp0087608	EAA36011
OG0001130	FBpp0071303	EAA31835
OG0001131	FBpp0079943, FBpp0312096	EAA32658
OG0001132	FBpp0306628, FBpp0083676, FBpp0083675, FBpp0301003, FBpp0083677	EAA28777
OG0001133	FBpp0070418	EAA33383
OG0001134	FBpp0086706, FBpp0308986, FBpp0086373	EAA30967
OG0001135	FBpp0080020, FBpp0080022, FBpp0080021, FBpp0306793	EAA31843
OG0001136	FBpp0075903	EAA29528, EAA32493
OG0001137	FBpp0293236, FBpp0084242	EAA36522
OG0001138	FBpp0083905, FBpp0304717, FBpp0311350, FBpp0074087, FBpp0074086, FBpp0074088, FBpp0309135	EAA33711
OG0001139	FBpp0288731, FBpp0300993, FBpp0300991, FBpp0300992, FBpp0099780, FBpp0288550, FBpp0300994, FBpp0288549, FBpp0288548, FBpp0099777, FBpp0099778	ESA44418
OG0001142	FBpp0088286	EAA33195, EAA32569, EAA34618
OG0001143	FBpp0072787, FBpp0072788	ESA42650
OG0001144	FBpp0293259	ESA44213
OG0001146	FBpp0310477, FBpp0290652, FBpp0292914, FBpp0292918, FBpp0306923, FBpp0292920, FBpp0292915, FBpp0310479, FBpp0306924, FBpp0292917, FBpp0310478	ESA42269
OG0001147	FBpp0111858, FBpp0289088, FBpp0078848, FBpp0078849, FBpp0309829	EAA31717
OG0001148	FBpp0084970, FBpp0088515, FBpp0084081, FBpp0293017, FBpp0304956, FBpp0304955, FBpp0075782, FBpp0075781	EAA28274, EAA36099
OG0001150	FBpp0083939	ESA44025
OG0001151	FBpp0304113, FBpp0071158, FBpp0071159, FBpp0304114, FBpp0304112, FBpp0111877, FBpp0111876, FBpp0084094, FBpp0307940	EAA31314
OG0001155	FBpp0072870, FBpp0072871, FBpp0072872, FBpp0072873, FBpp0112044, FBpp0072862, FBpp0072868, FBpp0072861, FBpp0072864, FBpp0072869, FBpp0112043, FBpp0304423, FBpp0112042, FBpp0072863, FBpp0072865, FBpp0072866	EAA34877
OG0001157	FBpp0422604, FBpp0081114, FBpp0073791, FBpp0310587, FBpp0310195, FBpp0073800, FBpp0310796, FBpp0073797, FBpp0084360, FBpp0073804, FBpp0073803, FBpp0073802, FBpp0073801, FBpp0073793, FBpp0310036, FBpp0073796, FBpp0073792	EAA34651, EAA30872, EAA31038
OG0001158	FBpp0311541, FBpp0074785, FBpp0301959	ESA43877, EAA31130, EAA28655
OG0001160	FBpp0271759, FBpp0100165, FBpp0100166, FBpp0100164, FBpp0077305, FBpp0307129, FBpp0288714, FBpp0310711, FBpp0297910, FBpp0087885, FBpp0297909, FBpp0079389, FBpp0079388, FBpp0079390, FBpp0077376, FBpp0077375	EAA29020, EAA30349
OG0001161	FBpp0084766, FBpp0306890, FBpp0303862, FBpp0303861, FBpp0080412, FBpp0303863	EAA35854
OG0001166	FBpp0084326, FBpp0303215, FBpp0100151, FBpp0303216, FBpp0084327	EAA27028
OG0001197	FBpp0070998	EAA34358
OG0001203	FBpp0303776, FBpp0085053	EAA28809
OG0001206	FBpp0289148, FBpp0289147, FBpp0306039	EAA31550
OG0001207	FBpp0078490, FBpp0297243	EAA33071, EAA35197
OG0001208	FBpp0082521	EAA31879
OG0001210	FBpp0085586, FBpp0085585	EAA27558
OG0001211	FBpp0087706, FBpp0087705	EAA31360
OG0001212	FBpp0291523, FBpp0082893	EAA27698
OG0001213	FBpp0077402, FBpp0307127, FBpp0077403	EAA27684
OG0001215	FBpp0077066, FBpp0070054, FBpp0070051	EAA27966
OG0001216	FBpp0113041, FBpp0076392, FBpp0076396, FBpp0113040, FBpp0305272, FBpp0076393, FBpp0076394, FBpp0076391, FBpp0076390	ESA42218
OG0001218	FBpp0080714, FBpp0070323, FBpp0291627, FBpp0289482, FBpp0070320, FBpp0070321, FBpp0070322, FBpp0289483	EAA30605
OG0001220	FBpp0071794	EAA36409
OG0001221	FBpp0087704	EAA31583
OG0001224	FBpp0305432, FBpp0078778, FBpp0305430, FBpp0078779, FBpp0305431, FBpp0078777, FBpp0071884	EAA35159
OG0001226	FBpp0311286, FBpp0305562, FBpp0076602	EAA27337
OG0001227	FBpp0083501	EAA32686
OG0001228	FBpp0302814, FBpp0083981, FBpp0292857, FBpp0083980	EAA28369
OG0001229	FBpp0071519, FBpp0071518, FBpp0296949	EAA28550
OG0001231	FBpp0081504, FBpp0081505	ESA41942, EAA32098
OG0001232	FBpp0312046, FBpp0073488	EAA35573, ESA44238
OG0001233	FBpp0082657, FBpp0311409, FBpp0271880	EAA31241
OG0001234	FBpp0311872, FBpp0071170	EAA32566
OG0001236	FBpp0289242, FBpp0304023	EAA27711
OG0001237	FBpp0076221, FBpp0076217, FBpp0076219, FBpp0076218, FBpp0306017, FBpp0306016, FBpp0076220, FBpp0076215, FBpp0076216, FBpp0076464, FBpp0076672	EAA35367
OG0001239	FBpp0302863, FBpp0302862, FBpp0312165, FBpp0076414, FBpp0076415, FBpp0076416, FBpp0302864, FBpp0304068, FBpp0081016	EAA27491
OG0001240	FBpp0082288	EDO64867
OG0001241	FBpp0086406, FBpp0079770	EAA34883
OG0001243	FBpp0112594, FBpp0112592, FBpp0112593, FBpp0291455, FBpp0291456, FBpp0291453, FBpp0291454, FBpp0291452, FBpp0291457	EAA32336
OG0001244	FBpp0078425	EAA35921
OG0001245	FBpp0084124, FBpp0307941, FBpp0422970, FBpp0084125	EAA28398
OG0001246	FBpp0297780	EAA30257
OG0001247	FBpp0309981, FBpp0071001	EAA36027
OG0001248	FBpp0311994, FBpp0071252	EAA34708
OG0001250	FBpp0072484	EAA28534
OG0001253	FBpp0073266, FBpp0073265, FBpp0312030	EAA33645
OG0001261	FBpp0076557, FBpp0304975, FBpp0291255	EAA31459
OG0001263	FBpp0078058, FBpp0304182	EAA36585
OG0001265	FBpp0110096, FBpp0303230, FBpp0303231, FBpp0303232, FBpp0079042	EAA29526
OG0001267	FBpp0079540, FBpp0079539	EAA36095
OG0001273	FBpp0085254, FBpp0085255, FBpp0087923, FBpp0087924, FBpp0087921, FBpp0087922	ESA43090
OG0001276	FBpp0087002, FBpp0312447, FBpp0292599, FBpp0087001, FBpp0308713, FBpp0308712, FBpp0293225, FBpp0292598, FBpp0087003, FBpp0087000	ESA43920
OG0001310	FBpp0072560, FBpp0079472	EAA31284, EAA31186, EAA29476
OG0001311	FBpp0085265, FBpp0085266, FBpp0305182	EAA33050
OG0001311	FBpp0084626	EAA36467
OG0001312	FBpp0070716	EAA33468, EAA35039
OG0001313	FBpp0088033	EAA36116
OG0001313	FBpp0076371	EAA35035
OG0001314	FBpp0073826, FBpp0073827, FBpp0073825, FBpp0303431, FBpp0298372, FBpp0298373, FBpp0290988	EAA27738
OG0001319	FBpp0073601, FBpp0073604, FBpp0073605, FBpp0073602, FBpp0073603, FBpp0308869, FBpp0073600	EAA28376
OG0001323	FBpp0083351, FBpp0291529	ESA43432
OG0001324	FBpp0301193, FBpp0071231, FBpp0305942, FBpp0111878, FBpp0089134, FBpp0301194, FBpp0071233, FBpp0071230, FBpp0071232	EAA32041
OG0001325	FBpp0081527, FBpp0081528, FBpp0308319, FBpp0308318, FBpp0084345, FBpp0084346, FBpp0291564	EAA33882
OG0001326	FBpp0087205, FBpp0087203, FBpp0087204	EAA32329
OG0001328	FBpp0078066	EAA31434
OG0001329	FBpp0079753, FBpp0079752, FBpp0309201	EAA35893
OG0001330	FBpp0309730, FBpp0071589	EAA31992
OG0001331	FBpp0291521, FBpp0071924, FBpp0071922, FBpp0071923	EAA27509
OG0001333	FBpp0081185	EAA27694
OG0001334	FBpp0080319	EAA27062
OG0001334	FBpp0306916, FBpp0083853	EAA36252
OG0001337	FBpp0291059, FBpp0082511	EAA31758
OG0001340	FBpp0302990, FBpp0086285	EAA30368
OG0001341	FBpp0312066, FBpp0083802	EAA26938
OG0001345	FBpp0088243, FBpp0300615, FBpp0088242	EAA26738
OG0001346	FBpp0305222, FBpp0077488, FBpp0111925, FBpp0110182, FBpp0301564, FBpp0111924, FBpp0305221, FBpp0110183	EAA34294
OG0001347	FBpp0072369, FBpp0072368, FBpp0072367, FBpp0305420, FBpp0072366, FBpp0072370, FBpp0072372, FBpp0072373, FBpp0072371	EAA26774
OG0001348	FBpp0083584	ESA42983, ESA43762
OG0001348	FBpp0293256, FBpp0306058, FBpp0306057	ESA44089
OG0001349	FBpp0078381, FBpp0306969, FBpp0070731, FBpp0300667, FBpp0088004, FBpp0301600	ESA42479
OG0001350	FBpp0087152	EAA33584
OG0001351	FBpp0077742, FBpp0077741, FBpp0301732, FBpp0301731	EAA31856
OG0001352	FBpp0083956, FBpp0083951, FBpp0083953, FBpp0083954, FBpp0083952, FBpp0083955	ESA42355
OG0001353	FBpp0310518, FBpp0112469	EAA34981
OG0001354	FBpp0084349, FBpp0075750, FBpp0075749	ESA42098, EAA35232
OG0001356	FBpp0071587	EAA29710
OG0001357	FBpp0079332	EDO65306
OG0001358	FBpp0073529, FBpp0073528, FBpp0080079	EAA34574
OG0001359	FBpp0086012, FBpp0309828, FBpp0078847	EAA28423
OG0001360	FBpp0301950, FBpp0297241, FBpp0084841, FBpp0303328, FBpp0084840, FBpp0305955, FBpp0305954	EAA36297
OG0001362	FBpp0291566, FBpp0291565, FBpp0082788, FBpp0082787	EAA27391
OG0001363	FBpp0082469	ESA43662
OG0001364	FBpp0304096, FBpp0304095, FBpp0082897	EAA32030
OG0001365	FBpp0302559, FBpp0081283	EAA35697
OG0001366	FBpp0077799, FBpp0077800, FBpp0307923	EAA27139
OG0001371	FBpp0305264, FBpp0075510	ESA43811, EAA33848, EAA28230
OG0001375	FBpp0079233	EAA27344
OG0001378	FBpp0306589, FBpp0083112, FBpp0083113	EAA32444
OG0001382	FBpp0308636, FBpp0087151	EAA34937
OG0001420	FBpp0081255	EAA28286
OG0001421	FBpp0070143	EAA31672
OG0001422	FBpp0071808	EAA36351
OG0001424	FBpp0300838, FBpp0073876	ESA42619
OG0001425	FBpp0084188, FBpp0293235	ESA43378, EAA31641
OG0001426	FBpp0088946, FBpp0088947, FBpp0088560, FBpp0088564, FBpp0088561, FBpp0088562, FBpp0088563	ESA42656
OG0001428	FBpp0072041	EAA27885
OG0001429	FBpp0307684, FBpp0307683, FBpp0078603, FBpp0297164, FBpp0307685	ESA41815, EAA35570
OG0001435	FBpp0292905, FBpp0079520, FBpp0310306	EDO64997
OG0001437	FBpp0085485, FBpp0085483, FBpp0085484, FBpp0085486, FBpp0075821, FBpp0291555, FBpp0075822	EAA36571, EAA32182
OG0001439	FBpp0087164	EAA29931
OG0001440	FBpp0308637, FBpp0077036, FBpp0309677, FBpp0308638	EAA34208
OG0001441	FBpp0075247	EAA34468
OG0001447	FBpp0087947, FBpp0087948, FBpp0111966, FBpp0308270, FBpp0308269, FBpp0308268	EAA33781
OG0001448	FBpp0078332, FBpp0311430, FBpp0311431, FBpp0307745	EAA31242
OG0001452	FBpp0307148, FBpp0080923	EAA33252
OG0001454	FBpp0304939, FBpp0074594, FBpp0074595	EAA29656
OG0001455	FBpp0084123	EAA33124
OG0001456	FBpp0071631, FBpp0074830, FBpp0300970	EAA32349
OG0001459	FBpp0307962, FBpp0085227	EAA31871
OG0001460	FBpp0071449	EDO64904
OG0001460	FBpp0087118	EAA27289
OG0001461	FBpp0081591, FBpp0305031	EAA35513
OG0001463	FBpp0071051, FBpp0311458, FBpp0071052, FBpp0071050	EAA33715
OG0001465	FBpp0078510, FBpp0311384, FBpp0311383, FBpp0078511	EAA29575
OG0001467	FBpp0079615, FBpp0305673	ESA43022
OG0001469	FBpp0075994	EAA33326
OG0001470	FBpp0083050, FBpp0305964, FBpp0296964, FBpp0080551	EAA31332
OG0001473	FBpp0112137, FBpp0082118	EAA28000
OG0001474	FBpp0085340, FBpp0085339, FBpp0085343, FBpp0307592, FBpp0085341, FBpp0112984	EAA33140, EDO64986, EAA28358
OG0001475	FBpp0075663	EAA34241
OG0001476	FBpp0307201, FBpp0078354	ESA42522
OG0001477	FBpp0085627, FBpp0085626, FBpp0307617, FBpp0089149	EAA27245
OG0001478	FBpp0087333, FBpp0304269	EAA28068
OG0001480	FBpp0310469, FBpp0310470, FBpp0080203, FBpp0301208	EAA30407
OG0001481	FBpp0084666, FBpp0291987, FBpp0112413, FBpp0291986, FBpp0291990, FBpp0112410, FBpp0112417, FBpp0291988, FBpp0112415, FBpp0291989	EAA28758
OG0001482	FBpp0290167, FBpp0087191, FBpp0297171	ESA42851
OG0001483	FBpp0080489	EAA29331
OG0001485	FBpp0309846, FBpp0073606	EAA27347
OG0001486	FBpp0089009	EAA31713
OG0001487	FBpp0074597, FBpp0074598	EAA31684
OG0001488	FBpp0071006, FBpp0292475	EAA26606
OG0001489	FBpp0079628	EDO65277
OG0001490	FBpp0077277	EAA35186, EAA31200
OG0001491	FBpp0110581, FBpp0110523, FBpp0110563, FBpp0110483	EAA36068
OG0001492	FBpp0293061	EAA36403
OG0001493	FBpp0071892	EAA32242
OG0001495	FBpp0311937, FBpp0084293, FBpp0291641, FBpp0086654, FBpp0291639, FBpp0291640	EAA31781
OG0001496	FBpp0077206, FBpp0309920	EAA32057
OG0001497	FBpp0077263	EAA33143
OG0001499	FBpp0289702, FBpp0292258, FBpp0292259, FBpp0083972	EAA29529
OG0001501	FBpp0085725, FBpp0085724	ESA43508
OG0001502	FBpp0076782, FBpp0076784, FBpp0076783	EAA31239
OG0001503	FBpp0289623, FBpp0302010, FBpp0289624, FBpp0071525, FBpp0071527, FBpp0071526	EAA35160
OG0001509	FBpp0309185, FBpp0111300, FBpp0085641, FBpp0072204, FBpp0303868, FBpp0077477, FBpp0085297, FBpp0086076, FBpp0080683	EAA35676
OG0001512	FBpp0082467, FBpp0073659	EAA27672
OG0001514	FBpp0089360, FBpp0074955, FBpp0074957, FBpp0086611, FBpp0082289, FBpp0082310	ESA42397, EAA28427
OG0001515	FBpp0075069, FBpp0303947	EAA26886
OG0001523	FBpp0080862, FBpp0080861, FBpp0297344, FBpp0080860	EAA34608, EAA35234
OG0001525	FBpp0306059, FBpp0083434, FBpp0303082	EAA29133
OG0001530	FBpp0086616	EAA28559
OG0001535	FBpp0305495, FBpp0305494	EAA30270
OG0001537	FBpp0312554, FBpp0312553, FBpp0312555, FBpp0312556, FBpp0308254, FBpp0308253, FBpp0308255, FBpp0308256	EAA30386
OG0001574	FBpp0083604, FBpp0083607, FBpp0089284, FBpp0083606	EDO65417
OG0001576	FBpp0078775, FBpp0293022	EAA36575
OG0001578	FBpp0303606, FBpp0075938	ESA42985
OG0001580	FBpp0100008, FBpp0074024	EAA32998
OG0001583	FBpp0077121	ESA42201, EAA27252, EAA29718, EAA27113, EAA35713
OG0001584	FBpp0073002	EAA34631
OG0001585	FBpp0073018	EAA35091
OG0001586	FBpp0080401	ESA42616
OG0001588	FBpp0080855	EAA32837
OG0001591	FBpp0088796	EAA32155
OG0001592	FBpp0311572, FBpp0079187, FBpp0303680	EAA30834
OG0001593	FBpp0078430, FBpp0310301, FBpp0088641, FBpp0076949, FBpp0112618, FBpp0311388	EAA30931
OG0001595	FBpp0071168	EAA34809
OG0001598	FBpp0310325, FBpp0302977, FBpp0302976, FBpp0111954, FBpp0300959, FBpp0300960, FBpp0080450	EAA30771
OG0001599	FBpp0081184, FBpp0311434, FBpp0290837, FBpp0089420, FBpp0089369, FBpp0293442	EAA36451
OG0001601	FBpp0304794, FBpp0304795, FBpp0304796, FBpp0304797, FBpp0079072, FBpp0079073	EAA33550
OG0001603	FBpp0088970, FBpp0088440, FBpp0308324, FBpp0088439	EAA28493
OG0001605	FBpp0084040, FBpp0084039, FBpp0297301	EAA33397
OG0001606	FBpp0082985, FBpp0075605, FBpp0075634	EAA29172
OG0001609	FBpp0082677	EAA30988
OG0001610	FBpp0290138, FBpp0307216, FBpp0307217, FBpp0081308, FBpp0081307, FBpp0290139	EAA29785
OG0001612	FBpp0086475	EAA29545
OG0001613	FBpp0073988, FBpp0309384	EAA32803
OG0001615	FBpp0302775, FBpp0306431, FBpp0081368	EAA30702
OG0001618	FBpp0082588, FBpp0082589	EAA27639, EAA34674
OG0001619	FBpp0072957, FBpp0072960, FBpp0291507, FBpp0291506, FBpp0297522, FBpp0072959	EAA33690
OG0001620	FBpp0083377, FBpp0083376, FBpp0311976	ESA41925, ESA43783
OG0001621	FBpp0084383, FBpp0305527, FBpp0071297, FBpp0071296, FBpp0086530	EAA31127, EAA33400, ESA43907
OG0001623	FBpp0309286, FBpp0080729, FBpp0089380, FBpp0309287	EAA33682
OG0001624	FBpp0288463, FBpp0075829, FBpp0305417, FBpp0296928	EAA27149
OG0001625	FBpp0074180, FBpp0311353, FBpp0309957, FBpp0309958, FBpp0300392, FBpp0082465	EAA33994
OG0001626	FBpp0290924, FBpp0079776	EAA33100
OG0001627	FBpp0074959, FBpp0304764, FBpp0304765, FBpp0297618	EAA28400
OG0001630	FBpp0071846	EAA28171
OG0001631	FBpp0075114, FBpp0075115	EAA31773
OG0001632	FBpp0087981, FBpp0111813, FBpp0086444, FBpp0086442, FBpp0086443	EAA34209
OG0001633	FBpp0085260, FBpp0085259, FBpp0085258	EAA26847
OG0001635	FBpp0085616	EAA28420
OG0001636	FBpp0079168, FBpp0311488	EAA35304
OG0001638	FBpp0070395, FBpp0290016	EAA33973
OG0001640	FBpp0087272	EAA33439
OG0001642	FBpp0083173	EAA32506
OG0001643	FBpp0087238, FBpp0087239, FBpp0303472, FBpp0303473, FBpp0303471	EAA31357
OG0001646	FBpp0075257, FBpp0306003, FBpp0306004, FBpp0306002, FBpp0112564	EAA26733
OG0001651	FBpp0311990, FBpp0084939, FBpp0082095, FBpp0082098, FBpp0082099, FBpp0082097, FBpp0082096, FBpp0082064, FBpp0075926, FBpp0082205, FBpp0084937	EAA32588
OG0001654	FBpp0070944, FBpp0070946, FBpp0070945, FBpp0309233, FBpp0309234, FBpp0309231, FBpp0309232	EAA29115, EAA31586
OG0001656	FBpp0071578, FBpp0071579	EAA27589
OG0001659	FBpp0072640	ESA43796
OG0001665	FBpp0306216, FBpp0306217, FBpp0075729, FBpp0306218	EAA36419
OG0001677	FBpp0083412	EAA35679
OG0001678	FBpp0088311, FBpp0084146	EAA27770, ESA43188
