Orthogroup	human	yeast
OG0001208	ENSP00000357597, ENSP00000417919, ENSP00000364591, ENSP00000462287, ENSP00000410806	YNL246W_mRNA
OG0001210	ENSP00000211372, ENSP00000393241, ENSP00000403175, ENSP00000416110, ENSP00000412583, ENSP00000432580, ENSP00000437050, ENSP00000431986, ENSP00000434837, ENSP00000434786, ENSP00000431721	YML026C_mRNA, YDR450W_mRNA
OG0001211	ENSP00000437993, ENSP00000439235, ENSP00000229328, ENSP00000441369, ENSP00000254101	YER027C_mRNA, YGL208W_mRNA
OG0001212	ENSP00000449173, ENSP00000369264, ENSP00000450258, ENSP00000446901, ENSP00000480452, ENSP00000449788, ENSP00000448723, ENSP00000388877, ENSP00000329029, ENSP00000376340, ENSP00000389859, ENSP00000369269, ENSP00000448387, ENSP00000448823, ENSP00000446707	YGR246C_mRNA
OG0001213	ENSP00000430909, ENSP00000425260, ENSP00000421608, ENSP00000422444, ENSP00000424974, ENSP00000427499, ENSP00000427008, ENSP00000426860, ENSP00000304229, ENSP00000259667	YDL125C_mRNA
OG0001215	ENSP00000417693, ENSP00000415102, ENSP00000418598, ENSP00000377842, ENSP00000418882, ENSP00000306965, ENSP00000387219	YKL040C_mRNA
OG0001216	ENSP00000446147, ENSP00000331897, ENSP00000390265, ENSP00000260985, ENSP00000410513	YLR174W_mRNA, YNL009W_mRNA, YDL066W_mRNA
OG0001218	ENSP00000382116, ENSP00000385800, ENSP00000402067, ENSP00000399657, ENSP00000382120, ENSP00000390798, ENSP00000412973	YNR074C_mRNA
OG0001220	ENSP00000465477, ENSP00000467830, ENSP00000465259, ENSP00000468458, ENSP00000465497, ENSP00000466975, ENSP00000282050, ENSP00000467037, ENSP00000381736	YBL099W_mRNA
OG0001221	ENSP00000217402, ENSP00000495781, ENSP00000495982, ENSP00000324205, ENSP00000495067, ENSP00000449757, ENSP00000476412, ENSP00000432575, ENSP00000494398, ENSP00000436224, ENSP00000493585, ENSP00000496459, ENSP00000448869, ENSP00000433967, ENSP00000494901, ENSP00000297265	YLR025W_mRNA
OG0001224	ENSP00000408770, ENSP00000393861, ENSP00000416518, ENSP00000282541, ENSP00000446768, ENSP00000301149	YOL059W_mRNA, YDL022W_mRNA
OG0001226	ENSP00000449610, ENSP00000084795, ENSP00000449204, ENSP00000446634, ENSP00000447001	YNL301C_mRNA, YOL120C_mRNA
OG0001227	ENSP00000432006, ENSP00000431379, ENSP00000433755, ENSP00000355940, ENSP00000355941, ENSP00000434801, ENSP00000431376, ENSP00000434276, ENSP00000436364, ENSP00000434428, ENSP00000432730, ENSP00000433143, ENSP00000475492	YMR262W_mRNA
OG0001228	ENSP00000378184, ENSP00000334724, ENSP00000346215, ENSP00000351132, ENSP00000439737, ENSP00000464094, ENSP00000462669, ENSP00000321971	YAL048C_mRNA
OG0001229	ENSP00000497923, ENSP00000294189, ENSP00000418346, ENSP00000418153, ENSP00000420673, ENSP00000417048, ENSP00000418868, ENSP00000418839, ENSP00000419333	YFR032C-A_mRNA
OG0001230	ENSP00000487758, ENSP00000481890, ENSP00000484884, ENSP00000488649, ENSP00000478162, ENSP00000488320, ENSP00000480446, ENSP00000487973, ENSP00000478418, ENSP00000488616, ENSP00000482848, ENSP00000488180, ENSP00000481091, ENSP00000477709, ENSP00000478363, ENSP00000488016, ENSP00000482484, ENSP00000481283	YDR448W_mRNA
OG0001231	ENSP00000460581, ENSP00000461589, ENSP00000458814, ENSP00000461482, ENSP00000461125, ENSP00000339435, ENSP00000476682, ENSP00000461343	YER086W_mRNA, YKL218C_mRNA
OG0001232	ENSP00000362322, ENSP00000362344, ENSP00000377309, ENSP00000406328, ENSP00000400007, ENSP00000486766, ENSP00000362325	YOR241W_mRNA
OG0001233	ENSP00000467406, ENSP00000488011, ENSP00000459113, ENSP00000488047, ENSP00000488187, ENSP00000459955, ENSP00000460708, ENSP00000488272, ENSP00000458412, ENSP00000487678, ENSP00000315693, ENSP00000484240, ENSP00000461047	YJL104W_mRNA
OG0001236	ENSP00000263043, ENSP00000349458, ENSP00000442250, ENSP00000442221, ENSP00000313021, ENSP00000476067, ENSP00000346484	YJL106W_mRNA
OG0001237	ENSP00000425561, ENSP00000389624, ENSP00000280892, ENSP00000423977, ENSP00000421287	YOL139C_mRNA
OG0001239	ENSP00000465470, ENSP00000262139, ENSP00000429654, ENSP00000371821, ENSP00000288828, ENSP00000385297, ENSP00000384945	YFR021W_mRNA
OG0001241	ENSP00000404108, ENSP00000486290, ENSP00000416132, ENSP00000485753, ENSP00000454965, ENSP00000341681, ENSP00000456782, ENSP00000454390, ENSP00000315604, ENSP00000296127, ENSP00000485706, ENSP00000486386, ENSP00000395502, ENSP00000486029, ENSP00000345268, ENSP00000408294, ENSP00000486651	YNL326C_mRNA
OG0001243	ENSP00000442924, ENSP00000267197, ENSP00000481531, ENSP00000474253, ENSP00000262519	YHR119W_mRNA
OG0001244	ENSP00000415326, ENSP00000391765, ENSP00000393929, ENSP00000400028, ENSP00000409425, ENSP00000412698, ENSP00000359818, ENSP00000348097, ENSP00000410008, ENSP00000320059.10, ENSP00000402819	YIL128W_mRNA
OG0001245	ENSP00000467340, ENSP00000385131, ENSP00000435134, ENSP00000366410, ENSP00000496061, ENSP00000495112, ENSP00000496136, ENSP00000340523, ENSP00000296202, ENSP00000412953	YGR010W_mRNA, YLR328W_mRNA
OG0001250	ENSP00000417803, ENSP00000369463, ENSP00000417459, ENSP00000417170, ENSP00000369461, ENSP00000369468, ENSP00000354737, ENSP00000420309	YLR284C_mRNA, YOR180C_mRNA
OG0001253	ENSP00000456737	YOR058C_mRNA
OG0001261	ENSP00000375728, ENSP00000282841, ENSP00000351852, ENSP00000418690, ENSP00000417772, ENSP00000417865, ENSP00000494196, ENSP00000496307, ENSP00000495370, ENSP00000496553	YPL069C_mRNA
OG0001263	ENSP00000491970, ENSP00000349291, ENSP00000491373, ENSP00000430293, ENSP00000491149, ENSP00000347375, ENSP00000411197, ENSP00000349781, ENSP00000396440, ENSP00000276175, ENSP00000366036, ENSP00000386856	YGR100W_mRNA
OG0001265	ENSP00000315627, ENSP00000468210, ENSP00000467705, ENSP00000466423, ENSP00000465546, ENSP00000468427, ENSP00000380880, ENSP00000350188, ENSP00000466491	YMR010W_mRNA
OG0001267	ENSP00000416169, ENSP00000389402, ENSP00000375957, ENSP00000375958, ENSP00000375959, ENSP00000398957, ENSP00000395440, ENSP00000391007, ENSP00000397293, ENSP00000496514, ENSP00000413908, ENSP00000404999, ENSP00000352219, ENSP00000406494	YDR375C_mRNA
OG0001273	ENSP00000363880, ENSP00000485986, ENSP00000363878, ENSP00000444856, ENSP00000414095, ENSP00000363883, ENSP00000363881, ENSP00000482123, ENSP00000387160, ENSP00000473318, ENSP00000326804	YDL132W_mRNA
OG0001276	ENSP00000378402, ENSP00000378403, ENSP00000353622, ENSP00000469740, ENSP00000248054, ENSP00000369131	YOL004W_mRNA
OG0001279	ENSP00000470875, ENSP00000470322, ENSP00000470947, ENSP00000470639, ENSP00000469793, ENSP00000470445, ENSP00000262265, ENSP00000472715, ENSP00000473095, ENSP00000469693, ENSP00000469087, ENSP00000471275, ENSP00000472065, ENSP00000473100, ENSP00000472571	YHR034C_mRNA
OG0001293	ENSP00000420402, ENSP00000417087, ENSP00000417810, ENSP00000341071, ENSP00000418826, ENSP00000410922, ENSP00000403101, ENSP00000369717, ENSP00000347134, ENSP00000417986, ENSP00000296315, ENSP00000420420, ENSP00000418469	YGR070W_mRNA, YLR371W_mRNA
OG0001310	ENSP00000356015, ENSP00000285093, ENSP00000466015, ENSP00000333664, ENSP00000398172	YIL160C_mRNA
OG0001311	ENSP00000307940	YOR133W_mRNA, YDR385W_mRNA
OG0001311	ENSP00000385873, ENSP00000465058, ENSP00000392094, ENSP00000467805	YKL173W_mRNA
OG0001312	ENSP00000471230	YIR009W_mRNA
OG0001313	ENSP00000464047, ENSP00000463004, ENSP00000360621, ENSP00000360623	YLR442C_mRNA, YML065W_mRNA
OG0001313	ENSP00000209728, ENSP00000497975, ENSP00000497345	YJL194W_mRNA
OG0001314	ENSP00000397697, ENSP00000365804, ENSP00000402189, ENSP00000496046, ENSP00000496013, ENSP00000334061, ENSP00000494503	YNL021W_mRNA
OG0001318	ENSP00000456225	YHL017W_mRNA, YKL039W_mRNA
OG0001319	ENSP00000413804, ENSP00000345282, ENSP00000378408, ENSP00000433586	YDR111C_mRNA, YLR089C_mRNA
OG0001323	ENSP00000443969, ENSP00000445819, ENSP00000409705, ENSP00000440179, ENSP00000440326, ENSP00000365837, ENSP00000392451, ENSP00000324726, ENSP00000438948	YPL212C_mRNA, YGL063W_mRNA
OG0001324	ENSP00000377148, ENSP00000454523, ENSP00000299980, ENSP00000312442, ENSP00000380309, ENSP00000450805	YPR029C_mRNA
OG0001325	ENSP00000423983, ENSP00000378163, ENSP00000378162, ENSP00000378160, ENSP00000423316	YIL052C_mRNA, YER056C-A_mRNA
OG0001326	ENSP00000467713, ENSP00000467479, ENSP00000466272, ENSP00000464943, ENSP00000465398, ENSP00000242770, ENSP00000466298, ENSP00000339350, ENSP00000465495, ENSP00000415176, ENSP00000258301, ENSP00000440188, ENSP00000464970	YDR468C_mRNA
OG0001328	ENSP00000455287, ENSP00000492187, ENSP00000492056, ENSP00000455579, ENSP00000457630, ENSP00000492798, ENSP00000491127, ENSP00000492599, ENSP00000455019, ENSP00000491484, ENSP00000491651, ENSP00000457645, ENSP00000319531, ENSP00000492163	YAL044C_mRNA
OG0001329	ENSP00000425250, ENSP00000494836, ENSP00000346022, ENSP00000400467, ENSP00000494697, ENSP00000422191, ENSP00000421872	YGL147C_mRNA, YNL067W_mRNA
OG0001331	ENSP00000394869, ENSP00000406631, ENSP00000479991, ENSP00000233552, ENSP00000477710, ENSP00000394397, ENSP00000429323	YGR083C_mRNA
OG0001333	ENSP00000453930, ENSP00000452697, ENSP00000452684, ENSP00000453997, ENSP00000454193, ENSP00000413121, ENSP00000452932, ENSP00000268220, ENSP00000465281, ENSP00000482872, ENSP00000468633	YIR022W_mRNA
OG0001334	ENSP00000230640	YJL050W_mRNA
OG0001334	ENSP00000412310, ENSP00000372827, ENSP00000400626, ENSP00000399530, ENSP00000394400, ENSP00000364543	YLR398C_mRNA
OG0001337	ENSP00000432298, ENSP00000436986, ENSP00000402796, ENSP00000369424, ENSP00000392714, ENSP00000369427, ENSP00000386068, ENSP00000362584, ENSP00000396057, ENSP00000398242, ENSP00000362592	YEL056W_mRNA
OG0001340	ENSP00000386710, ENSP00000386482, ENSP00000401530, ENSP00000404750, ENSP00000406785, ENSP00000409164, ENSP00000396404, ENSP00000355173, ENSP00000379983, ENSP00000386535, ENSP00000400234, ENSP00000398528	YDL149W_mRNA
OG0001341	ENSP00000435566, ENSP00000436556, ENSP00000416745, ENSP00000433421, ENSP00000278572, ENSP00000433821, ENSP00000436971, ENSP00000434643, ENSP00000433155, ENSP00000437105, ENSP00000431737, ENSP00000436335	YNL178W_mRNA
OG0001342	ENSP00000391690, ENSP00000396240, ENSP00000415201, ENSP00000410643, ENSP00000403407, ENSP00000387951, ENSP00000375937, ENSP00000414796, ENSP00000392790, ENSP00000395173	YJR097W_mRNA
OG0001343	ENSP00000494312, ENSP00000496589, ENSP00000493742, ENSP00000496072, ENSP00000495015, ENSP00000340817, ENSP00000493827, ENSP00000495478, ENSP00000493748, ENSP00000482496, ENSP00000320885, ENSP00000480893	YPL074W_mRNA
OG0001345	ENSP00000421277, ENSP00000425978, ENSP00000421776, ENSP00000425024, ENSP00000421457, ENSP00000423953, ENSP00000426466, ENSP00000424547, ENSP00000421770, ENSP00000426282, ENSP00000346050, ENSP00000425508, ENSP00000422994	YLR441C_mRNA, YML063W_mRNA
OG0001347	ENSP00000395357, ENSP00000344220, ENSP00000268673, ENSP00000373876	YOL100W_mRNA, YDR490C_mRNA
OG0001348	ENSP00000372112, ENSP00000482534, ENSP00000372114, ENSP00000398053	YNL168C_mRNA
OG0001349	ENSP00000454007, ENSP00000335632, ENSP00000300113, ENSP00000490051, ENSP00000363939, ENSP00000384974, ENSP00000387148, ENSP00000234310, ENSP00000387216	YKL190W_mRNA
OG0001350	ENSP00000496624, ENSP00000251810, ENSP00000428115, ENSP00000484318, ENSP00000379248, ENSP00000484183, ENSP00000353770, ENSP00000302955, ENSP00000493399, ENSP00000419177, ENSP00000493425	YJL026W_mRNA, YGR180C_mRNA
OG0001351	ENSP00000457064, ENSP00000348056, ENSP00000380649, ENSP00000324897, ENSP00000380650, ENSP00000384568, ENSP00000385009, ENSP00000455893, ENSP00000384361	YDL064W_mRNA
OG0001352	ENSP00000422087, ENSP00000424896, ENSP00000497467, ENSP00000425571, ENSP00000423750, ENSP00000481893, ENSP00000261951, ENSP00000377024	YAL021C_mRNA
OG0001353	ENSP00000246108	YDL003W_mRNA
OG0001354	ENSP00000360939, ENSP00000398192, ENSP00000360937, ENSP00000362249, ENSP00000494600, ENSP00000362271, ENSP00000223836.10	YKL024C_mRNA
OG0001357	ENSP00000486303, ENSP00000436005, ENSP00000486097, ENSP00000435339, ENSP00000405033, ENSP00000486496, ENSP00000486853, ENSP00000436827, ENSP00000487467, ENSP00000432920, ENSP00000485730, ENSP00000351896, ENSP00000485724, ENSP00000433658, ENSP00000436281, ENSP00000487585	YDR246W_mRNA
OG0001358	ENSP00000357417, ENSP00000292180, ENSP00000357418, ENSP00000357416, ENSP00000317296.10, ENSP00000357413	YDL045C_mRNA
OG0001358	ENSP00000295530	YMR178W_mRNA
OG0001360	ENSP00000452032, ENSP00000496934, ENSP00000216410, ENSP00000452310	YFL017C_mRNA
OG0001362	ENSP00000441847, ENSP00000437824, ENSP00000442058, ENSP00000398044, ENSP00000423052, ENSP00000431543, ENSP00000357242, ENSP00000295688	YJL014W_mRNA
OG0001363	ENSP00000430718, ENSP00000417072, ENSP00000428472, ENSP00000319027, ENSP00000487040, ENSP00000358222, ENSP00000428982, ENSP00000430294, ENSP00000430119, ENSP00000430014, ENSP00000427885, ENSP00000430077, ENSP00000430381, ENSP00000428577	YNL025C_mRNA
OG0001364	ENSP00000406354, ENSP00000366607, ENSP00000366604, ENSP00000396793, ENSP00000227503, ENSP00000334414, ENSP00000366611	YLR116W_mRNA
OG0001365	ENSP00000401191, ENSP00000265758, ENSP00000391410, ENSP00000392039, ENSP00000390048, ENSP00000391761, ENSP00000404981, ENSP00000390136, ENSP00000415387, ENSP00000398314, ENSP00000398732	YCR047C_mRNA
OG0001366	ENSP00000462526, ENSP00000462812, ENSP00000438718, ENSP00000463797, ENSP00000463962, ENSP00000463180, ENSP00000463509, ENSP00000445110, ENSP00000303515, ENSP00000346280	YML080W_mRNA
OG0001371	ENSP00000417156	YPL181W_mRNA
OG0001371	ENSP00000408837	YJL105W_mRNA, YKR029C_mRNA
OG0001375	ENSP00000362433, ENSP00000480732, ENSP00000354649, ENSP00000478379, ENSP00000426880, ENSP00000420829, ENSP00000426973, ENSP00000423426, ENSP00000425777, ENSP00000424544, ENSP00000371450	YOR085W_mRNA
OG0001382	ENSP00000491227, ENSP00000396691, ENSP00000310676, ENSP00000491109, ENSP00000404421, ENSP00000492596, ENSP00000402137, ENSP00000325421, ENSP00000402689, ENSP00000491186, ENSP00000392926, ENSP00000398043	YGR101W_mRNA
OG0001384	ENSP00000381291, ENSP00000335242, ENSP00000369685, ENSP00000328699, ENSP00000291539, ENSP00000381281, ENSP00000381287, ENSP00000381289, ENSP00000381280, ENSP00000381285, ENSP00000335365, ENSP00000344730, ENSP00000381283	YOR360C_mRNA
OG0001420	ENSP00000358478	YOR191W_mRNA
OG0001421	ENSP00000419041, ENSP00000346080, ENSP00000419713, ENSP00000466013, ENSP00000467247, ENSP00000465763, ENSP00000465313, ENSP00000468274, ENSP00000466502, ENSP00000346088	YLR061W_mRNA, YFL034C-A_mRNA
OG0001422	ENSP00000463894, ENSP00000463014, ENSP00000377865, ENSP00000420311, ENSP00000462773, ENSP00000377866, ENSP00000367336	YER117W_mRNA, YBL087C_mRNA
OG0001424	ENSP00000434280, ENSP00000432673, ENSP00000432471, ENSP00000278200, ENSP00000435576, ENSP00000432001, ENSP00000497019, ENSP00000432792	YMR150C_mRNA
OG0001425	ENSP00000413502, ENSP00000384925, ENSP00000404724, ENSP00000401564, ENSP00000327583, ENSP00000395472, ENSP00000404298, ENSP00000400940, ENSP00000404126	YDR002W_mRNA
OG0001428	ENSP00000441531, ENSP00000471380, ENSP00000471836, ENSP00000483027, ENSP00000263274, ENSP00000442841	YDL164C_mRNA
OG0001432	ENSP00000479936, ENSP00000364525, ENSP00000416546, ENSP00000410100, ENSP00000405897, ENSP00000404117, ENSP00000398995, ENSP00000408113	YPL138C_mRNA
OG0001435	ENSP00000467541	YLR455W_mRNA
OG0001437	ENSP00000329757, ENSP00000457782, ENSP00000454868	YPL234C_mRNA, YEL027W_mRNA
OG0001438	ENSP00000369365, ENSP00000483542, ENSP00000265148, ENSP00000423981, ENSP00000426023	YPL155C_mRNA
OG0001439	ENSP00000300289	YCL043C_mRNA, YDR518W_mRNA
OG0001440	ENSP00000387152, ENSP00000400435, ENSP00000394092, ENSP00000470652	YOR307C_mRNA, YJL193W_mRNA
OG0001441	ENSP00000360124, ENSP00000443449, ENSP00000360125, ENSP00000497812, ENSP00000394864, ENSP00000379674, ENSP00000379678	YKL127W_mRNA, YMR105C_mRNA
OG0001444	ENSP00000488210, ENSP00000462497, ENSP00000463109, ENSP00000455269, ENSP00000461517, ENSP00000462451, ENSP00000339164, ENSP00000456622, ENSP00000327179, ENSP00000488560, ENSP00000488036, ENSP00000458843, ENSP00000488731, ENSP00000456317, ENSP00000487999, ENSP00000456709, ENSP00000488622	YDR324C_mRNA
OG0001445	ENSP00000399519, ENSP00000416312, ENSP00000384276, ENSP00000385668, ENSP00000383928, ENSP00000441266, ENSP00000474411, ENSP00000415723, ENSP00000485824, ENSP00000384269, ENSP00000348471	YFR024C-A_mRNA, YHR016C_mRNA
OG0001447	ENSP00000341044, ENSP00000443494, ENSP00000367079, ENSP00000482368, ENSP00000480031, ENSP00000483674, ENSP00000478547	YMR207C_mRNA, YNR016C_mRNA
OG0001448	ENSP00000479939, ENSP00000382071, ENSP00000338387	YDL141W_mRNA
OG0001451	ENSP00000466510, ENSP00000468815, ENSP00000404837, ENSP00000034275, ENSP00000466761, ENSP00000341483, ENSP00000465085, ENSP00000464774, ENSP00000421853, ENSP00000421149, ENSP00000296604	YIL063C_mRNA
OG0001452	ENSP00000381104, ENSP00000217315, ENSP00000365567, ENSP00000493515	YDR107C_mRNA, YLR083C_mRNA
OG0001453	ENSP00000492820, ENSP00000433561, ENSP00000340281, ENSP00000433664, ENSP00000433371, ENSP00000379778, ENSP00000431583, ENSP00000435523, ENSP00000433121, ENSP00000431511, ENSP00000433335	YGL049C_mRNA
OG0001455	ENSP00000465545, ENSP00000304467, ENSP00000466653, ENSP00000465895, ENSP00000378638, ENSP00000464786, ENSP00000465855, ENSP00000467226, ENSP00000426959, ENSP00000427417, ENSP00000423214, ENSP00000370372	YCL057W_mRNA
OG0001456	ENSP00000356410, ENSP00000494652, ENSP00000356409	YDR513W_mRNA, YCL035C_mRNA
OG0001460	ENSP00000422392, ENSP00000427036, ENSP00000296581, ENSP00000420929, ENSP00000497311	YDR378C_mRNA
OG0001460	ENSP00000447751, ENSP00000447127, ENSP00000266735	YPR182W_mRNA
OG0001463	ENSP00000385425, ENSP00000311028, ENSP00000429856, ENSP00000496665, ENSP00000428509, ENSP00000385958	YJL191W_mRNA, YCR031C_mRNA
OG0001465	ENSP00000418565, ENSP00000311130, ENSP00000309092	YDL055C_mRNA
OG0001467	ENSP00000359531, ENSP00000402345, ENSP00000415741	YPR086W_mRNA
OG0001469	ENSP00000401832, ENSP00000375738, ENSP00000355684, ENSP00000355691, ENSP00000355687, ENSP00000317659, ENSP00000355683, ENSP00000355682, ENSP00000403664, ENSP00000355689, ENSP00000407604, ENSP00000355677, ENSP00000355679	YDR454C_mRNA
OG0001470	ENSP00000465889, ENSP00000464835, ENSP00000465821, ENSP00000465047, ENSP00000467566, ENSP00000465948, ENSP00000466012, ENSP00000465489, ENSP00000465461, ENSP00000466134	YDR221W_mRNA
OG0001471	ENSP00000433269	YJL041W_mRNA
OG0001473	ENSP00000360146, ENSP00000360147	YLL029W_mRNA
OG0001474	ENSP00000459571, ENSP00000263088, ENSP00000348681, ENSP00000342793	YKR031C_mRNA
OG0001475	ENSP00000448597, ENSP00000450076, ENSP00000394791, ENSP00000447328, ENSP00000479187, ENSP00000314029, ENSP00000403712, ENSP00000296257, ENSP00000399201, ENSP00000393197	YPL020C_mRNA
OG0001476	ENSP00000470037, ENSP00000477755, ENSP00000375730	YNL069C_mRNA, YIL133C_mRNA
OG0001477	ENSP00000358036, ENSP00000444852, ENSP00000397787, ENSP00000405099, ENSP00000440881, ENSP00000358039, ENSP00000224652	YGL017W_mRNA
OG0001480	ENSP00000442697, ENSP00000496441, ENSP00000384199, ENSP00000495455, ENSP00000495543, ENSP00000496351, ENSP00000411482, ENSP00000233146	YOL090W_mRNA
OG0001481	ENSP00000349860, ENSP00000354347, ENSP00000253778	YMR085W_mRNA, YKL104C_mRNA
OG0001483	ENSP00000417964, ENSP00000341382, ENSP00000349961, ENSP00000420734, ENSP00000419360, ENSP00000417999, ENSP00000417612, ENSP00000420644, ENSP00000418820, ENSP00000419247, ENSP00000420817, ENSP00000420121	YLR086W_mRNA
OG0001485	ENSP00000450624, ENSP00000452091, ENSP00000492665, ENSP00000492122, ENSP00000451198, ENSP00000378588, ENSP00000450638, ENSP00000451006	YEL020W-A_mRNA
OG0001486	ENSP00000394242, ENSP00000400422, ENSP00000401651, ENSP00000377846, ENSP00000377845, ENSP00000175506, ENSP00000414901, ENSP00000406994, ENSP00000408472, ENSP00000414379	YGR124W_mRNA, YPR145W_mRNA
OG0001487	ENSP00000421792, ENSP00000422729, ENSP00000425287, ENSP00000425462, ENSP00000427282	YHR144C_mRNA
OG0001488	ENSP00000430937, ENSP00000392945, ENSP00000378579, ENSP00000416970, ENSP00000222800, ENSP00000397666, ENSP00000387908, ENSP00000410536	YGR031W_mRNA
OG0001489	ENSP00000455693	YPR105C_mRNA
OG0001490	ENSP00000349726, ENSP00000347109, ENSP00000377036, ENSP00000393796, ENSP00000400314, ENSP00000393092, ENSP00000399069, ENSP00000406997, ENSP00000395499, ENSP00000337448, ENSP00000335200, ENSP00000351885, ENSP00000403542, ENSP00000394338	YPL152W_mRNA, YIL153W_mRNA
OG0001491	ENSP00000309899.10, ENSP00000409710, ENSP00000414678, ENSP00000374656, ENSP00000462970, ENSP00000283996, ENSP00000457058, ENSP00000444008, ENSP00000456701, ENSP00000456733, ENSP00000459523, ENSP00000251588	YNL240C_mRNA
OG0001492	ENSP00000462211, ENSP00000474579, ENSP00000463510, ENSP00000463458, ENSP00000375105, ENSP00000382969, ENSP00000494831, ENSP00000382972, ENSP00000452342, ENSP00000306223.10, ENSP00000495345, ENSP00000412566, ENSP00000370746	YER029C_mRNA
OG0001493	ENSP00000473383, ENSP00000486271, ENSP00000472419, ENSP00000485785, ENSP00000469249, ENSP00000472726, ENSP00000487170, ENSP00000471867, ENSP00000486882, ENSP00000471350, ENSP00000487026, ENSP00000221801, ENSP00000487390	YDL014W_mRNA
OG0001495	ENSP00000378861, ENSP00000378865, ENSP00000233596, ENSP00000261482, ENSP00000368959, ENSP00000425901, ENSP00000421881, ENSP00000421305	YPR028W_mRNA
OG0001496	ENSP00000452931	YKR078W_mRNA
OG0001496	ENSP00000453567, ENSP00000452651, ENSP00000453785, ENSP00000261889, ENSP00000421663, ENSP00000422413, ENSP00000368831	YOR069W_mRNA
OG0001497	ENSP00000451767	YBR223C_mRNA
OG0001498	ENSP00000404883, ENSP00000323811, ENSP00000390699, ENSP00000403656, ENSP00000395278, ENSP00000395352, ENSP00000391393, ENSP00000392796, ENSP00000373289, ENSP00000486684	YEL020C_mRNA
OG0001501	ENSP00000430224, ENSP00000478121, ENSP00000428334, ENSP00000473408, ENSP00000429789, ENSP00000428171, ENSP00000284811, ENSP00000429596, ENSP00000429906, ENSP00000428074	YPL046C_mRNA
OG0001502	ENSP00000413644, ENSP00000497402, ENSP00000362937, ENSP00000362938, ENSP00000362939, ENSP00000381931, ENSP00000402740, ENSP00000405258, ENSP00000394650, ENSP00000402260	YGL097W_mRNA
OG0001503	ENSP00000354971, ENSP00000359184, ENSP00000359182, ENSP00000294724, ENSP00000355106, ENSP00000359180	YPR184W_mRNA
OG0001507	ENSP00000393481, ENSP00000262949, ENSP00000465293, ENSP00000402877, ENSP00000393904, ENSP00000410924, ENSP00000328269, ENSP00000452847, ENSP00000371133, ENSP00000336856	YBR089C-A_mRNA
OG0001512	ENSP00000457907, ENSP00000457902, ENSP00000456264, ENSP00000454285, ENSP00000454935, ENSP00000310668, ENSP00000458101, ENSP00000455210, ENSP00000454587, ENSP00000458039, ENSP00000455230, ENSP00000440235, ENSP00000456196, ENSP00000458078	YFR002W_mRNA
OG0001515	ENSP00000491120, ENSP00000479799, ENSP00000457662, ENSP00000492456, ENSP00000485966, ENSP00000491755, ENSP00000491833, ENSP00000457600, ENSP00000492388, ENSP00000455088, ENSP00000456738, ENSP00000492844, ENSP00000456232, ENSP00000491597, ENSP00000268379, ENSP00000491124	YPR191W_mRNA
OG0001523	ENSP00000384919, ENSP00000416721, ENSP00000496928, ENSP00000390244, ENSP00000394430, ENSP00000483777, ENSP00000397478, ENSP00000386087, ENSP00000329012, ENSP00000384835, ENSP00000329178, ENSP00000385747, ENSP00000497000, ENSP00000372023	YDL101C_mRNA
OG0001525	ENSP00000359202, ENSP00000377088, ENSP00000377391, ENSP00000428753, ENSP00000265094, ENSP00000296933, ENSP00000385339, ENSP00000359206	YIL046W_mRNA
OG0001530	ENSP00000412485, ENSP00000408359, ENSP00000377627, ENSP00000362602, ENSP00000418607, ENSP00000400182, ENSP00000265961, ENSP00000362597, ENSP00000265960, ENSP00000362610, ENSP00000377624, ENSP00000390024, ENSP00000362595	YOL078W_mRNA
OG0001535	ENSP00000381473, ENSP00000402160, ENSP00000319393, ENSP00000398064, ENSP00000408289, ENSP00000406044, ENSP00000274787, ENSP00000307951	YML030W_mRNA
OG0001537	ENSP00000300456, ENSP00000470457, ENSP00000472313, ENSP00000252595, ENSP00000444549, ENSP00000370289, ENSP00000267842	YBR041W_mRNA
OG0001574	ENSP00000362335, ENSP00000362339, ENSP00000399698, ENSP00000362338, ENSP00000404997, ENSP00000425466, ENSP00000385432	YPL218W_mRNA
OG0001576	ENSP00000415063, ENSP00000411012, ENSP00000320563, ENSP00000354141, ENSP00000424987, ENSP00000295888, ENSP00000491967	YCR032W_mRNA
OG0001578	ENSP00000455562	YPL003W_mRNA
OG0001580	ENSP00000437351, ENSP00000229314, ENSP00000446231, ENSP00000486919, ENSP00000446405, ENSP00000440666, ENSP00000441878, ENSP00000308535	YMR292W_mRNA
OG0001584	ENSP00000439974, ENSP00000361304, ENSP00000361301, ENSP00000243896, ENSP00000318960, ENSP00000397142, ENSP00000415736	YML038C_mRNA
OG0001586	ENSP00000465050, ENSP00000466169, ENSP00000306902, ENSP00000253099, ENSP00000468569, ENSP00000377334, ENSP00000466050, ENSP00000465635, ENSP00000465143	YML025C_mRNA
OG0001588	ENSP00000435214	YHR168W_mRNA
OG0001592	ENSP00000421416, ENSP00000423569, ENSP00000422029, ENSP00000426101, ENSP00000426909, ENSP00000425008, ENSP00000422768, ENSP00000427677, ENSP00000422316, ENSP00000366013, ENSP00000421838	YPR178W_mRNA
OG0001593	ENSP00000365766, ENSP00000477027, ENSP00000477073, ENSP00000477085, ENSP00000379999, ENSP00000356256	YJL143W_mRNA
