Orthogroup	human	neurospora
OG0001951	ENSP00000216254, ENSP00000379769	EAA30551
OG0001952	ENSP00000423348, ENSP00000426634, ENSP00000423623, ENSP00000426895, ENSP00000422542, ENSP00000284440, ENSP00000477746, ENSP00000398189, ENSP00000366819	ESA42897
OG0001953	ENSP00000391168	EAA30651, EDO65138
OG0001954	ENSP00000399010, ENSP00000409960, ENSP00000399909, ENSP00000486221, ENSP00000396592, ENSP00000395420, ENSP00000488507, ENSP00000481735, ENSP00000405626, ENSP00000371544, ENSP00000324318, ENSP00000401013, ENSP00000396407	ESA42929
OG0001955	ENSP00000326948, ENSP00000380103, ENSP00000019019	EAA28419
OG0001956	ENSP00000378740, ENSP00000307188, ENSP00000370219, ENSP00000378741, ENSP00000354710	EAA30418
OG0001957	ENSP00000436639, ENSP00000436720, ENSP00000318604, ENSP00000436030, ENSP00000433979, ENSP00000431907	EAA29604
OG0001960	ENSP00000444042, ENSP00000396127, ENSP00000376174, ENSP00000446215, ENSP00000376176	ESA44396
OG0001961	ENSP00000422740, ENSP00000491208, ENSP00000422129, ENSP00000424713, ENSP00000261424, ENSP00000371321	EAA34303
OG0001962	ENSP00000447719, ENSP00000447451, ENSP00000447031, ENSP00000413112, ENSP00000389632, ENSP00000447866, ENSP00000257966, ENSP00000450010, ENSP00000318165, ENSP00000373798, ENSP00000373794, ENSP00000407360, ENSP00000447163	EAA34179
OG0001963	ENSP00000495336	EAA28093
OG0001964	ENSP00000472378, ENSP00000488977, ENSP00000470839, ENSP00000489283, ENSP00000489296, ENSP00000469354, ENSP00000489301, ENSP00000471738, ENSP00000489574, ENSP00000472322, ENSP00000470809, ENSP00000489400, ENSP00000489530, ENSP00000221418	EAA31644
OG0001965	ENSP00000448182, ENSP00000318262, ENSP00000418091, ENSP00000449643, ENSP00000420678, ENSP00000481003, ENSP00000469747, ENSP00000446323, ENSP00000472647, ENSP00000221543	EAA31505
OG0001976	ENSP00000496026, ENSP00000496436, ENSP00000496735, ENSP00000384498, ENSP00000265992, ENSP00000435373, ENSP00000428836, ENSP00000427960, ENSP00000257536, ENSP00000446367, ENSP00000377547, ENSP00000493837	EAA34872
OG0001980	ENSP00000405976, ENSP00000392993, ENSP00000395241, ENSP00000411104, ENSP00000403167, ENSP00000392020, ENSP00000403552, ENSP00000313869, ENSP00000419123, ENSP00000395709, ENSP00000234160	EAA29925
OG0001984	ENSP00000471130, ENSP00000473226, ENSP00000475477, ENSP00000368199, ENSP00000437560, ENSP00000490927, ENSP00000252813, ENSP00000269919, ENSP00000475867, ENSP00000473772	EAA35404
OG0001986	ENSP00000414280, ENSP00000410300, ENSP00000336747, ENSP00000484528, ENSP00000446236, ENSP00000253083	EAA35004
OG0001991	ENSP00000463971, ENSP00000463065, ENSP00000462146, ENSP00000462664, ENSP00000462681, ENSP00000217800, ENSP00000385196, ENSP00000463071, ENSP00000464025, ENSP00000461983	EAA34293
OG0001999	ENSP00000011619, ENSP00000316589, ENSP00000486026, ENSP00000392808, ENSP00000473396	EAA31596
OG0002000	ENSP00000377530, ENSP00000377527, ENSP00000377532	EAA36400
OG0002006	ENSP00000497374, ENSP00000497385, ENSP00000483521, ENSP00000360104, ENSP00000429656, ENSP00000429155, ENSP00000497088, ENSP00000429398, ENSP00000428281, ENSP00000412803, ENSP00000314625, ENSP00000428196, ENSP00000430702	EAA31657
OG0002008	ENSP00000399482, ENSP00000412233, ENSP00000408271, ENSP00000405276, ENSP00000412326, ENSP00000187397, ENSP00000396116	EAA32395
OG0002012	ENSP00000405875, ENSP00000225235, ENSP00000388886, ENSP00000386343, ENSP00000404041, ENSP00000386921, ENSP00000389082	EAA30294
OG0002014	ENSP00000387390, ENSP00000461479	EAA28713
OG0002014	ENSP00000461239, ENSP00000442464, ENSP00000392934, ENSP00000418571, ENSP00000443227, ENSP00000419620, ENSP00000232892, ENSP00000348911	EAA32629
OG0002030	ENSP00000404391	ESA42164
OG0002030	ENSP00000488070, ENSP00000395138, ENSP00000487770, ENSP00000412376, ENSP00000419188, ENSP00000488504, ENSP00000407112, ENSP00000481285, ENSP00000340093, ENSP00000392775, ENSP00000488648, ENSP00000482162, ENSP00000488410	EAA32889
OG0002032	ENSP00000400059, ENSP00000409363, ENSP00000413268, ENSP00000395312, ENSP00000414315, ENSP00000402509, ENSP00000404038, ENSP00000416711, ENSP00000386843, ENSP00000354791, ENSP00000377571, ENSP00000387327, ENSP00000487279	EAA26534
OG0002047	ENSP00000444719, ENSP00000343745, ENSP00000451041, ENSP00000452556, ENSP00000437256, ENSP00000435681, ENSP00000376783	EAA32662, EAA34302
OG0002048	ENSP00000440761, ENSP00000438550, ENSP00000394382, ENSP00000369134, ENSP00000295266	EAA27886
OG0002049	ENSP00000413113, ENSP00000456649, ENSP00000320949, ENSP00000455635	EAA31063
OG0002050	ENSP00000452516, ENSP00000452428, ENSP00000451334, ENSP00000451331, ENSP00000390867, ENSP00000348010	EDO65276
OG0002054	ENSP00000387247, ENSP00000376145, ENSP00000376144, ENSP00000352706	EAA31887
OG0002058	ENSP00000363018	EAA28529
OG0002060	ENSP00000390093	EAA34676
OG0002060	ENSP00000406791, ENSP00000359187, ENSP00000343102, ENSP00000485885, ENSP00000359191, ENSP00000359181, ENSP00000299206, ENSP00000414293, ENSP00000411678, ENSP00000400517, ENSP00000400676, ENSP00000359188	EAA32171
OG0002061	ENSP00000489303, ENSP00000468865, ENSP00000489392, ENSP00000472339, ENSP00000488961, ENSP00000472465, ENSP00000489539, ENSP00000406754, ENSP00000488985, ENSP00000221431, ENSP00000472847, ENSP00000489453	EAA33936
OG0002062	ENSP00000427778, ENSP00000333551, ENSP00000427886, ENSP00000429425	EAA26782
OG0002064	ENSP00000471951, ENSP00000252603, ENSP00000471446, ENSP00000472345	EAA27975
OG0002066	ENSP00000440629, ENSP00000451775, ENSP00000216774, ENSP00000451818	EAA31407
OG0002067	ENSP00000349142, ENSP00000338568	EAA29655
OG0002069	ENSP00000434283, ENSP00000433521, ENSP00000403972, ENSP00000432968, ENSP00000436287, ENSP00000315774	ESA42320
OG0002070	ENSP00000273398	EAA32337
OG0002071	ENSP00000493296, ENSP00000493446, ENSP00000493432, ENSP00000493264, ENSP00000358417, ENSP00000492994, ENSP00000493382, ENSP00000493175	EAA26763
OG0002072	ENSP00000420372, ENSP00000494947, ENSP00000367312, ENSP00000493577, ENSP00000284951, ENSP00000451144, ENSP00000450709, ENSP00000337053	EAA36464
OG0002073	ENSP00000448570, ENSP00000448067, ENSP00000446859, ENSP00000449486, ENSP00000476161, ENSP00000446883, ENSP00000202773, ENSP00000403172	EAA36244
OG0002074	ENSP00000331562, ENSP00000313995, ENSP00000244670	EAA35784
OG0002078	ENSP00000417154, ENSP00000417349, ENSP00000420536, ENSP00000418858, ENSP00000326968, ENSP00000244426, ENSP00000477487, ENSP00000359977	EAA34959
OG0002079	ENSP00000483686, ENSP00000358633, ENSP00000377192, ENSP00000377194	EAA29084
OG0002080	ENSP00000496817, ENSP00000430989, ENSP00000297578	EAA31904
OG0002081	ENSP00000437453, ENSP00000416973, ENSP00000440211, ENSP00000444357, ENSP00000402551, ENSP00000441328, ENSP00000439142, ENSP00000203664, ENSP00000478628	EAA36499
OG0002082	ENSP00000460191, ENSP00000460301, ENSP00000459164, ENSP00000460898, ENSP00000460273, ENSP00000440283, ENSP00000346977, ENSP00000263073	EAA36515
OG0002083	ENSP00000216014, ENSP00000386918, ENSP00000258739, ENSP00000470841, ENSP00000329471	EAA36078, EAA34376
OG0002085	ENSP00000488865, ENSP00000336801, ENSP00000487996, ENSP00000415304, ENSP00000432574, ENSP00000487656, ENSP00000437217, ENSP00000487788, ENSP00000346955, ENSP00000488659	EAA33207, EAA26969
OG0002086	ENSP00000346001, ENSP00000385762, ENSP00000386101, ENSP00000415198, ENSP00000412713, ENSP00000268661	EAA34081
OG0002087	ENSP00000396596, ENSP00000350740, ENSP00000387601, ENSP00000474623, ENSP00000285848, ENSP00000483491	EAA32478
OG0002089	ENSP00000473291, ENSP00000344149, ENSP00000363576, ENSP00000363577, ENSP00000420195, ENSP00000388991, ENSP00000419813, ENSP00000342913, ENSP00000414302	ESA42256
OG0002090	ENSP00000406463, ENSP00000468805, ENSP00000464756, ENSP00000467477, ENSP00000313311, ENSP00000394327	EAA27447
OG0002091	ENSP00000456205, ENSP00000245206, ENSP00000394100	ESA43709
OG0002091	ENSP00000359539	EAA33221
OG0002092	ENSP00000467362, ENSP00000466574, ENSP00000466358, ENSP00000466156, ENSP00000270776	EAA35723
OG0002092	ENSP00000465311	EAA34467
OG0002093	ENSP00000465418, ENSP00000473312, ENSP00000481136, ENSP00000215071, ENSP00000467146, ENSP00000465287, ENSP00000468445, ENSP00000465107	EAA28646
OG0002095	ENSP00000396716, ENSP00000410848, ENSP00000346067, ENSP00000389351	EAA27604
OG0002096	ENSP00000463103, ENSP00000443244, ENSP00000313490	EAA32798
OG0002097	ENSP00000479443	EAA35493
OG0002098	ENSP00000487741, ENSP00000453894, ENSP00000453910, ENSP00000488464, ENSP00000452889, ENSP00000483755, ENSP00000346046, ENSP00000498019	EAA32599
OG0002099	ENSP00000433703, ENSP00000434535, ENSP00000433464, ENSP00000378378, ENSP00000262584, ENSP00000435313, ENSP00000436460	EAA28063
OG0002102	ENSP00000295864, ENSP00000418261, ENSP00000373176, ENSP00000373175, ENSP00000418877, ENSP00000478813, ENSP00000417632, ENSP00000418514	EAA26841
OG0002105	ENSP00000431375, ENSP00000435396, ENSP00000431605, ENSP00000434729, ENSP00000432994, ENSP00000432754, ENSP00000434094, ENSP00000236067	EAA35213
OG0002106	ENSP00000491487, ENSP00000491209, ENSP00000491101, ENSP00000491895, ENSP00000491932, ENSP00000491369, ENSP00000491312, ENSP00000370737	EAA35833
OG0002107	ENSP00000426276, ENSP00000421895, ENSP00000423132, ENSP00000392966, ENSP00000426215, ENSP00000372955, ENSP00000374385, ENSP00000424594	EAA27334
OG0002108	ENSP00000260731	EAA35517
OG0002109	ENSP00000431225	EAA34582
OG0002111	ENSP00000434523, ENSP00000310227, ENSP00000346566, ENSP00000432768, ENSP00000436769	EAA27710
OG0002112	ENSP00000493598, ENSP00000378804, ENSP00000494345, ENSP00000368556, ENSP00000368572, ENSP00000458385, ENSP00000269298	EAA33733
OG0002113	ENSP00000429548	EAA31496
OG0002114	ENSP00000277517	EAA32733
OG0002117	ENSP00000452236, ENSP00000451711, ENSP00000335171, ENSP00000450670, ENSP00000330289, ENSP00000468612, ENSP00000006275	EAA33692
OG0002118	ENSP00000453129, ENSP00000316632, ENSP00000453257, ENSP00000452637, ENSP00000453252, ENSP00000379766, ENSP00000453133, ENSP00000440312	EAA32530
OG0002121	ENSP00000483734, ENSP00000364580, ENSP00000321850, ENSP00000364579	EAA27689
OG0002121	ENSP00000399249	EAA26658
OG0002122	ENSP00000479606, ENSP00000269122, ENSP00000376763, ENSP00000485020, ENSP00000441158	EAA36405
OG0002123	ENSP00000439422, ENSP00000484384, ENSP00000440754, ENSP00000313272, ENSP00000444437, ENSP00000443150, ENSP00000382392, ENSP00000371858, ENSP00000479320	EAA36406
OG0002124	ENSP00000425254, ENSP00000492734, ENSP00000491581, ENSP00000490998, ENSP00000312288, ENSP00000385638, ENSP00000492345, ENSP00000492420, ENSP00000492009, ENSP00000491310, ENSP00000491783, ENSP00000474560, ENSP00000425952, ENSP00000486771	EAA29536
OG0002125	ENSP00000481584, ENSP00000373755, ENSP00000309198, ENSP00000397432	EAA31190
OG0002127	ENSP00000263966, ENSP00000417146, ENSP00000373883, ENSP00000229268	EAA32310, EAA30801
OG0002128	ENSP00000466111, ENSP00000446426, ENSP00000262173, ENSP00000466252, ENSP00000372804, ENSP00000467171	EAA28374
OG0002130	ENSP00000272065, ENSP00000272067, ENSP00000408596, ENSP00000410331, ENSP00000411121, ENSP00000384307, ENSP00000385404	EAA28803
OG0002131	ENSP00000351492, ENSP00000466910, ENSP00000468656	ESA43509
OG0002132	ENSP00000453683, ENSP00000453717, ENSP00000405160, ENSP00000453667, ENSP00000454041, ENSP00000370376, ENSP00000452814, ENSP00000452749, ENSP00000454183	EDO64923
OG0002133	ENSP00000485654, ENSP00000485433, ENSP00000485550, ENSP00000392289, ENSP00000406054, ENSP00000485057, ENSP00000485060, ENSP00000398596, ENSP00000273037, ENSP00000388598	EAA28270
OG0002134	ENSP00000341538, ENSP00000388337, ENSP00000409884, ENSP00000378906	EAA32047
OG0002135	ENSP00000465690, ENSP00000468403, ENSP00000466569, ENSP00000465876, ENSP00000398244, ENSP00000467574, ENSP00000255631, ENSP00000466749, ENSP00000467926	EAA31494
OG0002136	ENSP00000430201, ENSP00000487380, ENSP00000428336, ENSP00000276692, ENSP00000430481, ENSP00000427807, ENSP00000428109, ENSP00000428609, ENSP00000476180, ENSP00000430274	EAA27581
OG0002137	ENSP00000370607, ENSP00000426043, ENSP00000422497, ENSP00000472697, ENSP00000215567, ENSP00000472957	EAA27061
OG0002138	ENSP00000474971, ENSP00000281708, ENSP00000474725, ENSP00000296555, ENSP00000377528, ENSP00000263981	EAA27887
OG0002138	ENSP00000474751	EAA33589
OG0002139	ENSP00000487164, ENSP00000405483, ENSP00000404704, ENSP00000287546, ENSP00000393070	EAA36449
OG0002140	ENSP00000444216, ENSP00000491797, ENSP00000491230, ENSP00000443769, ENSP00000490967, ENSP00000439613, ENSP00000492580, ENSP00000343943, ENSP00000438136, ENSP00000439544, ENSP00000356978	ESA44110
OG0002141	ENSP00000433579	EAA30310
OG0002142	ENSP00000392874, ENSP00000356820, ENSP00000271373	EAA35325
OG0002143	ENSP00000439495, ENSP00000358414, ENSP00000322706, ENSP00000399402	EAA28325
OG0002144	ENSP00000396251, ENSP00000388227, ENSP00000401105, ENSP00000365504, ENSP00000399554, ENSP00000387980, ENSP00000383300, ENSP00000409483, ENSP00000395497, ENSP00000403156, ENSP00000365493, ENSP00000259895	EAA31249
OG0002145	ENSP00000431149, ENSP00000436252, ENSP00000435733, ENSP00000434480, ENSP00000432379, ENSP00000278544, ENSP00000433368, ENSP00000431504, ENSP00000432109, ENSP00000435048	EAA36120
OG0002146	ENSP00000450470	EAA31738
OG0002147	ENSP00000381020, ENSP00000264029	EAA35900
OG0002149	ENSP00000455712, ENSP00000457411, ENSP00000219473, ENSP00000458089, ENSP00000462762, ENSP00000454751, ENSP00000445589, ENSP00000454902, ENSP00000455865	EAA31344
OG0002151	ENSP00000456327, ENSP00000477932, ENSP00000290650, ENSP00000361992, ENSP00000361990, ENSP00000361994, ENSP00000455759	EAA36098
OG0002152	ENSP00000418473, ENSP00000417488, ENSP00000417110, ENSP00000480264, ENSP00000486244, ENSP00000418490, ENSP00000418323, ENSP00000419729	EAA35501
OG0002153	ENSP00000233627, ENSP00000480984, ENSP00000477895, ENSP00000443273, ENSP00000440348, ENSP00000364262	EAA28356
OG0002154	ENSP00000454626, ENSP00000489076, ENSP00000489298, ENSP00000455643, ENSP00000489525, ENSP00000258874, ENSP00000454318	EAA33151
OG0002155	ENSP00000357550, ENSP00000395666, ENSP00000446093, ENSP00000252936, ENSP00000357551, ENSP00000436438	EAA32831
OG0002156	ENSP00000377914, ENSP00000457042, ENSP00000455309, ENSP00000454480, ENSP00000457622, ENSP00000455572, ENSP00000458000, ENSP00000456114, ENSP00000457400, ENSP00000457318	EAA31725
OG0002157	ENSP00000243040, ENSP00000454489, ENSP00000266964, ENSP00000455296, ENSP00000447942, ENSP00000334188	EAA36114
OG0002158	ENSP00000464333, ENSP00000460966, ENSP00000464249	EAA31728
OG0002158	ENSP00000219240, ENSP00000461848	EAA32568
OG0002159	ENSP00000228510, ENSP00000443551, ENSP00000376487, ENSP00000486846, ENSP00000490869, ENSP00000439134	EAA32124
OG0002161	ENSP00000439511, ENSP00000442809, ENSP00000440986, ENSP00000376933, ENSP00000325863, ENSP00000385614, ENSP00000326094	EAA34355
OG0002162	ENSP00000393669, ENSP00000393482, ENSP00000392871, ENSP00000363198, ENSP00000380570, ENSP00000363205, ENSP00000440897	EAA29943
OG0002165	ENSP00000421389, ENSP00000423843, ENSP00000425067, ENSP00000226840, ENSP00000336808, ENSP00000423341, ENSP00000423190	ESA44115, EAA31867
OG0002173	ENSP00000464971, ENSP00000467747, ENSP00000464889, ENSP00000371282, ENSP00000371278, ENSP00000465724, ENSP00000465941, ENSP00000222005	EAA27555
OG0002181	ENSP00000358721, ENSP00000345023, ENSP00000390986, ENSP00000441488, ENSP00000406708, ENSP00000358727, ENSP00000405325, ENSP00000358724	EAA35474
OG0002183	ENSP00000460527, ENSP00000460683, ENSP00000321732, ENSP00000458408, ENSP00000461567, ENSP00000461122, ENSP00000458763, ENSP00000461749, ENSP00000458758, ENSP00000459866	ESA42704
OG0002184	ENSP00000355858, ENSP00000355860, ENSP00000343589, ENSP00000355862, ENSP00000483773, ENSP00000355863, ENSP00000355865, ENSP00000434414, ENSP00000478353, ENSP00000484112, ENSP00000480716	EAA28279
OG0002190	ENSP00000357975, ENSP00000230085, ENSP00000401779, ENSP00000296991, ENSP00000483613, ENSP00000481314, ENSP00000363392, ENSP00000276105	EAA36309
OG0002191	ENSP00000483216, ENSP00000486393, ENSP00000486033, ENSP00000481666, ENSP00000486049, ENSP00000361059, ENSP00000487188, ENSP00000446061, ENSP00000486869, ENSP00000487537, ENSP00000419853, ENSP00000361057	EAA35260
OG0002203	ENSP00000265070, ENSP00000271732, ENSP00000410476	EAA30317
OG0002204	ENSP00000412945, ENSP00000373224, ENSP00000398661, ENSP00000295952, ENSP00000295951	EAA32010, EAA34844
OG0002205	ENSP00000357611, ENSP00000298630, ENSP00000282908, ENSP00000423209, ENSP00000420984, ENSP00000497167, ENSP00000381030, ENSP00000381535	EAA31091
OG0002212	ENSP00000387695, ENSP00000403958, ENSP00000207636, ENSP00000383966, ENSP00000384654, ENSP00000385150, ENSP00000354511, ENSP00000385917, ENSP00000416778	EAA33199
OG0002224	ENSP00000397374, ENSP00000476239, ENSP00000475547, ENSP00000285083, ENSP00000389872, ENSP00000487136, ENSP00000398867	ESA42560
OG0002250	ENSP00000424195, ENSP00000487071, ENSP00000491496, ENSP00000405061, ENSP00000495084, ENSP00000425957, ENSP00000374455, ENSP00000353944, ENSP00000394534, ENSP00000427308, ENSP00000495843, ENSP00000491834, ENSP00000424477	ESA42685
OG0002279	ENSP00000229812, ENSP00000373684	EAA34498, EAA32914
OG0002282	ENSP00000344537, ENSP00000389575, ENSP00000416396, ENSP00000399982, ENSP00000419760, ENSP00000410012, ENSP00000419555	EAA29314
OG0002283	ENSP00000477954, ENSP00000274400, ENSP00000328901, ENSP00000486014, ENSP00000479262, ENSP00000480548, ENSP00000422907, ENSP00000480471, ENSP00000370105, ENSP00000483148	EAA27379
OG0002284	ENSP00000411746, ENSP00000410787, ENSP00000297056, ENSP00000404785, ENSP00000391171, ENSP00000257215	EAA36296
OG0002285	ENSP00000460748, ENSP00000460871, ENSP00000347897, ENSP00000460343, ENSP00000459331, ENSP00000458684	EDO65101
OG0002287	ENSP00000240055, ENSP00000447486, ENSP00000448250	ESA44398
OG0002288	ENSP00000450726, ENSP00000303145	EAA32192
OG0002289	ENSP00000377647, ENSP00000342159, ENSP00000377655, ENSP00000377654, ENSP00000377651, ENSP00000313624	ESA42561
OG0002292	ENSP00000324944, ENSP00000417409, ENSP00000419573, ENSP00000302177	EAA33770
OG0002299	ENSP00000353192, ENSP00000403679, ENSP00000384082, ENSP00000384941, ENSP00000384257, ENSP00000352257	EAA33267
OG0002300	ENSP00000463001, ENSP00000258991, ENSP00000479308, ENSP00000462665, ENSP00000462230	EAA34995
OG0002301	ENSP00000399660, ENSP00000398653, ENSP00000275605, ENSP00000378854, ENSP00000401639, ENSP00000390952, ENSP00000403431	EAA35633
OG0002305	ENSP00000407437, ENSP00000219439, ENSP00000490822, ENSP00000490003, ENSP00000379052, ENSP00000436582, ENSP00000490701, ENSP00000278353, ENSP00000490421	EAA27795
OG0002306	ENSP00000370736, ENSP00000476531	EAA35619
OG0002309	ENSP00000488651, ENSP00000318484, ENSP00000487970, ENSP00000402027, ENSP00000487821, ENSP00000454238, ENSP00000487746, ENSP00000454530, ENSP00000198767, ENSP00000480743	EAA35446
OG0002310	ENSP00000386935, ENSP00000484649, ENSP00000356901, ENSP00000271469, ENSP00000356902, ENSP00000356903	EAA34867
OG0002312	ENSP00000450596, ENSP00000450797, ENSP00000267430, ENSP00000442493, ENSP00000452033, ENSP00000450632	EAA34786
OG0002313	ENSP00000430506, ENSP00000287038, ENSP00000428085, ENSP00000430556, ENSP00000379381, ENSP00000429483	EAA31549
OG0002316	ENSP00000453098, ENSP00000458001, ENSP00000453422, ENSP00000454194, ENSP00000452659, ENSP00000399273, ENSP00000452762, ENSP00000453017, ENSP00000452777, ENSP00000453345	EAA33438
OG0002317	ENSP00000340708, ENSP00000342714, ENSP00000296417, ENSP00000308405, ENSP00000222690, ENSP00000406901	ESA43531
OG0002318	ENSP00000382049, ENSP00000382054, ENSP00000382053, ENSP00000353719, ENSP00000420037, ENSP00000388372	ESA43912
OG0002319	ENSP00000472103, ENSP00000471291, ENSP00000471929, ENSP00000470034, ENSP00000343497, ENSP00000473109, ENSP00000470450, ENSP00000468974	EAA29035
OG0002320	ENSP00000497495, ENSP00000497257, ENSP00000497231, ENSP00000241704, ENSP00000357048, ENSP00000498118, ENSP00000498061, ENSP00000497433	EAA28645
OG0002321	ENSP00000421316, ENSP00000403205, ENSP00000295887, ENSP00000419879	EAA29473
OG0002322	ENSP00000480007, ENSP00000480018, ENSP00000433482, ENSP00000475253, ENSP00000319673, ENSP00000434495, ENSP00000432248, ENSP00000358233, ENSP00000434108, ENSP00000480882, ENSP00000436705	EAA27756
OG0002323	ENSP00000412265, ENSP00000389563, ENSP00000356419, ENSP00000356418, ENSP00000356424, ENSP00000356421, ENSP00000356420, ENSP00000356425	EAA32244
OG0002324	ENSP00000454079, ENSP00000369644, ENSP00000453210, ENSP00000452953, ENSP00000300030, ENSP00000462376, ENSP00000455028, ENSP00000387471	ESA43916
OG0002325	ENSP00000467125, ENSP00000352516, ENSP00000345739	ESA43828, EAA30655
OG0002326	ENSP00000432240, ENSP00000436114, ENSP00000281038, ENSP00000432635, ENSP00000435298	EAA28839
OG0002328	ENSP00000364284, ENSP00000264202, ENSP00000364286, ENSP00000401010, ENSP00000264203	EAA34514
OG0002330	ENSP00000416266, ENSP00000394119, ENSP00000292246, ENSP00000406432, ENSP00000327767, ENSP00000412997, ENSP00000396990, ENSP00000379398	EAA32665
OG0002332	ENSP00000469008, ENSP00000471421, ENSP00000472156, ENSP00000313818, ENSP00000351644, ENSP00000354598, ENSP00000473150	EAA32069
OG0002333	ENSP00000438326, ENSP00000441502, ENSP00000376597, ENSP00000441953, ENSP00000264169, ENSP00000391484, ENSP00000403105, ENSP00000413939	EAA33294
OG0002334	ENSP00000401991, ENSP00000412377, ENSP00000361673, ENSP00000409928, ENSP00000340945	EAA31616
OG0002335	ENSP00000473476, ENSP00000415147, ENSP00000473532, ENSP00000473456, ENSP00000473367, ENSP00000397537, ENSP00000473307, ENSP00000493799, ENSP00000494923, ENSP00000496433, ENSP00000355599	EAA30586
OG0002336	ENSP00000332130, ENSP00000406826, ENSP00000385725, ENSP00000476187, ENSP00000384112, ENSP00000475343, ENSP00000475707, ENSP00000403852	EDO65394
OG0002337	ENSP00000487072, ENSP00000485025	EAA34009
OG0002338	ENSP00000354554	AGG16002
OG0002339	ENSP00000427829, ENSP00000430329, ENSP00000497881, ENSP00000496964, ENSP00000430194, ENSP00000497648, ENSP00000262105, ENSP00000498202, ENSP00000497093, ENSP00000427875	EAA36434
OG0002340	ENSP00000254821, ENSP00000359958, ENSP00000482026, ENSP00000475147, ENSP00000488608	ESA42587
OG0002341	ENSP00000424463, ENSP00000493135, ENSP00000425459, ENSP00000423223, ENSP00000497507, ENSP00000423043, ENSP00000421609, ENSP00000403891, ENSP00000478501, ENSP00000310071, ENSP00000423995	ESA43705
OG0002343	ENSP00000397367, ENSP00000345917, ENSP00000420902	ESA44083
OG0002347	ENSP00000381654, ENSP00000274901, ENSP00000424309, ENSP00000359887, ENSP00000309737, ENSP00000363614, ENSP00000389281, ENSP00000235958	EAA34006
OG0002348	ENSP00000364976, ENSP00000357424, ENSP00000357421, ENSP00000311083	EAA35370
OG0002349	ENSP00000465363	EAA33268
OG0002350	ENSP00000362284, ENSP00000362277, ENSP00000344794, ENSP00000362291	EAA26553
OG0002351	ENSP00000464613, ENSP00000462609, ENSP00000252543, ENSP00000378081, ENSP00000464342	EAA35243
OG0002352	ENSP00000420562, ENSP00000418492, ENSP00000419110, ENSP00000419224, ENSP00000419807, ENSP00000417580, ENSP00000420532	EAA28047
OG0002353	ENSP00000486088, ENSP00000362671, ENSP00000437215, ENSP00000259469	EDO65318
OG0002354	ENSP00000424107, ENSP00000422419, ENSP00000264995, ENSP00000398536, ENSP00000422035	EAA34285
OG0002355	ENSP00000391846, ENSP00000475925, ENSP00000481842, ENSP00000371973, ENSP00000475435, ENSP00000475358	EAA27436
OG0002356	ENSP00000488952, ENSP00000424634, ENSP00000489548, ENSP00000426405, ENSP00000489389, ENSP00000305721, ENSP00000488965, ENSP00000422762, ENSP00000489552, ENSP00000478891, ENSP00000422136, ENSP00000489043	EAA31161
OG0002357	ENSP00000263168, ENSP00000354947, ENSP00000419484, ENSP00000395395, ENSP00000485993	EAA28314
OG0002358	ENSP00000433091, ENSP00000432457, ENSP00000477781, ENSP00000431872, ENSP00000339051, ENSP00000368345, ENSP00000368344, ENSP00000368350, ENSP00000433738	EAA28119
OG0002360	ENSP00000317473, ENSP00000359862	EAA35820
OG0002361	ENSP00000422205, ENSP00000421845, ENSP00000368984, ENSP00000243498, ENSP00000425782, ENSP00000424504, ENSP00000423476	EAA28569
OG0002362	ENSP00000467714, ENSP00000467696, ENSP00000400870, ENSP00000386254, ENSP00000353355, ENSP00000386621, ENSP00000409924, ENSP00000400735, ENSP00000387415	EAA34851
OG0002363	ENSP00000483066, ENSP00000494918, ENSP00000495622, ENSP00000361021	EAA33373
OG0002364	ENSP00000390480, ENSP00000421124, ENSP00000415815, ENSP00000284957, ENSP00000476796, ENSP00000370208, ENSP00000403429	ESA43165, ESA43016
OG0002365	ENSP00000394502, ENSP00000451684, ENSP00000413343, ENSP00000256379, ENSP00000481920	EAA31962
OG0002366	ENSP00000453145, ENSP00000453802, ENSP00000453523, ENSP00000452936, ENSP00000453621, ENSP00000453080, ENSP00000453829, ENSP00000453887, ENSP00000044462	EAA29550
OG0002367	ENSP00000411532	ESA42912
OG0002368	ENSP00000451123, ENSP00000486650, ENSP00000377594, ENSP00000333946, ENSP00000451562	EAA36431
OG0002369	ENSP00000473675, ENSP00000493811, ENSP00000495549, ENSP00000359345, ENSP00000359338, ENSP00000495589	EAA31342
OG0002370	ENSP00000387045, ENSP00000263856, ENSP00000386590, ENSP00000474823, ENSP00000392995	EAA27233
OG0002371	ENSP00000428146, ENSP00000428104, ENSP00000429333, ENSP00000429049, ENSP00000427860, ENSP00000478703, ENSP00000429374, ENSP00000427788, ENSP00000009589	EAA30003
OG0002372	ENSP00000353786, ENSP00000400048, ENSP00000449954, ENSP00000447634, ENSP00000480853, ENSP00000449044, ENSP00000447058	EAA26683
OG0002373	ENSP00000402996, ENSP00000485023, ENSP00000479202, ENSP00000256496, ENSP00000272217	EAA35590
OG0002374	ENSP00000441961, ENSP00000255194, ENSP00000430597, ENSP00000440984, ENSP00000438721, ENSP00000261722, ENSP00000479229, ENSP00000493485	EAA33040
OG0002375	ENSP00000311554, ENSP00000413407, ENSP00000359976	EAA34571, EAA33421
OG0002376	ENSP00000404381, ENSP00000403313, ENSP00000378363, ENSP00000345575, ENSP00000476941, ENSP00000476453	EAA27208
