Orthogroup	fly	human
OG0001648	FBpp0079091	ENSP00000368862, ENSP00000369545, ENSP00000267023, ENSP00000408616, ENSP00000413902, ENSP00000307968, ENSP00000390901, ENSP00000310819, ENSP00000397041, ENSP00000403683
OG0001650	FBpp0079001, FBpp0079002	ENSP00000423072, ENSP00000426926, ENSP00000425913, ENSP00000426584, ENSP00000426325, ENSP00000378269, ENSP00000426056, ENSP00000296422, ENSP00000425544, ENSP00000421943, ENSP00000422477, ENSP00000425385, ENSP00000426305, ENSP00000354574, ENSP00000378265
OG0001651	FBpp0311990, FBpp0084939, FBpp0082095, FBpp0082098, FBpp0082099, FBpp0082097, FBpp0082096, FBpp0082064, FBpp0075926, FBpp0082205, FBpp0084937	ENSP00000359380, ENSP00000273908, ENSP00000316329
OG0001652	FBpp0070582, FBpp0309177, FBpp0309176, FBpp0070583, FBpp0070581, FBpp0309180, FBpp0309181, FBpp0309179, FBpp0309178, FBpp0081577, FBpp0305396	ENSP00000365686, ENSP00000295605, ENSP00000417085, ENSP00000418704
OG0001653	FBpp0070876	ENSP00000257600, ENSP00000434055, ENSP00000227451, ENSP00000488533, ENSP00000488660, ENSP00000488350, ENSP00000487729, ENSP00000487782, ENSP00000397648, ENSP00000322885, ENSP00000411986, ENSP00000390218, ENSP00000392545
OG0001654	FBpp0070944, FBpp0070946, FBpp0070945, FBpp0309233, FBpp0309234, FBpp0309231, FBpp0309232	ENSP00000358141, ENSP00000423541, ENSP00000316983, ENSP00000443243, ENSP00000450992, ENSP00000377779, ENSP00000332818
OG0001655	FBpp0071482	ENSP00000471971, ENSP00000471088, ENSP00000472807, ENSP00000472370, ENSP00000470929, ENSP00000469373, ENSP00000471573, ENSP00000470024, ENSP00000470096, ENSP00000470297, ENSP00000472981, ENSP00000471209, ENSP00000468825, ENSP00000470901, ENSP00000470103, ENSP00000326570, ENSP00000375776, ENSP00000470335
OG0001656	FBpp0071578, FBpp0071579	ENSP00000378659, ENSP00000420762, ENSP00000482032, ENSP00000420467, ENSP00000323780, ENSP00000398861, ENSP00000293756, ENSP00000331103
OG0001657	FBpp0072068	ENSP00000444916, ENSP00000433567, ENSP00000443333, ENSP00000486439, ENSP00000444815, ENSP00000485897, ENSP00000486782, ENSP00000377709, ENSP00000359724, ENSP00000396390, ENSP00000326022, ENSP00000442357, ENSP00000344266, ENSP00000386892
OG0001658	FBpp0072601, FBpp0072603, FBpp0301846, FBpp0072602, FBpp0072600	ENSP00000360683, ENSP00000437732, ENSP00000320298, ENSP00000466936, ENSP00000464937, ENSP00000467043, ENSP00000464719, ENSP00000493693, ENSP00000496181, ENSP00000467823, ENSP00000311857, ENSP00000320546
OG0001659	FBpp0072640	ENSP00000392463, ENSP00000413318, ENSP00000396837, ENSP00000399998, ENSP00000382159, ENSP00000382158, ENSP00000382156, ENSP00000382152, ENSP00000382161, ENSP00000382163, ENSP00000329189, ENSP00000394822
OG0001661	FBpp0073918, FBpp0309111, FBpp0312008	ENSP00000413026, ENSP00000379705, ENSP00000338727, ENSP00000346349, ENSP00000409574, ENSP00000405480, ENSP00000416364
OG0001662	FBpp0074448, FBpp0112228, FBpp0305901, FBpp0074449	ENSP00000472803, ENSP00000443242, ENSP00000469450, ENSP00000472929, ENSP00000302269, ENSP00000432540, ENSP00000394897, ENSP00000359073, ENSP00000431544, ENSP00000433559, ENSP00000360916, ENSP00000385362
OG0001663	FBpp0306009, FBpp0074644, FBpp0074642, FBpp0074643	ENSP00000395728, ENSP00000484441, ENSP00000354476, ENSP00000463474, ENSP00000411516, ENSP00000379100, ENSP00000474121, ENSP00000348069, ENSP00000261646, ENSP00000379106
OG0001664	FBpp0075084, FBpp0075083, FBpp0305784	ENSP00000302485, ENSP00000456909, ENSP00000460812, ENSP00000457213, ENSP00000457864, ENSP00000455522, ENSP00000455016, ENSP00000480144, ENSP00000478055, ENSP00000455855, ENSP00000379838, ENSP00000480542, ENSP00000455284, ENSP00000483591, ENSP00000311847, ENSP00000481550
OG0001665	FBpp0306216, FBpp0306217, FBpp0075729, FBpp0306218	ENSP00000434883, ENSP00000310491, ENSP00000432794, ENSP00000348407, ENSP00000374424, ENSP00000262731.11, ENSP00000354732, ENSP00000425026, ENSP00000337287
OG0001666	FBpp0077509, FBpp0077510, FBpp0077511, FBpp0077508	ENSP00000433678, ENSP00000437147, ENSP00000431557, ENSP00000357815, ENSP00000357813, ENSP00000395718, ENSP00000357812, ENSP00000357819, ENSP00000416645, ENSP00000357817
OG0001667	FBpp0307009, FBpp0078431	ENSP00000431487, ENSP00000311842, ENSP00000433361, ENSP00000432373, ENSP00000434961, ENSP00000437181, ENSP00000398557, ENSP00000390184, ENSP00000405329, ENSP00000356301, ENSP00000476893, ENSP00000356299, ENSP00000356302, ENSP00000356303
OG0001668	FBpp0078477	ENSP00000282928, ENSP00000359638, ENSP00000287538, ENSP00000420775, ENSP00000417855, ENSP00000372553, ENSP00000397695, ENSP00000435509, ENSP00000420627, ENSP00000418343
OG0001669	FBpp0079948	ENSP00000428633, ENSP00000430217, ENSP00000427991, ENSP00000428446, ENSP00000352391, ENSP00000430069, ENSP00000428739, ENSP00000430812, ENSP00000401774, ENSP00000428065, ENSP00000391671, ENSP00000428874, ENSP00000428751, ENSP00000429955, ENSP00000478089, ENSP00000429367
OG0001670	FBpp0080835, FBpp0304538, FBpp0304537, FBpp0080836, FBpp0085425, FBpp0307244	ENSP00000365243, ENSP00000455301, ENSP00000457015, ENSP00000253452, ENSP00000457513, ENSP00000456452, ENSP00000454869, ENSP00000455030, ENSP00000454714
OG0001671	FBpp0081333	ENSP00000463998, ENSP00000462644, ENSP00000462167, ENSP00000464274, ENSP00000378919, ENSP00000436931, ENSP00000464091, ENSP00000463808, ENSP00000434125, ENSP00000437191, ENSP00000431877, ENSP00000436174, ENSP00000434390, ENSP00000433543, ENSP00000433756, ENSP00000352500, ENSP00000431974, ENSP00000432412
OG0001672	FBpp0082246	ENSP00000408603
OG0001673	FBpp0306754, FBpp0306755, FBpp0082725	ENSP00000434128, ENSP00000480454, ENSP00000390315, ENSP00000403040, ENSP00000260128, ENSP00000385704, ENSP00000417894, ENSP00000418290, ENSP00000418442, ENSP00000353007
OG0001674	FBpp0082850	ENSP00000384828, ENSP00000424191, ENSP00000338606, ENSP00000423083, ENSP00000426440, ENSP00000425974, ENSP00000489489, ENSP00000421790, ENSP00000421894, ENSP00000425426, ENSP00000427547, ENSP00000423457, ENSP00000421139, ENSP00000421206, ENSP00000423629, ENSP00000243112
OG0001675	FBpp0083320, FBpp0303076, FBpp0289844, FBpp0306701, FBpp0306700, FBpp0306699	ENSP00000470503, ENSP00000473126, ENSP00000472586, ENSP00000351250, ENSP00000402333, ENSP00000358556, ENSP00000340507, ENSP00000390829
OG0001676	FBpp0083397, FBpp0110120	ENSP00000394647, ENSP00000387082, ENSP00000386941, ENSP00000387202, ENSP00000387360, ENSP00000386386, ENSP00000386279, ENSP00000317271, ENSP00000387541, ENSP00000498024, ENSP00000402717, ENSP00000386261, ENSP00000386651
OG0001677	FBpp0083412	ENSP00000423402, ENSP00000425757, ENSP00000347619, ENSP00000332646, ENSP00000426907, ENSP00000423509, ENSP00000427637
OG0001678	FBpp0088311, FBpp0084146	ENSP00000403411, ENSP00000403060, ENSP00000354449, ENSP00000354620, ENSP00000361653, ENSP00000361654, ENSP00000439044, ENSP00000393408
OG0001679	FBpp0084323	ENSP00000457018, ENSP00000440530, ENSP00000376405, ENSP00000376403, ENSP00000376404, ENSP00000463090, ENSP00000456724, ENSP00000457080, ENSP00000454667, ENSP00000455960, ENSP00000454727, ENSP00000457283, ENSP00000300571, ENSP00000442858
OG0001680	FBpp0084545	ENSP00000436617, ENSP00000433257, ENSP00000436706, ENSP00000437185, ENSP00000357121, ENSP00000354526, ENSP00000357118, ENSP00000431962, ENSP00000382975, ENSP00000318543, ENSP00000382976, ENSP00000463600, ENSP00000462295, ENSP00000462090
OG0001681	FBpp0085395, FBpp0307253, FBpp0289731, FBpp0085394	ENSP00000476200, ENSP00000362717, ENSP00000356361, ENSP00000453064, ENSP00000356357, ENSP00000356360, ENSP00000453448, ENSP00000394978
OG0001684	FBpp0087939, FBpp0087940	ENSP00000321507, ENSP00000337180, ENSP00000362540, ENSP00000362539, ENSP00000294517, ENSP00000362542, ENSP00000234111, ENSP00000385333
OG0001685	FBpp0308016, FBpp0088478, FBpp0292427, FBpp0308015, FBpp0288453, FBpp0308014	ENSP00000351339, ENSP00000295956, ENSP00000344002, ENSP00000327145, ENSP00000358872, ENSP00000358866, ENSP00000416926, ENSP00000353467
OG0001686	FBpp0088569	ENSP00000497327, ENSP00000480690, ENSP00000484722, ENSP00000481867, ENSP00000432132, ENSP00000486989, ENSP00000313129, ENSP00000492196, ENSP00000482191
OG0001687	FBpp0305167, FBpp0112913, FBpp0290850, FBpp0112914	ENSP00000445587, ENSP00000437983, ENSP00000444255, ENSP00000381840, ENSP00000266508, ENSP00000354267, ENSP00000381715
OG0001688	FBpp0310643, FBpp0310645, FBpp0310644, FBpp0301205, FBpp0304241, FBpp0310642, FBpp0301203, FBpp0310646, FBpp0301207, FBpp0301204	ENSP00000386903, ENSP00000428677, ENSP00000441616, ENSP00000386314, ENSP00000406420, ENSP00000308978, ENSP00000402972, ENSP00000386722, ENSP00000386987
OG0001715	FBpp0087366	ENSP00000376107, ENSP00000386893, ENSP00000401196
OG0001715	FBpp0072463	ENSP00000362803
OG0001716	FBpp0311967, FBpp0081439	ENSP00000431247, ENSP00000433730, ENSP00000431854, ENSP00000434326, ENSP00000400476, ENSP00000433572, ENSP00000436926, ENSP00000432606, ENSP00000432520
OG0001717	FBpp0307198, FBpp0081906	ENSP00000494003, ENSP00000496198, ENSP00000448655, ENSP00000367338, ENSP00000494330, ENSP00000367339, ENSP00000494710, ENSP00000495380, ENSP00000438813, ENSP00000353165, ENSP00000491869, ENSP00000495237
OG0001721	FBpp0084534, FBpp0311293	ENSP00000395874, ENSP00000217456
OG0001722	FBpp0070025	ENSP00000349658
OG0001722	FBpp0311237, FBpp0082069	ENSP00000391890, ENSP00000244137, ENSP00000380226
OG0001723	FBpp0303728, FBpp0311640, FBpp0085314	ENSP00000473246, ENSP00000471695, ENSP00000434298, ENSP00000346027, ENSP00000351021, ENSP00000370569, ENSP00000370574
OG0001724	FBpp0086320, FBpp0086317, FBpp0086319	ENSP00000272238, ENSP00000497038, ENSP00000489280, ENSP00000371077, ENSP00000430129, ENSP00000428204, ENSP00000430282, ENSP00000379203
OG0001725	FBpp0088486, FBpp0310686, FBpp0088980, FBpp0310687, FBpp0310685, FBpp0088485	ENSP00000326693, ENSP00000476815
OG0001728	FBpp0302818, FBpp0082929	ENSP00000305826, ENSP00000353653, ENSP00000344857, ENSP00000383718, ENSP00000383719, ENSP00000393301
OG0001729	FBpp0110309, FBpp0085679, FBpp0085678, FBpp0303281	ENSP00000384700, ENSP00000376716, ENSP00000216277, ENSP00000405570, ENSP00000238714
OG0001730	FBpp0089282	ENSP00000449134, ENSP00000374566
OG0001730	FBpp0306018, FBpp0312148, FBpp0076227	ENSP00000465501, ENSP00000465377, ENSP00000465992, ENSP00000263181
OG0001731	FBpp0082692, FBpp0291706	ENSP00000267064, ENSP00000449396, ENSP00000302919, ENSP00000377591, ENSP00000254480
OG0001733	FBpp0088409, FBpp0088411, FBpp0088410, FBpp0088408, FBpp0307859	ENSP00000410385, ENSP00000414568, ENSP00000404864, ENSP00000340167, ENSP00000386350, ENSP00000284719
OG0001734	FBpp0071849	ENSP00000391225, ENSP00000260318, ENSP00000376812, ENSP00000397673, ENSP00000415885, ENSP00000374219
OG0001736	FBpp0302956, FBpp0079978	ENSP00000381096, ENSP00000381095, ENSP00000337618, ENSP00000437746, ENSP00000352762
OG0001737	FBpp0310399, FBpp0310400, FBpp0080853, FBpp0312559	ENSP00000411619, ENSP00000408025, ENSP00000498145, ENSP00000364475, ENSP00000364486
OG0001738	FBpp0083841, FBpp0083840, FBpp0083839, FBpp0083838	ENSP00000295304, ENSP00000398105, ENSP00000395466, ENSP00000481816, ENSP00000484644
OG0001739	FBpp0312101, FBpp0081029	ENSP00000458082, ENSP00000457239, ENSP00000454477, ENSP00000368686, ENSP00000256117, ENSP00000414312, ENSP00000398124, ENSP00000429669, ENSP00000428606, ENSP00000429120, ENSP00000430461, ENSP00000458706
OG0001740	FBpp0312580, FBpp0312394, FBpp0312392, FBpp0312393	ENSP00000467088, ENSP00000412465
OG0001741	FBpp0307000, FBpp0073996, FBpp0307001, FBpp0307002	ENSP00000474609, ENSP00000475044, ENSP00000488655, ENSP00000488684, ENSP00000480040, ENSP00000474096, ENSP00000488803, ENSP00000474522
OG0001742	FBpp0086741, FBpp0401456	ENSP00000366711, ENSP00000366708, ENSP00000466756, ENSP00000340278, ENSP00000418770, ENSP00000466242, ENSP00000465404
OG0001743	FBpp0073675, FBpp0073676, FBpp0310009	ENSP00000431515, ENSP00000435570, ENSP00000433612, ENSP00000431820, ENSP00000437172, ENSP00000326424, ENSP00000433472, ENSP00000432129, ENSP00000437220
OG0001744	FBpp0071596	ENSP00000247219, ENSP00000404905, ENSP00000442132, ENSP00000230354, ENSP00000375942, ENSP00000484118
OG0001744	FBpp0079164	ENSP00000451597
OG0001745	FBpp0312575, FBpp0081284	ENSP00000268876, ENSP00000468335, ENSP00000378071
OG0001746	FBpp0077420, FBpp0303563, FBpp0077419, FBpp0303560, FBpp0303561, FBpp0303562, FBpp0306279	ENSP00000305995, ENSP00000362413, ENSP00000496140
OG0001747	FBpp0078633	ENSP00000361465, ENSP00000307212, ENSP00000496683, ENSP00000495521, ENSP00000496018, ENSP00000494368, ENSP00000361419, ENSP00000494529, ENSP00000395401, ENSP00000496044, ENSP00000496001
OG0001748	FBpp0311965, FBpp0078350, FBpp0078349	ENSP00000398932, ENSP00000382696, ENSP00000253413, ENSP00000382694, ENSP00000428141, ENSP00000304891
OG0001749	FBpp0310309, FBpp0079488	ENSP00000450948, ENSP00000452392, ENSP00000450782, ENSP00000451804, ENSP00000343041, ENSP00000452238, ENSP00000450794, ENSP00000372445, ENSP00000451913, ENSP00000451478, ENSP00000451049
OG0001750	FBpp0087082, FBpp0297204	ENSP00000426749, ENSP00000424531, ENSP00000401619, ENSP00000313851.10
OG0001751	FBpp0309425, FBpp0309424, FBpp0080237	ENSP00000477651, ENSP00000488808, ENSP00000488286, ENSP00000468520, ENSP00000354733, ENSP00000400762, ENSP00000482802, ENSP00000267176, ENSP00000473665, ENSP00000387361
OG0001752	FBpp0077424, FBpp0307166	ENSP00000266481, ENSP00000448610, ENSP00000450399, ENSP00000449089, ENSP00000415131, ENSP00000370388, ENSP00000350948
OG0001753	FBpp0292532, FBpp0084088	ENSP00000474151, ENSP00000474264, ENSP00000497805, ENSP00000473708, ENSP00000473745, ENSP00000473773, ENSP00000474768, ENSP00000388333, ENSP00000437700, ENSP00000321810, ENSP00000361905
OG0001754	FBpp0080275, FBpp0080274, FBpp0292110, FBpp0292109	ENSP00000261867, ENSP00000363396, ENSP00000363394
OG0001755	FBpp0070860	ENSP00000468860, ENSP00000472116, ENSP00000468956, ENSP00000470628, ENSP00000216039
OG0001756	FBpp0077400, FBpp0307126	ENSP00000369697, ENSP00000369700, ENSP00000453002, ENSP00000261879, ENSP00000453327, ENSP00000358105, ENSP00000353380, ENSP00000236017, ENSP00000397473
OG0001758	FBpp0079838, FBpp0078078, FBpp0073667, FBpp0078079, FBpp0076771	ENSP00000409083, ENSP00000386233, ENSP00000399473, ENSP00000272252
OG0001759	FBpp0079949	ENSP00000465370, ENSP00000350352, ENSP00000221504, ENSP00000416149, ENSP00000466967
OG0001760	FBpp0077364, FBpp0077366, FBpp0304733, FBpp0077367, FBpp0304732	ENSP00000451483, ENSP00000451499, ENSP00000335246, ENSP00000451591, ENSP00000451810
OG0001761	FBpp0086578	ENSP00000466644, ENSP00000394875, ENSP00000468548, ENSP00000013807, ENSP00000465354, ENSP00000300853, ENSP00000468035, ENSP00000345203, ENSP00000468119, ENSP00000465524, ENSP00000468158, ENSP00000467183
OG0001762	FBpp0074919	ENSP00000378920, ENSP00000337648, ENSP00000401066, ENSP00000404684, ENSP00000351597, ENSP00000373239, ENSP00000388721, ENSP00000404607, ENSP00000389922
OG0001763	FBpp0081343	ENSP00000323511, ENSP00000486707, ENSP00000472300, ENSP00000469826, ENSP00000473137, ENSP00000469848, ENSP00000470887, ENSP00000486037, ENSP00000486500
OG0001764	FBpp0071010	ENSP00000445870, ENSP00000446281, ENSP00000440734, ENSP00000320646, ENSP00000479130, ENSP00000384627, ENSP00000497456, ENSP00000367596, ENSP00000442781, ENSP00000445397, ENSP00000439201, ENSP00000442683, ENSP00000443428, ENSP00000457301
OG0001765	FBpp0306149, FBpp0070084, FBpp0070085, FBpp0099908, FBpp0099909	ENSP00000448426, ENSP00000447165, ENSP00000450042, ENSP00000449691, ENSP00000353270, ENSP00000478266, ENSP00000448535, ENSP00000448585, ENSP00000447212
OG0001766	FBpp0290653, FBpp0304951	ENSP00000403763, ENSP00000392050, ENSP00000390021, ENSP00000413393, ENSP00000272542, ENSP00000340465, ENSP00000429712, ENSP00000429754
OG0001767	FBpp0303744, FBpp0303743, FBpp0080785, FBpp0080786	ENSP00000401474, ENSP00000390222, ENSP00000267229, ENSP00000387531, ENSP00000483408, ENSP00000475384, ENSP00000265271
OG0001768	FBpp0077501, FBpp0099923	ENSP00000443787, ENSP00000216392, ENSP00000431657, ENSP00000216962, ENSP00000366650, ENSP00000164139
OG0001769	FBpp0075461, FBpp0300819, FBpp0075462, FBpp0085615, FBpp0309579, FBpp0309580	ENSP00000228318, ENSP00000447310, ENSP00000188376, ENSP00000449166, ENSP00000383898, ENSP00000447740, ENSP00000448708
OG0001770	FBpp0301191, FBpp0072688, FBpp0072689, FBpp0292226, FBpp0072690, FBpp0311152	ENSP00000458718, ENSP00000484503, ENSP00000487247, ENSP00000458870, ENSP00000461181, ENSP00000458230
OG0001771	FBpp0072061	ENSP00000491430, ENSP00000446179, ENSP00000325369, ENSP00000453288, ENSP00000394170, ENSP00000453380, ENSP00000453637, ENSP00000453852, ENSP00000338777, ENSP00000453223
OG0001772	FBpp0074497, FBpp0074496, FBpp0303585	ENSP00000267199, ENSP00000494935, ENSP00000439255, ENSP00000442951, ENSP00000454454, ENSP00000495062, ENSP00000444053, ENSP00000493953, ENSP00000494429, ENSP00000327650, ENSP00000495981
OG0001773	FBpp0086468, FBpp0311750, FBpp0308493	ENSP00000452192, ENSP00000452029, ENSP00000216442, ENSP00000451564, ENSP00000450841, ENSP00000450885, ENSP00000451167
OG0001773	FBpp0087108	ENSP00000451031, ENSP00000451422, ENSP00000452492
OG0001775	FBpp0078636	ENSP00000464158, ENSP00000463037, ENSP00000379758, ENSP00000462839, ENSP00000463056, ENSP00000462229, ENSP00000459498, ENSP00000414071, ENSP00000464524, ENSP00000463966, ENSP00000250124
OG0001776	FBpp0080535, FBpp0296963	ENSP00000466461, ENSP00000221566, ENSP00000468443, ENSP00000370395, ENSP00000421447, ENSP00000466114
OG0001778	FBpp0072158, FBpp0298003	ENSP00000390537, ENSP00000460821, ENSP00000370427, ENSP00000457716, ENSP00000481477, ENSP00000317872, ENSP00000496720, ENSP00000316291, ENSP00000456750
OG0001779	FBpp0085449, FBpp0085450	ENSP00000312587, ENSP00000446723, ENSP00000407843, ENSP00000387223, ENSP00000263960, ENSP00000386785, ENSP00000446957, ENSP00000447964
OG0001780	FBpp0082065	ENSP00000473037, ENSP00000470741, ENSP00000270225, ENSP00000440818, ENSP00000416557, ENSP00000398818, ENSP00000468931, ENSP00000471010, ENSP00000469978, ENSP00000472389, ENSP00000469938
OG0001781	FBpp0083707, FBpp0308283, FBpp0079033, FBpp0111941	ENSP00000489563, ENSP00000381745, ENSP00000354415, ENSP00000474775, ENSP00000474192, ENSP00000493232, ENSP00000402470, ENSP00000381747, ENSP00000474809, ENSP00000432492
OG0001782	FBpp0304012, FBpp0304013, FBpp0080475	ENSP00000497450, ENSP00000497569, ENSP00000497942, ENSP00000355086, ENSP00000497472, ENSP00000497052, ENSP00000497091, ENSP00000497874, ENSP00000497781, ENSP00000497769, ENSP00000497663, ENSP00000497795
OG0001783	FBpp0073387	ENSP00000494137, ENSP00000494840, ENSP00000461879
OG0001783	FBpp0290035	ENSP00000361446, ENSP00000473389
OG0001784	FBpp0289931, FBpp0300791	ENSP00000381297, ENSP00000405985, ENSP00000386076, ENSP00000479370, ENSP00000384121, ENSP00000384378, ENSP00000387867, ENSP00000385583
OG0001785	FBpp0078020, FBpp0290416, FBpp0290415, FBpp0078022, FBpp0078017, FBpp0078015, FBpp0078019, FBpp0078021, FBpp0078018	ENSP00000424784, ENSP00000403597, ENSP00000408108
OG0001786	FBpp0072415, FBpp0305064, FBpp0072416, FBpp0072417	ENSP00000432426, ENSP00000410974, ENSP00000357868, ENSP00000357866, ENSP00000357869, ENSP00000357867, ENSP00000433149
OG0001787	FBpp0086043, FBpp0086044	ENSP00000412139, ENSP00000397168, ENSP00000386246, ENSP00000403396, ENSP00000386624, ENSP00000408374, ENSP00000401905, ENSP00000393667
OG0001790	FBpp0087463, FBpp0422664	ENSP00000408058, ENSP00000361558, ENSP00000478521, ENSP00000361561, ENSP00000361564, ENSP00000483489, ENSP00000484447, ENSP00000473900, ENSP00000361559
OG0001791	FBpp0303483, FBpp0303482, FBpp0111982, FBpp0303484, FBpp0111981, FBpp0111980, FBpp0087190	ENSP00000462878, ENSP00000377832, ENSP00000264658, ENSP00000462271, ENSP00000408895, ENSP00000441228, ENSP00000417601
OG0001792	FBpp0088542, FBpp0305035, FBpp0305034	ENSP00000473910, ENSP00000475080, ENSP00000385410, ENSP00000359024, ENSP00000474710, ENSP00000474924, ENSP00000473927
OG0001793	FBpp0088511, FBpp0306196, FBpp0306195	ENSP00000431152, ENSP00000433684, ENSP00000433235, ENSP00000468190, ENSP00000467357
OG0001794	FBpp0076740, FBpp0303151, FBpp0090957, FBpp0090956, FBpp0090955, FBpp0303152, FBpp0090954, FBpp0297475	ENSP00000369860, ENSP00000473271
OG0001794	FBpp0311253, FBpp0076020, FBpp0072855	ENSP00000473379
OG0001795	FBpp0290046, FBpp0080757, FBpp0080758, FBpp0080759, FBpp0311763, FBpp0302984, FBpp0088887, FBpp0113095	ENSP00000427321, ENSP00000348775, ENSP00000421625, ENSP00000413994
OG0001796	FBpp0271905, FBpp0271904	ENSP00000357669
OG0001798	FBpp0071033, FBpp0298274	ENSP00000430931, ENSP00000430366, ENSP00000428433, ENSP00000429492, ENSP00000430655, ENSP00000428317, ENSP00000430380, ENSP00000297598, ENSP00000379503
OG0001799	FBpp0072541, FBpp0072542, FBpp0089283, FBpp0072543, FBpp0072539, FBpp0072540	ENSP00000421555, ENSP00000445592, ENSP00000418611, ENSP00000240874, ENSP00000346122, ENSP00000426342
OG0001800	FBpp0075916	ENSP00000457771, ENSP00000401265, ENSP00000497549, ENSP00000486349, ENSP00000490557, ENSP00000411258, ENSP00000232165, ENSP00000490111, ENSP00000490563, ENSP00000487217, ENSP00000497572, ENSP00000490258, ENSP00000481796, ENSP00000497594, ENSP00000381045
OG0001801	FBpp0076186	ENSP00000364995, ENSP00000357430, ENSP00000401303, ENSP00000357435, ENSP00000404908, ENSP00000396333, ENSP00000357434, ENSP00000357438, ENSP00000398864, ENSP00000398441
OG0001802	FBpp0076233, FBpp0076235, FBpp0076234	ENSP00000433036, ENSP00000431767, ENSP00000433804, ENSP00000433151, ENSP00000435682, ENSP00000436403, ENSP00000339686, ENSP00000227155, ENSP00000433788
OG0001803	FBpp0077038, FBpp0077040, FBpp0077039, FBpp0301178, FBpp0301177, FBpp0077041, FBpp0308590, FBpp0308589, FBpp0352241	ENSP00000436952, ENSP00000407842, ENSP00000260187
OG0001804	FBpp0077329, FBpp0271738, FBpp0304043, FBpp0077330	ENSP00000431773, ENSP00000416918, ENSP00000265978, ENSP00000421580, ENSP00000413196
OG0001805	FBpp0077847, FBpp0077848, FBpp0077845, FBpp0298380, FBpp0077846, FBpp0298381, FBpp0077844	ENSP00000239231, ENSP00000496112, ENSP00000417609, ENSP00000481523, ENSP00000477429, ENSP00000313377, ENSP00000318526, ENSP00000345118, ENSP00000302108
OG0001807	FBpp0079664, FBpp0292906, FBpp0305602, FBpp0079665, FBpp0079666	ENSP00000437405, ENSP00000483595, ENSP00000372355, ENSP00000443078, ENSP00000398929, ENSP00000405910, ENSP00000367203
OG0001808	FBpp0080816, FBpp0292792, FBpp0311158, FBpp0080815, FBpp0292791	ENSP00000413530, ENSP00000434344, ENSP00000377312, ENSP00000476225, ENSP00000232508, ENSP00000400454, ENSP00000410663, ENSP00000391209
OG0001809	FBpp0080821, FBpp0080820, FBpp0302998	ENSP00000476532, ENSP00000476689, ENSP00000357298, ENSP00000476916, ENSP00000315325, ENSP00000314787, ENSP00000354837
OG0001810	FBpp0080871, FBpp0080870	ENSP00000414972, ENSP00000397790, ENSP00000415703, ENSP00000383438, ENSP00000402718, ENSP00000398494, ENSP00000259873, ENSP00000390930, ENSP00000397472, ENSP00000397340, ENSP00000383437, ENSP00000398549, ENSP00000398781
OG0001811	FBpp0081523, FBpp0306561, FBpp0290868, FBpp0306560, FBpp0306559	ENSP00000496915, ENSP00000429847, ENSP00000430676, ENSP00000497893, ENSP00000497127, ENSP00000498160, ENSP00000302166, ENSP00000498198, ENSP00000483136, ENSP00000306275, ENSP00000361952
OG0001813	FBpp0081805, FBpp0292061	ENSP00000420652, ENSP00000420732, ENSP00000420278, ENSP00000417415, ENSP00000418126, ENSP00000413743, ENSP00000419562, ENSP00000372027, ENSP00000296015
OG0001814	FBpp0082435	ENSP00000496303, ENSP00000494841, ENSP00000495267, ENSP00000496131, ENSP00000493662, ENSP00000495681, ENSP00000399286, ENSP00000277082, ENSP00000494781, ENSP00000411284, ENSP00000496384, ENSP00000495962, ENSP00000365782, ENSP00000493822, ENSP00000493600, ENSP00000365783, ENSP00000494276, ENSP00000496423
OG0001816	FBpp0291415, FBpp0291416, FBpp0297359, FBpp0297360, FBpp0086254, FBpp0084714, FBpp0086266	ENSP00000182377, ENSP00000443291, ENSP00000449349, ENSP00000346874
OG0001816	FBpp0083231	ENSP00000437111
OG0001817	FBpp0312602, FBpp0294023, FBpp0307981, FBpp0294022, FBpp0294024, FBpp0083795, FBpp0083794	ENSP00000248104, ENSP00000422852, ENSP00000373873, ENSP00000301712, ENSP00000466054, ENSP00000372205, ENSP00000464893
OG0001818	FBpp0290584, FBpp0290585, FBpp0290581, FBpp0084020, FBpp0306895, FBpp0290582, FBpp0306894, FBpp0311443, FBpp0290583	ENSP00000358992, ENSP00000358994, ENSP00000487348, ENSP00000359002, ENSP00000478013
OG0001819	FBpp0084833, FBpp0303325, FBpp0084834	ENSP00000368766, ENSP00000369946, ENSP00000431073, ENSP00000430414, ENSP00000369947, ENSP00000276393, ENSP00000369960, ENSP00000346557, ENSP00000430793, ENSP00000369956
OG0001820	FBpp0085834	ENSP00000436158, ENSP00000436357, ENSP00000399733, ENSP00000435837, ENSP00000433508, ENSP00000257831, ENSP00000435835, ENSP00000432460, ENSP00000432905, ENSP00000434395, ENSP00000436386, ENSP00000311010
OG0001821	FBpp0086197, FBpp0293607, FBpp0111731, FBpp0086198, FBpp0304291, FBpp0293606, FBpp0086196	ENSP00000263431, ENSP00000408695, ENSP00000318315, ENSP00000493817, ENSP00000305355, ENSP00000496129
OG0001822	FBpp0087535, FBpp0291386, FBpp0304288	ENSP00000433083, ENSP00000431980, ENSP00000433279, ENSP00000413263, ENSP00000407168, ENSP00000412733, ENSP00000360779, ENSP00000354970
