Orthogroup	fly	mouse
OG0001996	FBpp0112006, FBpp0085878, FBpp0085880	ENSMUSP00000029017, ENSMUSP00000154736, ENSMUSP00000154245, ENSMUSP00000154072, ENSMUSP00000038555, ENSMUSP00000153733, ENSMUSP00000154762
OG0001997	FBpp0293439, FBpp0292315, FBpp0087309, FBpp0303451, FBpp0289805, FBpp0293438, FBpp0308549	ENSMUSP00000144254, ENSMUSP00000024238, ENSMUSP00000151109, ENSMUSP00000150759, ENSMUSP00000016172, ENSMUSP00000153927, ENSMUSP00000154168, ENSMUSP00000088046, ENSMUSP00000122329
OG0001998	FBpp0087352, FBpp0422979	ENSMUSP00000105720, ENSMUSP00000105717, ENSMUSP00000105719, ENSMUSP00000034301, ENSMUSP00000150125, ENSMUSP00000155513, ENSMUSP00000153347, ENSMUSP00000132945, ENSMUSP00000102261, ENSMUSP00000003502, ENSMUSP00000113322, ENSMUSP00000111008
OG0001999	FBpp0099887, FBpp0087358, FBpp0297357, FBpp0312425, FBpp0087357, FBpp0303464	ENSMUSP00000152113, ENSMUSP00000152077, ENSMUSP00000130636, ENSMUSP00000152620, ENSMUSP00000040045
OG0002000	FBpp0087546, FBpp0087543, FBpp0087539, FBpp0087545, FBpp0290074, FBpp0087542, FBpp0087544, FBpp0087540, FBpp0087541, FBpp0087547	ENSMUSP00000063825, ENSMUSP00000109456, ENSMUSP00000153479
OG0002001	FBpp0308475, FBpp0087633, FBpp0087632, FBpp0087631, FBpp0297720	ENSMUSP00000074115, ENSMUSP00000124756, ENSMUSP00000125506
OG0002002	FBpp0308462, FBpp0297473, FBpp0297474, FBpp0291660, FBpp0291659, FBpp0087707, FBpp0308463	ENSMUSP00000143691, ENSMUSP00000143783, ENSMUSP00000142738, ENSMUSP00000092082, ENSMUSP00000127580
OG0002003	FBpp0306556, FBpp0306557, FBpp0100057, FBpp0088312	ENSMUSP00000145931, ENSMUSP00000145732, ENSMUSP00000145919, ENSMUSP00000107377, ENSMUSP00000047567, ENSMUSP00000114602, ENSMUSP00000122786, ENSMUSP00000107378, ENSMUSP00000076403, ENSMUSP00000133041
OG0002004	FBpp0289145	ENSMUSP00000107346, ENSMUSP00000107343, ENSMUSP00000088235, ENSMUSP00000122776, ENSMUSP00000107340, ENSMUSP00000028487, ENSMUSP00000107347, ENSMUSP00000107351
OG0002005	FBpp0291921, FBpp0297643, FBpp0291919, FBpp0304949, FBpp0291922, FBpp0291920, FBpp0291923, FBpp0291918, FBpp0312427, FBpp0291917, FBpp0291916, FBpp0291924	ENSMUSP00000141170, ENSMUSP00000008280
OG0002006	FBpp0312189	ENSMUSP00000102540, ENSMUSP00000030254, ENSMUSP00000033910
OG0002007	FBpp0312605, FBpp0312604	ENSMUSP00000130348, ENSMUSP00000046028, ENSMUSP00000125843, ENSMUSP00000077139, ENSMUSP00000040859
OG0002047	FBpp0086061, FBpp0309192, FBpp0083717	ENSMUSP00000152413, ENSMUSP00000043676
OG0002048	FBpp0070680, FBpp0070678, FBpp0070679, FBpp0070677, FBpp0070676	ENSMUSP00000033662, ENSMUSP00000060774
OG0002049	FBpp0111586, FBpp0291332, FBpp0293496, FBpp0111584, FBpp0111585, FBpp0308486	ENSMUSP00000148831, ENSMUSP00000148735, ENSMUSP00000063565, ENSMUSP00000148807, ENSMUSP00000096073
OG0002050	FBpp0084691, FBpp0084692, FBpp0084694, FBpp0112211, FBpp0112213	ENSMUSP00000152508, ENSMUSP00000114713, ENSMUSP00000112953
OG0002054	FBpp0082547, FBpp0082546	ENSMUSP00000045606, ENSMUSP00000124976
OG0002056	FBpp0075006, FBpp0075007, FBpp0304231	ENSMUSP00000145248, ENSMUSP00000138232, ENSMUSP00000152560, ENSMUSP00000110810, ENSMUSP00000110813, ENSMUSP00000138292, ENSMUSP00000067667, ENSMUSP00000115567, ENSMUSP00000100056
OG0002058	FBpp0082483, FBpp0075764	ENSMUSP00000114141, ENSMUSP00000156823, ENSMUSP00000156828, ENSMUSP00000048469, ENSMUSP00000156950, ENSMUSP00000156947
OG0002058	FBpp0311303	ENSMUSP00000156409
OG0002061	FBpp0082542, FBpp0306656	ENSMUSP00000092216
OG0002062	FBpp0308325, FBpp0084940	ENSMUSP00000147632, ENSMUSP00000147304, ENSMUSP00000096450, ENSMUSP00000147943, ENSMUSP00000147611, ENSMUSP00000033875, ENSMUSP00000148019
OG0002064	FBpp0073235	ENSMUSP00000116524, ENSMUSP00000034264, ENSMUSP00000120113, ENSMUSP00000122042
OG0002065	FBpp0083547, FBpp0083834, FBpp0083548, FBpp0309429, FBpp0086873	ENSMUSP00000037128, ENSMUSP00000088807, ENSMUSP00000142301, ENSMUSP00000035658, ENSMUSP00000107394
OG0002066	FBpp0076872	ENSMUSP00000106336, ENSMUSP00000152764, ENSMUSP00000151681, ENSMUSP00000132835, ENSMUSP00000021407.10
OG0002067	FBpp0084907, FBpp0084906, FBpp0084905	ENSMUSP00000110546, ENSMUSP00000116508, ENSMUSP00000116368, ENSMUSP00000123100, ENSMUSP00000117182, ENSMUSP00000110547, ENSMUSP00000026887
OG0002069	FBpp0082645	ENSMUSP00000074600
OG0002070	FBpp0080002, FBpp0080010, FBpp0307601, FBpp0080001, FBpp0294002, FBpp0307596, FBpp0080000, FBpp0079999, FBpp0307597	ENSMUSP00000066886, ENSMUSP00000110314
OG0002071	FBpp0079809	ENSMUSP00000064755
OG0002072	FBpp0302807, FBpp0083858	ENSMUSP00000113800, ENSMUSP00000136087, ENSMUSP00000129384, ENSMUSP00000021347
OG0002073	FBpp0085165, FBpp0085166	ENSMUSP00000143981, ENSMUSP00000031617
OG0002074	FBpp0304872, FBpp0071164	ENSMUSP00000156731, ENSMUSP00000156502, ENSMUSP00000156682, ENSMUSP00000128271, ENSMUSP00000071743
OG0002078	FBpp0309164, FBpp0082149, FBpp0292148	ENSMUSP00000123807, ENSMUSP00000125381, ENSMUSP00000001402, ENSMUSP00000082419
OG0002079	FBpp0309476, FBpp0074518, FBpp0074517	ENSMUSP00000115915, ENSMUSP00000004327, ENSMUSP00000131163
OG0002080	FBpp0087692, FBpp0291673, FBpp0291674	ENSMUSP00000022908, ENSMUSP00000154807, ENSMUSP00000154227, ENSMUSP00000144490
OG0002081	FBpp0079577	ENSMUSP00000122945, ENSMUSP00000025679, ENSMUSP00000115195, ENSMUSP00000098655, ENSMUSP00000137162, ENSMUSP00000021620
OG0002082	FBpp0084171	ENSMUSP00000120060
OG0002083	FBpp0079612, FBpp0079613, FBpp0079611	ENSMUSP00000010974, ENSMUSP00000106359, ENSMUSP00000147273, ENSMUSP00000002855, ENSMUSP00000148258
OG0002085	FBpp0084307	ENSMUSP00000145025, ENSMUSP00000058028
OG0002086	FBpp0081823	ENSMUSP00000140228
OG0002086	FBpp0081822, FBpp0307759	ENSMUSP00000038326, ENSMUSP00000129325
OG0002087	FBpp0076000, FBpp0076001	ENSMUSP00000153955, ENSMUSP00000000985
OG0002090	FBpp0080423, FBpp0305671, FBpp0305670, FBpp0080424, FBpp0305672	ENSMUSP00000116793, ENSMUSP00000014339
OG0002091	FBpp0077537, FBpp0077536	ENSMUSP00000034097
OG0002091	FBpp0086371, FBpp0086370	ENSMUSP00000026196
OG0002092	FBpp0070368, FBpp0303827	ENSMUSP00000081141
OG0002093	FBpp0075422, FBpp0075068	ENSMUSP00000138613, ENSMUSP00000139514, ENSMUSP00000051657, ENSMUSP00000146882
OG0002095	FBpp0308666, FBpp0070278, FBpp0070277, FBpp0308665	ENSMUSP00000149650, ENSMUSP00000150804, ENSMUSP00000035105, ENSMUSP00000148933
OG0002096	FBpp0078851, FBpp0078850, FBpp0078852	ENSMUSP00000121808, ENSMUSP00000021282
OG0002097	FBpp0077740	ENSMUSP00000105450, ENSMUSP00000078236, ENSMUSP00000086460, ENSMUSP00000120068
OG0002098	FBpp0076207	ENSMUSP00000079628
OG0002099	FBpp0072802, FBpp0072801	ENSMUSP00000004072, ENSMUSP00000155657
OG0002100	FBpp0080917	ENSMUSP00000028816, ENSMUSP00000105793, ENSMUSP00000136826, ENSMUSP00000105792
OG0002101	FBpp0086984	ENSMUSP00000106957, ENSMUSP00000154624, ENSMUSP00000154028, ENSMUSP00000154325, ENSMUSP00000153845
OG0002103	FBpp0087605, FBpp0087604, FBpp0087606	ENSMUSP00000153794, ENSMUSP00000087680, ENSMUSP00000154280, ENSMUSP00000154475, ENSMUSP00000154613, ENSMUSP00000151537, ENSMUSP00000096994
OG0002104	FBpp0305186, FBpp0080895	ENSMUSP00000146597, ENSMUSP00000075429
OG0002105	FBpp0300391, FBpp0082464	ENSMUSP00000047682, ENSMUSP00000137654, ENSMUSP00000137788, ENSMUSP00000119988
OG0002106	FBpp0081703, FBpp0307977	ENSMUSP00000025778
OG0002107	FBpp0081447	ENSMUSP00000145504, ENSMUSP00000032141, ENSMUSP00000109236
OG0002108	FBpp0309092, FBpp0070432	ENSMUSP00000048383
OG0002108	FBpp0072616	ENSMUSP00000149582, ENSMUSP00000012587
OG0002109	FBpp0293866, FBpp0290882	ENSMUSP00000020649, ENSMUSP00000120869, ENSMUSP00000119618
OG0002110	FBpp0073716	ENSMUSP00000110585, ENSMUSP00000025027
OG0002111	FBpp0293342, FBpp0293341, FBpp0293343, FBpp0290694, FBpp0290695	ENSMUSP00000097303, ENSMUSP00000106970, ENSMUSP00000106969, ENSMUSP00000046263
OG0002112	FBpp0082508	ENSMUSP00000026601, ENSMUSP00000122770, ENSMUSP00000108170, ENSMUSP00000026318, ENSMUSP00000090647, ENSMUSP00000104296
OG0002113	FBpp0076706, FBpp0304173	ENSMUSP00000125127, ENSMUSP00000125457, ENSMUSP00000132870, ENSMUSP00000125849, ENSMUSP00000039422
OG0002114	FBpp0289843, FBpp0083457	ENSMUSP00000036621, ENSMUSP00000021573, ENSMUSP00000139705
OG0002115	FBpp0072318, FBpp0311624, FBpp0301182, FBpp0072317, FBpp0099803	ENSMUSP00000124954, ENSMUSP00000037278, ENSMUSP00000123721, ENSMUSP00000135487, ENSMUSP00000135481
OG0002116	FBpp0077552	ENSMUSP00000146711, ENSMUSP00000146943, ENSMUSP00000147204, ENSMUSP00000152376, ENSMUSP00000146963, ENSMUSP00000147067, ENSMUSP00000152198, ENSMUSP00000021512
OG0002117	FBpp0082570	ENSMUSP00000021380, ENSMUSP00000151903, ENSMUSP00000151772, ENSMUSP00000151224, ENSMUSP00000002112, ENSMUSP00000104095, ENSMUSP00000120406
OG0002118	FBpp0076281, FBpp0076280, FBpp0076282, FBpp0292326	ENSMUSP00000028636, ENSMUSP00000092186
OG0002120	FBpp0078976, FBpp0078974, FBpp0297875, FBpp0297874, FBpp0297873, FBpp0290617, FBpp0290618, FBpp0078975	ENSMUSP00000117497, ENSMUSP00000089958, ENSMUSP00000101001, ENSMUSP00000101000
OG0002121	FBpp0082705, FBpp0310460	ENSMUSP00000148073, ENSMUSP00000130324, ENSMUSP00000148042, ENSMUSP00000147856, ENSMUSP00000147337
OG0002122	FBpp0073967, FBpp0089398, FBpp0308531, FBpp0089397, FBpp0111709, FBpp0111710, FBpp0073966	ENSMUSP00000050220, ENSMUSP00000099475
OG0002123	FBpp0087045	ENSMUSP00000047123
OG0002125	FBpp0072169	ENSMUSP00000142474, ENSMUSP00000045998
OG0002125	FBpp0306037, FBpp0076247	ENSMUSP00000073652
OG0002127	FBpp0298309, FBpp0401600, FBpp0072976	ENSMUSP00000133823, ENSMUSP00000072155, ENSMUSP00000103863, ENSMUSP00000118200, ENSMUSP00000117439, ENSMUSP00000114000, ENSMUSP00000041299
OG0002128	FBpp0080257	ENSMUSP00000009679, ENSMUSP00000025427, ENSMUSP00000122741, ENSMUSP00000117459, ENSMUSP00000123500
OG0002129	FBpp0086838, FBpp0291638	ENSMUSP00000063371, ENSMUSP00000023365, ENSMUSP00000115585
OG0002130	FBpp0082309, FBpp0100064, FBpp0099895, FBpp0099893	ENSMUSP00000106509, ENSMUSP00000073686, ENSMUSP00000151833
OG0002131	FBpp0085529	ENSMUSP00000124672, ENSMUSP00000125364, ENSMUSP00000123971, ENSMUSP00000123843, ENSMUSP00000124405, ENSMUSP00000124506, ENSMUSP00000125540, ENSMUSP00000124812, ENSMUSP00000152141, ENSMUSP00000152093
OG0002132	FBpp0079745, FBpp0303623, FBpp0303622, FBpp0079746	ENSMUSP00000080767, ENSMUSP00000057854
OG0002133	FBpp0082457	ENSMUSP00000134105, ENSMUSP00000133340, ENSMUSP00000116995, ENSMUSP00000032461
OG0002134	FBpp0311240, FBpp0309475, FBpp0074514, FBpp0087119, FBpp0085607	ENSMUSP00000132348, ENSMUSP00000105271, ENSMUSP00000105270, ENSMUSP00000105269, ENSMUSP00000137362
OG0002135	FBpp0099759	ENSMUSP00000078886, ENSMUSP00000145960
OG0002136	FBpp0298012, FBpp0307719, FBpp0307720	ENSMUSP00000105783, ENSMUSP00000154677
OG0002137	FBpp0073017	ENSMUSP00000115144, ENSMUSP00000062122, ENSMUSP00000128329, ENSMUSP00000019382, ENSMUSP00000148368, ENSMUSP00000131389, ENSMUSP00000148299, ENSMUSP00000148721
OG0002138	FBpp0073103, FBpp0073102, FBpp0073101	ENSMUSP00000103305, ENSMUSP00000103306, ENSMUSP00000103302, ENSMUSP00000029727
OG0002139	FBpp0076695	ENSMUSP00000114719, ENSMUSP00000093905, ENSMUSP00000112937, ENSMUSP00000093906, ENSMUSP00000112636, ENSMUSP00000111055
OG0002140	FBpp0084044	ENSMUSP00000072863, ENSMUSP00000141835
OG0002141	FBpp0085829	ENSMUSP00000123994, ENSMUSP00000025711
OG0002142	FBpp0080513, FBpp0309160, FBpp0081589, FBpp0081587, FBpp0081588, FBpp0306718, FBpp0306719	ENSMUSP00000027853, ENSMUSP00000142329
OG0002143	FBpp0086290, FBpp0309065, FBpp0086293, FBpp0086292, FBpp0086291, FBpp0086289	ENSMUSP00000088249, ENSMUSP00000113296, ENSMUSP00000136944, ENSMUSP00000153064
OG0002144	FBpp0075348	ENSMUSP00000001565, ENSMUSP00000124335
OG0002146	FBpp0080532	ENSMUSP00000041247
OG0002147	FBpp0086296, FBpp0086295, FBpp0071465, FBpp0071466, FBpp0071464, FBpp0304696, FBpp0071467, FBpp0071468, FBpp0071469, FBpp0086297	ENSMUSP00000123144, ENSMUSP00000071206, ENSMUSP00000120671, ENSMUSP00000034609
OG0002148	FBpp0086482, FBpp0309024	ENSMUSP00000099484
OG0002149	FBpp0072486, FBpp0305465, FBpp0305464	ENSMUSP00000104616, ENSMUSP00000123590, ENSMUSP00000104610
OG0002150	FBpp0085954	ENSMUSP00000021085, ENSMUSP00000116069, ENSMUSP00000117333
OG0002151	FBpp0312009, FBpp0300996, FBpp0074189	ENSMUSP00000028728, ENSMUSP00000108961, ENSMUSP00000108963, ENSMUSP00000152895
OG0002152	FBpp0087227	ENSMUSP00000125517, ENSMUSP00000070140, ENSMUSP00000067361, ENSMUSP00000124291
OG0002153	FBpp0308934, FBpp0084806, FBpp0309363, FBpp0073949, FBpp0073950	ENSMUSP00000101003, ENSMUSP00000020361
OG0002154	FBpp0309891, FBpp0111637	ENSMUSP00000108734, ENSMUSP00000112695, ENSMUSP00000082354, ENSMUSP00000150907
OG0002155	FBpp0074544, FBpp0290523, FBpp0290522, FBpp0074546, FBpp0310187, FBpp0074545, FBpp0076535	ENSMUSP00000147329, ENSMUSP00000026547
OG0002156	FBpp0080284	ENSMUSP00000125474, ENSMUSP00000125451, ENSMUSP00000034233, ENSMUSP00000123794
OG0002157	FBpp0290701, FBpp0083650	ENSMUSP00000001335, ENSMUSP00000131245, ENSMUSP00000132441, ENSMUSP00000128263, ENSMUSP00000126970, ENSMUSP00000128526, ENSMUSP00000129178
OG0002158	FBpp0289671, FBpp0081376	ENSMUSP00000117980, ENSMUSP00000114190, ENSMUSP00000118612, ENSMUSP00000115549, ENSMUSP00000115934
OG0002159	FBpp0305315, FBpp0086997	ENSMUSP00000142376, ENSMUSP00000036971, ENSMUSP00000107858, ENSMUSP00000114611, ENSMUSP00000142758, ENSMUSP00000143347
OG0002161	FBpp0079802	ENSMUSP00000149184, ENSMUSP00000116321, ENSMUSP00000111295, ENSMUSP00000119999, ENSMUSP00000034405
OG0002162	FBpp0079874	ENSMUSP00000029147
OG0002163	FBpp0099973, FBpp0076258, FBpp0099972	ENSMUSP00000143584, ENSMUSP00000122081, ENSMUSP00000115453, ENSMUSP00000015950, ENSMUSP00000113203, ENSMUSP00000113958, ENSMUSP00000112469, ENSMUSP00000143741
OG0002167	FBpp0081319, FBpp0070273	ENSMUSP00000137538, ENSMUSP00000130271, ENSMUSP00000070449, ENSMUSP00000145884, ENSMUSP00000145694, ENSMUSP00000145679, ENSMUSP00000146124, ENSMUSP00000146135
OG0002168	FBpp0070300, FBpp0303802	ENSMUSP00000131169, ENSMUSP00000038865, ENSMUSP00000125711, ENSMUSP00000124919
OG0002169	FBpp0309988, FBpp0070950, FBpp0099823	ENSMUSP00000132740, ENSMUSP00000026222, ENSMUSP00000126763, ENSMUSP00000132421, ENSMUSP00000128192, ENSMUSP00000130918
OG0002170	FBpp0071266, FBpp0298282	ENSMUSP00000145994, ENSMUSP00000116848, ENSMUSP00000145545, ENSMUSP00000146014, ENSMUSP00000146320, ENSMUSP00000146099, ENSMUSP00000064967, ENSMUSP00000103119, ENSMUSP00000145534, ENSMUSP00000032726
OG0002171	FBpp0071536	ENSMUSP00000149700, ENSMUSP00000071872
OG0002172	FBpp0071609, FBpp0300865	ENSMUSP00000157005, ENSMUSP00000025992, ENSMUSP00000032709, ENSMUSP00000103705, ENSMUSP00000103704
OG0002173	FBpp0072660	ENSMUSP00000152901, ENSMUSP00000152985, ENSMUSP00000153424, ENSMUSP00000153192, ENSMUSP00000060421, ENSMUSP00000150265, ENSMUSP00000019615
OG0002175	FBpp0074124, FBpp0300193	ENSMUSP00000142181, ENSMUSP00000141855, ENSMUSP00000141284, ENSMUSP00000141380, ENSMUSP00000142180, ENSMUSP00000027812, ENSMUSP00000142278, ENSMUSP00000141079, ENSMUSP00000139725, ENSMUSP00000140723
OG0002176	FBpp0074853, FBpp0312453, FBpp0293169, FBpp0074854	ENSMUSP00000028084, ENSMUSP00000108504, ENSMUSP00000129071, ENSMUSP00000141495, ENSMUSP00000142219, ENSMUSP00000027649
OG0002177	FBpp0074921, FBpp0074920	ENSMUSP00000032501, ENSMUSP00000147978, ENSMUSP00000101622, ENSMUSP00000061636, ENSMUSP00000136331
OG0002178	FBpp0303374, FBpp0075555, FBpp0075556	ENSMUSP00000107250, ENSMUSP00000122515, ENSMUSP00000016631, ENSMUSP00000114340, ENSMUSP00000121270
OG0002179	FBpp0075683, FBpp0303945, FBpp0303946	ENSMUSP00000109356, ENSMUSP00000025798, ENSMUSP00000109357, ENSMUSP00000112262
OG0002180	FBpp0075855, FBpp0075857, FBpp0075856, FBpp0075859, FBpp0075858	ENSMUSP00000147874, ENSMUSP00000039544, ENSMUSP00000147467, ENSMUSP00000022986, ENSMUSP00000155258
OG0002181	FBpp0076348, FBpp0076376, FBpp0076378, FBpp0076377, FBpp0076349	ENSMUSP00000119680, ENSMUSP00000052592, ENSMUSP00000113409, ENSMUSP00000026050
OG0002182	FBpp0076772	ENSMUSP00000157192, ENSMUSP00000156975, ENSMUSP00000015267, ENSMUSP00000045672, ENSMUSP00000120741, ENSMUSP00000063499, ENSMUSP00000157286, ENSMUSP00000157332, ENSMUSP00000157001
OG0002183	FBpp0308687, FBpp0076921, FBpp0308686	ENSMUSP00000104234
OG0002183	FBpp0087803	ENSMUSP00000137199
OG0002184	FBpp0077975, FBpp0077974	ENSMUSP00000156810
OG0002185	FBpp0078139	ENSMUSP00000144635, ENSMUSP00000143792, ENSMUSP00000144439, ENSMUSP00000144164, ENSMUSP00000016279, ENSMUSP00000144151
OG0002186	FBpp0078566	ENSMUSP00000151656, ENSMUSP00000151530, ENSMUSP00000151343, ENSMUSP00000026410, ENSMUSP00000151567, ENSMUSP00000151348
OG0002187	FBpp0310415, FBpp0079777	ENSMUSP00000150558, ENSMUSP00000018610, ENSMUSP00000030834, ENSMUSP00000110742, ENSMUSP00000099617, ENSMUSP00000120421, ENSMUSP00000127432, ENSMUSP00000138506
OG0002188	FBpp0306717, FBpp0081550	ENSMUSP00000113615, ENSMUSP00000122544, ENSMUSP00000112453, ENSMUSP00000109671, ENSMUSP00000113129, ENSMUSP00000109670, ENSMUSP00000122320
OG0002189	FBpp0082081	ENSMUSP00000155575, ENSMUSP00000155538, ENSMUSP00000035682, ENSMUSP00000155487, ENSMUSP00000155465
OG0002190	FBpp0082111, FBpp0082110	ENSMUSP00000019939, ENSMUSP00000101138, ENSMUSP00000101139, ENSMUSP00000119102, ENSMUSP00000077038, ENSMUSP00000113117
OG0002191	FBpp0082571	ENSMUSP00000125327, ENSMUSP00000124720, ENSMUSP00000015011
OG0002192	FBpp0307975, FBpp0083626	ENSMUSP00000114256, ENSMUSP00000000394, ENSMUSP00000140835, ENSMUSP00000120103, ENSMUSP00000114174, ENSMUSP00000123131
OG0002193	FBpp0084528	ENSMUSP00000148753, ENSMUSP00000148829, ENSMUSP00000128210, ENSMUSP00000148647, ENSMUSP00000148577, ENSMUSP00000080221
OG0002194	FBpp0085138	ENSMUSP00000134966, ENSMUSP00000134782, ENSMUSP00000116187, ENSMUSP00000134850, ENSMUSP00000135328, ENSMUSP00000112790, ENSMUSP00000135585, ENSMUSP00000115556, ENSMUSP00000135705
OG0002195	FBpp0085160, FBpp0085161, FBpp0305520, FBpp0085164, FBpp0085163	ENSMUSP00000113278, ENSMUSP00000031331, ENSMUSP00000020576
OG0002196	FBpp0089207, FBpp0089208, FBpp0085523, FBpp0085524, FBpp0089192, FBpp0089189, FBpp0089191, FBpp0089190, FBpp0289565, FBpp0089193, FBpp0089206	ENSMUSP00000123845, ENSMUSP00000029423
OG0002197	FBpp0085541	ENSMUSP00000144982, ENSMUSP00000038983, ENSMUSP00000144703, ENSMUSP00000145146
OG0002198	FBpp0086065	ENSMUSP00000157065, ENSMUSP00000019684, ENSMUSP00000157037, ENSMUSP00000157103, ENSMUSP00000002572, ENSMUSP00000021077
OG0002199	FBpp0088493, FBpp0306015, FBpp0099440	ENSMUSP00000121892, ENSMUSP00000115751, ENSMUSP00000062642, ENSMUSP00000030696, ENSMUSP00000095468
OG0002200	FBpp0111724, FBpp0089353	ENSMUSP00000064280, ENSMUSP00000110855, ENSMUSP00000110859, ENSMUSP00000097581, ENSMUSP00000023454, ENSMUSP00000110850, ENSMUSP00000018700, ENSMUSP00000155942, ENSMUSP00000156059, ENSMUSP00000102811
OG0002201	FBpp0099993, FBpp0099992	ENSMUSP00000006912, ENSMUSP00000119075, ENSMUSP00000018691, ENSMUSP00000013970
OG0002203	FBpp0100141, FBpp0100138, FBpp0100140	ENSMUSP00000154500, ENSMUSP00000057375, ENSMUSP00000134885, ENSMUSP00000134998, ENSMUSP00000058654, ENSMUSP00000135406, ENSMUSP00000134804, ENSMUSP00000135056, ENSMUSP00000096460, ENSMUSP00000134799
OG0002204	FBpp0110594, FBpp0291582	ENSMUSP00000107949, ENSMUSP00000046956, ENSMUSP00000100021, ENSMUSP00000117816, ENSMUSP00000107950, ENSMUSP00000117276, ENSMUSP00000087836
OG0002205	FBpp0288688, FBpp0308994, FBpp0288689	ENSMUSP00000016125, ENSMUSP00000150403, ENSMUSP00000126638, ENSMUSP00000149228, ENSMUSP00000092432, ENSMUSP00000038471
OG0002206	FBpp0289763, FBpp0310210	ENSMUSP00000099821, ENSMUSP00000099822, ENSMUSP00000141221, ENSMUSP00000110367
OG0002207	FBpp0293344	ENSMUSP00000120049, ENSMUSP00000120916, ENSMUSP00000033939, ENSMUSP00000064235, ENSMUSP00000138378, ENSMUSP00000138156, ENSMUSP00000113809, ENSMUSP00000026217
OG0002279	FBpp0074691, FBpp0304464	ENSMUSP00000009138, ENSMUSP00000156711, ENSMUSP00000113657, ENSMUSP00000001675, ENSMUSP00000107271
OG0002282	FBpp0305470, FBpp0074709	ENSMUSP00000106561, ENSMUSP00000048016, ENSMUSP00000122534, ENSMUSP00000106562
OG0002283	FBpp0078205, FBpp0304361	ENSMUSP00000065228, ENSMUSP00000138108
OG0002284	FBpp0073656, FBpp0288742, FBpp0288741, FBpp0309251, FBpp0073657, FBpp0309252	ENSMUSP00000043088, ENSMUSP00000046358
OG0002285	FBpp0079306, FBpp0310071	ENSMUSP00000155279
OG0002287	FBpp0310397, FBpp0080827	ENSMUSP00000122403, ENSMUSP00000116039
OG0002288	FBpp0084133	ENSMUSP00000152811, ENSMUSP00000037583
OG0002292	FBpp0311693, FBpp0308504, FBpp0087520, FBpp0311694	ENSMUSP00000045441, ENSMUSP00000152150, ENSMUSP00000152348, ENSMUSP00000077937, ENSMUSP00000106567
OG0002294	FBpp0086045	ENSMUSP00000141230, ENSMUSP00000096828, ENSMUSP00000029047
OG0002297	FBpp0291863, FBpp0071337, FBpp0291862, FBpp0305701	ENSMUSP00000066789, ENSMUSP00000146029, ENSMUSP00000146330, ENSMUSP00000023165
OG0002299	FBpp0081861, FBpp0306423	ENSMUSP00000129628, ENSMUSP00000131212, ENSMUSP00000127927, ENSMUSP00000097968, ENSMUSP00000155606, ENSMUSP00000068559
OG0002300	FBpp0303906, FBpp0303909, FBpp0303908, FBpp0303910, FBpp0303907	ENSMUSP00000099359, ENSMUSP00000041985, ENSMUSP00000146465
OG0002301	FBpp0076185	ENSMUSP00000113671, ENSMUSP00000144667, ENSMUSP00000031399
OG0002305	FBpp0071047	ENSMUSP00000148352, ENSMUSP00000044371, ENSMUSP00000028619
OG0002306	FBpp0291530, FBpp0290326, FBpp0290325, FBpp0291531, FBpp0290323, FBpp0290324	ENSMUSP00000031144, ENSMUSP00000114647
OG0002307	FBpp0072969, FBpp0072968	ENSMUSP00000154586, ENSMUSP00000154499, ENSMUSP00000068508, ENSMUSP00000154122, ENSMUSP00000029385
OG0002308	FBpp0307686, FBpp0078605, FBpp0078604, FBpp0307687	ENSMUSP00000115184, ENSMUSP00000143359, ENSMUSP00000036705, ENSMUSP00000116862
OG0002309	FBpp0085308	ENSMUSP00000023363
OG0002310	FBpp0308834, FBpp0078899, FBpp0078898	ENSMUSP00000099989, ENSMUSP00000106982, ENSMUSP00000106983, ENSMUSP00000027981
OG0002312	FBpp0306724, FBpp0083508	ENSMUSP00000152854, ENSMUSP00000152885, ENSMUSP00000054797, ENSMUSP00000152396
OG0002313	FBpp0080723, FBpp0309280, FBpp0291653	ENSMUSP00000154172, ENSMUSP00000106014, ENSMUSP00000009039
OG0002316	FBpp0087187, FBpp0087186	ENSMUSP00000034866
OG0002317	FBpp0084434, FBpp0306426	ENSMUSP00000105359, ENSMUSP00000091037, ENSMUSP00000036907, ENSMUSP00000134059
OG0002319	FBpp0074330	ENSMUSP00000103460, ENSMUSP00000003513, ENSMUSP00000148148, ENSMUSP00000148045, ENSMUSP00000147792, ENSMUSP00000147796
OG0002320	FBpp0072694, FBpp0072693	ENSMUSP00000027833, ENSMUSP00000118179, ENSMUSP00000123214
OG0002321	FBpp0312164, FBpp0076411	ENSMUSP00000135710, ENSMUSP00000105786, ENSMUSP00000031273, ENSMUSP00000086886, ENSMUSP00000121769, ENSMUSP00000099470
OG0002322	FBpp0086535	ENSMUSP00000029738, ENSMUSP00000116016
OG0002323	FBpp0076200, FBpp0306000, FBpp0073471	ENSMUSP00000139668, ENSMUSP00000140106, ENSMUSP00000018333
OG0002324	FBpp0075999	ENSMUSP00000034945, ENSMUSP00000090921, ENSMUSP00000132725
OG0002326	FBpp0086205	ENSMUSP00000102777, ENSMUSP00000044937, ENSMUSP00000146169
