Orthogroup	arabidopsis	human
OG0001918	AT5G66760.1, AT2G18450.1	ENSP00000426514, ENSP00000264932, ENSP00000484230, ENSP00000427703
OG0001919	AT3G16320.1, AT2G20000.1	ENSP00000066544, ENSP00000460132, ENSP00000437339, ENSP00000434614, ENSP00000460061, ENSP00000460454, ENSP00000432105, ENSP00000458904, ENSP00000459307
OG0001920	AT5G25790.2, AT4G29000.1, AT2G20110.2, AT3G16160.1	ENSP00000454311, ENSP00000421045, ENSP00000407139, ENSP00000398265, ENSP00000423475, ENSP00000341947, ENSP00000425844
OG0001921	AT5G06460.1, AT2G30110.1	ENSP00000333266, ENSP00000313454, ENSP00000399234, ENSP00000366568, ENSP00000338413
OG0001922	AT4G15000.1, AT3G22230.1, AT2G32220.1	ENSP00000467587, ENSP00000464813, ENSP00000466019, ENSP00000253788
OG0001923	AT2G32260.1	ENSP00000390458, ENSP00000402283, ENSP00000368440, ENSP00000349211, ENSP00000368439, ENSP00000292823, ENSP00000394617, ENSP00000390968, ENSP00000400430
OG0001924	AT2G34050.1	ENSP00000459167, ENSP00000361005, ENSP00000460964, ENSP00000435732, ENSP00000431258, ENSP00000432771, ENSP00000443588, ENSP00000330685, ENSP00000436690
OG0001925	AT4G16760.1, AT2G35690.1	ENSP00000468651, ENSP00000466921, ENSP00000301608, ENSP00000293217, ENSP00000418515, ENSP00000417877, ENSP00000418562, ENSP00000307697
OG0001927	AT4G20100.1, AT2G41050.1, AT4G36850.1	ENSP00000404701, ENSP00000431417, ENSP00000433620, ENSP00000364297, ENSP00000364295, ENSP00000383395
OG0001928	AT3G59990.1, AT2G44180.1	ENSP00000448169, ENSP00000261220, ENSP00000450063, ENSP00000325312, ENSP00000446052, ENSP00000448614
OG0001929	AT2G46560.1	ENSP00000453570, ENSP00000453454, ENSP00000453267, ENSP00000427692, ENSP00000439479, ENSP00000309690, ENSP00000251076, ENSP00000441858, ENSP00000400855
OG0001930	AT4G22220.1, AT4G04080.1, AT3G01020.1	ENSP00000376554, ENSP00000411108, ENSP00000445598, ENSP00000446606, ENSP00000443272, ENSP00000310623
OG0001931	AT3G06810.1	ENSP00000420907, ENSP00000419973, ENSP00000264990, ENSP00000423796
OG0001932	AT4G18360.1, AT3G14415.2, AT3G14420.1, AT3G14150.1, AT3G14130.1	ENSP00000354314, ENSP00000393955, ENSP00000483507, ENSP00000316339, ENSP00000368066
OG0001933	AT5G54310.1, AT3G17660.2	ENSP00000415426, ENSP00000398306, ENSP00000359481, ENSP00000359484, ENSP00000484538, ENSP00000313382, ENSP00000389895, ENSP00000361793, ENSP00000442835, ENSP00000479285, ENSP00000361803
OG0001935	AT3G19210.1	ENSP00000493629, ENSP00000440542, ENSP00000493471, ENSP00000349508, ENSP00000440392, ENSP00000493619, ENSP00000336606, ENSP00000483397, ENSP00000476642, ENSP00000361043, ENSP00000396113
OG0001936	AT3G21660.2, AT4G04210.1, AT4G22150.1, AT4G15410.1	ENSP00000382507, ENSP00000428314, ENSP00000492780, ENSP00000428241, ENSP00000338643, ENSP00000418529, ENSP00000216879, ENSP00000427759
OG0001937	AT5G63840.2, AT3G23640.3	ENSP00000434805, ENSP00000435306, ENSP00000442962, ENSP00000497655, ENSP00000349053, ENSP00000340466, ENSP00000326227
OG0001938	AT3G24350.2, AT5G05760.1	ENSP00000378182, ENSP00000294179, ENSP00000432748, ENSP00000367129, ENSP00000414289
OG0001939	AT3G55380.2, AT5G59300.1, AT3G46460.1	ENSP00000331384, ENSP00000338348, ENSP00000380178
OG0001940	AT3G50670.1	ENSP00000472998, ENSP00000221448, ENSP00000470023, ENSP00000468952, ENSP00000385077, ENSP00000471006, ENSP00000468828
OG0001941	AT3G52090.2	ENSP00000425877, ENSP00000368645, ENSP00000418603, ENSP00000330898, ENSP00000477228, ENSP00000483328, ENSP00000419145, ENSP00000419082, ENSP00000351218, ENSP00000482932, ENSP00000377383, ENSP00000292614
OG0001942	AT3G52115.1	ENSP00000464284, ENSP00000462390, ENSP00000463310, ENSP00000354024, ENSP00000323050, ENSP00000382630, ENSP00000464691, ENSP00000382628, ENSP00000382627, ENSP00000463738, ENSP00000463439, ENSP00000463544
OG0001943	AT3G54170.1	ENSP00000497840, ENSP00000336911, ENSP00000487338, ENSP00000484404, ENSP00000351141, ENSP00000479438
OG0001944	AT3G55070.1	ENSP00000427512, ENSP00000426966, ENSP00000421644, ENSP00000427460, ENSP00000422215, ENSP00000264750, ENSP00000302830, ENSP00000424436, ENSP00000426807, ENSP00000426903, ENSP00000426326, ENSP00000423056
OG0001945	AT3G56450.1, AT3G56190.1	ENSP00000472235, ENSP00000381459, ENSP00000413600, ENSP00000366225, ENSP00000482826, ENSP00000471520, ENSP00000263354, ENSP00000471261, ENSP00000472667, ENSP00000470946, ENSP00000471018
OG0001946	AT3G56310.1, AT5G08380.1, AT5G08370.1	ENSP00000385283, ENSP00000379680, ENSP00000384603, ENSP00000218516, ENSP00000498186
OG0001947	AT3G57150.1	ENSP00000358563, ENSP00000478387, ENSP00000407253
OG0001948	AT4G03020.1	ENSP00000453115, ENSP00000493825, ENSP00000495415, ENSP00000380142, ENSP00000494282, ENSP00000452898, ENSP00000415556, ENSP00000495416, ENSP00000493711, ENSP00000380146
OG0001949	AT4G03240.1	ENSP00000379650, ENSP00000494300, ENSP00000496488, ENSP00000379652, ENSP00000495217, ENSP00000495447, ENSP00000494599, ENSP00000493770, ENSP00000419243, ENSP00000496143, ENSP00000418015, ENSP00000366482, ENSP00000495651
OG0001950	AT5G20160.2, AT4G22380.1, AT4G12600.2	ENSP00000497306, ENSP00000497330, ENSP00000497535, ENSP00000497047, ENSP00000498157, ENSP00000383989, ENSP00000215956, ENSP00000347401, ENSP00000383949, ENSP00000497142
OG0001952	AT4G17510.1	ENSP00000423348, ENSP00000426634, ENSP00000423623, ENSP00000426895, ENSP00000422542, ENSP00000284440, ENSP00000477746, ENSP00000398189, ENSP00000366819
OG0001953	AT4G34310.1	ENSP00000493723, ENSP00000494205, ENSP00000356071, ENSP00000356068, ENSP00000475808, ENSP00000493559, ENSP00000496451, ENSP00000496731, ENSP00000493554, ENSP00000391168
OG0001954	AT4G39820.2	ENSP00000399010, ENSP00000409960, ENSP00000399909, ENSP00000486221, ENSP00000396592, ENSP00000395420, ENSP00000488507, ENSP00000481735, ENSP00000405626, ENSP00000371544, ENSP00000324318, ENSP00000401013, ENSP00000396407
OG0001955	AT5G13830.1	ENSP00000498090, ENSP00000242257, ENSP00000384423, ENSP00000392343
OG0001955	AT5G01230.1	ENSP00000326948, ENSP00000380103, ENSP00000019019
OG0001956	AT5G10920.1	ENSP00000378740, ENSP00000307188, ENSP00000370219, ENSP00000378741, ENSP00000354710
OG0001957	AT5G13240.3	ENSP00000436639, ENSP00000436720, ENSP00000318604, ENSP00000436030, ENSP00000433979, ENSP00000431907
OG0001958	AT5G14030.1	ENSP00000434532, ENSP00000431366, ENSP00000434870, ENSP00000435692, ENSP00000437239, ENSP00000436228, ENSP00000295702, ENSP00000434306, ENSP00000432831, ENSP00000436201
OG0001959	AT5G18525.1	ENSP00000487826, ENSP00000395198, ENSP00000460742, ENSP00000488799, ENSP00000312074, ENSP00000480442, ENSP00000407845, ENSP00000480101, ENSP00000477991, ENSP00000391074, ENSP00000481723, ENSP00000401560, ENSP00000386609, ENSP00000488468
OG0001960	AT5G55190.1, AT5G20020.1, AT5G20010.1	ENSP00000444042, ENSP00000396127, ENSP00000376174, ENSP00000446215, ENSP00000376176
OG0001961	AT5G22010.1	ENSP00000422740, ENSP00000491208, ENSP00000422129, ENSP00000424713, ENSP00000261424, ENSP00000371321
OG0001962	AT5G35080.1	ENSP00000447719, ENSP00000447451, ENSP00000447031, ENSP00000413112, ENSP00000389632, ENSP00000447866, ENSP00000257966, ENSP00000450010, ENSP00000318165, ENSP00000373798, ENSP00000373794, ENSP00000407360, ENSP00000447163
OG0001963	AT5G41360.1, AT5G41370.1	ENSP00000495336
OG0001964	AT5G43280.1	ENSP00000472378, ENSP00000488977, ENSP00000470839, ENSP00000489283, ENSP00000489296, ENSP00000469354, ENSP00000489301, ENSP00000471738, ENSP00000489574, ENSP00000472322, ENSP00000470809, ENSP00000489400, ENSP00000489530, ENSP00000221418
OG0001965	AT5G52580.2	ENSP00000448182, ENSP00000318262, ENSP00000418091, ENSP00000449643, ENSP00000420678, ENSP00000481003, ENSP00000469747, ENSP00000446323, ENSP00000472647, ENSP00000221543
OG0001966	AT5G52810.1	ENSP00000492312, ENSP00000460820, ENSP00000491775, ENSP00000490961, ENSP00000460126, ENSP00000491052, ENSP00000440227, ENSP00000219599, ENSP00000492104, ENSP00000491368, ENSP00000461904, ENSP00000492884, ENSP00000459982, ENSP00000460510
OG0001967	AT5G55000.2	ENSP00000460526, ENSP00000459104, ENSP00000311202, ENSP00000455785, ENSP00000466301, ENSP00000440749, ENSP00000454282, ENSP00000226225, ENSP00000445129, ENSP00000437348, ENSP00000441672, ENSP00000228495
OG0002047	AT3G03300.1, AT5G20320.1, AT3G43920.2, AT1G01040.2	ENSP00000444719, ENSP00000343745, ENSP00000451041, ENSP00000452556, ENSP00000437256, ENSP00000435681, ENSP00000376783
OG0002048	AT1G01090.1, AT1G59900.1, AT1G24180.1	ENSP00000440761, ENSP00000438550, ENSP00000394382, ENSP00000369134, ENSP00000295266
OG0002049	AT1G02080.1	ENSP00000413113, ENSP00000456649, ENSP00000320949, ENSP00000455635
OG0002050	AT5G46400.1, AT1G04080.3	ENSP00000452516, ENSP00000452428, ENSP00000451334, ENSP00000451331, ENSP00000390867, ENSP00000348010
OG0002054	AT4G13360.1, AT3G24360.1, AT4G31810.1, AT3G60510.3, AT2G30650.1, AT2G30660.1, AT5G65940.1, AT1G06550.1	ENSP00000387247, ENSP00000376145, ENSP00000376144, ENSP00000352706
OG0002056	AT1G07970.1	ENSP00000418474, ENSP00000419697, ENSP00000380747, ENSP00000419852, ENSP00000417258
OG0002058	AT5G22440.1, AT1G08360.1, AT2G27530.1	ENSP00000363018
OG0002060	AT1G10520.1	ENSP00000390093, ENSP00000406791, ENSP00000359187, ENSP00000343102, ENSP00000485885, ENSP00000359191, ENSP00000359181, ENSP00000299206, ENSP00000414293, ENSP00000411678, ENSP00000400517, ENSP00000400676, ENSP00000359188
OG0002061	AT1G11870.2	ENSP00000489303, ENSP00000468865, ENSP00000489392, ENSP00000472339, ENSP00000488961, ENSP00000472465, ENSP00000489539, ENSP00000406754, ENSP00000488985, ENSP00000221431, ENSP00000472847, ENSP00000489453
OG0002062	AT1G11930.1, AT4G26860.2	ENSP00000427778, ENSP00000333551, ENSP00000427886, ENSP00000429425
OG0002064	AT1G13700.1, AT5G24400.1, AT5G24410.1, AT5G24420.1, AT3G49360.1	ENSP00000471951, ENSP00000252603, ENSP00000471446, ENSP00000472345
OG0002065	AT2G01270.1, AT1G15020.2	ENSP00000402170, ENSP00000351536, ENSP00000389089, ENSP00000375883, ENSP00000356574, ENSP00000356572
OG0002066	AT1G15310.1, AT1G48900.1, AT5G49500.1	ENSP00000440629, ENSP00000451775, ENSP00000216774, ENSP00000451818
OG0002067	AT4G04640.1, AT1G15700.1, AT2G33040.1	ENSP00000349142, ENSP00000338568
OG0002069	AT1G79010.1, AT1G16700.1	ENSP00000434283, ENSP00000433521, ENSP00000403972, ENSP00000432968, ENSP00000436287, ENSP00000315774
OG0002069	ATCG01090.1	ENSP00000431293, ENSP00000433645, ENSP00000433054
OG0002070	AT1G78900.1	ENSP00000273398
OG0002071	AT4G34200.1, AT3G19480.1, AT1G17745.2	ENSP00000493296, ENSP00000493446, ENSP00000493432, ENSP00000493264, ENSP00000358417, ENSP00000492994, ENSP00000493382, ENSP00000493175
OG0002072	AT1G73570.1, AT1G18260.1	ENSP00000420372, ENSP00000494947, ENSP00000367312, ENSP00000493577, ENSP00000284951, ENSP00000451144, ENSP00000450709, ENSP00000337053
OG0002073	AT1G18540.1, AT1G74050.1, AT1G74060.1	ENSP00000448570, ENSP00000448067, ENSP00000446859, ENSP00000449486, ENSP00000476161, ENSP00000446883, ENSP00000202773, ENSP00000403172
OG0002074	AT2G36360.4, AT5G04420.1, AT5G27630.3, AT3G05420.2, AT5G18590.1, AT1G74150.1, AT1G18610.1	ENSP00000331562, ENSP00000313995, ENSP00000244670
OG0002078	AT1G21760.1	ENSP00000417154, ENSP00000417349, ENSP00000420536, ENSP00000418858, ENSP00000326968, ENSP00000244426, ENSP00000477487, ENSP00000359977
OG0002079	AT5G35790.1, AT1G24280.1, AT5G13110.1, AT3G27300.4, AT5G40760.1	ENSP00000483686, ENSP00000358633, ENSP00000377192, ENSP00000377194
OG0002080	AT5G66380.1	ENSP00000496817, ENSP00000430989, ENSP00000297578
OG0002081	AT1G28120.1	ENSP00000437453, ENSP00000416973, ENSP00000440211, ENSP00000444357, ENSP00000402551, ENSP00000441328, ENSP00000439142, ENSP00000203664, ENSP00000478628
OG0002082	AT1G28260.1	ENSP00000466139, ENSP00000466951, ENSP00000465793, ENSP00000458635, ENSP00000460191, ENSP00000460301, ENSP00000459164, ENSP00000460898, ENSP00000460273, ENSP00000440283, ENSP00000346977, ENSP00000263073
OG0002083	AT3G25040.1, AT1G29330.1	ENSP00000216014, ENSP00000386918, ENSP00000258739, ENSP00000470841, ENSP00000329471
OG0002085	AT1G34065.1, AT4G39460.1	ENSP00000488865, ENSP00000336801, ENSP00000487996, ENSP00000415304, ENSP00000432574, ENSP00000487656, ENSP00000437217, ENSP00000487788, ENSP00000346955, ENSP00000488659
OG0002086	AT1G61580.1, AT1G43170.1	ENSP00000346001, ENSP00000385762, ENSP00000386101, ENSP00000415198, ENSP00000412713, ENSP00000268661
OG0002087	AT2G46470.1, AT5G62050.1	ENSP00000396596, ENSP00000350740, ENSP00000387601, ENSP00000474623, ENSP00000285848, ENSP00000483491
OG0002087	AT3G49155.1, AT2G46455.2, AT1G44890.1	ENSP00000389240
OG0002089	AT1G55310.3, AT3G13570.1	ENSP00000473291, ENSP00000344149, ENSP00000363576, ENSP00000363577, ENSP00000420195, ENSP00000388991, ENSP00000419813, ENSP00000342913, ENSP00000414302
OG0002090	AT5G03160.1	ENSP00000406463, ENSP00000468805, ENSP00000464756, ENSP00000467477, ENSP00000313311, ENSP00000394327
OG0002090	AT1G56440.1	ENSP00000466877
OG0002091	AT2G30970.1	ENSP00000456205, ENSP00000245206, ENSP00000394100
OG0002091	AT4G31990.3, AT5G11520.1, AT1G62800.2, AT5G19550.1	ENSP00000359539
OG0002092	AT1G64190.1, AT5G41670.1, AT3G02360.1	ENSP00000467362, ENSP00000466574, ENSP00000466358, ENSP00000466156, ENSP00000270776
OG0002093	AT5G42040.1, AT1G64520.1	ENSP00000465418, ENSP00000473312, ENSP00000481136, ENSP00000215071, ENSP00000467146, ENSP00000465287, ENSP00000468445, ENSP00000465107
OG0002094	AT1G67370.1	ENSP00000385055, ENSP00000336984, ENSP00000355167, ENSP00000357983, ENSP00000401940, ENSP00000357991, ENSP00000326489, ENSP00000393415
OG0002095	AT1G72370.1, AT3G04770.1	ENSP00000396716, ENSP00000410848, ENSP00000346067, ENSP00000389351
OG0002096	AT1G74260.1	ENSP00000463103, ENSP00000443244, ENSP00000313490
OG0002097	AT2G03120.1	ENSP00000498170, ENSP00000497774, ENSP00000498050, ENSP00000479020, ENSP00000497632, ENSP00000341347, ENSP00000335294, ENSP00000381237, ENSP00000343032, ENSP00000479443
OG0002098	AT2G04390.1, AT5G04800.1, AT2G05220.1, AT3G10610.1	ENSP00000487741, ENSP00000453894, ENSP00000453910, ENSP00000488464, ENSP00000452889, ENSP00000483755, ENSP00000346046, ENSP00000498019
OG0002099	AT3G51190.1, AT2G18020.1, AT4G36130.1	ENSP00000433703, ENSP00000434535, ENSP00000433464, ENSP00000378378, ENSP00000262584, ENSP00000435313, ENSP00000436460
OG0002100	AT4G29850.1, AT2G19350.1, AT3G29170.1	ENSP00000478112, ENSP00000478641, ENSP00000341364, ENSP00000368601, ENSP00000368579, ENSP00000368581, ENSP00000202834, ENSP00000368588, ENSP00000368585, ENSP00000368578
OG0002101	AT2G21280.2	ENSP00000446077, ENSP00000452438, ENSP00000452076, ENSP00000450915, ENSP00000451903, ENSP00000450946, ENSP00000452499, ENSP00000451275, ENSP00000451593, ENSP00000382327
OG0002102	AT2G22870.1, AT5G11480.1, AT5G58370.2	ENSP00000295864, ENSP00000418261, ENSP00000373176, ENSP00000373175, ENSP00000418877, ENSP00000478813, ENSP00000417632, ENSP00000418514
OG0002103	AT2G23890.2	ENSP00000419774, ENSP00000417269, ENSP00000418583, ENSP00000406933, ENSP00000419547, ENSP00000302468, ENSP00000376615
OG0002104	AT2G24280.1, AT5G65760.1	ENSP00000434771, ENSP00000437169, ENSP00000431496, ENSP00000436095, ENSP00000435071, ENSP00000431435, ENSP00000432506, ENSP00000432004, ENSP00000431559, ENSP00000436141, ENSP00000377055, ENSP00000317362
OG0002105	AT4G32530.2, AT2G25610.2	ENSP00000431375, ENSP00000435396, ENSP00000431605, ENSP00000434729, ENSP00000432994, ENSP00000432754, ENSP00000434094, ENSP00000236067
OG0002106	AT4G33010.1, AT2G26080.1	ENSP00000491487, ENSP00000491209, ENSP00000491101, ENSP00000491895, ENSP00000491932, ENSP00000491369, ENSP00000491312, ENSP00000370737
OG0002107	AT2G26470.1	ENSP00000426276, ENSP00000421895, ENSP00000423132, ENSP00000392966, ENSP00000426215, ENSP00000372955, ENSP00000374385, ENSP00000424594
OG0002108	AT3G50240.1, AT5G47820.1	ENSP00000363524, ENSP00000387875
OG0002108	AT2G36200.2, AT3G45850.1, AT2G28620.1, AT2G37420.1	ENSP00000260731
OG0002109	AT2G31970.1	ENSP00000396860, ENSP00000389515, ENSP00000368100, ENSP00000491596, ENSP00000492349, ENSP00000491158, ENSP00000390971, ENSP00000400049, ENSP00000431225
OG0002110	AT2G33740.2	ENSP00000432744, ENSP00000363620, ENSP00000403268, ENSP00000480360, ENSP00000475963, ENSP00000417544, ENSP00000400114, ENSP00000391509, ENSP00000363624, ENSP00000434163, ENSP00000363608, ENSP00000418612, ENSP00000418659
OG0002111	AT3G28155.1, AT2G35630.1	ENSP00000434523, ENSP00000310227, ENSP00000346566, ENSP00000432768, ENSP00000436769
OG0002112	AT2G39030.1, AT2G39020.1	ENSP00000493598, ENSP00000378804, ENSP00000494345, ENSP00000368556, ENSP00000368572, ENSP00000458385, ENSP00000269298
OG0002113	AT2G40770.1	ENSP00000429548, ENSP00000356475, ENSP00000275233, ENSP00000412797, ENSP00000408019, ENSP00000356473, ENSP00000430528, ENSP00000486723
OG0002114	AT5G16440.1, AT3G02780.1	ENSP00000277517
OG0002115	AT5G46720.1, AT3G02910.1	ENSP00000471322, ENSP00000472246, ENSP00000471342, ENSP00000471716, ENSP00000410449, ENSP00000365426
OG0002116	AT3G03350.2, AT3G03330.1	ENSP00000451321, ENSP00000450899, ENSP00000216500, ENSP00000451882, ENSP00000483770, ENSP00000452026, ENSP00000442993
OG0002117	AT3G05000.1	ENSP00000452236, ENSP00000451711, ENSP00000335171, ENSP00000450670, ENSP00000330289, ENSP00000468612, ENSP00000006275
OG0002118	AT3G06580.1	ENSP00000453129, ENSP00000316632, ENSP00000453257, ENSP00000452637, ENSP00000453252, ENSP00000379766, ENSP00000453133, ENSP00000440312
OG0002119	AT3G07200.1	ENSP00000425724, ENSP00000422938, ENSP00000422619, ENSP00000315212, ENSP00000427212, ENSP00000423100, ENSP00000426503, ENSP00000424076, ENSP00000425667, ENSP00000422500, ENSP00000422728, ENSP00000426615, ENSP00000446369
OG0002120	AT3G07810.2	ENSP00000337132, ENSP00000467613, ENSP00000467680, ENSP00000233078, ENSP00000465433
OG0002121	AT3G07890.1	ENSP00000483734, ENSP00000364580, ENSP00000321850, ENSP00000364579, ENSP00000399249
OG0002122	AT3G08530.1, AT3G11130.1	ENSP00000479606, ENSP00000269122, ENSP00000376763, ENSP00000485020, ENSP00000441158
OG0002123	AT4G26600.5, AT5G55920.1	ENSP00000439422, ENSP00000484384, ENSP00000440754, ENSP00000313272, ENSP00000444437, ENSP00000443150, ENSP00000382392, ENSP00000371858, ENSP00000479320
OG0002124	AT3G15290.1	ENSP00000425254, ENSP00000492734, ENSP00000491581, ENSP00000490998, ENSP00000312288, ENSP00000385638, ENSP00000492345, ENSP00000492420, ENSP00000492009, ENSP00000491310, ENSP00000491783, ENSP00000474560, ENSP00000425952, ENSP00000486771
OG0002125	AT3G17205.1	ENSP00000481584, ENSP00000373755, ENSP00000309198, ENSP00000397432
OG0002125	AT3G53090.1	ENSP00000340596, ENSP00000391529, ENSP00000443131, ENSP00000395802
OG0002126	AT3G18520.2, AT5G61070.1, AT4G09784.1	ENSP00000446538, ENSP00000080059, ENSP00000369984, ENSP00000448532, ENSP00000404394, ENSP00000351326
OG0002127	AT3G20630.1	ENSP00000263966, ENSP00000417146, ENSP00000373883, ENSP00000229268
OG0002128	AT3G52210.3	ENSP00000467475, ENSP00000468261
OG0002128	AT3G20650.1	ENSP00000466111, ENSP00000446426, ENSP00000262173, ENSP00000466252, ENSP00000372804, ENSP00000467171
OG0002129	AT3G24800.1	ENSP00000487878, ENSP00000454476, ENSP00000478190, ENSP00000261658, ENSP00000481225, ENSP00000488076, ENSP00000456358, ENSP00000488837, ENSP00000455428, ENSP00000487995, ENSP00000488143, ENSP00000457561
OG0002130	AT3G44620.2	ENSP00000272065, ENSP00000272067, ENSP00000408596, ENSP00000410331, ENSP00000411121, ENSP00000384307, ENSP00000385404
OG0002131	AT5G42300.1, AT3G45180.1	ENSP00000351492, ENSP00000466910, ENSP00000468656
OG0002132	AT3G46940.2	ENSP00000453683, ENSP00000453717, ENSP00000405160, ENSP00000453667, ENSP00000454041, ENSP00000370376, ENSP00000452814, ENSP00000452749, ENSP00000454183
OG0002133	AT3G47630.2	ENSP00000485654, ENSP00000485433, ENSP00000485550, ENSP00000392289, ENSP00000406054, ENSP00000485057, ENSP00000485060, ENSP00000398596, ENSP00000273037, ENSP00000388598
OG0002134	AT3G48570.1, AT5G50460.1	ENSP00000341538, ENSP00000388337, ENSP00000409884, ENSP00000378906
OG0002135	AT3G51980.1	ENSP00000465690, ENSP00000468403, ENSP00000466569, ENSP00000465876, ENSP00000398244, ENSP00000467574, ENSP00000255631, ENSP00000466749, ENSP00000467926
OG0002136	AT3G52390.2	ENSP00000430201, ENSP00000487380, ENSP00000428336, ENSP00000276692, ENSP00000430481, ENSP00000427807, ENSP00000428109, ENSP00000428609, ENSP00000476180, ENSP00000430274
OG0002137	AT3G55360.1	ENSP00000370607, ENSP00000426043, ENSP00000422497, ENSP00000472697, ENSP00000215567, ENSP00000472957
OG0002138	AT4G00755.1	ENSP00000474971, ENSP00000281708, ENSP00000474725, ENSP00000296555, ENSP00000377528, ENSP00000263981, ENSP00000474751
OG0002139	AT4G00800.1	ENSP00000487164, ENSP00000405483, ENSP00000404704, ENSP00000287546, ENSP00000393070
OG0002140	AT5G14220.4, AT4G01690.1	ENSP00000444216, ENSP00000491797, ENSP00000491230, ENSP00000443769, ENSP00000490967, ENSP00000439613, ENSP00000492580, ENSP00000343943, ENSP00000438136, ENSP00000439544, ENSP00000356978
OG0002141	AT4G02030.2	ENSP00000492351, ENSP00000433579, ENSP00000434542, ENSP00000435629, ENSP00000279281, ENSP00000431188, ENSP00000435691, ENSP00000435245, ENSP00000434138, ENSP00000436134, ENSP00000436867
OG0002142	AT4G05590.2, AT4G14695.1, AT4G22310.1	ENSP00000392874, ENSP00000356820, ENSP00000271373
OG0002143	AT4G11820.2	ENSP00000439495, ENSP00000358414, ENSP00000322706, ENSP00000399402
OG0002144	AT4G17020.3	ENSP00000396251, ENSP00000388227, ENSP00000401105, ENSP00000365504, ENSP00000399554, ENSP00000387980, ENSP00000383300, ENSP00000409483, ENSP00000395497, ENSP00000403156, ENSP00000365493, ENSP00000259895
OG0002145	AT4G22330.1	ENSP00000431149, ENSP00000436252, ENSP00000435733, ENSP00000434480, ENSP00000432379, ENSP00000278544, ENSP00000433368, ENSP00000431504, ENSP00000432109, ENSP00000435048
OG0002146	AT4G23860.1	ENSP00000486968, ENSP00000451369, ENSP00000485686, ENSP00000451051, ENSP00000485983, ENSP00000451785, ENSP00000486939, ENSP00000450645, ENSP00000486462, ENSP00000451022, ENSP00000479570, ENSP00000483908, ENSP00000013070, ENSP00000450470
OG0002147	AT4G24040.1	ENSP00000381020, ENSP00000264029
OG0002148	AT4G28820.3	ENSP00000487661, ENSP00000484178, ENSP00000478067, ENSP00000488252, ENSP00000488910, ENSP00000483088, ENSP00000479727, ENSP00000478183, ENSP00000481499, ENSP00000487918, ENSP00000481522, ENSP00000482153, ENSP00000481504, ENSP00000484687
OG0002149	AT4G30890.1	ENSP00000455712, ENSP00000457411, ENSP00000219473, ENSP00000458089, ENSP00000462762, ENSP00000454751, ENSP00000445589, ENSP00000454902, ENSP00000455865
OG0002150	AT4G32910.1	ENSP00000462920, ENSP00000462487, ENSP00000461919, ENSP00000464544, ENSP00000445855, ENSP00000462364, ENSP00000463437, ENSP00000463542, ENSP00000462749, ENSP00000245544, ENSP00000463496, ENSP00000463715, ENSP00000463382
OG0002151	AT5G02310.1	ENSP00000456327, ENSP00000477932, ENSP00000290650, ENSP00000361992, ENSP00000361990, ENSP00000361994, ENSP00000455759
OG0002152	AT5G11340.1	ENSP00000417837, ENSP00000418473, ENSP00000417488, ENSP00000417110, ENSP00000480264, ENSP00000486244, ENSP00000418490, ENSP00000418323, ENSP00000419729, ENSP00000240922
OG0002153	AT5G11770.1	ENSP00000233627, ENSP00000480984, ENSP00000477895, ENSP00000443273, ENSP00000440348, ENSP00000364262
OG0002154	AT5G13050.1	ENSP00000454626, ENSP00000489076, ENSP00000489298, ENSP00000455643, ENSP00000489525, ENSP00000258874, ENSP00000454318
OG0002155	AT5G17410.2	ENSP00000357550, ENSP00000395666, ENSP00000446093, ENSP00000252936, ENSP00000357551, ENSP00000436438
OG0002156	AT5G18400.2	ENSP00000377914, ENSP00000457042, ENSP00000455309, ENSP00000454480, ENSP00000457622, ENSP00000455572, ENSP00000458000, ENSP00000456114, ENSP00000457400, ENSP00000457318
OG0002157	AT5G23290.1	ENSP00000243040, ENSP00000454489, ENSP00000266964, ENSP00000455296, ENSP00000447942, ENSP00000334188
OG0002158	AT5G23300.1	ENSP00000464333, ENSP00000460966, ENSP00000464249, ENSP00000219240, ENSP00000461848
OG0002159	AT5G27450.1	ENSP00000228510, ENSP00000443551, ENSP00000376487, ENSP00000486846, ENSP00000490869, ENSP00000439134
OG0002160	AT5G42470.1	ENSP00000339371, ENSP00000368945, ENSP00000354699, ENSP00000368953, ENSP00000343412, ENSP00000368950, ENSP00000474342, ENSP00000392345
OG0002161	AT5G54260.2	ENSP00000439511, ENSP00000442809, ENSP00000440986, ENSP00000376933, ENSP00000325863, ENSP00000385614, ENSP00000326094
OG0002162	AT5G65720.1	ENSP00000393669, ENSP00000393482, ENSP00000392871, ENSP00000363198, ENSP00000380570, ENSP00000363205, ENSP00000440897
OG0002276	AT5G51690.1, AT1G62960.1, AT4G37770.1, AT2G22810.1, AT5G65800.1, AT3G49700.1, AT4G08040.1, AT4G26200.1, AT1G01480.1, AT3G61510.1, AT4G11280.1	ENSP00000436505, ENSP00000368109, ENSP00000263776
OG0002277	AT3G61230.1, AT1G01780.1, AT2G45800.1, AT2G39900.1, AT3G55770.7, AT1G10200.1	ENSP00000463805, ENSP00000259006, ENSP00000462707, ENSP00000464003, ENSP00000463409, ENSP00000463089, ENSP00000463656, ENSP00000462125
OG0002279	AT5G09890.2, AT4G33080.1, AT1G30640.1, AT1G03920.1, AT2G20470.1	ENSP00000229812, ENSP00000373684
