Orthogroup	neurospora	yeast
OG0002144	EAA31249	YPL122C_mRNA
OG0002145	EAA36120	YPL087W_mRNA, YBR183W_mRNA
OG0002149	EAA31344	YER151C_mRNA
OG0002151	EAA36098	YGR184C_mRNA, YLR024C_mRNA
OG0002152	EAA35501	YOR253W_mRNA
OG0002154	EAA33151	YER183C_mRNA
OG0002155	EAA32831	YHR172W_mRNA
OG0002156	EAA31725	YKR071C_mRNA
OG0002157	EAA36114	YML094W_mRNA
OG0002158	EAA31728	YKL216W_mRNA
OG0002159	EAA32124	YMR208W_mRNA
OG0002161	EAA34355	YMR224C_mRNA
OG0002162	EAA29943	YCL017C_mRNA
OG0002165	EDO65426	YER152C_mRNA
OG0002165	ESA44115	YGL202W_mRNA
OG0002165	EAA31867	YHR137W_mRNA
OG0002173	EAA27555	YDR168W_mRNA
OG0002183	ESA42704	YHR004C_mRNA
OG0002190	EAA36309	YOR357C_mRNA
OG0002191	EAA35260	YGR284C_mRNA
OG0002203	EAA30317	YDR372C_mRNA
OG0002204	EAA32010, EAA34844	YLR238W_mRNA, YDR200C_mRNA
OG0002275	EAA34085	YLL028W_mRNA
OG0002275	EAA29360, EDO65246	YHR048W_mRNA
OG0002275	EAA28790, EAA32540, EAA27613, EAA28955	YOR273C_mRNA, YBR008C_mRNA
OG0002279	EAA34498, EAA32914	YNL161W_mRNA
OG0002282	EAA29314	YGL112C_mRNA
OG0002283	EAA27379	YLR005W_mRNA
OG0002285	EDO65101	YKR060W_mRNA, YHR052W_mRNA
OG0002287	ESA44398	YBL021C_mRNA
OG0002288	EAA32192	YML012W_mRNA
OG0002289	ESA42561	YIL031W_mRNA
OG0002290	EDO65397, EAA35341, EAA33150	YJL212C_mRNA
OG0002290	EAA34000, EAA32547, ESA42039	YPR194C_mRNA
OG0002291	EAA32868, EAA35709	YLR241W_mRNA
OG0002292	EAA33770	YOR175C_mRNA
OG0002299	EAA33267	YMR284W_mRNA
OG0002300	EAA34995	YPR091C_mRNA
OG0002301	EAA35633	YGR208W_mRNA
OG0002305	EAA27795	YBR159W_mRNA
OG0002306	EAA35619	YBR187W_mRNA
OG0002309	EAA35446	YKL125W_mRNA
OG0002310	EAA34867	YDL103C_mRNA
OG0002312	EAA34786	YIR002C_mRNA
OG0002313	EAA31549	YGL030W_mRNA
OG0002316	EAA33438	YPR004C_mRNA
OG0002317	ESA43531	YOL012C_mRNA
OG0002318	ESA43912	YDR437W_mRNA
OG0002320	EAA28645	YDL145C_mRNA
OG0002321	EAA29473	YBR029C_mRNA
OG0002324	ESA43916	YHR122W_mRNA
OG0002326	EAA28839	YCR024C_mRNA
OG0002328	EAA34514	YIL034C_mRNA
OG0002330	EAA32665	YBR086C_mRNA
OG0002332	EAA32069	YMR023C_mRNA
OG0002333	EAA33294	YPR162C_mRNA
OG0002336	EDO65394	YPR187W_mRNA
OG0002337	EAA34009	YMR231W_mRNA
OG0002338	AGG16008	Q0255_mRNA
OG0002338	AGG16002	Q0120_mRNA, Q0105_mRNA
OG0002338	AGG16004, AGG16003	Q0110_mRNA, Q0115_mRNA
OG0002339	EAA36434	YPR019W_mRNA
OG0002340	ESA42587	YDL167C_mRNA
OG0002341	ESA43705	YGL240W_mRNA
OG0002343	ESA44083	YCR087C-A_mRNA
OG0002348	EAA35370	YBR135W_mRNA
OG0002349	EAA33268	YOR176W_mRNA
OG0002351	EAA35243	YPL249C-A_mRNA, YMR194W_mRNA
OG0002352	EAA28047	YOR126C_mRNA
OG0002353	EDO65318	YDL136W_mRNA, YDL191W_mRNA
OG0002354	EAA34285	YGR220C_mRNA
OG0002357	EAA28314	YKL007W_mRNA
OG0002358	EAA28119	YKL056C_mRNA
OG0002360	EAA35820	YPR176C_mRNA
OG0002361	EAA28569	YDR280W_mRNA
OG0002362	EAA34851	YNL040W_mRNA
OG0002363	EAA33373	YNL128W_mRNA
OG0002364	ESA43165, ESA43016	YML097C_mRNA
OG0002365	EAA31962	YHR058C_mRNA
OG0002366	EAA29550	YGR135W_mRNA
OG0002367	ESA42912	YNL088W_mRNA
OG0002368	EAA36431	YGR255C_mRNA
OG0002369	EAA31342	YPL131W_mRNA
OG0002370	EAA27233	YKL041W_mRNA
OG0002371	EAA30003	YHL015W_mRNA
OG0002372	EAA26683	YHR012W_mRNA
OG0002374	EAA33040	YGR261C_mRNA
OG0002375	EAA34571	YAL012W_mRNA
OG0002375	EAA33421	YGL184C_mRNA
OG0002375	EAA27038	YLR303W_mRNA
OG0002377	EAA32317	YDR283C_mRNA
OG0002378	EAA35119	YGR195W_mRNA
OG0002378	EAA33460	YGR158C_mRNA
OG0002380	EAA35803	YPL183C_mRNA
OG0002385	EAA32235	YNL169C_mRNA
OG0002386	EAA27547	YBL092W_mRNA
OG0002387	EAA35214	YKL058W_mRNA
OG0002388	EAA32779	YKL033W-A_mRNA
OG0002389	EDO65236	YPR085C_mRNA
OG0002390	EAA32997	YEL044W_mRNA
OG0002392	EAA27001, EAA36402	YGL080W_mRNA
OG0002395	EAA33089	YER112W_mRNA
OG0002396	ESA42458	YER146W_mRNA
OG0002398	EDO65439	YDL166C_mRNA
OG0002399	ESA42736	YPL042C_mRNA
OG0002400	EAA32322	YDL102W_mRNA
OG0002403	ESA43413	YGR019W_mRNA
OG0002406	EAA28366	YLR017W_mRNA
OG0002410	EAA28340	YML104C_mRNA
OG0002411	EAA32668	YML059C_mRNA
OG0002419	EAA33059, EAA34958	YMR243C_mRNA, YOR316C_mRNA
OG0002427	EAA30072	YOR034C_mRNA, YDR264C_mRNA
OG0002436	EAA33193	YDR363W-A_mRNA
OG0002440	EAA36071	YMR235C_mRNA
OG0002442	EAA32680	YOR286W_mRNA, YOR285W_mRNA
OG0002443	ESA43439	YGR080W_mRNA
OG0002444	ESA44072	YLR023C_mRNA
OG0002545	ESA42857	YLR242C_mRNA
OG0002546	EAA31448	YDL130W_mRNA, YDL081C_mRNA
OG0002550	EAA30828	YBR084C-A_mRNA, YBL027W_mRNA
OG0002553	EAA27064	YHR040W_mRNA
OG0002554	EAA35120	YOR288C_mRNA
OG0002556	EAA31463	YAL015C_mRNA, YOL043C_mRNA
OG0002557	EAA29772	YMR145C_mRNA, YDL085W_mRNA
OG0002557	EAA32649	YML120C_mRNA
OG0002559	EAA29677, EAA36376, EAA29250	YPR127W_mRNA
OG0002559	EAA32737	YOL165C_mRNA, YCR107W_mRNA, YJR155W_mRNA, YNL331C_mRNA, YDL243C_mRNA
OG0002562	EAA31959	YGL103W_mRNA
OG0002563	EDO65118	YPL244C_mRNA
OG0002564	EAA31097	YJL094C_mRNA
OG0002565	EAA30729	YOL023W_mRNA
OG0002573	EAA27250	YJR048W_mRNA, YEL039C_mRNA
OG0002574	EAA28007	YOR154W_mRNA
OG0002575	EAA30943	YML110C_mRNA
OG0002577	EAA27803	YBR242W_mRNA, YGL101W_mRNA
OG0002579	EAA34492	YHR204W_mRNA
OG0002583	EAA36128	YPR114W_mRNA, YJR116W_mRNA
OG0002586	EAA31729	YNL126W_mRNA
OG0002588	EAA30299	YFL018C_mRNA
OG0002589	EAA35285	YGR112W_mRNA
OG0002592	EAA33464	YOR224C_mRNA
OG0002594	EAA30447	YLR370C_mRNA
OG0002595	EAA34964	YLR109W_mRNA
OG0002597	EAA30049	YDR341C_mRNA, YHR091C_mRNA
OG0002600	EAA35252	YGL044C_mRNA
OG0002601	EAA34119	YOR208W_mRNA
OG0002602	EAA30725	YGR054W_mRNA
OG0002605	EAA35935	YDL028C_mRNA
OG0002607	EAA33216	YDL040C_mRNA
OG0002608	EDO65406	YBR254C_mRNA
OG0002609	EAA33714	YPL198W_mRNA, YGL076C_mRNA
OG0002610	EAA35280	YDR204W_mRNA
OG0002613	EAA35592	YMR143W_mRNA, YDL083C_mRNA
OG0002614	EAA31755	YNL005C_mRNA
OG0002615	EAA35015	YHR203C_mRNA, YJR145C_mRNA
OG0002616	EAA31700	YHR099W_mRNA
OG0002617	EAA30383	YGR277C_mRNA
OG0002618	EAA29876	YKR023W_mRNA
OG0002619	EAA33695	YJL062W_mRNA
OG0002620	EAA29269	YMR281W_mRNA
OG0002622	EAA29928	YGL124C_mRNA
OG0002624	EAA31240	YGR172C_mRNA
OG0002625	ESA43121	YMR102C_mRNA, YKL121W_mRNA
OG0002626	EAA30492	YCL008C_mRNA
OG0002627	EAA27160	YJL068C_mRNA
OG0002628	EAA32126	YLR325C_mRNA
OG0002631	EAA34714	YDL104C_mRNA
OG0002633	ESA43954	YBR170C_mRNA
OG0002634	EAA27934	YPL110C_mRNA
OG0002636	EAA32459	YOL052C_mRNA
OG0002638	EAA26970	YOL087C_mRNA
OG0002639	EAA30475	YIL109C_mRNA, YNL049C_mRNA
OG0002640	EAA35347	YBR037C_mRNA, YBR024W_mRNA
OG0002641	EAA31325	YOR167C_mRNA, YLR264W_mRNA
OG0002642	EAA27715	YER082C_mRNA
OG0002643	EAA32980	YOL080C_mRNA
OG0002644	EAA32840	YBR154C_mRNA
OG0002646	EAA36568	YJR050W_mRNA
OG0002649	ESA42226	YLR427W_mRNA
OG0002650	EAA32278	YLR388W_mRNA, YDL061C_mRNA
OG0002651	EAA31280	YDL082W_mRNA, YMR142C_mRNA
OG0002652	EAA35907	YNR015W_mRNA
OG0002653	EAA28022	YMR259C_mRNA
OG0002654	EAA28005	YGL233W_mRNA
OG0002656	EAA27725	YPR047W_mRNA
OG0002657	EAA29826	YPR100W_mRNA
OG0002658	ESA44038	YPL120W_mRNA
OG0002659	EAA31976	YGL119W_mRNA
OG0002662	EAA30414	YIR026C_mRNA
OG0002663	EAA30559	YDR427W_mRNA
OG0002664	EAA27354	YGR098C_mRNA
OG0002665	EAA34672	YDR386W_mRNA
OG0002667	EAA33962	YPL164C_mRNA
OG0002668	EAA28096	YDL178W_mRNA, YEL071W_mRNA
OG0002669	EAA29525	YCR059C_mRNA
OG0002669	EDO65206	YDL177C_mRNA
OG0002671	EAA35574	YKR016W_mRNA
OG0002673	EAA29552	YOL135C_mRNA
OG0002674	EAA29247	YPL236C_mRNA
OG0002675	EAA32655	YGL231C_mRNA
OG0002676	EAA30560	YMR223W_mRNA
OG0002679	EAA36518	YCL045C_mRNA
OG0002681	EAA29488	YNL313C_mRNA
OG0002683	ESA44291	YPL096W_mRNA
OG0002684	EDO65121	YJR135W-A_mRNA
OG0002685	ESA43345	YPL051W_mRNA
OG0002686	ESA44117	YOL006C_mRNA
OG0002687	EAA33270	YDR305C_mRNA
OG0002688	ESA43685	YIL103W_mRNA
OG0002690	EAA28287	YNL125C_mRNA
OG0002692	EAA33594, EAA35473	YBR111C_mRNA
OG0002697	EAA31444	YER120W_mRNA, YBL091C-A_mRNA
OG0002700	ESA44088	YHR175W_mRNA
OG0002708	EAA33306	YDR405W_mRNA
OG0002709	ESA43675	YNL129W_mRNA
OG0002716	EAA30679	YDR282C_mRNA
OG0002725	EAA28916, EDO65282	YFR018C_mRNA
OG0002738	EAA31971	YIL048W_mRNA
OG0002740	EAA30734	YGL221C_mRNA
OG0002743	EAA28382	YAR002C-A_mRNA, YGL002W_mRNA, YHR110W_mRNA
OG0002744	EAA29313	YMR118C_mRNA, YKL141W_mRNA
OG0002751	EAA32371, EAA28699, ESA42367	YPR021C_mRNA
OG0002763	EAA28128	YOR079C_mRNA
OG0002801	EAA26635	YCR002C_mRNA
OG0002809	EAA27451	YMR075W_mRNA
OG0002847	EAA31829	YML032C_mRNA
OG0002887	EAA31661	YDL100C_mRNA
OG0002889	EAA27463	YKL002W_mRNA
OG0002890	EAA35230	YER025W_mRNA
OG0002891	EAA33235	YMR078C_mRNA
OG0002898	EAA33398	YMR213W_mRNA
OG0002899	EAA34332	YLL027W_mRNA
OG0002908	EAA31842	YER107C_mRNA
OG0002909	EAA35581	YCR044C_mRNA
OG0002911	EAA30713	YBR003W_mRNA
OG0002912	EAA32313	YGR173W_mRNA
OG0002912	EAA28039	YAL036C_mRNA
OG0002913	EAA26981	YPR056W_mRNA
OG0002914	EAA32446	YHR189W_mRNA
OG0002917	EAA32637	YDR256C_mRNA
OG0002917	EAA26998, EAA28590	YGR088W_mRNA
OG0002918	EAA33302	YML123C_mRNA
OG0002919	EAA32659	YGR271W_mRNA
OG0002919	EAA36222	YER172C_mRNA
OG0002920	EAA32491	YAL035W_mRNA
OG0002921	EAA31052	YGL083W_mRNA
OG0002925	EAA34970	YLR151C_mRNA
OG0002927	EAA36020	YPR107C_mRNA
OG0002928	EAA34727	YDR408C_mRNA
OG0002931	EAA26541	YML105C_mRNA
OG0002934	EAA36461	YOR335C_mRNA
OG0002936	EAA35109	YNL244C_mRNA
OG0002938	EAA33343	YDR525W-A_mRNA, YJL151C_mRNA
OG0002938	EAA33259	YDR276C_mRNA
OG0002940	EAA34485	YJL121C_mRNA
OG0002941	EAA31791	YHL022C_mRNA
OG0002943	EAA31790	YHR072W_mRNA
OG0002945	EAA32674	YDR484W_mRNA
OG0002946	EAA35737	YNL222W_mRNA
OG0002948	EAA29354	YPR189W_mRNA
OG0002951	EAA33272	YDL051W_mRNA
OG0002953	EAA32097	YAR007C_mRNA
OG0002958	ESA43238, EAA27340, EAA32064	YCR048W_mRNA, YNR019W_mRNA
OG0002959	ESA42830	YJR084W_mRNA
OG0002961	EAA29827	YDR050C_mRNA
OG0002962	ESA44137	YBL067C_mRNA, YER098W_mRNA
OG0002964	EAA34136	YNL072W_mRNA
OG0002967	ESA43994	YLR059C_mRNA
OG0002968	EAA35936	YDR382W_mRNA, YOL039W_mRNA
OG0002969	EAA32757	YDR076W_mRNA
OG0002973	EAA30040	YML010W_mRNA
OG0002974	EAA30739	YOR289W_mRNA
OG0002975	EAA32973	YCR066W_mRNA
OG0002976	EAA33846	YJR001W_mRNA
OG0002977	EAA33841	YOL127W_mRNA
OG0002979	EAA26707	YER131W_mRNA, YGL189C_mRNA
OG0002980	EAA31833	YOR112W_mRNA
OG0002982	EAA35045	YMR097C_mRNA
OG0002983	EAA31454	YOR298C-A_mRNA
OG0002984	EAA36404	YPR102C_mRNA, YGR085C_mRNA
OG0002985	EAA34614	YEL050C_mRNA
OG0002986	EAA32823	YER136W_mRNA
OG0002987	ESA43214	YOL102C_mRNA
OG0002988	EAA30218	YPL262W_mRNA
OG0002989	EAA29429	YDR477W_mRNA
OG0002990	EAA36253	YMR048W_mRNA
OG0002991	EAA35217	YKL035W_mRNA
OG0002993	EAA28064	YJR105W_mRNA
OG0002994	EAA29371	YJR094W-A_mRNA, YPR043W_mRNA
OG0002996	EAA31372	YNL242W_mRNA
OG0003001	EAA35895	YPR036W_mRNA
OG0003002	EAA31786	YLR105C_mRNA
OG0003004	EAA35725	YBR048W_mRNA, YDR025W_mRNA
OG0003005	ESA42470	YBR123C_mRNA
OG0003007	ESA44410	YKR057W_mRNA, YJL136C_mRNA
OG0003009	EDO65316	YLR039C_mRNA
OG0003010	EAA33545	YJR093C_mRNA
OG0003011	EAA27488	YIL062C_mRNA
OG0003013	EAA27598	YBR080C_mRNA
OG0003015	EAA27281	YDR298C_mRNA
OG0003017	EAA26778	YBL076C_mRNA
OG0003018	EAA29049	YMR039C_mRNA
OG0003019	EDO65431	YDL017W_mRNA
OG0003021	EAA35892	YJL053W_mRNA
OG0003022	ESA43657	YBR133C_mRNA
OG0003024	EAA34198	YCR090C_mRNA
OG0003026	EAA36381	YML036W_mRNA
OG0003027	EAA27970	YNL038W_mRNA
OG0003030	EAA28789	YDR527W_mRNA
OG0003034	EAA29777	YJL097W_mRNA
OG0003035	EAA34286	YMR132C_mRNA
OG0003036	EAA36125	YML071C_mRNA
OG0003037	EAA27793	YBR018C_mRNA
OG0003039	EAA30877	YNL297C_mRNA
OG0003041	EAA27976	YDL236W_mRNA
OG0003042	EAA35258	YOR002W_mRNA
OG0003044	EAA32747	YGR207C_mRNA
OG0003045	EAA27359	YPL178W_mRNA
OG0003046	EAA28269	YGL086W_mRNA
OG0003048	EAA32120	YOL086W-A_mRNA
OG0003049	EAA32925, EAA36300, EAA36547, EAA35571	YLR070C_mRNA, YDL246C_mRNA, YJR159W_mRNA
OG0003051	EAA35640	YLR347C_mRNA
OG0003052	ESA42059	YKR068C_mRNA
OG0003054	EDO64929	YIL007C_mRNA
OG0003058	EAA27678	YHR066W_mRNA, YDR312W_mRNA
OG0003059	EAA32320	YOR164C_mRNA
OG0003061	EAA27546, EAA29857	YLR231C_mRNA
OG0003062	EAA34149, EAA33231	YDL238C_mRNA
OG0003084	ESA43342	YBR053C_mRNA
OG0003087	EAA31689	YGL173C_mRNA
OG0003088	EAA35457	YMR001C_mRNA
OG0003090	ESA43466	YIL045W_mRNA, YER054C_mRNA
OG0003091	EAA35874	YHL023C_mRNA
OG0003098	EAA26730	YCR027C_mRNA
OG0003100	ESA44024	YDR286C_mRNA
OG0003106	EAA34870	YDR128W_mRNA
OG0003113	EAA27727	YLR348C_mRNA
OG0003124	ESA42145	YOL147C_mRNA
OG0003126	EAA33581	YKL120W_mRNA
OG0003127	EAA32193	YOL071W_mRNA
OG0003129	EAA27522	YEL064C_mRNA
OG0003167	EAA31872	YCL064C_mRNA
OG0003192	EAA35434	YML002W_mRNA
OG0003202	EAA28292	YKL006C-A_mRNA
OG0003272	EAA36484	YJR019C_mRNA
OG0003274	EAA27435	YGR006W_mRNA
OG0003275	EAA28309	YDR068W_mRNA
OG0003276	EAA28388	YHR069C_mRNA
OG0003283	EDO65390	YKL144C_mRNA
OG0003286	ESA42127	YHR164C_mRNA
OG0003288	ESA42009	YNL132W_mRNA
OG0003289	EAA29338	YBR004C_mRNA
OG0003290	EAA30393	YPL247C_mRNA
OG0003291	EAA30034	YLR244C_mRNA
OG0003292	EAA33457	YJR031C_mRNA, YEL022W_mRNA
OG0003293	EAA35691	YDR330W_mRNA
OG0003294	EAA36308	YJL203W_mRNA
OG0003296	ESA43839	YDR500C_mRNA, YLR185W_mRNA
OG0003297	EAA34871	YDR092W_mRNA
OG0003298	ESA43881	YKR035W-A_mRNA
OG0003299	EAA28267, EAA31503	YDL108W_mRNA
OG0003302	EAA35579	YAL042W_mRNA
OG0003305	ESA42430	YGL027C_mRNA
OG0003309	ESA44338	YNR035C_mRNA
OG0003310	EAA30287	YOR295W_mRNA, YMR233W_mRNA
OG0003312	EAA27081	YNL185C_mRNA
OG0003318	EAA26850	YPL006W_mRNA
OG0003321	ESA43869	YJL035C_mRNA
OG0003321	ESA44177	YPR062W_mRNA
OG0003325	EAA30480	YGR029W_mRNA
OG0003327	ESA43190	YML077W_mRNA
OG0003329	EAA34591	YDR152W_mRNA
OG0003331	EAA27089	YKR026C_mRNA
OG0003332	EAA34629	YMR227C_mRNA
OG0003335	EAA33363	YGR013W_mRNA
OG0003337	EAA33039	YOL069W_mRNA
OG0003339	EAA28717	YEL012W_mRNA
OG0003340	ESA42960	YGL100W_mRNA
OG0003341	EAA34998	YDR088C_mRNA
OG0003343	EAA26936	YIL064W_mRNA
OG0003345	EAA33334	YFL036W_mRNA
OG0003346	EAA28124	YGL068W_mRNA
OG0003347	EAA30235	YOR336W_mRNA
OG0003349	EAA35835	YIR012W_mRNA
OG0003351	EAA30677	YPR058W_mRNA
OG0003353	EAA33717	YHR165C_mRNA
OG0003354	EAA28671	YGL011C_mRNA
OG0003356	EAA26884	YEL053C_mRNA
OG0003357	EAA26953	YGL236C_mRNA
OG0003358	EAA35621	YNL287W_mRNA
OG0003359	EAA33995	YGR027C_mRNA, YLR333C_mRNA
OG0003360	EAA35862	YFL046W_mRNA
OG0003362	EAA32101	YLR306W_mRNA
OG0003363	ESA44171	YGR188C_mRNA
OG0003365	EAA34094	YGR048W_mRNA
OG0003367	EDO65123	YJR010C-A_mRNA
OG0003369	EAA35578	YDR255C_mRNA
OG0003370	EAA29411	YFL017W-A_mRNA
OG0003371	EAA32731	YNL312W_mRNA
OG0003372	EAA29782	YJL189W_mRNA
OG0003375	ESA43976	YOR004W_mRNA
OG0003376	EAA34818	YLR028C_mRNA, YMR120C_mRNA
OG0003378	ESA43195	YMR274C_mRNA
OG0003379	EAA33333	YGL105W_mRNA
OG0003382	EAA36496	YNL245C_mRNA
OG0003383	EAA27440	YOR067C_mRNA
OG0003384	EAA27925	YOL001W_mRNA
OG0003384	EAA26857, EAA28904	YIL050W_mRNA, YER059W_mRNA
OG0003385	EAA30992	YLL045C_mRNA, YHL033C_mRNA
OG0003387	EAA27714	YBL057C_mRNA
OG0003389	EAA36207	YLR143W_mRNA
OG0003390	EAA31666	YOL097C_mRNA
OG0003391	EAA33340	YOR250C_mRNA
OG0003392	EAA28083	YOR243C_mRNA
OG0003393	EAA27476	YBR276C_mRNA
OG0003394	EAA32250	YDR438W_mRNA, YML018C_mRNA
OG0003395	EAA31953, EAA36006	YGL200C_mRNA
OG0003396	ESA42886	YMR035W_mRNA
OG0003398	EAA36159	YGR285C_mRNA
OG0003399	EAA28399	YDR037W_mRNA
OG0003400	EAA36051	YAR018C_mRNA
OG0003402	EAA26539	YER159C_mRNA
OG0003404	EAA30687, EAA34689	YIL051C_mRNA, YER057C_mRNA
OG0003406	ESA42870	YLR418C_mRNA
OG0003407	EAA33716	YMR309C_mRNA
OG0003408	EAA28219	YLR103C_mRNA
OG0003409	ESA44215	YLL041C_mRNA
OG0003410	EAA34801	YOR157C_mRNA
OG0003413	EAA28841	YHR098C_mRNA
OG0003414	EAA33085	YFR031C_mRNA
OG0003416	EAA32904	YPL170W_mRNA
OG0003417	EAA26616	YER156C_mRNA
OG0003418	ESA43167	YOL038W_mRNA
OG0003419	ESA43374	YDR101C_mRNA
OG0003422	ESA43065	YIL065C_mRNA
OG0003424	EAA26671	YHR020W_mRNA
OG0003424	EAA29596	YGL245W_mRNA
OG0003428	ESA43279	YDL142C_mRNA
OG0003429	EAA34876	YDL091C_mRNA, YML013W_mRNA
OG0003432	EAA32305	YJL167W_mRNA
OG0003433	ESA44236	YJL091C_mRNA
OG0003434	EAA28301	YJR102C_mRNA
OG0003435	EDO65281	YMR149W_mRNA
OG0003436	EAA29530	YFR005C_mRNA
OG0003438	EAA33868	YPL002C_mRNA
OG0003439	EAA34214, EAA33422	YGR028W_mRNA
OG0003445	EAA30433, EAA35013, EAA34585	YDL174C_mRNA
OG0003447	EDO65068	YMR077C_mRNA
OG0003448	EAA34093	YHR156C_mRNA
OG0003449	ESA43241	YNL317W_mRNA
OG0003453	EAA29969	YPL149W_mRNA
OG0003454	EAA34673	YEL058W_mRNA
OG0003455	EAA26536	YOR260W_mRNA
OG0003458	EAA32443	YPR025C_mRNA
OG0003460	ESA42585	YHR171W_mRNA
OG0003465	EAA31969	YNL063W_mRNA
OG0003467	EAA29252	YGL156W_mRNA
OG0003474	EAA28360	YOR125C_mRNA
OG0003487	ESA42443	YNL127W_mRNA
OG0003489	EAA34806	YDR469W_mRNA
OG0003505	EAA27456	YML061C_mRNA, YHR031C_mRNA
OG0003518	EAA35622	YHR123W_mRNA, YNL130C_mRNA
OG0003523	ESA44045	YGL243W_mRNA
OG0003532	ESA43245	YOR236W_mRNA
OG0003534	EAA31812	YCL004W_mRNA
OG0003539	EAA35788	YLR403W_mRNA
OG0003544	EAA29927	YDR141C_mRNA
OG0003572	ESA43549	YJL046W_mRNA
OG0003579	ESA43133	YMR004W_mRNA
OG0003594	EAA30926	YJR073C_mRNA
OG0003596	EAA36206	YBL017C_mRNA, YIL173W_mRNA, YJL222W_mRNA, YNR065C_mRNA, YCR099C_mRNA, YCR100C_mRNA, YNR066C_mRNA, YCR101C_mRNA
OG0003630	ESA42489	YHR079C-A_mRNA
OG0003713	EAA29413, EAA30484	YOR197W_mRNA
OG0003715	ESA44187	YBL026W_mRNA
OG0003725	ESA42889	YGR060W_mRNA
OG0003729	EAA26674	YPL171C_mRNA, YHR179W_mRNA
OG0003732	EDO65430	YPL008W_mRNA
OG0003733	EAA32824	YPL093W_mRNA
OG0003734	EAA31326	YPL109C_mRNA
OG0003737	ESA43785	YIL083C_mRNA
OG0003738	EAA27943	YJR065C_mRNA
OG0003741	EAA31379	YMR130W_mRNA
OG0003743	EAA27796	YER105C_mRNA, YBL079W_mRNA
OG0003744	EAA36243	YHL031C_mRNA
OG0003745	EAA32879	YBR110W_mRNA
OG0003748	EAA26676	YNL219C_mRNA
OG0003750	EAA27084	YCR036W_mRNA
OG0003752	EAA29766	YDR313C_mRNA
OG0003753	EAA32862	YPR183W_mRNA
OG0003755	ESA41890	YLR167W_mRNA
OG0003758	EAA35279	YMR074C_mRNA
OG0003759	EAA36154	YBR221C_mRNA
OG0003762	EAA29911	YPR133C_mRNA
OG0003763	ESA43554	YBR227C_mRNA
OG0003765	EDO65317	YGL022W_mRNA
OG0003766	EAA32437, EAA30075, EAA31074	YAL049C_mRNA
OG0003773	EAA33815	YGL187C_mRNA
OG0003777	ESA44390	YMR099C_mRNA
OG0003778	EAA35324	YDR531W_mRNA
OG0003780	EAA32651	YBR173C_mRNA
OG0003782	EAA29352	YJL115W_mRNA
OG0003785	EAA35365	YML130C_mRNA
OG0003786	ESA43526, EAA28037	YIL049W_mRNA
OG0003789	ESA41944	YNL227C_mRNA
OG0003790	EAA35310	YLR450W_mRNA, YML075C_mRNA
OG0003791	EAA33768	YGL095C_mRNA
OG0003793	EAA33877	YOR150W_mRNA
OG0003794	EAA31698	YKL022C_mRNA
OG0003795	ESA44221	YBR006W_mRNA
OG0003797	EAA28347	YMR092C_mRNA
OG0003798	EAA32880	YDR205W_mRNA
OG0003801	EAA30403	YPR118W_mRNA
OG0003802	EAA35185	YGR095C_mRNA
OG0003806	EAA33984	YBL071W-A_mRNA
OG0003807	EAA31604	YMR300C_mRNA
OG0003809	EAA35771	YPL126W_mRNA
OG0003810	ESA42891	YOR122C_mRNA
OG0003811	EAA36093	YIL022W_mRNA
OG0003813	EAA35490	YOR196C_mRNA
OG0003815	EAA28538	YPL199C_mRNA
OG0003816	EAA27424	YMR009W_mRNA
OG0003817	EAA28019	YDR196C_mRNA
OG0003819	EAA28442	YLR208W_mRNA
OG0003820	EAA31996	YOR070C_mRNA
OG0003825	ESA43555	YEL011W_mRNA
OG0003826	EAA27666	YDR228C_mRNA
OG0003827	EAA30363	YPR051W_mRNA
OG0003829	ESA43623	YDL171C_mRNA
OG0003831	ESA41844	YLR195C_mRNA
OG0003832	EAA28381	YGR002C_mRNA
OG0003833	EAA31888	YLR275W_mRNA
OG0003836	EAA29014, EAA33687	YLR056W_mRNA
OG0003838	EAA26681	YGR218W_mRNA
OG0003839	EAA31855	YDL065C_mRNA
OG0003840	EAA36055	YOR370C_mRNA
OG0003841	EAA29459	YGR267C_mRNA
OG0003842	ESA43408	YBR204C_mRNA
OG0003842	ESA43219	YGL130W_mRNA
OG0003843	EAA26791	YNL148C_mRNA
OG0003845	EAA31950	YMR304W_mRNA
OG0003847	EAA35866	YLR117C_mRNA
OG0003848	EAA35072	YDR140W_mRNA
OG0003849	EAA34633	YDR091C_mRNA
OG0003850	EAA34838	YDL116W_mRNA
OG0003852	EAA35560	YKL213C_mRNA
OG0003853	EAA35719	YMR321C_mRNA, YLL062C_mRNA, YPL273W_mRNA
OG0003856	EAA35485	YNL182C_mRNA
OG0003861	EAA27928	YIL004C_mRNA
OG0003862	EAA30794	YKL191W_mRNA
OG0003864	EAA31390	YHL013C_mRNA
OG0003865	EAA30911	YML093W_mRNA
OG0003866	EAA34500	YBR175W_mRNA
OG0003867	EAA34827	YDR098C_mRNA, YER174C_mRNA
OG0003869	EAA35878	YLR196W_mRNA
OG0003871	EAA27682	YJR072C_mRNA
OG0003872	ESA42481	YKR038C_mRNA
OG0003877	EAA28387, EAA27814	YEL052W_mRNA
OG0003881	EAA33520	YJR095W_mRNA
OG0003881	EAA26828	YBR291C_mRNA
OG0003882	EAA30486	YLR383W_mRNA
OG0003883	EAA34017	YJR121W_mRNA
