Orthogroup	mouse	yeast
OG0001908	ENSMUSP00000022322, ENSMUSP00000130934	YAL062W_mRNA, YOR375C_mRNA
OG0001911	ENSMUSP00000103271, ENSMUSP00000006774, ENSMUSP00000129337, ENSMUSP00000120008	YDR311W_mRNA
OG0001912	ENSMUSP00000080614	YPL063W_mRNA
OG0001913	ENSMUSP00000025723, ENSMUSP00000114843, ENSMUSP00000114960, ENSMUSP00000121885, ENSMUSP00000118698	YOL013C_mRNA
OG0001914	ENSMUSP00000033157, ENSMUSP00000116177, ENSMUSP00000102079, ENSMUSP00000114756	YKL192C_mRNA
OG0001915	ENSMUSP00000145787, ENSMUSP00000145841, ENSMUSP00000032920, ENSMUSP00000145918, ENSMUSP00000146137, ENSMUSP00000145579, ENSMUSP00000146256	YPR113W_mRNA
OG0001916	ENSMUSP00000028796	YGR169C_mRNA, YOL066C_mRNA, YDL036C_mRNA
OG0001917	ENSMUSP00000129492, ENSMUSP00000062066, ENSMUSP00000132443	YNR036C_mRNA
OG0001918	ENSMUSP00000022062, ENSMUSP00000152298	YJL045W_mRNA, YKL148C_mRNA
OG0001919	ENSMUSP00000102575, ENSMUSP00000091452, ENSMUSP00000102574	YBL084C_mRNA
OG0001921	ENSMUSP00000035216, ENSMUSP00000109000, ENSMUSP00000035328, ENSMUSP00000135553, ENSMUSP00000140543, ENSMUSP00000111560, ENSMUSP00000086626, ENSMUSP00000001989	YKL210W_mRNA
OG0001922	ENSMUSP00000090305, ENSMUSP00000150431, ENSMUSP00000155305, ENSMUSP00000120418, ENSMUSP00000102870	YHR010W_mRNA, YDR471W_mRNA
OG0001923	ENSMUSP00000109566, ENSMUSP00000044280, ENSMUSP00000110793, ENSMUSP00000130056, ENSMUSP00000078721, ENSMUSP00000110790	YGR202C_mRNA
OG0001924	ENSMUSP00000135490, ENSMUSP00000138942, ENSMUSP00000135831, ENSMUSP00000135214, ENSMUSP00000135073, ENSMUSP00000135741	YNL315C_mRNA
OG0001925	ENSMUSP00000072717, ENSMUSP00000063325, ENSMUSP00000122185, ENSMUSP00000022271, ENSMUSP00000126464	YGL205W_mRNA
OG0001927	ENSMUSP00000119780	YOL092W_mRNA, YBR147W_mRNA
OG0001928	ENSMUSP00000138050, ENSMUSP00000137904, ENSMUSP00000137681, ENSMUSP00000138006, ENSMUSP00000048285, ENSMUSP00000138083	YBL091C_mRNA
OG0001929	ENSMUSP00000137871, ENSMUSP00000045559, ENSMUSP00000113705, ENSMUSP00000122293, ENSMUSP00000113693, ENSMUSP00000119959	YJR033C_mRNA
OG0001930	ENSMUSP00000123237, ENSMUSP00000107931, ENSMUSP00000107930, ENSMUSP00000026937	YOR226C_mRNA, YPL135W_mRNA
OG0001932	ENSMUSP00000029464	YML054C_mRNA
OG0001933	ENSMUSP00000117875, ENSMUSP00000027339, ENSMUSP00000035800	YIL044C_mRNA
OG0001935	ENSMUSP00000066977	YBR073W_mRNA
OG0001935	ENSMUSP00000099766, ENSMUSP00000099765	YGL163C_mRNA
OG0001936	ENSMUSP00000029907, ENSMUSP00000099449, ENSMUSP00000086542, ENSMUSP00000028949	YBL058W_mRNA
OG0001937	ENSMUSP00000093965, ENSMUSP00000116898	YBR229C_mRNA
OG0001938	ENSMUSP00000134854, ENSMUSP00000073136, ENSMUSP00000134951, ENSMUSP00000135416, ENSMUSP00000010254, ENSMUSP00000134794, ENSMUSP00000134892, ENSMUSP00000135468	YLR026C_mRNA
OG0001939	ENSMUSP00000133515	YMR022W_mRNA
OG0001939	ENSMUSP00000021148	YDR054C_mRNA
OG0001940	ENSMUSP00000148112, ENSMUSP00000147375	YIL061C_mRNA
OG0001941	ENSMUSP00000106757, ENSMUSP00000038505, ENSMUSP00000106759	YOL005C_mRNA
OG0001944	ENSMUSP00000144584, ENSMUSP00000110093, ENSMUSP00000144238	YIL097W_mRNA
OG0001945	ENSMUSP00000120979, ENSMUSP00000028926, ENSMUSP00000006181	YBL050W_mRNA
OG0001947	ENSMUSP00000033776	YLR175W_mRNA
OG0001949	ENSMUSP00000117047, ENSMUSP00000080081	YDL120W_mRNA
OG0001950	ENSMUSP00000091840	YEL026W_mRNA
OG0001951	ENSMUSP00000023116	YLR304C_mRNA
OG0001951	ENSMUSP00000155818	YJL200C_mRNA
OG0001952	ENSMUSP00000031131, ENSMUSP00000002289, ENSMUSP00000154032, ENSMUSP00000045208	YJR099W_mRNA
OG0001955	ENSMUSP00000111257, ENSMUSP00000111258, ENSMUSP00000033513	YBR061C_mRNA
OG0001956	ENSMUSP00000125143, ENSMUSP00000123799, ENSMUSP00000124274, ENSMUSP00000124579, ENSMUSP00000124487, ENSMUSP00000123861	YHR018C_mRNA
OG0001957	ENSMUSP00000125387, ENSMUSP00000023212, ENSMUSP00000124893, ENSMUSP00000124242, ENSMUSP00000124110	YDR005C_mRNA
OG0001960	ENSMUSP00000029955, ENSMUSP00000129559, ENSMUSP00000106975, ENSMUSP00000031383	YLR293C_mRNA, YOR185C_mRNA
OG0001961	ENSMUSP00000145181, ENSMUSP00000134444, ENSMUSP00000145385, ENSMUSP00000144954, ENSMUSP00000144980	YOR217W_mRNA
OG0001962	ENSMUSP00000079770, ENSMUSP00000128914, ENSMUSP00000151466	YDR057W_mRNA
OG0001963	ENSMUSP00000025241	YIL143C_mRNA
OG0001965	ENSMUSP00000020339, ENSMUSP00000048260, ENSMUSP00000121546	YDL234C_mRNA
OG0001980	ENSMUSP00000035099, ENSMUSP00000028509, ENSMUSP00000107820, ENSMUSP00000107824, ENSMUSP00000121549	YDR517W_mRNA
OG0001986	ENSMUSP00000127361, ENSMUSP00000144392, ENSMUSP00000148842, ENSMUSP00000144429, ENSMUSP00000144086, ENSMUSP00000059033, ENSMUSP00000130766, ENSMUSP00000143309, ENSMUSP00000000939	YNL243W_mRNA
OG0001999	ENSMUSP00000152113, ENSMUSP00000152077, ENSMUSP00000130636, ENSMUSP00000152620, ENSMUSP00000040045, ENSMUSP00000152869	YGL227W_mRNA
OG0002000	ENSMUSP00000063825, ENSMUSP00000109456, ENSMUSP00000153479	YGL062W_mRNA, YBR218C_mRNA
OG0002006	ENSMUSP00000102540, ENSMUSP00000030254, ENSMUSP00000033910	YJR044C_mRNA
OG0002008	ENSMUSP00000123715, ENSMUSP00000125282, ENSMUSP00000123883, ENSMUSP00000125684, ENSMUSP00000107503, ENSMUSP00000069264, ENSMUSP00000035085, ENSMUSP00000125862, ENSMUSP00000124502, ENSMUSP00000125095	YDL189W_mRNA
OG0002030	ENSMUSP00000054458, ENSMUSP00000110872	YPL103C_mRNA
OG0002048	ENSMUSP00000033662, ENSMUSP00000060774	YER178W_mRNA
OG0002049	ENSMUSP00000148831, ENSMUSP00000148735, ENSMUSP00000063565, ENSMUSP00000148807, ENSMUSP00000096073	YCR093W_mRNA
OG0002050	ENSMUSP00000152508, ENSMUSP00000114713, ENSMUSP00000112953	YML046W_mRNA
OG0002054	ENSMUSP00000045606, ENSMUSP00000124976	YDR036C_mRNA
OG0002058	ENSMUSP00000114141, ENSMUSP00000156823, ENSMUSP00000156828, ENSMUSP00000048469, ENSMUSP00000156950, ENSMUSP00000156947	YPL220W_mRNA, YGL135W_mRNA
OG0002061	ENSMUSP00000092216	YHR011W_mRNA
OG0002062	ENSMUSP00000147632, ENSMUSP00000147304, ENSMUSP00000096450, ENSMUSP00000147943, ENSMUSP00000147611, ENSMUSP00000033875, ENSMUSP00000148019	YBL036C_mRNA
OG0002064	ENSMUSP00000116524, ENSMUSP00000034264, ENSMUSP00000120113, ENSMUSP00000122042	YHR163W_mRNA, YGR248W_mRNA
OG0002066	ENSMUSP00000106336, ENSMUSP00000152764, ENSMUSP00000151681, ENSMUSP00000132835, ENSMUSP00000021407.10	YPR088C_mRNA
OG0002067	ENSMUSP00000110546, ENSMUSP00000116508, ENSMUSP00000116368, ENSMUSP00000123100, ENSMUSP00000117182, ENSMUSP00000110547, ENSMUSP00000026887	YBR039W_mRNA
OG0002070	ENSMUSP00000066886, ENSMUSP00000110314	YDL185W_mRNA
OG0002071	ENSMUSP00000064755	YER081W_mRNA, YIL074C_mRNA
OG0002072	ENSMUSP00000113800, ENSMUSP00000136087, ENSMUSP00000129384, ENSMUSP00000021347	YLR207W_mRNA
OG0002073	ENSMUSP00000143981, ENSMUSP00000031617	YLR448W_mRNA, YML073C_mRNA
OG0002079	ENSMUSP00000115915, ENSMUSP00000004327, ENSMUSP00000131163	YNL241C_mRNA
OG0002080	ENSMUSP00000022908, ENSMUSP00000154807, ENSMUSP00000154227, ENSMUSP00000144490	YIL134W_mRNA
OG0002083	ENSMUSP00000010974, ENSMUSP00000106359, ENSMUSP00000147273, ENSMUSP00000002855, ENSMUSP00000148258	YBL040C_mRNA
OG0002085	ENSMUSP00000145025, ENSMUSP00000058028	YNL003C_mRNA
OG0002086	ENSMUSP00000080354, ENSMUSP00000140228, ENSMUSP00000038326, ENSMUSP00000129325	YOR063W_mRNA
OG0002087	ENSMUSP00000153955, ENSMUSP00000000985	YER154W_mRNA
OG0002091	ENSMUSP00000026196	YLR027C_mRNA
OG0002092	ENSMUSP00000081141	YGR256W_mRNA, YHR183W_mRNA
OG0002093	ENSMUSP00000138613, ENSMUSP00000139514, ENSMUSP00000051657, ENSMUSP00000146882	YFR052W_mRNA
OG0002094	ENSMUSP00000121715, ENSMUSP00000105574, ENSMUSP00000105575, ENSMUSP00000088303, ENSMUSP00000127180, ENSMUSP00000102772, ENSMUSP00000029754	YIL072W_mRNA
OG0002095	ENSMUSP00000149650, ENSMUSP00000150804, ENSMUSP00000035105, ENSMUSP00000148933	YLR048W_mRNA, YGR214W_mRNA
OG0002096	ENSMUSP00000121808, ENSMUSP00000021282	YGR061C_mRNA
OG0002097	ENSMUSP00000105450, ENSMUSP00000078236, ENSMUSP00000086460, ENSMUSP00000120068	YKL100C_mRNA
OG0002098	ENSMUSP00000079628	YML024W_mRNA, YDR447C_mRNA
OG0002099	ENSMUSP00000004072, ENSMUSP00000155657	YIL018W_mRNA, YFR031C-A_mRNA
OG0002102	ENSMUSP00000124621, ENSMUSP00000023348, ENSMUSP00000123974, ENSMUSP00000125352	YDR336W_mRNA
OG0002105	ENSMUSP00000047682, ENSMUSP00000137654, ENSMUSP00000137788, ENSMUSP00000119988	YHR026W_mRNA
OG0002106	ENSMUSP00000025778	YMR189W_mRNA
OG0002107	ENSMUSP00000145504, ENSMUSP00000032141, ENSMUSP00000109236	YMR114C_mRNA
OG0002108	ENSMUSP00000048383	YBL063W_mRNA
OG0002108	ENSMUSP00000149582, ENSMUSP00000012587	YEL061C_mRNA
OG0002111	ENSMUSP00000097303, ENSMUSP00000106970, ENSMUSP00000106969, ENSMUSP00000046263	YLR045C_mRNA
OG0002113	ENSMUSP00000125127, ENSMUSP00000125457, ENSMUSP00000132870, ENSMUSP00000125849, ENSMUSP00000039422	YLR247C_mRNA
OG0002114	ENSMUSP00000036621, ENSMUSP00000021573, ENSMUSP00000139705	YPL117C_mRNA
OG0002117	ENSMUSP00000021380, ENSMUSP00000151903, ENSMUSP00000151772, ENSMUSP00000151224, ENSMUSP00000002112, ENSMUSP00000104095, ENSMUSP00000120406	YOR115C_mRNA
OG0002118	ENSMUSP00000028636, ENSMUSP00000092186	YBR020W_mRNA, YDR009W_mRNA
OG0002121	ENSMUSP00000148073, ENSMUSP00000130324, ENSMUSP00000148042, ENSMUSP00000147856, ENSMUSP00000147337	YOL112W_mRNA, YNL293W_mRNA
OG0002122	ENSMUSP00000050220, ENSMUSP00000099475	YGL206C_mRNA
OG0002123	ENSMUSP00000047123	YNL061W_mRNA
OG0002125	ENSMUSP00000142474, ENSMUSP00000045998	YGL141W_mRNA
OG0002127	ENSMUSP00000133823, ENSMUSP00000072155, ENSMUSP00000103863, ENSMUSP00000118200, ENSMUSP00000117439, ENSMUSP00000114000, ENSMUSP00000041299	YBR058C_mRNA
OG0002128	ENSMUSP00000009679, ENSMUSP00000025427, ENSMUSP00000122741, ENSMUSP00000117459, ENSMUSP00000123500	YBR236C_mRNA
OG0002130	ENSMUSP00000106509, ENSMUSP00000073686, ENSMUSP00000151833	YPR073C_mRNA
OG0002131	ENSMUSP00000124672, ENSMUSP00000125364, ENSMUSP00000123971, ENSMUSP00000123843, ENSMUSP00000124405, ENSMUSP00000124506, ENSMUSP00000125540, ENSMUSP00000124812, ENSMUSP00000152141, ENSMUSP00000152093	YNR032C-A_mRNA
OG0002132	ENSMUSP00000080767, ENSMUSP00000057854	YBR252W_mRNA
OG0002133	ENSMUSP00000134105, ENSMUSP00000133340, ENSMUSP00000116995, ENSMUSP00000032461	YGR046W_mRNA
OG0002134	ENSMUSP00000132348, ENSMUSP00000105271, ENSMUSP00000105270, ENSMUSP00000105269, ENSMUSP00000137362	YDR086C_mRNA
OG0002135	ENSMUSP00000145614, ENSMUSP00000078886, ENSMUSP00000145960, ENSMUSP00000145954, ENSMUSP00000146248	YBR101C_mRNA
OG0002136	ENSMUSP00000105783, ENSMUSP00000154677	YBL055C_mRNA
OG0002137	ENSMUSP00000115144, ENSMUSP00000062122, ENSMUSP00000128329, ENSMUSP00000019382, ENSMUSP00000148368, ENSMUSP00000131389, ENSMUSP00000148299, ENSMUSP00000148721	YDL015C_mRNA
OG0002139	ENSMUSP00000114139, ENSMUSP00000114719, ENSMUSP00000093905, ENSMUSP00000112937, ENSMUSP00000093906, ENSMUSP00000112636, ENSMUSP00000111055, ENSMUSP00000156131, ENSMUSP00000119311	YAL002W_mRNA
OG0002140	ENSMUSP00000072863, ENSMUSP00000141835	YER014W_mRNA
OG0002142	ENSMUSP00000027853, ENSMUSP00000142329	YHR162W_mRNA, YGR243W_mRNA
OG0002143	ENSMUSP00000088249, ENSMUSP00000113296, ENSMUSP00000136944, ENSMUSP00000153064	YML126C_mRNA
OG0002144	ENSMUSP00000001565, ENSMUSP00000124335	YPL122C_mRNA
OG0002145	ENSMUSP00000112884, ENSMUSP00000033020, ENSMUSP00000116127, ENSMUSP00000120334	YPL087W_mRNA, YBR183W_mRNA
OG0002149	ENSMUSP00000104616, ENSMUSP00000123590, ENSMUSP00000104610	YER151C_mRNA
OG0002152	ENSMUSP00000067361	YOR253W_mRNA
OG0002154	ENSMUSP00000139738, ENSMUSP00000108734, ENSMUSP00000112695, ENSMUSP00000082354, ENSMUSP00000150907	YER183C_mRNA
OG0002155	ENSMUSP00000147329, ENSMUSP00000026547	YHR172W_mRNA
OG0002156	ENSMUSP00000125474, ENSMUSP00000125451, ENSMUSP00000034233, ENSMUSP00000123794	YKR071C_mRNA
OG0002157	ENSMUSP00000001335, ENSMUSP00000131245, ENSMUSP00000132441, ENSMUSP00000128263, ENSMUSP00000126970, ENSMUSP00000128526, ENSMUSP00000129178	YML094W_mRNA
OG0002158	ENSMUSP00000117980, ENSMUSP00000114190, ENSMUSP00000118612, ENSMUSP00000115549	YKL216W_mRNA
OG0002159	ENSMUSP00000142376, ENSMUSP00000036971, ENSMUSP00000107858, ENSMUSP00000114611, ENSMUSP00000142758, ENSMUSP00000143347	YMR208W_mRNA
OG0002161	ENSMUSP00000149184, ENSMUSP00000116321, ENSMUSP00000111295, ENSMUSP00000119999, ENSMUSP00000034405	YMR224C_mRNA
OG0002162	ENSMUSP00000029147	YCL017C_mRNA
OG0002165	ENSMUSP00000078436, ENSMUSP00000148060	YGL202W_mRNA, YHR137W_mRNA
OG0002173	ENSMUSP00000152901, ENSMUSP00000152985, ENSMUSP00000153424, ENSMUSP00000153192, ENSMUSP00000060421, ENSMUSP00000150265, ENSMUSP00000019615	YDR168W_mRNA
OG0002183	ENSMUSP00000104234, ENSMUSP00000137199	YHR004C_mRNA
OG0002190	ENSMUSP00000019939, ENSMUSP00000101138, ENSMUSP00000101139, ENSMUSP00000119102, ENSMUSP00000077038, ENSMUSP00000113117	YOR357C_mRNA
OG0002191	ENSMUSP00000125327, ENSMUSP00000124720, ENSMUSP00000015011	YGR284C_mRNA
OG0002201	ENSMUSP00000006912, ENSMUSP00000119075, ENSMUSP00000018691, ENSMUSP00000013970	YDR208W_mRNA
OG0002203	ENSMUSP00000154500, ENSMUSP00000057375, ENSMUSP00000134885, ENSMUSP00000134998, ENSMUSP00000058654, ENSMUSP00000135406, ENSMUSP00000134804, ENSMUSP00000135056, ENSMUSP00000096460, ENSMUSP00000134799	YDR372C_mRNA
OG0002204	ENSMUSP00000107949, ENSMUSP00000046956, ENSMUSP00000100021, ENSMUSP00000117816, ENSMUSP00000107950, ENSMUSP00000117276, ENSMUSP00000087836	YLR238W_mRNA, YDR200C_mRNA
OG0002251	ENSMUSP00000102639, ENSMUSP00000039427	YBR260C_mRNA
OG0002279	ENSMUSP00000009138, ENSMUSP00000156711, ENSMUSP00000113657, ENSMUSP00000001675, ENSMUSP00000107271	YNL161W_mRNA
OG0002282	ENSMUSP00000106561, ENSMUSP00000048016, ENSMUSP00000122534, ENSMUSP00000106562	YGL112C_mRNA
OG0002283	ENSMUSP00000065228, ENSMUSP00000138108	YLR005W_mRNA
OG0002285	ENSMUSP00000155279	YKR060W_mRNA, YHR052W_mRNA
OG0002287	ENSMUSP00000122403, ENSMUSP00000116039	YBL021C_mRNA
OG0002288	ENSMUSP00000152811, ENSMUSP00000037583	YML012W_mRNA
OG0002289	ENSMUSP00000043023, ENSMUSP00000156009, ENSMUSP00000144116, ENSMUSP00000144348, ENSMUSP00000086776, ENSMUSP00000086779	YIL031W_mRNA
OG0002292	ENSMUSP00000045441, ENSMUSP00000152150, ENSMUSP00000152348, ENSMUSP00000077937, ENSMUSP00000106567	YOR175C_mRNA
OG0002299	ENSMUSP00000129628, ENSMUSP00000131212, ENSMUSP00000127927, ENSMUSP00000097968, ENSMUSP00000155606, ENSMUSP00000068559	YMR284W_mRNA
OG0002300	ENSMUSP00000099359, ENSMUSP00000041985, ENSMUSP00000146465	YPR091C_mRNA
OG0002301	ENSMUSP00000113671, ENSMUSP00000144667, ENSMUSP00000031399, ENSMUSP00000116292	YGR208W_mRNA
OG0002305	ENSMUSP00000148352, ENSMUSP00000044371, ENSMUSP00000028619	YBR159W_mRNA
OG0002306	ENSMUSP00000031144, ENSMUSP00000114647	YBR187W_mRNA
OG0002309	ENSMUSP00000023363	YKL125W_mRNA
OG0002310	ENSMUSP00000099989, ENSMUSP00000106982, ENSMUSP00000106983, ENSMUSP00000027981	YDL103C_mRNA
OG0002312	ENSMUSP00000152854, ENSMUSP00000152885, ENSMUSP00000054797, ENSMUSP00000152396	YIR002C_mRNA
OG0002313	ENSMUSP00000154172, ENSMUSP00000106014, ENSMUSP00000009039	YGL030W_mRNA
OG0002316	ENSMUSP00000034866	YPR004C_mRNA
OG0002317	ENSMUSP00000105359, ENSMUSP00000091037, ENSMUSP00000036907, ENSMUSP00000134059	YOL012C_mRNA
OG0002318	ENSMUSP00000109539, ENSMUSP00000155972, ENSMUSP00000109538, ENSMUSP00000109550, ENSMUSP00000114477, ENSMUSP00000109543, ENSMUSP00000109547	YDR437W_mRNA
OG0002320	ENSMUSP00000027833, ENSMUSP00000118179, ENSMUSP00000123214	YDL145C_mRNA
OG0002321	ENSMUSP00000135710, ENSMUSP00000105786, ENSMUSP00000031273, ENSMUSP00000086886, ENSMUSP00000121769, ENSMUSP00000099470	YBR029C_mRNA
OG0002324	ENSMUSP00000034945, ENSMUSP00000090921, ENSMUSP00000132725	YHR122W_mRNA
OG0002326	ENSMUSP00000102777, ENSMUSP00000044937, ENSMUSP00000146169	YCR024C_mRNA
OG0002328	ENSMUSP00000099565, ENSMUSP00000099566, ENSMUSP00000038011, ENSMUSP00000030518, ENSMUSP00000114973, ENSMUSP00000119252, ENSMUSP00000122077	YIL034C_mRNA
OG0002330	ENSMUSP00000045214, ENSMUSP00000151189, ENSMUSP00000150161, ENSMUSP00000149772, ENSMUSP00000151030	YBR086C_mRNA
OG0002332	ENSMUSP00000092892, ENSMUSP00000123082, ENSMUSP00000126761, ENSMUSP00000114193, ENSMUSP00000007754	YMR023C_mRNA
OG0002333	ENSMUSP00000117732	YPR162C_mRNA
OG0002336	ENSMUSP00000155409, ENSMUSP00000043566, ENSMUSP00000155332	YPR187W_mRNA
OG0002337	ENSMUSP00000150333, ENSMUSP00000148911	YMR231W_mRNA
OG0002338	ENSMUSP00000081003	Q0120_mRNA, Q0105_mRNA
OG0002339	ENSMUSP00000023353	YPR019W_mRNA
OG0002340	ENSMUSP00000138986, ENSMUSP00000143533, ENSMUSP00000029831, ENSMUSP00000101673, ENSMUSP00000101672	YDL167C_mRNA
OG0002341	ENSMUSP00000048244, ENSMUSP00000148220	YGL240W_mRNA
OG0002342	ENSMUSP00000141281, ENSMUSP00000141609, ENSMUSP00000125491, ENSMUSP00000141595, ENSMUSP00000141640, ENSMUSP00000142188	YDR183W_mRNA
OG0002343	ENSMUSP00000114506, ENSMUSP00000118337, ENSMUSP00000118035, ENSMUSP00000122486, ENSMUSP00000121320, ENSMUSP00000122153, ENSMUSP00000084791, ENSMUSP00000109741, ENSMUSP00000121204, ENSMUSP00000144609	YCR087C-A_mRNA
OG0002348	ENSMUSP00000075250, ENSMUSP00000103045, ENSMUSP00000147685, ENSMUSP00000076162, ENSMUSP00000029679	YBR135W_mRNA
OG0002349	ENSMUSP00000025484	YOR176W_mRNA
OG0002351	ENSMUSP00000079340	YPL249C-A_mRNA, YMR194W_mRNA
OG0002352	ENSMUSP00000152822, ENSMUSP00000152708, ENSMUSP00000152779, ENSMUSP00000076090	YOR126C_mRNA
OG0002353	ENSMUSP00000099843, ENSMUSP00000079672	YDL136W_mRNA, YDL191W_mRNA
OG0002354	ENSMUSP00000120828, ENSMUSP00000140346, ENSMUSP00000035177, ENSMUSP00000117547, ENSMUSP00000120313, ENSMUSP00000150592	YGR220C_mRNA
OG0002357	ENSMUSP00000107730, ENSMUSP00000070781, ENSMUSP00000069798, ENSMUSP00000102381, ENSMUSP00000015877, ENSMUSP00000142606, ENSMUSP00000145159, ENSMUSP00000123398	YKL007W_mRNA
OG0002358	ENSMUSP00000121225, ENSMUSP00000106519	YKL056C_mRNA
OG0002360	ENSMUSP00000143567, ENSMUSP00000087396, ENSMUSP00000129481, ENSMUSP00000143458, ENSMUSP00000142999, ENSMUSP00000143551, ENSMUSP00000143452, ENSMUSP00000142682, ENSMUSP00000143701, ENSMUSP00000142402	YPR176C_mRNA
OG0002361	ENSMUSP00000117235, ENSMUSP00000029269, ENSMUSP00000122189, ENSMUSP00000121047	YDR280W_mRNA
OG0002362	ENSMUSP00000067912, ENSMUSP00000102880, ENSMUSP00000102878	YNL040W_mRNA
OG0002363	ENSMUSP00000013807	YNL128W_mRNA
OG0002364	ENSMUSP00000026390, ENSMUSP00000112537, ENSMUSP00000119245, ENSMUSP00000114103	YML097C_mRNA
OG0002365	ENSMUSP00000124361, ENSMUSP00000125103, ENSMUSP00000002756, ENSMUSP00000125156	YHR058C_mRNA
OG0002366	ENSMUSP00000132368, ENSMUSP00000126844, ENSMUSP00000034848	YGR135W_mRNA
OG0002367	ENSMUSP00000068896	YNL088W_mRNA
OG0002368	ENSMUSP00000105907, ENSMUSP00000105905, ENSMUSP00000021661, ENSMUSP00000115676, ENSMUSP00000117609	YGR255C_mRNA
OG0002369	ENSMUSP00000123474, ENSMUSP00000080854	YPL131W_mRNA
OG0002370	ENSMUSP00000144985, ENSMUSP00000144867, ENSMUSP00000068410, ENSMUSP00000109815, ENSMUSP00000145223, ENSMUSP00000109816	YKL041W_mRNA
OG0002371	ENSMUSP00000120528	YHL015W_mRNA
OG0002372	ENSMUSP00000112579, ENSMUSP00000113525, ENSMUSP00000121020, ENSMUSP00000123593, ENSMUSP00000113345	YHR012W_mRNA
OG0002374	ENSMUSP00000146497, ENSMUSP00000022196, ENSMUSP00000080739	YGR261C_mRNA
OG0002375	ENSMUSP00000113672	YAL012W_mRNA, YGL184C_mRNA
OG0002377	ENSMUSP00000099586, ENSMUSP00000106501, ENSMUSP00000005233, ENSMUSP00000106498, ENSMUSP00000106496, ENSMUSP00000106494, ENSMUSP00000106493	YDR283C_mRNA
OG0002378	ENSMUSP00000050940	YGR195W_mRNA
OG0002378	ENSMUSP00000147696	YGR158C_mRNA
OG0002385	ENSMUSP00000071732, ENSMUSP00000112573, ENSMUSP00000051438, ENSMUSP00000122705, ENSMUSP00000124923	YNL169C_mRNA
OG0002386	ENSMUSP00000080523, ENSMUSP00000145350	YBL092W_mRNA
OG0002387	ENSMUSP00000112251, ENSMUSP00000121840, ENSMUSP00000116962, ENSMUSP00000113109, ENSMUSP00000113697, ENSMUSP00000113501	YKL058W_mRNA
OG0002388	ENSMUSP00000057378	YKL033W-A_mRNA
OG0002389	ENSMUSP00000120897, ENSMUSP00000114875	YPR085C_mRNA
OG0002390	ENSMUSP00000122372, ENSMUSP00000117684, ENSMUSP00000055342, ENSMUSP00000114643	YEL044W_mRNA
OG0002392	ENSMUSP00000119901, ENSMUSP00000118386, ENSMUSP00000116307, ENSMUSP00000119443, ENSMUSP00000045654, ENSMUSP00000122214	YGL080W_mRNA
OG0002395	ENSMUSP00000121019, ENSMUSP00000149550, ENSMUSP00000147320, ENSMUSP00000149218, ENSMUSP00000147637, ENSMUSP00000151096, ENSMUSP00000150337, ENSMUSP00000034311	YER112W_mRNA
OG0002396	ENSMUSP00000144811, ENSMUSP00000126565, ENSMUSP00000135337, ENSMUSP00000145140	YER146W_mRNA
OG0002398	ENSMUSP00000140648, ENSMUSP00000022135	YDL166C_mRNA
OG0002399	ENSMUSP00000031640, ENSMUSP00000125668, ENSMUSP00000093414, ENSMUSP00000040936, ENSMUSP00000124323, ENSMUSP00000149435, ENSMUSP00000125516	YPL042C_mRNA
OG0002400	ENSMUSP00000117157, ENSMUSP00000039776	YDL102W_mRNA
OG0002403	ENSMUSP00000111504, ENSMUSP00000121881, ENSMUSP00000116686, ENSMUSP00000111505, ENSMUSP00000063548	YGR019W_mRNA
OG0002406	ENSMUSP00000061092	YLR017W_mRNA
OG0002410	ENSMUSP00000134949, ENSMUSP00000106006, ENSMUSP00000130182, ENSMUSP00000148177, ENSMUSP00000127640, ENSMUSP00000035785, ENSMUSP00000106007	YML104C_mRNA
OG0002411	ENSMUSP00000106699, ENSMUSP00000004681, ENSMUSP00000146680, ENSMUSP00000146555, ENSMUSP00000117907, ENSMUSP00000044078	YML059C_mRNA
OG0002419	ENSMUSP00000053181, ENSMUSP00000042410, ENSMUSP00000149097	YMR243C_mRNA, YOR316C_mRNA
OG0002427	ENSMUSP00000151491, ENSMUSP00000123603, ENSMUSP00000112498, ENSMUSP00000043279, ENSMUSP00000151754	YOR034C_mRNA, YDR264C_mRNA
OG0002436	ENSMUSP00000040741	YDR363W-A_mRNA
OG0002440	ENSMUSP00000155851, ENSMUSP00000130046, ENSMUSP00000126849, ENSMUSP00000057771, ENSMUSP00000155198	YMR235C_mRNA
OG0002442	ENSMUSP00000132771, ENSMUSP00000029915	YOR286W_mRNA, YOR285W_mRNA
OG0002443	ENSMUSP00000150259, ENSMUSP00000150626, ENSMUSP00000024047, ENSMUSP00000140339, ENSMUSP00000023087, ENSMUSP00000119302	YGR080W_mRNA
OG0002444	ENSMUSP00000069324, ENSMUSP00000108593, ENSMUSP00000108592, ENSMUSP00000142871	YLR023C_mRNA
OG0002504	ENSMUSP00000036923	YHR114W_mRNA
OG0002545	ENSMUSP00000148335, ENSMUSP00000148475, ENSMUSP00000034463	YLR242C_mRNA
OG0002546	ENSMUSP00000129695, ENSMUSP00000155824, ENSMUSP00000155006, ENSMUSP00000008036	YDL130W_mRNA, YDL081C_mRNA
OG0002550	ENSMUSP00000017548, ENSMUSP00000103181	YBR084C-A_mRNA, YBL027W_mRNA
