Orthogroup	mouse	neurospora
OG0001941	ENSMUSP00000106757, ENSMUSP00000038505, ENSMUSP00000106759	ESA42468
OG0001944	ENSMUSP00000144584, ENSMUSP00000110093, ENSMUSP00000144238	EAA29792
OG0001945	ENSMUSP00000120979, ENSMUSP00000028926, ENSMUSP00000006181	EAA27644
OG0001947	ENSMUSP00000033776	EAA31591
OG0001948	ENSMUSP00000113620, ENSMUSP00000072344, ENSMUSP00000113014, ENSMUSP00000114211, ENSMUSP00000113202	EAA35274
OG0001949	ENSMUSP00000117047, ENSMUSP00000080081	EAA28958
OG0001950	ENSMUSP00000091840	EAA32181
OG0001951	ENSMUSP00000023116	EAA30551
OG0001951	ENSMUSP00000155818	EAA31834
OG0001952	ENSMUSP00000031131, ENSMUSP00000002289, ENSMUSP00000154032, ENSMUSP00000045208	ESA42897
OG0001954	ENSMUSP00000020954, ENSMUSP00000132009, ENSMUSP00000127752	ESA42929
OG0001955	ENSMUSP00000111257, ENSMUSP00000111258, ENSMUSP00000033513	EAA28419
OG0001956	ENSMUSP00000125143, ENSMUSP00000123799, ENSMUSP00000124274, ENSMUSP00000124579, ENSMUSP00000124487, ENSMUSP00000123861	EAA30418
OG0001957	ENSMUSP00000125387, ENSMUSP00000023212, ENSMUSP00000124893, ENSMUSP00000124242, ENSMUSP00000124110	EAA29604
OG0001960	ENSMUSP00000029955, ENSMUSP00000129559, ENSMUSP00000106975, ENSMUSP00000031383	ESA44396
OG0001961	ENSMUSP00000145181, ENSMUSP00000134444, ENSMUSP00000145385, ENSMUSP00000144954, ENSMUSP00000144980	EAA34303
OG0001962	ENSMUSP00000079770, ENSMUSP00000128914, ENSMUSP00000151466	EAA34179
OG0001963	ENSMUSP00000025241	EAA28093
OG0001964	ENSMUSP00000066092, ENSMUSP00000116992	EAA31644
OG0001965	ENSMUSP00000020339, ENSMUSP00000048260, ENSMUSP00000121546	EAA31505
OG0001976	ENSMUSP00000113712, ENSMUSP00000112643, ENSMUSP00000025983, ENSMUSP00000058111	EAA34872
OG0001980	ENSMUSP00000035099, ENSMUSP00000028509, ENSMUSP00000107820, ENSMUSP00000107824, ENSMUSP00000121549	EAA29925
OG0001984	ENSMUSP00000148163, ENSMUSP00000148119, ENSMUSP00000032770, ENSMUSP00000146996, ENSMUSP00000147879, ENSMUSP00000070778, ENSMUSP00000148141	EAA35404
OG0001986	ENSMUSP00000127361, ENSMUSP00000144392, ENSMUSP00000148842, ENSMUSP00000144429, ENSMUSP00000144086, ENSMUSP00000059033, ENSMUSP00000130766, ENSMUSP00000143309, ENSMUSP00000000939	EAA35004
OG0001991	ENSMUSP00000124877, ENSMUSP00000123964, ENSMUSP00000039869, ENSMUSP00000112563, ENSMUSP00000125467	EAA34293
OG0001999	ENSMUSP00000152113, ENSMUSP00000152077, ENSMUSP00000130636, ENSMUSP00000152620, ENSMUSP00000040045, ENSMUSP00000152869	EAA31596
OG0002000	ENSMUSP00000063825, ENSMUSP00000109456, ENSMUSP00000153479	EAA36400
OG0002006	ENSMUSP00000102540, ENSMUSP00000030254, ENSMUSP00000033910	EAA31657
OG0002008	ENSMUSP00000123715, ENSMUSP00000125282, ENSMUSP00000123883, ENSMUSP00000125684, ENSMUSP00000107503, ENSMUSP00000069264, ENSMUSP00000035085, ENSMUSP00000125862, ENSMUSP00000124502, ENSMUSP00000125095	EAA32395
OG0002012	ENSMUSP00000116217, ENSMUSP00000037884, ENSMUSP00000131876, ENSMUSP00000114508, ENSMUSP00000121516, ENSMUSP00000117414, ENSMUSP00000116519, ENSMUSP00000115467, ENSMUSP00000031094, ENSMUSP00000121816, ENSMUSP00000115926	EAA30294
OG0002014	ENSMUSP00000047032, ENSMUSP00000137307, ENSMUSP00000128877, ENSMUSP00000088829, ENSMUSP00000045864, ENSMUSP00000029325, ENSMUSP00000129444	EAA32629
OG0002030	ENSMUSP00000054458, ENSMUSP00000110872	EAA32889
OG0002032	ENSMUSP00000121538, ENSMUSP00000115838, ENSMUSP00000109552, ENSMUSP00000109546, ENSMUSP00000109551	EAA26534
OG0002047	ENSMUSP00000152413, ENSMUSP00000043676	EAA32662, EAA34302
OG0002048	ENSMUSP00000033662, ENSMUSP00000060774	EAA27886
OG0002049	ENSMUSP00000148831, ENSMUSP00000148735, ENSMUSP00000063565, ENSMUSP00000148807, ENSMUSP00000096073	EAA31063
OG0002050	ENSMUSP00000152508, ENSMUSP00000114713, ENSMUSP00000112953	EDO65276
OG0002054	ENSMUSP00000045606, ENSMUSP00000124976	EAA31887
OG0002058	ENSMUSP00000114141, ENSMUSP00000156823, ENSMUSP00000156828, ENSMUSP00000048469, ENSMUSP00000156950, ENSMUSP00000156947	EAA28529
OG0002060	ENSMUSP00000026239	EAA32171
OG0002061	ENSMUSP00000092216	EAA33936
OG0002062	ENSMUSP00000147632, ENSMUSP00000147304, ENSMUSP00000096450, ENSMUSP00000147943, ENSMUSP00000147611, ENSMUSP00000033875, ENSMUSP00000148019	EAA26782
OG0002064	ENSMUSP00000116524, ENSMUSP00000034264, ENSMUSP00000120113, ENSMUSP00000122042	EAA27975
OG0002066	ENSMUSP00000106336, ENSMUSP00000152764, ENSMUSP00000151681, ENSMUSP00000132835, ENSMUSP00000021407.10	EAA31407
OG0002067	ENSMUSP00000110546, ENSMUSP00000116508, ENSMUSP00000116368, ENSMUSP00000123100, ENSMUSP00000117182, ENSMUSP00000110547, ENSMUSP00000026887	EAA29655
OG0002069	ENSMUSP00000074600	ESA42320
OG0002070	ENSMUSP00000066886, ENSMUSP00000110314	EAA32337
OG0002071	ENSMUSP00000064755	EAA26763
OG0002072	ENSMUSP00000113800, ENSMUSP00000136087, ENSMUSP00000129384, ENSMUSP00000021347	EAA36464
OG0002073	ENSMUSP00000143981, ENSMUSP00000031617	EAA36244
OG0002074	ENSMUSP00000156731, ENSMUSP00000156502, ENSMUSP00000156682, ENSMUSP00000128271, ENSMUSP00000071743	EAA35784
OG0002078	ENSMUSP00000123807, ENSMUSP00000125381, ENSMUSP00000001402, ENSMUSP00000082419	EAA34959
OG0002079	ENSMUSP00000115915, ENSMUSP00000004327, ENSMUSP00000131163	EAA29084
OG0002080	ENSMUSP00000022908, ENSMUSP00000154807, ENSMUSP00000154227, ENSMUSP00000144490	EAA31904
OG0002081	ENSMUSP00000122945, ENSMUSP00000025679, ENSMUSP00000115195, ENSMUSP00000098655, ENSMUSP00000137162, ENSMUSP00000021620	EAA36499
OG0002082	ENSMUSP00000120229, ENSMUSP00000043555	EAA36515
OG0002083	ENSMUSP00000010974, ENSMUSP00000106359, ENSMUSP00000147273, ENSMUSP00000002855, ENSMUSP00000148258	EAA36078, EAA34376
OG0002085	ENSMUSP00000145025, ENSMUSP00000058028	EAA33207, EAA26969
OG0002086	ENSMUSP00000080354, ENSMUSP00000140228, ENSMUSP00000038326, ENSMUSP00000129325	EAA34081
OG0002087	ENSMUSP00000153955, ENSMUSP00000000985	EAA32478
OG0002089	ENSMUSP00000067939, ENSMUSP00000101479, ENSMUSP00000095455, ENSMUSP00000099603, ENSMUSP00000114564, ENSMUSP00000103794	ESA42256
OG0002090	ENSMUSP00000116793, ENSMUSP00000014339	EAA27447
OG0002091	ENSMUSP00000034097	ESA43709
OG0002091	ENSMUSP00000026196	EAA33221
OG0002092	ENSMUSP00000081141	EAA35723
OG0002093	ENSMUSP00000138613, ENSMUSP00000139514, ENSMUSP00000051657, ENSMUSP00000146882	EAA28646
OG0002095	ENSMUSP00000149650, ENSMUSP00000150804, ENSMUSP00000035105, ENSMUSP00000148933	EAA27604
OG0002096	ENSMUSP00000121808, ENSMUSP00000021282	EAA32798
OG0002098	ENSMUSP00000079628	EAA32599
OG0002099	ENSMUSP00000004072, ENSMUSP00000155657	EAA28063
OG0002102	ENSMUSP00000124621, ENSMUSP00000023348, ENSMUSP00000123974, ENSMUSP00000125352	EAA26841
OG0002105	ENSMUSP00000047682, ENSMUSP00000137654, ENSMUSP00000137788, ENSMUSP00000119988	EAA35213
OG0002106	ENSMUSP00000025778	EAA35833
OG0002107	ENSMUSP00000145504, ENSMUSP00000032141, ENSMUSP00000109236	EAA27334
OG0002108	ENSMUSP00000149582, ENSMUSP00000012587	EAA35517
OG0002111	ENSMUSP00000097303, ENSMUSP00000106970, ENSMUSP00000106969, ENSMUSP00000046263	EAA27710
OG0002112	ENSMUSP00000026601, ENSMUSP00000122770, ENSMUSP00000108170, ENSMUSP00000026318, ENSMUSP00000090647, ENSMUSP00000104296	EAA33733
OG0002113	ENSMUSP00000125127, ENSMUSP00000125457, ENSMUSP00000132870, ENSMUSP00000125849, ENSMUSP00000039422	EAA31496
OG0002114	ENSMUSP00000036621, ENSMUSP00000021573, ENSMUSP00000139705	EAA32733
OG0002117	ENSMUSP00000021380, ENSMUSP00000151903, ENSMUSP00000151772, ENSMUSP00000151224, ENSMUSP00000002112, ENSMUSP00000104095, ENSMUSP00000120406	EAA33692
OG0002118	ENSMUSP00000028636, ENSMUSP00000092186	EAA32530
OG0002121	ENSMUSP00000148073, ENSMUSP00000130324, ENSMUSP00000148042, ENSMUSP00000147856, ENSMUSP00000147337	EAA27689
OG0002121	ENSMUSP00000147466	EAA26658
OG0002122	ENSMUSP00000050220, ENSMUSP00000099475	EAA36405
OG0002123	ENSMUSP00000047123	EAA36406
OG0002124	ENSMUSP00000029610	EAA29536
OG0002125	ENSMUSP00000142474, ENSMUSP00000045998	EAA31190
OG0002127	ENSMUSP00000133823, ENSMUSP00000072155, ENSMUSP00000103863, ENSMUSP00000118200, ENSMUSP00000117439, ENSMUSP00000114000, ENSMUSP00000041299	EAA32310, EAA30801
OG0002128	ENSMUSP00000009679, ENSMUSP00000025427, ENSMUSP00000122741, ENSMUSP00000117459, ENSMUSP00000123500	EAA28374
OG0002130	ENSMUSP00000106509, ENSMUSP00000073686, ENSMUSP00000151833	EAA28803
OG0002131	ENSMUSP00000124672, ENSMUSP00000125364, ENSMUSP00000123971, ENSMUSP00000123843, ENSMUSP00000124405, ENSMUSP00000124506, ENSMUSP00000125540, ENSMUSP00000124812, ENSMUSP00000152141, ENSMUSP00000152093	ESA43509
OG0002132	ENSMUSP00000080767, ENSMUSP00000057854	EDO64923
OG0002133	ENSMUSP00000134105, ENSMUSP00000133340, ENSMUSP00000116995, ENSMUSP00000032461	EAA28270
OG0002134	ENSMUSP00000132348, ENSMUSP00000105271, ENSMUSP00000105270, ENSMUSP00000105269, ENSMUSP00000137362	EAA32047
OG0002135	ENSMUSP00000145614, ENSMUSP00000078886, ENSMUSP00000145960, ENSMUSP00000145954, ENSMUSP00000146248	EAA31494
OG0002136	ENSMUSP00000105783, ENSMUSP00000154677	EAA27581
OG0002137	ENSMUSP00000115144, ENSMUSP00000062122, ENSMUSP00000128329, ENSMUSP00000019382, ENSMUSP00000148368, ENSMUSP00000131389, ENSMUSP00000148299, ENSMUSP00000148721	EAA27061
OG0002138	ENSMUSP00000103305, ENSMUSP00000103306, ENSMUSP00000103302, ENSMUSP00000029727	EAA27887
OG0002138	ENSMUSP00000108700	EAA33589
OG0002139	ENSMUSP00000114139, ENSMUSP00000114719, ENSMUSP00000093905, ENSMUSP00000112937, ENSMUSP00000093906, ENSMUSP00000112636, ENSMUSP00000111055, ENSMUSP00000156131, ENSMUSP00000119311	EAA36449
OG0002140	ENSMUSP00000072863, ENSMUSP00000141835	ESA44110
OG0002142	ENSMUSP00000027853, ENSMUSP00000142329	EAA35325
OG0002143	ENSMUSP00000088249, ENSMUSP00000113296, ENSMUSP00000136944, ENSMUSP00000153064	EAA28325
OG0002144	ENSMUSP00000001565, ENSMUSP00000124335	EAA31249
OG0002145	ENSMUSP00000112884, ENSMUSP00000033020, ENSMUSP00000116127, ENSMUSP00000120334	EAA36120
OG0002146	ENSMUSP00000041247	EAA31738
OG0002147	ENSMUSP00000123144, ENSMUSP00000071206, ENSMUSP00000120671, ENSMUSP00000034609	EAA35900
OG0002149	ENSMUSP00000104616, ENSMUSP00000123590, ENSMUSP00000104610	EAA31344
OG0002151	ENSMUSP00000028728, ENSMUSP00000108961, ENSMUSP00000108963, ENSMUSP00000152895	EAA36098
OG0002152	ENSMUSP00000067361	EAA35501
OG0002153	ENSMUSP00000101003, ENSMUSP00000020361	EAA28356
OG0002154	ENSMUSP00000139738, ENSMUSP00000108734, ENSMUSP00000112695, ENSMUSP00000082354, ENSMUSP00000150907	EAA33151
OG0002155	ENSMUSP00000147329, ENSMUSP00000026547	EAA32831
OG0002156	ENSMUSP00000125474, ENSMUSP00000125451, ENSMUSP00000034233, ENSMUSP00000123794	EAA31725
OG0002157	ENSMUSP00000001335, ENSMUSP00000131245, ENSMUSP00000132441, ENSMUSP00000128263, ENSMUSP00000126970, ENSMUSP00000128526, ENSMUSP00000129178	EAA36114
OG0002158	ENSMUSP00000117980, ENSMUSP00000114190, ENSMUSP00000118612, ENSMUSP00000115549	EAA31728
OG0002158	ENSMUSP00000115934	EAA32568
OG0002159	ENSMUSP00000142376, ENSMUSP00000036971, ENSMUSP00000107858, ENSMUSP00000114611, ENSMUSP00000142758, ENSMUSP00000143347	EAA32124
OG0002161	ENSMUSP00000149184, ENSMUSP00000116321, ENSMUSP00000111295, ENSMUSP00000119999, ENSMUSP00000034405	EAA34355
OG0002162	ENSMUSP00000029147	EAA29943
OG0002165	ENSMUSP00000078436, ENSMUSP00000148060	ESA44115, EAA31867
OG0002173	ENSMUSP00000152901, ENSMUSP00000152985, ENSMUSP00000153424, ENSMUSP00000153192, ENSMUSP00000060421, ENSMUSP00000150265, ENSMUSP00000019615	EAA27555
OG0002181	ENSMUSP00000119680, ENSMUSP00000052592, ENSMUSP00000113409, ENSMUSP00000026050	EAA35474
OG0002183	ENSMUSP00000104234, ENSMUSP00000137199	ESA42704
OG0002184	ENSMUSP00000156810, ENSMUSP00000140587, ENSMUSP00000140217, ENSMUSP00000136268	EAA28279
OG0002190	ENSMUSP00000019939, ENSMUSP00000101138, ENSMUSP00000101139, ENSMUSP00000119102, ENSMUSP00000077038, ENSMUSP00000113117	EAA36309
OG0002191	ENSMUSP00000125327, ENSMUSP00000124720, ENSMUSP00000015011	EAA35260
OG0002203	ENSMUSP00000154500, ENSMUSP00000057375, ENSMUSP00000134885, ENSMUSP00000134998, ENSMUSP00000058654, ENSMUSP00000135406, ENSMUSP00000134804, ENSMUSP00000135056, ENSMUSP00000096460, ENSMUSP00000134799	EAA30317
OG0002204	ENSMUSP00000107949, ENSMUSP00000046956, ENSMUSP00000100021, ENSMUSP00000117816, ENSMUSP00000107950, ENSMUSP00000117276, ENSMUSP00000087836	EAA32010, EAA34844
OG0002205	ENSMUSP00000016125, ENSMUSP00000150403, ENSMUSP00000126638, ENSMUSP00000149228, ENSMUSP00000092432, ENSMUSP00000038471	EAA31091
OG0002212	ENSMUSP00000121810, ENSMUSP00000141682, ENSMUSP00000141683, ENSMUSP00000139196, ENSMUSP00000138930, ENSMUSP00000000335, ENSMUSP00000130077, ENSMUSP00000111272	EAA33199
OG0002224	ENSMUSP00000126731, ENSMUSP00000127884, ENSMUSP00000132560, ENSMUSP00000126372, ENSMUSP00000132162, ENSMUSP00000125791, ENSMUSP00000130998, ENSMUSP00000022462, ENSMUSP00000153925, ENSMUSP00000129545	ESA42560
OG0002250	ENSMUSP00000099835, ENSMUSP00000015981, ENSMUSP00000120442, ENSMUSP00000118662	ESA42685
OG0002279	ENSMUSP00000009138, ENSMUSP00000156711, ENSMUSP00000113657, ENSMUSP00000001675, ENSMUSP00000107271	EAA34498, EAA32914
OG0002282	ENSMUSP00000106561, ENSMUSP00000048016, ENSMUSP00000122534, ENSMUSP00000106562	EAA29314
OG0002283	ENSMUSP00000065228, ENSMUSP00000138108	EAA27379
OG0002284	ENSMUSP00000043088, ENSMUSP00000046358	EAA36296
OG0002285	ENSMUSP00000113431, ENSMUSP00000155495, ENSMUSP00000155279	EDO65101
OG0002287	ENSMUSP00000122403, ENSMUSP00000116039	ESA44398
OG0002288	ENSMUSP00000152811, ENSMUSP00000037583	EAA32192
OG0002289	ENSMUSP00000043023, ENSMUSP00000156009, ENSMUSP00000144116, ENSMUSP00000144348, ENSMUSP00000086776, ENSMUSP00000086779	ESA42561
OG0002292	ENSMUSP00000045441, ENSMUSP00000152150, ENSMUSP00000152348, ENSMUSP00000077937, ENSMUSP00000106567	EAA33770
OG0002299	ENSMUSP00000129628, ENSMUSP00000131212, ENSMUSP00000127927, ENSMUSP00000097968, ENSMUSP00000155606, ENSMUSP00000068559	EAA33267
OG0002300	ENSMUSP00000099359, ENSMUSP00000041985, ENSMUSP00000146465	EAA34995
OG0002301	ENSMUSP00000113671, ENSMUSP00000144667, ENSMUSP00000031399, ENSMUSP00000116292	EAA35633
OG0002305	ENSMUSP00000148352, ENSMUSP00000044371, ENSMUSP00000028619	EAA27795
OG0002306	ENSMUSP00000031144, ENSMUSP00000114647	EAA35619
OG0002309	ENSMUSP00000023363	EAA35446
OG0002310	ENSMUSP00000099989, ENSMUSP00000106982, ENSMUSP00000106983, ENSMUSP00000027981	EAA34867
OG0002312	ENSMUSP00000152854, ENSMUSP00000152885, ENSMUSP00000054797, ENSMUSP00000152396	EAA34786
OG0002313	ENSMUSP00000154172, ENSMUSP00000106014, ENSMUSP00000009039	EAA31549
OG0002316	ENSMUSP00000034866	EAA33438
OG0002317	ENSMUSP00000105359, ENSMUSP00000091037, ENSMUSP00000036907, ENSMUSP00000134059	ESA43531
OG0002318	ENSMUSP00000109539, ENSMUSP00000155972, ENSMUSP00000109538, ENSMUSP00000109550, ENSMUSP00000114477, ENSMUSP00000109543, ENSMUSP00000109547	ESA43912
OG0002319	ENSMUSP00000103460, ENSMUSP00000003513, ENSMUSP00000148148, ENSMUSP00000148045, ENSMUSP00000147792, ENSMUSP00000147796	EAA29035
OG0002320	ENSMUSP00000027833, ENSMUSP00000118179, ENSMUSP00000123214	EAA28645
OG0002321	ENSMUSP00000135710, ENSMUSP00000105786, ENSMUSP00000031273, ENSMUSP00000086886, ENSMUSP00000121769, ENSMUSP00000099470	EAA29473
OG0002322	ENSMUSP00000029738, ENSMUSP00000116016	EAA27756
OG0002323	ENSMUSP00000139668, ENSMUSP00000140106, ENSMUSP00000018333	EAA32244
OG0002324	ENSMUSP00000034945, ENSMUSP00000090921, ENSMUSP00000132725	ESA43916
OG0002325	ENSMUSP00000150433, ENSMUSP00000136669, ENSMUSP00000136982, ENSMUSP00000004202	ESA43828, EAA30655
OG0002326	ENSMUSP00000102777, ENSMUSP00000044937, ENSMUSP00000146169	EAA28839
OG0002328	ENSMUSP00000099565, ENSMUSP00000099566, ENSMUSP00000038011, ENSMUSP00000030518, ENSMUSP00000114973, ENSMUSP00000119252, ENSMUSP00000122077	EAA34514
OG0002330	ENSMUSP00000045214, ENSMUSP00000151189, ENSMUSP00000150161, ENSMUSP00000149772, ENSMUSP00000151030	EAA32665
OG0002332	ENSMUSP00000092892, ENSMUSP00000123082, ENSMUSP00000126761, ENSMUSP00000114193, ENSMUSP00000007754	EAA32069
OG0002333	ENSMUSP00000117732, ENSMUSP00000028098, ENSMUSP00000119274, ENSMUSP00000088497, ENSMUSP00000121114	EAA33294
OG0002334	ENSMUSP00000116062, ENSMUSP00000119543, ENSMUSP00000116450, ENSMUSP00000117643, ENSMUSP00000109275, ENSMUSP00000109273, ENSMUSP00000121995, ENSMUSP00000121371, ENSMUSP00000088663	EAA31616
OG0002335	ENSMUSP00000148470, ENSMUSP00000075290	EAA30586
OG0002336	ENSMUSP00000155409, ENSMUSP00000043566, ENSMUSP00000155332	EDO65394
OG0002337	ENSMUSP00000150333, ENSMUSP00000148911	EAA34009
OG0002338	ENSMUSP00000081003	AGG16002
OG0002339	ENSMUSP00000023353	EAA36434
OG0002340	ENSMUSP00000138986, ENSMUSP00000143533, ENSMUSP00000029831, ENSMUSP00000101673, ENSMUSP00000101672	ESA42587
OG0002341	ENSMUSP00000048244, ENSMUSP00000148220	ESA43705
OG0002343	ENSMUSP00000114506, ENSMUSP00000118337, ENSMUSP00000118035, ENSMUSP00000122486, ENSMUSP00000121320, ENSMUSP00000122153, ENSMUSP00000084791, ENSMUSP00000109741, ENSMUSP00000121204, ENSMUSP00000144609	ESA44083
OG0002347	ENSMUSP00000139094, ENSMUSP00000138914, ENSMUSP00000114045, ENSMUSP00000008052, ENSMUSP00000030432	EAA34006
OG0002348	ENSMUSP00000075250, ENSMUSP00000103045, ENSMUSP00000147685, ENSMUSP00000076162, ENSMUSP00000029679	EAA35370
OG0002349	ENSMUSP00000025484	EAA33268
OG0002350	ENSMUSP00000024797	EAA26553
OG0002351	ENSMUSP00000079340	EAA35243
OG0002352	ENSMUSP00000152822, ENSMUSP00000152708, ENSMUSP00000152779, ENSMUSP00000076090	EAA28047
OG0002353	ENSMUSP00000099843, ENSMUSP00000079672	EDO65318
OG0002354	ENSMUSP00000120828, ENSMUSP00000140346, ENSMUSP00000035177, ENSMUSP00000117547, ENSMUSP00000120313, ENSMUSP00000150592	EAA34285
OG0002355	ENSMUSP00000106898, ENSMUSP00000106899, ENSMUSP00000121525, ENSMUSP00000106900, ENSMUSP00000073697, ENSMUSP00000120071	EAA27436
OG0002356	ENSMUSP00000041145, ENSMUSP00000139424	EAA31161
OG0002357	ENSMUSP00000107730, ENSMUSP00000070781, ENSMUSP00000069798, ENSMUSP00000102381, ENSMUSP00000015877, ENSMUSP00000142606, ENSMUSP00000145159, ENSMUSP00000123398	EAA28314
OG0002358	ENSMUSP00000121225, ENSMUSP00000106519	EAA28119
OG0002360	ENSMUSP00000143567, ENSMUSP00000087396, ENSMUSP00000129481, ENSMUSP00000143458, ENSMUSP00000142999, ENSMUSP00000143551, ENSMUSP00000143452, ENSMUSP00000142682, ENSMUSP00000143701, ENSMUSP00000142402	EAA35820
OG0002361	ENSMUSP00000117235, ENSMUSP00000029269, ENSMUSP00000122189, ENSMUSP00000121047	EAA28569
OG0002362	ENSMUSP00000067912, ENSMUSP00000102880, ENSMUSP00000102878	EAA34851
OG0002363	ENSMUSP00000013807	EAA33373
OG0002364	ENSMUSP00000026390, ENSMUSP00000112537, ENSMUSP00000119245, ENSMUSP00000114103	ESA43165, ESA43016
OG0002365	ENSMUSP00000124361, ENSMUSP00000125103, ENSMUSP00000002756, ENSMUSP00000125156	EAA31962
OG0002366	ENSMUSP00000132368, ENSMUSP00000126844, ENSMUSP00000034848	EAA29550
OG0002367	ENSMUSP00000068896	ESA42912
OG0002368	ENSMUSP00000105907, ENSMUSP00000105905, ENSMUSP00000021661, ENSMUSP00000115676, ENSMUSP00000117609	EAA36431
OG0002369	ENSMUSP00000123474, ENSMUSP00000080854	EAA31342
OG0002370	ENSMUSP00000144985, ENSMUSP00000144867, ENSMUSP00000068410, ENSMUSP00000109815, ENSMUSP00000145223, ENSMUSP00000109816	EAA27233
OG0002371	ENSMUSP00000120528	EAA30003
OG0002372	ENSMUSP00000112579, ENSMUSP00000113525, ENSMUSP00000121020, ENSMUSP00000123593, ENSMUSP00000113345	EAA26683
OG0002373	ENSMUSP00000032196, ENSMUSP00000121545, ENSMUSP00000145035, ENSMUSP00000027684	EAA35590
OG0002374	ENSMUSP00000146497, ENSMUSP00000022196, ENSMUSP00000080739	EAA33040
OG0002375	ENSMUSP00000113672	EAA34571, EAA33421
OG0002376	ENSMUSP00000087641, ENSMUSP00000020309, ENSMUSP00000116577, ENSMUSP00000116244, ENSMUSP00000118088, ENSMUSP00000122056	EAA27208
OG0002377	ENSMUSP00000099586, ENSMUSP00000106501, ENSMUSP00000005233, ENSMUSP00000106498, ENSMUSP00000106496, ENSMUSP00000106494, ENSMUSP00000106493	EAA32317
OG0002378	ENSMUSP00000050940	EAA35119
OG0002378	ENSMUSP00000147696	EAA33460
OG0002383	ENSMUSP00000139285, ENSMUSP00000139064, ENSMUSP00000129021, ENSMUSP00000128965, ENSMUSP00000139011, ENSMUSP00000139355, ENSMUSP00000138856	EAA36042
OG0002385	ENSMUSP00000071732, ENSMUSP00000112573, ENSMUSP00000051438, ENSMUSP00000122705, ENSMUSP00000124923	EAA32235
OG0002386	ENSMUSP00000080523, ENSMUSP00000145350	EAA27547
OG0002387	ENSMUSP00000112251, ENSMUSP00000121840, ENSMUSP00000116962, ENSMUSP00000113109, ENSMUSP00000113697, ENSMUSP00000113501	EAA35214
OG0002388	ENSMUSP00000057378	EAA32779
OG0002389	ENSMUSP00000111264, ENSMUSP00000156162, ENSMUSP00000087544, ENSMUSP00000123200, ENSMUSP00000111263, ENSMUSP00000130371, ENSMUSP00000000904, ENSMUSP00000120897, ENSMUSP00000114875	EDO65236
OG0002390	ENSMUSP00000122372, ENSMUSP00000117684, ENSMUSP00000055342, ENSMUSP00000114643	EAA32997
OG0002391	ENSMUSP00000151762, ENSMUSP00000151766, ENSMUSP00000152044, ENSMUSP00000151753, ENSMUSP00000151334, ENSMUSP00000089808, ENSMUSP00000151793	EDO65137
OG0002392	ENSMUSP00000119901, ENSMUSP00000118386, ENSMUSP00000116307, ENSMUSP00000119443, ENSMUSP00000045654, ENSMUSP00000122214	EAA27001, EAA36402
OG0002393	ENSMUSP00000122099, ENSMUSP00000125885, ENSMUSP00000068069, ENSMUSP00000131575, ENSMUSP00000130135, ENSMUSP00000121009, ENSMUSP00000101560, ENSMUSP00000101559, ENSMUSP00000092242	ESA42834
OG0002395	ENSMUSP00000121019, ENSMUSP00000149550, ENSMUSP00000147320, ENSMUSP00000149218, ENSMUSP00000147637, ENSMUSP00000151096, ENSMUSP00000150337, ENSMUSP00000034311	EAA33089
OG0002396	ENSMUSP00000144811, ENSMUSP00000126565, ENSMUSP00000135337, ENSMUSP00000145140	ESA42458
OG0002397	ENSMUSP00000118040, ENSMUSP00000021715	EAA27958
OG0002398	ENSMUSP00000140648, ENSMUSP00000022135	EDO65439
OG0002399	ENSMUSP00000031640, ENSMUSP00000125668, ENSMUSP00000093414, ENSMUSP00000040936, ENSMUSP00000124323, ENSMUSP00000149435, ENSMUSP00000125516	ESA42736
OG0002400	ENSMUSP00000117157, ENSMUSP00000039776	EAA32322
OG0002401	ENSMUSP00000005647, ENSMUSP00000150956	EAA28453
OG0002403	ENSMUSP00000111504, ENSMUSP00000121881, ENSMUSP00000116686, ENSMUSP00000111505, ENSMUSP00000063548	ESA43413
OG0002404	ENSMUSP00000144935, ENSMUSP00000084959, ENSMUSP00000144841, ENSMUSP00000145264, ENSMUSP00000145106, ENSMUSP00000144819	EAA33224
OG0002406	ENSMUSP00000061092	EAA28366
OG0002407	ENSMUSP00000034992	EAA29489
OG0002410	ENSMUSP00000134949, ENSMUSP00000106006, ENSMUSP00000130182, ENSMUSP00000148177, ENSMUSP00000127640, ENSMUSP00000035785, ENSMUSP00000106007	EAA28340
OG0002411	ENSMUSP00000106699, ENSMUSP00000004681, ENSMUSP00000146680, ENSMUSP00000146555, ENSMUSP00000117907, ENSMUSP00000044078	EAA32668
OG0002419	ENSMUSP00000053181, ENSMUSP00000042410, ENSMUSP00000149097	EAA33059, EAA34958
OG0002423	ENSMUSP00000117705, ENSMUSP00000142916, ENSMUSP00000083211, ENSMUSP00000141131, ENSMUSP00000122885, ENSMUSP00000049338	EAA35987
OG0002427	ENSMUSP00000151491, ENSMUSP00000123603, ENSMUSP00000112498, ENSMUSP00000043279, ENSMUSP00000151754	EAA30072
OG0002436	ENSMUSP00000040741	EAA33193
OG0002439	ENSMUSP00000147595, ENSMUSP00000046788, ENSMUSP00000030306, ENSMUSP00000102698	EAA27016
OG0002440	ENSMUSP00000155851, ENSMUSP00000130046, ENSMUSP00000126849, ENSMUSP00000057771, ENSMUSP00000155198	EAA36071
OG0002441	ENSMUSP00000126345, ENSMUSP00000111028, ENSMUSP00000085867	EAA28780
OG0002442	ENSMUSP00000132771, ENSMUSP00000029915	EAA32680
