Orthogroup	human	mouse
OG0004162	ENSP00000383715, ENSP00000493637, ENSP00000495402, ENSP00000343952, ENSP00000339393	ENSMUSP00000156324, ENSMUSP00000135945, ENSMUSP00000128529, ENSMUSP00000131153, ENSMUSP00000156247, ENSMUSP00000095029, ENSMUSP00000128559, ENSMUSP00000137249
OG0004163	ENSP00000473763	ENSMUSP00000122322
OG0004163	ENSP00000416067	ENSMUSP00000117501
OG0004163	ENSP00000412781, ENSP00000474480, ENSP00000340279, ENSP00000432261	ENSMUSP00000101759, ENSMUSP00000101757, ENSMUSP00000101755, ENSMUSP00000045663
OG0004164	ENSP00000427768, ENSP00000488344, ENSP00000427909, ENSP00000488343, ENSP00000477988, ENSP00000340297, ENSP00000488463, ENSP00000431012, ENSP00000381571, ENSP00000481974	ENSMUSP00000081225, ENSMUSP00000106424, ENSMUSP00000125526
OG0004165	ENSP00000419311	ENSMUSP00000000094
OG0004165	ENSP00000477723	ENSMUSP00000105194
OG0004165	ENSP00000345700	ENSMUSP00000096749
OG0004165	ENSP00000341633, ENSP00000363014	ENSMUSP00000105196, ENSMUSP00000126980
OG0004166	ENSP00000375708, ENSP00000341698, ENSP00000375709, ENSP00000375710, ENSP00000375707, ENSP00000375711	ENSMUSP00000103514, ENSMUSP00000049764, ENSMUSP00000103512, ENSMUSP00000120690, ENSMUSP00000103517, ENSMUSP00000116149, ENSMUSP00000146332
OG0004168	ENSP00000431068, ENSP00000424261, ENSP00000377536, ENSP00000430642, ENSP00000344936	ENSMUSP00000119554, ENSMUSP00000112815, ENSMUSP00000098894, ENSMUSP00000112834, ENSMUSP00000020687, ENSMUSP00000020685, ENSMUSP00000122019, ENSMUSP00000112841
OG0004169	ENSP00000394370, ENSP00000386976, ENSP00000405225, ENSP00000386649, ENSP00000345107, ENSP00000380172	ENSMUSP00000140273, ENSMUSP00000139750, ENSMUSP00000140530, ENSMUSP00000140160, ENSMUSP00000110136, ENSMUSP00000110137, ENSMUSP00000055413
OG0004170	ENSP00000430089, ENSP00000381949, ENSP00000428057, ENSP00000381941, ENSP00000428342, ENSP00000496051, ENSP00000350463, ENSP00000346553, ENSP00000430061, ENSP00000430173	ENSMUSP00000101092, ENSMUSP00000101094, ENSMUSP00000101093
OG0004171	ENSP00000391158, ENSP00000388316, ENSP00000346927, ENSP00000410610, ENSP00000391893, ENSP00000400559	ENSMUSP00000122807, ENSMUSP00000122321, ENSMUSP00000116378, ENSMUSP00000114490, ENSMUSP00000138933, ENSMUSP00000139004, ENSMUSP00000091300
OG0004172	ENSP00000359520	ENSMUSP00000079864
OG0004172	ENSP00000430579, ENSP00000348536, ENSP00000351520, ENSP00000429455, ENSP00000408573	ENSMUSP00000138944, ENSMUSP00000065046, ENSMUSP00000139202
OG0004173	ENSP00000350979, ENSP00000422268	ENSMUSP00000103414, ENSMUSP00000103420, ENSMUSP00000103422, ENSMUSP00000103417, ENSMUSP00000099455, ENSMUSP00000103418, ENSMUSP00000098127, ENSMUSP00000103419, ENSMUSP00000103415, ENSMUSP00000021234, ENSMUSP00000103421
OG0004174	ENSP00000487191, ENSP00000352575, ENSP00000486669	ENSMUSP00000132384, ENSMUSP00000131244, ENSMUSP00000072763, ENSMUSP00000044647, ENSMUSP00000127941
OG0004174	ENSP00000405338, ENSP00000414835, ENSP00000487335	ENSMUSP00000130336, ENSMUSP00000128700
OG0004175	ENSP00000352830, ENSP00000476228, ENSP00000380509	ENSMUSP00000152763
OG0004175	ENSP00000368564	ENSMUSP00000152796, ENSMUSP00000071048
OG0004177	ENSP00000419673, ENSP00000376826, ENSP00000395710, ENSP00000354826, ENSP00000398826, ENSP00000354513, ENSP00000407522, ENSP00000411476, ENSP00000393621	ENSMUSP00000078362, ENSMUSP00000031775, ENSMUSP00000110673, ENSMUSP00000138368
OG0004178	ENSP00000461758, ENSP00000461654, ENSP00000457923, ENSP00000460330, ENSP00000462613, ENSP00000462554, ENSP00000457589, ENSP00000455758, ENSP00000354579, ENSP00000400482, ENSP00000455851	ENSMUSP00000148682, ENSMUSP00000034343
OG0004179	ENSP00000445329	ENSMUSP00000107984, ENSMUSP00000125558, ENSMUSP00000124961, ENSMUSP00000125138, ENSMUSP00000116282, ENSMUSP00000116706, ENSMUSP00000107989
OG0004179	ENSP00000356115, ENSP00000440183, ENSP00000483626, ENSP00000480554	ENSMUSP00000124786
OG0004180	ENSP00000406809, ENSP00000357807	ENSMUSP00000142808, ENSMUSP00000029794
OG0004180	ENSP00000431288, ENSP00000433304, ENSP00000357804	ENSMUSP00000062841
OG0004181	ENSP00000359935, ENSP00000432819, ENSP00000433499, ENSP00000497631, ENSP00000359936, ENSP00000359932, ENSP00000359930, ENSP00000359931, ENSP00000433587, ENSP00000431733, ENSP00000433044, ENSP00000434934	ENSMUSP00000068939
OG0004183	ENSP00000391998, ENSP00000361429, ENSP00000361434, ENSP00000436727, ENSP00000435140, ENSP00000434071, ENSP00000434784, ENSP00000435804, ENSP00000434856, ENSP00000436149, ENSP00000387435	ENSMUSP00000095526, ENSMUSP00000064521
OG0004184	ENSP00000421919, ENSP00000422727, ENSP00000420896, ENSP00000478116	ENSMUSP00000109006, ENSMUSP00000109005, ENSMUSP00000109007
OG0004184	ENSP00000362223, ENSP00000426837, ENSP00000421509, ENSP00000362217	ENSMUSP00000064393, ENSMUSP00000109009
OG0004185	ENSP00000417616, ENSP00000409025, ENSP00000491656, ENSP00000407180, ENSP00000480056, ENSP00000364407, ENSP00000376382, ENSP00000492427, ENSP00000376377, ENSP00000404646, ENSP00000411589, ENSP00000411942	ENSMUSP00000088359
OG0004186	ENSP00000497238, ENSP00000498039, ENSP00000364412, ENSP00000498121, ENSP00000498077, ENSP00000497562, ENSP00000497464, ENSP00000364411	ENSMUSP00000044217, ENSMUSP00000152848, ENSMUSP00000152478, ENSMUSP00000132011, ENSMUSP00000152274
OG0004187	ENSP00000486668, ENSP00000425477, ENSP00000484606, ENSP00000422492, ENSP00000482173, ENSP00000487339, ENSP00000461938, ENSP00000367668	ENSMUSP00000079399, ENSMUSP00000101259, ENSMUSP00000101260, ENSMUSP00000078252, ENSMUSP00000131753
OG0004188	ENSP00000410320, ENSP00000479717, ENSP00000484102, ENSP00000482316, ENSP00000478623, ENSP00000481119, ENSP00000480531, ENSP00000479750, ENSP00000375634, ENSP00000477618, ENSP00000480282, ENSP00000388250	ENSMUSP00000146067
OG0004189	ENSP00000480353, ENSP00000482185, ENSP00000480169, ENSP00000481443, ENSP00000483971, ENSP00000482785, ENSP00000483417, ENSP00000477775, ENSP00000484685, ENSP00000375639	ENSMUSP00000104281, ENSMUSP00000145936, ENSMUSP00000123636
OG0004190	ENSP00000386346, ENSP00000377409, ENSP00000428719, ENSP00000415347, ENSP00000476194	ENSMUSP00000138485, ENSMUSP00000138204, ENSMUSP00000155402, ENSMUSP00000149398, ENSMUSP00000138695, ENSMUSP00000141551, ENSMUSP00000155676, ENSMUSP00000066805
OG0004192	ENSP00000444784, ENSP00000439578, ENSP00000443540, ENSP00000414158, ENSP00000439279, ENSP00000446260, ENSP00000441483, ENSP00000379575, ENSP00000445604, ENSP00000443855, ENSP00000442958, ENSP00000444620	ENSMUSP00000139446
OG0004193	ENSP00000391590, ENSP00000411575, ENSP00000380253, ENSP00000467401, ENSP00000380252, ENSP00000391291, ENSP00000416308, ENSP00000400073, ENSP00000464920, ENSP00000412191, ENSP00000468089, ENSP00000410015	ENSMUSP00000099733
OG0004194	ENSP00000477006, ENSP00000451318, ENSP00000395210, ENSP00000381092, ENSP00000482059, ENSP00000381093, ENSP00000451563, ENSP00000451839, ENSP00000401398, ENSP00000452412, ENSP00000415954, ENSP00000451466	ENSMUSP00000075472
OG0004195	ENSP00000474930, ENSP00000474426, ENSP00000474212, ENSP00000381471, ENSP00000475068, ENSP00000475135, ENSP00000474892	ENSMUSP00000126870, ENSMUSP00000066137, ENSMUSP00000155534, ENSMUSP00000155782, ENSMUSP00000155300, ENSMUSP00000155450
OG0004196	ENSP00000483621, ENSP00000462947, ENSP00000486801, ENSP00000382404, ENSP00000432870, ENSP00000431142	ENSMUSP00000157080, ENSMUSP00000113760, ENSMUSP00000111523, ENSMUSP00000079277, ENSMUSP00000118330, ENSMUSP00000140894, ENSMUSP00000140870
OG0004197	ENSP00000451322, ENSP00000451973, ENSP00000450997, ENSP00000450496, ENSP00000450701, ENSP00000385036, ENSP00000451506, ENSP00000452028	ENSMUSP00000135069, ENSMUSP00000098632, ENSMUSP00000134903, ENSMUSP00000036066, ENSMUSP00000134811
OG0004200	ENSP00000404492, ENSP00000406225, ENSP00000491236, ENSP00000389938, ENSP00000401064, ENSP00000387169, ENSP00000387125, ENSP00000406490, ENSP00000485312, ENSP00000396232, ENSP00000398378	ENSMUSP00000119632, ENSMUSP00000027267
OG0004203	ENSP00000480677, ENSP00000423896, ENSP00000483510, ENSP00000484625, ENSP00000481854, ENSP00000400241, ENSP00000392302, ENSP00000484217, ENSP00000425820, ENSP00000481830	ENSMUSP00000051375, ENSMUSP00000134648, ENSMUSP00000101076
OG0004204	ENSP00000406340, ENSP00000396243, ENSP00000404171, ENSP00000478650, ENSP00000392624, ENSP00000415843, ENSP00000401367, ENSP00000407870, ENSP00000480117, ENSP00000397396, ENSP00000403545	ENSMUSP00000120127, ENSMUSP00000121662
OG0004205	ENSP00000393330	ENSMUSP00000126571, ENSMUSP00000157199
OG0004205	ENSP00000422042, ENSP00000498018, ENSP00000425911, ENSP00000402584	ENSMUSP00000137608, ENSMUSP00000152613, ENSMUSP00000152548, ENSMUSP00000152049, ENSMUSP00000126529, ENSMUSP00000073246
OG0004207	ENSP00000400377, ENSP00000398953, ENSP00000494588, ENSP00000493976, ENSP00000495264, ENSP00000496257, ENSP00000480647, ENSP00000496043, ENSP00000494767, ENSP00000494905, ENSP00000493997, ENSP00000496076	ENSMUSP00000140361
OG0004209	ENSP00000451249, ENSP00000407238, ENSP00000404151	ENSMUSP00000152143, ENSMUSP00000155793, ENSMUSP00000155054, ENSMUSP00000152451, ENSMUSP00000155590, ENSMUSP00000089930, ENSMUSP00000154909, ENSMUSP00000155266, ENSMUSP00000137331, ENSMUSP00000098580
OG0004211	ENSP00000445568, ENSP00000406457, ENSP00000443578, ENSP00000442466, ENSP00000407646, ENSP00000473610, ENSP00000440171, ENSP00000441425, ENSP00000406799, ENSP00000439298, ENSP00000445219	ENSMUSP00000153635, ENSMUSP00000152906
OG0004212	ENSP00000406861, ENSP00000490759, ENSP00000480618, ENSP00000481532, ENSP00000489650, ENSP00000433246, ENSP00000489668, ENSP00000433790, ENSP00000486295, ENSP00000487059	ENSMUSP00000140388, ENSMUSP00000140483, ENSMUSP00000049941
OG0004213	ENSP00000419566, ENSP00000418900, ENSP00000418476	ENSMUSP00000122982, ENSMUSP00000088085
OG0004213	ENSP00000410759	ENSMUSP00000118777
OG0004214	ENSP00000428407, ENSP00000429833, ENSP00000429889, ENSP00000435184, ENSP00000477949, ENSP00000430547, ENSP00000416037, ENSP00000429209, ENSP00000478147, ENSP00000428814, ENSP00000428246	ENSMUSP00000034599, ENSMUSP00000131890
OG0004215	ENSP00000417506	ENSMUSP00000134278, ENSMUSP00000103906, ENSMUSP00000133310, ENSMUSP00000134303
OG0004215	ENSP00000418828, ENSP00000417299, ENSP00000417922, ENSP00000420072, ENSP00000419757, ENSP00000418046, ENSP00000418689	ENSMUSP00000134152
OG0004216	ENSP00000425842, ENSP00000427624, ENSP00000425259, ENSP00000420950, ENSP00000424271, ENSP00000426925, ENSP00000426413, ENSP00000427707, ENSP00000424918, ENSP00000423219, ENSP00000422843, ENSP00000425055	ENSMUSP00000152914
OG0004217	ENSP00000453616, ENSP00000423965, ENSP00000424507, ENSP00000425929, ENSP00000422515, ENSP00000421424, ENSP00000424879, ENSP00000422112, ENSP00000422114, ENSP00000426770, ENSP00000424502, ENSP00000425115	ENSMUSP00000115316
OG0004218	ENSP00000438615, ENSP00000438636, ENSP00000497938, ENSP00000497341, ENSP00000444271, ENSP00000441601, ENSP00000439223, ENSP00000444009, ENSP00000442946, ENSP00000446356, ENSP00000445285	ENSMUSP00000139376, ENSMUSP00000063707
OG0004219	ENSP00000466992, ENSP00000467386, ENSP00000468218, ENSP00000488784, ENSP00000465158, ENSP00000488793, ENSP00000488805, ENSP00000487938, ENSP00000488288, ENSP00000488597, ENSP00000482146	ENSMUSP00000152986, ENSMUSP00000152932
OG0004220	ENSP00000475812	ENSMUSP00000021891, ENSMUSP00000097050, ENSMUSP00000153101, ENSMUSP00000058359, ENSMUSP00000153399, ENSMUSP00000153683, ENSMUSP00000021889, ENSMUSP00000152819, ENSMUSP00000152924, ENSMUSP00000152912, ENSMUSP00000153564, ENSMUSP00000153694
OG0004221	ENSP00000478381, ENSP00000488502, ENSP00000477559, ENSP00000488204, ENSP00000482079, ENSP00000487988, ENSP00000479838, ENSP00000487708, ENSP00000482828, ENSP00000487967, ENSP00000488792, ENSP00000481514	ENSMUSP00000020837
OG0004237	ENSP00000421754, ENSP00000427193, ENSP00000199320	ENSMUSP00000022203
OG0004239	ENSP00000328671, ENSP00000381266	ENSMUSP00000129736, ENSMUSP00000125954, ENSMUSP00000127617, ENSMUSP00000127073, ENSMUSP00000126061
OG0004240	ENSP00000464744, ENSP00000355385	ENSMUSP00000044570, ENSMUSP00000132266
OG0004240	ENSP00000466823	ENSMUSP00000151535
OG0004241	ENSP00000430689, ENSP00000429832, ENSP00000407617, ENSP00000411951, ENSP00000414786	ENSMUSP00000055892
OG0004242	ENSP00000287202, ENSP00000454749, ENSP00000378677, ENSP00000439956	ENSMUSP00000113196, ENSMUSP00000112403
OG0004242	ENSP00000457863	ENSMUSP00000112755, ENSMUSP00000034840
OG0004244	ENSP00000419344, ENSP00000334748	ENSMUSP00000069688
OG0004245	ENSP00000445435	ENSMUSP00000136858
OG0004245	ENSP00000227524	ENSMUSP00000025642
OG0004246	ENSP00000465129, ENSP00000452549, ENSP00000476093, ENSP00000468317, ENSP00000423673	ENSMUSP00000105796
OG0004247	ENSP00000309474, ENSP00000386932, ENSP00000362738, ENSP00000479986	ENSMUSP00000027432
OG0004249	ENSP00000328729, ENSP00000484190	ENSMUSP00000046910
OG0004249	ENSP00000497584, ENSP00000481113, ENSP00000359585	ENSMUSP00000101817
OG0004251	ENSP00000262679, ENSP00000398464, ENSP00000444416, ENSP00000346890	ENSMUSP00000102255, ENSMUSP00000068328, ENSMUSP00000099797
OG0004251	ENSP00000442262	ENSMUSP00000122808
OG0004252	ENSP00000429200	ENSMUSP00000039990
OG0004252	ENSP00000399102, ENSP00000359526	ENSMUSP00000036913
OG0004253	ENSP00000470527, ENSP00000384886	ENSMUSP00000149915, ENSMUSP00000155679
OG0004254	ENSP00000430946, ENSP00000428154, ENSP00000199814, ENSP00000412118	ENSMUSP00000025506
OG0004255	ENSP00000368458, ENSP00000368438	ENSMUSP00000137596, ENSMUSP00000028817
OG0004256	ENSP00000477594, ENSP00000479387	ENSMUSP00000153370
OG0004256	ENSP00000480912	ENSMUSP00000153074
OG0004257	ENSP00000360473, ENSP00000432441	ENSMUSP00000104775, ENSMUSP00000074596, ENSMUSP00000104776, ENSMUSP00000130383, ENSMUSP00000070596
OG0004259	ENSP00000317695	ENSMUSP00000030133, ENSMUSP00000089203
OG0004259	ENSP00000368856	ENSMUSP00000095747
OG0004262	ENSP00000428885, ENSP00000427908, ENSP00000428669, ENSP00000428195, ENSP00000276682, ENSP00000429931, ENSP00000482724	ENSMUSP00000022925
OG0004265	ENSP00000456050, ENSP00000317579, ENSP00000398074, ENSP00000456602, ENSP00000457087, ENSP00000456775	ENSMUSP00000114673, ENSMUSP00000033044
OG0004266	ENSP00000418209, ENSP00000420408, ENSP00000418934, ENSP00000420315, ENSP00000295962	ENSMUSP00000153068, ENSMUSP00000129169, ENSMUSP00000026313
OG0004267	ENSP00000432997, ENSP00000495907	ENSMUSP00000113143
OG0004267	ENSP00000261789, ENSP00000494320	ENSMUSP00000112893, ENSMUSP00000002391, ENSMUSP00000113782, ENSMUSP00000112764
OG0004268	ENSP00000387101, ENSP00000233893, ENSP00000386447	ENSMUSP00000074724, ENSMUSP00000157281
OG0004269	ENSP00000415355, ENSP00000296126, ENSP00000384302	ENSMUSP00000157071, ENSMUSP00000048337
OG0004270	ENSP00000475750	ENSMUSP00000149513, ENSMUSP00000020000
OG0004270	ENSP00000356670, ENSP00000392101	ENSMUSP00000150459
OG0004271	ENSP00000263974, ENSP00000362930	ENSMUSP00000101583, ENSMUSP00000030731
OG0004273	ENSP00000383333	ENSMUSP00000156167, ENSMUSP00000144058, ENSMUSP00000144369, ENSMUSP00000040152
OG0004277	ENSP00000440345, ENSP00000269980, ENSP00000416000, ENSP00000443246	ENSMUSP00000071292
OG0004279	ENSP00000440437	ENSMUSP00000134000
OG0004279	ENSP00000309433, ENSP00000441279, ENSP00000438349	ENSMUSP00000112250, ENSMUSP00000085591
OG0004281	ENSP00000350512	ENSMUSP00000027050
OG0004281	ENSP00000428586	ENSMUSP00000140054
OG0004281	ENSP00000429774	ENSMUSP00000140115
OG0004282	ENSP00000366156	ENSMUSP00000006611
OG0004284	ENSP00000416639, ENSP00000419795, ENSP00000245838, ENSP00000347959	ENSMUSP00000130629, ENSMUSP00000044677
OG0004285	ENSP00000465776, ENSP00000466095, ENSP00000468544, ENSP00000221554	ENSMUSP00000096177
OG0004285	ENSP00000465392	ENSMUSP00000005120
OG0004286	ENSP00000376792	ENSMUSP00000153629, ENSMUSP00000093644
OG0004286	ENSP00000395017	ENSMUSP00000153392
OG0004287	ENSP00000476426, ENSP00000477457, ENSP00000476551, ENSP00000477910, ENSP00000483145, ENSP00000476579, ENSP00000482313	ENSMUSP00000044363, ENSMUSP00000154957, ENSMUSP00000155694
OG0004293	ENSP00000246868, ENSP00000483040	ENSMUSP00000026387, ENSMUSP00000115494
OG0004294	ENSP00000441166	ENSMUSP00000147815
OG0004294	ENSP00000414359	ENSMUSP00000033008
OG0004295	ENSP00000401124, ENSP00000392924, ENSP00000333262, ENSP00000383150, ENSP00000384596, ENSP00000479645, ENSP00000384540, ENSP00000385343, ENSP00000385264, ENSP00000384534	ENSMUSP00000139214
OG0004296	ENSP00000334431, ENSP00000326514, ENSP00000370695	ENSMUSP00000109121, ENSMUSP00000084373, ENSMUSP00000046719
OG0004297	ENSP00000342026	ENSMUSP00000050703, ENSMUSP00000071636, ENSMUSP00000133276
OG0004298	ENSP00000420831, ENSP00000263985, ENSP00000426859	ENSMUSP00000103301, ENSMUSP00000103299, ENSMUSP00000119949
OG0004299	ENSP00000356564, ENSP00000356563	ENSMUSP00000019945, ENSMUSP00000101180, ENSMUSP00000101178, ENSMUSP00000128512
OG0004300	ENSP00000494100, ENSP00000347416, ENSP00000344055, ENSP00000494972, ENSP00000495274	ENSMUSP00000020420
OG0004302	ENSP00000457853, ENSP00000400312, ENSP00000456051	ENSMUSP00000059947
OG0004304	ENSP00000206474, ENSP00000441026, ENSP00000451018, ENSP00000452239, ENSP00000343473, ENSP00000342776, ENSP00000450856, ENSP00000452260	ENSMUSP00000022784
OG0004304	ENSP00000452165	ENSMUSP00000154345
OG0004305	ENSP00000243997, ENSP00000379019, ENSP00000379023	ENSMUSP00000016396
OG0004306	ENSP00000383125, ENSP00000373083, ENSP00000464447	ENSMUSP00000112368
OG0004306	ENSP00000261601	ENSMUSP00000089728
OG0004307	ENSP00000422376	ENSMUSP00000143909
OG0004307	ENSP00000305810, ENSP00000426648	ENSMUSP00000031008, ENSMUSP00000038205, ENSMUSP00000109761
OG0004308	ENSP00000420406, ENSP00000417120, ENSP00000417651, ENSP00000417923, ENSP00000417805, ENSP00000261070	ENSMUSP00000054086, ENSMUSP00000113430, ENSMUSP00000112386
OG0004309	ENSP00000261296	ENSMUSP00000153859, ENSMUSP00000154426, ENSMUSP00000022727
OG0004311	ENSP00000448593	ENSMUSP00000134192
OG0004311	ENSP00000387123, ENSP00000489686, ENSP00000490811, ENSP00000489725, ENSP00000490819, ENSP00000490024	ENSMUSP00000065089, ENSMUSP00000133372
OG0004312	ENSP00000425107	ENSMUSP00000038489
OG0004313	ENSP00000307307, ENSP00000366135	ENSMUSP00000095388, ENSMUSP00000075401, ENSMUSP00000017408
OG0004314	ENSP00000318351, ENSP00000348880	ENSMUSP00000140598, ENSMUSP00000034801, ENSMUSP00000139684
OG0004315	ENSP00000390126, ENSP00000368607, ENSP00000321927, ENSP00000388608, ENSP00000391550, ENSP00000409716, ENSP00000368610, ENSP00000405434	ENSMUSP00000110889, ENSMUSP00000052716
OG0004316	ENSP00000465442, ENSP00000466463, ENSP00000468327, ENSP00000477862, ENSP00000247026	ENSMUSP00000099552
OG0004317	ENSP00000462256, ENSP00000301585	ENSMUSP00000102149, ENSMUSP00000116746, ENSMUSP00000099325
OG0004317	ENSP00000464192	ENSMUSP00000116245
OG0004318	ENSP00000363043, ENSP00000313674	ENSMUSP00000029158, ENSMUSP00000105198
OG0004318	ENSP00000380455	ENSMUSP00000118090, ENSMUSP00000114728
OG0004319	ENSP00000424576	ENSMUSP00000113312
OG0004319	ENSP00000342181, ENSP00000495128	ENSMUSP00000098648
OG0004320	ENSP00000358451, ENSP00000358450	ENSMUSP00000143195, ENSMUSP00000029459, ENSMUSP00000102610
OG0004322	ENSP00000424404, ENSP00000323377, ENSP00000423435, ENSP00000425587	ENSMUSP00000039416
OG0004322	ENSP00000422596	ENSMUSP00000152217
OG0004324	ENSP00000281828	ENSMUSP00000140934, ENSMUSP00000139933, ENSMUSP00000069508, ENSMUSP00000129828
OG0004325	ENSP00000417764, ENSP00000326609	ENSMUSP00000043580
OG0004325	ENSP00000432675	ENSMUSP00000121934
OG0004326	ENSP00000439042, ENSP00000357838	ENSMUSP00000081544
OG0004327	ENSP00000301281, ENSP00000467206, ENSP00000378246	ENSMUSP00000019722
OG0004327	ENSP00000464967	ENSMUSP00000120423
OG0004328	ENSP00000467145, ENSP00000466556	ENSMUSP00000151340
OG0004328	ENSP00000252622, ENSP00000485007	ENSMUSP00000044993
OG0004329	ENSP00000474294, ENSP00000474890, ENSP00000473862, ENSP00000360462, ENSP00000400932	ENSMUSP00000061282
OG0004331	ENSP00000364289	ENSMUSP00000030014
OG0004332	ENSP00000219252	ENSMUSP00000148830, ENSMUSP00000148434, ENSMUSP00000148321, ENSMUSP00000105147
OG0004333	ENSP00000390783, ENSP00000379870, ENSP00000443010	ENSMUSP00000151347, ENSMUSP00000021335
OG0004334	ENSP00000418710, ENSP00000419538, ENSP00000230582	ENSMUSP00000006341
OG0004336	ENSP00000401799, ENSP00000363751, ENSP00000417573	ENSMUSP00000109442, ENSMUSP00000117981, ENSMUSP00000056039
OG0004337	ENSP00000253952, ENSP00000326531, ENSP00000458295, ENSP00000460015	ENSMUSP00000111153, ENSMUSP00000038137, ENSMUSP00000093239, ENSMUSP00000111152
OG0004338	ENSP00000439818, ENSP00000440305, ENSP00000456318, ENSP00000497305, ENSP00000266544	ENSMUSP00000144904, ENSMUSP00000085523
OG0004339	ENSP00000263092	ENSMUSP00000010698, ENSMUSP00000114682
OG0004339	ENSP00000460207, ENSP00000460775, ENSP00000465733, ENSP00000461546	ENSMUSP00000090590
OG0004340	ENSP00000435822, ENSP00000434936, ENSP00000433082, ENSP00000310832	ENSMUSP00000112481
OG0004341	ENSP00000465622, ENSP00000465492, ENSP00000467975, ENSP00000465093, ENSP00000466364, ENSP00000466715, ENSP00000468575, ENSP00000282058	ENSMUSP00000155177, ENSMUSP00000035826
OG0004344	ENSP00000444103, ENSP00000443042, ENSP00000474702, ENSP00000398181, ENSP00000343021	ENSMUSP00000107898, ENSMUSP00000056043
OG0004344	ENSP00000399820, ENSP00000478765	ENSMUSP00000142877
OG0004345	ENSP00000264670, ENSP00000420957	ENSMUSP00000022087, ENSMUSP00000105321, ENSMUSP00000135455
OG0004346	ENSP00000385557, ENSP00000295065, ENSP00000400795	ENSMUSP00000156437
OG0004346	ENSP00000368691	ENSMUSP00000156607
OG0004347	ENSP00000430039, ENSP00000262640, ENSP00000286448, ENSP00000427822	ENSMUSP00000052262
OG0004348	ENSP00000235521	ENSMUSP00000004343
OG0004348	ENSP00000358434	ENSMUSP00000142470, ENSMUSP00000142723, ENSMUSP00000142361
OG0004349	ENSP00000497980, ENSP00000423051, ENSP00000288774, ENSP00000424291, ENSP00000407922	ENSMUSP00000099469
OG0004350	ENSP00000273905	ENSMUSP00000023835, ENSMUSP00000031263
OG0004351	ENSP00000299259	ENSMUSP00000106089, ENSMUSP00000106090
OG0004351	ENSP00000373553	ENSMUSP00000028635
OG0004352	ENSP00000346255	ENSMUSP00000113194, ENSMUSP00000051838
OG0004353	ENSP00000456372, ENSP00000328940, ENSP00000251303	ENSMUSP00000118182
OG0004353	ENSP00000333945, ENSP00000335316, ENSP00000455250	ENSMUSP00000117927
OG0004354	ENSP00000429313, ENSP00000429083	ENSMUSP00000152268
OG0004354	ENSP00000429793	ENSMUSP00000038781
OG0004355	ENSP00000491073, ENSP00000262942	ENSMUSP00000031625
OG0004355	ENSP00000408711	ENSMUSP00000114421, ENSMUSP00000143026
OG0004356	ENSP00000484285, ENSP00000384408	ENSMUSP00000130178, ENSMUSP00000128629, ENSMUSP00000132454, ENSMUSP00000022470, ENSMUSP00000154704, ENSMUSP00000131566
OG0004357	ENSP00000396353, ENSP00000366030	ENSMUSP00000025632
OG0004359	ENSP00000348455, ENSP00000434082, ENSP00000436270, ENSP00000431256, ENSP00000436039	ENSMUSP00000146336, ENSMUSP00000045297
OG0004359	ENSP00000433613	ENSMUSP00000146640
OG0004360	ENSP00000324315, ENSP00000414863, ENSP00000360031, ENSP00000446184	ENSMUSP00000039853
OG0004361	ENSP00000356701, ENSP00000356702	ENSMUSP00000125321, ENSMUSP00000028021, ENSMUSP00000141646, ENSMUSP00000107221
OG0004362	ENSP00000419179, ENSP00000420380, ENSP00000377640	ENSMUSP00000023269
OG0004363	ENSP00000388174, ENSP00000437866, ENSP00000435565, ENSP00000321737, ENSP00000436636	ENSMUSP00000124321, ENSMUSP00000094115, ENSMUSP00000154882, ENSMUSP00000090256
OG0004364	ENSP00000465194, ENSP00000256433	ENSMUSP00000026487
OG0004364	ENSP00000491049	ENSMUSP00000118504
OG0004365	ENSP00000455131, ENSP00000301012	ENSMUSP00000006692
OG0004365	ENSP00000455602	ENSMUSP00000148539
OG0004366	ENSP00000438355, ENSP00000385303, ENSP00000390722	ENSMUSP00000023040
OG0004366	ENSP00000394539, ENSP00000388966, ENSP00000404200	ENSMUSP00000155823
OG0004367	ENSP00000490594, ENSP00000400253, ENSP00000490710, ENSP00000404489, ENSP00000246337	ENSMUSP00000030446
OG0004368	ENSP00000265986, ENSP00000497272	ENSMUSP00000150589, ENSMUSP00000121358
OG0004369	ENSP00000397750, ENSP00000462512, ENSP00000261643	ENSMUSP00000040138
OG0004370	ENSP00000415113, ENSP00000414383, ENSP00000356202, ENSP00000356200, ENSP00000356199	ENSMUSP00000019908
OG0004371	ENSP00000402744, ENSP00000397613, ENSP00000397326, ENSP00000380793	ENSMUSP00000156158, ENSMUSP00000156241, ENSMUSP00000156269, ENSMUSP00000045272
OG0004373	ENSP00000362824	ENSMUSP00000045409
OG0004373	ENSP00000362805	ENSMUSP00000113454
OG0004374	ENSP00000424196, ENSP00000381779, ENSP00000265351, ENSP00000387384	ENSMUSP00000084257
OG0004375	ENSP00000312939, ENSP00000494352, ENSP00000385083, ENSP00000468203	ENSMUSP00000010049
OG0004376	ENSP00000414643, ENSP00000425930, ENSP00000424512, ENSP00000274140	ENSMUSP00000087694
OG0004377	ENSP00000457090, ENSP00000219548, ENSP00000456591, ENSP00000457583, ENSP00000457228, ENSP00000456875	ENSMUSP00000040431
