Orthogroup	arabidopsis	mouse
OG0002383	AT4G10100.1	ENSMUSP00000139285, ENSMUSP00000139064, ENSMUSP00000129021, ENSMUSP00000128965, ENSMUSP00000139011, ENSMUSP00000139355, ENSMUSP00000138856
OG0002384	AT4G11270.1	ENSMUSP00000057320, ENSMUSP00000149349, ENSMUSP00000072509
OG0002385	AT4G16700.1	ENSMUSP00000071732, ENSMUSP00000112573, ENSMUSP00000051438, ENSMUSP00000122705, ENSMUSP00000124923
OG0002386	AT4G18100.1, AT5G46430.1	ENSMUSP00000080523, ENSMUSP00000145350
OG0002387	AT4G24440.1	ENSMUSP00000112251, ENSMUSP00000121840, ENSMUSP00000116962, ENSMUSP00000113109, ENSMUSP00000113697, ENSMUSP00000113501
OG0002388	AT5G57440.1, AT4G25840.1	ENSMUSP00000057378
OG0002389	AT4G29860.1	ENSMUSP00000111264, ENSMUSP00000156162, ENSMUSP00000087544, ENSMUSP00000123200, ENSMUSP00000111263, ENSMUSP00000130371, ENSMUSP00000000904, ENSMUSP00000120897, ENSMUSP00000114875
OG0002390	AT4G38495.1	ENSMUSP00000122372, ENSMUSP00000117684, ENSMUSP00000055342, ENSMUSP00000114643
OG0002391	AT5G19930.1	ENSMUSP00000151762, ENSMUSP00000151766, ENSMUSP00000152044, ENSMUSP00000151753, ENSMUSP00000151334, ENSMUSP00000089808, ENSMUSP00000151793
OG0002392	AT5G20090.1	ENSMUSP00000119901, ENSMUSP00000118386, ENSMUSP00000116307, ENSMUSP00000119443, ENSMUSP00000045654, ENSMUSP00000122214
OG0002393	AT5G22080.1	ENSMUSP00000122099, ENSMUSP00000125885, ENSMUSP00000068069, ENSMUSP00000131575, ENSMUSP00000130135, ENSMUSP00000121009, ENSMUSP00000101560, ENSMUSP00000101559, ENSMUSP00000092242
OG0002394	AT5G23720.1	ENSMUSP00000113985, ENSMUSP00000113305, ENSMUSP00000138972, ENSMUSP00000139058, ENSMUSP00000112552, ENSMUSP00000139154
OG0002395	AT5G27720.1	ENSMUSP00000121019, ENSMUSP00000149550, ENSMUSP00000147320, ENSMUSP00000149218, ENSMUSP00000147637, ENSMUSP00000151096, ENSMUSP00000150337, ENSMUSP00000034311
OG0002396	AT5G48870.1	ENSMUSP00000144811, ENSMUSP00000126565, ENSMUSP00000135337, ENSMUSP00000145140
OG0002397	AT5G57450.1	ENSMUSP00000118040, ENSMUSP00000021715
OG0002398	AT5G60340.1	ENSMUSP00000140648, ENSMUSP00000022135
OG0002399	AT5G63610.1	ENSMUSP00000031640, ENSMUSP00000125668, ENSMUSP00000093414, ENSMUSP00000040936, ENSMUSP00000124323, ENSMUSP00000149435, ENSMUSP00000125516
OG0002400	AT5G63960.2	ENSMUSP00000117157, ENSMUSP00000039776
OG0002401	ATMG00070.1	ENSMUSP00000005647, ENSMUSP00000150956
OG0002545	AT1G01020.1, AT4G01510.5	ENSMUSP00000148335, ENSMUSP00000148475, ENSMUSP00000034463
OG0002546	AT5G47700.1, AT4G00810.1, AT1G01100.1, AT5G24510.1	ENSMUSP00000129695, ENSMUSP00000155824, ENSMUSP00000155006, ENSMUSP00000008036
OG0002547	AT2G24190.2, AT3G61220.3, AT1G01800.1, AT3G59710.2, AT5G61830.1, AT5G51030.1	ENSMUSP00000147517, ENSMUSP00000049394, ENSMUSP00000047712, ENSMUSP00000156328, ENSMUSP00000155872
OG0002550	AT1G02780.1, AT4G02230.1, AT3G16780.1	ENSMUSP00000017548, ENSMUSP00000103181
OG0002553	AT4G03320.1, AT1G04940.1, AT1G04945.3	ENSMUSP00000142642, ENSMUSP00000143259, ENSMUSP00000143484, ENSMUSP00000143376, ENSMUSP00000143306, ENSMUSP00000096136
OG0002554	AT1G04980.1, AT2G32920.1	ENSMUSP00000052912
OG0002555	AT3G55260.1, AT1G65590.1, AT1G05590.1	ENSMUSP00000022169
OG0002556	AT1G05900.2, AT2G31450.1	ENSMUSP00000047413
OG0002560	AT1G11160.1, AT1G61210.1, AT5G23430.1, AT5G08390.1	ENSMUSP00000148781, ENSMUSP00000034239
OG0002562	AT1G12960.1, AT1G70600.1, AT1G23290.1	ENSMUSP00000123410
OG0002563	AT1G14360.1, AT2G02810.1	ENSMUSP00000021243, ENSMUSP00000125597
OG0002565	AT1G17220.1, AT4G11160.2	ENSMUSP00000121327, ENSMUSP00000090926, ENSMUSP00000020749, ENSMUSP00000114299, ENSMUSP00000122801, ENSMUSP00000122233
OG0002567	AT1G19110.1, AT1G72500.1	ENSMUSP00000154256, ENSMUSP00000006697, ENSMUSP00000154659, ENSMUSP00000112798, ENSMUSP00000006703, ENSMUSP00000077580, ENSMUSP00000125920
OG0002568	AT3G02300.2, AT5G08710.1, AT3G26100.2, AT3G15430.1	ENSMUSP00000117448
OG0002568	AT1G19880.1	ENSMUSP00000071163, ENSMUSP00000038144
OG0002573	AT1G22840.1, AT4G10040.1	ENSMUSP00000028430, ENSMUSP00000072829, ENSMUSP00000124523
OG0002574	AT1G22882.1, AT1G71360.2, AT4G23950.2	ENSMUSP00000044815, ENSMUSP00000141627, ENSMUSP00000141896
OG0002575	AT1G23360.1, AT5G57300.1	ENSMUSP00000123308, ENSMUSP00000048001
OG0002577	AT1G26160.1, AT2G23820.2	ENSMUSP00000000304, ENSMUSP00000124106
OG0002578	AT1G26570.1, AT5G39320.1, AT3G29360.1, AT5G15490.1, AT3G01010.1	ENSMUSP00000031103
OG0002579	AT5G43710.1	ENSMUSP00000041202
OG0002579	AT1G27520.1	ENSMUSP00000144901, ENSMUSP00000086565
OG0002581	AT1G29220.2	ENSMUSP00000114844
OG0002583	AT4G10360.1, AT4G19645.1, AT1G31300.1	ENSMUSP00000119468, ENSMUSP00000029777, ENSMUSP00000120821, ENSMUSP00000122001, ENSMUSP00000114755
OG0002585	AT1G34630.1, AT5G51150.1	ENSMUSP00000114866, ENSMUSP00000114097, ENSMUSP00000042783
OG0002586	AT5G06680.1	ENSMUSP00000127741, ENSMUSP00000000776
OG0002586	AT1G37010.1	ENSMUSP00000131051, ENSMUSP00000130106
OG0002587	AT1G42480.1	ENSMUSP00000122171, ENSMUSP00000151502, ENSMUSP00000151918, ENSMUSP00000026446
OG0002588	AT1G48030.1, AT3G17240.1	ENSMUSP00000106481
OG0002589	AT1G48510.3, AT3G17910.1	ENSMUSP00000128488, ENSMUSP00000141305, ENSMUSP00000141317, ENSMUSP00000141918, ENSMUSP00000141238, ENSMUSP00000015934, ENSMUSP00000139112
OG0002591	AT1G50730.1	ENSMUSP00000102162, ENSMUSP00000051263, ENSMUSP00000102163, ENSMUSP00000134956, ENSMUSP00000033280, ENSMUSP00000121323
OG0002592	AT1G54250.1, AT3G59600.1	ENSMUSP00000155920, ENSMUSP00000155967, ENSMUSP00000021405, ENSMUSP00000155895
OG0002593	AT1G55870.1, AT3G25430.1	ENSMUSP00000055969, ENSMUSP00000155335
OG0002594	AT1G60430.1	ENSMUSP00000031421, ENSMUSP00000143210, ENSMUSP00000107345, ENSMUSP00000107342, ENSMUSP00000099584
OG0002595	AT3G52960.1, AT1G60740.1, AT1G65970.1, AT1G65980.1	ENSMUSP00000135084, ENSMUSP00000134521, ENSMUSP00000025904
OG0002597	AT1G66530.1, AT4G26300.5	ENSMUSP00000018992
OG0002598	AT1G66810.1, AT1G68200.1	ENSMUSP00000151269, ENSMUSP00000127522, ENSMUSP00000021552, ENSMUSP00000151682
OG0002599	AT1G67210.1, AT5G38600.1	ENSMUSP00000142383, ENSMUSP00000143139, ENSMUSP00000142363, ENSMUSP00000031376, ENSMUSP00000143781, ENSMUSP00000143723
OG0002600	AT1G71800.1	ENSMUSP00000093831, ENSMUSP00000108912, ENSMUSP00000033609, ENSMUSP00000108911, ENSMUSP00000117592, ENSMUSP00000117806, ENSMUSP00000114837
OG0002601	AT1G71860.1	ENSMUSP00000034832
OG0002602	AT1G73180.1	ENSMUSP00000120901, ENSMUSP00000029387
OG0002603	AT1G75210.1	ENSMUSP00000130898, ENSMUSP00000084180, ENSMUSP00000129126
OG0002604	AT1G77290.1	ENSMUSP00000026879, ENSMUSP00000105048, ENSMUSP00000018087, ENSMUSP00000105047, ENSMUSP00000119421
OG0002605	AT1G77720.1	ENSMUSP00000139956, ENSMUSP00000064839, ENSMUSP00000139900
OG0002606	AT1G78280.1, AT5G06550.1	ENSMUSP00000115086, ENSMUSP00000120850, ENSMUSP00000117922, ENSMUSP00000122867, ENSMUSP00000047570
OG0002607	AT1G80410.2	ENSMUSP00000141965, ENSMUSP00000022597, ENSMUSP00000131268, ENSMUSP00000141886, ENSMUSP00000141433, ENSMUSP00000029303
OG0002608	AT1G80500.1	ENSMUSP00000104726, ENSMUSP00000007921, ENSMUSP00000112195, ENSMUSP00000107813, ENSMUSP00000107811
OG0002609	AT3G13580.1, AT2G44120.2, AT2G01250.1	ENSMUSP00000118695, ENSMUSP00000071616
OG0002610	AT2G03690.1	ENSMUSP00000116944, ENSMUSP00000120160, ENSMUSP00000135687, ENSMUSP00000028137
OG0002611	AT2G04900.1	ENSMUSP00000114883, ENSMUSP00000091608
OG0002613	AT5G18380.1, AT2G09990.1, AT3G04230.1	ENSMUSP00000103940
OG0002614	AT5G40950.1, AT5G15220.1, AT2G16930.1	ENSMUSP00000025278
OG0002615	AT5G07090.1, AT2G17360.1, AT5G58420.1	ENSMUSP00000033683, ENSMUSP00000138884
OG0002616	AT2G17930.1, AT4G36080.1	ENSMUSP00000122021, ENSMUSP00000098035, ENSMUSP00000091668, ENSMUSP00000148419, ENSMUSP00000042544
OG0002617	AT2G18250.1	ENSMUSP00000001806, ENSMUSP00000102929
OG0002618	AT2G20410.1	ENSMUSP00000137304, ENSMUSP00000112866, ENSMUSP00000112385, ENSMUSP00000113949
OG0002619	AT2G22530.1	ENSMUSP00000031189, ENSMUSP00000112984, ENSMUSP00000113818
OG0002620	AT3G58130.1, AT2G27340.2	ENSMUSP00000014389
OG0002621	AT2G27350.3	ENSMUSP00000111330, ENSMUSP00000033494, ENSMUSP00000111331, ENSMUSP00000111329, ENSMUSP00000111332
OG0002622	AT2G28390.1	ENSMUSP00000137605, ENSMUSP00000045089, ENSMUSP00000141516, ENSMUSP00000035202
OG0002623	AT2G30720.1, AT5G48370.1	ENSMUSP00000051333, ENSMUSP00000026324
OG0002624	AT2G36300.1, AT3G52760.1	ENSMUSP00000144444, ENSMUSP00000031045, ENSMUSP00000025364
OG0002625	AT5G54200.1, AT3G15470.1, AT5G02430.1, AT2G37670.2	ENSMUSP00000044616, ENSMUSP00000099193
OG0002626	AT5G13860.1, AT3G12400.2, AT2G38830.1	ENSMUSP00000147748, ENSMUSP00000014546, ENSMUSP00000121314, ENSMUSP00000147701, ENSMUSP00000147749, ENSMUSP00000120856
OG0002627	AT2G41530.1	ENSMUSP00000022573.10, ENSMUSP00000135244, ENSMUSP00000135394, ENSMUSP00000135063, ENSMUSP00000135035, ENSMUSP00000135818
OG0002628	AT3G59540.1, AT2G43460.1	ENSMUSP00000102213, ENSMUSP00000102211, ENSMUSP00000102209, ENSMUSP00000080741
OG0002629	AT2G43970.1, AT3G19090.2, AT5G46250.1	ENSMUSP00000143331, ENSMUSP00000122212, ENSMUSP00000029588
OG0002630	AT2G44420.2	ENSMUSP00000023362, ENSMUSP00000111472
OG0002631	AT2G45270.1	ENSMUSP00000137994, ENSMUSP00000110128, ENSMUSP00000027265, ENSMUSP00000137772
OG0002632	AT2G47770.1	ENSMUSP00000146965, ENSMUSP00000037039, ENSMUSP00000155566, ENSMUSP00000124843, ENSMUSP00000024794, ENSMUSP00000154948
OG0002633	AT3G63000.1, AT2G47970.1	ENSMUSP00000099306, ENSMUSP00000035851
OG0002634	AT3G02040.1, AT5G41080.1, AT5G43300.1	ENSMUSP00000105769, ENSMUSP00000062221, ENSMUSP00000028822, ENSMUSP00000105763
OG0002635	AT3G02200.2, AT5G15610.1	ENSMUSP00000028592, ENSMUSP00000106739, ENSMUSP00000122339
OG0002636	AT5G18930.1, AT3G02470.1, AT5G15950.1, AT3G25570.1, AT3G17717.1	ENSMUSP00000151015, ENSMUSP00000097528, ENSMUSP00000079703
OG0002637	AT3G04970.1	ENSMUSP00000124416, ENSMUSP00000137935, ENSMUSP00000124026, ENSMUSP00000124997, ENSMUSP00000001900, ENSMUSP00000124813, ENSMUSP00000125130
OG0002638	AT3G05090.1	ENSMUSP00000149478, ENSMUSP00000150321, ENSMUSP00000149793, ENSMUSP00000042509
OG0002639	AT3G07100.1	ENSMUSP00000104725, ENSMUSP00000044370, ENSMUSP00000126923, ENSMUSP00000001079, ENSMUSP00000132861
OG0002640	AT3G08950.1	ENSMUSP00000104330, ENSMUSP00000090673, ENSMUSP00000131943, ENSMUSP00000155150
OG0002641	AT3G10090.1, AT5G03850.1, AT5G64140.1	ENSMUSP00000134240, ENSMUSP00000133357, ENSMUSP00000110013, ENSMUSP00000133642, ENSMUSP00000134615
OG0002642	AT3G10530.1	ENSMUSP00000025170, ENSMUSP00000157147
OG0002643	AT3G15080.1	ENSMUSP00000121599, ENSMUSP00000070815, ENSMUSP00000109653
OG0002644	AT3G16680.1, AT5G57980.1, AT3G22320.1	ENSMUSP00000004786
OG0002645	AT3G18290.1, AT3G62970.1, AT5G18650.1, AT5G25560.3, AT5G22920.1	ENSMUSP00000131270, ENSMUSP00000031345
OG0002646	AT3G18790.1	ENSMUSP00000144956, ENSMUSP00000145001, ENSMUSP00000144710, ENSMUSP00000144743, ENSMUSP00000086923
OG0002647	AT3G20210.1	ENSMUSP00000105647, ENSMUSP00000021607
OG0002648	AT5G48570.1, AT3G25230.2	ENSMUSP00000110440, ENSMUSP00000156811, ENSMUSP00000136245, ENSMUSP00000156418, ENSMUSP00000078382, ENSMUSP00000119930, ENSMUSP00000122087, ENSMUSP00000032508
OG0002649	AT3G26730.1	ENSMUSP00000107726, ENSMUSP00000107725, ENSMUSP00000041778, ENSMUSP00000131696
OG0002650	AT4G33865.1, AT3G44010.1, AT3G43980.1	ENSMUSP00000038352
OG0002651	AT3G49010.1, AT3G48960.1, AT5G23900.1	ENSMUSP00000000756
OG0002652	AT3G49640.1	ENSMUSP00000034375
OG0002653	AT3G55160.1	ENSMUSP00000041701
OG0002654	AT4G02350.1, AT3G56640.1	ENSMUSP00000125312, ENSMUSP00000064332
OG0002655	AT3G57110.1, AT5G60370.1	ENSMUSP00000116454, ENSMUSP00000030375, ENSMUSP00000136408, ENSMUSP00000118041
OG0002656	AT3G58140.1	ENSMUSP00000021857, ENSMUSP00000153019, ENSMUSP00000153209, ENSMUSP00000153628, ENSMUSP00000153658, ENSMUSP00000097177
OG0002657	AT3G59650.2	ENSMUSP00000095322
OG0002658	AT3G61710.1	ENSMUSP00000116580, ENSMUSP00000129156, ENSMUSP00000119369
OG0002659	AT4G01660.1	ENSMUSP00000141262, ENSMUSP00000125002, ENSMUSP00000027766, ENSMUSP00000128290, ENSMUSP00000104015, ENSMUSP00000003860
OG0002660	AT4G04930.1	ENSMUSP00000021691, ENSMUSP00000125891, ENSMUSP00000119473, ENSMUSP00000048519, ENSMUSP00000042889
OG0002661	AT4G29060.1, AT4G11120.1	ENSMUSP00000042134, ENSMUSP00000122669, ENSMUSP00000113446
OG0002662	AT4G18593.1	ENSMUSP00000129530, ENSMUSP00000130683, ENSMUSP00000027970, ENSMUSP00000044320, ENSMUSP00000129515, ENSMUSP00000130507, ENSMUSP00000126676
OG0002663	AT4G19006.2, AT5G45620.1	ENSMUSP00000130256, ENSMUSP00000126160, ENSMUSP00000130580, ENSMUSP00000026560
OG0002664	AT4G22440.1, AT4G24300.1	ENSMUSP00000155304, ENSMUSP00000064465, ENSMUSP00000155074, ENSMUSP00000155666, ENSMUSP00000155469
OG0002665	AT5G39770.1, AT4G30870.1	ENSMUSP00000114895, ENSMUSP00000025841, ENSMUSP00000118580
OG0002666	AT4G32700.2	ENSMUSP00000118493, ENSMUSP00000041599, ENSMUSP00000116470, ENSMUSP00000120806, ENSMUSP00000071396, ENSMUSP00000059757
OG0002667	AT4G35520.2	ENSMUSP00000152686, ENSMUSP00000129900, ENSMUSP00000019378, ENSMUSP00000152840
OG0002668	AT4G36400.1	ENSMUSP00000095235, ENSMUSP00000108502
OG0002669	AT4G38090.1	ENSMUSP00000025290, ENSMUSP00000157223, ENSMUSP00000157188, ENSMUSP00000157328, ENSMUSP00000157250, ENSMUSP00000157113
OG0002670	AT4G39420.2	ENSMUSP00000037543
OG0002671	AT4G39690.1	ENSMUSP00000066181, ENSMUSP00000098859, ENSMUSP00000128967, ENSMUSP00000128367, ENSMUSP00000109788, ENSMUSP00000146205
OG0002672	AT5G01160.1	ENSMUSP00000082616, ENSMUSP00000099038, ENSMUSP00000141007, ENSMUSP00000063266, ENSMUSP00000139809
OG0002673	AT5G03500.6, AT5G03220.1	ENSMUSP00000104855, ENSMUSP00000020665, ENSMUSP00000131852, ENSMUSP00000104854, ENSMUSP00000116997, ENSMUSP00000120617, ENSMUSP00000120077, ENSMUSP00000122182
OG0002674	AT5G08160.1	ENSMUSP00000139998, ENSMUSP00000139846, ENSMUSP00000115964, ENSMUSP00000122688, ENSMUSP00000140329, ENSMUSP00000027401
OG0002675	AT5G10780.2	ENSMUSP00000028551
OG0002676	AT5G10790.1	ENSMUSP00000111409, ENSMUSP00000137509, ENSMUSP00000139402, ENSMUSP00000041263, ENSMUSP00000093427
OG0002677	AT5G10910.1	ENSMUSP00000116829, ENSMUSP00000080337
OG0002678	AT5G53680.1, AT5G53720.1, AT5G11412.1	ENSMUSP00000133681, ENSMUSP00000133816, ENSMUSP00000029014, ENSMUSP00000043120, ENSMUSP00000133388, ENSMUSP00000133757
OG0002679	AT5G11560.1	ENSMUSP00000080888, ENSMUSP00000137103, ENSMUSP00000152874, ENSMUSP00000049034
OG0002680	AT5G11640.1	ENSMUSP00000115745, ENSMUSP00000107293, ENSMUSP00000059582, ENSMUSP00000107294
OG0002681	AT5G37130.1, AT5G17270.1	ENSMUSP00000157317, ENSMUSP00000157097, ENSMUSP00000024882, ENSMUSP00000157138, ENSMUSP00000157026, ENSMUSP00000157215
OG0002682	AT5G20990.1	ENSMUSP00000054064, ENSMUSP00000106018
OG0002683	AT5G49570.1	ENSMUSP00000153025, ENSMUSP00000153445, ENSMUSP00000022310, ENSMUSP00000152998
OG0002684	AT5G50810.1	ENSMUSP00000050156, ENSMUSP00000047497, ENSMUSP00000039335
OG0002685	AT5G52210.1	ENSMUSP00000139211, ENSMUSP00000126387, ENSMUSP00000122066, ENSMUSP00000104436
OG0002686	AT5G55310.1, AT5G55300.2	ENSMUSP00000000958, ENSMUSP00000105094
OG0002687	AT5G58240.1	ENSMUSP00000124500, ENSMUSP00000123820, ENSMUSP00000124957, ENSMUSP00000124073, ENSMUSP00000136011, ENSMUSP00000123874, ENSMUSP00000124017
OG0002688	AT5G62030.1	ENSMUSP00000116537, ENSMUSP00000042162
OG0002689	AT5G64200.1	ENSMUSP00000140016, ENSMUSP00000090059, ENSMUSP00000120086
OG0002884	AT1G01280.1	ENSMUSP00000034860, ENSMUSP00000150277, ENSMUSP00000034865
OG0002887	AT5G60730.1, AT3G10350.2, AT1G01910.1	ENSMUSP00000147483, ENSMUSP00000065337
OG0002889	AT2G06530.1, AT1G03950.1, AT5G44560.1	ENSMUSP00000148233, ENSMUSP00000147393, ENSMUSP00000148218, ENSMUSP00000005711
OG0002890	AT2G18720.1, AT4G18330.2, AT1G04170.1	ENSMUSP00000088736, ENSMUSP00000059395, ENSMUSP00000109555
OG0002891	AT1G04730.1	ENSMUSP00000131768, ENSMUSP00000131366, ENSMUSP00000129694, ENSMUSP00000043896, ENSMUSP00000131349
OG0002892	AT1G05270.1, AT2G32340.1	ENSMUSP00000130292, ENSMUSP00000128721, ENSMUSP00000131228, ENSMUSP00000080403
OG0002892	AT5G52030.2	ENSMUSP00000126600
OG0002898	AT1G09770.1	ENSMUSP00000151669, ENSMUSP00000151963, ENSMUSP00000151826, ENSMUSP00000151392, ENSMUSP00000151369, ENSMUSP00000151606, ENSMUSP00000151607, ENSMUSP00000151792, ENSMUSP00000024727
OG0002899	AT1G10500.1, AT2G36260.1, AT2G16710.3	ENSMUSP00000153175, ENSMUSP00000054858, ENSMUSP00000100547
OG0002905	AT1G12310.1, AT1G62820.1	ENSMUSP00000034777, ENSMUSP00000148892, ENSMUSP00000149319, ENSMUSP00000150355, ENSMUSP00000132298, ENSMUSP00000150476
OG0002906	AT4G23010.3, AT1G12600.1	ENSMUSP00000153010, ENSMUSP00000153485, ENSMUSP00000153644, ENSMUSP00000153305, ENSMUSP00000021870, ENSMUSP00000126016, ENSMUSP00000153046
OG0002908	AT1G80670.1, AT1G15850.1	ENSMUSP00000121815, ENSMUSP00000029013
OG0002909	AT5G62130.2, AT1G16560.1	ENSMUSP00000119668, ENSMUSP00000088337
OG0002910	AT1G16590.1	ENSMUSP00000081146, ENSMUSP00000030860, ENSMUSP00000122774, ENSMUSP00000101332, ENSMUSP00000120481
OG0002911	AT1G78510.1, AT1G17050.1, AT2G34630.2, AT1G36623.1	ENSMUSP00000116206, ENSMUSP00000116089, ENSMUSP00000055689, ENSMUSP00000121873
OG0002912	AT1G17470.1, AT1G72660.1	ENSMUSP00000018568
OG0002912	AT4G39520.1	ENSMUSP00000020741
OG0002913	AT1G18340.1	ENSMUSP00000031333
OG0002914	AT5G16140.1, AT5G38290.2, AT5G19830.1, AT1G18440.1	ENSMUSP00000068850
OG0002919	AT5G61140.2	ENSMUSP00000036726
OG0002919	AT1G20960.1, AT2G42270.1	ENSMUSP00000099509
OG0002920	AT1G76720.2, AT1G76810.1, AT1G21160.1, AT2G27700.2	ENSMUSP00000027252
OG0002921	AT1G71410.1, AT1G22870.1	ENSMUSP00000089874, ENSMUSP00000133992, ENSMUSP00000134366
OG0002924	AT3G58150.1, AT1G28510.1	ENSMUSP00000069965, ENSMUSP00000145909
OG0002925	AT5G45940.1, AT2G33980.3, AT1G28960.1	ENSMUSP00000114598, ENSMUSP00000073213, ENSMUSP00000104737, ENSMUSP00000065791, ENSMUSP00000116868
OG0002926	AT1G29320.2	ENSMUSP00000043315, ENSMUSP00000147765, ENSMUSP00000147758
OG0002927	AT1G30460.1	ENSMUSP00000133451, ENSMUSP00000097819, ENSMUSP00000102228, ENSMUSP00000018871, ENSMUSP00000124899
OG0002928	AT1G31220.1	ENSMUSP00000155957, ENSMUSP00000156130
OG0002929	AT1G33410.2	ENSMUSP00000059289
OG0002930	AT1G47570.1	ENSMUSP00000108138, ENSMUSP00000014812, ENSMUSP00000143480
OG0002931	AT1G48160.1	ENSMUSP00000112826, ENSMUSP00000072386, ENSMUSP00000116373
OG0002934	AT1G50200.2	ENSMUSP00000024733, ENSMUSP00000034441
OG0002936	AT4G27130.1, AT5G54760.1, AT1G54290.1, AT5G54940.1	ENSMUSP00000136642, ENSMUSP00000041538, ENSMUSP00000149825, ENSMUSP00000007139
OG0002937	AT1G56590.1	ENSMUSP00000147967, ENSMUSP00000128446, ENSMUSP00000117346, ENSMUSP00000022371
OG0002939	AT1G60830.1, AT4G36690.1, AT1G60900.1	ENSMUSP00000147013, ENSMUSP00000005041, ENSMUSP00000131458
OG0002940	AT5G61410.1, AT1G63290.1, AT3G01850.1	ENSMUSP00000027157, ENSMUSP00000109628
OG0002941	AT5G02820.1, AT1G63990.1, AT3G13170.1	ENSMUSP00000059056, ENSMUSP00000104753, ENSMUSP00000104754
OG0002943	AT2G07050.1, AT3G45130.2, AT1G78950.2, AT1G78955.1, AT1G78970.1, AT1G78960.1, AT1G66960.2, AT1G78480.1	ENSMUSP00000046856
OG0002944	AT1G67930.1	ENSMUSP00000151730, ENSMUSP00000044797, ENSMUSP00000151902
OG0002945	AT1G71270.1, AT1G71300.1	ENSMUSP00000133926, ENSMUSP00000025178
OG0002946	AT1G73820.2	ENSMUSP00000030905, ENSMUSP00000101220
OG0002947	AT1G73930.1	ENSMUSP00000155612, ENSMUSP00000077978, ENSMUSP00000153187, ENSMUSP00000155531, ENSMUSP00000152966, ENSMUSP00000155097, ENSMUSP00000039361, ENSMUSP00000155755, ENSMUSP00000144906, ENSMUSP00000155454
OG0002948	AT1G76630.2	ENSMUSP00000153556, ENSMUSP00000153156, ENSMUSP00000089045, ENSMUSP00000153521, ENSMUSP00000153309
OG0002949	AT1G78650.1	ENSMUSP00000115707, ENSMUSP00000146603, ENSMUSP00000146986, ENSMUSP00000032969, ENSMUSP00000146431
OG0002950	AT1G79640.1, AT5G14720.1	ENSMUSP00000042155, ENSMUSP00000099776
OG0002951	AT1G79880.1, AT4G32720.1	ENSMUSP00000115666, ENSMUSP00000088365, ENSMUSP00000130313, ENSMUSP00000107879, ENSMUSP00000119773
OG0002952	AT2G03150.1	ENSMUSP00000151895, ENSMUSP00000020268, ENSMUSP00000151496
OG0002953	AT2G06510.1, AT4G19130.2, AT5G45400.1, AT5G61000.1, AT5G08020.1	ENSMUSP00000000767, ENSMUSP00000090585
OG0002954	AT2G14695.1, AT4G32272.2	ENSMUSP00000138926, ENSMUSP00000122124, ENSMUSP00000037617, ENSMUSP00000097040, ENSMUSP00000152341
OG0002956	AT2G17190.1, AT2G17200.1	ENSMUSP00000008748, ENSMUSP00000056888, ENSMUSP00000153666, ENSMUSP00000050191, ENSMUSP00000075782
OG0002957	AT3G03060.1, AT5G16930.1, AT4G36580.1, AT2G18330.1	ENSMUSP00000030903
OG0002958	AT2G19450.1	ENSMUSP00000023214
OG0002959	AT2G19560.1	ENSMUSP00000128207, ENSMUSP00000127622, ENSMUSP00000133204
OG0002960	AT4G23600.1, AT4G23590.1, AT2G24850.1, AT2G20610.1, AT4G28420.2, AT4G28410.1, AT5G36160.1, AT5G53970.1	ENSMUSP00000001720, ENSMUSP00000119061
OG0002961	AT3G55440.1, AT2G21170.1	ENSMUSP00000125292, ENSMUSP00000130858
OG0002962	AT2G22310.1, AT4G39910.1	ENSMUSP00000114060, ENSMUSP00000070554, ENSMUSP00000114395, ENSMUSP00000082754
OG0002963	AT2G24830.1	ENSMUSP00000122714, ENSMUSP00000104435, ENSMUSP00000029105, ENSMUSP00000112067
OG0002964	AT2G25100.1	ENSMUSP00000105360, ENSMUSP00000105358, ENSMUSP00000120374, ENSMUSP00000121864, ENSMUSP00000066769
OG0002965	AT2G26200.1	ENSMUSP00000077138, ENSMUSP00000154679, ENSMUSP00000154767, ENSMUSP00000154487, ENSMUSP00000153931, ENSMUSP00000154580
OG0002966	AT2G26590.1	ENSMUSP00000045065, ENSMUSP00000141274, ENSMUSP00000050076
OG0002967	AT2G26970.1	ENSMUSP00000149774, ENSMUSP00000149784, ENSMUSP00000149074, ENSMUSP00000034524
OG0002968	AT3G28500.1, AT5G40040.1, AT2G27710.1, AT2G27720.2, AT3G44590.1	ENSMUSP00000101625, ENSMUSP00000101626, ENSMUSP00000081474
OG0002969	AT2G28560.1	ENSMUSP00000078490, ENSMUSP00000128357, ENSMUSP00000152105
OG0002970	AT4G19230.2, AT5G45340.1, AT3G19270.2, AT2G29090.1	ENSMUSP00000073105, ENSMUSP00000128391, ENSMUSP00000145092, ENSMUSP00000076886, ENSMUSP00000144836, ENSMUSP00000144998
OG0002971	AT2G29210.1	ENSMUSP00000124450, ENSMUSP00000081906, ENSMUSP00000101487, ENSMUSP00000030613, ENSMUSP00000122754, ENSMUSP00000125003
OG0002972	AT2G30330.1	ENSMUSP00000026405, ENSMUSP00000114321, ENSMUSP00000117408
OG0002973	AT4G08360.1, AT4G08350.1, AT2G34210.1	ENSMUSP00000147164, ENSMUSP00000003527, ENSMUSP00000147059
OG0002974	AT2G38710.1	ENSMUSP00000157050, ENSMUSP00000111475, ENSMUSP00000156982, ENSMUSP00000036085
