Orthogroup	arabidopsis	neurospora
OG0001033	AT5G67520.1, AT3G03900.1, AT2G14750.1, AT4G39940.1, AT5G43780.1, AT4G14680.2, AT3G22890.1, AT1G19920.1	EAA29385
OG0001035	AT3G20330.1	EAA32577
OG0001035	AT1G29900.1	EAA36214
OG0001036	AT1G34340.1, AT5G49950.1, AT3G50790.1	EAA32152
OG0001038	AT3G17820.1, AT1G48470.1, AT5G16570.1, AT1G66200.3, AT5G37600.1, AT5G35630.1	ESA42763, EAA31668
OG0001039	AT1G50400.1, AT3G20000.1	EAA32309
OG0001040	AT1G58684.1, AT1G59359.1, AT1G58983.1, AT1G58380.1, AT2G41840.1, AT3G57490.1	EAA30574
OG0001041	AT2G05630.2, AT1G62040.1, AT4G21980.2, AT4G04620.1, AT3G60640.1, AT4G16520.1, AT2G45170.1	EAA27012
OG0001042	AT1G67070.1, AT3G02570.1	EAA30512, EAA28154
OG0001043	AT1G80930.1	EAA27140
OG0001044	AT5G26830.1	EAA35752, ESA41972
OG0001047	AT2G27100.1	EAA35220
OG0001048	AT3G52590.1, AT2G36170.1	EAA32676, ESA42315
OG0001049	AT2G37160.2, AT3G53390.1	ESA42247
OG0001050	AT2G45290.1, AT3G60750.1	EAA32178
OG0001051	AT2G46900.1	EAA27066
OG0001052	AT5G13490.1, AT3G08580.1, AT4G28390.1	ESA43737
OG0001053	AT4G00651.1, AT3G56350.1, AT3G10920.1	EAA32343, ESA41862
OG0001055	AT4G19540.1	EAA31178
OG0001057	AT3G45100.1	EAA28961
OG0001058	AT4G05000.1, AT4G21560.1	EDO65467
OG0001059	AT5G12040.1	EAA31670
OG0001059	AT4G08790.1	EAA30496
OG0001060	AT5G41820.1, AT4G24490.1	EAA26972
OG0001061	AT4G37010.2	EAA30917
OG0001063	AT5G36880.2	EAA34441
OG0001103	AT5G63070.1, AT1G04270.1, AT5G09510.1, AT5G09500.1, AT1G33850.1, AT5G43640.1, AT5G09490.1	EAA35928
OG0001104	AT1G55650.1, AT3G13350.1, AT1G76110.1, AT1G04880.1	EAA28295
OG0001105	AT5G43670.1, AT2G21630.1, AT4G14160.1, AT3G23660.2, AT1G05520.1	EAA32168
OG0001106	AT3G46040.1, AT5G59850.1, AT1G07770.1, AT2G39590.1	ESA43161
OG0001109	AT1G08960.1, AT5G17860.1, AT5G17850.1, AT3G14070.1, AT1G54115.1	EAA34547
OG0001110	AT1G09830.1, AT3G55010.1	EAA27164
OG0001111	AT1G60860.1, AT1G10870.2, AT5G13300.1, AT5G61980.1	EAA34454
OG0001113	AT1G13320.1, AT3G25800.1, AT1G25490.1	EDO65422
OG0001115	AT1G18100.1, AT2G27550.1, AT5G03840.1, AT5G62040.1, AT4G20370.1, AT1G65480.2	EAA31783
OG0001116	AT1G20000.1, AT4G20280.1	EAA29460
OG0001117	AT1G80260.1, AT1G20570.3	EAA31708
OG0001119	AT1G26340.1, AT2G46650.1, AT5G53560.1, AT2G32720.1, AT5G48810.1	EAA28313
OG0001120	AT1G78720.1, AT1G29310.1, AT2G34250.1	EAA29599
OG0001122	AT1G53710.1	EAA35794
OG0001123	AT1G54170.1, AT3G14010.5	EAA35455, EAA34252
OG0001126	AT1G79870.1	EAA30886
OG0001127	AT5G18940.1, AT4G17270.1, AT5G47540.1, AT2G03410.1	EAA26779
OG0001128	AT2G16953.1, AT2G16950.1, AT2G16960.1	EAA32230
OG0001129	AT4G26230.1, AT5G56710.1, AT2G19740.1	EAA36011
OG0001130	AT2G22040.1, AT3G18140.1	EAA31835
OG0001131	AT5G10260.1, AT2G22290.1, AT5G64990.2, AT2G44610.1, AT4G39890.1	EAA32658
OG0001132	AT4G38320.1, AT4G37680.3, AT4G38290.1, AT2G40710.1, AT2G24150.1, AT4G30850.1, AT5G20270.1	EAA28777
OG0001133	AT2G26430.1	EAA33383
OG0001134	AT5G38830.1, AT3G56300.1, AT2G31170.1	EAA30967
OG0001135	AT2G38670.1	EAA31843
OG0001136	AT2G44160.1, AT3G59970.3	EAA29528, EAA32493
OG0001137	AT3G61110.1, AT3G61111.1, AT2G45710.1, AT5G47930.1	EAA36522
OG0001138	AT5G15520.1, AT3G02080.1, AT5G61170.1	EAA33711
OG0001139	AT5G37500.2, AT3G02850.1	ESA44418
OG0001141	AT3G17590.2	EAA27449, EAA32546
OG0001142	AT5G19750.1, AT3G24570.1	EAA33195, EAA32569, EAA34618
OG0001143	AT5G65180.1, AT5G10060.1, AT3G26990.1	ESA42650
OG0001144	AT4G00450.1	ESA44213
OG0001146	AT4G38600.1, AT5G02880.1	ESA42269
OG0001147	AT5G13070.1	EAA31717
OG0001148	AT5G13550.1	EAA28274, EAA36099
OG0001150	AT5G51700.1	ESA44025
OG0001151	AT5G53770.1	EAA31314
OG0001197	AT1G14030.1, AT3G07670.1	EAA34358
OG0001197	AT1G24610.1, AT1G01920.1	EAA30456
OG0001203	AT1G10600.1, AT4G16144.1, AT1G48790.1	EAA28809
OG0001206	AT1G66580.1, AT1G26910.1, AT1G14320.1	EAA31550
OG0001207	AT2G02760.1, AT1G14400.1, AT5G62540.1	EAA33071, EAA35197
OG0001208	AT1G74560.3, AT1G18800.1	EAA31879
OG0001210	AT1G34030.1, AT4G09800.1, AT1G22780.1	EAA27558
OG0001211	AT1G27070.1	ESA42224
OG0001211	AT5G21170.2, AT2G28060.1	EAA31360
OG0001212	AT2G01280.1, AT3G09360.1, AT2G45100.1, AT1G30455.1	EAA27698
OG0001213	AT3G56490.1, AT1G31160.1	EAA27684
OG0001213	AT5G48545.1	EAA29987
OG0001215	AT1G51390.1, AT3G20970.1	EAA27966
OG0001216	AT1G65930.1, AT1G54340.1, AT5G14590.1	ESA42218
OG0001218	AT3G52880.2, AT3G09940.1, AT5G03630.1, AT3G27820.1, AT1G63940.2	EAA30605
OG0001220	ATCG00120.1, ATMG01190.1, AT2G07629.1, ATMG00690.1, ATMG00090.1, ATMG01200.1, AT2G07698.1	EAA36409
OG0001221	AT4G29160.1, AT2G19830.2	EAA31583
OG0001224	AT2G40690.1, AT5G40610.1	EAA35159
OG0001226	AT5G27850.1, AT3G05590.1, AT2G47570.1	EAA27337
OG0001227	AT5G17570.1, AT3G03500.1	EAA32686
OG0001228	AT3G63150.1, AT3G05310.1, AT5G27540.1	EAA28369
OG0001229	AT3G06680.1, AT3G06700.1	EAA28550
OG0001230	AT3G07740.4, AT4G16420.1	EAA27792
OG0001231	AT3G10050.1	ESA41942
OG0001231	AT4G11640.1	EAA32098
OG0001232	AT3G55630.3, AT5G05980.1, AT3G10160.1	EAA35573, ESA44238
OG0001232	AT5G41480.1	EAA32187
OG0001233	AT3G59280.1, AT5G61880.1	EAA31241
OG0001234	AT5G47330.1, AT5G47340.1, AT5G47350.1, AT4G17483.1, AT4G17470.1, AT4G17480.1, AT3G60340.1	EAA32566
OG0001236	AT4G19110.2, AT5G45430.1, AT4G13020.3	EAA27711
OG0001237	AT5G35620.1, AT4G18040.1	EAA35367
OG0001239	AT4G30510.1	EAA27491
OG0001240	AT4G32810.2	EDO64867
OG0001241	AT5G04270.1	EAA34883
OG0001243	AT5G42400.1	EAA32336
OG0001244	AT5G48120.1	EAA35921
OG0001245	AT5G55810.2	EAA28398
OG0001309	AT1G04400.1, AT4G08920.1	EAA35598
OG0001310	AT5G48880.2, AT1G04710.1, AT2G33150.1	EAA31284, EAA31186, EAA29476
OG0001311	AT1G56070.1, AT3G12915.2	EAA33050
OG0001311	AT5G25230.1, AT1G06220.1	EAA36467
OG0001312	AT2G47580.1, AT1G06960.1, AT2G30260.1	EAA33468, EAA35039
OG0001313	AT4G14700.1, AT4G12620.1	EAA36116
OG0001313	AT2G29680.1, AT1G07270.1	EAA35035
OG0001314	AT4G33470.1, AT1G08460.1	EAA27738
OG0001318	AT2G01070.1, AT1G72480.1, AT1G10980.1, AT1G61670.1	EAA27169
OG0001319	AT1G72330.3, AT1G17290.1, AT1G70580.1, AT1G23310.1	EAA28376
OG0001321	AT1G19320.1, AT2G24810.1, AT1G75030.1, AT1G75050.1, AT1G75040.1, AT4G11650.1, AT1G77700.1, AT2G28790.2, AT5G40020.1, AT5G02140.1, AT1G73620.1, AT1G18250.2, AT5G24620.3, AT4G38660.1, AT4G24180.3, AT4G36000.1, AT4G38670.1, AT2G17860.1, AT4G36010.1, AT1G75800.1, AT1G20030.2, AT4G18253.1	EAA35497
OG0001323	AT1G20370.1, AT1G76120.1	ESA43432
OG0001324	AT1G23900.1, AT1G60070.2	EAA32041
OG0001325	AT1G69620.1, AT3G28900.1, AT1G26880.1	EAA33882
OG0001326	AT1G28490.1	EAA32329
OG0001328	AT2G35370.1, AT1G32470.1, AT2G35120.1	EAA31434
OG0001329	AT1G33120.1, AT1G33140.1, AT4G10450.1	EAA35893
OG0001330	AT1G48605.1, AT3G18030.1	EAA31992
OG0001331	AT1G48970.1, AT2G44070.1, AT5G38640.1	EAA27509
OG0001332	AT1G51350.1	EAA27924
OG0001333	AT1G52600.1, AT3G15710.1	EAA27694
OG0001334	AT2G06990.1, AT1G59760.1	EAA27062
OG0001334	AT3G46960.1	EAA36252
OG0001336	AT1G69523.1, AT1G69526.2, AT1G69520.2	EAA31565
OG0001337	AT5G58230.1, AT2G16780.1, AT4G35050.1	EAA31758
OG0001340	AT2G31260.1	EAA30368
OG0001341	AT5G35530.1, AT3G53870.1, AT2G31610.1	EAA26938
OG0001345	AT4G34670.1, AT3G04840.1	EAA26738
OG0001346	AT3G09080.3	EAA34294
OG0001347	AT5G04510.1, AT3G10540.1	EAA26774
OG0001348	AT4G15940.1, AT3G16700.1	ESA44089
OG0001349	AT3G18430.1	ESA42479
OG0001350	AT3G27060.1, AT3G23580.1	EAA33584
OG0001351	AT3G57870.1	EAA31856
OG0001352	AT3G58560.1, AT3G58580.1	ESA42355
OG0001353	AT5G16270.1	EAA34981
OG0001353	AT5G40840.2, AT3G59550.1, AT4G05360.1, AT5G05490.1	EAA31933, EAA36054
OG0001354	AT4G25280.1, AT3G60961.1, AT3G60180.1, AT5G26667.1	ESA42098, EAA35232
OG0001356	AT4G33250.1	EAA29710
OG0001357	AT5G02280.1	EDO65306
OG0001358	AT5G03430.1	EAA34574
OG0001359	AT5G08530.1	EAA28423
OG0001360	AT5G15770.1	EAA36297
OG0001362	AT5G26360.1	EAA27391
OG0001363	AT5G48630.2, AT5G48640.1	ESA43662
OG0001364	AT5G51300.1	EAA32030
OG0001365	AT5G57280.1	EAA35697
OG0001366	AT5G67220.1	EAA27139
OG0001420	AT1G05120.2, AT1G02670.3	EAA32141
OG0001420	AT5G43530.1, AT5G22750.1	EAA29275
OG0001420	AT1G50410.1, AT3G20010.1, AT1G61140.1, AT1G11100.4, AT3G16600.1	EAA29585, EAA28286, EAA31176, EAA36535
OG0001421	AT5G27770.1, AT3G05560.1, AT1G02830.1	EAA31672
OG0001422	AT5G46160.1, AT1G17560.1	EAA33798
OG0001422	AT1G04480.1, AT3G04400.1, AT2G33370.1	EAA36351
OG0001424	AT1G23465.1, AT1G29960.1, AT1G53530.1	ESA42619
OG0001425	AT1G07140.1, AT5G58590.1, AT2G30060.1	ESA43378, EAA31641
OG0001426	AT4G35785.2, AT1G07350.1	ESA42656
OG0001428	AT1G08130.1, AT1G49250.1	EAA27885
OG0001428	AT1G66730.1	EAA29709
OG0001429	AT1G09010.1	ESA41815, EAA35570
OG0001435	AT3G54760.1, AT5G02950.1, AT3G09670.1, AT2G04137.1	EDO64997
OG0001436	AT2G03550.1, AT1G19190.1, AT3G48700.1, AT3G48690.1, AT1G49660.1, AT1G49650.1, AT1G49640.1, AT1G47480.1, AT3G63010.1, AT3G05120.1, AT5G27320.1, AT5G23530.1, AT5G62180.1, AT2G45610.1, AT2G45600.1, AT5G06570.3, AT5G16080.1, AT1G68620.1	EAA31400, EAA29215, EAA29516, EAA31110
OG0001437	AT1G75630.2, AT4G38920.1, AT2G16510.1, AT4G34720.1, AT1G19910.1	EAA36571, EAA32182
OG0001438	AT2G21380.1, AT4G39050.1, AT1G21730.1	EAA34815
OG0001439	AT3G62510.2, AT1G77510.1, AT1G21750.1	EAA29931
OG0001440	AT5G33320.1, AT3G01550.1, AT5G46110.4, AT5G17630.1, AT5G54800.1, AT1G61800.2, AT4G03950.1, AT1G43310.1, AT1G77610.1, AT1G21870.1	EAA34208
OG0001441	AT1G70730.3, AT1G23190.1, AT5G51820.1	EAA34468
OG0001444	AT1G27470.1, AT4G07410.1	EAA36554
OG0001445	AT1G29800.1, AT3G43230.1	EAA32819, EAA30636, EAA28291
OG0001447	AT1G36180.1, AT1G36160.1	EAA33781
OG0001448	AT1G37150.9, AT2G25710.1	EAA31242
OG0001452	AT5G35160.2, AT1G55130.1, AT3G13772.1, AT2G24170.1, AT5G10840.1, AT5G25100.2	EAA33172, EAA33252
OG0001454	AT3G13682.1, AT1G62830.1, AT3G10390.3	EAA29656
OG0001455	AT5G65620.2, AT5G10540.1, AT1G67690.1	EAA33124
OG0001456	AT5G40370.2, AT5G63030.1, AT2G20270.2, AT4G28730.1, AT1G77370.2, AT5G20500.1	EAA32349
OG0001459	AT2G04845.1	EAA31871
OG0001460	AT2G43810.1, AT3G59810.1	EDO64904
OG0001460	AT4G30220.2, AT2G14285.1	EAA27289
OG0001461	AT2G19080.1	EAA35513
OG0001463	AT3G11510.1, AT2G36160.1, AT3G52580.1	EAA33715
OG0001465	AT3G55590.1, AT2G39770.1, AT4G30570.1	EAA29575
OG0001467	AT4G10680.1, AT3G29380.1, AT3G57370.1, AT2G41630.1, AT3G10330.1	ESA43022
OG0001469	AT3G06200.1, AT3G57550.2, AT2G41880.5	EAA33326
OG0001470	AT2G42390.1, AT5G56360.1	EAA31332
OG0001471	AT2G45000.1	EAA35228
OG0001473	AT3G05350.1, AT4G36760.2	EAA28000
OG0001474	AT3G16785.4, AT3G05630.1	EAA33140, EDO64986, EAA28358
OG0001475	AT4G15880.1, AT3G06910.1, AT4G00690.1	EAA34241
OG0001476	AT4G13170.1, AT5G48760.1, AT3G07110.2, AT3G24830.1	ESA42522
OG0001477	AT5G05700.1, AT3G11240.1	EAA27245
OG0001478	AT3G12260.1	EAA28068
OG0001480	AT3G18524.1	EAA28946, EAA30407
OG0001481	AT3G24090.1	EAA28758
OG0001482	AT5G41110.1, AT3G26890.1	ESA42851
OG0001483	AT5G48600.2	EAA29331
OG0001485	AT3G46560.1	EAA27347
OG0001486	AT3G47340.1, AT5G65010.2, AT5G10240.1	EAA31713
OG0001487	AT3G48540.1	EAA31684
OG0001488	AT3G52570.1, AT4G10030.1	EAA26606
OG0001489	AT4G01395.1	EDO65277
OG0001490	AT4G08960.1	EAA35186, EAA31200
OG0001491	AT4G16440.1	EAA36068
OG0001492	AT4G20440.1, AT5G44500.1	EAA36403
OG0001493	AT5G52490.1, AT5G52470.1, AT4G25630.1	EAA32242
OG0001495	AT4G36720.1	EAA31781
OG0001496	AT5G06140.1	EAA32057
OG0001497	AT5G15170.1	EAA33143
OG0001499	AT5G18110.1	EAA29529
OG0001501	AT5G59140.1	ESA43508
OG0001502	AT5G63860.1	EAA36151, EAA31239
OG0001573	AT3G01900.1, AT3G48520.1, AT5G63450.2, AT2G27690.1, AT1G34540.1, AT3G56630.1, AT2G44890.1, AT1G69500.1	EAA28836
OG0001573	AT1G13140.1, AT1G13150.1, AT3G26125.1, AT1G24540.1, AT5G08250.2, AT5G23190.1, AT5G58860.1, AT1G63710.1, AT4G00360.1, AT1G01600.1, AT2G45970.1	EAA28794
OG0001574	AT3G62560.1, AT1G02620.1, AT4G02080.1, AT1G56330.1, AT1G09180.1	EDO65417
OG0001576	AT1G03060.1, AT4G02660.2	EAA36575
OG0001578	AT2G32410.1, AT1G05180.1	ESA42985
OG0001579	AT3G28922.1, AT3G29090.1, AT5G07420.1, AT5G07430.1, AT5G07410.1, AT1G69940.1, AT5G61680.1, AT2G21610.2, AT3G17060.1, AT5G26810.1, AT2G47280.1, AT2G19150.1, AT3G24130.1, AT5G18990.1, AT2G36700.1, AT2G36710.1, AT1G05310.1, AT5G19730.1, AT5G47500.1, AT5G55590.1	ESA42290
OG0001580	AT3G03180.3, AT5G01430.1, AT3G49420.1, AT1G05785.6	EAA32998
OG0001583	AT4G27565.1	ESA42201, EAA27252, EAA29718
OG0001583	AT1G16980.1, AT1G78580.1, AT4G27550.1, AT1G70290.1, AT1G23870.1, AT1G60140.1, AT2G18700.1, AT1G06410.1, AT4G17770.1, AT1G68020.2	EAA27113, EAA35713
OG0001584	AT1G06470.1	EAA34631
OG0001585	AT1G06590.1	EAA35091
OG0001586	AT2G20060.1, AT1G07320.1	ESA42616
OG0001588	AT1G07615.1	EAA32837
OG0001591	AT1G77860.2, AT1G52580.1, AT2G29050.1, AT3G53780.2, AT4G23070.1, AT1G12750.1, AT5G07250.1, AT1G63120.1	EAA32155
OG0001592	AT1G18080.1, AT1G48630.1, AT3G18130.1	EAA30834
OG0001593	AT1G20350.1, AT2G37410.1, AT5G11690.1	EAA30931
OG0001595	AT1G21710.1	EAA34809
OG0001597	AT1G27060.1, AT5G60870.2, AT5G48330.1	EAA27552
OG0001598	AT1G30970.3	EAA30771
OG0001599	AT3G19040.2, AT1G32750.1	EAA36451
OG0001601	AT1G54220.1, AT3G13930.1	EAA33550
OG0001603	AT5G16130.1, AT3G02560.1, AT1G48830.1	EAA28493
OG0001604	AT1G49980.1	ESA41939
OG0001605	AT1G51450.1	EAA33397
OG0001606	AT3G53910.1	ESA43202
OG0001606	AT3G47520.1, AT2G22780.1, AT5G09660.4, AT1G53240.1, AT3G15020.1	EAA29172
OG0001608	AT1G55250.1, AT2G44950.1	ESA43429
OG0001609	AT1G63855.4	EAA30988
OG0001610	AT1G67140.2	EAA29785
OG0001612	AT2G04650.1, AT1G74910.1	EAA29545
OG0001613	AT1G76150.1	EAA32803
OG0001615	AT1G79985.1	EAA30702
OG0001618	AT4G29510.1, AT2G19670.1	EAA27639, EAA34674
OG0001619	AT4G29410.1, AT2G19730.1	EAA33690
OG0001620	AT4G29390.1, AT2G19750.1, AT5G56670.1	ESA41925, ESA43783
OG0001621	AT4G29130.1, AT2G19860.1, AT4G37840.1	EAA31127, EAA33400, ESA43907
OG0001623	AT2G32850.2	EAA33682
OG0001624	AT5G03030.2, AT3G09700.1, AT2G35795.1	EAA27149
OG0001625	AT2G37270.1, AT3G11940.1	EAA33994
OG0001626	AT2G39340.1	EAA33100
OG0001627	AT2G41700.1	EAA28400
OG0001629	AT3G04460.2	EAA32773
OG0001630	AT5G28060.1, AT3G04920.1	EAA28171
OG0001631	AT3G06460.1, AT3G06470.1	EAA29768, EAA31773
OG0001632	AT3G10370.1	EAA34209
OG0001633	AT3G12050.1	EAA26847
OG0001635	AT3G16840.2	EAA28420
OG0001636	AT3G23390.1, AT4G14320.2	EAA35304
OG0001637	AT5G64830.1	EAA29711
OG0001638	AT4G16660.2	EAA33973
OG0001640	AT4G32360.1	EAA33439
OG0001642	AT5G01310.1	EAA32506
OG0001643	AT5G04670.1	EAA31357
OG0001646	AT5G46030.1	EAA26733
OG0001715	AT1G01940.1	EDO64970
OG0001715	AT2G36130.1	EAA35503
OG0001717	AT1G02880.6, AT2G44750.2	EAA30156
OG0001718	AT4G02860.1, AT1G03210.2, AT4G02850.1	EDO65041
OG0001722	AT1G09300.1	EAA28656
OG0001722	AT4G29490.1	ESA43463, ESA43290
OG0001723	AT1G09590.1, AT1G09690.1, AT1G57660.1, AT1G57860.1	EAA34996
OG0001724	AT1G12840.1	EAA29386
OG0001725	AT4G01100.2	EAA27338
OG0001725	AT4G32400.1, AT1G14560.1, AT4G26180.1	EAA33303
OG0001728	AT1G17280.4, AT5G50430.1	EAA31318
OG0001729	AT1G17980.1	EAA29775
OG0001730	AT1G18550.1	EAA30770
OG0001731	AT2G47620.1, AT2G33610.1, AT1G21700.1	EAA33437
OG0001733	AT1G56050.1, AT1G30580.1	EAA35430
OG0001734	AT1G31600.1	EAA29230
OG0001736	AT4G09640.1, AT1G34470.1, AT1G71900.2, AT4G13800.10, AT3G23870.1, AT4G38730.1, AT2G21120.1, AT5G11960.1	ESA43398
OG0001737	AT3G54050.1, AT5G64380.1, AT1G43670.1	EAA31187
OG0001738	AT5G26220.1, AT4G31290.1, AT1G44790.1	EAA35886
OG0001743	AT1G55090.1	ESA42395
OG0001744	AT1G55520.1, AT3G13445.1	EAA30983
OG0001745	AT1G56090.2	EAA34426
OG0001746	AT1G79550.1, AT1G56190.1, AT3G12780.1	EAA33194
OG0001747	AT1G60620.1, AT1G60850.1	EAA36428
OG0001748	AT1G64200.1, AT4G11150.1, AT3G08560.1	ESA43772
OG0001750	AT5G47690.3, AT1G77600.3	EAA27452
OG0001752	AT4G33650.2, AT2G14120.3	EAA31626, EAA34832
OG0001753	AT2G27760.1	EAA29598
OG0001757	AT2G41450.1, AT4G03130.2	EAA28327
OG0001758	AT3G47800.1, AT3G01260.1, AT5G15140.1, AT3G17940.1	EAA33930, EAA34001, EAA29708
OG0001759	AT5G15810.1, AT3G02320.1	EAA33134
OG0001760	AT5G18280.1, AT3G04080.1	EAA32253
OG0001761	AT3G05210.1	EAA31095
OG0001763	AT3G14890.1	EAA30326
OG0001764	AT3G16170.1	EAA34865
OG0001765	AT3G22290.1	EAA31847
OG0001766	AT3G26570.1	ESA41860
OG0001767	AT3G27700.1	EAA33049
OG0001768	AT3G46970.1, AT3G29320.1	EAA32930
OG0001769	AT5G14040.1, AT3G48850.1	ESA43769
OG0001770	AT3G49601.1	EAA27902
OG0001771	AT3G50860.1	EAA33980
OG0001772	AT3G54860.2	EAA29657
OG0001773	AT3G58730.1	EAA33469
OG0001774	AT3G62580.1	EAA27152
OG0001775	AT5G59470.1, AT4G07390.1	EAA36030
OG0001776	AT4G08320.2	EDO65234
OG0001777	AT4G22960.1, AT4G11860.1	EAA27209
OG0001778	AT5G47430.6, AT4G17410.2	EAA31662
OG0001780	AT4G24940.1, AT5G50680.1, AT5G50580.2	ESA43421
OG0001782	AT4G33760.1	EAA36480
OG0001783	AT4G35800.1	EAA34861
OG0001783	AT5G60040.2	EAA27335
OG0001785	AT5G43920.1, AT5G08560.1	EAA31627
OG0001786	AT5G64070.1, AT5G09350.1	EDO65106
OG0001790	AT5G44450.2	EAA31785
OG0001792	AT5G57120.1	EAA28426
OG0001793	AT5G57565.4, AT5G57630.1	EAA34556
OG0001794	AT5G63060.1	ESA41826
OG0001869	AT1G02100.1	EAA33427
OG0001870	AT1G03150.1	EAA31518
OG0001876	AT1G74270.1, AT1G07070.1, AT1G41880.1, AT3G55750.1	EAA29082
OG0001877	AT1G27970.2, AT1G27310.1, AT1G11570.3	EAA31056
OG0001878	AT1G11650.2, AT5G54900.1, AT4G27000.1, AT5G19350.1, AT3G19130.1, AT1G49600.2, AT1G47490.1, AT1G47500.1	EAA35688
OG0001879	AT1G12780.1, AT1G63180.1, AT1G64440.1, AT4G23920.1, AT4G10960.1	EAA28283
OG0001879	AT3G28530.1	EAA27395
OG0001880	AT3G26618.1, AT1G12920.1, AT5G47880.1	EAA28060
OG0001881	AT1G79450.1, AT1G16360.2, AT1G54320.1, AT3G12740.1, AT5G46150.1	EAA32295
OG0001883	AT1G18090.1, AT1G29630.2	EAA30315
OG0001886	AT4G38510.5, AT1G76030.1, AT1G20260.1	EAA33929
OG0001889	AT2G21880.1, AT4G09720.3, AT1G22740.1, AT1G49300.1, AT3G18820.1, AT1G52280.1, AT3G16100.1	EAA32251
OG0001892	AT1G80050.1, AT5G11160.1, AT1G27450.3, AT4G12440.2, AT4G22570.1	EAA34491
OG0001894	AT1G29965.1, AT1G29970.2, AT2G34480.2, AT3G14600.1	ESA44130
OG0001895	AT5G19510.1, AT5G12110.1, AT1G30230.2, AT2G18110.1	EAA30389
OG0001897	AT5G44720.1, AT1G30910.1	EDO64916, ESA42859
OG0001898	AT1G32340.1	EAA32259
OG0001899	AT4G09670.1, AT1G34200.1, AT1G66130.1	EAA31109, EAA27674
OG0001900	AT1G77760.1, AT1G37130.1	EAA32833
OG0001900	AT3G01910.1	ESA41848
OG0001901	AT3G19670.1, AT1G44910.1	EAA34634
OG0001902	AT5G42990.1, AT1G45050.1, AT1G75440.1, AT4G36410.1	EAA29658
OG0001903	AT1G45233.2, AT5G42920.2	EAA36103
OG0001904	AT5G25170.1, AT2G25190.1, AT1G80690.2, AT5G47310.1, AT4G17486.1, AT1G47740.1	EAA35429
OG0001905	AT1G49540.2	EAA31900
OG0001906	AT3G19170.1, AT1G49630.1	EAA31514
OG0001907	AT1G50480.1	ESA42228
OG0001908	AT5G07440.1, AT5G18170.1, AT3G03910.1, AT1G51720.1	EAA32325
OG0001910	AT1G55325.2	EAA28365
OG0001911	AT1G55750.1, AT3G61420.1	EAA34010
OG0001912	AT1G55900.1	EAA36389
OG0001913	AT1G65040.2, AT3G16090.1	EAA29940
OG0001914	AT5G36280.1, AT5G47630.1, AT1G65290.1, AT2G44620.1	EAA26699
OG0001915	AT1G68000.1, AT4G38570.1	EAA29900
OG0001916	AT1G76050.2, AT5G51140.2	ESA42211
OG0001917	ATCG00905.1, ATCG01230.1, ATMG00980.1, AT2G07675.1, ATCG00065.1	EAA33013
OG0001918	AT5G66760.1, AT2G18450.1	EDO65095
OG0001919	AT3G16320.1, AT2G20000.1	EAA27362, EAA35971
OG0001921	AT5G06460.1, AT2G30110.1	EAA26907
OG0001922	AT4G15000.1, AT3G22230.1, AT2G32220.1	EAA27375
OG0001923	AT2G32260.1	EAA27317
OG0001924	AT2G34050.1	EAA34986
OG0001926	AT2G39740.1	ESA42964
OG0001926	AT2G45620.1	EAA34854
OG0001927	AT4G20100.1, AT2G41050.1, AT4G36850.1	EAA29903, EAA28535
OG0001928	AT3G59990.1, AT2G44180.1	EAA31716
OG0001929	AT2G46560.1	ESA43653
OG0001930	AT4G22220.1, AT4G04080.1, AT3G01020.1	EAA30802
OG0001931	AT3G06810.1	EAA32311
OG0001932	AT4G18360.1, AT3G14415.2, AT3G14420.1, AT3G14150.1, AT3G14130.1	EDO65219, EAA28754, EAA32664, EAA26743
OG0001933	AT5G54310.1, AT3G17660.2	EAA28293
OG0001935	AT3G19210.1	EAA30234
OG0001936	AT3G21660.2, AT4G04210.1, AT4G22150.1, AT4G15410.1	EAA32476
OG0001937	AT5G63840.2, AT3G23640.3	EAA31927
OG0001938	AT3G24350.2, AT5G05760.1	EAA36302
OG0001939	AT3G55380.2, AT5G59300.1, AT3G46460.1	EAA32114, EAA32882, EAA32318
OG0001940	AT3G50670.1	EAA29825
OG0001941	AT3G52090.2	ESA42468
OG0001944	AT3G55070.1	EAA29792
OG0001945	AT3G56450.1, AT3G56190.1	EAA27644
OG0001947	AT3G57150.1	EAA31591
OG0001948	AT4G03020.1	EAA35274
OG0001949	AT4G03240.1	EAA28958
OG0001950	AT5G20160.2, AT4G22380.1, AT4G12600.2	EAA32181
OG0001951	AT4G13430.1	EAA28226
OG0001952	AT4G17510.1	ESA42897
OG0001953	AT4G34310.1	EAA30651, EDO65138
OG0001954	AT4G39820.2	ESA42929
OG0001955	AT5G01230.1	EAA28419
OG0001956	AT5G10920.1	EAA30418
OG0001957	AT5G13240.3	EAA29604
OG0001960	AT5G55190.1, AT5G20020.1, AT5G20010.1	ESA44396
OG0001961	AT5G22010.1	EAA34303
OG0001962	AT5G35080.1	EAA34179
OG0001963	AT5G41360.1, AT5G41370.1	EAA28093
OG0001964	AT5G43280.1	EAA31644
OG0001965	AT5G52580.2	EAA31505
OG0002047	AT3G03300.1, AT5G20320.1, AT3G43920.2, AT1G01040.2	EAA32662, EAA34302
OG0002048	AT1G01090.1, AT1G59900.1, AT1G24180.1	EAA27886
OG0002049	AT1G02080.1	EAA31063
OG0002050	AT5G46400.1, AT1G04080.3	EDO65276
