Orthogroup	arabidopsis	yeast
OG0001309	AT1G04400.1, AT4G08920.1	YOR386W_mRNA
OG0001310	AT5G48880.2, AT1G04710.1, AT2G33150.1	YIL160C_mRNA
OG0001311	AT1G56070.1, AT3G12915.2	YOR133W_mRNA, YDR385W_mRNA
OG0001311	AT5G25230.1, AT1G06220.1	YKL173W_mRNA
OG0001312	AT2G47580.1, AT1G06960.1, AT2G30260.1	YIR009W_mRNA
OG0001313	AT4G14700.1, AT4G12620.1	YLR442C_mRNA, YML065W_mRNA
OG0001313	AT2G29680.1, AT1G07270.1	YJL194W_mRNA
OG0001314	AT4G33470.1, AT1G08460.1	YNL021W_mRNA
OG0001318	AT2G01070.1, AT1G72480.1, AT1G10980.1, AT1G61670.1	YHL017W_mRNA, YKL039W_mRNA
OG0001319	AT1G72330.3, AT1G17290.1, AT1G70580.1, AT1G23310.1	YDR111C_mRNA, YLR089C_mRNA
OG0001323	AT1G20370.1, AT1G76120.1	YPL212C_mRNA, YGL063W_mRNA
OG0001324	AT1G23900.1, AT1G60070.2	YPR029C_mRNA
OG0001325	AT1G69620.1, AT3G28900.1, AT1G26880.1	YIL052C_mRNA, YER056C-A_mRNA
OG0001326	AT1G28490.1	YDR468C_mRNA
OG0001328	AT2G35370.1, AT1G32470.1, AT2G35120.1	YAL044C_mRNA
OG0001329	AT1G33120.1, AT1G33140.1, AT4G10450.1	YGL147C_mRNA, YNL067W_mRNA
OG0001330	AT1G48605.1, AT3G18030.1	YKL088W_mRNA
OG0001331	AT1G48970.1, AT2G44070.1, AT5G38640.1	YGR083C_mRNA
OG0001333	AT1G52600.1, AT3G15710.1	YIR022W_mRNA
OG0001334	AT2G06990.1, AT1G59760.1	YJL050W_mRNA
OG0001334	AT3G46960.1	YLR398C_mRNA
OG0001337	AT5G58230.1, AT2G16780.1, AT4G35050.1	YEL056W_mRNA
OG0001340	AT2G31260.1	YDL149W_mRNA
OG0001341	AT5G35530.1, AT3G53870.1, AT2G31610.1	YNL178W_mRNA
OG0001342	AT2G41000.2, AT4G10130.1	YJR097W_mRNA
OG0001343	AT2G45500.5	YPL074W_mRNA
OG0001345	AT4G34670.1, AT3G04840.1	YLR441C_mRNA, YML063W_mRNA
OG0001347	AT5G04510.1, AT3G10540.1	YOL100W_mRNA, YDR490C_mRNA
OG0001348	AT4G15940.1, AT3G16700.1	YNL168C_mRNA
OG0001349	AT3G18430.1	YKL190W_mRNA
OG0001350	AT3G27060.1, AT3G23580.1	YJL026W_mRNA, YGR180C_mRNA
OG0001351	AT3G57870.1	YDL064W_mRNA
OG0001352	AT3G58560.1, AT3G58580.1	YAL021C_mRNA
OG0001353	AT5G40840.2, AT3G59550.1, AT4G05360.1, AT5G05490.1	YDL003W_mRNA
OG0001354	AT4G25280.1, AT3G60961.1, AT3G60180.1, AT5G26667.1	YKL024C_mRNA
OG0001357	AT5G02280.1	YDR246W_mRNA
OG0001358	AT5G03430.1	YDL045C_mRNA
OG0001360	AT5G15770.1	YFL017C_mRNA
OG0001362	AT5G26360.1	YJL014W_mRNA
OG0001363	AT5G48630.2, AT5G48640.1	YNL025C_mRNA
OG0001364	AT5G51300.1	YLR116W_mRNA
OG0001365	AT5G57280.1	YCR047C_mRNA
OG0001366	AT5G67220.1	YML080W_mRNA
OG0001420	AT1G05120.2, AT1G02670.3	YBR114W_mRNA
OG0001420	AT5G43530.1, AT5G22750.1	YLR032W_mRNA
OG0001420	AT1G50410.1, AT3G20010.1, AT1G61140.1, AT1G11100.4, AT3G16600.1	YOR191W_mRNA
OG0001421	AT5G27770.1, AT3G05560.1, AT1G02830.1	YLR061W_mRNA, YFL034C-A_mRNA
OG0001422	AT5G46160.1, AT1G17560.1	YKL170W_mRNA
OG0001422	AT1G04480.1, AT3G04400.1, AT2G33370.1	YER117W_mRNA, YBL087C_mRNA
OG0001424	AT1G23465.1, AT1G29960.1, AT1G53530.1	YMR150C_mRNA
OG0001425	AT1G07140.1, AT5G58590.1, AT2G30060.1	YDR002W_mRNA
OG0001428	AT1G08130.1, AT1G49250.1	YDL164C_mRNA
OG0001432	AT5G26210.1, AT5G20510.1, AT3G42790.1, AT2G02470.1, AT1G14510.1, AT5G05610.1, AT3G11200.1, AT4G04260.2, AT4G22140.1, AT4G39100.1	YPL138C_mRNA
OG0001435	AT5G02950.1, AT3G09670.1, AT2G04137.1	YLR455W_mRNA
OG0001437	AT1G75630.2, AT4G38920.1, AT2G16510.1, AT4G34720.1, AT1G19910.1	YPL234C_mRNA, YEL027W_mRNA
OG0001438	AT2G21380.1, AT4G39050.1, AT1G21730.1	YPL155C_mRNA
OG0001439	AT3G62510.2, AT1G77510.1, AT1G21750.1	YCL043C_mRNA, YDR518W_mRNA
OG0001440	AT5G33320.1, AT3G01550.1, AT5G46110.4, AT5G17630.1, AT5G54800.1, AT1G61800.2, AT4G03950.1, AT1G43310.1, AT1G77610.1, AT1G21870.1	YOR307C_mRNA, YJL193W_mRNA
OG0001441	AT1G70730.3, AT1G23190.1, AT5G51820.1	YKL127W_mRNA, YMR105C_mRNA
OG0001444	AT1G27470.1, AT4G07410.1	YDR324C_mRNA
OG0001445	AT1G29800.1, AT3G43230.1	YFR024C-A_mRNA, YHR016C_mRNA
OG0001447	AT1G36180.1, AT1G36160.1	YMR207C_mRNA, YNR016C_mRNA
OG0001448	AT1G37150.9, AT2G25710.1	YDL141W_mRNA
OG0001451	AT3G15970.1, AT1G52380.1	YIL063C_mRNA
OG0001452	AT5G35160.2, AT1G55130.1, AT3G13772.1, AT2G24170.1, AT5G10840.1, AT5G25100.2	YDR107C_mRNA, YLR083C_mRNA
OG0001453	AT5G57870.1, AT4G30680.1, AT2G24050.1, AT1G62410.1	YGL049C_mRNA
OG0001455	AT5G65620.2, AT5G10540.1, AT1G67690.1	YCL057W_mRNA
OG0001456	AT5G40370.2, AT5G63030.1, AT2G20270.2, AT4G28730.1, AT1G77370.2, AT5G20500.1	YDR513W_mRNA, YCL035C_mRNA
OG0001460	AT2G43810.1, AT3G59810.1	YDR378C_mRNA
OG0001460	AT4G30220.2, AT2G14285.1	YPR182W_mRNA
OG0001463	AT3G11510.1, AT2G36160.1, AT3G52580.1	YJL191W_mRNA, YCR031C_mRNA
OG0001465	AT3G55590.1, AT2G39770.1, AT4G30570.1	YDL055C_mRNA
OG0001467	AT4G10680.1, AT3G29380.1, AT3G57370.1, AT2G41630.1, AT3G10330.1	YPR086W_mRNA
OG0001469	AT3G06200.1, AT3G57550.2, AT2G41880.5	YDR454C_mRNA
OG0001470	AT2G42390.1, AT5G56360.1	YDR221W_mRNA
OG0001471	AT2G45000.1	YJL041W_mRNA
OG0001473	AT3G05350.1, AT4G36760.2	YLL029W_mRNA
OG0001474	AT3G16785.4, AT3G05630.1	YKR031C_mRNA
OG0001475	AT4G15880.1, AT3G06910.1, AT4G00690.1	YPL020C_mRNA
OG0001476	AT4G13170.1, AT5G48760.1, AT3G07110.2, AT3G24830.1	YNL069C_mRNA, YIL133C_mRNA
OG0001477	AT5G05700.1, AT3G11240.1	YGL017W_mRNA
OG0001480	AT3G18524.1	YHR120W_mRNA, YOL090W_mRNA
OG0001481	AT3G24090.1	YMR085W_mRNA, YKL104C_mRNA
OG0001483	AT5G48600.2	YLR086W_mRNA
OG0001485	AT3G46560.1	YEL020W-A_mRNA
OG0001486	AT3G47340.1, AT5G65010.2, AT5G10240.1	YGR124W_mRNA, YPR145W_mRNA
OG0001487	AT3G48540.1	YHR144C_mRNA
OG0001488	AT3G52570.1, AT4G10030.1	YGR031W_mRNA, YGR015C_mRNA
OG0001489	AT4G01395.1	YPR105C_mRNA
OG0001490	AT4G08960.1	YPL152W_mRNA, YIL153W_mRNA
OG0001491	AT4G16440.1	YNL240C_mRNA
OG0001492	AT4G20440.1, AT5G44500.1	YER029C_mRNA
OG0001493	AT5G52490.1, AT5G52470.1, AT4G25630.1	YDL014W_mRNA
OG0001495	AT4G36720.1	YPR028W_mRNA
OG0001496	AT5G06140.1	YKR078W_mRNA, YOR069W_mRNA
OG0001497	AT5G15170.1	YBR223C_mRNA
OG0001498	AT5G17380.1	YEL020C_mRNA
OG0001501	AT5G59140.1	YPL046C_mRNA
OG0001502	AT5G63860.1	YGL097W_mRNA
OG0001574	AT3G62560.1, AT1G02620.1, AT4G02080.1, AT1G56330.1, AT1G09180.1	YPL218W_mRNA
OG0001576	AT1G03060.1, AT4G02660.2	YCR032W_mRNA
OG0001578	AT3G25880.2	YPL003W_mRNA
OG0001580	AT3G03180.3, AT5G01430.1, AT3G49420.1, AT1G05785.6	YMR292W_mRNA
OG0001583	AT4G27565.1	YBR126C_mRNA
OG0001583	AT1G16980.1, AT1G78580.1, AT4G27550.1, AT1G70290.1, AT1G23870.1, AT1G60140.1, AT2G18700.1, AT1G06410.1, AT4G17770.1, AT1G68020.2	YDR074W_mRNA, YML100W_mRNA, YMR261C_mRNA
OG0001584	AT1G06470.1	YML038C_mRNA
OG0001586	AT2G20060.1, AT1G07320.1	YML025C_mRNA
OG0001588	AT1G07615.1	YHR168W_mRNA
OG0001592	AT1G18080.1, AT1G48630.1, AT3G18130.1	YMR116C_mRNA, YPR178W_mRNA
OG0001593	AT1G20350.1, AT2G37410.1, AT5G11690.1	YJL143W_mRNA
OG0001594	AT1G20760.1, AT1G21630.2	YIR006C_mRNA
OG0001595	AT1G21710.1	YML060W_mRNA
OG0001599	AT3G19040.2, AT1G32750.1	YGR274C_mRNA
OG0001601	AT1G54220.1, AT3G13930.1	YNL071W_mRNA
OG0001603	AT5G16130.1, AT3G02560.1, AT1G48830.1	YNL096C_mRNA, YOR096W_mRNA
OG0001605	AT1G51450.1	YLR015W_mRNA
OG0001606	AT3G53910.1	YDL078C_mRNA, YOL126C_mRNA
OG0001606	AT3G47520.1, AT2G22780.1, AT5G09660.4, AT1G53240.1, AT3G15020.1	YKL085W_mRNA
OG0001608	AT1G55250.1, AT2G44950.1	YDL074C_mRNA
OG0001609	AT1G63855.4	YLR285W_mRNA
OG0001610	AT1G67140.2	YJL207C_mRNA
OG0001613	AT1G76150.1	YKR009C_mRNA
OG0001615	AT1G79985.1	YJL004C_mRNA
OG0001618	AT4G29510.1, AT2G19670.1	YBR034C_mRNA
OG0001620	AT4G29390.1, AT2G19750.1, AT5G56670.1	YLR287C-A_mRNA, YOR182C_mRNA
OG0001621	AT4G29130.1, AT2G19860.1, AT4G37840.1	YGL253W_mRNA, YFR053C_mRNA
OG0001623	AT2G32850.2	YBR059C_mRNA, YIL095W_mRNA, YNL020C_mRNA
OG0001624	AT5G03030.2, AT3G09700.1, AT2G35795.1	YLR008C_mRNA
OG0001625	AT2G37270.1, AT3G11940.1	YJR123W_mRNA
OG0001626	AT2G39340.1	YPR045C_mRNA
OG0001629	AT3G04460.2	YMR026C_mRNA
OG0001630	AT5G28060.1, AT3G04920.1	YER074W_mRNA, YIL069C_mRNA
OG0001631	AT3G06460.1, AT3G06470.1	YLR372W_mRNA, YJL196C_mRNA, YCR034W_mRNA
OG0001632	AT3G10370.1	YIL155C_mRNA
OG0001633	AT3G12050.1	YNL281W_mRNA, YDR214W_mRNA
OG0001635	AT3G16840.2	YBR142W_mRNA
OG0001636	AT3G23390.1, AT4G14320.2	YNL162W_mRNA, YHR141C_mRNA
OG0001637	AT5G64830.1	YOL022C_mRNA
OG0001638	AT4G16660.2	YKL073W_mRNA
OG0001640	AT4G32360.1	YDR376W_mRNA
OG0001642	AT5G01310.1	YOR258W_mRNA
OG0001643	AT5G04670.1	YFL024C_mRNA
OG0001646	AT5G46030.1	YKL160W_mRNA
OG0001717	AT1G02880.6, AT2G44750.2	YOR143C_mRNA
OG0001718	AT4G02860.1, AT1G03210.2, AT4G02850.1	YHR029C_mRNA
OG0001722	AT1G09300.1	YER078C_mRNA
OG0001722	AT4G29490.1	YFR006W_mRNA
OG0001723	AT1G09590.1, AT1G09690.1, AT1G57660.1, AT1G57860.1	YPL079W_mRNA, YBR191W_mRNA
OG0001724	AT1G12840.1	YKL080W_mRNA
OG0001725	AT4G01100.2	YPR011C_mRNA
OG0001725	AT4G32400.1, AT1G14560.1, AT4G26180.1	YHR002W_mRNA
OG0001728	AT1G17280.4, AT5G50430.1	YER100W_mRNA
OG0001729	AT1G17980.1	YKR002W_mRNA
OG0001730	AT1G18550.1	YGL216W_mRNA
OG0001731	AT2G47620.1, AT2G33610.1, AT1G21700.1	YFR037C_mRNA, YJL176C_mRNA
OG0001733	AT1G56050.1, AT1G30580.1	YHL014C_mRNA, YBR025C_mRNA
OG0001734	AT1G36310.1	YML014W_mRNA
OG0001737	AT3G54050.1, AT5G64380.1, AT1G43670.1	YLR377C_mRNA
OG0001738	AT5G26220.1, AT4G31290.1, AT1G44790.1	YER163C_mRNA
OG0001743	AT1G55090.1	YHR074W_mRNA
OG0001744	AT1G55520.1, AT3G13445.1	YER148W_mRNA
OG0001745	AT1G56090.2	YOR035C_mRNA
OG0001746	AT1G79550.1, AT1G56190.1, AT3G12780.1	YCR012W_mRNA
OG0001747	AT1G60620.1, AT1G60850.1	YPR110C_mRNA
OG0001748	AT1G64200.1, AT4G11150.1, AT3G08560.1	YOR332W_mRNA
OG0001750	AT5G47690.3, AT1G77600.3	YMR076C_mRNA
OG0001752	AT4G33650.2, AT2G14120.3	YKR001C_mRNA, YLL001W_mRNA
OG0001753	AT2G27760.1	YOR274W_mRNA
OG0001758	AT3G47800.1, AT3G01260.1, AT5G15140.1, AT3G17940.1	YHR210C_mRNA, YNR071C_mRNA
OG0001759	AT5G15810.1, AT3G02320.1	YDR120C_mRNA
OG0001760	AT5G18280.1, AT3G04080.1	YEL042W_mRNA
OG0001761	AT3G05210.1	YML095C_mRNA
OG0001763	AT3G14890.1	YMR156C_mRNA
OG0001765	AT3G22290.1	YML067C_mRNA
OG0001766	AT3G26570.1	YBR296C_mRNA
OG0001768	AT3G46970.1, AT3G29320.1	YPR160W_mRNA
OG0001769	AT5G14040.1, AT3G48850.1	YER053C_mRNA
OG0001770	AT3G49601.1	YDR482C_mRNA
OG0001771	AT3G50860.1	YJL024C_mRNA
OG0001772	AT3G54860.2	YLR396C_mRNA
OG0001773	AT3G58730.1	YEL051W_mRNA
OG0001774	AT3G62580.1	YPR098C_mRNA
OG0001776	AT4G08320.2	YOR007C_mRNA
OG0001777	AT4G22960.1, AT4G11860.1	YGL082W_mRNA, YPL191C_mRNA
OG0001778	AT5G47430.6, AT4G17410.2	YKL059C_mRNA
OG0001779	AT4G17650.1	YOL008W_mRNA
OG0001780	AT4G24940.1, AT5G50680.1, AT5G50580.2	YPR180W_mRNA
OG0001782	AT4G33760.1	YPL104W_mRNA
OG0001783	AT4G35800.1	YDL140C_mRNA
OG0001783	AT5G60040.2	YOR116C_mRNA
OG0001785	AT5G43920.1, AT5G08560.1	YCL039W_mRNA
OG0001786	AT5G64070.1, AT5G09350.1	YNL267W_mRNA
OG0001790	AT5G44450.2	YBR261C_mRNA
OG0001792	AT5G57120.1	YKR092C_mRNA
OG0001793	AT5G57565.4, AT5G57630.1	YDR507C_mRNA, YCL024W_mRNA
OG0001794	AT5G63060.1	YLR380W_mRNA
OG0001869	AT1G02100.1	YDR435C_mRNA
OG0001870	AT1G03150.1	YPR131C_mRNA
OG0001876	AT1G74270.1, AT1G07070.1, AT1G41880.1, AT3G55750.1	YOR234C_mRNA, YPL143W_mRNA
OG0001877	AT1G27970.2, AT1G27310.1, AT1G11570.3	YER009W_mRNA
OG0001878	AT1G11650.2, AT5G54900.1, AT4G27000.1, AT5G19350.1, AT3G19130.1, AT1G49600.2, AT1G47490.1, AT1G47500.1	YBR212W_mRNA, YHR086W_mRNA
OG0001879	AT1G12780.1, AT1G63180.1, AT1G64440.1, AT4G23920.1, AT4G10960.1	YBR019C_mRNA
OG0001880	AT3G26618.1, AT1G12920.1, AT5G47880.1	YBR143C_mRNA
OG0001881	AT1G79450.1, AT1G16360.2, AT1G54320.1, AT3G12740.1, AT5G46150.1	YNL323W_mRNA, YNR048W_mRNA, YCR094W_mRNA
OG0001883	AT1G18090.1, AT1G29630.2	YDR263C_mRNA, YOR033C_mRNA
OG0001886	AT4G38510.5, AT1G76030.1, AT1G20260.1	YBR127C_mRNA
OG0001889	AT2G21880.1, AT4G09720.3, AT1G22740.1, AT1G49300.1, AT3G18820.1, AT1G52280.1, AT3G16100.1	YML001W_mRNA
OG0001892	AT1G80050.1, AT5G11160.1, AT1G27450.3, AT4G12440.2, AT4G22570.1	YML022W_mRNA, YDR441C_mRNA
OG0001894	AT1G29965.1, AT1G29970.2, AT2G34480.2, AT3G14600.1	YOR312C_mRNA, YMR242C_mRNA
OG0001895	AT5G19510.1, AT5G12110.1, AT1G30230.2, AT2G18110.1	YAL003W_mRNA
OG0001898	AT1G32340.1	YML068W_mRNA
OG0001899	AT4G09670.1, AT1G34200.1, AT1G66130.1	YML051W_mRNA
OG0001901	AT3G19670.1, AT1G44910.1	YPR152C_mRNA, YKL012W_mRNA
OG0001905	AT1G49540.2	YGR200C_mRNA
OG0001906	AT3G19170.1, AT1G49630.1	YDR430C_mRNA
OG0001907	AT1G50480.1	YBR084W_mRNA, YGR204W_mRNA
OG0001908	AT5G07440.1, AT5G18170.1, AT3G03910.1, AT1G51720.1	YAL062W_mRNA, YOR375C_mRNA
OG0001911	AT1G55750.1, AT3G61420.1	YDR311W_mRNA
OG0001912	AT1G55900.1	YPL063W_mRNA
OG0001913	AT1G65040.2, AT3G16090.1	YOL013C_mRNA
OG0001914	AT5G36280.1, AT5G47630.1, AT1G65290.1, AT2G44620.1	YKL192C_mRNA
OG0001915	AT1G68000.1, AT4G38570.1	YPR113W_mRNA
OG0001916	AT1G76050.2, AT5G51140.2	YGR169C_mRNA, YOL066C_mRNA, YDL036C_mRNA
OG0001917	ATCG00905.1, ATCG01230.1, ATMG00980.1, AT2G07675.1, ATCG00065.1	YNR036C_mRNA
OG0001918	AT5G66760.1, AT2G18450.1	YJL045W_mRNA, YKL148C_mRNA
OG0001919	AT3G16320.1, AT2G20000.1	YBL084C_mRNA
OG0001921	AT5G06460.1, AT2G30110.1	YKL210W_mRNA
OG0001922	AT4G15000.1, AT3G22230.1, AT2G32220.1	YHR010W_mRNA, YDR471W_mRNA
OG0001923	AT2G32260.1	YGR202C_mRNA
OG0001924	AT2G34050.1	YNL315C_mRNA
OG0001925	AT4G16760.1, AT2G35690.1	YGL205W_mRNA
OG0001927	AT4G20100.1, AT2G41050.1, AT4G36850.1	YDR352W_mRNA, YOL092W_mRNA, YBR147W_mRNA
OG0001928	AT3G59990.1, AT2G44180.1	YBL091C_mRNA
OG0001929	AT2G46560.1	YJR033C_mRNA
OG0001930	AT4G22220.1, AT4G04080.1, AT3G01020.1	YOR226C_mRNA, YPL135W_mRNA
OG0001932	AT4G18360.1, AT3G14415.2, AT3G14420.1, AT3G14150.1, AT3G14130.1	YML054C_mRNA
OG0001933	AT5G54310.1, AT3G17660.2	YIL044C_mRNA
OG0001935	AT3G19210.1	YBR073W_mRNA, YGL163C_mRNA
OG0001936	AT3G21660.2, AT4G04210.1, AT4G22150.1, AT4G15410.1	YBL058W_mRNA
OG0001937	AT5G63840.2, AT3G23640.3	YBR229C_mRNA
OG0001938	AT3G24350.2, AT5G05760.1	YLR026C_mRNA
OG0001939	AT3G55380.2, AT5G59300.1, AT3G46460.1	YMR022W_mRNA, YDR054C_mRNA
OG0001940	AT3G50670.1	YIL061C_mRNA
OG0001941	AT3G52090.2	YOL005C_mRNA
OG0001944	AT3G55070.1	YIL097W_mRNA
OG0001945	AT3G56450.1, AT3G56190.1	YBL050W_mRNA
OG0001947	AT3G57150.1	YLR175W_mRNA
OG0001949	AT4G03240.1	YDL120W_mRNA
OG0001950	AT5G20160.2, AT4G22380.1, AT4G12600.2	YEL026W_mRNA
OG0001951	AT4G13430.1	YGL009C_mRNA
OG0001952	AT4G17510.1	YJR099W_mRNA
OG0001955	AT5G01230.1	YBR061C_mRNA
OG0001956	AT5G10920.1	YHR018C_mRNA
OG0001957	AT5G13240.3	YDR005C_mRNA
OG0001960	AT5G55190.1, AT5G20020.1, AT5G20010.1	YLR293C_mRNA, YOR185C_mRNA
OG0001961	AT5G22010.1	YOR217W_mRNA
OG0001962	AT5G35080.1	YDR057W_mRNA
OG0001963	AT5G41360.1, AT5G41370.1	YIL143C_mRNA
OG0001965	AT5G52580.2	YDL234C_mRNA
OG0002048	AT1G01090.1, AT1G59900.1, AT1G24180.1	YER178W_mRNA
OG0002049	AT1G02080.1	YCR093W_mRNA
OG0002050	AT5G46400.1, AT1G04080.3	YML046W_mRNA
OG0002054	AT4G13360.1, AT3G24360.1, AT4G31810.1, AT3G60510.3, AT2G30650.1, AT2G30660.1, AT5G65940.1, AT1G06550.1	YDR036C_mRNA
OG0002058	AT5G22440.1, AT1G08360.1, AT2G27530.1	YPL220W_mRNA, YGL135W_mRNA
OG0002060	AT1G10520.1	YCR014C_mRNA
OG0002061	AT1G11870.2	YHR011W_mRNA
OG0002062	AT1G11930.1, AT4G26860.2	YBL036C_mRNA
OG0002064	AT1G13700.1, AT5G24400.1, AT5G24410.1, AT5G24420.1, AT3G49360.1	YHR163W_mRNA, YGR248W_mRNA
OG0002066	AT1G15310.1, AT1G48900.1, AT5G49500.1	YPR088C_mRNA
OG0002067	AT4G04640.1, AT1G15700.1, AT2G33040.1	YBR039W_mRNA
OG0002070	AT1G16820.1	YDL227C_mRNA
OG0002070	AT1G78900.1	YDL185W_mRNA
OG0002071	AT4G34200.1, AT3G19480.1, AT1G17745.2	YER081W_mRNA, YIL074C_mRNA
OG0002072	AT1G73570.1, AT1G18260.1	YLR207W_mRNA
OG0002073	AT1G18540.1, AT1G74050.1, AT1G74060.1	YLR448W_mRNA, YML073C_mRNA
OG0002076	AT5G47510.4, AT1G55690.1, AT5G56160.1, AT3G24840.3, AT1G75370.2, AT1G19650.1, AT4G39170.1, AT2G21520.2, AT4G36490.1, AT2G18180.1, AT4G39180.1, AT2G21540.1, AT4G34580.1, AT2G16380.1	YMR079W_mRNA, YKL091C_mRNA
OG0002078	AT1G21760.1	YLR097C_mRNA
OG0002079	AT5G35790.1, AT1G24280.1, AT5G13110.1, AT3G27300.4, AT5G40760.1	YNL241C_mRNA
OG0002080	AT1G25380.1, AT2G47490.1	YEL006W_mRNA, YIL006W_mRNA
OG0002080	AT5G66380.1	YIL134W_mRNA
OG0002083	AT3G25040.1, AT1G29330.1	YBL040C_mRNA
OG0002085	AT1G34065.1, AT4G39460.1	YNL003C_mRNA
OG0002086	AT1G61580.1, AT1G43170.1	YOR063W_mRNA
OG0002087	AT2G46470.1, AT5G62050.1	YER154W_mRNA
OG0002091	AT4G31990.3, AT5G11520.1, AT1G62800.2, AT5G19550.1	YLR027C_mRNA
OG0002092	AT1G64190.1, AT5G41670.1, AT3G02360.1	YGR256W_mRNA, YHR183W_mRNA
OG0002093	AT5G42040.1, AT1G64520.1	YFR052W_mRNA
OG0002094	AT1G67370.1	YIL072W_mRNA
OG0002095	AT1G72370.1, AT3G04770.1	YLR048W_mRNA, YGR214W_mRNA
OG0002096	AT1G74260.1	YGR061C_mRNA
OG0002097	AT2G03120.1	YKL100C_mRNA
OG0002098	AT2G04390.1, AT5G04800.1, AT2G05220.1, AT3G10610.1	YML024W_mRNA, YDR447C_mRNA
OG0002099	AT3G51190.1, AT2G18020.1, AT4G36130.1	YIL018W_mRNA, YFR031C-A_mRNA
OG0002102	AT2G22870.1, AT5G11480.1, AT5G58370.2	YDR336W_mRNA
OG0002105	AT4G32530.2, AT2G25610.2	YHR026W_mRNA
OG0002106	AT4G33010.1, AT2G26080.1	YMR189W_mRNA
OG0002107	AT2G26470.1	YMR114C_mRNA
OG0002108	AT3G50240.1, AT5G47820.1	YBL063W_mRNA
OG0002108	AT2G36200.2, AT3G45850.1, AT2G28620.1, AT2G37420.1	YEL061C_mRNA
OG0002109	AT2G31970.1	YNL250W_mRNA
OG0002111	AT3G28155.1	YLR045C_mRNA
OG0002113	AT2G40770.1	YLR247C_mRNA
OG0002114	AT5G16440.1, AT3G02780.1	YPL117C_mRNA
OG0002117	AT3G05000.1	YOR115C_mRNA
OG0002118	AT3G06580.1	YBR020W_mRNA, YDR009W_mRNA
OG0002121	AT3G07890.1	YOL112W_mRNA, YNL293W_mRNA
OG0002122	AT3G08530.1, AT3G11130.1	YGL206C_mRNA
OG0002123	AT4G26600.5, AT5G55920.1	YNL061W_mRNA
OG0002125	AT3G17205.1	YGL141W_mRNA
OG0002127	AT3G20630.1	YBR058C_mRNA
OG0002128	AT3G20650.1	YBR236C_mRNA
OG0002130	AT3G44620.2	YPR073C_mRNA
OG0002131	AT5G42300.1, AT3G45180.1	YNR032C-A_mRNA
OG0002132	AT3G46940.2	YBR252W_mRNA
OG0002133	AT3G47630.2	YGR046W_mRNA
OG0002134	AT3G48570.1, AT5G50460.1	YDR086C_mRNA
OG0002135	AT3G51980.1	YBR101C_mRNA
OG0002136	AT3G52390.2	YBL055C_mRNA
OG0002137	AT3G55360.1	YDL015C_mRNA
OG0002139	AT4G00800.1	YAL002W_mRNA
OG0002140	AT5G14220.4, AT4G01690.1	YER014W_mRNA
OG0002142	AT4G05590.2, AT4G14695.1, AT4G22310.1	YHR162W_mRNA, YGR243W_mRNA
OG0002143	AT4G11820.2	YML126C_mRNA
OG0002144	AT4G17020.3	YPL122C_mRNA
OG0002145	AT4G22330.1	YPL087W_mRNA, YBR183W_mRNA
OG0002149	AT4G30890.1	YER151C_mRNA
OG0002151	AT5G02310.1	YGR184C_mRNA, YLR024C_mRNA
OG0002152	AT5G11340.1	YOR253W_mRNA
OG0002154	AT5G13050.1	YER183C_mRNA
OG0002155	AT5G17410.2	YHR172W_mRNA
OG0002156	AT5G18400.2	YKR071C_mRNA
OG0002157	AT5G23290.1	YML094W_mRNA
OG0002158	AT5G23300.1	YKL216W_mRNA
OG0002159	AT5G27450.1	YMR208W_mRNA
OG0002161	AT5G54260.2	YMR224C_mRNA
OG0002162	AT5G65720.1	YCL017C_mRNA
OG0002279	AT5G09890.2, AT4G33080.1, AT1G30640.1, AT1G03920.1, AT2G20470.1	YNL161W_mRNA
OG0002282	AT1G04950.1, AT1G54360.6	YGL112C_mRNA
OG0002283	AT1G05055.1	YLR005W_mRNA
OG0002285	AT2G42650.1, AT3G58660.1, AT1G06380.1	YKR060W_mRNA, YHR052W_mRNA
OG0002287	AT2G47810.1, AT1G09030.1, AT2G13570.1, AT5G47640.1, AT4G14540.1, AT3G53340.1, AT2G37060.1, AT2G38880.11	YBL021C_mRNA
OG0002288	AT1G26690.1, AT1G69460.1, AT2G03290.1, AT2G03040.1, AT1G14010.1, AT3G29070.1, AT1G09580.1, AT1G57620.1, AT1G21900.1, AT3G10780.1	YML012W_mRNA
OG0002289	AT1G09730.1, AT4G33620.1, AT3G48480.1	YIL031W_mRNA
OG0002290	AT4G16370.1, AT5G64410.1, AT1G09930.1, AT4G27730.1, AT5G53510.1, AT5G53520.1, AT4G10770.1, AT4G26590.1, AT5G55930.1	YJL212C_mRNA, YPR194C_mRNA
OG0002291	AT1G30360.1, AT1G58520.1, AT1G10090.1, AT1G69450.3, AT3G01100.4, AT3G54510.2, AT4G04340.1, AT4G22120.1, AT1G62320.3, AT1G11960.1, AT3G21620.1, AT4G15430.1, AT4G02900.1, AT1G32090.1	YLR241W_mRNA
OG0002292	AT1G63050.1, AT1G12640.1	YOR175C_mRNA
OG0002299	AT1G16970.1	YMR284W_mRNA
OG0002300	AT1G17820.1, AT1G73200.1	YPR091C_mRNA
OG0002301	AT1G18640.2	YGR208W_mRNA
OG0002305	AT1G24470.1, AT1G67730.1	YBR159W_mRNA
OG0002306	AT4G13590.1, AT5G36290.1, AT1G68650.1, AT1G25520.1	YBR187W_mRNA
